year,age_gr,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1991,18-29 J.,,,,,,,,,,,,
1991,30-45 J.,,,,,,,,,,,,
1991,46-65 J.,,,,,,,,,,,,
1991,66 und älter,,,,,,,,,,,,
1992,unter 18 J.,,,,,,,,,,,,
1992,18-29 J.,,,,,,,,,,,,
1992,30-45 J.,,,,,,,,,,,,
1992,46-65 J.,,,,,,,,,,,,
1992,66 und älter,,,,,,,,,,,,
1993,unter 18 J.,,,,,,,,,,,,
1993,18-29 J.,7.196901291937468,7.160346811852758,7.233455772022179,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3017.0
1993,30-45 J.,6.914071704225069,6.880452187769918,6.947691220680221,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3730.0
1993,46-65 J.,6.621769630489231,6.583151742343885,6.660387518634577,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3133.0
1993,66 und älter,7.016717637935623,6.9496230492006426,7.083812226670604,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,1001.0
1994,unter 18 J.,,,,,,,,,,,,
1994,18-29 J.,,,,,,,,,,,,
1994,30-45 J.,,,,,,,,,,,,
1994,46-65 J.,,,,,,,,,,,,
1994,66 und älter,,,,,,,,,,,,
1995,unter 18 J.,,,,,,,,,,,,
1995,18-29 J.,,,,,,,,,,,,
1995,30-45 J.,,,,,,,,,,,,
1995,46-65 J.,,,,,,,,,,,,
1995,66 und älter,,,,,,,,,,,,
1996,unter 18 J.,,,,,,,,,,,,
1996,18-29 J.,,,,,,,,,,,,
1996,30-45 J.,,,,,,,,,,,,
1996,46-65 J.,,,,,,,,,,,,
1996,66 und älter,,,,,,,,,,,,
1997,unter 18 J.,,,,,,,,,,,,
1997,18-29 J.,,,,,,,,,,,,
1997,30-45 J.,,,,,,,,,,,,
1997,46-65 J.,,,,,,,,,,,,
1997,66 und älter,,,,,,,,,,,,
1998,-1,,,,,,,,,,,,
1998,unter 18 J.,,,,,,,,,,,,
1998,18-29 J.,,,,,,,,,,,,
1998,30-45 J.,,,,,,,,,,,,
1998,46-65 J.,,,,,,,,,,,,
1998,66 und älter,,,,,,,,,,,,
1999,unter 18 J.,,,,,,,,,,,,
1999,18-29 J.,,,,,,,,,,,,
1999,30-45 J.,,,,,,,,,,,,
1999,46-65 J.,,,,,,,,,,,,
1999,66 und älter,,,,,,,,,,,,
2000,-1,,,,,,,,,,,,
2000,unter 18 J.,,,,,,,,,,,,
2000,18-29 J.,7.215427958328352,7.183733477732034,7.24712243892467,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4056.0
2000,30-45 J.,7.167234203653243,7.144611061705504,7.189857345600982,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7778.0
2000,46-65 J.,6.912457434148732,6.88794029243125,6.936974575866214,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6977.0
2000,66 und älter,6.896620727163454,6.858314821087031,6.934926633239877,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3025.0
2001,unter 18 J.,,,,,,,,,,,,
2001,18-29 J.,,,,,,,,,,,,
2001,30-45 J.,,,,,,,,,,,,
2001,46-65 J.,,,,,,,,,,,,
2001,66 und älter,,,,,,,,,,,,
2002,unter 18 J.,,,,,,,,,,,,
2002,18-29 J.,,,,,,,,,,,,
2002,30-45 J.,,,,,,,,,,,,
2002,46-65 J.,,,,,,,,,,,,
2002,66 und älter,,,,,,,,,,,,
2003,unter 18 J.,,,,,,,,,,,,
2003,18-29 J.,,,,,,,,,,,,
2003,30-45 J.,,,,,,,,,,,,
2003,46-65 J.,,,,,,,,,,,,
2003,66 und älter,,,,,,,,,,,,
2004,unter 18 J.,,,,,,,,,,,,
2004,18-29 J.,6.951930756106623,6.917996948647028,6.985864563566217,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3514.0
2004,30-45 J.,6.895319179735846,6.869296502780876,6.921341856690817,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6238.0
2004,46-65 J.,6.75800696611814,6.733308063433752,6.782705868802529,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6780.0
2004,66 und älter,6.840527683772181,6.806096256625351,6.8749591109190105,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3181.0
2005,unter 18 J.,,,,,,,,,,,,
2005,18-29 J.,,,,,,,,,,,,
2005,30-45 J.,,,,,,,,,,,,
2005,46-65 J.,,,,,,,,,,,,
2005,66 und älter,,,,,,,,,,,,
2006,unter 18 J.,,,,,,,,,,,,
2006,18-29 J.,,,,,,,,,,,,
2006,30-45 J.,,,,,,,,,,,,
2006,46-65 J.,,,,,,,,,,,,
2006,66 und älter,,,,,,,,,,,,
2007,unter 18 J.,,,,,,,,,,,,
2007,18-29 J.,,,,,,,,,,,,
2007,30-45 J.,,,,,,,,,,,,
2007,46-65 J.,,,,,,,,,,,,
2007,66 und älter,,,,,,,,,,,,
2008,unter 18 J.,,,,,,,,,,,,
2008,18-29 J.,7.262676579704549,7.226416758208991,7.298936401200107,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3068.0
2008,30-45 J.,7.2011267097199765,7.1735148442697865,7.2287385751701665,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4977.0
2008,46-65 J.,6.963308458141573,6.9375827850061995,6.989034131276947,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,6202.0
2008,66 und älter,7.05229085678308,7.019381536310565,7.0852001772555955,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,3571.0
2009,-1,,,,,,,,,,,,
2009,unter 18 J.,,,,,,,,,,,,
2009,18-29 J.,,,,,,,,,,,,
2009,30-45 J.,,,,,,,,,,,,
2009,46-65 J.,,,,,,,,,,,,
2009,66 und älter,,,,,,,,,,,,
2010,unter 18 J.,,,,,,,,,,,,
2010,18-29 J.,,,,,,,,,,,,
2010,30-45 J.,,,,,,,,,,,,
2010,46-65 J.,,,,,,,,,,,,
2010,66 und älter,,,,,,,,,,,,
2011,unter 18 J.,,,,,,,,,,,,
2011,18-29 J.,,,,,,,,,,,,
2011,30-45 J.,,,,,,,,,,,,
2011,46-65 J.,,,,,,,,,,,,
2011,66 und älter,,,,,,,,,,,,
2012,unter 18 J.,,,,,,,,,,,,
2012,18-29 J.,,,,,,,,,,,,
2012,30-45 J.,,,,,,,,,,,,
2012,46-65 J.,,,,,,,,,,,,
2012,66 und älter,,,,,,,,,,,,
2013,unter 18 J.,,,,,,,,,,,,
2013,18-29 J.,,,,,,,,,,,,
2013,30-45 J.,,,,,,,,,,,,
2013,46-65 J.,,,,,,,,,,,,
2013,66 und älter,,,,,,,,,,,,
2014,-1,,,,,,,,,,,,
2014,unter 18 J.,,,,,,,,,,,,
2014,18-29 J.,7.513484595480495,7.483410770899544,7.543558420061446,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4180.0
2014,30-45 J.,7.519442901992821,7.497343601963847,7.541542202021795,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8222.0
2014,46-65 J.,7.410092120900232,7.38915756926597,7.431026672534493,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8537.0
2014,66 und älter,7.412148752276293,7.380847519240389,7.443449985312197,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4124.0
2015,-1,,,,,,,,,,,,
2015,unter 18 J.,,,,,,,,,,,,
2015,18-29 J.,,,,,,,,,,,,
2015,30-45 J.,,,,,,,,,,,,
2015,46-65 J.,,,,,,,,,,,,
2015,66 und älter,,,,,,,,,,,,
2016,-1,,,,,,,,,,,,
2016,unter 18 J.,,,,,,,,,,,,
2016,18-29 J.,,,,,,,,,,,,
2016,30-45 J.,,,,,,,,,,,,
2016,46-65 J.,,,,,,,,,,,,
2016,66 und älter,,,,,,,,,,,,
2017,-1,,,,,,,,,,,,
2017,unter 18 J.,,,,,,,,,,,,
2017,18-29 J.,,,,,,,,,,,,
2017,30-45 J.,,,,,,,,,,,,
2017,46-65 J.,,,,,,,,,,,,
2017,66 und älter,,,,,,,,,,,,
2018,-1,,,,,,,,,,,,
2018,unter 18 J.,,,,,,,,,,,,
2018,18-29 J.,,,,,,,,,,,,
2018,30-45 J.,,,,,,,,,,,,
2018,46-65 J.,,,,,,,,,,,,
2018,66 und älter,,,,,,,,,,,,
2019,-1,,,,,,,,,,,,
2019,unter 18 J.,,,,,,,,,,,,
2019,18-29 J.,7.644797197403044,7.6130067088491415,7.676587685956946,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3733.0
2019,30-45 J.,7.715545009546473,7.691957129228693,7.739132889864252,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6093.0
2019,46-65 J.,7.607508031865484,7.5888171015991,7.626198962131867,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9738.0
2019,66 und älter,7.611818509392487,7.584011301751162,7.6396257170338115,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4485.0
2020,-1,,,,,,,,,,,,
2020,unter 18 J.,,,,,,,,,,,,
2020,18-29 J.,,,,,,,,,,,,
2020,30-45 J.,,,,,,,,,,,,
2020,46-65 J.,,,,,,,,,,,,
2020,66 und älter,,,,,,,,,,,,
2021,-1,,,,,,,,,,,,
2021,unter 18 J.,,,,,,,,,,,,
2021,18-29 J.,,,,,,,,,,,,
2021,30-45 J.,,,,,,,,,,,,
2021,46-65 J.,,,,,,,,,,,,
2021,66 und älter,,,,,,,,,,,,
