"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1997","35-65 Jahre alt","weiblich","","","","",""
"1997","66 und älter","maennlich","","","","",""
"1997","66 und älter","weiblich","","","","",""
"1998","16-34 Jahre alt","maennlich","","","","",""
"1998","16-34 Jahre alt","weiblich","","","","",""
"1998","35-65 Jahre alt","maennlich","","","","",""
"1998","35-65 Jahre alt","weiblich","","","","",""
"1998","66 und älter","maennlich","","","","",""
"1998","66 und älter","weiblich","","","","",""
"1999","16-34 Jahre alt","maennlich","","","","",""
"1999","16-34 Jahre alt","weiblich","","","","",""
"1999","35-65 Jahre alt","maennlich","","","","",""
"1999","35-65 Jahre alt","weiblich","","","","",""
"1999","66 und älter","maennlich","","","","",""
"1999","66 und älter","weiblich","","","","",""
"2000","16-34 Jahre alt","maennlich","7.27","7.5","3306","7.2","7.34"
"2000","16-34 Jahre alt","weiblich","7.23","7.5","3537","7.16","7.3"
"2000","35-65 Jahre alt","maennlich","7.06","6.5","6163","7.01","7.11"
"2000","35-65 Jahre alt","weiblich","6.93","6.5","6182","6.88","6.98"
"2000","66 und älter","maennlich","7.26","7.5","1302","7.15","7.37"
"2000","66 und älter","weiblich","6.66","6.5","1723","6.55","6.77"
"2001","16-34 Jahre alt","maennlich","","","","",""
"2001","16-34 Jahre alt","weiblich","","","","",""
"2001","35-65 Jahre alt","maennlich","","","","",""
"2001","35-65 Jahre alt","weiblich","","","","",""
"2001","66 und älter","maennlich","","","","",""
"2001","66 und älter","weiblich","","","","",""
"2002","16-34 Jahre alt","maennlich","","","","",""
"2002","16-34 Jahre alt","weiblich","","","","",""
"2002","35-65 Jahre alt","maennlich","","","","",""
"2002","35-65 Jahre alt","weiblich","","","","",""
"2002","66 und älter","maennlich","","","","",""
"2002","66 und älter","weiblich","","","","",""
"2003","16-34 Jahre alt","maennlich","","","","",""
"2003","16-34 Jahre alt","weiblich","","","","",""
"2003","35-65 Jahre alt","maennlich","","","","",""
"2003","35-65 Jahre alt","weiblich","","","","",""
"2003","66 und älter","maennlich","","","","",""
"2003","66 und älter","weiblich","","","","",""
"2004","16-34 Jahre alt","maennlich","6.85","6.5","2628","6.77","6.93"
"2004","16-34 Jahre alt","weiblich","7.03","6.5","2822","6.95","7.11"
"2004","35-65 Jahre alt","maennlich","6.91","6.5","5616","6.86","6.96"
"2004","35-65 Jahre alt","weiblich","6.7","6.5","5817","6.64","6.76"
"2004","66 und älter","maennlich","7.15","6.5","1467","7.05","7.25"
"2004","66 und älter","weiblich","6.61","6.5","1714","6.51","6.71"
"2005","16-34 Jahre alt","maennlich","","","","",""
"2005","16-34 Jahre alt","weiblich","","","","",""
"2005","35-65 Jahre alt","maennlich","","","","",""
"2005","35-65 Jahre alt","weiblich","","","","",""
"2005","66 und älter","maennlich","","","","",""
"2005","66 und älter","weiblich","","","","",""
"2006","16-34 Jahre alt","maennlich","","","","",""
"2006","16-34 Jahre alt","weiblich","","","","",""
"2006","35-65 Jahre alt","maennlich","","","","",""
"2006","35-65 Jahre alt","weiblich","","","","",""
"2006","66 und älter","maennlich","","","","",""
"2006","66 und älter","weiblich","","","","",""
"2007","16-34 Jahre alt","maennlich","","","","",""
"2007","16-34 Jahre alt","weiblich","","","","",""
"2007","35-65 Jahre alt","maennlich","","","","",""
"2007","35-65 Jahre alt","weiblich","","","","",""
"2007","66 und älter","maennlich","","","","",""
"2007","66 und älter","weiblich","","","","",""
"2008","16-34 Jahre alt","maennlich","7.11","7.5","2014","7.02","7.2"
"2008","16-34 Jahre alt","weiblich","7.39","7.5","2198","7.31","7.47"
"2008","35-65 Jahre alt","maennlich","7.15","7.5","4814","7.09","7.21"
"2008","35-65 Jahre alt","weiblich","6.96","6.5","5220","6.9","7.02"
"2008","66 und älter","maennlich","7.34","7.5","1720","7.25","7.43"
"2008","66 und älter","weiblich","6.83","6.5","1852","6.73","6.93"
"2009","16-34 Jahre alt","maennlich","","","","",""
"2009","16-34 Jahre alt","weiblich","","","","",""
"2009","35-65 Jahre alt","maennlich","","","","",""
"2009","35-65 Jahre alt","weiblich","","","","",""
"2009","66 und älter","maennlich","","","","",""
"2009","66 und älter","weiblich","","","","",""
"2010","16-34 Jahre alt","maennlich","","","","",""
"2010","16-34 Jahre alt","weiblich","","","","",""
"2010","35-65 Jahre alt","maennlich","","","","",""
"2010","35-65 Jahre alt","weiblich","","","","",""
"2010","66 und älter","maennlich","","","","",""
"2010","66 und älter","weiblich","","","","",""
"2011","16-34 Jahre alt","maennlich","","","","",""
"2011","16-34 Jahre alt","weiblich","","","","",""
"2011","35-65 Jahre alt","maennlich","","","","",""
"2011","35-65 Jahre alt","weiblich","","","","",""
"2011","66 und älter","maennlich","","","","",""
"2011","66 und älter","weiblich","","","","",""
"2012","16-34 Jahre alt","maennlich","","","","",""
"2012","16-34 Jahre alt","weiblich","","","","",""
"2012","35-65 Jahre alt","maennlich","","","","",""
"2012","35-65 Jahre alt","weiblich","","","","",""
"2012","66 und älter","maennlich","","","","",""
"2012","66 und älter","weiblich","","","","",""
"2013","16-34 Jahre alt","maennlich","","","","",""
"2013","16-34 Jahre alt","weiblich","","","","",""
"2013","35-65 Jahre alt","maennlich","","","","",""
"2013","35-65 Jahre alt","weiblich","","","","",""
"2013","66 und älter","maennlich","","","","",""
"2013","66 und älter","weiblich","","","","",""
"2014","16-34 Jahre alt","maennlich","7.56","7.5","2886","7.48","7.64"
"2014","16-34 Jahre alt","weiblich","7.52","7.5","3471","7.44","7.6"
"2014","35-65 Jahre alt","maennlich","7.46","7.5","6588","7.41","7.51"
"2014","35-65 Jahre alt","weiblich","7.41","7.5","7994","7.36","7.46"
"2014","66 und älter","maennlich","7.66","7.5","2047","7.58","7.74"
"2014","66 und älter","weiblich","7.2","7.5","2078","7.11","7.29"
"2015","16-34 Jahre alt","maennlich","","","","",""
"2015","16-34 Jahre alt","weiblich","","","","",""
"2015","35-65 Jahre alt","maennlich","","","","",""
"2015","35-65 Jahre alt","weiblich","","","","",""
"2015","66 und älter","maennlich","","","","",""
"2015","66 und älter","weiblich","","","","",""
"2016","16-34 Jahre alt","maennlich","","","","",""
"2016","16-34 Jahre alt","weiblich","","","","",""
"2016","35-65 Jahre alt","maennlich","","","","",""
"2016","35-65 Jahre alt","weiblich","","","","",""
"2016","66 und älter","maennlich","","","","",""
"2016","66 und älter","weiblich","","","","",""
"2017","16-34 Jahre alt","maennlich","","","","",""
"2017","16-34 Jahre alt","weiblich","","","","",""
"2017","35-65 Jahre alt","maennlich","","","","",""
"2017","35-65 Jahre alt","weiblich","","","","",""
"2017","66 und älter","maennlich","","","","",""
"2017","66 und älter","weiblich","","","","",""
"2018","16-34 Jahre alt","maennlich","","","","",""
"2018","16-34 Jahre alt","weiblich","","","","",""
"2018","35-65 Jahre alt","maennlich","","","","",""
"2018","35-65 Jahre alt","weiblich","","","","",""
"2018","66 und älter","maennlich","","","","",""
"2018","66 und älter","weiblich","","","","",""
"2019","16-34 Jahre alt","maennlich","7.73","7.5","2503","7.65","7.81"
"2019","16-34 Jahre alt","weiblich","7.73","7.5","2759","7.65","7.81"
"2019","35-65 Jahre alt","maennlich","7.63","7.5","6768","7.58","7.68"
"2019","35-65 Jahre alt","weiblich","7.6","7.5","7569","7.55","7.65"
"2019","66 und älter","maennlich","7.83","7.5","2319","7.76","7.9"
"2019","66 und älter","weiblich","7.45","7.5","2211","7.37","7.53"
