year,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,2nd Quintile,A Bit Too Large,0.07895,164,2139,0.06752,0.09038
2004,3rd Quintile,Much Too Small,0.01650,37,2160,0.01113,0.02188
2004,3rd Quintile,A Bit Too Small,0.13327,301,2160,0.11894,0.14761
2004,3rd Quintile,Just Right,0.71867,1591,2160,0.69970,0.73763
2004,3rd Quintile,A Bit Too Large,0.11502,231,2160,0.10156,0.12848
2004,4th Quintile,A Bit Too Small,0.11812,300,2215,0.10467,0.13156
2004,4th Quintile,Just Right,0.73077,1630,2215,0.71230,0.74925
2004,4th Quintile,A Bit Too Large,0.12843,285,2215,0.11449,0.14236
2004,5th Quintile,A Bit Too Small,0.11924,321,2929,0.10750,0.13097
2004,5th Quintile,Just Right,0.68726,2097,2929,0.67047,0.70405
2004,5th Quintile,A Bit Too Large,0.16533,455,2929,0.15187,0.17878
2004,5th Quintile,Much Too Large,0.01894,56,2929,0.01400,0.02388
2005,1st Quintile,Much Too Small,0.02619,46,1959,0.01912,0.03327
2005,1st Quintile,A Bit Too Small,0.17617,351,1959,0.15930,0.19305
2005,1st Quintile,Just Right,0.73378,1444,1959,0.71420,0.75336
2005,1st Quintile,A Bit Too Large,0.05714,118,1959,0.04686,0.06743
2005,2nd Quintile,Much Too Small,0.01734,35,2050,0.01169,0.02300
2005,2nd Quintile,A Bit Too Small,0.12395,270,2050,0.10968,0.13822
2005,2nd Quintile,Just Right,0.75709,1575,2050,0.73853,0.77566
2005,2nd Quintile,A Bit Too Large,0.09228,170,2050,0.07975,0.10481
2005,3rd Quintile,A Bit Too Small,0.14710,315,2034,0.13170,0.16250
2005,3rd Quintile,Just Right,0.71704,1525,2034,0.69746,0.73662
2005,3rd Quintile,A Bit Too Large,0.09972,194,2034,0.08669,0.11274
2005,4th Quintile,A Bit Too Small,0.12409,273,2162,0.11019,0.13799
2005,4th Quintile,Just Right,0.71836,1610,2162,0.69940,0.73733
2005,4th Quintile,A Bit Too Large,0.13553,279,2162,0.12110,0.14996
2005,5th Quintile,A Bit Too Small,0.11527,302,2828,0.10350,0.12705
2005,5th Quintile,Just Right,0.69901,2037,2828,0.68210,0.71591
2005,5th Quintile,A Bit Too Large,0.15945,426,2828,0.14596,0.17295
2005,5th Quintile,Much Too Large,0.02198,63,2828,0.01658,0.02739
2006,1st Quintile,Much Too Small,0.03787,66,2076,0.02966,0.04608
2006,1st Quintile,A Bit Too Small,0.14025,316,2076,0.12531,0.15519
2006,1st Quintile,Just Right,0.74111,1552,2076,0.72226,0.75996
2006,1st Quintile,A Bit Too Large,0.06823,142,2076,0.05738,0.07908
2006,2nd Quintile,Much Too Small,0.01586,34,2199,0.01064,0.02109
2006,2nd Quintile,A Bit Too Small,0.14518,323,2199,0.13045,0.15991
2006,2nd Quintile,Just Right,0.73218,1640,2199,0.71367,0.75069
2006,2nd Quintile,A Bit Too Large,0.09508,202,2199,0.08281,0.10734
2006,3rd Quintile,Much Too Small,0.01641,34,2382,0.01131,0.02152
2006,3rd Quintile,A Bit Too Small,0.14063,324,2382,0.12667,0.15460
2006,3rd Quintile,Just Right,0.70004,1706,2382,0.68163,0.71845
2006,3rd Quintile,A Bit Too Large,0.12313,282,2382,0.10993,0.13633
2006,3rd Quintile,Much Too Large,0.01781,36,2382,0.01250,0.02312
2006,4th Quintile,A Bit Too Small,0.12213,297,2463,0.10919,0.13506
2006,4th Quintile,Just Right,0.72122,1825,2463,0.70351,0.73894
2006,4th Quintile,A Bit Too Large,0.12743,304,2463,0.11426,0.14060
2006,4th Quintile,Much Too Large,0.01676,37,2463,0.01169,0.02184
2006,5th Quintile,A Bit Too Small,0.11245,310,3034,0.10120,0.12369
2006,5th Quintile,Just Right,0.67225,2126,3034,0.65555,0.68896
2006,5th Quintile,A Bit Too Large,0.17455,513,3034,0.16105,0.18806
2006,5th Quintile,Much Too Large,0.02875,85,3034,0.02280,0.03470
2007,1st Quintile,Much Too Small,0.02739,50,1950,0.02014,0.03464
2007,1st Quintile,A Bit Too Small,0.15818,314,1950,0.14198,0.17438
2007,1st Quintile,Just Right,0.74978,1470,1950,0.73055,0.76901
2007,1st Quintile,A Bit Too Large,0.05844,116,1950,0.04803,0.06886
2007,2nd Quintile,Much Too Small,0.02108,38,2080,0.01491,0.02726
2007,2nd Quintile,A Bit Too Small,0.13959,303,2080,0.12469,0.15449
2007,2nd Quintile,Just Right,0.73771,1569,2080,0.71880,0.75662
2007,2nd Quintile,A Bit Too Large,0.08465,170,2080,0.07268,0.09661
2007,3rd Quintile,A Bit Too Small,0.13827,307,2158,0.12370,0.15283
2007,3rd Quintile,Just Right,0.71350,1604,2158,0.69442,0.73258
2007,3rd Quintile,A Bit Too Large,0.12362,247,2158,0.10973,0.13751
2007,4th Quintile,A Bit Too Small,0.13004,300,2320,0.11635,0.14373
2007,4th Quintile,Just Right,0.70649,1661,2320,0.68796,0.72502
2007,4th Quintile,A Bit Too Large,0.14285,325,2320,0.12861,0.15709
2007,4th Quintile,Much Too Large,0.01524,34,2320,0.01025,0.02022
2007,5th Quintile,A Bit Too Small,0.10143,290,2815,0.09028,0.11259
2007,5th Quintile,Just Right,0.68986,1964,2815,0.67277,0.70695
2007,5th Quintile,A Bit Too Large,0.17767,486,2815,0.16355,0.19179
2007,5th Quintile,Much Too Large,0.02629,75,2815,0.02037,0.03220
2008,1st Quintile,Much Too Small,0.01958,42,1849,0.01326,0.02590
2008,1st Quintile,A Bit Too Small,0.15637,292,1849,0.13981,0.17293
2008,1st Quintile,Just Right,0.73177,1389,1849,0.71157,0.75197
2008,1st Quintile,A Bit Too Large,0.07232,126,1849,0.06051,0.08413
2008,2nd Quintile,A Bit Too Small,0.13651,268,1941,0.12124,0.15179
2008,2nd Quintile,Just Right,0.73634,1482,1941,0.71673,0.75594
2008,2nd Quintile,A Bit Too Large,0.08859,160,1941,0.07594,0.10123
2008,2nd Quintile,Much Too Large,0.01672,31,1941,0.01102,0.02243
2008,3rd Quintile,A Bit Too Small,0.11473,268,2139,0.10122,0.12824
2008,3rd Quintile,Just Right,0.73164,1577,2139,0.71286,0.75043
2008,3rd Quintile,A Bit Too Large,0.11992,259,2139,0.10615,0.13370
2008,3rd Quintile,Much Too Large,0.01798,35,2139,0.01235,0.02361
2008,4th Quintile,A Bit Too Small,0.12327,266,2090,0.10917,0.13737
2008,4th Quintile,Just Right,0.68825,1491,2090,0.66839,0.70811
2008,4th Quintile,A Bit Too Large,0.15113,289,2090,0.13577,0.16648
2008,4th Quintile,Much Too Large,0.02348,44,2090,0.01699,0.02998
2008,5th Quintile,A Bit Too Small,0.11302,260,2674,0.10101,0.12502
2008,5th Quintile,Just Right,0.66616,1856,2674,0.64829,0.68404
2008,5th Quintile,A Bit Too Large,0.18259,485,2674,0.16794,0.19724
2008,5th Quintile,Much Too Large,0.03032,73,2674,0.02382,0.03682
2009,1st Quintile,Much Too Small,0.03251,56,1767,0.02423,0.04078
2009,1st Quintile,A Bit Too Small,0.15088,279,1767,0.13418,0.16757
2009,1st Quintile,Just Right,0.72786,1312,1767,0.70710,0.74862
2009,1st Quintile,A Bit Too Large,0.06903,120,1767,0.05721,0.08086
2009,2nd Quintile,A Bit Too Small,0.14137,255,1830,0.12540,0.15734
2009,2nd Quintile,Just Right,0.72810,1393,1830,0.70771,0.74850
2009,2nd Quintile,A Bit Too Large,0.09674,182,1830,0.08319,0.11028
2009,3rd Quintile,A Bit Too Small,0.13596,264,1923,0.12063,0.15128
2009,3rd Quintile,Just Right,0.69964,1371,1923,0.67915,0.72014
2009,3rd Quintile,A Bit Too Large,0.13309,255,1923,0.11791,0.14828
2009,3rd Quintile,Much Too Large,0.01762,33,1923,0.01173,0.02350
2009,4th Quintile,A Bit Too Small,0.13972,258,2044,0.12469,0.15476
2009,4th Quintile,Just Right,0.68137,1469,2044,0.66117,0.70158
2009,4th Quintile,A Bit Too Large,0.14687,273,2044,0.13152,0.16221
2009,4th Quintile,Much Too Large,0.02490,44,2044,0.01815,0.03166
2009,5th Quintile,A Bit Too Small,0.11354,246,2461,0.10101,0.12608
2009,5th Quintile,Just Right,0.64457,1656,2461,0.62566,0.66349
2009,5th Quintile,A Bit Too Large,0.19874,483,2461,0.18297,0.21450
2009,5th Quintile,Much Too Large,0.03387,76,2461,0.02672,0.04101
2010,1st Quintile,Much Too Small,0.03152,226,3143,0.02541,0.03763
2010,1st Quintile,A Bit Too Small,0.16323,754,3143,0.15031,0.17616
2010,1st Quintile,Just Right,0.70736,1965,3143,0.69145,0.72327
2010,1st Quintile,A Bit Too Large,0.07633,167,3143,0.06704,0.08561
2010,1st Quintile,Much Too Large,0.01673,31,3143,0.01224,0.02121
2010,2nd Quintile,Much Too Small,0.01261,94,2890,0.00854,0.01668
2010,2nd Quintile,A Bit Too Small,0.13156,571,2890,0.11923,0.14388
2010,2nd Quintile,Just Right,0.73365,1990,2890,0.71753,0.74977
2010,2nd Quintile,A Bit Too Large,0.10813,235,2890,0.09680,0.11945
2010,3rd Quintile,Much Too Small,0.00717,45,2555,0.00390,0.01044
2010,3rd Quintile,A Bit Too Small,0.13688,451,2555,0.12355,0.15021
2010,3rd Quintile,Just Right,0.70556,1764,2555,0.68789,0.72324
2010,3rd Quintile,A Bit Too Large,0.12282,251,2555,0.11009,0.13555
2010,3rd Quintile,Much Too Large,0.02684,44,2555,0.02057,0.03311
2010,4th Quintile,A Bit Too Small,0.13171,365,2424,0.11824,0.14517
2010,4th Quintile,Just Right,0.67222,1683,2424,0.65353,0.69091
2010,4th Quintile,A Bit Too Large,0.16289,326,2424,0.14819,0.17759
2010,4th Quintile,Much Too Large,0.02311,50,2424,0.01713,0.02910
2010,5th Quintile,A Bit Too Small,0.11128,293,2681,0.09938,0.12319
2010,5th Quintile,Just Right,0.65984,1856,2681,0.64190,0.67777
2010,5th Quintile,A Bit Too Large,0.18168,465,2681,0.16709,0.19628
2010,5th Quintile,Much Too Large,0.03740,67,2681,0.03021,0.04458
2011,1st Quintile,Much Too Small,0.02475,177,3676,0.01973,0.02977
2011,1st Quintile,A Bit Too Small,0.16580,791,3676,0.15378,0.17782
2011,1st Quintile,Just Right,0.73090,2511,3676,0.71657,0.74524
2011,1st Quintile,A Bit Too Large,0.06631,197,3676,0.05826,0.07435
2011,2nd Quintile,Much Too Small,0.01418,105,3411,0.01021,0.01815
2011,2nd Quintile,A Bit Too Small,0.12310,606,3411,0.11207,0.13413
2011,2nd Quintile,Just Right,0.72730,2360,3411,0.71235,0.74225
2011,2nd Quintile,A Bit Too Large,0.11860,303,3411,0.10774,0.12945
2011,2nd Quintile,Much Too Large,0.01563,37,3411,0.01147,0.01979
2011,3rd Quintile,Much Too Small,0.00985,66,3221,0.00644,0.01326
2011,3rd Quintile,A Bit Too Small,0.12686,528,3221,0.11537,0.13836
2011,3rd Quintile,Just Right,0.71384,2251,3221,0.69823,0.72945
2011,3rd Quintile,A Bit Too Large,0.12517,324,3221,0.11374,0.13660
2011,3rd Quintile,Much Too Large,0.02366,52,3221,0.01841,0.02891
2011,4th Quintile,Much Too Small,0.00911,44,3061,0.00575,0.01248
2011,4th Quintile,A Bit Too Small,0.12234,407,3061,0.11073,0.13396
2011,4th Quintile,Just Right,0.67824,2119,3061,0.66169,0.69480
2011,4th Quintile,A Bit Too Large,0.16666,432,3061,0.15346,0.17987
2011,4th Quintile,Much Too Large,0.02316,59,3061,0.01783,0.02848
2011,5th Quintile,A Bit Too Small,0.11771,370,3171,0.10650,0.12893
2011,5th Quintile,Just Right,0.64589,2120,3171,0.62924,0.66254
2011,5th Quintile,A Bit Too Large,0.19344,601,3171,0.17969,0.20719
2011,5th Quintile,Much Too Large,0.03247,80,3171,0.02630,0.03863
2012,1st Quintile,Much Too Small,0.02926,149,3569,0.02373,0.03479
2012,1st Quintile,A Bit Too Small,0.15041,740,3569,0.13868,0.16214
2012,1st Quintile,Just Right,0.73246,2473,3569,0.71793,0.74698
2012,1st Quintile,A Bit Too Large,0.07418,207,3569,0.06558,0.08277
2012,2nd Quintile,Much Too Small,0.01701,89,3310,0.01260,0.02141
2012,2nd Quintile,A Bit Too Small,0.11419,535,3310,0.10335,0.12503
2012,2nd Quintile,Just Right,0.73533,2355,3310,0.72030,0.75036
2012,2nd Quintile,A Bit Too Large,0.11868,286,3310,0.10766,0.12969
2012,2nd Quintile,Much Too Large,0.01480,45,3310,0.01069,0.01892
2012,3rd Quintile,Much Too Small,0.01689,64,3197,0.01242,0.02136
2012,3rd Quintile,A Bit Too Small,0.13804,499,3197,0.12608,0.15000
2012,3rd Quintile,Just Right,0.69115,2224,3197,0.67513,0.70716
2012,3rd Quintile,A Bit Too Large,0.12951,351,3197,0.11787,0.14115
2012,3rd Quintile,Much Too Large,0.02118,59,3197,0.01619,0.02617
2012,4th Quintile,Much Too Small,0.00676,39,3028,0.00384,0.00968
2012,4th Quintile,A Bit Too Small,0.11674,383,3028,0.10530,0.12818
2012,4th Quintile,Just Right,0.69003,2099,3028,0.67355,0.70651
2012,4th Quintile,A Bit Too Large,0.16156,453,3028,0.14845,0.17468
2012,4th Quintile,Much Too Large,0.02384,54,3028,0.01840,0.02927
2012,5th Quintile,A Bit Too Small,0.08743,296,3137,0.07754,0.09731
2012,5th Quintile,Just Right,0.68254,2165,3137,0.66625,0.69883
2012,5th Quintile,A Bit Too Large,0.18680,576,3137,0.17316,0.20044
2012,5th Quintile,Much Too Large,0.03511,100,3137,0.02866,0.04155
2013,1st Quintile,Much Too Small,0.03426,234,4214,0.02877,0.03975
2013,1st Quintile,A Bit Too Small,0.16843,916,4214,0.15713,0.17973
2013,1st Quintile,Just Right,0.72398,2855,4214,0.71048,0.73748
2013,1st Quintile,A Bit Too Large,0.06276,209,4214,0.05544,0.07009
2013,2nd Quintile,Much Too Small,0.01862,110,3858,0.01435,0.02289
2013,2nd Quintile,A Bit Too Small,0.12526,676,3858,0.11481,0.13570
2013,2nd Quintile,Just Right,0.73769,2750,3858,0.72381,0.75158
2013,2nd Quintile,A Bit Too Large,0.10460,288,3858,0.09494,0.11425
2013,2nd Quintile,Much Too Large,0.01383,34,3858,0.01014,0.01752
2013,3rd Quintile,Much Too Small,0.01371,85,3387,0.00979,0.01763
2013,3rd Quintile,A Bit Too Small,0.11553,499,3387,0.10476,0.12629
2013,3rd Quintile,Just Right,0.69445,2347,3387,0.67894,0.70997
2013,3rd Quintile,A Bit Too Large,0.14844,397,3387,0.13646,0.16041
2013,3rd Quintile,Much Too Large,0.02779,59,3387,0.02225,0.03333
2013,4th Quintile,A Bit Too Small,0.11037,439,3085,0.09931,0.12143
2013,4th Quintile,Just Right,0.70628,2181,3085,0.69021,0.72236
2013,4th Quintile,A Bit Too Large,0.15742,421,3085,0.14456,0.17027
2013,4th Quintile,Much Too Large,0.01938,44,3085,0.01452,0.02425
2013,5th Quintile,A Bit Too Small,0.08697,318,3237,0.07726,0.09668
2013,5th Quintile,Just Right,0.66935,2227,3237,0.65314,0.68555
2013,5th Quintile,A Bit Too Large,0.19325,583,3237,0.17965,0.20686
2013,5th Quintile,Much Too Large,0.04308,109,3237,0.03608,0.05007
2014,1st Quintile,Much Too Small,0.03750,189,3434,0.03114,0.04385
2014,1st Quintile,A Bit Too Small,0.15700,690,3434,0.14483,0.16917
2014,1st Quintile,Just Right,0.72313,2365,3434,0.70816,0.73810
2014,1st Quintile,A Bit Too Large,0.07437,190,3434,0.06559,0.08315
2014,2nd Quintile,Much Too Small,0.02010,114,3280,0.01530,0.02490
2014,2nd Quintile,A Bit Too Small,0.13552,561,3280,0.12381,0.14724
2014,2nd Quintile,Just Right,0.70811,2311,3280,0.69255,0.72367
2014,2nd Quintile,A Bit Too Large,0.11712,294,3280,0.10612,0.12813
2014,3rd Quintile,Much Too Small,0.00998,55,3106,0.00648,0.01347
2014,3rd Quintile,A Bit Too Small,0.11968,476,3106,0.10826,0.13110
2014,3rd Quintile,Just Right,0.67945,2134,3106,0.66303,0.69586
2014,3rd Quintile,A Bit Too Large,0.16175,386,3106,0.14880,0.17471
2014,3rd Quintile,Much Too Large,0.02873,55,3106,0.02285,0.03461
2014,4th Quintile,Much Too Small,0.01199,37,2923,0.00804,0.01594
2014,4th Quintile,A Bit Too Small,0.11371,384,2923,0.10220,0.12522
2014,4th Quintile,Just Right,0.68255,2028,2923,0.66568,0.69943
2014,4th Quintile,A Bit Too Large,0.16679,419,2923,0.15327,0.18030
2014,4th Quintile,Much Too Large,0.02369,55,2923,0.01817,0.02920
2014,5th Quintile,A Bit Too Small,0.09345,328,2993,0.08302,0.10388
2014,5th Quintile,Just Right,0.66868,2005,2993,0.65181,0.68554
2014,5th Quintile,A Bit Too Large,0.18964,558,2993,0.17560,0.20369
2014,5th Quintile,Much Too Large,0.04137,102,2993,0.03423,0.04850
2015,1st Quintile,Much Too Small,0.03787,215,3520,0.03156,0.04418
2015,1st Quintile,A Bit Too Small,0.14614,707,3520,0.13447,0.15781
2015,1st Quintile,Just Right,0.72921,2399,3520,0.71452,0.74389
2015,1st Quintile,A Bit Too Large,0.07489,199,3520,0.06620,0.08359
2015,2nd Quintile,Much Too Small,0.01772,112,3383,0.01328,0.02217
2015,2nd Quintile,A Bit Too Small,0.12150,566,3383,0.11049,0.13252
2015,2nd Quintile,Just Right,0.71263,2372,3383,0.69737,0.72788
2015,2nd Quintile,A Bit Too Large,0.12942,295,3383,0.11810,0.14073
2015,2nd Quintile,Much Too Large,0.01873,38,3383,0.01416,0.02330
2015,3rd Quintile,Much Too Small,0.01283,58,3015,0.00881,0.01684
2015,3rd Quintile,A Bit Too Small,0.10240,436,3015,0.09158,0.11323
2015,3rd Quintile,Just Right,0.71765,2138,3015,0.70158,0.73372
2015,3rd Quintile,A Bit Too Large,0.14065,339,3015,0.12824,0.15307
2015,3rd Quintile,Much Too Large,0.02383,44,3015,0.01839,0.02928
2015,4th Quintile,Much Too Small,0.01130,33,2824,0.00740,0.01520
2015,4th Quintile,A Bit Too Small,0.11107,364,2824,0.09948,0.12266
2015,4th Quintile,Just Right,0.68492,1989,2824,0.66778,0.70205
2015,4th Quintile,A Bit Too Large,0.16881,391,2824,0.15499,0.18263
2015,4th Quintile,Much Too Large,0.02021,47,2824,0.01502,0.02540
2015,5th Quintile,A Bit Too Small,0.09166,288,2953,0.08125,0.10207
2015,5th Quintile,Just Right,0.66828,2023,2953,0.65129,0.68526
2015,5th Quintile,A Bit Too Large,0.18921,541,2953,0.17508,0.20334
2015,5th Quintile,Much Too Large,0.04346,101,2953,0.03610,0.05082
2016,1st Quintile,Much Too Small,0.03517,511,5171,0.03015,0.04019
2016,1st Quintile,A Bit Too Small,0.15879,1108,5171,0.14883,0.16875
2016,1st Quintile,Just Right,0.72119,3354,5171,0.70897,0.73341
2016,1st Quintile,A Bit Too Large,0.07228,198,5171,0.06522,0.07934
2016,2nd Quintile,Much Too Small,0.01503,86,3008,0.01068,0.01937
2016,2nd Quintile,A Bit Too Small,0.10649,459,3008,0.09547,0.11752
2016,2nd Quintile,Just Right,0.74560,2202,3008,0.73004,0.76117
2016,2nd Quintile,A Bit Too Large,0.11664,261,3008,0.10517,0.12811
2016,3rd Quintile,Much Too Small,0.00878,41,2739,0.00528,0.01227
2016,3rd Quintile,A Bit Too Small,0.11364,373,2739,0.10175,0.12553
2016,3rd Quintile,Just Right,0.70510,1984,2739,0.68802,0.72218
2016,3rd Quintile,A Bit Too Large,0.13750,291,2739,0.12460,0.15039
2016,3rd Quintile,Much Too Large,0.03104,50,2739,0.02454,0.03753
2016,4th Quintile,A Bit Too Small,0.11842,336,2630,0.10607,0.13077
2016,4th Quintile,Just Right,0.68346,1869,2630,0.66568,0.70124
2016,4th Quintile,A Bit Too Large,0.16748,382,2630,0.15320,0.18175
2016,4th Quintile,Much Too Large,0.01924,43,2630,0.01399,0.02449
2016,5th Quintile,A Bit Too Small,0.09335,278,2732,0.08244,0.10426
2016,5th Quintile,Just Right,0.64353,1807,2732,0.62556,0.66149
2016,5th Quintile,A Bit Too Large,0.21092,550,2732,0.19562,0.22622
2016,5th Quintile,Much Too Large,0.04331,97,2732,0.03568,0.05095
2017,1st Quintile,Much Too Small,0.04681,558,5618,0.04129,0.05233
2017,1st Quintile,A Bit Too Small,0.14292,1165,5618,0.13376,0.15207
2017,1st Quintile,Just Right,0.73733,3684,5618,0.72582,0.74884
2017,1st Quintile,A Bit Too Large,0.05683,211,5618,0.05078,0.06288
2017,2nd Quintile,Much Too Small,0.01565,97,3325,0.01143,0.01987
2017,2nd Quintile,A Bit Too Small,0.12175,515,3325,0.11063,0.13287
2017,2nd Quintile,Just Right,0.73059,2395,3325,0.71550,0.74567
2017,2nd Quintile,A Bit Too Large,0.10874,273,3325,0.09816,0.11932
2017,2nd Quintile,Much Too Large,0.01989,45,3325,0.01514,0.02464
2017,3rd Quintile,Much Too Small,0.00977,46,3104,0.00631,0.01323
2017,3rd Quintile,A Bit Too Small,0.08906,394,3104,0.07904,0.09908
2017,3rd Quintile,Just Right,0.73072,2242,3104,0.71511,0.74632
2017,3rd Quintile,A Bit Too Large,0.14149,370,3104,0.12923,0.15376
2017,3rd Quintile,Much Too Large,0.02700,52,3104,0.02130,0.03270
2017,4th Quintile,Much Too Small,0.01097,39,3036,0.00726,0.01468
2017,4th Quintile,A Bit Too Small,0.10944,361,3036,0.09833,0.12055
2017,4th Quintile,Just Right,0.69041,2137,3036,0.67396,0.70686
2017,4th Quintile,A Bit Too Large,0.15937,441,3036,0.14635,0.17239
2017,4th Quintile,Much Too Large,0.02538,58,3036,0.01978,0.03097
2017,5th Quintile,A Bit Too Small,0.08594,298,3065,0.07601,0.09586
2017,5th Quintile,Just Right,0.64878,2048,3065,0.63188,0.66569
2017,5th Quintile,A Bit Too Large,0.21684,619,3065,0.20225,0.23143
2017,5th Quintile,Much Too Large,0.03996,100,3065,0.03302,0.04689
2018,1st Quintile,Much Too Small,0.04593,481,5364,0.04033,0.05154
2018,1st Quintile,A Bit Too Small,0.15854,1146,5364,0.14877,0.16832
2018,1st Quintile,Just Right,0.72560,3470,5364,0.71366,0.73755
2018,1st Quintile,A Bit Too Large,0.06083,236,5364,0.05443,0.06723
2018,1st Quintile,Much Too Large,0.00856,31,5364,0.00610,0.01103
2018,2nd Quintile,Much Too Small,0.01287,96,3416,0.00909,0.01665
2018,2nd Quintile,A Bit Too Small,0.10836,526,3416,0.09793,0.11878
2018,2nd Quintile,Just Right,0.75343,2509,3416,0.73897,0.76788
2018,2nd Quintile,A Bit Too Large,0.10896,285,3416,0.09851,0.11942
2018,3rd Quintile,Much Too Small,0.01064,57,2991,0.00696,0.01432
2018,3rd Quintile,A Bit Too Small,0.09434,365,2991,0.08386,0.10482
2018,3rd Quintile,Just Right,0.70603,2158,2991,0.68970,0.72236
2018,3rd Quintile,A Bit Too Large,0.15688,368,2991,0.14384,0.16992
2018,3rd Quintile,Much Too Large,0.02337,43,2991,0.01795,0.02878
2018,4th Quintile,Much Too Small,0.00935,32,2896,0.00584,0.01286
2018,4th Quintile,A Bit Too Small,0.10806,341,2896,0.09675,0.11937
2018,4th Quintile,Just Right,0.68130,2019,2896,0.66433,0.69828
2018,4th Quintile,A Bit Too Large,0.17542,452,2896,0.16156,0.18927
2018,4th Quintile,Much Too Large,0.02256,52,2896,0.01715,0.02797
2018,5th Quintile,A Bit Too Small,0.08330,294,2986,0.07339,0.09322
2018,5th Quintile,Just Right,0.66584,2023,2986,0.64892,0.68276
2018,5th Quintile,A Bit Too Large,0.20869,578,2986,0.19411,0.22327
2018,5th Quintile,Much Too Large,0.03497,91,2986,0.02838,0.04156
2019,1st Quintile,Much Too Small,0.03640,452,5022,0.03122,0.04158
2019,1st Quintile,A Bit Too Small,0.14622,1032,5022,0.13644,0.15599
2019,1st Quintile,Just Right,0.74691,3328,5022,0.73488,0.75893
2019,1st Quintile,A Bit Too Large,0.06301,210,5022,0.05629,0.06973
2019,2nd Quintile,Much Too Small,0.01926,94,3131,0.01444,0.02407
2019,2nd Quintile,A Bit Too Small,0.12072,444,3131,0.10931,0.13214
2019,2nd Quintile,Just Right,0.73156,2300,3131,0.71604,0.74709
2019,2nd Quintile,A Bit Too Large,0.11666,293,3131,0.10542,0.12791
2019,3rd Quintile,Much Too Small,0.01050,37,2891,0.00679,0.01422
2019,3rd Quintile,A Bit Too Small,0.10777,378,2891,0.09646,0.11907
2019,3rd Quintile,Just Right,0.70529,2052,2891,0.68867,0.72191
2019,3rd Quintile,A Bit Too Large,0.14743,369,2891,0.13451,0.16036
2019,3rd Quintile,Much Too Large,0.02804,55,2891,0.02202,0.03406
2019,4th Quintile,A Bit Too Small,0.09562,301,2901,0.08492,0.10632
2019,4th Quintile,Just Right,0.69069,2081,2901,0.67387,0.70751
2019,4th Quintile,A Bit Too Large,0.17936,456,2901,0.16539,0.19332
2019,4th Quintile,Much Too Large,0.02550,63,2901,0.01976,0.03123
2019,5th Quintile,A Bit Too Small,0.07601,342,4329,0.06811,0.08390
2019,5th Quintile,Just Right,0.67245,2941,4329,0.65847,0.68643
2019,5th Quintile,A Bit Too Large,0.20542,873,4329,0.19338,0.21746
2019,5th Quintile,Much Too Large,0.04344,173,4329,0.03737,0.04951
2020,1st Quintile,Much Too Small,0.03003,587,6049,0.02573,0.03433
2020,1st Quintile,A Bit Too Small,0.16029,1280,6049,0.15104,0.16953
2020,1st Quintile,Just Right,0.72379,3941,6049,0.71252,0.73506
2020,1st Quintile,A Bit Too Large,0.07213,241,6049,0.06561,0.07865
2020,2nd Quintile,Much Too Small,0.01556,100,3491,0.01145,0.01966
2020,2nd Quintile,A Bit Too Small,0.11945,533,3491,0.10869,0.13021
2020,2nd Quintile,Just Right,0.73012,2527,3491,0.71539,0.74485
2020,2nd Quintile,A Bit Too Large,0.10997,293,3491,0.09959,0.12035
2020,2nd Quintile,Much Too Large,0.01828,38,3491,0.01384,0.02273
2020,3rd Quintile,A Bit Too Small,0.11221,388,2859,0.10064,0.12378
2020,3rd Quintile,Just Right,0.70665,2095,2859,0.68995,0.72334
2020,3rd Quintile,A Bit Too Large,0.14263,333,2859,0.12981,0.15545
2020,3rd Quintile,Much Too Large,0.02612,43,2859,0.02027,0.03197
2020,4th Quintile,Much Too Small,0.00854,32,2866,0.00517,0.01191
2020,4th Quintile,A Bit Too Small,0.10128,328,2866,0.09023,0.11233
2020,4th Quintile,Just Right,0.68870,1994,2866,0.67174,0.70565
2020,4th Quintile,A Bit Too Large,0.16440,438,2866,0.15083,0.17798
2020,4th Quintile,Much Too Large,0.03198,74,2866,0.02554,0.03843
2020,5th Quintile,A Bit Too Small,0.08653,326,3718,0.07749,0.09557
2020,5th Quintile,Just Right,0.64804,2475,3718,0.63269,0.66339
2020,5th Quintile,A Bit Too Large,0.21336,773,3718,0.20018,0.22653
2020,5th Quintile,Much Too Large,0.04429,144,3718,0.03768,0.05091
2021,1st Quintile,Much Too Small,0.02800,270,3214,0.02230,0.03371
2021,1st Quintile,A Bit Too Small,0.15184,671,3214,0.13943,0.16425
2021,1st Quintile,Just Right,0.72481,2107,3214,0.70937,0.74025
2021,1st Quintile,A Bit Too Large,0.08214,166,3214,0.07264,0.09163
2021,2nd Quintile,Much Too Small,0.01694,82,2342,0.01171,0.02216
2021,2nd Quintile,A Bit Too Small,0.10971,370,2342,0.09705,0.12237
2021,2nd Quintile,Just Right,0.71165,1649,2342,0.69329,0.73000
2021,2nd Quintile,A Bit Too Large,0.13335,241,2342,0.11958,0.14712
2021,3rd Quintile,Much Too Small,0.01110,33,2074,0.00659,0.01561
2021,3rd Quintile,A Bit Too Small,0.10291,261,2074,0.08983,0.11599
2021,3rd Quintile,Just Right,0.72084,1482,2074,0.70153,0.74015
