year,sampreg,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,East,female,In the next 2 to 5 years,0.21754,122,468,0.18012,0.25496
2002,West,male,As soon as possible,0.46035,311,797,0.42572,0.49497
2002,West,male,Next year,0.21064,163,797,0.18231,0.23896
2002,West,male,In the next 2 to 5 years,0.22982,215,797,0.20059,0.25905
2002,West,male,"In the distant future, in more than five years",0.09920,108,797,0.07843,0.11997
2002,West,female,As soon as possible,0.23813,283,1441,0.21613,0.26013
2002,West,female,Next year,0.24454,344,1441,0.22234,0.26674
2002,West,female,In the next 2 to 5 years,0.37927,597,1441,0.35420,0.40433
2002,West,female,"In the distant future, in more than five years",0.13806,217,1441,0.12025,0.15588
2002,East,male,As soon as possible,0.66925,264,397,0.62291,0.71559
2002,East,male,Next year,0.14396,61,397,0.10938,0.17853
2002,East,male,In the next 2 to 5 years,0.14362,72,397,0.10908,0.17816
2002,East,female,As soon as possible,0.49457,240,499,0.45066,0.53848
2002,East,female,Next year,0.20798,105,499,0.17233,0.24362
2002,East,female,In the next 2 to 5 years,0.24167,119,499,0.20407,0.27927
2002,East,female,"In the distant future, in more than five years",0.05578,35,499,0.03563,0.07594
2003,West,male,As soon as possible,0.51913,373,831,0.48514,0.55312
2003,West,male,Next year,0.16571,149,831,0.14042,0.19101
2003,West,male,In the next 2 to 5 years,0.24240,231,831,0.21325,0.27156
2003,West,male,"In the distant future, in more than five years",0.07276,78,831,0.05509,0.09043
2003,West,female,As soon as possible,0.27519,293,1297,0.25087,0.29950
2003,West,female,Next year,0.27021,340,1297,0.24603,0.29439
2003,West,female,In the next 2 to 5 years,0.33778,481,1297,0.31203,0.36353
2003,West,female,"In the distant future, in more than five years",0.11683,183,1297,0.09934,0.13432
2003,East,male,As soon as possible,0.66966,271,413,0.62424,0.71508
2003,East,male,Next year,0.17301,74,413,0.13649,0.20954
2003,East,male,In the next 2 to 5 years,0.13311,68,413,0.10031,0.16591
2003,East,female,As soon as possible,0.52227,259,514,0.47905,0.56550
2003,East,female,Next year,0.21834,105,514,0.18259,0.25409
2003,East,female,In the next 2 to 5 years,0.21325,115,514,0.17780,0.24869
2003,East,female,"In the distant future, in more than five years",0.04614,35,514,0.02799,0.06430
2004,West,male,As soon as possible,0.50120,391,872,0.46799,0.53440
2004,West,male,Next year,0.19244,153,872,0.16625,0.21862
2004,West,male,In the next 2 to 5 years,0.23399,239,872,0.20588,0.26211
2004,West,male,"In the distant future, in more than five years",0.07237,89,872,0.05517,0.08958
2004,West,female,As soon as possible,0.31656,363,1353,0.29176,0.34135
2004,West,female,Next year,0.21430,306,1353,0.19243,0.23618
2004,West,female,In the next 2 to 5 years,0.36784,504,1353,0.34214,0.39355
2004,West,female,"In the distant future, in more than five years",0.10130,180,1353,0.08521,0.11738
2004,East,male,As soon as possible,0.69532,269,424,0.65145,0.73918
2004,East,male,Next year,0.13624,59,424,0.10355,0.16893
2004,East,male,In the next 2 to 5 years,0.12332,64,424,0.09198,0.15465
2004,East,male,"In the distant future, in more than five years",0.04513,32,424,0.02534,0.06491
2004,East,female,As soon as possible,0.49561,235,489,0.45125,0.53997
2004,East,female,Next year,0.20938,116,489,0.17328,0.24548
2004,East,female,In the next 2 to 5 years,0.24781,138,489,0.20951,0.28612
2005,West,male,As soon as possible,0.50516,359,838,0.47129,0.53903
2005,West,male,Next year,0.17234,149,838,0.14675,0.19793
2005,West,male,In the next 2 to 5 years,0.23985,231,838,0.21092,0.26878
2005,West,male,"In the distant future, in more than five years",0.08265,99,838,0.06399,0.10130
2005,West,female,As soon as possible,0.33547,375,1289,0.30969,0.36126
2005,West,female,Next year,0.21786,283,1289,0.19532,0.24040
2005,West,female,In the next 2 to 5 years,0.33852,466,1289,0.31268,0.36436
2005,West,female,"In the distant future, in more than five years",0.10815,165,1289,0.09119,0.12511
2005,East,male,As soon as possible,0.67168,251,402,0.62571,0.71764
2005,East,male,Next year,0.15749,62,402,0.12184,0.19315
2005,East,male,In the next 2 to 5 years,0.11589,57,402,0.08456,0.14722
2005,East,male,"In the distant future, in more than five years",0.05494,32,402,0.03264,0.07724
2005,East,female,As soon as possible,0.50956,248,533,0.46708,0.55204
2005,East,female,Next year,0.18764,118,533,0.15446,0.22081
2005,East,female,In the next 2 to 5 years,0.24594,128,533,0.20935,0.28254
2005,East,female,"In the distant future, in more than five years",0.05686,39,533,0.03718,0.07654
2006,West,male,As soon as possible,0.52920,381,799,0.49457,0.56383
2006,West,male,Next year,0.15776,131,799,0.13247,0.18305
2006,West,male,In the next 2 to 5 years,0.24970,212,799,0.21967,0.27973
2006,West,male,"In the distant future, in more than five years",0.06334,75,799,0.04644,0.08024
2006,West,female,As soon as possible,0.35607,416,1373,0.33073,0.38141
2006,West,female,Next year,0.22027,309,1373,0.19834,0.24220
2006,West,female,In the next 2 to 5 years,0.33464,498,1373,0.30967,0.35961
2006,West,female,"In the distant future, in more than five years",0.08902,150,1373,0.07395,0.10409
2006,East,male,As soon as possible,0.71784,254,368,0.67180,0.76389
2006,East,male,Next year,0.12453,51,368,0.09075,0.15832
2006,East,male,In the next 2 to 5 years,0.12962,63,368,0.09526,0.16399
2006,East,female,As soon as possible,0.46206,226,467,0.41679,0.50733
2006,East,female,Next year,0.26898,111,467,0.22872,0.30924
2006,East,female,In the next 2 to 5 years,0.22767,130,467,0.18960,0.26574
2007,West,male,As soon as possible,0.51086,281,640,0.47210,0.54962
2007,West,male,Next year,0.20819,125,640,0.17671,0.23967
2007,West,male,In the next 2 to 5 years,0.20842,169,640,0.17693,0.23991
2007,West,male,"In the distant future, in more than five years",0.07253,65,640,0.05242,0.09264
2007,West,female,As soon as possible,0.32975,330,1180,0.30292,0.35659
2007,West,female,Next year,0.23389,268,1180,0.20973,0.25806
2007,West,female,In the next 2 to 5 years,0.34698,459,1180,0.31981,0.37416
2007,West,female,"In the distant future, in more than five years",0.08937,123,1180,0.07308,0.10565
2007,East,male,As soon as possible,0.65712,191,311,0.60427,0.70996
2007,East,male,Next year,0.17779,54,311,0.13523,0.22035
2007,East,male,In the next 2 to 5 years,0.14335,66,311,0.10434,0.18236
2007,East,female,As soon as possible,0.54155,216,392,0.49216,0.59094
2007,East,female,Next year,0.24072,94,392,0.19835,0.28310
2007,East,female,In the next 2 to 5 years,0.19142,82,392,0.15242,0.23041
2008,West,male,As soon as possible,0.49397,242,587,0.45349,0.53445
2008,West,male,Next year,0.17252,112,587,0.14193,0.20311
2008,West,male,In the next 2 to 5 years,0.25017,161,587,0.21510,0.28524
2008,West,male,"In the distant future, in more than five years",0.08334,72,587,0.06096,0.10572
2008,West,female,As soon as possible,0.29101,251,997,0.26280,0.31922
2008,West,female,Next year,0.26275,252,997,0.23542,0.29009
2008,West,female,In the next 2 to 5 years,0.34017,376,997,0.31075,0.36959
2008,West,female,"In the distant future, in more than five years",0.10606,118,997,0.08694,0.12519
2008,East,male,As soon as possible,0.62529,169,271,0.56755,0.68302
2008,East,male,Next year,0.13361,50,271,0.09302,0.17419
2008,East,male,In the next 2 to 5 years,0.16896,52,271,0.12427,0.21366
2008,East,female,As soon as possible,0.50075,168,357,0.44881,0.55269
2008,East,female,Next year,0.24663,98,357,0.20185,0.29140
2008,East,female,In the next 2 to 5 years,0.20828,91,357,0.16610,0.25047
2009,West,male,As soon as possible,0.48766,258,590,0.44730,0.52803
2009,West,male,Next year,0.18603,124,590,0.15460,0.21746
2009,West,male,In the next 2 to 5 years,0.24401,149,590,0.20933,0.27870
2009,West,male,"In the distant future, in more than five years",0.08229,59,590,0.06010,0.10448
2009,West,female,As soon as possible,0.31998,237,876,0.28907,0.35089
2009,West,female,Next year,0.23575,211,876,0.20762,0.26388
2009,West,female,In the next 2 to 5 years,0.33673,327,876,0.30541,0.36804
2009,West,female,"In the distant future, in more than five years",0.10754,101,876,0.08701,0.12807
2009,East,male,As soon as possible,0.65166,157,261,0.59375,0.70958
2009,East,male,Next year,0.17816,50,261,0.13165,0.22467
2009,East,male,In the next 2 to 5 years,0.13609,54,261,0.09441,0.17777
2009,East,female,As soon as possible,0.47955,150,313,0.42411,0.53498
2009,East,female,Next year,0.30173,87,313,0.25080,0.35267
2009,East,female,In the next 2 to 5 years,0.20023,76,313,0.15583,0.24463
2010,West,male,As soon as possible,0.49730,439,877,0.46418,0.53041
2010,West,male,Next year,0.21636,168,877,0.18909,0.24363
2010,West,male,In the next 2 to 5 years,0.21334,196,877,0.18621,0.24047
2010,West,male,"In the distant future, in more than five years",0.07300,74,877,0.05578,0.09023
2010,West,female,As soon as possible,0.28697,466,2501,0.26923,0.30470
2010,West,female,Next year,0.28485,827,2501,0.26716,0.30254
2010,West,female,In the next 2 to 5 years,0.32641,929,2501,0.30803,0.34479
2010,West,female,"In the distant future, in more than five years",0.10177,279,2501,0.08992,0.11362
2010,East,male,As soon as possible,0.58781,183,310,0.53293,0.64270
2010,East,male,Next year,0.18619,70,310,0.14279,0.22960
2010,East,male,In the next 2 to 5 years,0.17398,57,310,0.13171,0.21625
2010,East,female,As soon as possible,0.50942,248,645,0.47081,0.54803
2010,East,female,Next year,0.25220,205,645,0.21866,0.28575
2010,East,female,In the next 2 to 5 years,0.17612,154,645,0.14670,0.20554
2010,East,female,"In the distant future, in more than five years",0.06225,38,645,0.04359,0.08091
2011,West,male,As soon as possible,0.44799,402,938,0.41615,0.47983
2011,West,male,Next year,0.20514,184,938,0.17928,0.23099
2011,West,male,In the next 2 to 5 years,0.25030,247,938,0.22256,0.27804
2011,West,male,"In the distant future, in more than five years",0.09657,105,938,0.07766,0.11548
2011,West,female,As soon as possible,0.26231,500,2321,0.24441,0.28021
2011,West,female,Next year,0.24488,657,2321,0.22738,0.26237
2011,West,female,In the next 2 to 5 years,0.38023,866,2321,0.36047,0.39998
2011,West,female,"In the distant future, in more than five years",0.11258,298,2321,0.09972,0.12545
2011,East,male,As soon as possible,0.58385,193,328,0.53043,0.63728
2011,East,male,Next year,0.19593,69,328,0.15291,0.23895
2011,East,male,In the next 2 to 5 years,0.19449,66,328,0.15159,0.23739
2011,East,female,As soon as possible,0.49086,291,638,0.45204,0.52969
2011,East,female,Next year,0.26948,205,638,0.23502,0.30394
2011,East,female,In the next 2 to 5 years,0.20688,142,638,0.17542,0.23834
2012,West,male,As soon as possible,0.43281,374,888,0.40020,0.46542
2012,West,male,Next year,0.22986,192,888,0.20218,0.25755
2012,West,male,In the next 2 to 5 years,0.24527,227,888,0.21696,0.27358
2012,West,male,"In the distant future, in more than five years",0.09205,95,888,0.07303,0.11108
2012,West,female,As soon as possible,0.25300,467,2074,0.23428,0.27171
2012,West,female,Next year,0.30265,636,2074,0.28287,0.32242
2012,West,female,In the next 2 to 5 years,0.34214,712,2074,0.32172,0.36257
2012,West,female,"In the distant future, in more than five years",0.10221,259,2074,0.08917,0.11525
2012,East,male,As soon as possible,0.65873,202,311,0.60595,0.71151
2012,East,male,Next year,0.15224,59,311,0.11225,0.19223
2012,East,male,In the next 2 to 5 years,0.13653,50,311,0.09831,0.17475
2012,East,female,As soon as possible,0.50455,261,595,0.46434,0.54476
2012,East,female,Next year,0.28836,187,595,0.25193,0.32479
2012,East,female,In the next 2 to 5 years,0.16096,112,595,0.13140,0.19051
2012,East,female,"In the distant future, in more than five years",0.04613,35,595,0.02926,0.06300
2013,West,male,As soon as possible,0.43232,560,1264,0.40500,0.45964
2013,West,male,Next year,0.22472,262,1264,0.20170,0.24774
2013,West,male,In the next 2 to 5 years,0.27223,326,1264,0.24768,0.29678
2013,West,male,"In the distant future, in more than five years",0.07074,116,1264,0.05660,0.08488
2013,West,female,As soon as possible,0.26906,633,2554,0.25186,0.28626
2013,West,female,Next year,0.31926,750,2554,0.30118,0.33734
2013,West,female,In the next 2 to 5 years,0.31501,862,2554,0.29699,0.33303
2013,West,female,"In the distant future, in more than five years",0.09667,309,2554,0.08521,0.10813
2013,East,male,As soon as possible,0.57188,172,288,0.51464,0.62913
2013,East,male,Next year,0.27625,73,288,0.22452,0.32798
2013,East,male,In the next 2 to 5 years,0.09505,43,288,0.06112,0.12898
2013,East,female,As soon as possible,0.42979,223,526,0.38744,0.47213
2013,East,female,Next year,0.32871,160,526,0.28853,0.36889
2013,East,female,In the next 2 to 5 years,0.20420,143,526,0.16971,0.23868
2014,West,male,As soon as possible,0.45038,471,1044,0.42019,0.48058
2014,West,male,Next year,0.20704,215,1044,0.18245,0.23163
2014,West,male,In the next 2 to 5 years,0.26940,264,1044,0.24248,0.29633
2014,West,male,"In the distant future, in more than five years",0.07318,94,1044,0.05737,0.08898
2014,West,female,As soon as possible,0.29466,508,2003,0.27469,0.31463
2014,West,female,Next year,0.30131,590,2003,0.28121,0.32141
2014,West,female,In the next 2 to 5 years,0.32260,679,2003,0.30212,0.34308
2014,West,female,"In the distant future, in more than five years",0.08144,226,2003,0.06946,0.09342
2014,East,male,As soon as possible,0.60891,156,257,0.54913,0.66869
2014,East,male,Next year,0.19614,55,257,0.14750,0.24478
2014,East,male,In the next 2 to 5 years,0.15089,46,257,0.10704,0.19474
2014,East,female,As soon as possible,0.39892,191,470,0.35461,0.44324
2014,East,female,Next year,0.34089,172,470,0.29799,0.38379
