year,pgisced97,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.13889,68,497,0.10845,0.16932
1985,Upper Secondary Level,Rural regions,As soon as possible,0.49960,65,65,0.37710,0.62210
1986,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.41262,56,88,0.30917,0.51607
1986,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.31474,32,88,0.21715,0.41233
1986,Primary Level,Urban regions,As soon as possible,0.46728,51,51,0.32899,0.60558
1986,Lower Secondary Level,Urban regions,As soon as possible,0.37807,129,342,0.32660,0.42953
1986,Lower Secondary Level,Urban regions,Next year,0.19751,59,342,0.15525,0.23976
1986,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.28657,105,342,0.23858,0.33456
1986,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.13786,49,342,0.10127,0.17445
1986,Lower Secondary Level,Rural regions,As soon as possible,0.41651,39,39,0.25976,0.57325
1986,Upper Secondary Level,Urban regions,As soon as possible,0.27630,150,509,0.23742,0.31519
1986,Upper Secondary Level,Urban regions,Next year,0.18808,90,509,0.15410,0.22206
1986,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34119,170,509,0.29996,0.38242
1986,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.19443,99,509,0.16001,0.22884
1986,Upper Secondary Level,Rural regions,As soon as possible,0.40360,52,52,0.26894,0.53825
1987,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.45378,54,85,0.34732,0.56025
1987,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.29061,31,85,0.19351,0.38771
1987,Primary Level,Urban regions,As soon as possible,0.52368,58,58,0.39402,0.65334
1987,Lower Secondary Level,Urban regions,As soon as possible,0.35988,116,348,0.30938,0.41039
1987,Lower Secondary Level,Urban regions,Next year,0.21004,85,348,0.16718,0.25290
1987,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.29005,96,348,0.24231,0.33780
1987,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.14002,51,348,0.10351,0.17653
1987,Lower Secondary Level,Rural regions,As soon as possible,0.36579,43,43,0.22012,0.51146
1987,Upper Secondary Level,Urban regions,As soon as possible,0.26866,150,523,0.23064,0.30669
1987,Upper Secondary Level,Urban regions,Next year,0.22608,111,523,0.19020,0.26196
1987,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34516,180,523,0.30438,0.38595
1987,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.16010,82,523,0.12864,0.19155
1987,Upper Secondary Level,Rural regions,As soon as possible,0.40812,51,86,0.30363,0.51260
1987,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.27658,35,86,0.18148,0.37167
1988,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.46494,45,76,0.35206,0.57783
1988,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.25729,31,76,0.15835,0.35622
1988,Primary Level,Urban regions,As soon as possible,0.43746,43,43,0.28743,0.58749
1988,Lower Secondary Level,Urban regions,As soon as possible,0.33184,122,350,0.28244,0.38124
1988,Lower Secondary Level,Urban regions,Next year,0.21253,79,350,0.16961,0.25545
1988,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.29634,103,350,0.24843,0.34425
1988,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.15929,46,350,0.12090,0.19769
1988,Lower Secondary Level,Rural regions,As soon as possible,0.37279,36,36,0.21259,0.53299
1988,Upper Secondary Level,Urban regions,As soon as possible,0.26100,137,509,0.22281,0.29919
1988,Upper Secondary Level,Urban regions,Next year,0.23558,107,509,0.19868,0.27248
1988,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.38001,199,509,0.33780,0.42222
1988,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.12341,66,509,0.09481,0.15201
1988,Upper Secondary Level,Rural regions,As soon as possible,0.34541,48,119,0.25961,0.43120
1988,Upper Secondary Level,Rural regions,Next year,0.26429,36,119,0.18473,0.34385
1988,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.24758,35,119,0.16970,0.32546
1989,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.48785,52,52,0.35066,0.62503
1989,Primary Level,Urban regions,As soon as possible,0.50128,41,41,0.34633,0.65623
1989,Lower Secondary Level,Urban regions,As soon as possible,0.27798,86,275,0.22493,0.33102
1989,Lower Secondary Level,Urban regions,Next year,0.20337,55,275,0.15571,0.25103
1989,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.36732,97,275,0.31024,0.42441
1989,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.15133,37,275,0.10890,0.19376
1989,Lower Secondary Level,Rural regions,As soon as possible,0.40079,35,35,0.23606,0.56552
1989,Upper Secondary Level,Urban regions,As soon as possible,0.23004,108,452,0.19120,0.26888
1989,Upper Secondary Level,Urban regions,Next year,0.19574,85,452,0.15912,0.23236
1989,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.41174,185,452,0.36632,0.45716
1989,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.16248,74,452,0.12844,0.19653
1989,Upper Secondary Level,Rural regions,As soon as possible,0.37084,37,73,0.25926,0.48241
1989,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.30191,36,73,0.19587,0.40795
1990,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.32794,36,74,0.22024,0.43563
1990,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.42117,38,74,0.30791,0.53444
1990,Lower Secondary Level,Urban regions,As soon as possible,0.25662,70,274,0.20481,0.30843
1990,Lower Secondary Level,Urban regions,Next year,0.26793,69,274,0.21539,0.32046
1990,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.30960,91,274,0.25476,0.36445
1990,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.16585,44,274,0.12173,0.20997
1990,Lower Secondary Level,Rural regions,As soon as possible,0.37135,31,31,0.19845,0.54425
1990,Upper Secondary Level,Urban regions,As soon as possible,0.20987,111,471,0.17305,0.24668
1990,Upper Secondary Level,Urban regions,Next year,0.23972,112,471,0.20112,0.27832
1990,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.39178,177,471,0.34765,0.43592
1990,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.15863,71,471,0.12560,0.19166
1990,Upper Secondary Level,Rural regions,As soon as possible,0.32534,66,186,0.25783,0.39285
1990,Upper Secondary Level,Rural regions,Next year,0.23871,59,186,0.17728,0.30014
1990,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.31334,61,186,0.24649,0.38018
1991,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.41943,36,69,0.30214,0.53672
1991,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.38996,33,69,0.27403,0.50589
1991,Primary Level,Urban regions,As soon as possible,0.44128,34,34,0.27186,0.61069
1991,Lower Secondary Level,Urban regions,As soon as possible,0.31102,76,257,0.25432,0.36773
1991,Lower Secondary Level,Urban regions,Next year,0.22468,63,257,0.17355,0.27581
1991,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.31636,77,257,0.25939,0.37333
1991,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.14794,41,257,0.10444,0.19143
1991,Lower Secondary Level,Rural regions,As soon as possible,0.36961,42,42,0.22185,0.51736
1991,Upper Secondary Level,Urban regions,As soon as possible,0.25323,135,473,0.21400,0.29246
1991,Upper Secondary Level,Urban regions,Next year,0.23738,103,473,0.19899,0.27576
1991,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.38587,182,473,0.34195,0.42979
1991,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.12352,53,473,0.09384,0.15321
1991,Upper Secondary Level,Rural regions,As soon as possible,0.36814,146,307,0.31410,0.42218
1991,Upper Secondary Level,Rural regions,Next year,0.24119,76,307,0.19325,0.28912
1991,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.30272,85,307,0.25125,0.35420
1992,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.40995,43,43,0.26120,0.55869
1992,Primary Level,Urban regions,As soon as possible,0.49225,46,46,0.34617,0.63832
1992,Lower Secondary Level,Urban regions,As soon as possible,0.27445,76,267,0.22082,0.32808
1992,Lower Secondary Level,Urban regions,Next year,0.25842,59,267,0.20581,0.31103
1992,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.33172,95,267,0.27514,0.38830
1992,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.13541,37,267,0.09429,0.17653
1992,Lower Secondary Level,Rural regions,As soon as possible,0.41618,48,90,0.31377,0.51859
1992,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.33397,42,90,0.23599,0.43196
1992,Upper Secondary Level,Urban regions,As soon as possible,0.29739,167,518,0.25799,0.33680
1992,Upper Secondary Level,Urban regions,Next year,0.21755,106,518,0.18198,0.25311
1992,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.38928,195,518,0.34725,0.43131
1992,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.09578,50,518,0.07041,0.12115
1992,Upper Secondary Level,Rural regions,As soon as possible,0.46748,193,370,0.41658,0.51839
1992,Upper Secondary Level,Rural regions,Next year,0.27598,104,370,0.23037,0.32159
1992,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.19426,73,370,0.15389,0.23463
1992,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.40592,48,80,0.29763,0.51421
1992,Second Stage of Tertiary Education,Urban regions,Next year,0.35941,32,80,0.25360,0.46522
1993,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.34268,33,75,0.23454,0.45081
1993,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.41179,42,75,0.29965,0.52392
1993,Lower Secondary Level,Urban regions,As soon as possible,0.27948,78,256,0.22440,0.33456
1993,Lower Secondary Level,Urban regions,Next year,0.20444,47,256,0.15494,0.25395
1993,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.34868,91,256,0.29019,0.40717
1993,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.16740,40,256,0.12158,0.21322
1993,Lower Secondary Level,Rural regions,As soon as possible,0.39748,48,81,0.29024,0.50472
1993,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.26779,33,81,0.17076,0.36483
1993,Upper Secondary Level,Urban regions,As soon as possible,0.32171,189,569,0.28329,0.36013
1993,Upper Secondary Level,Urban regions,Next year,0.22373,127,569,0.18946,0.25801
1993,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34889,190,569,0.30969,0.38809
1993,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.10566,63,569,0.08038,0.13095
1993,Upper Secondary Level,Rural regions,As soon as possible,0.55199,234,399,0.50313,0.60085
1993,Upper Secondary Level,Rural regions,Next year,0.19814,83,399,0.15898,0.23730
1993,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.21867,82,399,0.17806,0.25928
1993,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.40893,46,46,0.26528,0.55257
1993,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.59310,36,36,0.43035,0.75586
1994,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.38877,50,97,0.29125,0.48628
1994,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.33527,47,97,0.24083,0.42970
1994,Lower Secondary Level,Urban regions,As soon as possible,0.34134,110,285,0.28619,0.39649
1994,Lower Secondary Level,Urban regions,Next year,0.22347,57,285,0.17502,0.27192
1994,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.28716,79,285,0.23454,0.33979
1994,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.14802,39,285,0.10672,0.18932
1994,Lower Secondary Level,Rural regions,As soon as possible,0.28713,34,66,0.17714,0.39712
1994,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.36713,32,66,0.24995,0.48432
1994,Upper Secondary Level,Urban regions,As soon as possible,0.31426,206,601,0.27712,0.35141
1994,Upper Secondary Level,Urban regions,Next year,0.25185,144,601,0.21711,0.28658
1994,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34052,197,601,0.30260,0.37844
1994,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.09337,54,601,0.07009,0.11665
1994,Upper Secondary Level,Rural regions,As soon as possible,0.57447,253,408,0.52643,0.62250
1994,Upper Secondary Level,Rural regions,Next year,0.17558,78,408,0.13862,0.21255
1994,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.20325,77,408,0.16415,0.24235
1994,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.56403,36,36,0.39974,0.72832
1994,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.50780,49,49,0.36637,0.64923
1995,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.42487,65,113,0.33332,0.51642
1995,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.38129,48,113,0.29134,0.47125
1995,Primary Level,Urban regions,As soon as possible,0.48245,34,34,0.31196,0.65294
1995,Lower Secondary Level,Urban regions,As soon as possible,0.31903,104,248,0.26090,0.37716
1995,Lower Secondary Level,Urban regions,Next year,0.25741,55,248,0.20289,0.31194
1995,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.33331,89,248,0.27452,0.39210
1995,Lower Secondary Level,Rural regions,As soon as possible,0.42823,45,80,0.31911,0.53735
1995,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.33385,35,80,0.22986,0.43784
1995,Upper Secondary Level,Urban regions,As soon as possible,0.30919,204,650,0.27364,0.34475
1995,Upper Secondary Level,Urban regions,Next year,0.25005,154,650,0.21674,0.28337
1995,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34588,224,650,0.30929,0.38248
1995,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.09487,68,650,0.07233,0.11742
1995,Upper Secondary Level,Rural regions,As soon as possible,0.47961,193,372,0.42878,0.53045
1995,Upper Secondary Level,Rural regions,Next year,0.19896,89,372,0.15833,0.23958
1995,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.24202,90,372,0.19843,0.28560
1995,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.45907,38,38,0.29850,0.61964
1995,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.40983,41,72,0.29543,0.52423
1995,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.34390,31,72,0.23341,0.45439
1996,Pre-primary Level,Urban regions,Next year,0.18085,31,148,0.11862,0.24307
1996,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.44151,61,148,0.36123,0.52178
1996,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.34615,56,148,0.26925,0.42306
1996,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.42523,37,37,0.26374,0.58673
1996,Lower Secondary Level,Urban regions,As soon as possible,0.31484,96,241,0.25607,0.37360
1996,Lower Secondary Level,Urban regions,Next year,0.28606,63,241,0.22889,0.34324
1996,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.31827,82,241,0.25934,0.37721
1996,Lower Secondary Level,Rural regions,As soon as possible,0.40718,44,44,0.26033,0.55403
1996,Upper Secondary Level,Urban regions,As soon as possible,0.31584,200,621,0.27925,0.35244
1996,Upper Secondary Level,Urban regions,Next year,0.22884,146,621,0.19577,0.26191
1996,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.34106,206,621,0.30375,0.37838
1996,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.11425,69,621,0.08921,0.13929
1996,Upper Secondary Level,Rural regions,As soon as possible,0.49680,224,386,0.44686,0.54675
1996,Upper Secondary Level,Rural regions,Next year,0.21751,89,386,0.17630,0.25872
1996,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.19071,73,386,0.15146,0.22995
1996,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.42857,31,31,0.25149,0.60566
1996,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.41035,45,78,0.30048,0.52022
1996,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.29449,33,78,0.19267,0.39630
1996,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.52568,34,34,0.35531,0.69605
1997,Pre-primary Level,Urban regions,Next year,0.18589,35,155,0.12445,0.24733
1997,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.43917,70,155,0.36078,0.51755
1997,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.34220,50,155,0.26726,0.41713
1997,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.45859,37,37,0.29582,0.62137
1997,Primary Level,Urban regions,As soon as possible,0.56817,35,35,0.40167,0.73467
1997,Lower Secondary Level,Urban regions,As soon as possible,0.39643,119,258,0.33662,0.45623
1997,Lower Secondary Level,Urban regions,Next year,0.25021,62,258,0.19726,0.30317
1997,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.27017,77,258,0.21588,0.32447
1997,Lower Secondary Level,Rural regions,As soon as possible,0.48944,53,88,0.38440,0.59449
1997,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.31071,35,88,0.21347,0.40796
1997,Upper Secondary Level,Urban regions,As soon as possible,0.36135,233,607,0.32310,0.39960
1997,Upper Secondary Level,Urban regions,Next year,0.22902,120,607,0.19557,0.26248
1997,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.31053,198,607,0.27369,0.34737
1997,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.09910,56,607,0.07531,0.12289
1997,Upper Secondary Level,Rural regions,As soon as possible,0.50775,223,393,0.45826,0.55724
1997,Upper Secondary Level,Rural regions,Next year,0.17613,68,393,0.13842,0.21384
1997,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.27084,102,393,0.22685,0.31484
1997,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.48404,31,31,0.30521,0.66287
1997,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.40356,36,36,0.24102,0.56610
1997,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.57120,33,33,0.39973,0.74268
1998,Pre-primary Level,Urban regions,Next year,0.24491,43,150,0.17586,0.31396
1998,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.44710,65,150,0.36727,0.52694
1998,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.28497,42,150,0.21249,0.35746
1998,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.42572,41,41,0.27249,0.57895
1998,Lower Secondary Level,Urban regions,As soon as possible,0.38187,111,285,0.32536,0.43837
1998,Lower Secondary Level,Urban regions,Next year,0.21226,56,285,0.16471,0.25982
1998,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.27170,83,285,0.21996,0.32344
1998,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.13417,35,285,0.09453,0.17381
1998,Lower Secondary Level,Rural regions,As soon as possible,0.42348,53,84,0.31718,0.52978
1998,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.31732,31,84,0.21718,0.41745
1998,Upper Secondary Level,Urban regions,As soon as possible,0.32978,212,616,0.29262,0.36694
1998,Upper Secondary Level,Urban regions,Next year,0.21349,126,616,0.18110,0.24588
1998,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.33273,198,616,0.29549,0.36998
1998,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.12400,80,616,0.09795,0.15004
1998,Upper Secondary Level,Rural regions,As soon as possible,0.52682,252,430,0.47958,0.57407
1998,Upper Secondary Level,Rural regions,Next year,0.18722,84,430,0.15031,0.22413
1998,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.22742,94,430,0.18776,0.26709
1998,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.40707,46,77,0.29661,0.51752
1998,Second Stage of Tertiary Education,Urban regions,Next year,0.29742,31,77,0.19465,0.40020
1998,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.64540,46,46,0.50562,0.78518
1999,Pre-primary Level,Urban regions,Next year,0.28968,39,149,0.21660,0.36276
1999,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.38993,66,149,0.31135,0.46851
1999,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.28133,44,149,0.20889,0.35378
1999,Lower Secondary Level,Urban regions,As soon as possible,0.41580,90,213,0.34945,0.48214
1999,Lower Secondary Level,Urban regions,Next year,0.19575,48,213,0.14233,0.24916
1999,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.29988,75,213,0.23820,0.36156
1999,Lower Secondary Level,Rural regions,As soon as possible,0.31430,35,70,0.20476,0.42384
1999,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.33699,35,70,0.22546,0.44852
1999,Upper Secondary Level,Urban regions,As soon as possible,0.34487,187,523,0.30410,0.38565
1999,Upper Secondary Level,Urban regions,Next year,0.22826,112,523,0.19226,0.26427
1999,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.33311,174,523,0.29267,0.37354
1999,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.09376,50,523,0.06875,0.11876
1999,Upper Secondary Level,Rural regions,As soon as possible,0.50318,211,381,0.45291,0.55346
1999,Upper Secondary Level,Rural regions,Next year,0.20466,84,381,0.16409,0.24522
1999,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.23730,86,381,0.19452,0.28007
1999,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.49689,31,31,0.31797,0.67581
1999,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.52404,38,38,0.36312,0.68497
2000,Pre-primary Level,Urban regions,Next year,0.22876,49,226,0.17387,0.28364
2000,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.38348,101,226,0.31994,0.44701
2000,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.32914,76,226,0.26774,0.39054
2000,Pre-primary Level,Rural regions,Next year,0.33402,39,88,0.23491,0.43313
2000,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.40028,49,88,0.29732,0.50323
2000,Lower Secondary Level,Urban regions,As soon as possible,0.34830,137,385,0.30064,0.39595
2000,Lower Secondary Level,Urban regions,Next year,0.19185,76,385,0.15246,0.23123
2000,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.33421,124,385,0.28703,0.38139
2000,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.12565,48,385,0.09249,0.15880
2000,Lower Secondary Level,Rural regions,As soon as possible,0.31019,45,131,0.23067,0.38970
2000,Lower Secondary Level,Rural regions,Next year,0.26219,40,131,0.18658,0.33779
2000,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.29454,46,131,0.21618,0.37290
2000,Upper Secondary Level,Urban regions,As soon as possible,0.32013,305,983,0.29095,0.34931
2000,Upper Secondary Level,Urban regions,Next year,0.21489,210,983,0.18920,0.24059
2000,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.35391,357,983,0.32400,0.38381
2000,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.11107,111,983,0.09142,0.13072
2000,Upper Secondary Level,Rural regions,As soon as possible,0.47684,347,719,0.44031,0.51338
2000,Upper Secondary Level,Rural regions,Next year,0.19131,135,719,0.16254,0.22008
2000,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.23630,170,719,0.20522,0.26737
2000,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.09555,67,719,0.07405,0.11705
2000,Post-secondary Non-tertiary Level,Urban regions,Next year,0.22622,34,99,0.14338,0.30905
2000,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.50002,65,99,0.40102,0.59901
2000,First Stage of Tertiary Education,Urban regions,Next year,0.26252,32,73,0.16089,0.36416
2000,First Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.40226,41,73,0.28899,0.51552
2000,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.37556,78,196,0.30759,0.44353
2000,Second Stage of Tertiary Education,Urban regions,Next year,0.28825,56,196,0.22467,0.35182
2000,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.25375,62,196,0.19267,0.31483
2000,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.41945,42,42,0.26840,0.57050
2001,Pre-primary Level,Urban regions,Next year,0.22675,56,241,0.17377,0.27973
2001,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.40083,105,241,0.33883,0.46283
2001,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.33388,80,241,0.27422,0.39355
2001,Pre-primary Level,Rural regions,Next year,0.27352,39,137,0.19860,0.34844
2001,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.44027,61,137,0.35683,0.52370
2001,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.22383,37,137,0.15378,0.29389
2001,Lower Secondary Level,Urban regions,As soon as possible,0.36786,114,323,0.31519,0.42054
2001,Lower Secondary Level,Urban regions,Next year,0.25217,72,323,0.20473,0.29960
2001,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.22998,89,323,0.18401,0.27594
2001,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.14999,48,323,0.11099,0.18899
2001,Lower Secondary Level,Rural regions,As soon as possible,0.36739,48,91,0.26779,0.46699
2001,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.31453,43,91,0.21860,0.41046
2001,Upper Secondary Level,Urban regions,As soon as possible,0.33072,257,814,0.29838,0.36306
