year,pgisced97,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,female,As soon as possible,0.01897,54,253,0.00213,0.03581
1990,Lower Secondary Level,female,Next year,0.02707,71,253,0.00704,0.04711
1990,Lower Secondary Level,female,In the next 2 to 5 years,0.03134,86,253,0.00982,0.05285
1990,Lower Secondary Level,female,"In the distant future, in more than five years",0.01469,42,253,-0.00017,0.02954
1990,Upper Secondary Level,male,As soon as possible,0.02013,84,225,0.00174,0.03852
1990,Upper Secondary Level,male,Next year,0.01740,63,225,0.00028,0.03452
1990,Upper Secondary Level,male,In the next 2 to 5 years,0.02248,78,225,0.00307,0.04190
1990,Upper Secondary Level,female,As soon as possible,0.02515,94,430,0.01034,0.03997
1990,Upper Secondary Level,female,Next year,0.02736,109,430,0.01193,0.04280
1990,Upper Secondary Level,female,In the next 2 to 5 years,0.04663,160,430,0.02668,0.06658
1990,Upper Secondary Level,female,"In the distant future, in more than five years",0.01985,67,430,0.00665,0.03304
1990,Second Stage of Tertiary Education,female,Next year,0.03211,32,32,-0.02995,0.09418
1991,Lower Secondary Level,male,As soon as possible,0.05059,51,51,-0.01016,0.11134
1991,Lower Secondary Level,female,As soon as possible,0.02611,67,245,0.00610,0.04613
1991,Lower Secondary Level,female,Next year,0.02272,64,245,0.00403,0.04142
1991,Lower Secondary Level,female,In the next 2 to 5 years,0.03146,81,245,0.00956,0.05336
1991,Lower Secondary Level,female,"In the distant future, in more than five years",0.01209,33,245,-0.00162,0.02580
1991,Upper Secondary Level,male,As soon as possible,0.03099,149,283,0.01076,0.05121
1991,Upper Secondary Level,male,Next year,0.02011,69,283,0.00372,0.03649
1991,Upper Secondary Level,male,In the next 2 to 5 years,0.01734,65,283,0.00210,0.03257
1991,Upper Secondary Level,female,As soon as possible,0.02918,135,505,0.01448,0.04387
1991,Upper Secondary Level,female,Next year,0.02840,111,505,0.01390,0.04290
1991,Upper Secondary Level,female,In the next 2 to 5 years,0.05520,203,505,0.03526,0.07514
1991,Upper Secondary Level,female,"In the distant future, in more than five years",0.01704,56,505,0.00574,0.02834
1991,Second Stage of Tertiary Education,male,As soon as possible,0.02795,31,31,-0.03103,0.08693
1991,Second Stage of Tertiary Education,female,Next year,0.04039,38,38,-0.02305,0.10383
1992,Primary Level,female,As soon as possible,0.08353,33,33,-0.01233,0.17940
1992,Lower Secondary Level,male,As soon as possible,0.04700,55,100,0.00531,0.08869
1992,Lower Secondary Level,male,In the next 2 to 5 years,0.04887,45,100,0.00640,0.09133
1992,Lower Secondary Level,female,As soon as possible,0.02887,70,254,0.00824,0.04951
1992,Lower Secondary Level,female,Next year,0.02511,58,254,0.00583,0.04439
1992,Lower Secondary Level,female,In the next 2 to 5 years,0.03024,92,254,0.00914,0.05134
1992,Lower Secondary Level,female,"In the distant future, in more than five years",0.01033,34,254,-0.00213,0.02279
1992,Upper Secondary Level,male,As soon as possible,0.03764,154,281,0.01534,0.05993
1992,Upper Secondary Level,male,Next year,0.01748,62,281,0.00213,0.03283
1992,Upper Secondary Level,male,In the next 2 to 5 years,0.01973,65,281,0.00344,0.03602
1992,Upper Secondary Level,female,As soon as possible,0.04723,214,623,0.03056,0.06390
1992,Upper Secondary Level,female,Next year,0.03847,150,623,0.02335,0.05358
1992,Upper Secondary Level,female,In the next 2 to 5 years,0.05470,207,623,0.03683,0.07257
1992,Upper Secondary Level,female,"In the distant future, in more than five years",0.01450,52,623,0.00510,0.02389
1992,Second Stage of Tertiary Education,male,As soon as possible,0.03344,38,38,-0.02449,0.09136
1992,Second Stage of Tertiary Education,female,As soon as possible,0.03902,39,86,-0.00215,0.08018
1992,Second Stage of Tertiary Education,female,Next year,0.06558,47,86,0.01295,0.11820
1993,Lower Secondary Level,male,As soon as possible,0.04362,57,99,0.00318,0.08406
1993,Lower Secondary Level,male,In the next 2 to 5 years,0.05111,42,99,0.00751,0.09472
1993,Lower Secondary Level,female,As soon as possible,0.02949,69,239,0.00800,0.05099
1993,Lower Secondary Level,female,Next year,0.02250,52,239,0.00366,0.04134
1993,Lower Secondary Level,female,In the next 2 to 5 years,0.02783,82,239,0.00693,0.04873
1993,Lower Secondary Level,female,"In the distant future, in more than five years",0.01464,36,239,-0.00062,0.02990
1993,Upper Secondary Level,male,As soon as possible,0.04600,172,315,0.02283,0.06917
1993,Upper Secondary Level,male,Next year,0.02235,82,315,0.00600,0.03870
1993,Upper Secondary Level,male,In the next 2 to 5 years,0.01453,61,315,0.00129,0.02776
1993,Upper Secondary Level,female,As soon as possible,0.05563,251,652,0.03802,0.07323
1993,Upper Secondary Level,female,Next year,0.03074,128,652,0.01748,0.04400
1993,Upper Secondary Level,female,In the next 2 to 5 years,0.06042,211,652,0.04212,0.07872
1993,Upper Secondary Level,female,"In the distant future, in more than five years",0.01632,62,652,0.00659,0.02605
1993,Second Stage of Tertiary Education,male,As soon as possible,0.03630,41,41,-0.02166,0.09426
1993,Second Stage of Tertiary Education,female,As soon as possible,0.04848,41,41,-0.01808,0.11503
1994,Pre-primary Level,female,In the next 2 to 5 years,0.34055,46,79,0.23538,0.44572
1994,Pre-primary Level,female,"In the distant future, in more than five years",0.22647,33,79,0.13358,0.31936
1994,Lower Secondary Level,male,As soon as possible,0.07849,82,82,0.01992,0.13706
1994,Lower Secondary Level,female,As soon as possible,0.02344,62,238,0.00418,0.04270
1994,Lower Secondary Level,female,Next year,0.02656,56,238,0.00609,0.04703
1994,Lower Secondary Level,female,In the next 2 to 5 years,0.03575,82,238,0.01211,0.05939
1994,Lower Secondary Level,female,"In the distant future, in more than five years",0.01675,38,238,0.00041,0.03309
1994,Upper Secondary Level,male,As soon as possible,0.04794,185,321,0.02453,0.07134
1994,Upper Secondary Level,male,Next year,0.02157,83,321,0.00565,0.03748
1994,Upper Secondary Level,male,In the next 2 to 5 years,0.01435,53,321,0.00132,0.02738
1994,Upper Secondary Level,female,As soon as possible,0.06316,274,694,0.04505,0.08127
1994,Upper Secondary Level,female,Next year,0.03820,139,694,0.02393,0.05247
1994,Upper Secondary Level,female,In the next 2 to 5 years,0.06336,221,694,0.04522,0.08150
1994,Upper Secondary Level,female,"In the distant future, in more than five years",0.01717,60,694,0.00750,0.02685
1994,Second Stage of Tertiary Education,male,As soon as possible,0.04697,43,43,-0.01702,0.11096
1994,Second Stage of Tertiary Education,female,As soon as possible,0.04536,34,34,-0.02564,0.11635
1995,Pre-primary Level,male,In the next 2 to 5 years,0.25540,38,74,0.15536,0.35544
1995,Pre-primary Level,male,"In the distant future, in more than five years",0.27914,36,74,0.17624,0.38205
1995,Pre-primary Level,female,In the next 2 to 5 years,0.36505,52,83,0.26084,0.46925
1995,Pre-primary Level,female,"In the distant future, in more than five years",0.25258,31,83,0.15853,0.34662
1995,Lower Secondary Level,male,As soon as possible,0.06835,70,70,0.00881,0.12789
1995,Lower Secondary Level,female,As soon as possible,0.03384,79,264,0.01199,0.05569
1995,Lower Secondary Level,female,Next year,0.02829,57,264,0.00825,0.04832
1995,Lower Secondary Level,female,In the next 2 to 5 years,0.04529,94,264,0.02016,0.07042
1995,Lower Secondary Level,female,"In the distant future, in more than five years",0.01320,34,264,-0.00060,0.02699
1995,Upper Secondary Level,male,As soon as possible,0.04415,182,343,0.02238,0.06592
1995,Upper Secondary Level,male,Next year,0.02474,98,343,0.00827,0.04120
1995,Upper Secondary Level,male,In the next 2 to 5 years,0.01435,63,343,0.00175,0.02696
1995,Upper Secondary Level,female,As soon as possible,0.05000,215,692,0.03375,0.06625
1995,Upper Secondary Level,female,Next year,0.03482,145,692,0.02115,0.04849
1995,Upper Secondary Level,female,In the next 2 to 5 years,0.06580,251,692,0.04731,0.08428
1995,Upper Secondary Level,female,"In the distant future, in more than five years",0.01929,81,692,0.00904,0.02955
1995,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.14284,36,36,0.02692,0.25877
1995,Second Stage of Tertiary Education,female,As soon as possible,0.03967,33,69,-0.00672,0.08606
1995,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.04627,36,69,-0.00366,0.09620
1996,Pre-primary Level,male,In the next 2 to 5 years,0.40433,51,85,0.29938,0.50928
1996,Pre-primary Level,male,"In the distant future, in more than five years",0.26374,34,85,0.16950,0.35798
1996,Pre-primary Level,female,Next year,0.20580,34,115,0.13159,0.28002
1996,Pre-primary Level,female,In the next 2 to 5 years,0.29397,47,115,0.21034,0.37760
1996,Pre-primary Level,female,"In the distant future, in more than five years",0.24172,34,115,0.16313,0.32032
1996,Lower Secondary Level,male,As soon as possible,0.07226,68,68,0.01026,0.13426
1996,Lower Secondary Level,female,As soon as possible,0.02833,72,224,0.00656,0.05011
1996,Lower Secondary Level,female,Next year,0.03516,68,224,0.01098,0.05933
1996,Lower Secondary Level,female,In the next 2 to 5 years,0.03787,84,224,0.01282,0.06293
1996,Upper Secondary Level,male,As soon as possible,0.05112,214,353,0.02811,0.07413
1996,Upper Secondary Level,male,Next year,0.01704,70,353,0.00352,0.03056
1996,Upper Secondary Level,male,In the next 2 to 5 years,0.01764,69,353,0.00389,0.03139
1996,Upper Secondary Level,female,As soon as possible,0.04876,210,672,0.03246,0.06505
1996,Upper Secondary Level,female,Next year,0.04253,165,672,0.02726,0.05780
1996,Upper Secondary Level,female,In the next 2 to 5 years,0.05883,210,672,0.04102,0.07663
1996,Upper Secondary Level,female,"In the distant future, in more than five years",0.02595,87,672,0.01392,0.03799
1996,Second Stage of Tertiary Education,male,As soon as possible,0.04218,48,48,-0.01529,0.09964
1996,Second Stage of Tertiary Education,female,As soon as possible,0.03799,31,103,0.00089,0.07509
1996,Second Stage of Tertiary Education,female,Next year,0.03822,32,103,0.00101,0.07543
1996,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.05233,40,103,0.00911,0.09555
1997,Pre-primary Level,male,In the next 2 to 5 years,0.32434,49,83,0.22302,0.42566
1997,Pre-primary Level,male,"In the distant future, in more than five years",0.27106,34,83,0.17485,0.36728
1997,Pre-primary Level,female,In the next 2 to 5 years,0.39041,58,97,0.29282,0.48799
1997,Pre-primary Level,female,"In the distant future, in more than five years",0.25768,39,97,0.17019,0.34517
1997,Lower Secondary Level,male,As soon as possible,0.08194,85,85,0.02328,0.14059
1997,Lower Secondary Level,female,As soon as possible,0.04191,87,231,0.01602,0.06781
1997,Lower Secondary Level,female,Next year,0.02599,53,231,0.00543,0.04655
1997,Lower Secondary Level,female,In the next 2 to 5 years,0.04215,91,231,0.01618,0.06811
1997,Upper Secondary Level,male,As soon as possible,0.06073,224,351,0.03571,0.08575
1997,Upper Secondary Level,male,Next year,0.01958,68,351,0.00506,0.03409
1997,Upper Secondary Level,male,In the next 2 to 5 years,0.01487,59,351,0.00219,0.02755
1997,Upper Secondary Level,female,As soon as possible,0.05374,232,656,0.03647,0.07101
1997,Upper Secondary Level,female,Next year,0.03810,120,656,0.02344,0.05276
1997,Upper Secondary Level,female,In the next 2 to 5 years,0.06757,242,656,0.04835,0.08679
1997,Upper Secondary Level,female,"In the distant future, in more than five years",0.01719,62,656,0.00724,0.02715
1997,Second Stage of Tertiary Education,male,As soon as possible,0.03410,31,31,-0.03084,0.09905
1997,Second Stage of Tertiary Education,female,As soon as possible,0.03991,38,72,-0.00562,0.08544
1997,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.05706,34,72,0.00311,0.11102
1998,Pre-primary Level,male,Next year,0.21996,40,91,0.13438,0.30554
1998,Pre-primary Level,male,In the next 2 to 5 years,0.34014,51,91,0.24226,0.43802
1998,Pre-primary Level,female,In the next 2 to 5 years,0.30026,55,55,0.17800,0.42252
1998,Lower Secondary Level,male,As soon as possible,0.07706,84,117,0.02852,0.12559
1998,Lower Secondary Level,male,In the next 2 to 5 years,0.03148,33,117,-0.00030,0.06325
1998,Lower Secondary Level,female,As soon as possible,0.03824,80,257,0.01475,0.06173
1998,Lower Secondary Level,female,Next year,0.02517,55,257,0.00598,0.04435
1998,Lower Secondary Level,female,In the next 2 to 5 years,0.03859,81,257,0.01499,0.06218
1998,Lower Secondary Level,female,"In the distant future, in more than five years",0.01967,41,257,0.00266,0.03668
1998,Upper Secondary Level,male,As soon as possible,0.05734,236,375,0.03378,0.08090
1998,Upper Secondary Level,male,Next year,0.01966,73,375,0.00559,0.03373
1998,Upper Secondary Level,male,In the next 2 to 5 years,0.01728,66,375,0.00407,0.03048
1998,Upper Secondary Level,female,As soon as possible,0.05061,228,669,0.03399,0.06724
1998,Upper Secondary Level,female,Next year,0.03461,137,669,0.02075,0.04847
1998,Upper Secondary Level,female,In the next 2 to 5 years,0.06092,226,669,0.04278,0.07906
1998,Upper Secondary Level,female,"In the distant future, in more than five years",0.01933,78,669,0.00889,0.02977
1998,Second Stage of Tertiary Education,male,As soon as possible,0.04247,51,51,-0.01343,0.09836
1998,Second Stage of Tertiary Education,female,As soon as possible,0.04371,41,82,-0.00081,0.08824
1998,Second Stage of Tertiary Education,female,Next year,0.04684,41,82,0.00083,0.09286
1999,Pre-primary Level,male,In the next 2 to 5 years,0.25381,46,46,0.12666,0.38096
1999,Pre-primary Level,female,Next year,0.24929,39,118,0.17090,0.32768
1999,Pre-primary Level,female,In the next 2 to 5 years,0.26692,46,118,0.18677,0.34708
1999,Pre-primary Level,female,"In the distant future, in more than five years",0.18029,33,118,0.11063,0.24995
1999,Lower Secondary Level,male,As soon as possible,0.07197,65,65,0.00866,0.13529
1999,Lower Secondary Level,female,As soon as possible,0.03042,60,231,0.00822,0.05261
1999,Lower Secondary Level,female,Next year,0.02243,50,231,0.00329,0.04157
1999,Lower Secondary Level,female,In the next 2 to 5 years,0.04128,89,231,0.01557,0.06699
1999,Lower Secondary Level,female,"In the distant future, in more than five years",0.01368,32,231,-0.00133,0.02869
1999,Upper Secondary Level,male,As soon as possible,0.04790,200,323,0.02458,0.07123
1999,Upper Secondary Level,male,Next year,0.01761,68,323,0.00324,0.03198
1999,Upper Secondary Level,male,In the next 2 to 5 years,0.01526,55,323,0.00187,0.02865
1999,Upper Secondary Level,female,As soon as possible,0.04610,198,587,0.02912,0.06308
1999,Upper Secondary Level,female,Next year,0.03344,128,587,0.01888,0.04800
1999,Upper Secondary Level,female,In the next 2 to 5 years,0.05405,205,587,0.03574,0.07235
1999,Upper Secondary Level,female,"In the distant future, in more than five years",0.01196,56,587,0.00316,0.02076
1999,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.11857,31,31,0.00289,0.23426
1999,Second Stage of Tertiary Education,female,As soon as possible,0.03488,33,97,-0.00182,0.07159
1999,Second Stage of Tertiary Education,female,Next year,0.03245,32,97,-0.00300,0.06789
1999,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.03449,32,97,-0.00201,0.07100
2000,Pre-primary Level,male,Next year,0.19974,49,156,0.13680,0.26268
2000,Pre-primary Level,male,In the next 2 to 5 years,0.25824,66,156,0.18934,0.32715
2000,Pre-primary Level,male,"In the distant future, in more than five years",0.18693,41,156,0.12555,0.24830
2000,Pre-primary Level,female,Next year,0.17619,39,187,0.12143,0.23094
2000,Pre-primary Level,female,In the next 2 to 5 years,0.29945,84,187,0.23362,0.36527
2000,Pre-primary Level,female,"In the distant future, in more than five years",0.21986,64,187,0.16034,0.27938
2000,Lower Secondary Level,male,As soon as possible,0.06892,88,170,0.03073,0.10712
2000,Lower Secondary Level,male,Next year,0.03046,37,170,0.00455,0.05638
2000,Lower Secondary Level,male,In the next 2 to 5 years,0.04040,45,170,0.01071,0.07008
2000,Lower Secondary Level,female,As soon as possible,0.03262,94,349,0.01396,0.05129
2000,Lower Secondary Level,female,Next year,0.02559,79,349,0.00900,0.04218
2000,Lower Secondary Level,female,In the next 2 to 5 years,0.04225,125,349,0.02112,0.06339
2000,Lower Secondary Level,female,"In the distant future, in more than five years",0.01817,51,349,0.00414,0.03220
2000,Upper Secondary Level,male,As soon as possible,0.04669,328,612,0.02996,0.06342
2000,Upper Secondary Level,male,Next year,0.01808,127,612,0.00751,0.02864
2000,Upper Secondary Level,male,In the next 2 to 5 years,0.01504,115,612,0.00539,0.02469
2000,Upper Secondary Level,male,"In the distant future, in more than five years",0.00648,42,612,0.00012,0.01284
2000,Upper Secondary Level,female,As soon as possible,0.03936,324,1090,0.02781,0.05091
2000,Upper Secondary Level,female,Next year,0.02805,218,1090,0.01825,0.03786
2000,Upper Secondary Level,female,In the next 2 to 5 years,0.05366,412,1090,0.04028,0.06704
2000,Upper Secondary Level,female,"In the distant future, in more than five years",0.01700,136,1090,0.00933,0.02468
2000,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.09751,62,62,0.02306,0.17195
2000,First Stage of Tertiary Education,male,As soon as possible,0.02426,32,32,-0.02990,0.07843
2000,First Stage of Tertiary Education,female,Next year,0.04469,45,99,0.00378,0.08560
2000,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.05808,54,99,0.01177,0.10439
2000,Second Stage of Tertiary Education,male,As soon as possible,0.02591,60,60,-0.01463,0.06644
2000,Second Stage of Tertiary Education,female,As soon as possible,0.03219,60,185,0.00669,0.05770
2000,Second Stage of Tertiary Education,female,Next year,0.03627,57,185,0.00926,0.06329
2000,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.03591,68,185,0.00903,0.06280
2001,Pre-primary Level,male,Next year,0.19312,50,178,0.13497,0.25128
2001,Pre-primary Level,male,In the next 2 to 5 years,0.27284,73,178,0.20722,0.33846
2001,Pre-primary Level,male,"In the distant future, in more than five years",0.22323,55,178,0.16188,0.28458
2001,Pre-primary Level,female,Next year,0.14858,45,200,0.09916,0.19800
2001,Pre-primary Level,female,In the next 2 to 5 years,0.31855,93,200,0.25381,0.38328
2001,Pre-primary Level,female,"In the distant future, in more than five years",0.19807,62,200,0.14269,0.25344
2001,Lower Secondary Level,male,As soon as possible,0.07920,81,113,0.02918,0.12921
2001,Lower Secondary Level,male,In the next 2 to 5 years,0.02711,32,113,-0.00297,0.05718
2001,Lower Secondary Level,female,As soon as possible,0.03154,81,300,0.01173,0.05135
2001,Lower Secondary Level,female,Next year,0.03052,71,300,0.01103,0.05002
2001,Lower Secondary Level,female,In the next 2 to 5 years,0.03331,100,300,0.01297,0.05365
2001,Lower Secondary Level,female,"In the distant future, in more than five years",0.01976,48,300,0.00398,0.03553
2001,Upper Secondary Level,male,As soon as possible,0.05318,321,518,0.03384,0.07252
2001,Upper Secondary Level,male,Next year,0.01741,105,518,0.00613,0.02868
2001,Upper Secondary Level,male,In the next 2 to 5 years,0.01324,92,518,0.00339,0.02310
2001,Upper Secondary Level,female,As soon as possible,0.03507,262,898,0.02303,0.04711
2001,Upper Secondary Level,female,Next year,0.02833,179,898,0.01747,0.03919
2001,Upper Secondary Level,female,In the next 2 to 5 years,0.05091,353,898,0.03652,0.06529
2001,Upper Secondary Level,female,"In the distant future, in more than five years",0.01465,104,898,0.00678,0.02251
2001,Post-secondary Non-tertiary Level,female,Next year,0.04611,31,88,0.00204,0.09018
2001,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.09510,57,88,0.03345,0.15674
2001,First Stage of Tertiary Education,female,Next year,0.04015,35,75,-0.00458,0.08489
2001,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.03828,40,75,-0.00544,0.08199
2001,Second Stage of Tertiary Education,male,As soon as possible,0.02343,49,49,-0.01936,0.06622
2001,Second Stage of Tertiary Education,female,As soon as possible,0.03405,57,181,0.00756,0.06055
2001,Second Stage of Tertiary Education,female,Next year,0.03648,56,181,0.00909,0.06387
