,Unnamed: 0,year,migback,sex,plb0418,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
30,30,1986,No migration background,male,"In the distant future, in more than five years",0.14873,60,1448,0.13727,0.16077
31,31,1986,No migration background,female,As soon as possible,0.28518,156,1448,0.26839,0.30321
32,32,1986,No migration background,female,Next year,0.17063,109,1448,0.15956,0.18203
33,33,1986,No migration background,female,In the next 2 to 5 years,0.30921,207,1448,0.29654,0.32073
34,34,1986,No migration background,female,"In the distant future, in more than five years",0.23498,155,1448,0.22872,0.24325
35,35,1986,Direct migration background,male,As soon as possible,0.72116,113,1448,0.58776,0.887
36,36,1986,Direct migration background,male,In the next 2 to 5 years,0.27884,39,1448,0.19875,0.37019
37,37,1986,Direct migration background,female,As soon as possible,0.38159,106,1448,0.30846,0.46791
38,38,1986,Direct migration background,female,Next year,0.19452,54,1448,0.14518,0.25745
39,39,1986,Direct migration background,female,In the next 2 to 5 years,0.25092,78,1448,0.20512,0.31219
40,40,1986,Direct migration background,female,"In the distant future, in more than five years",0.17298,33,1448,0.12073,0.23959
41,41,1987,No migration background,male,As soon as possible,0.36404,128,1468,0.34525,0.38428
42,42,1987,No migration background,male,Next year,0.20302,84,1468,0.18175,0.22361
43,43,1987,No migration background,male,In the next 2 to 5 years,0.32536,130,1468,0.30229,0.34855
44,44,1987,No migration background,male,"In the distant future, in more than five years",0.10758,46,1468,0.09592,0.11916
45,45,1987,No migration background,female,As soon as possible,0.22629,137,1468,0.21185,0.23722
46,46,1987,No migration background,female,Next year,0.23328,154,1468,0.21951,0.24858
47,47,1987,No migration background,female,In the next 2 to 5 years,0.33037,226,1468,0.31577,0.34372
48,48,1987,No migration background,female,"In the distant future, in more than five years",0.21006,139,1468,0.19987,0.22344
49,49,1987,Direct migration background,male,As soon as possible,0.68086,111,1468,0.56373,0.80696
50,50,1987,Direct migration background,male,In the next 2 to 5 years,0.31914,31,1468,0.20378,0.47251
51,51,1987,Direct migration background,female,As soon as possible,0.46365,112,1468,0.39362,0.55985
52,52,1987,Direct migration background,female,Next year,0.22105,67,1468,0.16099,0.2813
53,53,1987,Direct migration background,female,In the next 2 to 5 years,0.20056,65,1468,0.15195,0.25223
54,54,1987,Direct migration background,female,"In the distant future, in more than five years",0.11473,38,1468,0.08131,0.15578
55,55,1988,No migration background,male,As soon as possible,0.31403,111,1364,0.29232,0.3329
56,56,1988,No migration background,male,Next year,0.2643,92,1364,0.24175,0.28747
57,57,1988,No migration background,male,In the next 2 to 5 years,0.31093,130,1364,0.29011,0.33396
58,58,1988,No migration background,male,"In the distant future, in more than five years",0.11075,47,1364,0.09774,0.12334
59,59,1988,No migration background,female,As soon as possible,0.20912,113,1364,0.1923,0.22565
60,60,1988,No migration background,female,Next year,0.2384,149,1364,0.2217,0.25639
61,61,1988,No migration background,female,In the next 2 to 5 years,0.37382,233,1364,0.35267,0.39676
62,62,1988,No migration background,female,"In the distant future, in more than five years",0.17866,116,1364,0.16621,0.19039
63,63,1988,Direct migration background,male,As soon as possible,1.0,104,1364,0.83547,1.18468
64,64,1988,Direct migration background,female,As soon as possible,0.35364,98,1364,0.28619,0.45761
65,65,1988,Direct migration background,female,Next year,0.19204,59,1364,0.14856,0.25023
66,66,1988,Direct migration background,female,In the next 2 to 5 years,0.26356,75,1364,0.20368,0.32907
67,67,1988,Direct migration background,female,"In the distant future, in more than five years",0.19076,37,1364,0.1397,0.23866
68,68,1989,No migration background,male,As soon as possible,0.28474,89,1182,0.25512,0.31842
69,69,1989,No migration background,male,Next year,0.21265,74,1182,0.1898,0.23951
70,70,1989,No migration background,male,In the next 2 to 5 years,0.3593,122,1182,0.33407,0.38812
71,71,1989,No migration background,male,"In the distant future, in more than five years",0.14332,47,1182,0.1297,0.15691
72,72,1989,No migration background,female,As soon as possible,0.19967,97,1182,0.18229,0.21922
73,73,1989,No migration background,female,Next year,0.20549,111,1182,0.18902,0.22065
74,74,1989,No migration background,female,In the next 2 to 5 years,0.39471,211,1182,0.37177,0.42146
75,75,1989,No migration background,female,"In the distant future, in more than five years",0.20013,107,1182,0.18727,0.2142
76,76,1989,Direct migration background,male,As soon as possible,1.0,81,1182,0.79104,1.23896
77,77,1989,Direct migration background,female,As soon as possible,0.28823,78,1182,0.23957,0.35702
78,78,1989,Direct migration background,female,Next year,0.15083,42,1182,0.1107,0.19362
79,79,1989,Direct migration background,female,In the next 2 to 5 years,0.38049,88,1182,0.30648,0.49165
80,80,1989,Direct migration background,female,"In the distant future, in more than five years",0.18045,35,1182,0.12125,0.24272
81,81,1990,No migration background,male,As soon as possible,0.27233,108,1386,0.23889,0.30597
82,82,1990,No migration background,male,Next year,0.24615,106,1386,0.22702,0.27609
83,83,1990,No migration background,male,In the next 2 to 5 years,0.31893,122,1386,0.29349,0.34405
84,84,1990,No migration background,male,"In the distant future, in more than five years",0.16259,61,1386,0.14569,0.1795
85,85,1990,No migration background,female,As soon as possible,0.19409,140,1386,0.17479,0.21748
86,86,1990,No migration background,female,Next year,0.24704,196,1386,0.22699,0.2745
87,87,1990,No migration background,female,In the next 2 to 5 years,0.36808,248,1386,0.34272,0.39098
88,88,1990,No migration background,female,"In the distant future, in more than five years",0.1908,117,1386,0.17509,0.20917
89,89,1990,Direct migration background,male,As soon as possible,1.0,74,1386,0.8326,1.2456
90,90,1990,Direct migration background,female,As soon as possible,0.27724,63,1386,0.2219,0.3385
91,91,1990,Direct migration background,female,Next year,0.19263,45,1386,0.1402,0.24838
92,92,1990,Direct migration background,female,In the next 2 to 5 years,0.35611,72,1386,0.28652,0.44311
93,93,1990,Direct migration background,female,"In the distant future, in more than five years",0.17401,34,1386,0.12199,0.2408
94,94,1991,No migration background,male,As soon as possible,0.36729,186,1491,0.33068,0.40473
95,95,1991,No migration background,male,Next year,0.23404,99,1491,0.20968,0.26789
96,96,1991,No migration background,male,In the next 2 to 5 years,0.2758,116,1491,0.25679,0.29783
97,97,1991,No migration background,male,"In the distant future, in more than five years",0.12286,50,1491,0.10707,0.14201
98,98,1991,No migration background,female,As soon as possible,0.22279,209,1491,0.20315,0.24787
99,99,1991,No migration background,female,Next year,0.22518,193,1491,0.20978,0.24492
100,100,1991,No migration background,female,In the next 2 to 5 years,0.38688,282,1491,0.36308,0.4171
101,101,1991,No migration background,female,"In the distant future, in more than five years",0.16514,112,1491,0.15117,0.18121
102,102,1991,Direct migration background,male,As soon as possible,1.0,69,1491,0.77363,1.1917
103,103,1991,Direct migration background,female,As soon as possible,0.31549,60,1491,0.24485,0.38348
104,104,1991,Direct migration background,female,Next year,0.2852,48,1491,0.22519,0.37944
105,105,1991,Direct migration background,female,In the next 2 to 5 years,0.39931,67,1491,0.31996,0.51174
106,106,1992,No migration background,male,As soon as possible,0.38284,207,1751,0.34434,0.41615
107,107,1992,No migration background,male,Next year,0.21566,103,1751,0.19257,0.24548
108,108,1992,No migration background,male,In the next 2 to 5 years,0.29123,133,1751,0.26402,0.31715
109,109,1992,No migration background,male,"In the distant future, in more than five years",0.11027,47,1751,0.09705,0.12327
110,110,1992,No migration background,female,As soon as possible,0.27846,302,1751,0.26018,0.29524
111,111,1992,No migration background,female,Next year,0.26917,251,1751,0.24888,0.29026
112,112,1992,No migration background,female,In the next 2 to 5 years,0.32971,297,1751,0.30763,0.35307
113,113,1992,No migration background,female,"In the distant future, in more than five years",0.12267,103,1751,0.11259,0.1346
114,114,1992,Direct migration background,male,As soon as possible,1.0,73,1751,0.70152,1.36816
115,115,1992,Direct migration background,female,As soon as possible,0.29037,72,1751,0.22964,0.33803
116,116,1992,Direct migration background,female,Next year,0.19291,37,1751,0.149,0.24812
117,117,1992,Direct migration background,female,In the next 2 to 5 years,0.34657,85,1751,0.28643,0.41505
118,118,1992,Direct migration background,female,"In the distant future, in more than five years",0.17014,41,1751,0.12335,0.22129
119,119,1993,No migration background,male,As soon as possible,0.43544,219,1766,0.3899,0.47957
120,120,1993,No migration background,male,Next year,0.23531,123,1766,0.20618,0.26221
121,121,1993,No migration background,male,In the next 2 to 5 years,0.24272,113,1766,0.21791,0.27477
122,122,1993,No migration background,male,"In the distant future, in more than five years",0.08653,42,1766,0.07524,0.10177
123,123,1993,No migration background,female,As soon as possible,0.30591,336,1766,0.28503,0.32936
124,124,1993,No migration background,female,Next year,0.20173,194,1766,0.18357,0.21899
125,125,1993,No migration background,female,In the next 2 to 5 years,0.36654,306,1766,0.33717,0.39205
126,126,1993,No migration background,female,"In the distant future, in more than five years",0.12582,112,1766,0.1156,0.13662
127,127,1993,Direct migration background,male,As soon as possible,1.0,81,1766,0.83172,1.23706
128,128,1993,Direct migration background,female,As soon as possible,0.2742,56,1766,0.22088,0.32937
129,129,1993,Direct migration background,female,Next year,0.2117,42,1766,0.16272,0.27073
130,130,1993,Direct migration background,female,In the next 2 to 5 years,0.39348,70,1766,0.30716,0.47807
131,131,1993,Direct migration background,female,"In the distant future, in more than five years",0.12062,31,1766,0.09488,0.15141
132,132,1993,Indirect migration background,female,In the next 2 to 5 years,1.0,41,1766,0.71582,1.30635
133,133,1994,No migration background,male,As soon as possible,0.48041,261,1828,0.43581,0.52947
134,134,1994,No migration background,male,Next year,0.2314,118,1828,0.20962,0.26044
135,135,1994,No migration background,male,In the next 2 to 5 years,0.2113,102,1828,0.18903,0.23748
136,136,1994,No migration background,male,"In the distant future, in more than five years",0.07689,41,1828,0.06473,0.08694
137,137,1994,No migration background,female,As soon as possible,0.28999,332,1828,0.26699,0.31138
138,138,1994,No migration background,female,Next year,0.22161,210,1828,0.20045,0.24357
139,139,1994,No migration background,female,In the next 2 to 5 years,0.36684,353,1828,0.34174,0.39794
140,140,1994,No migration background,female,"In the distant future, in more than five years",0.12156,116,1828,0.10988,0.1332
141,141,1994,Direct migration background,male,As soon as possible,1.0,96,1828,0.83241,1.15819
142,142,1994,Direct migration background,female,As soon as possible,0.2861,57,1828,0.22759,0.35083
143,143,1994,Direct migration background,female,Next year,0.25097,49,1828,0.19583,0.29702
144,144,1994,Direct migration background,female,In the next 2 to 5 years,0.30207,62,1828,0.22603,0.40093
145,145,1994,Direct migration background,female,"In the distant future, in more than five years",0.16086,31,1828,0.12397,0.21505
146,146,1995,No migration background,male,As soon as possible,0.41833,214,1972,0.37254,0.45423
147,147,1995,No migration background,male,Next year,0.26675,135,1972,0.23199,0.3021
148,148,1995,No migration background,male,In the next 2 to 5 years,0.22813,109,1972,0.20293,0.25935
149,149,1995,No migration background,male,"In the distant future, in more than five years",0.08679,39,1972,0.07371,0.10068
150,150,1995,No migration background,female,As soon as possible,0.25441,275,1972,0.23197,0.28106
151,151,1995,No migration background,female,Next year,0.19806,203,1972,0.18381,0.21673
152,152,1995,No migration background,female,In the next 2 to 5 years,0.40906,371,1972,0.38095,0.44119
153,153,1995,No migration background,female,"In the distant future, in more than five years",0.13847,138,1972,0.12303,0.15316
154,154,1995,Direct migration background,male,As soon as possible,0.78454,115,1972,0.66464,0.89636
155,155,1995,Direct migration background,male,In the next 2 to 5 years,0.21546,32,1972,0.16262,0.28534
156,156,1995,Direct migration background,female,As soon as possible,0.29046,86,1972,0.23537,0.34836
157,157,1995,Direct migration background,female,Next year,0.20948,60,1972,0.16686,0.25932
158,158,1995,Direct migration background,female,In the next 2 to 5 years,0.37156,118,1972,0.31741,0.44338
159,159,1995,Direct migration background,female,"In the distant future, in more than five years",0.12851,43,1972,0.09778,0.1696
160,160,1995,Indirect migration background,female,In the next 2 to 5 years,1.0,34,1972,0.74146,1.35254
161,161,1996,No migration background,male,As soon as possible,0.45141,253,1930,0.41845,0.49367
162,162,1996,No migration background,male,Next year,0.21294,117,1930,0.19095,0.24138
163,163,1996,No migration background,male,In the next 2 to 5 years,0.2731,127,1930,0.24269,0.30732
164,164,1996,No migration background,male,"In the distant future, in more than five years",0.06255,35,1930,0.05235,0.07256
165,165,1996,No migration background,female,As soon as possible,0.23196,253,1930,0.20892,0.25937
166,166,1996,No migration background,female,Next year,0.26457,253,1930,0.24146,0.28491
167,167,1996,No migration background,female,In the next 2 to 5 years,0.35806,333,1930,0.33557,0.38579
168,168,1996,No migration background,female,"In the distant future, in more than five years",0.14541,133,1930,0.12821,0.16523
169,169,1996,Direct migration background,male,As soon as possible,1.0,115,1930,0.84413,1.1546
170,170,1996,Direct migration background,female,As soon as possible,0.31824,91,1930,0.2594,0.39118
171,171,1996,Direct migration background,female,Next year,0.19019,55,1930,0.15288,0.23105
172,172,1996,Direct migration background,female,In the next 2 to 5 years,0.35372,101,1930,0.29293,0.44966
173,173,1996,Direct migration background,female,"In the distant future, in more than five years",0.13785,32,1930,0.07813,0.21133
174,174,1996,Indirect migration background,female,Next year,1.0,32,1930,0.76085,1.3485
175,175,1997,No migration background,male,As soon as possible,0.50918,277,1918,0.46326,0.56072
176,176,1997,No migration background,male,Next year,0.22825,118,1918,0.19697,0.26347
177,177,1997,No migration background,male,In the next 2 to 5 years,0.18886,100,1918,0.16491,0.2206
178,178,1997,No migration background,male,"In the distant future, in more than five years",0.07371,37,1918,0.05637,0.09194
179,179,1997,No migration background,female,As soon as possible,0.2839,295,1918,0.25487,0.31027
180,180,1997,No migration background,female,Next year,0.20292,175,1918,0.18084,0.22403
181,181,1997,No migration background,female,In the next 2 to 5 years,0.3942,360,1918,0.36694,0.42362
182,182,1997,No migration background,female,"In the distant future, in more than five years",0.11898,125,1918,0.1014,0.13291
183,183,1997,Direct migration background,male,As soon as possible,1.0,114,1918,0.83346,1.16194
184,184,1997,Direct migration background,female,As soon as possible,0.3203,90,1918,0.27431,0.37727
185,185,1997,Direct migration background,female,Next year,0.24724,56,1918,0.2026,0.3172
186,186,1997,Direct migration background,female,In the next 2 to 5 years,0.43246,105,1918,0.35103,0.53449
187,187,1997,Indirect migration background,male,In the next 2 to 5 years,1.0,33,1918,0.65872,1.4716
188,188,1997,Indirect migration background,female,In the next 2 to 5 years,1.0,33,1918,0.77443,1.21731
189,189,1998,No migration background,male,As soon as possible,0.50801,310,2052,0.46083,0.54624
190,190,1998,No migration background,male,Next year,0.1969,116,2052,0.17139,0.22508
191,191,1998,No migration background,male,In the next 2 to 5 years,0.21172,122,2052,0.18633,0.23659
192,192,1998,No migration background,male,"In the distant future, in more than five years",0.08336,48,2052,0.07125,0.0948
193,193,1998,No migration background,female,As soon as possible,0.27823,313,2052,0.25451,0.30162
194,194,1998,No migration background,female,Next year,0.23235,243,2052,0.21081,0.25403
195,195,1998,No migration background,female,In the next 2 to 5 years,0.34648,358,2052,0.32703,0.37101
196,196,1998,No migration background,female,"In the distant future, in more than five years",0.14295,136,2052,0.12835,0.15938
197,197,1998,Direct migration background,male,As soon as possible,1.0,110,2052,0.85122,1.1722
198,198,1998,Direct migration background,female,As soon as possible,0.28547,73,2052,0.22577,0.35018
199,199,1998,Direct migration background,female,Next year,0.18496,43,2052,0.14274,0.22864
200,200,1998,Direct migration background,female,In the next 2 to 5 years,0.36105,72,2052,0.2996,0.44132
201,201,1998,Direct migration background,female,"In the distant future, in more than five years",0.16853,44,2052,0.12408,0.20959
202,202,1998,Indirect migration background,male,As soon as possible,1.0,31,2052,0.73813,1.24275
203,203,1998,Indirect migration background,female,In the next 2 to 5 years,1.0,33,2052,0.78503,1.25789
204,204,1999,No migration background,male,As soon as possible,0.48821,247,1792,0.43908,0.54208
205,205,1999,No migration background,male,Next year,0.20083,110,1792,0.17325,0.22851
206,206,1999,No migration background,male,In the next 2 to 5 years,0.20334,106,1792,0.17862,0.23229
207,207,1999,No migration background,male,"In the distant future, in more than five years",0.10761,49,1792,0.0881,0.13226
208,208,1999,No migration background,female,As soon as possible,0.26349,254,1792,0.24205,0.28999
209,209,1999,No migration background,female,Next year,0.25004,231,1792,0.22679,0.27538
210,210,1999,No migration background,female,In the next 2 to 5 years,0.37693,337,1792,0.35018,0.40821
211,211,1999,No migration background,female,"In the distant future, in more than five years",0.10954,104,1792,0.09593,0.1212
212,212,1999,Direct migration background,male,As soon as possible,1.0,74,1792,0.84567,1.20945
213,213,1999,Direct migration background,female,As soon as possible,0.26711,60,1792,0.20085,0.33865
214,214,1999,Direct migration background,female,Next year,0.17384,35,1792,0.12937,0.2251
215,215,1999,Direct migration background,female,In the next 2 to 5 years,0.4032,70,1792,0.33648,0.48623
216,216,1999,Direct migration background,female,"In the distant future, in more than five years",0.15585,37,1792,0.12535,0.19475
217,217,1999,Indirect migration background,male,As soon as possible,1.0,33,1792,0.80913,1.22007
218,218,1999,Indirect migration background,female,In the next 2 to 5 years,1.0,45,1792,0.77766,1.26011
219,219,2000,No migration background,male,As soon as possible,0.44548,393,3180,0.42461,0.47594
220,220,2000,No migration background,male,Next year,0.23325,204,3180,0.21549,0.24874
221,221,2000,No migration background,male,In the next 2 to 5 years,0.23301,203,3180,0.21257,0.24846
222,222,2000,No migration background,male,"In the distant future, in more than five years",0.08826,75,3180,0.08047,0.09933
223,223,2000,No migration background,female,As soon as possible,0.26141,436,3180,0.25002,0.27481
224,224,2000,No migration background,female,Next year,0.24422,387,3180,0.22663,0.25849
225,225,2000,No migration background,female,In the next 2 to 5 years,0.35977,593,3180,0.34304,0.37412
226,226,2000,No migration background,female,"In the distant future, in more than five years",0.1346,235,3180,0.12702,0.14315
227,227,2000,Direct migration background,male,As soon as possible,0.81608,136,3180,0.73869,0.89814
228,228,2000,Direct migration background,male,Next year,0.18392,31,3180,0.15353,0.21338
229,229,2000,Direct migration background,female,As soon as possible,0.2093,83,3180,0.19207,0.22896
230,230,2000,Direct migration background,female,Next year,0.1505,51,3180,0.12375,0.17939
231,231,2000,Direct migration background,female,In the next 2 to 5 years,0.47911,152,3180,0.41995,0.54317
232,232,2000,Direct migration background,female,"In the distant future, in more than five years",0.1611,57,3180,0.1389,0.181
233,233,2000,Indirect migration background,male,In the next 2 to 5 years,1.0,37,3180,0.78174,1.24866
234,234,2000,Indirect migration background,female,Next year,0.30739,35,3180,0.25121,0.36999
235,235,2000,Indirect migration background,female,In the next 2 to 5 years,0.69261,72,3180,0.59183,0.83163
236,236,2001,No migration background,male,As soon as possible,0.49787,396,2818,0.46734,0.53415
237,237,2001,No migration background,male,Next year,0.22325,183,2818,0.20207,0.246
238,238,2001,No migration background,male,In the next 2 to 5 years,0.19539,173,2818,0.17885,0.21056
239,239,2001,No migration background,male,"In the distant future, in more than five years",0.08348,76,2818,0.07491,0.09395
240,240,2001,No migration background,female,As soon as possible,0.24972,375,2818,0.23525,0.26654
241,241,2001,No migration background,female,Next year,0.25841,344,2818,0.24087,0.27871
242,242,2001,No migration background,female,In the next 2 to 5 years,0.3777,548,2818,0.35855,0.39938
243,243,2001,No migration background,female,"In the distant future, in more than five years",0.11417,177,2818,0.10493,0.12661
244,244,2001,Direct migration background,male,As soon as possible,1.0,96,2818,0.86982,1.1531
245,245,2001,Direct migration background,female,As soon as possible,0.24764,70,2818,0.21369,0.28263
246,246,2001,Direct migration background,female,Next year,0.1776,47,2818,0.14404,0.21251
247,247,2001,Direct migration background,female,In the next 2 to 5 years,0.35954,104,2818,0.31873,0.40456
248,248,2001,Direct migration background,female,"In the distant future, in more than five years",0.21522,63,2818,0.19034,0.24536
249,249,2001,Indirect migration background,male,As soon as possible,0.54028,33,2818,0.41224,0.66776
250,250,2001,Indirect migration background,male,In the next 2 to 5 years,0.45972,31,2818,0.36105,0.58874
251,251,2001,Indirect migration background,female,Next year,0.37424,35,2818,0.27178,0.47363
252,252,2001,Indirect migration background,female,In the next 2 to 5 years,0.62576,67,2818,0.51865,0.73781
253,253,2002,No migration background,male,As soon as possible,0.52732,456,3003,0.49444,0.55792
254,254,2002,No migration background,male,Next year,0.18802,180,3003,0.16496,0.20852
255,255,2002,No migration background,male,In the next 2 to 5 years,0.20208,234,3003,0.18083,0.22787
256,256,2002,No migration background,male,"In the distant future, in more than five years",0.08258,115,3003,0.07088,0.09559
257,257,2002,No migration background,female,As soon as possible,0.30111,418,3003,0.27833,0.32383
258,258,2002,No migration background,female,Next year,0.25013,365,3003,0.22896,0.27027
259,259,2002,No migration background,female,In the next 2 to 5 years,0.33542,536,3003,0.31185,0.36392
260,260,2002,No migration background,female,"In the distant future, in more than five years",0.11334,194,3003,0.10125,0.12887
261,261,2002,Direct migration background,male,As soon as possible,1.0,85,3003,0.8591,1.14433
262,262,2002,Direct migration background,female,As soon as possible,0.30347,84,3003,0.25962,0.3467
263,263,2002,Direct migration background,female,Next year,0.18119,50,3003,0.14289,0.22013
264,264,2002,Direct migration background,female,In the next 2 to 5 years,0.36926,109,3003,0.32091,0.42112
265,265,2002,Direct migration background,female,"In the distant future, in more than five years",0.14608,38,3003,0.11569,0.17404
266,266,2002,Indirect migration background,male,As soon as possible,1.0,34,3003,0.76807,1.31694
267,267,2002,Indirect migration background,female,Next year,0.32767,34,3003,0.23334,0.4213
268,268,2002,Indirect migration background,female,In the next 2 to 5 years,0.67233,71,3003,0.53228,0.85003
269,269,2003,No migration background,male,As soon as possible,0.56477,497,2940,0.53233,0.59478
270,270,2003,No migration background,male,Next year,0.17308,180,2940,0.14848,0.19322
271,271,2003,No migration background,male,In the next 2 to 5 years,0.20208,242,2940,0.178,0.2242
272,272,2003,No migration background,male,"In the distant future, in more than five years",0.06007,78,2940,0.04622,0.07841
273,273,2003,No migration background,female,As soon as possible,0.34653,459,2940,0.32529,0.3682
274,274,2003,No migration background,female,Next year,0.25762,346,2940,0.23807,0.27965
275,275,2003,No migration background,female,In the next 2 to 5 years,0.30372,469,2940,0.2812,0.3237
276,276,2003,No migration background,female,"In the distant future, in more than five years",0.09212,163,2940,0.07976,0.10431
277,277,2003,Direct migration background,male,As soon as possible,0.72307,110,2940,0.63012,0.82633
278,278,2003,Direct migration background,male,In the next 2 to 5 years,0.27693,32,2940,0.22024,0.33765
279,279,2003,Direct migration background,female,As soon as possible,0.27657,68,2940,0.23739,0.3225
280,280,2003,Direct migration background,female,Next year,0.27217,61,2940,0.22269,0.3197
281,281,2003,Direct migration background,female,In the next 2 to 5 years,0.32413,76,2940,0.27685,0.3714
282,282,2003,Direct migration background,female,"In the distant future, in more than five years",0.12714,33,2940,0.09465,0.15612
283,283,2003,Indirect migration background,male,As soon as possible,1.0,37,2940,0.78924,1.27047
284,284,2003,Indirect migration background,female,Next year,0.40043,38,2940,0.28004,0.53619
285,285,2003,Indirect migration background,female,In the next 2 to 5 years,0.59957,51,2940,0.43301,0.77685
286,286,2004,No migration background,male,As soon as possible,0.54523,497,3060,0.5081,0.58845
287,287,2004,No migration background,male,Next year,0.1814,171,3060,0.15931,0.20635
288,288,2004,No migration background,male,In the next 2 to 5 years,0.20396,240,3060,0.18284,0.22711
289,289,2004,No migration background,male,"In the distant future, in more than five years",0.06942,101,3060,0.05232,0.08424
290,290,2004,No migration background,female,As soon as possible,0.36306,472,3060,0.33905,0.39188
291,291,2004,No migration background,female,Next year,0.22072,339,3060,0.20154,0.24287
292,292,2004,No migration background,female,In the next 2 to 5 years,0.33388,486,3060,0.31033,0.35918
293,293,2004,No migration background,female,"In the distant future, in more than five years",0.08233,152,3060,0.07165,0.09157
294,294,2004,Direct migration background,male,As soon as possible,1.0,116,3060,0.85011,1.14572
295,295,2004,Direct migration background,female,As soon as possible,0.36812,93,3060,0.30143,0.41754
296,296,2004,Direct migration background,female,Next year,0.19327,50,3060,0.15527,0.23721
297,297,2004,Direct migration background,female,In the next 2 to 5 years,0.32475,86,3060,0.27119,0.38215
298,298,2004,Direct migration background,female,"In the distant future, in more than five years",0.11386,39,3060,0.0875,0.14724
299,299,2004,Indirect migration background,male,As soon as possible,0.67317,47,3060,0.51353,0.85253
300,300,2004,Indirect migration background,male,In the next 2 to 5 years,0.32683,35,3060,0.27399,0.40345
301,301,2004,Indirect migration background,female,As soon as possible,0.2827,33,3060,0.21928,0.36545
302,302,2004,Indirect migration background,female,Next year,0.20262,33,3060,0.1384,0.27295
303,303,2004,Indirect migration background,female,In the next 2 to 5 years,0.51467,70,3060,0.39343,0.69304
304,304,2005,No migration background,male,As soon as possible,0.54362,470,2936,0.51059,0.58997
305,305,2005,No migration background,male,Next year,0.18319,171,2936,0.15649,0.20475
306,306,2005,No migration background,male,In the next 2 to 5 years,0.19591,219,2936,0.17521,0.2274
307,307,2005,No migration background,male,"In the distant future, in more than five years",0.07727,109,2936,0.06536,0.09155
308,308,2005,No migration background,female,As soon as possible,0.37447,485,2936,0.34441,0.40967
309,309,2005,No migration background,female,Next year,0.20098,318,2936,0.18397,0.22378
310,310,2005,No migration background,female,In the next 2 to 5 years,0.31708,461,2936,0.29621,0.34183
311,311,2005,No migration background,female,"In the distant future, in more than five years",0.10747,168,2936,0.09243,0.12359
312,312,2005,Direct migration background,male,As soon as possible,1.0,98,2936,0.86767,1.14479
313,313,2005,Direct migration background,female,As soon as possible,0.47253,97,2936,0.39531,0.5411
314,314,2005,Direct migration background,female,Next year,0.24721,50,2936,0.20213,0.29091
315,315,2005,Direct migration background,female,In the next 2 to 5 years,0.28026,68,2936,0.23425,0.33207
316,316,2005,Indirect migration background,male,As soon as possible,0.53654,42,2936,0.41874,0.6741
