year,age_gr,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,West,As soon as possible,0.02310,83,116,-0.00436,0.05055
1990,46-65 y.,West,Next year,0.00925,33,116,-0.00825,0.02674
1991,17-29 y.,West,As soon as possible,0.03806,126,691,0.02379,0.05234
1991,17-29 y.,West,Next year,0.05421,152,691,0.03731,0.07110
1991,17-29 y.,West,In the next 2 to 5 years,0.10378,281,691,0.08103,0.12654
1991,17-29 y.,West,"In the distant future, in more than five years",0.04866,132,691,0.03261,0.06472
1991,17-29 y.,East,As soon as possible,0.09190,85,229,0.05440,0.12940
1991,17-29 y.,East,Next year,0.07473,71,229,0.04060,0.10887
1991,17-29 y.,East,In the next 2 to 5 years,0.07046,73,229,0.03724,0.10368
1991,30-45 y.,West,As soon as possible,0.02621,73,335,0.00908,0.04334
1991,30-45 y.,West,Next year,0.02485,68,335,0.00816,0.04155
1991,30-45 y.,West,In the next 2 to 5 years,0.04520,124,335,0.02292,0.06748
1991,30-45 y.,West,"In the distant future, in more than five years",0.02646,70,335,0.00925,0.04368
1991,30-45 y.,East,As soon as possible,0.07935,114,158,0.03707,0.12163
1991,30-45 y.,East,Next year,0.02737,44,158,0.00185,0.05289
1991,46-65 y.,West,As soon as possible,0.01916,69,69,-0.01342,0.05174
1991,46-65 y.,East,As soon as possible,0.05617,73,73,0.00298,0.10935
1992,17-29 y.,West,As soon as possible,0.04448,134,727,0.02949,0.05948
1992,17-29 y.,West,Next year,0.06211,156,727,0.04456,0.07967
1992,17-29 y.,West,In the next 2 to 5 years,0.11746,317,727,0.09404,0.14088
1992,17-29 y.,West,"In the distant future, in more than five years",0.04539,120,727,0.03025,0.06053
1992,17-29 y.,East,As soon as possible,0.12055,101,263,0.08112,0.15998
1992,17-29 y.,East,Next year,0.09218,79,263,0.05715,0.12721
1992,17-29 y.,East,In the next 2 to 5 years,0.07605,83,263,0.04395,0.10815
1992,30-45 y.,West,As soon as possible,0.03017,86,376,0.01285,0.04748
1992,30-45 y.,West,Next year,0.03098,79,376,0.01344,0.04851
1992,30-45 y.,West,In the next 2 to 5 years,0.04884,144,376,0.02703,0.07066
1992,30-45 y.,West,"In the distant future, in more than five years",0.02420,67,376,0.00865,0.03975
1992,30-45 y.,East,As soon as possible,0.12736,163,225,0.08370,0.17101
1992,30-45 y.,East,Next year,0.04200,62,225,0.01573,0.06827
1992,46-65 y.,West,As soon as possible,0.02034,75,75,-0.01182,0.05251
1992,46-65 y.,East,As soon as possible,0.09930,123,123,0.04623,0.15237
1993,17-29 y.,West,As soon as possible,0.05869,163,772,0.04210,0.07528
1993,17-29 y.,West,Next year,0.05922,151,772,0.04256,0.07588
1993,17-29 y.,West,In the next 2 to 5 years,0.13128,332,772,0.10745,0.15512
1993,17-29 y.,West,"In the distant future, in more than five years",0.04449,126,772,0.02994,0.05905
1993,17-29 y.,East,As soon as possible,0.11660,97,241,0.07600,0.15721
1993,17-29 y.,East,Next year,0.07254,70,241,0.03973,0.10536
1993,17-29 y.,East,In the next 2 to 5 years,0.07241,74,241,0.03962,0.10520
1993,30-45 y.,West,As soon as possible,0.03362,95,362,0.01502,0.05221
1993,30-45 y.,West,Next year,0.02311,75,362,0.00761,0.03861
1993,30-45 y.,West,In the next 2 to 5 years,0.05152,134,362,0.02872,0.07433
1993,30-45 y.,West,"In the distant future, in more than five years",0.01993,58,362,0.00551,0.03435
1993,30-45 y.,East,As soon as possible,0.12947,168,211,0.08407,0.17488
1993,30-45 y.,East,Next year,0.03203,43,211,0.00822,0.05585
1993,46-65 y.,West,As soon as possible,0.02384,69,102,-0.00591,0.05359
1993,46-65 y.,West,Next year,0.01415,33,102,-0.00888,0.03719
1993,46-65 y.,East,As soon as possible,0.10523,126,161,0.05768,0.15278
1993,46-65 y.,East,Next year,0.03089,35,161,0.00408,0.05769
1994,17-29 y.,West,As soon as possible,0.06663,189,758,0.04886,0.08439
1994,17-29 y.,West,Next year,0.07821,174,758,0.05908,0.09734
1994,17-29 y.,West,In the next 2 to 5 years,0.12818,294,758,0.10436,0.15199
1994,17-29 y.,West,"In the distant future, in more than five years",0.04043,101,758,0.02640,0.05447
1994,17-29 y.,East,As soon as possible,0.13334,101,279,0.09338,0.17330
1994,17-29 y.,East,Next year,0.06203,57,279,0.03368,0.09039
1994,17-29 y.,East,In the next 2 to 5 years,0.09627,89,279,0.06160,0.13094
1994,17-29 y.,East,"In the distant future, in more than five years",0.03215,32,279,0.01142,0.05289
1994,30-45 y.,West,As soon as possible,0.04351,131,433,0.02428,0.06275
1994,30-45 y.,West,Next year,0.02851,87,433,0.01281,0.04420
1994,30-45 y.,West,In the next 2 to 5 years,0.04939,144,433,0.02895,0.06982
1994,30-45 y.,West,"In the distant future, in more than five years",0.02371,71,433,0.00936,0.03806
1994,30-45 y.,East,As soon as possible,0.12248,157,203,0.07727,0.16769
1994,30-45 y.,East,Next year,0.04156,46,203,0.01404,0.06908
1994,46-65 y.,West,As soon as possible,0.02597,71,119,-0.00273,0.05466
1994,46-65 y.,West,Next year,0.01837,48,119,-0.00586,0.04260
1994,46-65 y.,East,As soon as possible,0.11890,136,136,0.06430,0.17349
1995,17-29 y.,West,As soon as possible,0.06518,158,800,0.04807,0.08230
1995,17-29 y.,West,Next year,0.07109,178,800,0.05327,0.08891
1995,17-29 y.,West,In the next 2 to 5 years,0.13542,338,800,0.11170,0.15915
1995,17-29 y.,West,"In the distant future, in more than five years",0.05428,126,800,0.03857,0.06999
1995,17-29 y.,East,As soon as possible,0.08456,66,231,0.04860,0.12052
1995,17-29 y.,East,Next year,0.09340,84,231,0.05579,0.13101
1995,17-29 y.,East,In the next 2 to 5 years,0.09578,81,231,0.05775,0.13382
1995,30-45 y.,West,As soon as possible,0.04278,147,532,0.02557,0.05999
1995,30-45 y.,West,Next year,0.02739,99,532,0.01351,0.04127
1995,30-45 y.,West,In the next 2 to 5 years,0.06479,202,532,0.04385,0.08572
1995,30-45 y.,West,"In the distant future, in more than five years",0.02481,84,532,0.01158,0.03804
1995,30-45 y.,East,As soon as possible,0.10688,132,132,0.05397,0.15979
1995,46-65 y.,West,As soon as possible,0.03306,110,161,0.00535,0.06076
1995,46-65 y.,West,Next year,0.01853,51,161,-0.00237,0.03942
1995,46-65 y.,East,As soon as possible,0.08842,113,113,0.03584,0.14100
1996,17-29 y.,West,As soon as possible,0.06988,186,763,0.05178,0.08798
1996,17-29 y.,West,Next year,0.07177,156,763,0.05345,0.09010
1996,17-29 y.,West,In the next 2 to 5 years,0.14457,297,763,0.11960,0.16954
1996,17-29 y.,West,"In the distant future, in more than five years",0.05434,124,763,0.03824,0.07044
1996,17-29 y.,East,As soon as possible,0.09530,72,252,0.05898,0.13163
1996,17-29 y.,East,Next year,0.12340,94,252,0.08271,0.16409
1996,17-29 y.,East,In the next 2 to 5 years,0.09399,86,252,0.05789,0.13010
1996,30-45 y.,West,As soon as possible,0.04187,145,525,0.02472,0.05901
1996,30-45 y.,West,Next year,0.03156,113,525,0.01659,0.04653
1996,30-45 y.,West,In the next 2 to 5 years,0.05847,193,525,0.03838,0.07856
1996,30-45 y.,West,"In the distant future, in more than five years",0.02302,74,525,0.01018,0.03586
1996,30-45 y.,East,As soon as possible,0.10953,133,176,0.06326,0.15581
1996,30-45 y.,East,Next year,0.04231,43,176,0.01248,0.07213
1996,46-65 y.,West,As soon as possible,0.03804,111,160,0.00830,0.06777
1996,46-65 y.,West,Next year,0.01755,49,160,-0.00286,0.03797
1996,46-65 y.,East,As soon as possible,0.09380,117,117,0.04075,0.14686
1997,17-29 y.,West,As soon as possible,0.06584,165,710,0.04758,0.08409
1997,17-29 y.,West,Next year,0.05901,123,710,0.04166,0.07636
1997,17-29 y.,West,In the next 2 to 5 years,0.15146,307,710,0.12507,0.17785
1997,17-29 y.,West,"In the distant future, in more than five years",0.05222,115,710,0.03584,0.06860
1997,17-29 y.,East,As soon as possible,0.10982,79,253,0.07122,0.14843
1997,17-29 y.,East,Next year,0.09540,71,253,0.05913,0.13167
1997,17-29 y.,East,In the next 2 to 5 years,0.11887,103,253,0.07891,0.15883
1997,30-45 y.,West,As soon as possible,0.05107,171,552,0.03269,0.06945
1997,30-45 y.,West,Next year,0.03369,108,552,0.01862,0.04875
1997,30-45 y.,West,In the next 2 to 5 years,0.05842,197,552,0.03883,0.07800
1997,30-45 y.,West,"In the distant future, in more than five years",0.02266,76,552,0.01023,0.03509
1997,30-45 y.,East,As soon as possible,0.12484,146,178,0.07614,0.17353
1997,30-45 y.,East,Next year,0.02422,32,178,0.00157,0.04687
1997,46-65 y.,West,As soon as possible,0.04535,134,184,0.01521,0.07550
1997,46-65 y.,West,Next year,0.02183,50,184,0.00066,0.04300
1997,46-65 y.,East,As soon as possible,0.10840,125,125,0.05368,0.16312
1998,17-29 y.,West,As soon as possible,0.06422,166,750,0.04667,0.08178
1998,17-29 y.,West,Next year,0.07257,154,750,0.05399,0.09115
1998,17-29 y.,West,In the next 2 to 5 years,0.13623,295,750,0.11167,0.16080
1998,17-29 y.,West,"In the distant future, in more than five years",0.06021,135,750,0.04317,0.07725
1998,17-29 y.,East,As soon as possible,0.10645,89,265,0.06924,0.14365
1998,17-29 y.,East,Next year,0.08029,85,265,0.04751,0.11307
1998,17-29 y.,East,In the next 2 to 5 years,0.10142,91,265,0.06500,0.13783
1998,30-45 y.,West,As soon as possible,0.04666,163,573,0.02938,0.06395
1998,30-45 y.,West,Next year,0.03410,123,573,0.01923,0.04898
1998,30-45 y.,West,In the next 2 to 5 years,0.05159,195,573,0.03346,0.06971
1998,30-45 y.,West,"In the distant future, in more than five years",0.02203,92,573,0.01000,0.03406
1998,30-45 y.,East,As soon as possible,0.14124,175,211,0.09413,0.18834
1998,30-45 y.,East,Next year,0.03100,36,211,0.00756,0.05445
1998,46-65 y.,West,As soon as possible,0.04041,127,165,0.01027,0.07054
1998,46-65 y.,West,Next year,0.01361,38,165,-0.00412,0.03135
1998,46-65 y.,East,As soon as possible,0.10784,138,138,0.05590,0.15978
1999,17-29 y.,West,As soon as possible,0.06166,137,663,0.04334,0.07998
1999,17-29 y.,West,Next year,0.07135,142,663,0.05174,0.09096
1999,17-29 y.,West,In the next 2 to 5 years,0.13121,273,663,0.10549,0.15693
1999,17-29 y.,West,"In the distant future, in more than five years",0.04996,111,663,0.03336,0.06655
1999,17-29 y.,East,As soon as possible,0.11813,85,256,0.07851,0.15774
1999,17-29 y.,East,Next year,0.09752,82,256,0.06111,0.13394
1999,17-29 y.,East,In the next 2 to 5 years,0.09501,89,256,0.05902,0.13100
1999,30-45 y.,West,As soon as possible,0.04277,139,486,0.02476,0.06078
1999,30-45 y.,West,Next year,0.02624,94,486,0.01201,0.04046
1999,30-45 y.,West,In the next 2 to 5 years,0.05134,185,486,0.03170,0.07098
1999,30-45 y.,West,"In the distant future, in more than five years",0.01622,68,486,0.00498,0.02746
1999,30-45 y.,East,As soon as possible,0.10503,129,169,0.05867,0.15139
1999,30-45 y.,East,Next year,0.03598,40,169,0.00782,0.06414
1999,46-65 y.,West,As soon as possible,0.02764,85,119,-0.00194,0.05722
1999,46-65 y.,West,Next year,0.01047,34,119,-0.00790,0.02883
1999,46-65 y.,East,As soon as possible,0.09103,112,112,0.03752,0.14455
2000,17-29 y.,West,As soon as possible,0.05651,192,1105,0.04289,0.07013
2000,17-29 y.,West,Next year,0.06886,242,1105,0.05392,0.08380
2000,17-29 y.,West,In the next 2 to 5 years,0.13338,493,1105,0.11333,0.15344
2000,17-29 y.,West,"In the distant future, in more than five years",0.05010,178,1105,0.03723,0.06297
2000,17-29 y.,East,As soon as possible,0.10450,113,430,0.07555,0.13344
2000,17-29 y.,East,Next year,0.10540,127,430,0.07635,0.13446
2000,17-29 y.,East,In the next 2 to 5 years,0.11062,145,430,0.08094,0.14030
2000,17-29 y.,East,"In the distant future, in more than five years",0.02834,45,430,0.01264,0.04404
2000,30-45 y.,West,As soon as possible,0.03251,227,955,0.02126,0.04377
2000,30-45 y.,West,Next year,0.02892,203,955,0.01828,0.03955
2000,30-45 y.,West,In the next 2 to 5 years,0.05333,363,955,0.03907,0.06758
2000,30-45 y.,West,"In the distant future, in more than five years",0.02168,162,955,0.01244,0.03092
2000,30-45 y.,East,As soon as possible,0.11794,214,275,0.07975,0.15613
2000,30-45 y.,East,Next year,0.03699,61,275,0.01464,0.05934
2000,46-65 y.,West,As soon as possible,0.02809,167,280,0.00870,0.04748
2000,46-65 y.,West,Next year,0.01201,71,280,-0.00077,0.02479
2000,46-65 y.,West,In the next 2 to 5 years,0.00689,42,280,-0.00282,0.01659
2000,46-65 y.,East,As soon as possible,0.09147,184,184,0.04970,0.13324
2001,17-29 y.,West,As soon as possible,0.05564,168,997,0.04140,0.06987
2001,17-29 y.,West,Next year,0.07637,224,997,0.05988,0.09287
2001,17-29 y.,West,In the next 2 to 5 years,0.12603,426,997,0.10542,0.14664
2001,17-29 y.,West,"In the distant future, in more than five years",0.05411,179,997,0.04006,0.06816
2001,17-29 y.,East,As soon as possible,0.10020,110,399,0.07070,0.12970
2001,17-29 y.,East,Next year,0.09641,104,399,0.06741,0.12540
2001,17-29 y.,East,In the next 2 to 5 years,0.11548,142,399,0.08408,0.14688
2001,17-29 y.,East,"In the distant future, in more than five years",0.03349,43,399,0.01582,0.05117
2001,30-45 y.,West,As soon as possible,0.03155,188,802,0.01944,0.04366
2001,30-45 y.,West,Next year,0.03371,187,802,0.02121,0.04621
2001,30-45 y.,West,In the next 2 to 5 years,0.04955,310,802,0.03452,0.06458
2001,30-45 y.,West,"In the distant future, in more than five years",0.01805,117,802,0.00883,0.02726
2001,30-45 y.,East,As soon as possible,0.12249,191,246,0.08143,0.16354
2001,30-45 y.,East,Next year,0.03439,55,246,0.01157,0.05721
2001,46-65 y.,West,As soon as possible,0.03383,153,244,0.01110,0.05657
2001,46-65 y.,West,Next year,0.01009,55,244,-0.00247,0.02266
2001,46-65 y.,West,In the next 2 to 5 years,0.00753,36,244,-0.00334,0.01839
2001,46-65 y.,East,As soon as possible,0.09743,181,181,0.05411,0.14076
2002,17-29 y.,West,As soon as possible,0.07224,186,1090,0.05687,0.08762
2002,17-29 y.,West,Next year,0.07967,241,1090,0.06359,0.09575
2002,17-29 y.,West,In the next 2 to 5 years,0.13252,462,1090,0.11238,0.15266
2002,17-29 y.,West,"In the distant future, in more than five years",0.04733,201,1090,0.03472,0.05994
2002,17-29 y.,East,As soon as possible,0.11123,122,417,0.08101,0.14144
2002,17-29 y.,East,Next year,0.08396,87,417,0.05731,0.11061
2002,17-29 y.,East,In the next 2 to 5 years,0.13727,151,417,0.10420,0.17034
2002,17-29 y.,East,"In the distant future, in more than five years",0.04267,57,417,0.02324,0.06209
2002,30-45 y.,West,As soon as possible,0.04619,238,847,0.03205,0.06033
2002,30-45 y.,West,Next year,0.03600,205,847,0.02345,0.04855
2002,30-45 y.,West,In the next 2 to 5 years,0.04852,298,847,0.03404,0.06300
2002,30-45 y.,West,"In the distant future, in more than five years",0.01964,106,847,0.01029,0.02899
2002,30-45 y.,East,As soon as possible,0.14997,202,286,0.10852,0.19142
2002,30-45 y.,East,Next year,0.03649,52,286,0.01472,0.05826
2002,30-45 y.,East,In the next 2 to 5 years,0.02345,32,286,0.00588,0.04102
2002,46-65 y.,West,As soon as possible,0.03908,169,279,0.01630,0.06186
2002,46-65 y.,West,Next year,0.01117,59,279,-0.00118,0.02352
2002,46-65 y.,West,In the next 2 to 5 years,0.00699,51,279,-0.00280,0.01679
2002,46-65 y.,East,As soon as possible,0.10870,178,178,0.06284,0.15455
2003,17-29 y.,West,As soon as possible,0.08011,199,1037,0.06358,0.09664
2003,17-29 y.,West,Next year,0.07056,221,1037,0.05497,0.08616
2003,17-29 y.,West,In the next 2 to 5 years,0.12714,439,1037,0.10685,0.14742
2003,17-29 y.,West,"In the distant future, in more than five years",0.04583,178,1037,0.03310,0.05857
2003,17-29 y.,East,As soon as possible,0.13742,124,424,0.10461,0.17023
2003,17-29 y.,East,Next year,0.10370,103,424,0.07465,0.13275
2003,17-29 y.,East,In the next 2 to 5 years,0.12911,149,424,0.09715,0.16107
2003,17-29 y.,East,"In the distant future, in more than five years",0.03106,48,424,0.01453,0.04759
2003,30-45 y.,West,As soon as possible,0.06240,287,771,0.04532,0.07949
2003,30-45 y.,West,Next year,0.03354,180,771,0.02083,0.04626
2003,30-45 y.,West,In the next 2 to 5 years,0.04185,234,771,0.02771,0.05599
2003,30-45 y.,West,"In the distant future, in more than five years",0.01150,70,771,0.00397,0.01904
2003,30-45 y.,East,As soon as possible,0.15424,213,262,0.11042,0.19806
2003,30-45 y.,East,Next year,0.03608,49,262,0.01345,0.05870
2003,46-65 y.,West,As soon as possible,0.03964,179,300,0.01752,0.06175
2003,46-65 y.,West,Next year,0.01560,82,300,0.00155,0.02964
2003,46-65 y.,West,In the next 2 to 5 years,0.00667,39,300,-0.00256,0.01589
2003,46-65 y.,East,As soon as possible,0.11089,191,191,0.06624,0.15554
2004,17-29 y.,West,As soon as possible,0.08558,209,1108,0.06910,0.10206
2004,17-29 y.,West,Next year,0.07569,230,1108,0.06011,0.09127
2004,17-29 y.,West,In the next 2 to 5 years,0.14698,470,1108,0.12612,0.16784
2004,17-29 y.,West,"In the distant future, in more than five years",0.04855,199,1108,0.03589,0.06121
2004,17-29 y.,East,As soon as possible,0.14084,118,442,0.10838,0.17331
2004,17-29 y.,East,Next year,0.09298,109,442,0.06587,0.12008
2004,17-29 y.,East,In the next 2 to 5 years,0.13328,164,442,0.10156,0.16501
2004,17-29 y.,East,"In the distant future, in more than five years",0.03506,51,442,0.01789,0.05222
2004,30-45 y.,West,As soon as possible,0.06917,308,746,0.05095,0.08739
2004,30-45 y.,West,Next year,0.02814,143,746,0.01626,0.04001
2004,30-45 y.,West,In the next 2 to 5 years,0.04578,238,746,0.03077,0.06078
2004,30-45 y.,West,"In the distant future, in more than five years",0.00903,57,746,0.00224,0.01582
2004,30-45 y.,East,As soon as possible,0.15844,188,267,0.11456,0.20233
2004,30-45 y.,East,Next year,0.03919,46,267,0.01587,0.06250
2004,30-45 y.,East,In the next 2 to 5 years,0.02873,33,267,0.00866,0.04881
2004,46-65 y.,West,As soon as possible,0.05176,235,352,0.02858,0.07494
2004,46-65 y.,West,Next year,0.01671,83,352,0.00330,0.03012
2004,46-65 y.,West,In the next 2 to 5 years,0.00657,34,352,-0.00188,0.01502
2004,46-65 y.,East,As soon as possible,0.12054,198,198,0.07508,0.16601
2005,17-29 y.,West,As soon as possible,0.09667,230,1099,0.07919,0.11414
2005,17-29 y.,West,Next year,0.06952,217,1099,0.05448,0.08457
2005,17-29 y.,West,In the next 2 to 5 years,0.13970,459,1099,0.11920,0.16021
2005,17-29 y.,West,"In the distant future, in more than five years",0.04820,193,1099,0.03553,0.06087
2005,17-29 y.,East,As soon as possible,0.16988,140,452,0.13522,0.20454
2005,17-29 y.,East,Next year,0.10802,105,452,0.07937,0.13667
2005,17-29 y.,East,In the next 2 to 5 years,0.14394,147,452,0.11154,0.17634
2005,17-29 y.,East,"In the distant future, in more than five years",0.04444,60,452,0.02542,0.06346
2005,30-45 y.,West,As soon as possible,0.06598,284,685,0.04738,0.08459
2005,30-45 y.,West,Next year,0.03369,154,685,0.02017,0.04721
2005,30-45 y.,West,In the next 2 to 5 years,0.03917,193,685,0.02463,0.05371
2005,30-45 y.,West,"In the distant future, in more than five years",0.01126,54,685,0.00336,0.01917
2005,30-45 y.,East,As soon as possible,0.15004,169,225,0.10327,0.19681
2005,30-45 y.,East,Next year,0.03909,56,225,0.01371,0.06447
2005,46-65 y.,West,As soon as possible,0.05328,220,321,0.02867,0.07788
2005,46-65 y.,West,Next year,0.01123,58,321,-0.00032,0.02277
2005,46-65 y.,West,In the next 2 to 5 years,0.00714,43,321,-0.00209,0.01636
2005,46-65 y.,East,As soon as possible,0.12922,189,189,0.08127,0.17717
2006,17-29 y.,West,As soon as possible,0.09736,253,1018,0.07914,0.11558
2006,17-29 y.,West,Next year,0.05732,182,1018,0.04303,0.07161
2006,17-29 y.,West,In the next 2 to 5 years,0.13409,438,1018,0.11314,0.15503
2006,17-29 y.,West,"In the distant future, in more than five years",0.03481,145,1018,0.02355,0.04608
2006,17-29 y.,East,As soon as possible,0.12797,113,386,0.09460,0.16134
2006,17-29 y.,East,Next year,0.09060,88,386,0.06193,0.11928
2006,17-29 y.,East,In the next 2 to 5 years,0.11679,152,386,0.08471,0.14888
2006,17-29 y.,East,"In the distant future, in more than five years",0.02417,33,386,0.00883,0.03951
2006,30-45 y.,West,As soon as possible,0.06793,294,765,0.05009,0.08577
2006,30-45 y.,West,Next year,0.03829,184,765,0.02469,0.05190
2006,30-45 y.,West,In the next 2 to 5 years,0.04320,222,765,0.02879,0.05762
2006,30-45 y.,West,"In the distant future, in more than five years",0.01079,65,765,0.00346,0.01811
2006,30-45 y.,East,As soon as possible,0.14147,173,251,0.09827,0.18467
2006,30-45 y.,East,Next year,0.04006,45,251,0.01575,0.06437
2006,30-45 y.,East,In the next 2 to 5 years,0.02575,33,251,0.00612,0.04538
2006,46-65 y.,West,As soon as possible,0.05540,242,359,0.03170,0.07910
2006,46-65 y.,West,Next year,0.01071,67,359,0.00005,0.02137
2006,46-65 y.,West,In the next 2 to 5 years,0.00787,50,359,-0.00128,0.01703
2006,46-65 y.,East,As soon as possible,0.12388,193,193,0.07728,0.17048
2007,17-29 y.,West,As soon as possible,0.07981,191,903,0.06212,0.09750
2007,17-29 y.,West,Next year,0.06845,182,903,0.05197,0.08493
2007,17-29 y.,West,In the next 2 to 5 years,0.12312,401,903,0.10168,0.14457
2007,17-29 y.,West,"In the distant future, in more than five years",0.03389,129,903,0.02208,0.04570
2007,17-29 y.,East,As soon as possible,0.13771,111,321,0.09996,0.17547
2007,17-29 y.,East,Next year,0.09738,88,321,0.06489,0.12986
2007,17-29 y.,East,In the next 2 to 5 years,0.09504,122,321,0.06291,0.12717
