year,age_gr,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,Next year,0.07549,262,1059,0.05957,0.09141
1995,17-29 y.,In the next 2 to 5 years,0.12761,419,1059,0.10750,0.14771
1995,17-29 y.,"In the distant future, in more than five years",0.04754,154,1059,0.03472,0.06036
1995,30-45 y.,As soon as possible,0.05454,279,724,0.03799,0.07109
1995,30-45 y.,Next year,0.02659,124,724,0.01486,0.03832
1995,30-45 y.,In the next 2 to 5 years,0.05708,232,724,0.04017,0.07399
1995,30-45 y.,"In the distant future, in more than five years",0.02075,89,724,0.01036,0.03115
1995,46-65 y.,As soon as possible,0.04464,223,300,0.02123,0.06805
1995,46-65 y.,Next year,0.01962,77,300,0.00390,0.03534
1996,17-29 y.,As soon as possible,0.07501,258,1042,0.05901,0.09101
1996,17-29 y.,Next year,0.08220,250,1042,0.06551,0.09888
1996,17-29 y.,In the next 2 to 5 years,0.13435,383,1042,0.11364,0.15507
1996,17-29 y.,"In the distant future, in more than five years",0.04855,151,1042,0.03549,0.06160
1996,30-45 y.,As soon as possible,0.05413,278,738,0.03779,0.07046
1996,30-45 y.,Next year,0.03351,156,738,0.02052,0.04650
1996,30-45 y.,In the next 2 to 5 years,0.05182,223,738,0.03582,0.06782
1996,30-45 y.,"In the distant future, in more than five years",0.01964,81,738,0.00962,0.02966
1996,46-65 y.,As soon as possible,0.04930,228,336,0.02612,0.07249
1996,46-65 y.,Next year,0.01824,76,336,0.00391,0.03257
1996,46-65 y.,In the next 2 to 5 years,0.00809,32,336,-0.00150,0.01768
1997,17-29 y.,As soon as possible,0.07484,244,992,0.05846,0.09122
1997,17-29 y.,Next year,0.06646,194,992,0.05095,0.08197
1997,17-29 y.,In the next 2 to 5 years,0.14479,410,992,0.12288,0.16669
1997,17-29 y.,"In the distant future, in more than five years",0.04720,144,992,0.03400,0.06041
1997,30-45 y.,As soon as possible,0.06432,317,750,0.04675,0.08189
1997,30-45 y.,Next year,0.03199,140,750,0.01938,0.04459
1997,30-45 y.,In the next 2 to 5 years,0.05086,214,750,0.03513,0.06660
1997,30-45 y.,"In the distant future, in more than five years",0.01944,79,750,0.00955,0.02933
1997,46-65 y.,As soon as possible,0.05805,259,332,0.03286,0.08324
1997,46-65 y.,Next year,0.02120,73,332,0.00568,0.03671
1998,17-29 y.,As soon as possible,0.07298,255,1035,0.05713,0.08884
1998,17-29 y.,Next year,0.07417,239,1035,0.05820,0.09014
1998,17-29 y.,In the next 2 to 5 years,0.12901,386,1035,0.10858,0.14944
1998,17-29 y.,"In the distant future, in more than five years",0.05349,155,1035,0.03977,0.06720
1998,30-45 y.,As soon as possible,0.06363,338,808,0.04679,0.08047
1998,30-45 y.,Next year,0.03355,159,808,0.02112,0.04597
1998,30-45 y.,In the next 2 to 5 years,0.04658,216,808,0.03204,0.06112
1998,30-45 y.,"In the distant future, in more than five years",0.01873,95,808,0.00938,0.02809
1998,46-65 y.,As soon as possible,0.05406,265,356,0.03053,0.07758
1998,46-65 y.,Next year,0.01350,59,356,0.00150,0.02551
1998,46-65 y.,In the next 2 to 5 years,0.00685,32,356,-0.00173,0.01542
1999,17-29 y.,As soon as possible,0.07287,222,943,0.05627,0.08947
1999,17-29 y.,Next year,0.07655,224,943,0.05957,0.09353
1999,17-29 y.,In the next 2 to 5 years,0.12402,362,943,0.10297,0.14507
1999,17-29 y.,"In the distant future, in more than five years",0.04522,135,943,0.03195,0.05849
1999,30-45 y.,As soon as possible,0.05393,268,683,0.03698,0.07088
1999,30-45 y.,Next year,0.02798,134,683,0.01560,0.04036
1999,30-45 y.,In the next 2 to 5 years,0.04680,211,683,0.03095,0.06265
1999,30-45 y.,"In the distant future, in more than five years",0.01350,70,683,0.00484,0.02216
1999,46-65 y.,As soon as possible,0.04008,197,258,0.01610,0.06406
1999,46-65 y.,Next year,0.01258,61,258,-0.00104,0.02621
2000,17-29 y.,As soon as possible,0.06610,305,1535,0.05366,0.07853
2000,17-29 y.,Next year,0.07616,369,1535,0.06289,0.08944
2000,17-29 y.,In the next 2 to 5 years,0.12883,638,1535,0.11207,0.14560
2000,17-29 y.,"In the distant future, in more than five years",0.04575,223,1535,0.03530,0.05621
2000,30-45 y.,As soon as possible,0.04750,441,1267,0.03579,0.05922
2000,30-45 y.,Next year,0.03033,264,1267,0.02088,0.03978
2000,30-45 y.,In the next 2 to 5 years,0.04651,391,1267,0.03491,0.05811
2000,30-45 y.,"In the distant future, in more than five years",0.01866,171,1267,0.01120,0.02611
2000,46-65 y.,As soon as possible,0.04046,351,504,0.02324,0.05768
2000,46-65 y.,Next year,0.01212,99,504,0.00256,0.02168
2000,46-65 y.,In the next 2 to 5 years,0.00670,54,504,-0.00043,0.01382
2001,17-29 y.,As soon as possible,0.06448,278,1396,0.05159,0.07737
2001,17-29 y.,Next year,0.08035,328,1396,0.06608,0.09461
2001,17-29 y.,In the next 2 to 5 years,0.12393,568,1396,0.10664,0.14123
2001,17-29 y.,"In the distant future, in more than five years",0.05002,222,1396,0.03858,0.06146
2001,30-45 y.,As soon as possible,0.04735,379,1081,0.03469,0.06002
2001,30-45 y.,Next year,0.03383,242,1081,0.02305,0.04461
2001,30-45 y.,In the next 2 to 5 years,0.04390,340,1081,0.03168,0.05611
2001,30-45 y.,"In the distant future, in more than five years",0.01522,120,1081,0.00792,0.02253
2001,46-65 y.,As soon as possible,0.04611,334,457,0.02686,0.06536
2001,46-65 y.,Next year,0.01055,79,457,0.00117,0.01992
2001,46-65 y.,In the next 2 to 5 years,0.00672,44,457,-0.00078,0.01422
2002,17-29 y.,As soon as possible,0.08008,308,1507,0.06637,0.09379
2002,17-29 y.,Next year,0.08053,328,1507,0.06679,0.09428
2002,17-29 y.,In the next 2 to 5 years,0.13348,613,1507,0.11630,0.15065
2002,17-29 y.,"In the distant future, in more than five years",0.04639,258,1507,0.03577,0.05701
2002,30-45 y.,As soon as possible,0.06422,440,1137,0.04996,0.07847
2002,30-45 y.,Next year,0.03609,257,1137,0.02524,0.04693
2002,30-45 y.,In the next 2 to 5 years,0.04417,330,1137,0.03222,0.05612
2002,30-45 y.,"In the distant future, in more than five years",0.01659,110,1137,0.00916,0.02402
2002,46-65 y.,As soon as possible,0.05229,347,492,0.03260,0.07198
2002,46-65 y.,Next year,0.01178,86,492,0.00224,0.02133
2002,46-65 y.,In the next 2 to 5 years,0.00675,59,492,-0.00049,0.01399
2003,17-29 y.,As soon as possible,0.09135,323,1461,0.07657,0.10613
2003,17-29 y.,Next year,0.07706,324,1461,0.06338,0.09074
2003,17-29 y.,In the next 2 to 5 years,0.12752,588,1461,0.11041,0.14463
2003,17-29 y.,"In the distant future, in more than five years",0.04294,226,1461,0.03254,0.05333
2003,30-45 y.,As soon as possible,0.07812,500,1059,0.06195,0.09429
2003,30-45 y.,Next year,0.03398,229,1059,0.02306,0.04489
2003,30-45 y.,In the next 2 to 5 years,0.03763,258,1059,0.02616,0.04909
2003,30-45 y.,"In the distant future, in more than five years",0.00964,72,1059,0.00375,0.01553
2003,46-65 y.,As soon as possible,0.05344,370,527,0.03422,0.07266
2003,46-65 y.,Next year,0.01592,108,527,0.00523,0.02662
2003,46-65 y.,In the next 2 to 5 years,0.00704,49,527,-0.00010,0.01419
2004,17-29 y.,As soon as possible,0.09698,327,1550,0.08224,0.11172
2004,17-29 y.,Next year,0.07926,339,1550,0.06580,0.09271
2004,17-29 y.,In the next 2 to 5 years,0.14415,634,1550,0.12666,0.16165
2004,17-29 y.,"In the distant future, in more than five years",0.04577,250,1550,0.03536,0.05618
2004,30-45 y.,As soon as possible,0.08372,496,1019,0.06671,0.10073
2004,30-45 y.,Next year,0.02994,189,1019,0.01947,0.04041
2004,30-45 y.,In the next 2 to 5 years,0.04300,271,1019,0.03054,0.05546
2004,30-45 y.,"In the distant future, in more than five years",0.00807,63,1019,0.00257,0.01356
2004,46-65 y.,As soon as possible,0.06472,433,574,0.04458,0.08487
2004,46-65 y.,Next year,0.01566,102,574,0.00549,0.02582
2004,46-65 y.,In the next 2 to 5 years,0.00600,39,574,-0.00032,0.01233
2005,17-29 y.,As soon as possible,0.11140,370,1551,0.09574,0.12706
2005,17-29 y.,Next year,0.07727,322,1551,0.06398,0.09057
2005,17-29 y.,In the next 2 to 5 years,0.14056,606,1551,0.12325,0.15786
2005,17-29 y.,"In the distant future, in more than five years",0.04744,253,1551,0.03686,0.05803
2005,30-45 y.,As soon as possible,0.07973,453,946,0.06246,0.09700
2005,30-45 y.,Next year,0.03457,210,946,0.02292,0.04622
2005,30-45 y.,In the next 2 to 5 years,0.03687,223,946,0.02485,0.04888
2005,30-45 y.,"In the distant future, in more than five years",0.00988,60,946,0.00358,0.01619
2005,46-65 y.,As soon as possible,0.06771,409,537,0.04644,0.08898
2005,46-65 y.,Next year,0.01075,77,537,0.00202,0.01948
2005,46-65 y.,In the next 2 to 5 years,0.00696,51,537,-0.00008,0.01401
2006,17-29 y.,As soon as possible,0.10367,366,1404,0.08772,0.11962
2006,17-29 y.,Next year,0.06418,270,1404,0.05135,0.07700
2006,17-29 y.,In the next 2 to 5 years,0.13052,590,1404,0.11290,0.14815
2006,17-29 y.,"In the distant future, in more than five years",0.03262,178,1404,0.02333,0.04192
2006,30-45 y.,As soon as possible,0.07982,467,1019,0.06317,0.09647
2006,30-45 y.,Next year,0.03858,229,1019,0.02675,0.05041
2006,30-45 y.,In the next 2 to 5 years,0.04038,255,1019,0.02829,0.05247
2006,30-45 y.,"In the distant future, in more than five years",0.00925,68,1019,0.00337,0.01513
2006,46-65 y.,As soon as possible,0.06861,435,588,0.04816,0.08906
2006,46-65 y.,Next year,0.01276,95,588,0.00368,0.02185
2006,46-65 y.,In the next 2 to 5 years,0.00745,58,588,0.00049,0.01441
2007,17-29 y.,As soon as possible,0.09183,302,1250,0.07582,0.10785
2007,17-29 y.,Next year,0.07446,270,1250,0.05990,0.08902
2007,17-29 y.,In the next 2 to 5 years,0.11729,523,1250,0.09945,0.13513
2007,17-29 y.,"In the distant future, in more than five years",0.02974,155,1250,0.02032,0.03917
2007,30-45 y.,As soon as possible,0.06882,349,763,0.05085,0.08680
2007,30-45 y.,Next year,0.03332,178,763,0.02058,0.04606
2007,30-45 y.,In the next 2 to 5 years,0.03037,192,763,0.01819,0.04256
2007,30-45 y.,"In the distant future, in more than five years",0.00716,44,763,0.00117,0.01315
2007,46-65 y.,As soon as possible,0.05932,359,502,0.03864,0.08001
2007,46-65 y.,Next year,0.01287,84,502,0.00300,0.02274
2007,46-65 y.,In the next 2 to 5 years,0.00903,59,502,0.00074,0.01731
2008,17-29 y.,As soon as possible,0.07670,247,1125,0.06114,0.09226
2008,17-29 y.,Next year,0.06114,234,1125,0.04714,0.07515
2008,17-29 y.,In the next 2 to 5 years,0.11479,472,1125,0.09615,0.13342
2008,17-29 y.,"In the distant future, in more than five years",0.03746,172,1125,0.02636,0.04856
2008,30-45 y.,As soon as possible,0.05346,269,652,0.03618,0.07074
2008,30-45 y.,Next year,0.03034,173,652,0.01717,0.04352
2008,30-45 y.,In the next 2 to 5 years,0.02952,161,652,0.01652,0.04252
2008,30-45 y.,"In the distant future, in more than five years",0.00926,49,652,0.00190,0.01661
2008,46-65 y.,As soon as possible,0.05779,310,443,0.03604,0.07955
2008,46-65 y.,Next year,0.01386,89,443,0.00296,0.02476
2008,46-65 y.,In the next 2 to 5 years,0.00649,44,443,-0.00100,0.01398
2009,17-29 y.,As soon as possible,0.07813,240,1003,0.06151,0.09474
2009,17-29 y.,Next year,0.07041,233,1003,0.05457,0.08625
2009,17-29 y.,In the next 2 to 5 years,0.10899,396,1003,0.08969,0.12828
2009,17-29 y.,"In the distant future, in more than five years",0.03419,134,1003,0.02294,0.04544
2009,30-45 y.,As soon as possible,0.05958,259,597,0.04057,0.07858
2009,30-45 y.,Next year,0.02930,154,597,0.01576,0.04283
2009,30-45 y.,In the next 2 to 5 years,0.02978,149,597,0.01613,0.04343
2009,30-45 y.,"In the distant future, in more than five years",0.00730,35,597,0.00046,0.01413
2009,46-65 y.,As soon as possible,0.05901,299,433,0.03679,0.08123
2009,46-65 y.,Next year,0.01256,75,433,0.00206,0.02306
2009,46-65 y.,In the next 2 to 5 years,0.00832,59,433,-0.00025,0.01688
2010,17-29 y.,As soon as possible,0.08236,368,1672,0.06918,0.09554
2010,17-29 y.,Next year,0.07717,457,1672,0.06438,0.08997
2010,17-29 y.,In the next 2 to 5 years,0.11265,630,1672,0.09749,0.12781
2010,17-29 y.,"In the distant future, in more than five years",0.03952,217,1672,0.03018,0.04886
2010,30-45 y.,As soon as possible,0.06210,600,2089,0.05175,0.07245
2010,30-45 y.,Next year,0.03941,694,2089,0.03107,0.04776
2010,30-45 y.,In the next 2 to 5 years,0.02968,624,2089,0.02240,0.03696
2010,30-45 y.,"In the distant future, in more than five years",0.00893,171,2089,0.00489,0.01296
2010,46-65 y.,As soon as possible,0.05653,364,550,0.03721,0.07585
2010,46-65 y.,Next year,0.01462,107,550,0.00458,0.02466
2010,46-65 y.,In the next 2 to 5 years,0.00958,79,550,0.00143,0.01773
2011,17-29 y.,As soon as possible,0.06628,360,1655,0.05429,0.07827
2011,17-29 y.,Next year,0.06303,408,1655,0.05132,0.07475
2011,17-29 y.,In the next 2 to 5 years,0.12271,644,1655,0.10690,0.13853
2011,17-29 y.,"In the distant future, in more than five years",0.03641,243,1655,0.02738,0.04544
2011,30-45 y.,As soon as possible,0.05549,600,1875,0.04512,0.06586
2011,30-45 y.,Next year,0.03211,542,1875,0.02413,0.04009
2011,30-45 y.,In the next 2 to 5 years,0.03461,573,1875,0.02633,0.04289
2011,30-45 y.,"In the distant future, in more than five years",0.01062,160,1875,0.00598,0.01526
2011,46-65 y.,As soon as possible,0.04507,422,708,0.02977,0.06036
2011,46-65 y.,Next year,0.01636,153,708,0.00701,0.02571
2011,46-65 y.,In the next 2 to 5 years,0.00795,102,708,0.00140,0.01450
2011,46-65 y.,"In the distant future, in more than five years",0.00251,31,708,-0.00118,0.00620
2012,17-29 y.,As soon as possible,0.07852,355,1523,0.06500,0.09203
2012,17-29 y.,Next year,0.06344,347,1523,0.05119,0.07568
2012,17-29 y.,In the next 2 to 5 years,0.11382,593,1523,0.09786,0.12977
2012,17-29 y.,"In the distant future, in more than five years",0.03420,228,1523,0.02507,0.04333
2012,30-45 y.,As soon as possible,0.04816,474,1541,0.03746,0.05885
2012,30-45 y.,Next year,0.04440,523,1541,0.03411,0.05468
2012,30-45 y.,In the next 2 to 5 years,0.03028,407,1541,0.02172,0.03883
2012,30-45 y.,"In the distant future, in more than five years",0.00984,137,1541,0.00491,0.01477
2012,46-65 y.,As soon as possible,0.04957,466,795,0.03447,0.06467
2012,46-65 y.,Next year,0.01953,189,795,0.00991,0.02916
2012,46-65 y.,In the next 2 to 5 years,0.00899,99,795,0.00242,0.01556
2012,46-65 y.,"In the distant future, in more than five years",0.00326,41,795,-0.00071,0.00722
2013,17-29 y.,As soon as possible,0.07161,406,1916,0.06006,0.08316
2013,17-29 y.,Next year,0.07525,459,1916,0.06343,0.08706
2013,17-29 y.,In the next 2 to 5 years,0.11216,761,1916,0.09802,0.12629
2013,17-29 y.,"In the distant future, in more than five years",0.03539,290,1916,0.02712,0.04367
2013,30-45 y.,As soon as possible,0.05757,680,1873,0.04702,0.06813
2013,30-45 y.,Next year,0.04774,553,1873,0.03808,0.05739
2013,30-45 y.,In the next 2 to 5 years,0.03263,494,1873,0.02458,0.04068
2013,30-45 y.,"In the distant future, in more than five years",0.00730,146,1873,0.00344,0.01115
2013,46-65 y.,As soon as possible,0.04284,494,861,0.02930,0.05637
2013,46-65 y.,Next year,0.01902,208,861,0.00989,0.02815
2013,46-65 y.,In the next 2 to 5 years,0.01009,115,861,0.00341,0.01676
2013,46-65 y.,"In the distant future, in more than five years",0.00336,44,861,-0.00051,0.00722
2014,17-29 y.,As soon as possible,0.06827,370,1564,0.05577,0.08077
2014,17-29 y.,Next year,0.06333,372,1564,0.05125,0.07540
2014,17-29 y.,In the next 2 to 5 years,0.10980,608,1564,0.09430,0.12530
2014,17-29 y.,"In the distant future, in more than five years",0.02918,214,1564,0.02084,0.03753
2014,30-45 y.,As soon as possible,0.06363,515,1466,0.05113,0.07613
2014,30-45 y.,Next year,0.04954,468,1466,0.03842,0.06065
2014,30-45 y.,In the next 2 to 5 years,0.03292,378,1466,0.02379,0.04206
2014,30-45 y.,"In the distant future, in more than five years",0.00750,105,1466,0.00308,0.01191
2014,46-65 y.,As soon as possible,0.04340,420,745,0.02876,0.05804
2014,46-65 y.,Next year,0.01796,180,745,0.00842,0.02750
2014,46-65 y.,In the next 2 to 5 years,0.01038,102,745,0.00310,0.01766
2014,46-65 y.,"In the distant future, in more than five years",0.00310,43,745,-0.00090,0.00709
2015,17-29 y.,As soon as possible,0.07056,342,1603,0.05802,0.08310
2015,17-29 y.,Next year,0.06594,372,1603,0.05378,0.07809
2015,17-29 y.,In the next 2 to 5 years,0.11747,700,1603,0.10170,0.13324
2015,17-29 y.,"In the distant future, in more than five years",0.02598,189,1603,0.01819,0.03377
2015,30-45 y.,As soon as possible,0.05662,512,1518,0.04499,0.06825
2015,30-45 y.,Next year,0.04341,449,1518,0.03315,0.05366
2015,30-45 y.,In the next 2 to 5 years,0.03696,420,1518,0.02746,0.04645
2015,30-45 y.,"In the distant future, in more than five years",0.00857,137,1518,0.00393,0.01321
2015,46-65 y.,As soon as possible,0.04224,392,757,0.02790,0.05658
2015,46-65 y.,Next year,0.01660,186,757,0.00749,0.02571
2015,46-65 y.,In the next 2 to 5 years,0.01184,132,757,0.00413,0.01955
2015,46-65 y.,"In the distant future, in more than five years",0.00265,47,757,-0.00101,0.00631
2016,17-29 y.,As soon as possible,0.07139,583,2195,0.06061,0.08216
2016,17-29 y.,Next year,0.07438,534,2195,0.06340,0.08535
2016,17-29 y.,In the next 2 to 5 years,0.13214,860,2195,0.11796,0.14631
2016,17-29 y.,"In the distant future, in more than five years",0.02942,218,2195,0.02235,0.03649
2016,30-45 y.,As soon as possible,0.05212,1002,2377,0.04318,0.06106
2016,30-45 y.,Next year,0.05420,699,2377,0.04510,0.06331
2016,30-45 y.,In the next 2 to 5 years,0.03033,535,2377,0.02344,0.03723
2016,30-45 y.,"In the distant future, in more than five years",0.00850,141,2377,0.00481,0.01220
2016,46-65 y.,As soon as possible,0.03436,460,934,0.02268,0.04605
2016,46-65 y.,Next year,0.01471,264,934,0.00698,0.02243
2016,46-65 y.,In the next 2 to 5 years,0.01126,156,934,0.00449,0.01803
2016,46-65 y.,"In the distant future, in more than five years",0.00494,54,934,0.00044,0.00943
2017,17-29 y.,As soon as possible,0.06830,659,2591,0.05858,0.07801
2017,17-29 y.,Next year,0.08136,653,2591,0.07083,0.09189
2017,17-29 y.,In the next 2 to 5 years,0.10908,1001,2591,0.09708,0.12109
2017,17-29 y.,"In the distant future, in more than five years",0.02724,278,2591,0.02097,0.03351
2017,30-45 y.,As soon as possible,0.05378,952,2573,0.04506,0.06250
2017,30-45 y.,Next year,0.04720,785,2573,0.03901,0.05540
2017,30-45 y.,In the next 2 to 5 years,0.03449,675,2573,0.02744,0.04155
