year,age_gr,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,Urban regions,As soon as possible,0.13531,118,630,0.10858,0.16204
1989,17-29 y.,Urban regions,Next year,0.23272,137,630,0.19969,0.26574
1989,17-29 y.,Urban regions,In the next 2 to 5 years,0.44982,267,630,0.41095,0.48870
1989,17-29 y.,Urban regions,"In the distant future, in more than five years",0.18215,108,630,0.15199,0.21232
1989,17-29 y.,Rural regions,As soon as possible,0.25116,37,93,0.16254,0.33978
1989,17-29 y.,Rural regions,In the next 2 to 5 years,0.37494,56,93,0.27601,0.47386
1989,30-45 y.,Urban regions,As soon as possible,0.25312,72,285,0.20255,0.30369
1989,30-45 y.,Urban regions,Next year,0.15631,48,285,0.11407,0.19855
1989,30-45 y.,Urban regions,In the next 2 to 5 years,0.38715,113,285,0.33050,0.44380
1989,30-45 y.,Urban regions,"In the distant future, in more than five years",0.20342,52,285,0.15660,0.25024
1989,46-65 y.,Urban regions,As soon as possible,0.58365,85,85,0.47823,0.68907
1990,17-29 y.,Urban regions,As soon as possible,0.12844,115,685,0.10337,0.15352
1990,17-29 y.,Urban regions,Next year,0.26630,182,685,0.23318,0.29943
1990,17-29 y.,Urban regions,In the next 2 to 5 years,0.41238,265,685,0.37548,0.44927
1990,17-29 y.,Urban regions,"In the distant future, in more than five years",0.19288,123,685,0.16331,0.22245
1990,17-29 y.,Rural regions,As soon as possible,0.25870,73,283,0.20759,0.30981
1990,17-29 y.,Rural regions,Next year,0.25236,79,283,0.20166,0.30306
1990,17-29 y.,Rural regions,In the next 2 to 5 years,0.33784,96,283,0.28263,0.39304
1990,17-29 y.,Rural regions,"In the distant future, in more than five years",0.15110,35,283,0.10930,0.19290
1990,30-45 y.,Urban regions,As soon as possible,0.24139,75,291,0.19214,0.29064
1990,30-45 y.,Urban regions,Next year,0.18921,60,291,0.14413,0.23429
1990,30-45 y.,Urban regions,In the next 2 to 5 years,0.33497,93,291,0.28065,0.38929
1990,30-45 y.,Urban regions,"In the distant future, in more than five years",0.23443,63,291,0.18567,0.28319
1990,30-45 y.,Rural regions,As soon as possible,0.34118,36,36,0.18410,0.49825
1990,46-65 y.,Urban regions,As soon as possible,0.52312,72,72,0.40694,0.63931
1991,17-29 y.,Urban regions,As soon as possible,0.16531,123,616,0.13595,0.19466
1991,17-29 y.,Urban regions,Next year,0.21828,136,616,0.18563,0.25093
1991,17-29 y.,Urban regions,In the next 2 to 5 years,0.43108,248,616,0.39194,0.47022
1991,17-29 y.,Urban regions,"In the distant future, in more than five years",0.18534,109,616,0.15463,0.21605
1991,17-29 y.,Rural regions,As soon as possible,0.26210,85,313,0.21330,0.31090
1991,17-29 y.,Rural regions,Next year,0.27049,85,313,0.22120,0.31978
1991,17-29 y.,Rural regions,In the next 2 to 5 years,0.32854,104,313,0.27642,0.38066
1991,17-29 y.,Rural regions,"In the distant future, in more than five years",0.13886,39,313,0.10049,0.17724
1991,30-45 y.,Urban regions,As soon as possible,0.28604,100,318,0.23629,0.33578
1991,30-45 y.,Urban regions,Next year,0.19760,63,318,0.15376,0.24143
1991,30-45 y.,Urban regions,In the next 2 to 5 years,0.32793,101,318,0.27625,0.37961
1991,30-45 y.,Urban regions,"In the distant future, in more than five years",0.18843,54,318,0.14538,0.23148
1991,30-45 y.,Rural regions,As soon as possible,0.34546,86,168,0.27334,0.41758
1991,30-45 y.,Rural regions,Next year,0.23618,49,168,0.17176,0.30060
1991,30-45 y.,Rural regions,In the next 2 to 5 years,0.27256,33,168,0.20503,0.34010
1991,46-65 y.,Urban regions,As soon as possible,0.56610,79,79,0.45611,0.67609
1991,46-65 y.,Rural regions,As soon as possible,0.55514,61,61,0.42940,0.68089
1992,17-29 y.,Urban regions,As soon as possible,0.19589,142,657,0.16552,0.22626
1992,17-29 y.,Urban regions,Next year,0.23216,141,657,0.19985,0.26447
1992,17-29 y.,Urban regions,In the next 2 to 5 years,0.42187,275,657,0.38408,0.45967
1992,17-29 y.,Urban regions,"In the distant future, in more than five years",0.15008,99,657,0.12275,0.17741
1992,17-29 y.,Rural regions,As soon as possible,0.25794,89,341,0.21143,0.30444
1992,17-29 y.,Rural regions,Next year,0.27750,91,341,0.22990,0.32509
1992,17-29 y.,Rural regions,In the next 2 to 5 years,0.33829,121,341,0.28800,0.38858
1992,17-29 y.,Rural regions,"In the distant future, in more than five years",0.12627,40,341,0.09097,0.16158
1992,30-45 y.,Urban regions,As soon as possible,0.28576,123,386,0.24063,0.33088
1992,30-45 y.,Urban regions,Next year,0.22851,82,386,0.18657,0.27045
1992,30-45 y.,Urban regions,In the next 2 to 5 years,0.35168,131,386,0.30398,0.39937
1992,30-45 y.,Urban regions,"In the distant future, in more than five years",0.13406,50,386,0.10003,0.16809
1992,30-45 y.,Rural regions,As soon as possible,0.46722,123,181,0.39433,0.54011
1992,30-45 y.,Rural regions,Next year,0.23550,58,181,0.17352,0.29749
1992,46-65 y.,Urban regions,As soon as possible,0.58003,108,144,0.49914,0.66093
1992,46-65 y.,Urban regions,Next year,0.23958,36,144,0.16962,0.30954
1992,46-65 y.,Rural regions,As soon as possible,0.73485,88,88,0.64210,0.82761
1993,17-29 y.,Urban regions,As soon as possible,0.19856,152,702,0.16903,0.22809
1993,17-29 y.,Urban regions,Next year,0.20142,136,702,0.17173,0.23111
1993,17-29 y.,Urban regions,In the next 2 to 5 years,0.43479,289,702,0.39809,0.47149
1993,17-29 y.,Urban regions,"In the distant future, in more than five years",0.16523,125,702,0.13774,0.19272
1993,17-29 y.,Rural regions,As soon as possible,0.33467,108,310,0.28205,0.38728
1993,17-29 y.,Rural regions,Next year,0.23457,85,310,0.18733,0.28182
1993,17-29 y.,Rural regions,In the next 2 to 5 years,0.34951,117,310,0.29635,0.40268
1993,30-45 y.,Urban regions,As soon as possible,0.30940,126,372,0.26236,0.35644
1993,30-45 y.,Urban regions,Next year,0.19822,82,372,0.15765,0.23878
1993,30-45 y.,Urban regions,In the next 2 to 5 years,0.35706,115,372,0.30831,0.40582
1993,30-45 y.,Urban regions,"In the distant future, in more than five years",0.13532,49,372,0.10051,0.17013
1993,30-45 y.,Rural regions,As soon as possible,0.54899,137,209,0.48137,0.61661
1993,30-45 y.,Rural regions,Next year,0.13828,36,209,0.09136,0.18519
1993,30-45 y.,Rural regions,In the next 2 to 5 years,0.23140,36,209,0.17409,0.28871
1993,46-65 y.,Urban regions,As soon as possible,0.59577,90,125,0.50940,0.68215
1993,46-65 y.,Urban regions,Next year,0.29524,35,125,0.21495,0.37553
1993,46-65 y.,Rural regions,As soon as possible,0.67107,105,138,0.59240,0.74974
1993,46-65 y.,Rural regions,Next year,0.24583,33,138,0.17373,0.31794
1994,17-29 y.,Urban regions,As soon as possible,0.20726,171,709,0.17740,0.23711
1994,17-29 y.,Urban regions,Next year,0.23967,157,709,0.20823,0.27111
1994,17-29 y.,Urban regions,In the next 2 to 5 years,0.40854,273,709,0.37233,0.44475
1994,17-29 y.,Urban regions,"In the distant future, in more than five years",0.14453,108,709,0.11863,0.17043
1994,17-29 y.,Rural regions,As soon as possible,0.36460,119,303,0.31031,0.41888
1994,17-29 y.,Rural regions,Next year,0.23279,74,303,0.18512,0.28045
1994,17-29 y.,Rural regions,In the next 2 to 5 years,0.33186,110,303,0.27875,0.38497
1994,30-45 y.,Urban regions,As soon as possible,0.34427,157,425,0.29905,0.38950
1994,30-45 y.,Urban regions,Next year,0.21964,89,425,0.18023,0.25904
1994,30-45 y.,Urban regions,In the next 2 to 5 years,0.28567,121,425,0.24267,0.32867
1994,30-45 y.,Urban regions,"In the distant future, in more than five years",0.15042,58,425,0.11639,0.18445
1994,30-45 y.,Rural regions,As soon as possible,0.48650,131,220,0.42031,0.55270
1994,30-45 y.,Rural regions,Next year,0.17013,44,220,0.12036,0.21989
1994,30-45 y.,Rural regions,In the next 2 to 5 years,0.26826,45,220,0.20958,0.32694
1994,46-65 y.,Urban regions,As soon as possible,0.53458,101,148,0.45395,0.61522
1994,46-65 y.,Urban regions,Next year,0.30255,47,148,0.22829,0.37681
1994,46-65 y.,Rural regions,As soon as possible,0.71265,106,106,0.62609,0.79920
1995,17-29 y.,Urban regions,As soon as possible,0.19427,143,732,0.16559,0.22295
1995,17-29 y.,Urban regions,Next year,0.22869,164,732,0.19824,0.25914
1995,17-29 y.,Urban regions,In the next 2 to 5 years,0.41429,309,732,0.37858,0.45000
1995,17-29 y.,Urban regions,"In the distant future, in more than five years",0.16275,116,732,0.13599,0.18951
1995,17-29 y.,Rural regions,As soon as possible,0.27211,81,327,0.22380,0.32042
1995,17-29 y.,Rural regions,Next year,0.25560,98,327,0.20825,0.30296
1995,17-29 y.,Rural regions,In the next 2 to 5 years,0.36001,110,327,0.30790,0.41212
1995,17-29 y.,Rural regions,"In the distant future, in more than five years",0.11228,38,327,0.07801,0.14655
1995,30-45 y.,Urban regions,As soon as possible,0.30795,159,472,0.26625,0.34964
1995,30-45 y.,Urban regions,Next year,0.17628,88,472,0.14187,0.21069
1995,30-45 y.,Urban regions,In the next 2 to 5 years,0.38501,166,472,0.34107,0.42896
1995,30-45 y.,Urban regions,"In the distant future, in more than five years",0.13076,59,472,0.10031,0.16121
1995,30-45 y.,Rural regions,As soon as possible,0.41856,120,222,0.35351,0.48360
1995,30-45 y.,Rural regions,Next year,0.14797,36,222,0.10115,0.19478
1995,30-45 y.,Rural regions,In the next 2 to 5 years,0.30335,66,222,0.24274,0.36396
1995,46-65 y.,Urban regions,As soon as possible,0.52634,122,172,0.45150,0.60118
1995,46-65 y.,Urban regions,Next year,0.33369,50,172,0.26302,0.40437
1995,46-65 y.,Rural regions,As soon as possible,0.68108,101,101,0.58974,0.77243
1996,17-29 y.,Urban regions,As soon as possible,0.19697,157,699,0.16747,0.22648
1996,17-29 y.,Urban regions,Next year,0.21924,151,699,0.18855,0.24994
1996,17-29 y.,Urban regions,In the next 2 to 5 years,0.42704,269,699,0.39034,0.46373
1996,17-29 y.,Urban regions,"In the distant future, in more than five years",0.15675,122,699,0.12977,0.18372
1996,17-29 y.,Rural regions,As soon as possible,0.27472,101,314,0.22527,0.32417
1996,17-29 y.,Rural regions,Next year,0.29322,99,314,0.24279,0.34366
1996,17-29 y.,Rural regions,In the next 2 to 5 years,0.32150,114,314,0.26976,0.37325
1996,30-45 y.,Urban regions,As soon as possible,0.30363,147,475,0.26223,0.34502
1996,30-45 y.,Urban regions,Next year,0.20257,102,475,0.16639,0.23876
1996,30-45 y.,Urban regions,In the next 2 to 5 years,0.37298,168,475,0.32945,0.41652
1996,30-45 y.,Urban regions,"In the distant future, in more than five years",0.12081,58,475,0.09147,0.15015
1996,30-45 y.,Rural regions,As soon as possible,0.42418,131,240,0.36152,0.48684
1996,30-45 y.,Rural regions,Next year,0.22912,54,240,0.17584,0.28240
1996,30-45 y.,Rural regions,In the next 2 to 5 years,0.21716,55,240,0.16488,0.26943
1996,46-65 y.,Urban regions,As soon as possible,0.56122,124,177,0.48791,0.63453
1996,46-65 y.,Urban regions,Next year,0.28349,53,177,0.21691,0.35008
1996,46-65 y.,Rural regions,As soon as possible,0.69628,104,104,0.60747,0.78509
1997,17-29 y.,Urban regions,As soon as possible,0.21452,155,670,0.18342,0.24563
1997,17-29 y.,Urban regions,Next year,0.20440,129,670,0.17385,0.23496
1997,17-29 y.,Urban regions,In the next 2 to 5 years,0.42934,279,670,0.39183,0.46685
1997,17-29 y.,Urban regions,"In the distant future, in more than five years",0.15174,107,670,0.12455,0.17892
1997,17-29 y.,Rural regions,As soon as possible,0.25048,89,321,0.20300,0.29795
1997,17-29 y.,Rural regions,Next year,0.18910,65,321,0.14619,0.23200
1997,17-29 y.,Rural regions,In the next 2 to 5 years,0.44183,130,321,0.38742,0.49624
1997,17-29 y.,Rural regions,"In the distant future, in more than five years",0.11860,37,321,0.08317,0.15402
1997,30-45 y.,Urban regions,As soon as possible,0.33057,173,479,0.28839,0.37274
1997,30-45 y.,Urban regions,Next year,0.20176,93,479,0.16578,0.23774
1997,30-45 y.,Urban regions,In the next 2 to 5 years,0.33615,157,479,0.29380,0.37850
1997,30-45 y.,Urban regions,"In the distant future, in more than five years",0.13152,56,479,0.10123,0.16182
1997,30-45 y.,Rural regions,As soon as possible,0.49927,144,248,0.43691,0.56162
1997,30-45 y.,Rural regions,Next year,0.17203,47,248,0.12496,0.21910
1997,30-45 y.,Rural regions,In the next 2 to 5 years,0.24226,57,248,0.18883,0.29569
1997,46-65 y.,Urban regions,As soon as possible,0.62601,147,194,0.55775,0.69428
1997,46-65 y.,Urban regions,Next year,0.28831,47,194,0.22440,0.35222
1997,46-65 y.,Rural regions,As soon as possible,0.69177,112,112,0.60587,0.77768
1998,17-29 y.,Urban regions,As soon as possible,0.20662,158,694,0.17647,0.23676
1998,17-29 y.,Urban regions,Next year,0.20740,149,694,0.17721,0.23758
1998,17-29 y.,Urban regions,In the next 2 to 5 years,0.40327,268,694,0.36675,0.43979
1998,17-29 y.,Urban regions,"In the distant future, in more than five years",0.18272,119,694,0.15394,0.21149
1998,17-29 y.,Rural regions,As soon as possible,0.25538,97,341,0.20903,0.30174
1998,17-29 y.,Rural regions,Next year,0.26545,90,341,0.21851,0.31239
1998,17-29 y.,Rural regions,In the next 2 to 5 years,0.36395,118,341,0.31281,0.41509
1998,17-29 y.,Rural regions,"In the distant future, in more than five years",0.11522,36,341,0.08128,0.14916
1998,30-45 y.,Urban regions,As soon as possible,0.32545,159,494,0.28409,0.36681
1998,30-45 y.,Urban regions,Next year,0.23186,108,494,0.19461,0.26911
1998,30-45 y.,Urban regions,In the next 2 to 5 years,0.31660,158,494,0.27554,0.35766
1998,30-45 y.,Urban regions,"In the distant future, in more than five years",0.12609,69,494,0.09679,0.15540
1998,30-45 y.,Rural regions,As soon as possible,0.51392,179,288,0.45610,0.57175
1998,30-45 y.,Rural regions,Next year,0.15946,51,288,0.11710,0.20182
1998,30-45 y.,Rural regions,In the next 2 to 5 years,0.23131,58,288,0.18253,0.28010
1998,46-65 y.,Urban regions,As soon as possible,0.65439,136,174,0.58353,0.72526
1998,46-65 y.,Urban regions,Next year,0.22590,38,174,0.16359,0.28822
1998,46-65 y.,Rural regions,As soon as possible,0.77529,129,129,0.70298,0.84760
1999,17-29 y.,Urban regions,As soon as possible,0.19683,132,623,0.16558,0.22807
1999,17-29 y.,Urban regions,Next year,0.23494,138,623,0.20162,0.26826
1999,17-29 y.,Urban regions,In the next 2 to 5 years,0.40249,251,623,0.36395,0.44103
1999,17-29 y.,Urban regions,"In the distant future, in more than five years",0.16574,102,623,0.13652,0.19497
1999,17-29 y.,Rural regions,As soon as possible,0.30432,90,320,0.25383,0.35481
1999,17-29 y.,Rural regions,Next year,0.25275,86,320,0.20506,0.30044
1999,17-29 y.,Rural regions,In the next 2 to 5 years,0.35765,111,320,0.30505,0.41025
1999,17-29 y.,Rural regions,"In the distant future, in more than five years",0.08528,33,320,0.05463,0.11594
1999,30-45 y.,Urban regions,As soon as possible,0.35416,143,421,0.30842,0.39990
1999,30-45 y.,Urban regions,Next year,0.20450,82,421,0.16592,0.24307
1999,30-45 y.,Urban regions,In the next 2 to 5 years,0.35317,150,421,0.30746,0.39888
1999,30-45 y.,Urban regions,"In the distant future, in more than five years",0.08817,46,421,0.06105,0.11529
1999,30-45 y.,Rural regions,As soon as possible,0.42458,125,238,0.36165,0.48751
1999,30-45 y.,Rural regions,Next year,0.18278,52,238,0.13358,0.23199
1999,30-45 y.,Rural regions,In the next 2 to 5 years,0.28555,61,238,0.22804,0.34305
1999,46-65 y.,Urban regions,As soon as possible,0.62827,107,142,0.54851,0.70804
1999,46-65 y.,Urban regions,Next year,0.20658,35,142,0.13976,0.27341
1999,46-65 y.,Rural regions,As soon as possible,0.69897,90,90,0.60367,0.79427
2000,17-29 y.,Urban regions,As soon as possible,0.19254,183,1004,0.16814,0.21694
2000,17-29 y.,Urban regions,Next year,0.22822,224,1004,0.20225,0.25420
2000,17-29 y.,Urban regions,In the next 2 to 5 years,0.42018,440,1004,0.38964,0.45073
2000,17-29 y.,Urban regions,"In the distant future, in more than five years",0.15906,157,1004,0.13642,0.18169
2000,17-29 y.,Rural regions,As soon as possible,0.24283,122,531,0.20632,0.27933
2000,17-29 y.,Rural regions,Next year,0.26625,145,531,0.22862,0.30388
2000,17-29 y.,Rural regions,In the next 2 to 5 years,0.37773,198,531,0.33646,0.41901
2000,17-29 y.,Rural regions,"In the distant future, in more than five years",0.11319,66,531,0.08622,0.14016
2000,30-45 y.,Urban regions,As soon as possible,0.28561,235,805,0.25439,0.31684
2000,30-45 y.,Urban regions,Next year,0.21649,176,805,0.18802,0.24496
2000,30-45 y.,Urban regions,In the next 2 to 5 years,0.37118,284,805,0.33779,0.40458
2000,30-45 y.,Urban regions,"In the distant future, in more than five years",0.12671,110,805,0.10372,0.14971
2000,30-45 y.,Rural regions,As soon as possible,0.42205,206,462,0.37697,0.46714
2000,30-45 y.,Rural regions,Next year,0.20365,88,462,0.16688,0.24041
2000,30-45 y.,Rural regions,In the next 2 to 5 years,0.23661,107,462,0.19781,0.27540
2000,30-45 y.,Rural regions,"In the distant future, in more than five years",0.13769,61,462,0.10624,0.16915
2000,46-65 y.,Urban regions,As soon as possible,0.62744,198,296,0.57227,0.68262
2000,46-65 y.,Urban regions,Next year,0.20175,60,296,0.15596,0.24755
2000,46-65 y.,Urban regions,In the next 2 to 5 years,0.11289,38,296,0.07678,0.14901
2000,46-65 y.,Rural regions,As soon as possible,0.68645,153,192,0.62065,0.75224
2000,46-65 y.,Rural regions,Next year,0.18352,39,192,0.12862,0.23842
2001,17-29 y.,Urban regions,As soon as possible,0.18261,160,890,0.15722,0.20801
2001,17-29 y.,Urban regions,Next year,0.24679,197,890,0.21845,0.27513
2001,17-29 y.,Urban regions,In the next 2 to 5 years,0.39793,376,890,0.36576,0.43011
2001,17-29 y.,Urban regions,"In the distant future, in more than five years",0.17266,157,890,0.14782,0.19751
2001,17-29 y.,Rural regions,As soon as possible,0.24254,118,506,0.20516,0.27992
2001,17-29 y.,Rural regions,Next year,0.26280,131,506,0.22441,0.30119
2001,17-29 y.,Rural regions,In the next 2 to 5 years,0.37002,192,506,0.32791,0.41213
2001,17-29 y.,Rural regions,"In the distant future, in more than five years",0.12464,65,506,0.09583,0.15345
2001,30-45 y.,Urban regions,As soon as possible,0.26331,185,685,0.23030,0.29632
2001,30-45 y.,Urban regions,Next year,0.26044,165,685,0.22755,0.29333
2001,30-45 y.,Urban regions,In the next 2 to 5 years,0.36181,250,685,0.32580,0.39782
2001,30-45 y.,Urban regions,"In the distant future, in more than five years",0.11444,85,685,0.09058,0.13829
2001,30-45 y.,Rural regions,As soon as possible,0.48024,194,396,0.43097,0.52951
2001,30-45 y.,Rural regions,Next year,0.20394,77,396,0.16421,0.24368
2001,30-45 y.,Rural regions,In the next 2 to 5 years,0.21870,90,396,0.17794,0.25947
2001,30-45 y.,Rural regions,"In the distant future, in more than five years",0.09712,35,396,0.06791,0.12632
2001,46-65 y.,Urban regions,As soon as possible,0.67338,169,250,0.61513,0.73163
2001,46-65 y.,Urban regions,Next year,0.17289,49,250,0.12592,0.21986
2001,46-65 y.,Urban regions,In the next 2 to 5 years,0.11753,32,250,0.07752,0.15753
2001,46-65 y.,Rural regions,As soon as possible,0.74079,165,165,0.67372,0.80786
2002,17-29 y.,Urban regions,As soon as possible,0.21335,184,975,0.18762,0.23908
2002,17-29 y.,Urban regions,Next year,0.22502,188,975,0.19880,0.25125
2002,17-29 y.,Urban regions,In the next 2 to 5 years,0.41087,410,975,0.37997,0.44177
2002,17-29 y.,Urban regions,"In the distant future, in more than five years",0.15075,193,975,0.12828,0.17322
2002,17-29 y.,Rural regions,As soon as possible,0.27969,124,532,0.24151,0.31787
2002,17-29 y.,Rural regions,Next year,0.25995,140,532,0.22264,0.29726
2002,17-29 y.,Rural regions,In the next 2 to 5 years,0.35363,203,532,0.31296,0.39429
2002,17-29 y.,Rural regions,"In the distant future, in more than five years",0.10673,65,532,0.08047,0.13299
2002,30-45 y.,Urban regions,As soon as possible,0.34588,229,721,0.31114,0.38063
2002,30-45 y.,Urban regions,Next year,0.23847,176,721,0.20734,0.26960
2002,30-45 y.,Urban regions,In the next 2 to 5 years,0.30778,237,721,0.27406,0.34150
2002,30-45 y.,Urban regions,"In the distant future, in more than five years",0.10787,79,721,0.08521,0.13052
2002,30-45 y.,Rural regions,As soon as possible,0.49994,211,416,0.45184,0.54805
2002,30-45 y.,Rural regions,Next year,0.19640,81,416,0.15818,0.23463
2002,30-45 y.,Rural regions,In the next 2 to 5 years,0.20993,93,416,0.17075,0.24911
2002,30-45 y.,Rural regions,"In the distant future, in more than five years",0.09372,31,416,0.06568,0.12176
2002,46-65 y.,Urban regions,As soon as possible,0.66418,192,298,0.61046,0.71789
2002,46-65 y.,Urban regions,Next year,0.17614,61,298,0.13282,0.21947
2002,46-65 y.,Urban regions,In the next 2 to 5 years,0.11100,45,298,0.07527,0.14672
2002,46-65 y.,Rural regions,As soon as possible,0.79530,155,155,0.73157,0.85902
2003,17-29 y.,Urban regions,As soon as possible,0.24117,195,968,0.21421,0.26813
2003,17-29 y.,Urban regions,Next year,0.20672,185,968,0.18120,0.23225
2003,17-29 y.,Urban regions,In the next 2 to 5 years,0.40688,413,968,0.37592,0.43785
2003,17-29 y.,Urban regions,"In the distant future, in more than five years",0.14523,175,968,0.12302,0.16743
2003,17-29 y.,Rural regions,As soon as possible,0.33410,128,493,0.29242,0.37577
2003,17-29 y.,Rural regions,Next year,0.27441,139,493,0.23498,0.31384
2003,17-29 y.,Rural regions,In the next 2 to 5 years,0.30688,175,493,0.26612,0.34763
2003,17-29 y.,Rural regions,"In the distant future, in more than five years",0.08461,51,493,0.06002,0.10920
