year,migback,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,West,Next year,0.01828,41,324,0.00367,0.03289
1992,Direct migration background,West,In the next 2 to 5 years,0.03444,100,324,0.01456,0.05433
1992,Direct migration background,West,"In the distant future, in more than five years",0.01563,46,324,0.00210,0.02915
1992,Indirect migration background,West,Next year,0.02072,35,84,-0.00992,0.05137
1992,Indirect migration background,West,In the next 2 to 5 years,0.03282,49,84,-0.00551,0.07115
1993,No migration background,West,As soon as possible,0.02292,181,807,0.01259,0.03325
1993,No migration background,West,Next year,0.01940,173,807,0.00988,0.02892
1993,No migration background,West,In the next 2 to 5 years,0.03663,328,807,0.02366,0.04960
1993,No migration background,West,"In the distant future, in more than five years",0.01288,125,807,0.00509,0.02066
1993,No migration background,East,As soon as possible,0.07888,374,610,0.05747,0.10029
1993,No migration background,East,Next year,0.02873,144,610,0.01546,0.04200
1993,No migration background,East,In the next 2 to 5 years,0.01714,92,610,0.00683,0.02745
1993,Direct migration background,West,As soon as possible,0.04133,121,304,0.01892,0.06374
1993,Direct migration background,West,Next year,0.02370,56,304,0.00657,0.04082
1993,Direct migration background,West,In the next 2 to 5 years,0.03766,91,304,0.01622,0.05910
1993,Direct migration background,West,"In the distant future, in more than five years",0.01037,36,304,-0.00104,0.02178
1993,Indirect migration background,West,In the next 2 to 5 years,0.04843,64,64,-0.00458,0.10145
1994,No migration background,West,As soon as possible,0.02610,215,892,0.01563,0.03657
1994,No migration background,West,Next year,0.02398,209,892,0.01394,0.03403
1994,No migration background,West,In the next 2 to 5 years,0.03706,342,892,0.02466,0.04947
1994,No migration background,West,"In the distant future, in more than five years",0.01307,126,892,0.00561,0.02053
1994,No migration background,East,As soon as possible,0.08343,378,641,0.06201,0.10486
1994,No migration background,East,Next year,0.02559,119,641,0.01336,0.03783
1994,No migration background,East,In the next 2 to 5 years,0.02154,113,641,0.01029,0.03278
1994,No migration background,East,"In the distant future, in more than five years",0.00556,31,641,-0.00020,0.01132
1994,Direct migration background,West,As soon as possible,0.05051,137,309,0.02605,0.07497
1994,Direct migration background,West,Next year,0.02975,67,309,0.01078,0.04873
1994,Direct migration background,West,In the next 2 to 5 years,0.02911,73,309,0.01033,0.04788
1994,Direct migration background,West,"In the distant future, in more than five years",0.01240,32,309,0.00004,0.02475
1994,Indirect migration background,West,As soon as possible,0.02117,42,125,-0.00417,0.04651
1994,Indirect migration background,West,Next year,0.02707,34,125,-0.00149,0.05563
1994,Indirect migration background,West,In the next 2 to 5 years,0.03818,49,125,0.00445,0.07192
1995,No migration background,West,As soon as possible,0.02335,187,898,0.01347,0.03324
1995,No migration background,West,Next year,0.02171,206,898,0.01217,0.03124
1995,No migration background,West,In the next 2 to 5 years,0.03966,362,898,0.02689,0.05244
1995,No migration background,West,"In the distant future, in more than five years",0.01489,143,898,0.00696,0.02282
1995,No migration background,East,As soon as possible,0.06457,302,586,0.04466,0.08449
1995,No migration background,East,Next year,0.02820,132,586,0.01478,0.04161
1995,No migration background,East,In the next 2 to 5 years,0.02389,118,586,0.01151,0.03626
1995,No migration background,East,"In the distant future, in more than five years",0.00449,34,586,-0.00093,0.00991
1995,Direct migration background,West,As soon as possible,0.06743,192,478,0.04492,0.08993
1995,Direct migration background,West,Next year,0.03256,89,478,0.01663,0.04849
1995,Direct migration background,West,In the next 2 to 5 years,0.04781,149,478,0.02866,0.06695
1995,Direct migration background,West,"In the distant future, in more than five years",0.01568,48,478,0.00453,0.02683
1995,Indirect migration background,West,As soon as possible,0.02505,38,122,-0.00280,0.05290
1995,Indirect migration background,West,Next year,0.01654,33,122,-0.00618,0.03927
1995,Indirect migration background,West,In the next 2 to 5 years,0.02923,51,122,-0.00079,0.05924
1996,No migration background,West,As soon as possible,0.02336,194,871,0.01332,0.03339
1996,No migration background,West,Next year,0.02323,209,871,0.01322,0.03324
1996,No migration background,West,In the next 2 to 5 years,0.03831,336,871,0.02555,0.05106
1996,No migration background,West,"In the distant future, in more than five years",0.01413,132,871,0.00629,0.02198
1996,No migration background,East,As soon as possible,0.06916,312,633,0.04938,0.08894
1996,No migration background,East,Next year,0.03774,161,633,0.02288,0.05260
1996,No migration background,East,In the next 2 to 5 years,0.02366,124,633,0.01181,0.03552
1996,No migration background,East,"In the distant future, in more than five years",0.00617,36,633,0.00006,0.01227
1996,Direct migration background,West,As soon as possible,0.07479,197,431,0.04993,0.09965
1996,Direct migration background,West,Next year,0.02617,68,431,0.01108,0.04125
1996,Direct migration background,West,In the next 2 to 5 years,0.04700,128,431,0.02699,0.06700
1996,Direct migration background,West,"In the distant future, in more than five years",0.01961,38,431,0.00650,0.03271
1996,Indirect migration background,West,As soon as possible,0.03424,52,178,0.00745,0.06103
1996,Indirect migration background,West,Next year,0.02106,42,178,-0.00009,0.04221
1996,Indirect migration background,West,In the next 2 to 5 years,0.02976,49,178,0.00472,0.05479
1996,Indirect migration background,West,"In the distant future, in more than five years",0.02719,35,178,0.00323,0.05115
1997,No migration background,West,As soon as possible,0.02913,230,866,0.01792,0.04034
1997,No migration background,West,Next year,0.02237,173,866,0.01252,0.03223
1997,No migration background,West,In the next 2 to 5 years,0.03755,334,866,0.02488,0.05022
1997,No migration background,West,"In the distant future, in more than five years",0.01258,129,866,0.00515,0.02001
1997,No migration background,East,As soon as possible,0.08061,342,622,0.05920,0.10202
1997,No migration background,East,Next year,0.02715,121,622,0.01437,0.03993
1997,No migration background,East,In the next 2 to 5 years,0.02648,126,622,0.01385,0.03911
1997,No migration background,East,"In the distant future, in more than five years",0.00645,33,622,0.00015,0.01275
1997,Direct migration background,West,As soon as possible,0.07096,198,435,0.04680,0.09512
1997,Direct migration background,West,Next year,0.02765,72,435,0.01223,0.04308
1997,Direct migration background,West,In the next 2 to 5 years,0.04884,128,435,0.02856,0.06912
1997,Direct migration background,West,"In the distant future, in more than five years",0.01660,37,435,0.00458,0.02862
1997,Indirect migration background,West,As soon as possible,0.02326,43,144,-0.00145,0.04796
1997,Indirect migration background,West,Next year,0.01970,36,144,-0.00308,0.04247
1997,Indirect migration background,West,In the next 2 to 5 years,0.04715,65,144,0.01241,0.08189
1998,No migration background,West,As soon as possible,0.02568,235,972,0.01573,0.03563
1998,No migration background,West,Next year,0.02248,222,972,0.01315,0.03180
1998,No migration background,West,In the next 2 to 5 years,0.03243,356,972,0.02129,0.04357
1998,No migration background,West,"In the distant future, in more than five years",0.01461,159,972,0.00706,0.02216
1998,No migration background,East,As soon as possible,0.08141,388,649,0.06036,0.10247
1998,No migration background,East,Next year,0.02467,137,649,0.01272,0.03661
1998,No migration background,East,In the next 2 to 5 years,0.02630,124,649,0.01398,0.03862
1998,Direct migration background,West,As soon as possible,0.06849,173,373,0.04282,0.09416
1998,Direct migration background,West,Next year,0.02446,56,373,0.00876,0.04016
1998,Direct migration background,West,In the next 2 to 5 years,0.03946,93,373,0.01968,0.05924
1998,Direct migration background,West,"In the distant future, in more than five years",0.01793,51,373,0.00445,0.03142
1998,Indirect migration background,West,As soon as possible,0.03390,49,144,0.00424,0.06357
1998,Indirect migration background,West,Next year,0.02415,37,144,-0.00101,0.04932
1998,Indirect migration background,West,In the next 2 to 5 years,0.04954,58,144,0.01397,0.08510
1999,No migration background,West,As soon as possible,0.02217,183,826,0.01212,0.03222
1999,No migration background,West,Next year,0.01975,196,826,0.01025,0.02924
1999,No migration background,West,In the next 2 to 5 years,0.03132,321,826,0.01943,0.04321
1999,No migration background,West,"In the distant future, in more than five years",0.01195,126,826,0.00454,0.01937
1999,No migration background,East,As soon as possible,0.07174,318,585,0.05081,0.09267
1999,No migration background,East,Next year,0.03019,145,585,0.01631,0.04407
1999,No migration background,East,In the next 2 to 5 years,0.02364,122,585,0.01132,0.03596
1999,Direct migration background,West,As soon as possible,0.05435,130,306,0.02891,0.07980
1999,Direct migration background,West,Next year,0.01821,49,306,0.00320,0.03321
1999,Direct migration background,West,In the next 2 to 5 years,0.04061,87,306,0.01846,0.06276
1999,Direct migration background,West,"In the distant future, in more than five years",0.01385,40,306,0.00073,0.02696
1999,Indirect migration background,West,As soon as possible,0.03312,49,113,-0.00002,0.06626
1999,Indirect migration background,West,In the next 2 to 5 years,0.04191,64,113,0.00480,0.07902
2000,No migration background,West,As soon as possible,0.01875,338,1590,0.01208,0.02542
2000,No migration background,West,Next year,0.01972,380,1590,0.01288,0.02655
2000,No migration background,West,In the next 2 to 5 years,0.03021,618,1590,0.02180,0.03863
2000,No migration background,West,"In the distant future, in more than five years",0.01199,254,1590,0.00664,0.01734
2000,No migration background,East,As soon as possible,0.06949,490,936,0.05319,0.08579
2000,No migration background,East,Next year,0.02931,212,936,0.01850,0.04013
2000,No migration background,East,In the next 2 to 5 years,0.02178,178,936,0.01243,0.03114
2000,No migration background,East,"In the distant future, in more than five years",0.00586,56,936,0.00097,0.01075
2000,Direct migration background,West,As soon as possible,0.05175,199,528,0.03284,0.07066
2000,Direct migration background,West,Next year,0.02179,80,528,0.00933,0.03426
2000,Direct migration background,West,In the next 2 to 5 years,0.05218,178,528,0.03319,0.07117
2000,Direct migration background,West,"In the distant future, in more than five years",0.01916,71,528,0.00745,0.03086
2000,Indirect migration background,West,As soon as possible,0.02638,49,248,0.00640,0.04637
2000,Indirect migration background,West,Next year,0.02513,57,248,0.00561,0.04465
2000,Indirect migration background,West,In the next 2 to 5 years,0.04721,104,248,0.02076,0.07366
2000,Indirect migration background,West,"In the distant future, in more than five years",0.02019,38,248,0.00265,0.03773
2001,No migration background,West,As soon as possible,0.02003,303,1399,0.01269,0.02738
2001,No migration background,West,Next year,0.02074,346,1399,0.01327,0.02821
2001,No migration background,West,In the next 2 to 5 years,0.02911,545,1399,0.02030,0.03793
2001,No migration background,West,"In the distant future, in more than five years",0.01013,205,1399,0.00488,0.01538
2001,No migration background,East,As soon as possible,0.07227,468,873,0.05509,0.08946
2001,No migration background,East,Next year,0.02694,181,873,0.01619,0.03769
2001,No migration background,East,In the next 2 to 5 years,0.02234,176,873,0.01253,0.03215
2001,No migration background,East,"In the distant future, in more than five years",0.00590,48,873,0.00082,0.01098
2001,Direct migration background,West,As soon as possible,0.05468,155,430,0.03317,0.07620
2001,Direct migration background,West,Next year,0.02635,70,430,0.01119,0.04150
2001,Direct migration background,West,In the next 2 to 5 years,0.04563,132,430,0.02588,0.06538
2001,Direct migration background,West,"In the distant future, in more than five years",0.02495,73,430,0.01019,0.03971
2001,Indirect migration background,West,As soon as possible,0.02433,52,234,0.00455,0.04412
2001,Indirect migration background,West,Next year,0.02484,51,234,0.00486,0.04483
2001,Indirect migration background,West,In the next 2 to 5 years,0.03634,95,234,0.01231,0.06037
2001,Indirect migration background,West,"In the distant future, in more than five years",0.01971,36,234,0.00186,0.03755
2002,No migration background,West,As soon as possible,0.02740,381,1594,0.01938,0.03541
2002,No migration background,West,Next year,0.02145,380,1594,0.01434,0.02857
2002,No migration background,West,In the next 2 to 5 years,0.02848,586,1594,0.02031,0.03664
2002,No migration background,West,"In the distant future, in more than five years",0.01082,247,1594,0.00574,0.01590
2002,No migration background,East,As soon as possible,0.08408,492,903,0.06597,0.10219
2002,No migration background,East,Next year,0.02624,165,903,0.01581,0.03668
2002,No migration background,East,In the next 2 to 5 years,0.02662,184,903,0.01612,0.03713
2002,No migration background,East,"In the distant future, in more than five years",0.00734,62,903,0.00177,0.01291
2002,Direct migration background,West,As soon as possible,0.06097,161,415,0.03792,0.08402
2002,Direct migration background,West,Next year,0.02987,73,415,0.01347,0.04627
2002,Direct migration background,West,In the next 2 to 5 years,0.04599,132,415,0.02581,0.06616
2002,Direct migration background,West,"In the distant future, in more than five years",0.01947,49,415,0.00616,0.03278
2002,Indirect migration background,West,As soon as possible,0.02720,52,200,0.00460,0.04980
2002,Indirect migration background,West,Next year,0.02646,54,200,0.00416,0.04876
2002,Indirect migration background,West,In the next 2 to 5 years,0.04443,94,200,0.01580,0.07306
2003,No migration background,West,As soon as possible,0.03181,440,1514,0.02297,0.04066
2003,No migration background,West,Next year,0.02056,353,1514,0.01341,0.02771
2003,No migration background,West,In the next 2 to 5 years,0.02623,532,1514,0.01818,0.03429
2003,No migration background,West,"In the distant future, in more than five years",0.00858,189,1514,0.00393,0.01322
2003,No migration background,East,As soon as possible,0.08946,516,920,0.07101,0.10791
2003,No migration background,East,Next year,0.02847,173,920,0.01772,0.03923
2003,No migration background,East,In the next 2 to 5 years,0.02580,179,920,0.01555,0.03605
2003,No migration background,East,"In the distant future, in more than five years",0.00527,52,920,0.00059,0.00994
2003,Direct migration background,West,As soon as possible,0.06977,172,401,0.04481,0.09474
2003,Direct migration background,West,Next year,0.03374,80,401,0.01605,0.05144
2003,Direct migration background,West,In the next 2 to 5 years,0.04765,107,401,0.02678,0.06853
2003,Direct migration background,West,"In the distant future, in more than five years",0.01589,42,401,0.00364,0.02815
2003,Indirect migration background,West,As soon as possible,0.03453,54,183,0.00800,0.06106
2003,Indirect migration background,West,Next year,0.02314,56,183,0.00130,0.04499
2003,Indirect migration background,West,In the next 2 to 5 years,0.03259,73,183,0.00679,0.05839
2004,No migration background,West,As soon as possible,0.03476,480,1543,0.02561,0.04390
2004,No migration background,West,Next year,0.01974,335,1543,0.01280,0.02668
2004,No migration background,West,In the next 2 to 5 years,0.02938,534,1543,0.02095,0.03781
2004,No migration background,West,"In the distant future, in more than five years",0.00837,194,1543,0.00382,0.01291
2004,No migration background,East,As soon as possible,0.09255,490,914,0.07375,0.11134
2004,No migration background,East,Next year,0.02777,174,914,0.01711,0.03843
2004,No migration background,East,In the next 2 to 5 years,0.02810,191,914,0.01738,0.03882
2004,No migration background,East,"In the distant future, in more than five years",0.00702,59,914,0.00161,0.01244
2004,Direct migration background,West,As soon as possible,0.08588,202,437,0.05958,0.11218
2004,Direct migration background,West,Next year,0.03381,74,437,0.01685,0.05078
2004,Direct migration background,West,In the next 2 to 5 years,0.04888,111,437,0.02864,0.06912
2004,Direct migration background,West,"In the distant future, in more than five years",0.01633,50,437,0.00443,0.02822
2004,Indirect migration background,West,As soon as possible,0.04718,72,220,0.01910,0.07526
2004,Indirect migration background,West,Next year,0.02405,50,220,0.00376,0.04435
2004,Indirect migration background,West,In the next 2 to 5 years,0.04483,98,220,0.01743,0.07224
2005,No migration background,West,As soon as possible,0.03656,468,1492,0.02704,0.04609
2005,No migration background,West,Next year,0.01945,316,1492,0.01244,0.02646
2005,No migration background,West,In the next 2 to 5 years,0.02903,502,1492,0.02051,0.03755
2005,No migration background,West,"In the distant future, in more than five years",0.01068,206,1492,0.00546,0.01590
2005,No migration background,East,As soon as possible,0.09782,485,907,0.07847,0.11716
2005,No migration background,East,Next year,0.02939,174,907,0.01839,0.04038
2005,No migration background,East,In the next 2 to 5 years,0.03022,178,907,0.01907,0.04137
2005,No migration background,East,"In the distant future, in more than five years",0.00964,70,907,0.00328,0.01600
2005,Direct migration background,West,As soon as possible,0.09060,188,351,0.06053,0.12067
2005,Direct migration background,West,Next year,0.03121,70,351,0.01299,0.04942
2005,Direct migration background,West,In the next 2 to 5 years,0.03806,93,351,0.01801,0.05811
2005,Indirect migration background,West,As soon as possible,0.04629,78,257,0.02055,0.07203
2005,Indirect migration background,West,Next year,0.02811,46,257,0.00787,0.04836
2005,Indirect migration background,West,In the next 2 to 5 years,0.05633,102,257,0.02809,0.08457
2005,Indirect migration background,West,"In the distant future, in more than five years",0.01210,31,257,-0.00129,0.02550
2006,No migration background,West,As soon as possible,0.03621,513,1546,0.02690,0.04553
2006,No migration background,West,Next year,0.01954,334,1546,0.01263,0.02644
2006,No migration background,West,In the next 2 to 5 years,0.02782,523,1546,0.01962,0.03602
2006,No migration background,West,"In the distant future, in more than five years",0.00785,176,1546,0.00345,0.01224
2006,No migration background,East,As soon as possible,0.08584,460,838,0.06686,0.10482
2006,No migration background,East,Next year,0.02908,154,838,0.01769,0.04046
2006,No migration background,East,In the next 2 to 5 years,0.02537,181,838,0.01472,0.03602
2006,No migration background,East,"In the distant future, in more than five years",0.00548,43,838,0.00048,0.01048
2006,Direct migration background,West,As soon as possible,0.09421,195,357,0.06387,0.12456
2006,Direct migration background,West,Next year,0.03085,69,357,0.01289,0.04881
2006,Direct migration background,West,In the next 2 to 5 years,0.04782,93,357,0.02566,0.06999
2006,Indirect migration background,West,As soon as possible,0.05814,89,220,0.02715,0.08913
2006,Indirect migration background,West,Next year,0.01995,37,220,0.00143,0.03846
2006,Indirect migration background,West,In the next 2 to 5 years,0.05071,94,220,0.02165,0.07977
2007,No migration background,West,As soon as possible,0.03023,405,1307,0.02094,0.03952
2007,No migration background,West,Next year,0.01902,290,1307,0.01161,0.02642
2007,No migration background,West,In the next 2 to 5 years,0.02635,479,1307,0.01766,0.03504
2007,No migration background,West,"In the distant future, in more than five years",0.00663,133,1307,0.00223,0.01103
2007,No migration background,East,As soon as possible,0.07765,391,711,0.05797,0.09734
2007,No migration background,East,Next year,0.02691,143,711,0.01500,0.03881
2007,No migration background,East,In the next 2 to 5 years,0.02327,146,711,0.01218,0.03436
2007,No migration background,East,"In the distant future, in more than five years",0.00319,31,711,-0.00096,0.00735
2007,Direct migration background,West,As soon as possible,0.08693,152,309,0.05547,0.11840
2007,Direct migration background,West,Next year,0.03185,55,309,0.01224,0.05145
2007,Direct migration background,West,In the next 2 to 5 years,0.03526,71,309,0.01466,0.05585
2007,Direct migration background,West,"In the distant future, in more than five years",0.01444,31,309,0.00112,0.02776
2007,Indirect migration background,West,As soon as possible,0.04415,54,180,0.01406,0.07424
2007,Indirect migration background,West,Next year,0.03196,48,180,0.00619,0.05773
2007,Indirect migration background,West,In the next 2 to 5 years,0.03926,78,180,0.01081,0.06771
2008,No migration background,West,As soon as possible,0.02613,336,1152,0.01691,0.03534
2008,No migration background,West,Next year,0.01775,286,1152,0.01012,0.02538
2008,No migration background,West,In the next 2 to 5 years,0.02343,389,1152,0.01469,0.03217
2008,No migration background,West,"In the distant future, in more than five years",0.00772,141,1152,0.00267,0.01278
2008,No migration background,East,As soon as possible,0.07030,323,653,0.05068,0.08993
2008,No migration background,East,Next year,0.02610,148,653,0.01386,0.03833
2008,No migration background,East,In the next 2 to 5 years,0.02459,138,653,0.01270,0.03648
2008,No migration background,East,"In the distant future, in more than five years",0.00713,44,653,0.00067,0.01358
2008,Direct migration background,West,As soon as possible,0.06684,104,215,0.03338,0.10030
2008,Direct migration background,West,Next year,0.02997,46,215,0.00713,0.05282
2008,Direct migration background,West,In the next 2 to 5 years,0.03548,65,215,0.01069,0.06026
2008,Indirect migration background,West,As soon as possible,0.04137,53,168,0.01116,0.07157
2008,Indirect migration background,West,Next year,0.02299,32,168,0.00026,0.04572
2008,Indirect migration background,West,In the next 2 to 5 years,0.04118,83,168,0.01104,0.07131
2009,No migration background,West,As soon as possible,0.02840,329,1068,0.01844,0.03837
2009,No migration background,West,Next year,0.01819,267,1068,0.01017,0.02621
2009,No migration background,West,In the next 2 to 5 years,0.02506,359,1068,0.01568,0.03444
2009,No migration background,West,"In the distant future, in more than five years",0.00695,113,1068,0.00197,0.01194
2009,No migration background,East,As soon as possible,0.06620,295,551,0.04542,0.08697
2009,No migration background,East,Next year,0.02935,132,551,0.01524,0.04345
2009,No migration background,East,In the next 2 to 5 years,0.02026,124,551,0.00849,0.03204
2009,Direct migration background,West,As soon as possible,0.07917,114,196,0.04127,0.11707
2009,Direct migration background,West,Next year,0.02417,33,196,0.00262,0.04573
2009,Direct migration background,West,In the next 2 to 5 years,0.02794,49,196,0.00481,0.05108
2009,Indirect migration background,West,As soon as possible,0.04100,52,155,0.00968,0.07232
2009,Indirect migration background,West,Next year,0.02478,35,155,0.00023,0.04933
2009,Indirect migration background,West,In the next 2 to 5 years,0.04273,68,155,0.01079,0.07468
2010,No migration background,West,As soon as possible,0.02798,571,2236,0.02114,0.03482
2010,No migration background,West,Next year,0.02137,687,2236,0.01537,0.02736
2010,No migration background,West,In the next 2 to 5 years,0.02515,754,2236,0.01866,0.03164
2010,No migration background,West,"In the distant future, in more than five years",0.00777,224,2236,0.00413,0.01142
2010,No migration background,East,As soon as possible,0.06558,403,910,0.04948,0.08167
2010,No migration background,East,Next year,0.02468,256,910,0.01460,0.03477
2010,No migration background,East,In the next 2 to 5 years,0.02004,192,910,0.01093,0.02915
2010,No migration background,East,"In the distant future, in more than five years",0.00689,59,910,0.00151,0.01227
2010,Direct migration background,West,As soon as possible,0.08201,246,796,0.06294,0.10109
2010,Direct migration background,West,Next year,0.04049,209,796,0.02679,0.05419
2010,Direct migration background,West,In the next 2 to 5 years,0.03464,252,796,0.02193,0.04735
2010,Direct migration background,West,"In the distant future, in more than five years",0.01178,89,796,0.00428,0.01927
2010,Indirect migration background,West,As soon as possible,0.04523,88,346,0.02330,0.06716
2010,Indirect migration background,West,Next year,0.03339,99,346,0.01443,0.05234
2010,Indirect migration background,West,In the next 2 to 5 years,0.03457,119,346,0.01530,0.05385
2010,Indirect migration background,West,"In the distant future, in more than five years",0.01289,40,346,0.00099,0.02479
2011,No migration background,West,As soon as possible,0.02477,598,2224,0.01831,0.03124
2011,No migration background,West,Next year,0.01836,594,2224,0.01278,0.02394
2011,No migration background,West,In the next 2 to 5 years,0.02463,772,2224,0.01819,0.03108
2011,No migration background,West,"In the distant future, in more than five years",0.00761,260,2224,0.00400,0.01123
