"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1990","Realschule","Ostdeutschland","6.98","6.5","1357","4","5","9","10","10","6.85","7.11","0","10","7","8"
"1990","Realschule","Westdeutschland","7.32","7.5","1086","5","6","9","10","10","7.21","7.43","0","10","8","8"
"1991","(Fach-)Abitur","Ostdeutschland","6.65","6.5","66","2","5","8","10","10","6.01","7.29","0","10","6","8"
"1991","(Fach-)Abitur","Westdeutschland","7.04","7.5","448","4","6","8","10","10","6.84","7.24","0","10","7","8"
"1991","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland","7.04","7.5","388","4","5","9","10","10","6.83","7.25","0","10","7","8"
"1991","AkademikerIn","Ostdeutschland","6.34","6.5","730","3","5","8","9","10","6.15","6.53","0","10","7","7"
"1991","AkademikerIn","Westdeutschland","7.3","7.5","567","5","6","9","9","10","7.15","7.45","0","10","8","8"
"1991","Hauptschule","Ostdeutschland","6.12","6.5","751","2","5","8","10","10","5.91","6.33","0","10","6","7"
"1991","Hauptschule","Westdeutschland","7.22","7.5","3142","5","6","8","10","10","7.15","7.29","0","10","8","8"
"1991","Realschule","Ostdeutschland","6.47","6.5","1139","2","5","8","10","10","6.31","6.63","0","10","7","7"
"1991","Realschule","Westdeutschland","7.17","7.5","1109","5","6","9","10","10","7.05","7.29","0","10","7","8"
"1992","(Fach-)Abitur","Ostdeutschland","6.98","7.5","62","5","6","9","9","10","6.42","7.54","0","10","7","8"
"1992","(Fach-)Abitur","Westdeutschland","7.26","7.5","458","5","6","9","9","10","7.08","7.44","0","10","8","8"
"1992","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland","6.98","6.5","343","4","5","9","10","10","6.75","7.21","0","10","7","8"
"1992","AkademikerIn","Ostdeutschland","6.81","6.5","671","4","5","8","9","10","6.65","6.97","0","10","7","8"
"1992","AkademikerIn","Westdeutschland","7.59","7.5","574","5","7","9","9","10","7.45","7.73","0","10","8","8"
"1992","Hauptschule","Ostdeutschland","6.62","6.5","591","4","5","8","9","10","6.44","6.8","0","10","7","7"
"1992","Hauptschule","Westdeutschland","7.4","7.5","3017","5","6","9","10","10","7.33","7.47","0","10","8","8"
"1992","Realschule","Ostdeutschland","6.81","6.5","1027","4","5","8","9","10","6.67","6.95","0","10","7","8"
"1992","Realschule","Westdeutschland","7.43","7.5","1109","5","7","9","9","10","7.32","7.54","0","10","8","8"
"1993","(Fach-)Abitur","Ostdeutschland","7.42","7.5","65","4","6","9","10","10","6.92","7.92","2","10","7","8"
"1993","(Fach-)Abitur","Westdeutschland","7.24","7.5","442","5","7","8","9","10","7.05","7.43","0","10","7","8"
"1993","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland","6.9","6.5","323","5","5","8","9","10","6.67","7.13","0","10","7","8"
"1993","AkademikerIn","Ostdeutschland","7.06","6.5","644","5","6","8","9","10","6.9","7.22","0","10","7","8"
"1993","AkademikerIn","Westdeutschland","7.15","7.5","581","4","6","8","9","10","6.99","7.31","0","10","8","8"
"1993","Hauptschule","Ostdeutschland","6.56","6.5","479","3","5","8","10","10","6.35","6.77","0","10","7","7"
"1993","Hauptschule","Westdeutschland","7.07","6.5","2906","5","6","8","10","10","7","7.14","0","10","7","8"
"1993","Realschule","Ostdeutschland","6.76","6.5","1003","4","5","8","9","10","6.63","6.89","0","10","7","7"
"1993","Realschule","Westdeutschland","7.15","7.5","1130","5","6","8","9","10","7.03","7.27","0","10","8","8"
"1994","(Fach-)Abitur","Ostdeutschland","6.98","6.5","77","5","6","8","9","10","6.54","7.42","0","10","7","8"
"1994","(Fach-)Abitur","Westdeutschland","6.87","6.5","458","4","6","8","9","10","6.67","7.07","0","10","7","8"
"1994","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","6.81","6.5","292","4","5","8","9","10","6.55","7.07","0","10","7","8"
"1994","AkademikerIn","Ostdeutschland","7","6.5","629","4","6","8","9","10","6.85","7.15","0","10","7","8"
"1994","AkademikerIn","Westdeutschland","6.97","6.5","615","4","6","8","9","10","6.82","7.12","0","10","7","8"
"1994","Hauptschule","Ostdeutschland","6.4","6.5","456","3","5","8","9","10","6.2","6.6","0","10","6","7"
"1994","Hauptschule","Westdeutschland","7","6.5","2658","4","6","8","10","10","6.92","7.08","0","10","7","8"
"1994","Realschule","Ostdeutschland","6.72","6.5","989","4","5","8","9","10","6.59","6.85","0","10","7","7"
"1994","Realschule","Westdeutschland","7.12","7.5","1114","5","6","8","9","10","7","7.24","0","10","7","8"
"1995","(Fach-)Abitur","Ostdeutschland","7.21","7.5","97","5","6","8","9","10","6.79","7.63","0","10","7","8"
"1995","(Fach-)Abitur","Westdeutschland","6.87","6.5","582","4","6","8","9","10","6.69","7.05","0","10","7","8"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","6.43","6.5","305","3","5","8","9","10","6.17","6.69","0","10","7","7"
"1995","AkademikerIn","Ostdeutschland","6.76","6.5","637","4","5","8","9","10","6.6","6.92","0","10","7","8"
"1995","AkademikerIn","Westdeutschland","6.97","7.5","723","4","6","8","9","10","6.82","7.12","0","10","7","8"
"1995","Hauptschule","Ostdeutschland","6.37","6.5","480","3","5","8","9","10","6.15","6.59","0","10","6","7"
"1995","Hauptschule","Westdeutschland","6.8","6.5","2861","4","5","8","10","10","6.72","6.88","0","10","7","7"
"1995","Realschule","Ostdeutschland","6.64","6.5","1057","4","5","8","9","10","6.5","6.78","0","10","7","7"
"1995","Realschule","Westdeutschland","7.12","7.5","1242","4","6","9","9","10","7","7.24","0","10","8","8"
"1996","(Fach-)Abitur","Ostdeutschland","6.92","6.5","108","5","6","8","9","10","6.57","7.27","0","10","7","8"
"1996","(Fach-)Abitur","Westdeutschland","6.88","6.5","561","4","5","8","9","10","6.7","7.06","0","10","7","8"
"1996","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","6.32","6.5","280","3","5","8","9","10","6.05","6.59","0","10","7","7"
"1996","AkademikerIn","Ostdeutschland","6.69","6.5","619","4","5","8","9","10","6.52","6.86","0","10","7","7"
"1996","AkademikerIn","Westdeutschland","7.08","7.5","742","4","6","8","9","10","6.94","7.22","0","10","8","8"
"1996","Hauptschule","Ostdeutschland","6.33","6.5","453","3","5","8","10","10","6.1","6.56","0","10","6","7"
"1996","Hauptschule","Westdeutschland","6.81","6.5","2763","4","5","8","9","10","6.73","6.89","0","10","7","7"
"1996","Realschule","Ostdeutschland","6.7","6.5","1040","4","5","8","9","10","6.57","6.83","0","10","7","7"
"1996","Realschule","Westdeutschland","7.07","7.5","1255","5","6","8","9","10","6.96","7.18","0","10","7","8"
"1997","(Fach-)Abitur","Ostdeutschland","6.85","6.5","112","4","6","8","9","9","6.5","7.2","0","10","7","8"
"1997","(Fach-)Abitur","Westdeutschland","6.77","6.5","561","4","6","8","9","10","6.59","6.95","0","10","7","7"
"1997","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Westdeutschland","6.57","6.5","249","3","5","8","10","10","6.29","6.85","0","10","7","7"
"1997","AkademikerIn","Ostdeutschland","6.81","6.5","615","4","6","8","9","10","6.66","6.96","0","10","7","7"
"1997","AkademikerIn","Westdeutschland","7.11","7.5","736","4","6","8","9","10","6.98","7.24","0","10","7","8"
"1997","Hauptschule","Ostdeutschland","6.22","6.5","412","3","5","8","9","10","5.99","6.45","0","10","7","7"
"1997","Hauptschule","Westdeutschland","6.74","6.5","2609","4","5","8","9","10","6.66","6.82","0","10","7","7"
"1997","Realschule","Ostdeutschland","6.68","6.5","1020","4","5","8","9","10","6.55","6.81","0","10","7","7"
"1997","Realschule","Westdeutschland","7.09","7.5","1237","4","6","8","9","10","6.98","7.2","0","10","7","8"
"1998","(Fach-)Abitur","Ostdeutschland","6.72","6.5","108","4","6","8","9","10","6.33","7.11","0","10","7","8"
"1998","(Fach-)Abitur","Westdeutschland","6.94","6.5","631","4","6","8","9","10","6.78","7.1","0","10","7","7"
"1998","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Westdeutschland","6.63","6.5","234","4","5","8","9","10","6.38","6.88","0","10","7","7"
"1998","AkademikerIn","Ostdeutschland","6.52","6.5","620","3","5","8","9","10","6.35","6.69","0","10","7","7"
"1998","AkademikerIn","Westdeutschland","7.12","7.5","882","4","6","8","9","10","6.99","7.25","0","10","7","8"
"1998","Hauptschule","Ostdeutschland","6.13","6.5","412","3","5","8","9","10","5.88","6.38","0","10","6","7"
"1998","Hauptschule","Westdeutschland","6.89","6.5","2719","4","6","8","10","10","6.81","6.97","0","10","7","7"
"1998","Realschule","Ostdeutschland","6.61","6.5","1087","3","5","8","9","10","6.48","6.74","0","10","7","7"
"1998","Realschule","Westdeutschland","7.06","6.5","1379","4","6","8","9","10","6.95","7.17","0","10","7","8"
"1999","(Fach-)Abitur","Ostdeutschland","6.47","6.5","133","4","5","8","9","10","6.11","6.83","0","10","7","8"
"1999","(Fach-)Abitur","Westdeutschland","7","6.5","618","4","6","8","9","10","6.84","7.16","0","10","7","8"
"1999","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Westdeutschland","6.26","6.5","243","3","5","8","9","10","5.97","6.55","0","10","6","7"
"1999","AkademikerIn","Ostdeutschland","6.63","6.5","604","4","5","8","9","10","6.47","6.79","0","10","7","7"
"1999","AkademikerIn","Westdeutschland","7.22","7.5","897","5","6","9","9","10","7.1","7.34","0","10","7","8"
"1999","Hauptschule","Ostdeutschland","6.01","6.5","400","2","5","8","9","10","5.76","6.26","0","10","6","7"
"1999","Hauptschule","Westdeutschland","6.78","6.5","2672","4","5","8","9","10","6.7","6.86","0","10","7","8"
"1999","Realschule","Ostdeutschland","6.75","6.5","1093","4","5","8","9","10","6.63","6.87","0","10","7","7"
"1999","Realschule","Westdeutschland","6.99","6.5","1405","4","6","8","9","10","6.88","7.1","0","10","7","8"
"2000","(Fach-)Abitur","Ostdeutschland","6.8","6.5","188","4","5","8","10","10","6.49","7.11","0","10","7","8"
"2000","(Fach-)Abitur","Westdeutschland","7.05","7.5","1132","4","6","8","10","10","6.93","7.17","0","10","7","8"
"2000","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Westdeutschland","5.71","5.5","181","0","4","8","10","10","5.27","6.15","0","10","5","7"
"2000","AkademikerIn","Ostdeutschland","6.93","6.5","832","4","6","8","9","10","6.79","7.07","0","10","7","8"
"2000","AkademikerIn","Westdeutschland","7.33","7.5","1758","5","6","9","10","10","7.24","7.42","0","10","8","8"
"2000","Hauptschule","Ostdeutschland","6.18","6.5","496","2","5","8","10","10","5.95","6.41","0","10","6","7"
"2000","Hauptschule","Westdeutschland","7.08","7.5","4391","4","6","9","10","10","7.01","7.15","0","10","7","8"
"2000","Realschule","Ostdeutschland","6.85","6.5","1637","4","5","8","10","10","6.74","6.96","0","10","7","7"
"2000","Realschule","Westdeutschland","7.24","7.5","2598","4","6","9","10","10","7.16","7.32","0","10","8","8"
"2001","(Fach-)Abitur","Ostdeutschland","6.79","6.5","211","4","5","8","9","10","6.52","7.06","0","10","7","8"
"2001","(Fach-)Abitur","Westdeutschland","6.99","6.5","1215","4","6","9","9","10","6.87","7.11","0","10","7","8"
"2001","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Westdeutschland","6.55","6.5","181","3","5","8","10","10","6.19","6.91","0","10","7","8"
"2001","AkademikerIn","Ostdeutschland","6.92","6.5","846","4","6","8","9","10","6.78","7.06","0","10","7","8"
"2001","AkademikerIn","Westdeutschland","7.32","7.5","1767","4","7","9","9","10","7.23","7.41","0","10","8","8"
"2001","Hauptschule","Ostdeutschland","6.38","6.5","458","3","5","8","9","10","6.15","6.61","0","10","7","7"
"2001","Hauptschule","Westdeutschland","7.03","7.5","4058","4","6","9","10","10","6.96","7.1","0","10","7","8"
"2001","Realschule","Ostdeutschland","6.8","6.5","1608","4","5","8","9","10","6.69","6.91","0","10","7","7"
"2001","Realschule","Westdeutschland","7.22","7.5","2591","5","6","9","10","10","7.14","7.3","0","10","8","8"
"2002","(Fach-)Abitur","Ostdeutschland","6.97","7.5","225","4","5","8","9","10","6.7","7.24","1","10","7","8"
"2002","(Fach-)Abitur","Westdeutschland","6.95","6.5","1353","4","6","8","9","10","6.84","7.06","0","10","7","8"
"2002","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Westdeutschland","6.58","6.5","170","4","5","8","10","10","6.21","6.95","0","10","7","8"
"2002","AkademikerIn","Ostdeutschland","6.86","6.5","927","4","6","8","9","10","6.73","6.99","0","10","7","7"
"2002","AkademikerIn","Westdeutschland","7.16","7.5","2529","4","6","8","9","10","7.09","7.23","0","10","8","8"
"2002","Hauptschule","Ostdeutschland","6.26","6.5","399","2","5","8","9","10","6","6.52","0","10","7","7"
"2002","Hauptschule","Westdeutschland","6.79","6.5","3859","3","5","8","10","10","6.72","6.86","0","10","7","7"
"2002","Realschule","Ostdeutschland","6.58","6.5","1530","3","5","8","9","10","6.47","6.69","0","10","7","7"
"2002","Realschule","Westdeutschland","7.1","7.5","2792","4","6","8","10","10","7.02","7.18","0","10","8","8"
"2003","(Fach-)Abitur","Ostdeutschland","6.6","6.5","224","4","5","8","9","10","6.31","6.89","0","10","7","7"
"2003","(Fach-)Abitur","Westdeutschland","6.96","6.5","1325","4","6","8","9","10","6.85","7.07","0","10","7","8"
"2003","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","6.3","6.5","156","3","5","8","10","10","5.89","6.71","0","10","6","7"
"2003","AkademikerIn","Ostdeutschland","6.76","6.5","885","4","5","8","9","10","6.63","6.89","0","10","7","8"
"2003","AkademikerIn","Westdeutschland","7.17","7.5","2345","4","6","8","9","10","7.09","7.25","0","10","8","8"
"2003","Hauptschule","Ostdeutschland","5.97","6.5","365","1","5","8","9","10","5.68","6.26","0","10","6","7"
"2003","Hauptschule","Westdeutschland","6.83","6.5","3565","3","5","8","10","10","6.75","6.91","0","10","7","7"
"2003","Realschule","Ostdeutschland","6.47","6.5","1491","3","5","8","9","10","6.36","6.58","0","10","7","7"
"2003","Realschule","Westdeutschland","6.98","7.5","2680","4","6","8","9","10","6.9","7.06","0","10","8","8"
"2004","(Fach-)Abitur","Ostdeutschland","6.71","6.5","247","4","5","8","9","10","6.45","6.97","0","10","7","7"
"2004","(Fach-)Abitur","Westdeutschland","6.96","6.5","1315","4","6","8","9","10","6.85","7.07","0","10","7","8"
"2004","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","5.43","5.5","149","0","3","8","10","10","4.97","5.89","0","10","6","7"
"2004","AkademikerIn","Ostdeutschland","6.71","6.5","867","4","5","8","9","10","6.57","6.85","0","10","7","8"
"2004","AkademikerIn","Westdeutschland","6.93","6.5","2286","4","6","8","9","10","6.85","7.01","0","10","8","8"
"2004","Hauptschule","Ostdeutschland","5.65","5.5","356","0","4","8","9","10","5.36","5.94","0","10","6","7"
"2004","Hauptschule","Westdeutschland","6.79","6.5","3334","4","5","8","10","10","6.71","6.87","0","10","7","7"
"2004","Realschule","Ostdeutschland","6.39","6.5","1407","3","5","8","9","10","6.27","6.51","0","10","7","7"
"2004","Realschule","Westdeutschland","6.94","6.5","2569","4","6","8","9","10","6.86","7.02","0","10","7","8"
"2005","(Fach-)Abitur","Ostdeutschland","6.81","6.5","238","4","6","8","9","10","6.56","7.06","0","10","7","8"
"2005","(Fach-)Abitur","Westdeutschland","6.81","6.5","1253","4","6","8","9","10","6.69","6.93","0","10","7","8"
"2005","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","5.48","5.5","147","0","4","8","9","10","5.03","5.93","0","10","6","7"
"2005","AkademikerIn","Ostdeutschland","6.63","6.5","840","4","5","8","9","10","6.48","6.78","0","10","7","8"
"2005","AkademikerIn","Westdeutschland","7.03","7.5","2153","4","6","8","9","10","6.95","7.11","0","10","8","8"
"2005","Hauptschule","Ostdeutschland","5.63","5.5","292","0","4","8","9","10","5.28","5.98","0","10","6","7"
"2005","Hauptschule","Westdeutschland","6.67","6.5","3118","3","5","8","10","10","6.59","6.75","0","10","7","7"
"2005","Realschule","Ostdeutschland","6.39","6.5","1357","3","5","8","9","10","6.27","6.51","0","10","7","7"
"2005","Realschule","Westdeutschland","6.92","6.5","2461","4","6","8","9","10","6.84","7","0","10","7","8"
"2006","(Fach-)Abitur","Ostdeutschland","6.62","6.5","246","3","5","8","9","10","6.35","6.89","0","10","7","7"
"2006","(Fach-)Abitur","Westdeutschland","6.83","6.5","1320","4","6","8","9","10","6.72","6.94","0","10","7","8"
"2006","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","6.13","5.5","108","3","5","8","9","10","5.68","6.58","0","10","7","8"
"2006","AkademikerIn","Ostdeutschland","6.97","6.5","859","4","6","8","9","10","6.84","7.1","0","10","7","7"
"2006","AkademikerIn","Westdeutschland","6.94","6.5","2355","4","6","8","9","10","6.86","7.02","0","10","8","8"
"2006","Hauptschule","Ostdeutschland","6.05","6.5","304","2","5","8","9","10","5.75","6.35","0","10","6","7"
"2006","Hauptschule","Westdeutschland","6.72","6.5","3201","3","5","8","10","10","6.64","6.8","0","10","7","7"
"2006","Realschule","Ostdeutschland","6.52","6.5","1417","3","5","8","9","10","6.4","6.64","0","10","7","7"
"2006","Realschule","Westdeutschland","6.87","6.5","2578","3","6","8","9","10","6.79","6.95","0","10","7","8"
"2007","(Fach-)Abitur","Ostdeutschland","6.85","6.5","252","4","6","8","9","10","6.6","7.1","0","10","7","8"
"2007","(Fach-)Abitur","Westdeutschland","6.91","6.5","1283","4","6","8","9","10","6.8","7.02","0","10","7","8"
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","6.36","6.5","99","2","5","8","10","10","5.86","6.86","0","10","6","8"
"2007","AkademikerIn","Ostdeutschland","6.75","6.5","840","4","6","8","9","10","6.61","6.89","0","10","7","7"
"2007","AkademikerIn","Westdeutschland","7.01","6.5","2251","4","6","8","9","10","6.93","7.09","0","10","8","8"
"2007","Hauptschule","Ostdeutschland","6.04","6.5","285","0","4","8","10","10","5.69","6.39","0","10","6","7"
"2007","Hauptschule","Westdeutschland","6.65","6.5","2959","4","5","8","9","10","6.57","6.73","0","10","7","7"
"2007","Realschule","Ostdeutschland","6.46","6.5","1352","3","5","8","9","10","6.34","6.58","0","10","7","7"
"2007","Realschule","Westdeutschland","6.86","6.5","2443","4","6","8","9","10","6.78","6.94","0","10","7","8"
"2008","(Fach-)Abitur","Ostdeutschland","6.93","6.5","240","5","6","8","9","10","6.7","7.16","0","10","7","7"
"2008","(Fach-)Abitur","Westdeutschland","6.83","6.5","1222","4","6","8","9","10","6.72","6.94","0","10","7","7"
"2008","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","6.22","5.5","108","4","5","8","9","10","5.79","6.65","0","10","6","8"
"2008","AkademikerIn","Ostdeutschland","6.99","6.5","796","4","6","8","9","10","6.85","7.13","0","10","7","8"
"2008","AkademikerIn","Westdeutschland","7","6.5","2139","4","6","8","9","10","6.92","7.08","0","10","7","8"
"2008","Hauptschule","Ostdeutschland","6.1","6.5","252","2","4","8","9","10","5.77","6.43","0","10","6","7"
"2008","Hauptschule","Westdeutschland","6.77","6.5","2760","4","5","8","10","10","6.69","6.85","0","10","7","7"
"2008","Realschule","Ostdeutschland","6.64","6.5","1302","4","5","8","9","10","6.53","6.75","0","10","7","7"
"2008","Realschule","Westdeutschland","6.86","6.5","2313","4","6","8","9","10","6.77","6.95","0","10","7","8"
"2009","(Fach-)Abitur","Ostdeutschland","6.76","6.5","221","4","6","8","9","10","6.49","7.03","0","10","7","8"
"2009","(Fach-)Abitur","Westdeutschland","6.74","6.5","1154","4","5","8","9","10","6.62","6.86","0","10","7","7"
"2009","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","6.04","5.5","97","3","5","8","9","10","5.54","6.54","0","10","6","7"
"2009","AkademikerIn","Ostdeutschland","7.03","6.5","757","4","6","8","9","10","6.89","7.17","0","10","7","8"
