"year","age_gr","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1989","35-65","kein Migrationshintergrund","7.29","7.5","2137","5","6","9","10","10","7.21","7.37","0","10","8","8"
"1989","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","66 +","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","17-34","direkter Migrationshintergrund","7.13","7.5","603","4","6","9","10","10","6.96","7.3","0","10","7","8"
"1990","17-34","indirekter Migrationshintergrund","7.48","7.5","138","4","7","9","10","10","7.13","7.83","1","10","8","8"
"1990","17-34","kein Migrationshintergrund","7.13","7.5","3107","4","6","9","10","10","7.05","7.21","0","10","7","8"
"1990","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","35-65","direkter Migrationshintergrund","7.19","7.5","1112","5","6","9","10","10","7.07","7.31","0","10","7","8"
"1990","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","35-65","kein Migrationshintergrund","7.3","7.5","4024","5","6","9","10","10","7.23","7.37","0","10","8","8"
"1990","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","66 +","kein Migrationshintergrund","8.01","7.5","46","5","7","9","10","10","7.4","8.62","0","10","8","9"
"1990","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","17-34","direkter Migrationshintergrund","7.31","7.5","590","5","6","9","10","10","7.15","7.47","0","10","8","8"
"1991","17-34","indirekter Migrationshintergrund","7.38","7.5","192","4","6","9","10","10","7.07","7.69","0","10","8","8"
"1991","17-34","kein Migrationshintergrund","7.07","7.5","2827","4","6","9","10","10","6.98","7.16","0","10","7","8"
"1991","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","35-65","direkter Migrationshintergrund","7.06","7.5","1114","4","6","8","10","10","6.94","7.18","0","10","7","8"
"1991","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","35-65","kein Migrationshintergrund","6.93","6.5","3723","4","6","8","10","10","6.85","7.01","0","10","7","7"
"1991","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","66 +","kein Migrationshintergrund","8","7.5","33","6","7","9","10","10","7.38","8.62","3","10","7","9"
"1991","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","17-34","direkter Migrationshintergrund","7.43","7.5","563","5","6","9","10","10","7.27","7.59","0","10","7","8"
"1992","17-34","indirekter Migrationshintergrund","7.9","7.5","212","5","7","9","10","10","7.65","8.15","0","10","8","8"
"1992","17-34","kein Migrationshintergrund","7.29","7.5","2597","5","6","9","9","10","7.21","7.37","0","10","8","8"
"1992","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","35-65","direkter Migrationshintergrund","7.29","7.5","1033","5","6","9","10","10","7.17","7.41","0","10","7","8"
"1992","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","35-65","kein Migrationshintergrund","7.25","7.5","3571","5","6","9","10","10","7.18","7.32","0","10","8","8"
"1992","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","66 +","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","17-34","direkter Migrationshintergrund","7.11","7.5","525","5","6","8","10","10","6.94","7.28","0","10","7","8"
"1993","17-34","indirekter Migrationshintergrund","7.66","7.5","258","5","7","9","10","10","7.41","7.91","0","10","8","8"
"1993","17-34","kein Migrationshintergrund","7.12","7.5","2484","4","6","8","9","10","7.04","7.2","0","10","7","8"
"1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","35-65","direkter Migrationshintergrund","6.83","6.5","973","4","5","8","9","10","6.7","6.96","0","10","7","7"
"1993","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","35-65","kein Migrationshintergrund","7.04","6.5","3465","4","6","8","10","10","6.97","7.11","0","10","7","8"
"1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","66 +","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","17-34","direkter Migrationshintergrund","6.93","6.5","469","4","6","8","9","10","6.75","7.11","0","10","7","8"
"1994","17-34","indirekter Migrationshintergrund","7.19","7.5","273","4","6","9","10","10","6.93","7.45","0","10","7","8"
"1994","17-34","kein Migrationshintergrund","7.1","7.5","2426","4","6","8","9","10","7.02","7.18","0","10","7","8"
"1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","35-65","direkter Migrationshintergrund","6.74","6.5","876","4","5","8","9","10","6.59","6.89","0","10","7","8"
"1994","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","35-65","kein Migrationshintergrund","6.89","6.5","3412","4","6","8","9","10","6.82","6.96","0","10","7","7"
"1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","66 +","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","17-34","direkter Migrationshintergrund","6.86","6.5","601","3","6","8","10","10","6.67","7.05","0","10","7","8"
"1995","17-34","indirekter Migrationshintergrund","7.16","7.5","307","5","5","9","10","10","6.92","7.4","0","10","8","8"
"1995","17-34","kein Migrationshintergrund","6.97","6.5","2587","4","6","8","9","10","6.89","7.05","0","10","7","8"
"1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","35-65","direkter Migrationshintergrund","6.67","6.5","1044","3","5","8","10","10","6.53","6.81","0","10","7","7"
"1995","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","35-65","kein Migrationshintergrund","6.83","6.5","3608","4","6","8","9","10","6.76","6.9","0","10","7","7"
"1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","66 +","kein Migrationshintergrund","6.15","6.5","58","2","5","8","9","10","5.46","6.84","0","10","5","8"
"1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","17-34","direkter Migrationshintergrund","6.96","7.5","546","4","5","9","9","10","6.76","7.16","0","10","7","8"
"1996","17-34","indirekter Migrationshintergrund","7.05","7.5","323","4","5","9","10","10","6.82","7.28","0","10","7","8"
"1996","17-34","kein Migrationshintergrund","6.98","6.5","2486","4","6","8","9","10","6.9","7.06","0","10","7","8"
"1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","35-65","direkter Migrationshintergrund","6.59","6.5","965","3","5","8","9","10","6.45","6.73","0","10","7","7"
"1996","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","35-65","kein Migrationshintergrund","6.81","6.5","3654","4","5","8","9","10","6.74","6.88","0","10","7","7"
"1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","66 +","kein Migrationshintergrund","6.17","6.5","66","3","5","8","9","10","5.57","6.77","0","10","6","8"
"1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","17-34","direkter Migrationshintergrund","6.97","7.5","506","4","5","9","10","10","6.77","7.17","0","10","7","8"
"1997","17-34","indirekter Migrationshintergrund","6.97","6.5","334","4","6","9","9","10","6.74","7.2","0","10","7","8"
"1997","17-34","kein Migrationshintergrund","6.97","6.5","2371","4","6","8","9","10","6.89","7.05","0","10","7","8"
"1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","35-65","direkter Migrationshintergrund","6.5","6.5","903","4","5","8","9","10","6.35","6.65","0","10","7","7"
"1997","35-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","35-65","kein Migrationshintergrund","6.8","6.5","3588","4","6","8","9","10","6.73","6.87","0","10","7","7"
"1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","66 +","kein Migrationshintergrund","6.23","6.5","60","3","4","8","10","10","5.5","6.96","0","10","5","8"
"1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","17-34","direkter Migrationshintergrund","7.05","6.5","457","4","6","9","10","10","6.85","7.25","0","10","7","8"
"1998","17-34","indirekter Migrationshintergrund","7.21","7.5","357","4","6","9","10","10","6.98","7.44","0","10","7","8"
"1998","17-34","kein Migrationshintergrund","6.87","6.5","2533","4","6","8","9","10","6.79","6.95","0","10","7","8"
"1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","35-65","direkter Migrationshintergrund","6.79","6.5","892","4","5","8","9","10","6.65","6.93","0","10","7","7"
"1998","35-65","indirekter Migrationshintergrund","7.29","6.5","32","6","7","8","9","10","6.45","8.13","0","10","7","8"
"1998","35-65","kein Migrationshintergrund","6.9","6.5","4145","4","6","8","9","10","6.84","6.96","0","10","7","7"
"1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","66 +","kein Migrationshintergrund","6.54","6.5","91","2","5","9","10","10","5.9","7.18","0","10","6","8"
"1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","17-34","direkter Migrationshintergrund","6.91","7.5","412","4","6","9","9","10","6.69","7.13","0","10","7","8"
"1999","17-34","indirekter Migrationshintergrund","7.2","7.5","342","5","6","9","10","10","6.99","7.41","0","10","8","8"
"1999","17-34","kein Migrationshintergrund","6.95","6.5","2467","4","6","8","9","10","6.87","7.03","0","10","7","8"
"1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","35-65","direkter Migrationshintergrund","6.59","6.5","826","4","5","8","9","10","6.45","6.73","0","10","7","7"
"1999","35-65","indirekter Migrationshintergrund","6.94","6.5","41","4","5","9","9","10","6.23","7.65","0","10","6","8"
"1999","35-65","kein Migrationshintergrund","6.84","6.5","4150","4","5","8","9","10","6.78","6.9","0","10","7","7"
"1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1999","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1999","66 +","kein Migrationshintergrund","5.98","5.5","64","0","5","8","9","10","5.26","6.7","0","10","5","8"
"1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","17-34","direkter Migrationshintergrund","7.23","7.5","552","4","6","9","10","10","7.04","7.42","0","10","7","8"
"2000","17-34","indirekter Migrationshintergrund","7.35","7.5","403","5","6","9","10","10","7.15","7.55","0","10","8","8"
"2000","17-34","kein Migrationshintergrund","7.2","7.5","3503","4","6","9","10","10","7.13","7.27","0","10","8","8"
"2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","35-65","direkter Migrationshintergrund","6.71","6.5","1220","3","5","8","10","10","6.58","6.84","0","10","7","7"
"2000","35-65","indirekter Migrationshintergrund","7.04","7.5","69","5","6","8","9","10","6.51","7.57","0","10","7","8"
"2000","35-65","kein Migrationshintergrund","7.09","7.5","7300","4","6","8","10","10","7.04","7.14","0","10","7","8"
"2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","66 +","kein Migrationshintergrund","5.68","5.5","171","0","4","8","10","10","5.15","6.21","0","10","6","7"
"2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","17-34","direkter Migrationshintergrund","7.22","7.5","520","5","6","9","10","10","7.03","7.41","0","10","7","8"
"2001","17-34","indirekter Migrationshintergrund","7.35","7.5","403","5","6","9","10","10","7.15","7.55","0","10","8","8"
"2001","17-34","kein Migrationshintergrund","7.19","7.5","3386","4","6","9","10","10","7.12","7.26","0","10","8","8"
"2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","35-65","direkter Migrationshintergrund","6.84","6.5","1158","4","5","8","10","10","6.72","6.96","0","10","7","8"
"2001","35-65","indirekter Migrationshintergrund","7.04","6.5","78","4","6","8","9","10","6.6","7.48","2","10","7","8"
"2001","35-65","kein Migrationshintergrund","7.05","7.5","7294","4","6","8","10","10","7","7.1","0","10","7","8"
"2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","66 +","kein Migrationshintergrund","5.38","5.5","165","0","0","8","10","10","4.81","5.95","0","10","5","7"
"2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","17-34","direkter Migrationshintergrund","6.98","6.5","448","5","6","8","9","10","6.79","7.17","0","10","7","8"
"2002","17-34","indirekter Migrationshintergrund","6.84","6.5","398","3","5","9","10","10","6.62","7.06","0","10","7","8"
"2002","17-34","kein Migrationshintergrund","7.04","7.5","3307","4","6","9","9","10","6.97","7.11","0","10","8","8"
"2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","35-65","direkter Migrationshintergrund","6.63","6.5","1116","3","5","8","10","10","6.5","6.76","0","10","7","7"
"2002","35-65","indirekter Migrationshintergrund","6.44","6.5","101","3","4","8","9","10","5.98","6.9","0","10","7","8"
"2002","35-65","kein Migrationshintergrund","6.91","6.5","8320","4","6","8","9","10","6.87","6.95","0","10","7","8"
"2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","66 +","kein Migrationshintergrund","5.81","6.5","207","0","3","9","10","10","5.34","6.28","0","10","7","8"
"2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","17-34","direkter Migrationshintergrund","6.8","6.5","405","4","5","8","9","10","6.58","7.02","0","10","7","8"
"2003","17-34","indirekter Migrationshintergrund","7.18","7.5","393","4","6","9","10","10","6.98","7.38","0","10","8","8"
"2003","17-34","kein Migrationshintergrund","6.97","7.5","3112","4","6","8","9","10","6.89","7.05","0","10","7","8"
"2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","35-65","direkter Migrationshintergrund","6.69","6.5","1055","3","5","8","10","10","6.55","6.83","0","10","7","7"
"2003","35-65","indirekter Migrationshintergrund","6.86","6.5","105","4","5","8","9","10","6.44","7.28","0","10","7","8"
"2003","35-65","kein Migrationshintergrund","6.88","6.5","7910","4","6","8","9","10","6.83","6.93","0","10","7","8"
"2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","66 +","kein Migrationshintergrund","5.82","6.5","216","0","3","9","10","10","5.35","6.29","0","10","6","8"
"2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","17-34","direkter Migrationshintergrund","6.95","7.5","373","4","5","9","10","10","6.72","7.18","0","10","7","8"
"2004","17-34","indirekter Migrationshintergrund","6.74","6.5","385","3","5","8","9","10","6.51","6.97","0","10","7","8"
"2004","17-34","kein Migrationshintergrund","6.88","6.5","2915","4","6","8","9","10","6.8","6.96","0","10","7","8"
"2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","35-65","direkter Migrationshintergrund","6.45","6.5","997","3","5","8","9","10","6.31","6.59","0","10","7","7"
"2004","35-65","indirekter Migrationshintergrund","6.86","6.5","116","4","6","8","9","10","6.45","7.27","0","10","7","8"
"2004","35-65","kein Migrationshintergrund","6.79","6.5","7743","4","5","8","9","10","6.74","6.84","0","10","7","7"
"2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","66 +","kein Migrationshintergrund","6.3","6.5","203","0","5","8","10","10","5.86","6.74","0","10","7","8"
"2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","17-34","direkter Migrationshintergrund","6.74","6.5","302","3","5","8","10","10","6.46","7.02","0","10","7","8"
"2005","17-34","indirekter Migrationshintergrund","7.01","6.5","391","4","6","9","10","10","6.77","7.25","0","10","7","8"
"2005","17-34","kein Migrationshintergrund","6.91","6.5","2716","4","6","8","9","10","6.83","6.99","0","10","7","8"
"2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","35-65","direkter Migrationshintergrund","6.35","6.5","971","3","5","8","9","10","6.21","6.49","0","10","7","7"
"2005","35-65","indirekter Migrationshintergrund","6.91","6.5","119","4","6","8","9","10","6.52","7.3","0","10","7","8"
"2005","35-65","kein Migrationshintergrund","6.73","6.5","7375","4","5","8","9","10","6.68","6.78","0","10","7","7"
"2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","66 +","kein Migrationshintergrund","5.97","6.5","212","0","4","9","10","10","5.52","6.42","0","10","7","8"
"2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","17-34","direkter Migrationshintergrund","6.73","6.5","326","3","5","8","9","10","6.46","7","0","10","7","8"
"2006","17-34","indirekter Migrationshintergrund","7.13","7.5","386","4","6","9","10","10","6.9","7.36","0","10","7","8"
"2006","17-34","kein Migrationshintergrund","6.94","6.5","2660","4","6","8","9","10","6.86","7.02","0","10","7","8"
"2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","35-65","direkter Migrationshintergrund","6.39","6.5","959","3","5","8","9","10","6.25","6.53","0","10","7","7"
"2006","35-65","indirekter Migrationshintergrund","6.83","6.5","134","4","6","8","9","10","6.5","7.16","0","10","7","8"
"2006","35-65","kein Migrationshintergrund","6.77","6.5","7934","4","5","8","9","10","6.72","6.82","0","10","7","7"
"2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","66 +","kein Migrationshintergrund","6.03","6.5","236","0","4","8","10","10","5.64","6.42","0","10","7","8"
"2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","17-34","direkter Migrationshintergrund","6.62","6.5","281","3","5","8","9","10","6.35","6.89","0","10","7","8"
"2007","17-34","indirekter Migrationshintergrund","6.84","6.5","380","4","5","9","10","10","6.63","7.05","0","10","7","8"
