year,age_gr,regtyp,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,Rural regions,Seldom,0.32877,1178,3551,0.31331,0.34422
2018,46-65 y.,Rural regions,Never,0.14758,561,3551,0.13591,0.15925
2018,66 and older,Urban regions,Very often,0.01880,74,3138,0.01405,0.02355
2018,66 and older,Urban regions,Often,0.11614,382,3138,0.10493,0.12735
2018,66 and older,Urban regions,Sometimes,0.26867,907,3138,0.25316,0.28418
2018,66 and older,Urban regions,Seldom,0.31999,1006,3138,0.30367,0.33632
2018,66 and older,Urban regions,Never,0.26648,769,3138,0.25101,0.28195
2018,66 and older,Rural regions,Often,0.08541,163,1806,0.07252,0.09830
2018,66 and older,Rural regions,Sometimes,0.28514,522,1806,0.26431,0.30597
2018,66 and older,Rural regions,Seldom,0.35428,630,1806,0.33222,0.37635
2018,66 and older,Rural regions,Never,0.25456,491,1806,0.23446,0.27465
