year,age_gr,pgisced97,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,First Stage of Tertiary Education,Sometimes,0.34795,226,623,0.31052,0.38538
2003,46-65 y.,First Stage of Tertiary Education,Seldom,0.27317,204,623,0.23815,0.30819
2003,46-65 y.,First Stage of Tertiary Education,Never,0.15169,90,623,0.12349,0.17988
2003,46-65 y.,Second Stage of Tertiary Education,Very often,0.03910,74,1991,0.03058,0.04762
2003,46-65 y.,Second Stage of Tertiary Education,Often,0.18219,345,1991,0.16523,0.19915
2003,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38819,791,1991,0.36677,0.40960
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.28739,612,1991,0.26751,0.30727
2003,46-65 y.,Second Stage of Tertiary Education,Never,0.09886,169,1991,0.08575,0.11198
2003,66 and older,Lower Secondary Level,Often,0.05180,38,768,0.03612,0.06749
2003,66 and older,Lower Secondary Level,Sometimes,0.16011,125,768,0.13416,0.18606
2003,66 and older,Lower Secondary Level,Seldom,0.24596,198,768,0.21548,0.27644
2003,66 and older,Lower Secondary Level,Never,0.52397,407,768,0.48862,0.55931
2003,66 and older,Upper Secondary Level,Often,0.04653,88,1840,0.03690,0.05616
2003,66 and older,Upper Secondary Level,Sometimes,0.19201,372,1840,0.17401,0.21001
2003,66 and older,Upper Secondary Level,Seldom,0.30527,575,1840,0.28422,0.32631
2003,66 and older,Upper Secondary Level,Never,0.43219,805,1840,0.40955,0.45483
2003,66 and older,Post-secondary Non-tertiary Level,Seldom,0.41699,36,68,0.29893,0.53506
2003,66 and older,Post-secondary Non-tertiary Level,Never,0.28305,32,68,0.17518,0.39092
2003,66 and older,First Stage of Tertiary Education,Sometimes,0.22881,60,227,0.17404,0.28357
2003,66 and older,First Stage of Tertiary Education,Seldom,0.25888,73,227,0.20178,0.31599
2003,66 and older,First Stage of Tertiary Education,Never,0.44017,94,227,0.37545,0.50489
2003,66 and older,Second Stage of Tertiary Education,Often,0.09593,56,564,0.07160,0.12025
2003,66 and older,Second Stage of Tertiary Education,Sometimes,0.30967,184,564,0.27148,0.34787
2003,66 and older,Second Stage of Tertiary Education,Seldom,0.35350,206,564,0.31401,0.39299
2003,66 and older,Second Stage of Tertiary Education,Never,0.22771,118,564,0.19307,0.26235
2008,17-29 y.,Pre-primary Level,Very often,0.05233,37,346,0.02883,0.07582
2008,17-29 y.,Pre-primary Level,Often,0.19876,122,346,0.15665,0.24088
2008,17-29 y.,Pre-primary Level,Sometimes,0.24054,141,346,0.19544,0.28565
2008,17-29 y.,Pre-primary Level,Seldom,0.08383,46,346,0.05458,0.11307
2008,17-29 y.,Lower Secondary Level,Very often,0.04981,31,536,0.03138,0.06825
2008,17-29 y.,Lower Secondary Level,Often,0.21383,123,536,0.17908,0.24857
2008,17-29 y.,Lower Secondary Level,Sometimes,0.35989,215,536,0.31921,0.40056
2008,17-29 y.,Lower Secondary Level,Seldom,0.18711,117,536,0.15407,0.22016
2008,17-29 y.,Lower Secondary Level,Never,0.10349,50,536,0.07768,0.12930
2008,17-29 y.,Upper Secondary Level,Very often,0.05997,86,1412,0.04759,0.07236
2008,17-29 y.,Upper Secondary Level,Often,0.25050,362,1412,0.22789,0.27311
2008,17-29 y.,Upper Secondary Level,Sometimes,0.41775,571,1412,0.39202,0.44349
2008,17-29 y.,Upper Secondary Level,Seldom,0.21014,302,1412,0.18888,0.23139
2008,17-29 y.,Upper Secondary Level,Never,0.05725,91,1412,0.04513,0.06937
2008,17-29 y.,Post-secondary Non-tertiary Level,Often,0.28355,59,203,0.22139,0.34571
2008,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.44357,97,203,0.37505,0.51208
2008,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.19909,47,203,0.14403,0.25416
2008,17-29 y.,Second Stage of Tertiary Education,Often,0.20734,62,217,0.15327,0.26140
2008,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.44970,106,217,0.38336,0.51604
2008,17-29 y.,Second Stage of Tertiary Education,Seldom,0.23951,49,217,0.18259,0.29642
2008,30-45 y.,Lower Secondary Level,Often,0.12762,41,305,0.09011,0.16513
2008,30-45 y.,Lower Secondary Level,Sometimes,0.32281,117,305,0.27025,0.37537
2008,30-45 y.,Lower Secondary Level,Seldom,0.25434,77,305,0.20539,0.30330
2008,30-45 y.,Lower Secondary Level,Never,0.25434,70,305,0.20538,0.30329
2008,30-45 y.,Upper Secondary Level,Very often,0.03582,87,2602,0.02868,0.04296
2008,30-45 y.,Upper Secondary Level,Often,0.15789,428,2602,0.14388,0.17191
2008,30-45 y.,Upper Secondary Level,Sometimes,0.39104,1018,2602,0.37228,0.40979
2008,30-45 y.,Upper Secondary Level,Seldom,0.29715,776,2602,0.27959,0.31472
2008,30-45 y.,Upper Secondary Level,Never,0.11511,293,2602,0.10285,0.12738
2008,30-45 y.,Post-secondary Non-tertiary Level,Often,0.18155,87,458,0.14620,0.21689
2008,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.40020,199,458,0.35528,0.44512
2008,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.30561,135,458,0.26338,0.34785
2008,30-45 y.,Post-secondary Non-tertiary Level,Never,0.06772,37,458,0.04469,0.09076
2008,30-45 y.,First Stage of Tertiary Education,Often,0.18152,92,431,0.14508,0.21795
2008,30-45 y.,First Stage of Tertiary Education,Sometimes,0.43983,194,431,0.39292,0.48675
2008,30-45 y.,First Stage of Tertiary Education,Seldom,0.27723,145,431,0.23492,0.31954
2008,30-45 y.,Second Stage of Tertiary Education,Very often,0.05475,71,1231,0.04203,0.06746
2008,30-45 y.,Second Stage of Tertiary Education,Often,0.23817,283,1231,0.21437,0.26198
2008,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.39144,499,1231,0.36416,0.41871
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.25901,315,1231,0.23453,0.28349
2008,30-45 y.,Second Stage of Tertiary Education,Never,0.05328,63,1231,0.04073,0.06584
2008,46-65 y.,Primary Level,Never,0.48053,32,32,0.30465,0.65641
2008,46-65 y.,Lower Secondary Level,Often,0.05390,31,431,0.03256,0.07525
2008,46-65 y.,Lower Secondary Level,Sometimes,0.23450,109,431,0.19445,0.27454
2008,46-65 y.,Lower Secondary Level,Seldom,0.33012,142,431,0.28567,0.37457
2008,46-65 y.,Lower Secondary Level,Never,0.35772,149,431,0.31242,0.40303
2008,46-65 y.,Upper Secondary Level,Very often,0.02236,70,3445,0.01742,0.02730
2008,46-65 y.,Upper Secondary Level,Often,0.12040,417,3445,0.10953,0.13127
2008,46-65 y.,Upper Secondary Level,Sometimes,0.29900,1076,3445,0.28371,0.31429
2008,46-65 y.,Upper Secondary Level,Seldom,0.33208,1172,3445,0.31635,0.34781
2008,46-65 y.,Upper Secondary Level,Never,0.21602,710,3445,0.20228,0.22976
2008,46-65 y.,Post-secondary Non-tertiary Level,Often,0.17088,53,275,0.12631,0.21545
2008,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.36461,96,275,0.30761,0.42160
2008,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.28141,84,275,0.22817,0.33466
2008,46-65 y.,Post-secondary Non-tertiary Level,Never,0.16677,42,275,0.12263,0.21091
2008,46-65 y.,First Stage of Tertiary Education,Often,0.13661,76,563,0.10822,0.16501
2008,46-65 y.,First Stage of Tertiary Education,Sometimes,0.32377,184,563,0.28508,0.36246
2008,46-65 y.,First Stage of Tertiary Education,Seldom,0.37567,224,563,0.33563,0.41571
2008,46-65 y.,First Stage of Tertiary Education,Never,0.13686,79,563,0.10844,0.16528
2008,46-65 y.,Second Stage of Tertiary Education,Very often,0.03100,56,1840,0.02308,0.03892
2008,46-65 y.,Second Stage of Tertiary Education,Often,0.20313,369,1840,0.18474,0.22152
2008,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.37376,714,1840,0.35164,0.39587
2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.28686,538,1840,0.26618,0.30753
2008,46-65 y.,Second Stage of Tertiary Education,Never,0.09872,163,1840,0.08509,0.11236
2008,66 and older,Lower Secondary Level,Often,0.05797,36,702,0.04067,0.07527
2008,66 and older,Lower Secondary Level,Sometimes,0.17177,120,702,0.14384,0.19969
2008,66 and older,Lower Secondary Level,Seldom,0.26789,196,702,0.23510,0.30067
2008,66 and older,Lower Secondary Level,Never,0.47292,350,702,0.43596,0.50988
2008,66 and older,Upper Secondary Level,Often,0.05740,133,2173,0.04762,0.06718
2008,66 and older,Upper Secondary Level,Sometimes,0.23193,507,2173,0.21418,0.24968
2008,66 and older,Upper Secondary Level,Seldom,0.30426,718,2173,0.28491,0.32361
2008,66 and older,Upper Secondary Level,Never,0.37553,815,2173,0.35516,0.39589
2008,66 and older,Post-secondary Non-tertiary Level,Seldom,0.37853,34,66,0.26062,0.49644
2008,66 and older,Post-secondary Non-tertiary Level,Never,0.26678,32,66,0.15926,0.37430
2008,66 and older,First Stage of Tertiary Education,Sometimes,0.27303,90,288,0.22148,0.32457
2008,66 and older,First Stage of Tertiary Education,Seldom,0.35256,121,288,0.29729,0.40784
2008,66 and older,First Stage of Tertiary Education,Never,0.28030,77,288,0.22834,0.33227
2008,66 and older,Second Stage of Tertiary Education,Often,0.11478,98,848,0.09331,0.13624
2008,66 and older,Second Stage of Tertiary Education,Sometimes,0.31954,293,848,0.28813,0.35094
2008,66 and older,Second Stage of Tertiary Education,Seldom,0.35866,307,848,0.32636,0.39096
2008,66 and older,Second Stage of Tertiary Education,Never,0.18208,150,848,0.15609,0.20806
2013,17-29 y.,Pre-primary Level,Often,0.12181,145,395,0.08951,0.15410
2013,17-29 y.,Pre-primary Level,Sometimes,0.20355,167,395,0.16379,0.24331
2013,17-29 y.,Pre-primary Level,Seldom,0.07301,83,395,0.04733,0.09870
2013,17-29 y.,Lower Secondary Level,Very often,0.04425,39,691,0.02891,0.05960
2013,17-29 y.,Lower Secondary Level,Often,0.14963,160,691,0.12301,0.17625
2013,17-29 y.,Lower Secondary Level,Sometimes,0.26025,241,691,0.22751,0.29299
2013,17-29 y.,Lower Secondary Level,Seldom,0.16737,175,691,0.13952,0.19523
2013,17-29 y.,Lower Secondary Level,Never,0.06144,76,691,0.04352,0.07935
2013,17-29 y.,Upper Secondary Level,Very often,0.03205,64,1427,0.02291,0.04119
2013,17-29 y.,Upper Secondary Level,Often,0.20728,327,1427,0.18624,0.22832
2013,17-29 y.,Upper Secondary Level,Sometimes,0.30478,546,1427,0.28089,0.32868
2013,17-29 y.,Upper Secondary Level,Seldom,0.21668,389,1427,0.19530,0.23806
2013,17-29 y.,Upper Secondary Level,Never,0.05828,101,1427,0.04612,0.07044
2013,17-29 y.,Post-secondary Non-tertiary Level,Often,0.22679,45,169,0.16347,0.29011
2013,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.31734,80,169,0.24696,0.38773
2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.19869,44,169,0.13835,0.25903
2013,17-29 y.,Second Stage of Tertiary Education,Often,0.22805,72,284,0.17916,0.27693
2013,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.36776,148,284,0.31158,0.42394
2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.16438,64,284,0.12120,0.20756
2013,30-45 y.,Primary Level,Sometimes,0.20212,37,114,0.12808,0.27617
2013,30-45 y.,Primary Level,Seldom,0.15003,39,114,0.08419,0.21587
2013,30-45 y.,Primary Level,Never,0.13882,38,114,0.07507,0.20258
2013,30-45 y.,Lower Secondary Level,Very often,0.04081,31,590,0.02483,0.05679
2013,30-45 y.,Lower Secondary Level,Often,0.10883,84,590,0.08368,0.13398
2013,30-45 y.,Lower Secondary Level,Sometimes,0.20920,194,590,0.17635,0.24204
2013,30-45 y.,Lower Secondary Level,Seldom,0.17321,175,590,0.14264,0.20377
2013,30-45 y.,Lower Secondary Level,Never,0.13682,106,590,0.10906,0.16457
2013,30-45 y.,Upper Secondary Level,Very often,0.01837,88,3823,0.01412,0.02263
2013,30-45 y.,Upper Secondary Level,Often,0.14625,639,3823,0.13505,0.15745
2013,30-45 y.,Upper Secondary Level,Sometimes,0.33079,1403,3823,0.31587,0.34571
2013,30-45 y.,Upper Secondary Level,Seldom,0.27612,1232,3823,0.26194,0.29029
2013,30-45 y.,Upper Secondary Level,Never,0.09411,461,3823,0.08485,0.10337
2013,30-45 y.,Post-secondary Non-tertiary Level,Very often,0.04684,33,865,0.03275,0.06093
2013,30-45 y.,Post-secondary Non-tertiary Level,Often,0.13076,165,865,0.10828,0.15324
2013,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.36939,357,865,0.33721,0.40157
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.22195,253,865,0.19424,0.24966
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.02351,57,865,0.01341,0.03362
2013,30-45 y.,First Stage of Tertiary Education,Often,0.16974,89,485,0.13630,0.20319
2013,30-45 y.,First Stage of Tertiary Education,Sometimes,0.41410,198,485,0.37022,0.45799
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.32478,167,485,0.28306,0.36650
2013,30-45 y.,First Stage of Tertiary Education,Never,0.03789,31,485,0.02088,0.05489
2013,30-45 y.,Second Stage of Tertiary Education,Very often,0.04546,91,2024,0.03638,0.05454
2013,30-45 y.,Second Stage of Tertiary Education,Often,0.18870,452,2024,0.17165,0.20576
2013,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.34449,835,2024,0.32378,0.36520
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.23585,557,2024,0.21735,0.25435
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.02972,89,2024,0.02232,0.03712
2013,46-65 y.,Primary Level,Never,0.31811,33,33,0.15673,0.47948
2013,46-65 y.,Lower Secondary Level,Often,0.09936,71,561,0.07459,0.12414
2013,46-65 y.,Lower Secondary Level,Sometimes,0.22026,161,561,0.18594,0.25459
2013,46-65 y.,Lower Secondary Level,Seldom,0.28823,189,561,0.25071,0.32574
2013,46-65 y.,Lower Secondary Level,Never,0.20895,140,561,0.17527,0.24262
2013,46-65 y.,Upper Secondary Level,Very often,0.01335,76,4593,0.01003,0.01667
2013,46-65 y.,Upper Secondary Level,Often,0.11369,553,4593,0.10451,0.12287
2013,46-65 y.,Upper Secondary Level,Sometimes,0.33073,1571,4593,0.31712,0.34433
2013,46-65 y.,Upper Secondary Level,Seldom,0.33968,1577,4593,0.32598,0.35338
2013,46-65 y.,Upper Secondary Level,Never,0.16765,816,4593,0.15684,0.17845
2013,46-65 y.,Post-secondary Non-tertiary Level,Often,0.14773,102,586,0.11897,0.17648
2013,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.30966,215,586,0.27219,0.34713
2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.30513,210,586,0.26781,0.34244
2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.09057,59,586,0.06731,0.11382
2013,46-65 y.,First Stage of Tertiary Education,Often,0.11429,110,762,0.09169,0.13690
2013,46-65 y.,First Stage of Tertiary Education,Sometimes,0.36041,282,762,0.32630,0.39453
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.37233,293,762,0.33798,0.40668
2013,46-65 y.,First Stage of Tertiary Education,Never,0.12021,77,762,0.09710,0.14331
2013,46-65 y.,Second Stage of Tertiary Education,Very often,0.01671,57,2333,0.01151,0.02191
2013,46-65 y.,Second Stage of Tertiary Education,Often,0.17709,441,2333,0.16159,0.19258
2013,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38598,957,2333,0.36622,0.40574
2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.30652,709,2333,0.28781,0.32524
2013,46-65 y.,Second Stage of Tertiary Education,Never,0.07002,169,2333,0.05966,0.08038
2013,66 and older,Lower Secondary Level,Often,0.04036,32,709,0.02586,0.05486
2013,66 and older,Lower Secondary Level,Sometimes,0.16193,118,709,0.13479,0.18907
2013,66 and older,Lower Secondary Level,Seldom,0.30811,236,709,0.27410,0.34212
2013,66 and older,Lower Secondary Level,Never,0.44972,323,709,0.41307,0.48636
2013,66 and older,Upper Secondary Level,Very often,0.01573,31,2520,0.01087,0.02059
2013,66 and older,Upper Secondary Level,Often,0.06412,173,2520,0.05455,0.07368
2013,66 and older,Upper Secondary Level,Sometimes,0.20400,528,2520,0.18827,0.21974
2013,66 and older,Upper Secondary Level,Seldom,0.34973,911,2520,0.33111,0.36836
2013,66 and older,Upper Secondary Level,Never,0.35365,877,2520,0.33498,0.37232
2013,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.26443,33,79,0.16655,0.36231
2013,66 and older,Post-secondary Non-tertiary Level,Seldom,0.36234,46,79,0.25567,0.46901
2013,66 and older,First Stage of Tertiary Education,Often,0.08209,32,342,0.05295,0.11122
2013,66 and older,First Stage of Tertiary Education,Sometimes,0.32128,103,342,0.27172,0.37085
2013,66 and older,First Stage of Tertiary Education,Seldom,0.33532,128,342,0.28521,0.38543
2013,66 and older,First Stage of Tertiary Education,Never,0.23982,79,342,0.19450,0.28514
2013,66 and older,Second Stage of Tertiary Education,Often,0.13909,162,1120,0.11882,0.15937
2013,66 and older,Second Stage of Tertiary Education,Sometimes,0.31171,383,1120,0.28457,0.33885
2013,66 and older,Second Stage of Tertiary Education,Seldom,0.35784,405,1120,0.32976,0.38593
2013,66 and older,Second Stage of Tertiary Education,Never,0.15188,170,1120,0.13085,0.17291
2018,17-29 y.,Pre-primary Level,Often,0.14246,101,292,0.10230,0.18262
2018,17-29 y.,Pre-primary Level,Sometimes,0.19096,117,292,0.14580,0.23612
2018,17-29 y.,Pre-primary Level,Seldom,0.13938,74,292,0.09959,0.17918
2018,17-29 y.,Primary Level,Sometimes,0.20521,33,33,0.06528,0.34514
2018,17-29 y.,Lower Secondary Level,Very often,0.06067,50,801,0.04413,0.07721
2018,17-29 y.,Lower Secondary Level,Often,0.17284,157,801,0.14663,0.19904
2018,17-29 y.,Lower Secondary Level,Sometimes,0.30553,272,801,0.27361,0.33745
2018,17-29 y.,Lower Secondary Level,Seldom,0.23971,221,801,0.21013,0.26929
2018,17-29 y.,Lower Secondary Level,Never,0.09913,101,801,0.07842,0.11983
2018,17-29 y.,Upper Secondary Level,Very often,0.05992,109,1712,0.04867,0.07117
2018,17-29 y.,Upper Secondary Level,Often,0.23385,397,1712,0.21380,0.25391
2018,17-29 y.,Upper Secondary Level,Sometimes,0.36597,636,1712,0.34314,0.38879
2018,17-29 y.,Upper Secondary Level,Seldom,0.23829,434,1712,0.21810,0.25848
2018,17-29 y.,Upper Secondary Level,Never,0.08728,136,1712,0.07391,0.10066
2018,17-29 y.,Post-secondary Non-tertiary Level,Often,0.25434,67,274,0.20268,0.30600
2018,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.41303,130,274,0.35462,0.47144
2018,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.20770,77,274,0.15958,0.25582
2018,17-29 y.,Second Stage of Tertiary Education,Often,0.28147,141,435,0.23916,0.32378
2018,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.36231,186,435,0.31709,0.40753
2018,17-29 y.,Second Stage of Tertiary Education,Seldom,0.22971,108,435,0.19014,0.26929
2018,30-45 y.,Primary Level,Sometimes,0.23349,55,149,0.16533,0.30165
2018,30-45 y.,Primary Level,Seldom,0.23410,40,149,0.16588,0.30232
2018,30-45 y.,Primary Level,Never,0.24693,54,149,0.17745,0.31640
2018,30-45 y.,Lower Secondary Level,Often,0.14767,95,580,0.11877,0.17656
2018,30-45 y.,Lower Secondary Level,Sometimes,0.32869,194,580,0.29042,0.36695
2018,30-45 y.,Lower Secondary Level,Seldom,0.26010,161,580,0.22436,0.29583
2018,30-45 y.,Lower Secondary Level,Never,0.19308,130,580,0.16093,0.22524
2018,30-45 y.,Upper Secondary Level,Very often,0.04210,104,2647,0.03444,0.04975
2018,30-45 y.,Upper Secondary Level,Often,0.17963,444,2647,0.16500,0.19425
2018,30-45 y.,Upper Secondary Level,Sometimes,0.33167,912,2647,0.31373,0.34961
2018,30-45 y.,Upper Secondary Level,Seldom,0.30694,801,2647,0.28936,0.32451
2018,30-45 y.,Upper Secondary Level,Never,0.13228,386,2647,0.11937,0.14519
2018,30-45 y.,Post-secondary Non-tertiary Level,Often,0.21908,178,810,0.19058,0.24759
2018,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.37011,312,810,0.33683,0.40338
2018,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.27608,217,810,0.24527,0.30688
2018,30-45 y.,Post-secondary Non-tertiary Level,Never,0.08954,103,810,0.06987,0.10922
2018,30-45 y.,First Stage of Tertiary Education,Often,0.24404,67,280,0.19364,0.29444
2018,30-45 y.,First Stage of Tertiary Education,Sometimes,0.36246,117,280,0.30605,0.41886
2018,30-45 y.,First Stage of Tertiary Education,Seldom,0.25306,96,280,0.20205,0.30408
2018,30-45 y.,Second Stage of Tertiary Education,Very often,0.05101,104,2056,0.04150,0.06053
2018,30-45 y.,Second Stage of Tertiary Education,Often,0.20787,422,2056,0.19033,0.22542
2018,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.41237,837,2056,0.39109,0.43365
2018,30-45 y.,Second Stage of Tertiary Education,Seldom,0.26728,570,2056,0.24815,0.28641
2018,30-45 y.,Second Stage of Tertiary Education,Never,0.05245,123,2056,0.04281,0.06208
2018,46-65 y.,Primary Level,Sometimes,0.13753,32,133,0.07878,0.19628
2018,46-65 y.,Primary Level,Seldom,0.27538,50,133,0.19917,0.35158
2018,46-65 y.,Primary Level,Never,0.35599,51,133,0.27430,0.43767
2018,46-65 y.,Lower Secondary Level,Often,0.09700,92,663,0.07445,0.11954
2018,46-65 y.,Lower Secondary Level,Sometimes,0.31398,203,663,0.27863,0.34934
2018,46-65 y.,Lower Secondary Level,Seldom,0.32646,209,663,0.29074,0.36218
2018,46-65 y.,Lower Secondary Level,Never,0.23020,159,663,0.19813,0.26226
2018,46-65 y.,Upper Secondary Level,Very often,0.03077,139,4601,0.02578,0.03576
2018,46-65 y.,Upper Secondary Level,Often,0.13962,599,4601,0.12960,0.14963
2018,46-65 y.,Upper Secondary Level,Sometimes,0.35158,1596,4601,0.33779,0.36538
2018,46-65 y.,Upper Secondary Level,Seldom,0.31094,1488,4601,0.29757,0.32432
2018,46-65 y.,Upper Secondary Level,Never,0.16148,779,4601,0.15085,0.17212
