year,hhtyp,sampreg,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple with children,East,No,0.06998,60,909,0.05338,0.08657
2017,Multi-generational household,West,Yes,0.90097,78,78,0.83425,0.96769
2017,Other Combinations,West,Yes,0.87246,204,204,0.82657,0.91835
2017,Other Combinations,East,Yes,0.97897,34,34,0.93000,1.02793
2018,Single-person household,West,Yes,0.92880,2765,2995,0.91959,0.93801
2018,Single-person household,West,No,0.07120,230,2995,0.06199,0.08041
2018,Single-person household,East,Yes,0.92830,943,1021,0.91247,0.94413
2018,Single-person household,East,No,0.07170,78,1021,0.05587,0.08753
2018,Couple without children,West,Yes,0.96946,3290,3413,0.96369,0.97523
2018,Couple without children,West,No,0.03054,123,3413,0.02477,0.03631
2018,Couple without children,East,Yes,0.94234,1077,1129,0.92874,0.95595
2018,Couple without children,East,No,0.05766,52,1129,0.04405,0.07126
2018,Single parent,West,Yes,0.92481,1096,1174,0.90972,0.93990
2018,Single parent,West,No,0.07519,78,1174,0.06010,0.09028
2018,Single parent,East,Yes,0.93919,319,319,0.91293,0.96546
2018,Couple with children,West,Yes,0.95227,3939,4136,0.94577,0.95877
2018,Couple with children,West,No,0.04773,197,4136,0.04123,0.05423
2018,Couple with children,East,Yes,0.94981,841,883,0.93540,0.96422
2018,Couple with children,East,No,0.05019,42,883,0.03578,0.06460
2018,Multi-generational household,West,Yes,0.99070,88,88,0.97054,1.01087
2018,Other Combinations,West,Yes,0.93210,183,183,0.89556,0.96865
2019,Single-person household,West,Yes,0.92656,2247,2430,0.91619,0.93694
2019,Single-person household,West,No,0.07344,183,2430,0.06306,0.08381
2019,Single-person household,East,Yes,0.92847,774,830,0.91092,0.94601
2019,Single-person household,East,No,0.07153,56,830,0.05399,0.08908
2019,Couple without children,West,Yes,0.97125,2781,2884,0.96515,0.97735
2019,Couple without children,West,No,0.02875,103,2884,0.02265,0.03485
2019,Couple without children,East,Yes,0.93998,937,981,0.92511,0.95485
2019,Couple without children,East,No,0.06002,44,981,0.04515,0.07489
2019,Single parent,West,Yes,0.92574,895,954,0.90909,0.94238
2019,Single parent,West,No,0.07426,59,954,0.05762,0.09091
2019,Single parent,East,Yes,0.93529,265,265,0.90561,0.96496
2019,Couple with children,West,Yes,0.96021,3169,3303,0.95354,0.96688
2019,Couple with children,West,No,0.03979,134,3303,0.03312,0.04646
2019,Couple with children,East,Yes,0.95721,682,682,0.94201,0.97241
2019,Multi-generational household,West,Yes,0.97905,66,66,0.94423,1.01387
2019,Other Combinations,West,Yes,0.96559,129,129,0.93401,0.99717
2020,Single-person household,West,Yes,0.92794,3160,3559,0.91945,0.93644
2020,Single-person household,West,No,0.07206,399,3559,0.06356,0.08055
2020,Single-person household,East,Yes,0.92291,946,1033,0.90664,0.93919
2020,Single-person household,East,No,0.07709,87,1033,0.06081,0.09336
2020,Couple without children,West,Yes,0.95687,3641,3851,0.95046,0.96329
2020,Couple without children,West,No,0.04313,210,3851,0.03671,0.04954
2020,Couple without children,East,Yes,0.95463,1121,1176,0.94273,0.96653
2020,Couple without children,East,No,0.04537,55,1176,0.03347,0.05727
2020,Single parent,West,Yes,0.89098,941,1035,0.87199,0.90998
2020,Single parent,West,No,0.10902,94,1035,0.09002,0.12801
2020,Single parent,East,Yes,0.96568,291,291,0.94473,0.98663
2020,Couple with children,West,Yes,0.94623,3790,4052,0.93928,0.95318
2020,Couple with children,West,No,0.05377,262,4052,0.04682,0.06072
2020,Couple with children,East,Yes,0.95292,814,856,0.93873,0.96712
2020,Couple with children,East,No,0.04708,42,856,0.03288,0.06127
2020,Multi-generational household,West,Yes,0.93880,83,83,0.88693,0.99068
2020,Other Combinations,West,Yes,0.92893,223,257,0.89746,0.96041
2020,Other Combinations,West,No,0.07107,34,257,0.03959,0.10254
2020,Other Combinations,East,Yes,0.90404,37,37,0.80782,1.00025
2021,Single-person household,West,Yes,0.93187,1992,2173,0.92127,0.94246
2021,Single-person household,West,No,0.06813,181,2173,0.05754,0.07873
2021,Single-person household,East,Yes,0.94116,585,625,0.92270,0.95963
2021,Single-person household,East,No,0.05884,40,625,0.04037,0.07730
2021,Couple without children,West,Yes,0.95693,2258,2366,0.94875,0.96511
2021,Couple without children,West,No,0.04307,108,2366,0.03489,0.05125
2021,Couple without children,East,Yes,0.95472,724,762,0.93995,0.96950
2021,Couple without children,East,No,0.04528,38,762,0.03050,0.06005
2021,Single parent,West,Yes,0.87655,556,599,0.85018,0.90292
2021,Single parent,West,No,0.12345,43,599,0.09708,0.14982
2021,Single parent,East,Yes,0.97269,216,216,0.95090,0.99448
2021,Couple with children,West,Yes,0.94999,2233,2377,0.94123,0.95876
2021,Couple with children,West,No,0.05001,144,2377,0.04124,0.05877
2021,Couple with children,East,Yes,0.98197,490,490,0.97018,0.99377
2021,Multi-generational household,West,Yes,0.94479,47,47,0.87878,1.01079
2021,Other Combinations,West,Yes,0.94057,171,171,0.90503,0.97611
2021,Other Combinations,East,Yes,0.89649,35,35,0.79410,0.99889
2022,No answer / don't know,West,Yes,0.87606,284,334,0.84066,0.91145
2022,No answer / don't know,West,No,0.12394,50,334,0.08855,0.15934
2022,No answer / don't know,East,Yes,0.92479,91,91,0.87031,0.97928
2022,Single-person household,West,Yes,0.92525,3856,4277,0.91737,0.93314
2022,Single-person household,West,No,0.07475,421,4277,0.06686,0.08263
2022,Single-person household,East,Yes,0.93502,1174,1282,0.92152,0.94852
2022,Single-person household,East,No,0.06498,108,1282,0.05148,0.07848
2022,Couple without children,West,Yes,0.96252,4243,4462,0.95695,0.96810
2022,Couple without children,West,No,0.03748,219,4462,0.03190,0.04305
2022,Couple without children,East,Yes,0.95948,1195,1256,0.94857,0.97039
2022,Couple without children,East,No,0.04052,61,1256,0.02961,0.05143
2022,Single parent,West,Yes,0.90726,774,838,0.88761,0.92691
2022,Single parent,West,No,0.09274,64,838,0.07309,0.11239
2022,Single parent,East,Yes,0.94188,280,280,0.91443,0.96934
2022,Couple with children,West,Yes,0.94857,3916,4133,0.94184,0.95531
2022,Couple with children,West,No,0.05143,217,4133,0.04469,0.05816
2022,Couple with children,East,Yes,0.94630,960,1018,0.93244,0.96015
2022,Couple with children,East,No,0.05370,58,1018,0.03985,0.06756
2022,Multi-generational household,West,Yes,0.94230,60,60,0.88281,1.00180
2022,Other Combinations,West,Yes,0.87205,752,875,0.84991,0.89420
2022,Other Combinations,West,No,0.12795,123,875,0.10580,0.15009
2022,Other Combinations,East,Yes,0.83260,183,221,0.78327,0.88194
2022,Other Combinations,East,No,0.16740,38,221,0.11806,0.21673
