"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"2009","Hauptschule","direkter Migrationshintergrund","3.97","3.83","772","3.88","4.06"
"2009","Hauptschule","indirekter Migrationshintergrund","4.53","4.5","211","4.36","4.7"
"2009","Hauptschule","kein Migrationshintergrund","4.05","3.83","5188","4.02","4.08"
"2009","Realschule","direkter Migrationshintergrund","4.41","4.58","142","4.21","4.61"
"2009","Realschule","indirekter Migrationshintergrund","4.64","4.5","170","4.46","4.82"
"2009","Realschule","kein Migrationshintergrund","4.34","4.17","4482","4.31","4.37"
"2010","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2010","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2010","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2010","AkademikerIn","kein Migrationshintergrund","","","","",""
"2010","Hauptschule","direkter Migrationshintergrund","","","","",""
"2010","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2010","Hauptschule","kein Migrationshintergrund","","","","",""
"2010","Realschule","direkter Migrationshintergrund","","","","",""
"2010","Realschule","indirekter Migrationshintergrund","","","","",""
"2010","Realschule","kein Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","4.82","4.58","247","4.67","4.97"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","4.95","4.83","74","4.71","5.19"
"2012","(Fach-)Abitur","kein Migrationshintergrund","4.7","4.58","802","4.62","4.78"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","4.32","4.17","78","4.03","4.61"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","4.88","4.83","46","4.51","5.25"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","4.79","4.5","222","4.63","4.95"
"2012","AkademikerIn","direkter Migrationshintergrund","4.97","4.83","227","4.82","5.12"
"2012","AkademikerIn","indirekter Migrationshintergrund","5.03","4.83","75","4.78","5.28"
"2012","AkademikerIn","kein Migrationshintergrund","4.79","4.83","1192","4.73","4.85"
"2012","Hauptschule","direkter Migrationshintergrund","4.56","4.58","404","4.45","4.67"
"2012","Hauptschule","indirekter Migrationshintergrund","4.78","4.5","124","4.54","5.02"
"2012","Hauptschule","kein Migrationshintergrund","4.42","4.17","1180","4.35","4.49"
"2012","Realschule","direkter Migrationshintergrund","4.72","4.83","107","4.49","4.95"
"2012","Realschule","indirekter Migrationshintergrund","4.78","4.5","140","4.58","4.98"
"2012","Realschule","kein Migrationshintergrund","4.58","4.58","2048","4.53","4.63"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","4.81","4.83","337","4.68","4.94"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","4.96","4.83","124","4.76","5.16"
"2013","(Fach-)Abitur","kein Migrationshintergrund","4.8","4.83","1749","4.75","4.85"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","3.75","3.83","95","3.45","4.05"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","4.73","4.5","63","4.47","4.99"
"2013","(noch) kein Abschluss","kein Migrationshintergrund","4.48","4.5","324","4.35","4.61"
"2013","AkademikerIn","direkter Migrationshintergrund","4.95","4.83","354","4.82","5.08"
"2013","AkademikerIn","indirekter Migrationshintergrund","5.17","5.17","114","4.99","5.35"
"2013","AkademikerIn","kein Migrationshintergrund","4.84","4.83","3988","4.81","4.87"
"2013","Hauptschule","direkter Migrationshintergrund","4.25","4.17","714","4.15","4.35"
"2013","Hauptschule","indirekter Migrationshintergrund","4.51","4.17","181","4.34","4.68"
"2013","Hauptschule","kein Migrationshintergrund","4.3","4.17","5281","4.27","4.33"
"2013","Realschule","direkter Migrationshintergrund","4.54","4.5","143","4.34","4.74"
"2013","Realschule","indirekter Migrationshintergrund","4.79","4.5","165","4.62","4.96"
"2013","Realschule","kein Migrationshintergrund","4.54","4.58","4720","4.51","4.57"
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2015","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2015","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2015","AkademikerIn","kein Migrationshintergrund","","","","",""
"2015","Hauptschule","direkter Migrationshintergrund","","","","",""
"2015","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2015","Hauptschule","kein Migrationshintergrund","","","","",""
"2015","Realschule","direkter Migrationshintergrund","","","","",""
"2015","Realschule","indirekter Migrationshintergrund","","","","",""
"2015","Realschule","kein Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","","","","",""
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","4.78","4.58","1466","4.71","4.85"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","4.89","4.83","380","4.77","5.01"
"2017","(Fach-)Abitur","kein Migrationshintergrund","4.74","4.58","2673","4.7","4.78"
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","4.51","4.17","1041","4.43","4.59"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","4.76","4.5","121","4.55","4.97"
"2017","(noch) kein Abschluss","kein Migrationshintergrund","4.6","4.5","484","4.49","4.71"
"2017","AkademikerIn","direkter Migrationshintergrund","5.04","5.17","1594","4.98","5.1"
"2017","AkademikerIn","indirekter Migrationshintergrund","5.06","4.83","282","4.93","5.19"
"2017","AkademikerIn","kein Migrationshintergrund","4.85","4.83","5051","4.82","4.88"
"2017","Hauptschule","direkter Migrationshintergrund","4.43","4.17","1992","4.37","4.49"
"2017","Hauptschule","indirekter Migrationshintergrund","4.66","4.58","372","4.53","4.79"
"2017","Hauptschule","kein Migrationshintergrund","4.37","4.17","5244","4.34","4.4"
"2017","Realschule","direkter Migrationshintergrund","4.83","4.83","340","4.7","4.96"
"2017","Realschule","indirekter Migrationshintergrund","4.75","4.58","411","4.64","4.86"
"2017","Realschule","kein Migrationshintergrund","4.62","4.58","6189","4.59","4.65"
"2018","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2018","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2018","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2018","AkademikerIn","kein Migrationshintergrund","","","","",""
"2018","Hauptschule","direkter Migrationshintergrund","","","","",""
"2018","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2018","Hauptschule","kein Migrationshintergrund","","","","",""
"2018","Realschule","direkter Migrationshintergrund","","","","",""
"2018","Realschule","indirekter Migrationshintergrund","","","","",""
"2018","Realschule","kein Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","direkter Migrationshintergrund","4.62","4.5","882","4.54","4.7"
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","4.92","4.83","392","4.8","5.04"
"2019","(Fach-)Abitur","kein Migrationshintergrund","4.69","4.58","2879","4.65","4.73"
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","4.32","4.17","275","4.16","4.48"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","4.68","4.5","114","4.45","4.91"
"2019","(noch) kein Abschluss","kein Migrationshintergrund","4.64","4.58","385","4.52","4.76"
"2019","AkademikerIn","direkter Migrationshintergrund","4.92","4.83","1067","4.85","4.99"
"2019","AkademikerIn","indirekter Migrationshintergrund","5.13","4.83","404","5.01","5.25"
"2019","AkademikerIn","kein Migrationshintergrund","4.74","4.58","5566","4.71","4.77"
"2019","Hauptschule","direkter Migrationshintergrund","4.26","4.17","1200","4.19","4.33"
"2019","Hauptschule","indirekter Migrationshintergrund","4.59","4.58","335","4.46","4.72"
"2019","Hauptschule","kein Migrationshintergrund","4.19","4.17","4657","4.15","4.23"
"2019","Realschule","direkter Migrationshintergrund","4.69","4.5","269","4.54","4.84"
"2019","Realschule","indirekter Migrationshintergrund","4.59","4.5","430","4.48","4.7"
"2019","Realschule","kein Migrationshintergrund","4.5","4.42","6049","4.47","4.53"
