year,age_gr,pgisced97,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Secondary Level,Almost impossible,0.06776,60,308,0.03965,0.09588
1990,17-29 y.,Upper Secondary Level,Easy,0.08646,146,452,0.06052,0.11240
1990,17-29 y.,Upper Secondary Level,Difficult,0.11383,234,452,0.08452,0.14315
1990,17-29 y.,Upper Secondary Level,Almost impossible,0.04061,72,452,0.02239,0.05882
1990,17-29 y.,Post-secondary Non-tertiary Level,Easy,0.18682,32,32,0.04961,0.32403
1990,17-29 y.,Second Stage of Tertiary Education,Difficult,0.12379,33,33,0.00968,0.23790
1990,30-45 y.,Primary Level,Difficult,0.23507,38,38,0.09844,0.37171
1990,30-45 y.,Lower Secondary Level,Difficult,0.16864,74,74,0.08274,0.25453
1990,30-45 y.,Upper Secondary Level,Easy,0.03339,64,314,0.01349,0.05329
1990,30-45 y.,Upper Secondary Level,Difficult,0.09783,193,314,0.06492,0.13074
1990,30-45 y.,Upper Secondary Level,Almost impossible,0.02605,57,314,0.00841,0.04370
1990,30-45 y.,Second Stage of Tertiary Education,Difficult,0.04914,40,40,-0.01870,0.11698
1990,46-65 y.,Primary Level,Almost impossible,0.23487,70,70,0.13484,0.33489
1990,46-65 y.,Lower Secondary Level,Difficult,0.09645,91,246,0.05948,0.13341
1990,46-65 y.,Lower Secondary Level,Almost impossible,0.17521,155,246,0.12761,0.22282
1990,46-65 y.,Upper Secondary Level,Difficult,0.05632,110,255,0.02797,0.08467
1990,46-65 y.,Upper Secondary Level,Almost impossible,0.07173,145,255,0.03999,0.10346
1991,17-29 y.,Pre-primary Level,Easy,0.25469,41,108,0.17214,0.33725
1991,17-29 y.,Pre-primary Level,Difficult,0.42122,67,108,0.32766,0.51477
1991,17-29 y.,Primary Level,Difficult,0.22444,38,38,0.09000,0.35887
1991,17-29 y.,Lower Secondary Level,Easy,0.08173,76,296,0.05047,0.11299
1991,17-29 y.,Lower Secondary Level,Difficult,0.17445,163,296,0.13114,0.21775
1991,17-29 y.,Lower Secondary Level,Almost impossible,0.04856,57,296,0.02403,0.07309
1991,17-29 y.,Upper Secondary Level,Easy,0.08255,155,489,0.05813,0.10696
1991,17-29 y.,Upper Secondary Level,Difficult,0.13948,262,489,0.10874,0.17022
1991,17-29 y.,Upper Secondary Level,Almost impossible,0.04032,72,489,0.02287,0.05777
1991,30-45 y.,Primary Level,Difficult,0.12703,31,31,0.00787,0.24620
1991,30-45 y.,Lower Secondary Level,Difficult,0.16712,78,110,0.09708,0.23716
1991,30-45 y.,Lower Secondary Level,Almost impossible,0.07250,32,110,0.02382,0.12118
1991,30-45 y.,Upper Secondary Level,Easy,0.03290,66,377,0.01487,0.05093
1991,30-45 y.,Upper Secondary Level,Difficult,0.10916,245,377,0.07764,0.14069
1991,30-45 y.,Upper Secondary Level,Almost impossible,0.02525,66,377,0.00939,0.04111
1991,30-45 y.,Second Stage of Tertiary Education,Difficult,0.05968,51,51,-0.00598,0.12535
1991,46-65 y.,Primary Level,Almost impossible,0.26802,70,70,0.16351,0.37254
1991,46-65 y.,Lower Secondary Level,Difficult,0.09037,83,243,0.05425,0.12650
1991,46-65 y.,Lower Secondary Level,Almost impossible,0.17918,160,243,0.13086,0.22750
1991,46-65 y.,Upper Secondary Level,Difficult,0.06213,127,303,0.03490,0.08935
1991,46-65 y.,Upper Secondary Level,Almost impossible,0.08426,176,303,0.05293,0.11559
1991,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.05480,31,31,-0.02664,0.13625
1992,17-29 y.,Pre-primary Level,Easy,0.31191,53,121,0.22902,0.39480
1992,17-29 y.,Pre-primary Level,Difficult,0.31883,68,121,0.23544,0.40221
1992,17-29 y.,Primary Level,Difficult,0.21979,37,37,0.08452,0.35506
1992,17-29 y.,Lower Secondary Level,Easy,0.10523,91,297,0.07027,0.14019
1992,17-29 y.,Lower Secondary Level,Difficult,0.16560,159,297,0.12326,0.20795
1992,17-29 y.,Lower Secondary Level,Almost impossible,0.04757,47,297,0.02332,0.07181
1992,17-29 y.,Upper Secondary Level,Easy,0.09808,158,491,0.07174,0.12441
1992,17-29 y.,Upper Secondary Level,Difficult,0.15558,279,491,0.12348,0.18767
1992,17-29 y.,Upper Secondary Level,Almost impossible,0.02989,54,491,0.01481,0.04497
1992,17-29 y.,Post-secondary Non-tertiary Level,Easy,0.21738,36,36,0.08073,0.35403
1992,30-45 y.,Primary Level,Difficult,0.19127,36,36,0.06097,0.32158
1992,30-45 y.,Lower Secondary Level,Difficult,0.18322,84,84,0.09999,0.26644
1992,30-45 y.,Upper Secondary Level,Easy,0.03750,75,421,0.01933,0.05568
1992,30-45 y.,Upper Secondary Level,Difficult,0.11279,261,421,0.08254,0.14305
1992,30-45 y.,Upper Secondary Level,Almost impossible,0.03228,85,421,0.01538,0.04918
1992,30-45 y.,Second Stage of Tertiary Education,Difficult,0.06329,62,62,0.00219,0.12439
1992,46-65 y.,Primary Level,Almost impossible,0.22492,65,65,0.12263,0.32722
1992,46-65 y.,Lower Secondary Level,Difficult,0.08676,74,224,0.04982,0.12371
1992,46-65 y.,Lower Secondary Level,Almost impossible,0.16826,150,224,0.11916,0.21736
1992,46-65 y.,Upper Secondary Level,Difficult,0.07091,137,335,0.04338,0.09844
1992,46-65 y.,Upper Secondary Level,Almost impossible,0.09262,198,335,0.06153,0.12371
1992,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.05476,34,34,-0.02287,0.13238
1993,17-29 y.,Pre-primary Level,Easy,0.18159,32,159,0.12148,0.24171
1993,17-29 y.,Pre-primary Level,Difficult,0.54321,93,159,0.46554,0.62088
1993,17-29 y.,Pre-primary Level,Almost impossible,0.15570,34,159,0.09916,0.21224
1993,17-29 y.,Primary Level,Almost impossible,0.24966,33,33,0.09970,0.39963
1993,17-29 y.,Lower Secondary Level,Easy,0.07764,60,286,0.04657,0.10871
1993,17-29 y.,Lower Secondary Level,Difficult,0.17963,170,286,0.13506,0.22420
1993,17-29 y.,Lower Secondary Level,Almost impossible,0.06137,56,286,0.03351,0.08924
1993,17-29 y.,Upper Secondary Level,Easy,0.08387,140,491,0.05932,0.10841
1993,17-29 y.,Upper Secondary Level,Difficult,0.14990,272,491,0.11829,0.18150
1993,17-29 y.,Upper Secondary Level,Almost impossible,0.04524,79,491,0.02684,0.06364
1993,17-29 y.,Post-secondary Non-tertiary Level,Difficult,0.12815,32,32,0.01048,0.24581
1993,30-45 y.,Lower Secondary Level,Difficult,0.18353,84,84,0.10025,0.26681
1993,30-45 y.,Upper Secondary Level,Easy,0.03919,70,463,0.02150,0.05689
1993,30-45 y.,Upper Secondary Level,Difficult,0.12967,296,463,0.09904,0.16031
1993,30-45 y.,Upper Secondary Level,Almost impossible,0.03372,97,463,0.01726,0.05018
1993,30-45 y.,Second Stage of Tertiary Education,Difficult,0.08140,66,66,0.01492,0.14788
1993,46-65 y.,Primary Level,Almost impossible,0.24828,76,76,0.15051,0.34606
1993,46-65 y.,Lower Secondary Level,Difficult,0.07420,68,233,0.04048,0.10793
1993,46-65 y.,Lower Secondary Level,Almost impossible,0.19958,165,233,0.14815,0.25101
1993,46-65 y.,Upper Secondary Level,Difficult,0.08577,170,413,0.05873,0.11281
1993,46-65 y.,Upper Secondary Level,Almost impossible,0.11308,243,413,0.08250,0.14366
1993,46-65 y.,First Stage of Tertiary Education,Almost impossible,0.12492,34,34,0.01211,0.23773
1993,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.08966,55,55,0.01346,0.16586
1994,17-29 y.,Pre-primary Level,Easy,0.17800,33,204,0.12538,0.23062
1994,17-29 y.,Pre-primary Level,Difficult,0.54261,133,204,0.47407,0.61114
1994,17-29 y.,Pre-primary Level,Almost impossible,0.14694,38,204,0.09824,0.19565
1994,17-29 y.,Primary Level,Difficult,0.33212,33,33,0.16894,0.49531
1994,17-29 y.,Lower Secondary Level,Easy,0.07944,50,273,0.04730,0.11158
1994,17-29 y.,Lower Secondary Level,Difficult,0.21782,171,273,0.16876,0.26687
1994,17-29 y.,Lower Secondary Level,Almost impossible,0.06378,52,273,0.03474,0.09282
1994,17-29 y.,Upper Secondary Level,Easy,0.07431,127,486,0.05097,0.09766
1994,17-29 y.,Upper Secondary Level,Difficult,0.17191,291,486,0.13833,0.20549
1994,17-29 y.,Upper Secondary Level,Almost impossible,0.04704,68,486,0.02820,0.06588
1994,17-29 y.,Post-secondary Non-tertiary Level,Difficult,0.19635,44,44,0.07762,0.31508
1994,30-45 y.,Lower Secondary Level,Difficult,0.20908,94,127,0.13807,0.28008
1994,30-45 y.,Lower Secondary Level,Almost impossible,0.09196,33,127,0.04150,0.14242
1994,30-45 y.,Upper Secondary Level,Easy,0.03345,66,472,0.01721,0.04969
1994,30-45 y.,Upper Secondary Level,Difficult,0.13025,294,472,0.09985,0.16064
1994,30-45 y.,Upper Secondary Level,Almost impossible,0.04331,112,472,0.02493,0.06170
1994,30-45 y.,Second Stage of Tertiary Education,Difficult,0.07815,57,57,0.00785,0.14845
1994,46-65 y.,Primary Level,Almost impossible,0.24375,76,76,0.14658,0.34092
1994,46-65 y.,Lower Secondary Level,Difficult,0.08138,70,225,0.04558,0.11719
1994,46-65 y.,Lower Secondary Level,Almost impossible,0.18724,155,225,0.13615,0.23832
1994,46-65 y.,Upper Secondary Level,Difficult,0.07950,165,436,0.05408,0.10492
1994,46-65 y.,Upper Secondary Level,Almost impossible,0.13334,271,436,0.10139,0.16529
1994,46-65 y.,First Stage of Tertiary Education,Almost impossible,0.12701,32,32,0.00979,0.24423
1994,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.08724,46,46,0.00479,0.16969
1995,17-29 y.,Pre-primary Level,Easy,0.18548,50,254,0.13758,0.23338
1995,17-29 y.,Pre-primary Level,Difficult,0.55031,155,254,0.48901,0.61161
1995,17-29 y.,Pre-primary Level,Almost impossible,0.16540,49,254,0.11962,0.21118
1995,17-29 y.,Lower Secondary Level,Easy,0.05547,38,248,0.02692,0.08402
1995,17-29 y.,Lower Secondary Level,Difficult,0.20415,163,248,0.15388,0.25442
1995,17-29 y.,Lower Secondary Level,Almost impossible,0.06033,47,248,0.03064,0.09003
1995,17-29 y.,Upper Secondary Level,Easy,0.07238,113,478,0.04913,0.09564
1995,17-29 y.,Upper Secondary Level,Difficult,0.18027,297,478,0.14578,0.21477
1995,17-29 y.,Upper Secondary Level,Almost impossible,0.04197,68,478,0.02397,0.05996
1995,17-29 y.,Post-secondary Non-tertiary Level,Difficult,0.20900,42,42,0.08454,0.33346
1995,30-45 y.,Primary Level,Almost impossible,0.27852,34,34,0.12557,0.43147
1995,30-45 y.,Lower Secondary Level,Difficult,0.23147,98,134,0.15979,0.30315
1995,30-45 y.,Lower Secondary Level,Almost impossible,0.09875,36,134,0.04805,0.14945
1995,30-45 y.,Upper Secondary Level,Easy,0.03189,77,510,0.01663,0.04716
1995,30-45 y.,Upper Secondary Level,Difficult,0.13969,338,510,0.10958,0.16981
1995,30-45 y.,Upper Secondary Level,Almost impossible,0.03143,95,510,0.01627,0.04659
1995,30-45 y.,Second Stage of Tertiary Education,Difficult,0.07839,61,61,0.01038,0.14640
1995,46-65 y.,Primary Level,Almost impossible,0.21634,74,74,0.12189,0.31080
1995,46-65 y.,Lower Secondary Level,Difficult,0.07735,66,235,0.04312,0.11159
1995,46-65 y.,Lower Secondary Level,Almost impossible,0.21418,169,235,0.16161,0.26674
1995,46-65 y.,Upper Secondary Level,Difficult,0.09338,184,417,0.06542,0.12134
1995,46-65 y.,Upper Secondary Level,Almost impossible,0.11929,233,417,0.08814,0.15044
1995,46-65 y.,Second Stage of Tertiary Education,Difficult,0.05143,31,71,-0.00031,0.10317
1995,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.06934,40,71,0.00983,0.12885
1996,17-29 y.,Pre-primary Level,Easy,0.15021,37,265,0.10711,0.19331
1996,17-29 y.,Pre-primary Level,Difficult,0.55361,163,265,0.49364,0.61357
1996,17-29 y.,Pre-primary Level,Almost impossible,0.18468,65,265,0.13788,0.23149
1996,17-29 y.,Lower Secondary Level,Easy,0.05788,37,242,0.02840,0.08736
1996,17-29 y.,Lower Secondary Level,Difficult,0.22424,160,242,0.17158,0.27690
1996,17-29 y.,Lower Secondary Level,Almost impossible,0.05923,45,242,0.02943,0.08903
1996,17-29 y.,Upper Secondary Level,Easy,0.07662,103,459,0.05226,0.10098
1996,17-29 y.,Upper Secondary Level,Difficult,0.18912,290,459,0.15326,0.22499
1996,17-29 y.,Upper Secondary Level,Almost impossible,0.04257,66,459,0.02408,0.06106
1996,17-29 y.,Post-secondary Non-tertiary Level,Difficult,0.25304,36,36,0.10900,0.39707
1996,30-45 y.,Lower Secondary Level,Difficult,0.19397,83,121,0.12322,0.26472
1996,30-45 y.,Lower Secondary Level,Almost impossible,0.08414,38,121,0.03447,0.13381
1996,30-45 y.,Upper Secondary Level,Easy,0.03737,87,510,0.02089,0.05385
1996,30-45 y.,Upper Secondary Level,Difficult,0.12736,327,510,0.09839,0.15632
1996,30-45 y.,Upper Secondary Level,Almost impossible,0.03452,96,510,0.01866,0.05037
1996,30-45 y.,Second Stage of Tertiary Education,Difficult,0.07656,65,65,0.01141,0.14170
1996,46-65 y.,Primary Level,Almost impossible,0.25789,68,68,0.15313,0.36264
1996,46-65 y.,Lower Secondary Level,Difficult,0.10133,73,237,0.06283,0.13983
1996,46-65 y.,Lower Secondary Level,Almost impossible,0.20031,164,237,0.14925,0.25138
1996,46-65 y.,Upper Secondary Level,Difficult,0.09174,185,433,0.06452,0.11896
1996,46-65 y.,Upper Secondary Level,Almost impossible,0.12298,248,433,0.09201,0.15395
1996,46-65 y.,Second Stage of Tertiary Education,Difficult,0.06724,39,78,0.01130,0.12318
1996,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.05671,39,78,0.00505,0.10836
1997,17-29 y.,Pre-primary Level,Easy,0.16488,42,289,0.12202,0.20774
1997,17-29 y.,Pre-primary Level,Difficult,0.52518,178,289,0.46750,0.58285
1997,17-29 y.,Pre-primary Level,Almost impossible,0.22664,69,289,0.17829,0.27499
1997,17-29 y.,Lower Secondary Level,Difficult,0.23268,163,210,0.17539,0.28996
1997,17-29 y.,Lower Secondary Level,Almost impossible,0.06151,47,210,0.02894,0.09408
1997,17-29 y.,Upper Secondary Level,Easy,0.07180,80,423,0.04717,0.09644
1997,17-29 y.,Upper Secondary Level,Difficult,0.19529,278,423,0.15747,0.23311
1997,17-29 y.,Upper Secondary Level,Almost impossible,0.04766,65,423,0.02734,0.06799
1997,30-45 y.,Lower Secondary Level,Difficult,0.21785,95,129,0.14634,0.28937
1997,30-45 y.,Lower Secondary Level,Almost impossible,0.07834,34,129,0.03179,0.12489
1997,30-45 y.,Upper Secondary Level,Easy,0.03295,78,531,0.01775,0.04815
1997,30-45 y.,Upper Secondary Level,Difficult,0.15174,346,531,0.12120,0.18229
1997,30-45 y.,Upper Secondary Level,Almost impossible,0.03731,107,531,0.02117,0.05344
1997,30-45 y.,Post-secondary Non-tertiary Level,Difficult,0.17279,36,36,0.04754,0.29804
1997,30-45 y.,Second Stage of Tertiary Education,Difficult,0.06500,58,58,0.00100,0.12900
1997,46-65 y.,Primary Level,Almost impossible,0.22071,66,66,0.11988,0.32153
1997,46-65 y.,Lower Secondary Level,Difficult,0.09355,65,222,0.05516,0.13194
1997,46-65 y.,Lower Secondary Level,Almost impossible,0.19608,157,222,0.14373,0.24843
1997,46-65 y.,Upper Secondary Level,Difficult,0.09133,188,432,0.06413,0.11853
1997,46-65 y.,Upper Secondary Level,Almost impossible,0.12706,244,432,0.09562,0.15850
1997,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.08881,55,55,0.01294,0.16468
1998,17-29 y.,Pre-primary Level,Easy,0.10250,31,283,0.06710,0.13790
1998,17-29 y.,Pre-primary Level,Difficult,0.58963,194,283,0.53222,0.64704
1998,17-29 y.,Pre-primary Level,Almost impossible,0.16989,58,283,0.12606,0.21373
1998,17-29 y.,Lower Secondary Level,Easy,0.05163,38,265,0.02494,0.07832
1998,17-29 y.,Lower Secondary Level,Difficult,0.25522,188,265,0.20263,0.30782
1998,17-29 y.,Lower Secondary Level,Almost impossible,0.05083,39,265,0.02433,0.07732
1998,17-29 y.,Upper Secondary Level,Easy,0.06251,83,436,0.03976,0.08526
1998,17-29 y.,Upper Secondary Level,Difficult,0.20893,273,436,0.17073,0.24714
1998,17-29 y.,Upper Secondary Level,Almost impossible,0.04966,80,436,0.02924,0.07007
1998,30-45 y.,Lower Secondary Level,Difficult,0.20438,95,134,0.13585,0.27291
1998,30-45 y.,Lower Secondary Level,Almost impossible,0.08252,39,134,0.03576,0.12928
1998,30-45 y.,Upper Secondary Level,Easy,0.03129,81,558,0.01683,0.04575
1998,30-45 y.,Upper Secondary Level,Difficult,0.14303,373,558,0.11395,0.17210
1998,30-45 y.,Upper Secondary Level,Almost impossible,0.03697,104,558,0.02130,0.05264
1998,30-45 y.,Post-secondary Non-tertiary Level,Difficult,0.13719,35,35,0.02154,0.25284
1998,30-45 y.,Second Stage of Tertiary Education,Difficult,0.07809,68,68,0.01384,0.14233
1998,46-65 y.,Primary Level,Almost impossible,0.20327,56,56,0.09691,0.30963
1998,46-65 y.,Lower Secondary Level,Difficult,0.07800,60,221,0.04256,0.11343
1998,46-65 y.,Lower Secondary Level,Almost impossible,0.18727,161,221,0.13572,0.23882
1998,46-65 y.,Upper Secondary Level,Difficult,0.08563,190,448,0.05969,0.11157
1998,46-65 y.,Upper Secondary Level,Almost impossible,0.11343,258,448,0.08404,0.14283
1998,46-65 y.,Second Stage of Tertiary Education,Difficult,0.05842,38,94,0.01075,0.10609
1998,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.06584,56,94,0.01543,0.11624
1999,17-29 y.,Pre-primary Level,Easy,0.13680,39,269,0.09566,0.17794
1999,17-29 y.,Pre-primary Level,Difficult,0.57035,192,269,0.51108,0.62962
1999,17-29 y.,Pre-primary Level,Almost impossible,0.11916,38,269,0.08037,0.15794
1999,17-29 y.,Lower Secondary Level,Easy,0.05060,37,237,0.02264,0.07856
1999,17-29 y.,Lower Secondary Level,Difficult,0.23253,158,237,0.17863,0.28643
1999,17-29 y.,Lower Secondary Level,Almost impossible,0.05432,42,237,0.02541,0.08324
1999,17-29 y.,Upper Secondary Level,Easy,0.08090,94,394,0.05394,0.10786
1999,17-29 y.,Upper Secondary Level,Difficult,0.17505,237,394,0.13748,0.21262
1999,17-29 y.,Upper Secondary Level,Almost impossible,0.04170,63,394,0.02193,0.06146
1999,30-45 y.,Lower Secondary Level,Difficult,0.17163,80,118,0.10331,0.23996
1999,30-45 y.,Lower Secondary Level,Almost impossible,0.06877,38,118,0.02291,0.11462
1999,30-45 y.,Upper Secondary Level,Easy,0.02813,71,485,0.01340,0.04286
1999,30-45 y.,Upper Secondary Level,Difficult,0.11962,309,485,0.09071,0.14853
1999,30-45 y.,Upper Secondary Level,Almost impossible,0.03946,105,485,0.02212,0.05681
1999,30-45 y.,Post-secondary Non-tertiary Level,Difficult,0.14477,45,45,0.04080,0.24874
1999,30-45 y.,Second Stage of Tertiary Education,Difficult,0.07921,63,63,0.01198,0.14643
1999,46-65 y.,Primary Level,Almost impossible,0.22455,54,54,0.11221,0.33690
1999,46-65 y.,Lower Secondary Level,Difficult,0.07033,52,190,0.03388,0.10679
1999,46-65 y.,Lower Secondary Level,Almost impossible,0.17768,138,190,0.12318,0.23218
1999,46-65 y.,Upper Secondary Level,Difficult,0.06401,162,420,0.04057,0.08744
1999,46-65 y.,Upper Secondary Level,Almost impossible,0.11769,258,420,0.08684,0.14855
1999,46-65 y.,Second Stage of Tertiary Education,Difficult,0.03752,33,74,-0.00607,0.08111
1999,46-65 y.,Second Stage of Tertiary Education,Almost impossible,0.05390,41,74,0.00210,0.10571
2000,17-29 y.,Pre-primary Level,Easy,0.13306,63,397,0.09961,0.16651
2000,17-29 y.,Pre-primary Level,Difficult,0.49269,236,397,0.44344,0.54193
2000,17-29 y.,Pre-primary Level,Almost impossible,0.18243,98,397,0.14439,0.22046
2000,17-29 y.,Lower Secondary Level,Easy,0.06606,67,373,0.04082,0.09130
2000,17-29 y.,Lower Secondary Level,Difficult,0.21479,231,373,0.17306,0.25653
2000,17-29 y.,Lower Secondary Level,Almost impossible,0.07053,75,373,0.04451,0.09655
2000,17-29 y.,Upper Secondary Level,Easy,0.08687,193,688,0.06581,0.10793
2000,17-29 y.,Upper Secondary Level,Difficult,0.16419,390,688,0.13648,0.19189
2000,17-29 y.,Upper Secondary Level,Almost impossible,0.04412,105,688,0.02876,0.05947
2000,17-29 y.,Post-secondary Non-tertiary Level,Difficult,0.12285,43,43,0.02357,0.22213
2000,17-29 y.,Second Stage of Tertiary Education,Difficult,0.12277,31,31,0.00533,0.24020
2000,30-45 y.,Lower Secondary Level,Difficult,0.15199,107,178,0.09910,0.20488
2000,30-45 y.,Lower Secondary Level,Almost impossible,0.10462,71,178,0.05953,0.14971
2000,30-45 y.,Upper Secondary Level,Easy,0.03038,129,876,0.01901,0.04175
2000,30-45 y.,Upper Secondary Level,Difficult,0.11936,579,876,0.09788,0.14084
2000,30-45 y.,Upper Secondary Level,Almost impossible,0.03133,168,876,0.01979,0.04288
2000,30-45 y.,Post-secondary Non-tertiary Level,Difficult,0.11564,64,64,0.03667,0.19461
2000,30-45 y.,First Stage of Tertiary Education,Easy,0.03866,37,94,-0.00052,0.07784
2000,30-45 y.,First Stage of Tertiary Education,Difficult,0.06695,57,94,0.01615,0.11775
2000,30-45 y.,Second Stage of Tertiary Education,Easy,0.02055,36,191,0.00037,0.04072
2000,30-45 y.,Second Stage of Tertiary Education,Difficult,0.06674,116,191,0.03125,0.10223
