year,age_gr,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,46-65 y.,Urban regions,Yes,0.07742,501,6526,0.07093,0.08390
2019,46-65 y.,Urban regions,No,0.91926,6025,6526,0.91265,0.92587
2019,46-65 y.,Rural regions,Yes,0.06965,229,3697,0.06144,0.07786
2019,46-65 y.,Rural regions,No,0.92838,3468,3697,0.92006,0.93669
2019,66 and older,Urban regions,Yes,0.06389,198,3221,0.05544,0.07234
2019,66 and older,Urban regions,No,0.93582,3023,3221,0.92736,0.94429
2019,66 and older,Rural regions,Yes,0.07598,122,1872,0.06398,0.08799
2019,66 and older,Rural regions,No,0.92369,1750,1872,0.91166,0.93572
2021,17-29 y.,Urban regions,Yes,0.06722,157,2319,0.05703,0.07742
2021,17-29 y.,Urban regions,No,0.86149,2162,2319,0.84742,0.87555
2021,17-29 y.,Rural regions,Yes,0.07560,60,860,0.05793,0.09328
2021,17-29 y.,Rural regions,No,0.83179,800,860,0.80677,0.85680
2021,30-45 y.,Urban regions,Yes,0.08599,268,3663,0.07691,0.09507
2021,30-45 y.,Urban regions,No,0.90180,3395,3663,0.89216,0.91144
2021,30-45 y.,Rural regions,Yes,0.08170,111,1543,0.06803,0.09537
2021,30-45 y.,Rural regions,No,0.89139,1432,1543,0.87586,0.90692
2021,46-65 y.,Urban regions,Yes,0.10252,445,4772,0.09392,0.11113
2021,46-65 y.,Urban regions,No,0.88842,4327,4772,0.87948,0.89735
2021,46-65 y.,Rural regions,Yes,0.07280,179,2443,0.06250,0.08310
2021,46-65 y.,Rural regions,No,0.91777,2264,2443,0.90688,0.92867
2021,66 and older,Urban regions,Yes,0.07690,161,2242,0.06587,0.08793
2021,66 and older,Urban regions,No,0.91436,2081,2242,0.90277,0.92594
2021,66 and older,Rural regions,Yes,0.07890,96,1321,0.06436,0.09345
2021,66 and older,Rural regions,No,0.91325,1225,1321,0.89807,0.92843
