,Unnamed: 0,year,age_gr,pgisced97,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
244,244,2015,30-45 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.02801,31,3350,0.02102,0.0372
245,245,2015,30-45 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.5287,86,3350,0.40067,0.67703
246,246,2015,30-45 y.,Post-secondary Non-tertiary Level,Do something new,0.20882,41,3350,0.13286,0.2836
247,247,2015,30-45 y.,Post-secondary Non-tertiary Level,Does not matter,0.26247,61,3350,0.1812,0.37553
248,248,2015,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.63089,185,3350,0.52288,0.75565
249,249,2015,30-45 y.,Second Stage of Tertiary Education,Do something new,0.13298,47,3350,0.09002,0.18781
250,250,2015,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.23613,87,3350,0.16569,0.32174
251,251,2015,46-65 y.,Lower Secondary Level,Does not matter,1.0,61,3350,0.75528,1.28036
252,252,2015,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.16198,81,3350,0.1209,0.20082
253,253,2015,46-65 y.,Upper Secondary Level,Do something new,0.21223,86,3350,0.16666,0.27173
