year,regtyp,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,Does not matter,0.24764695438898784,319,1984,0.24718651209895376,0.24810739667902193
2013,Urban regions,Does not apply/do not (yet) have a job,0.3419443270928676,457,1984,0.34143831966954774,0.34245033451618745
2013,Rural regions,In my current field/ field I was trained in,0.22096139316998045,153,1984,0.22037408185608787,0.22154870448387304
2013,Rural regions,Do something new,0.14155828458650863,103,1984,0.1410648225695148,0.14205174660350245
2013,Rural regions,Does not matter,0.3980506232405374,266,1984,0.39735770847525004,0.3987435380058248
2013,Rural regions,Does not apply/do not (yet) have a job,0.23942969900297348,178,1984,0.23882562608133204,0.24003377192461492
2015,Urban regions,In my current field/ field I was trained in,0.24982441172200523,657,3995,0.24945742992100803,0.25019139352300246
2015,Urban regions,Do something new,0.1456538368816805,374,3995,0.14535480084462182,0.14595287291873915
2015,Urban regions,Does not matter,0.28270921814408334,783,3995,0.28232748204008984,0.28309095424807684
2015,Urban regions,Does not apply/do not (yet) have a job,0.32181253325223097,891,3995,0.3214165088163604,0.3222085576881015
2015,Rural regions,In my current field/ field I was trained in,0.2220038084233819,277,3995,0.2214695469343121,0.22253806991245173
2015,Rural regions,Do something new,0.1546840636293132,189,3995,0.15421920891787577,0.15514891834075062
2015,Rural regions,Does not matter,0.33035607649167603,464,3995,0.329751434871515,0.3309607181118371
2015,Rural regions,Does not apply/do not (yet) have a job,0.2929560514556288,360,3995,0.2923709793889982,0.2935411235222594
2017,Urban regions,In my current field/ field I was trained in,0.2566251216467303,541,3415,0.2562582923556599,0.2569919509378007
2017,Urban regions,Do something new,0.16585505070764586,373,3415,0.16554266180672852,0.1661674396085632
2017,Urban regions,Does not matter,0.2485994813297972,591,3415,0.24823648992923286,0.24896247273036154
2017,Urban regions,Does not apply/do not (yet) have a job,0.32892034631582673,848,3415,0.32852575921179633,0.3293149334198571
2017,Rural regions,In my current field/ field I was trained in,0.2110184617093305,217,3415,0.21044403300589568,0.21159289041276533
2017,Rural regions,Do something new,0.1626041730531861,178,3415,0.16208468719945704,0.1631236589069152
2017,Rural regions,Does not matter,0.31496880228025026,332,3415,0.3143148720257427,0.3156227325347578
2017,Rural regions,Does not apply/do not (yet) have a job,0.3114085629572331,335,3415,0.31075665156563037,0.3120604743488359
