year,age_gr,sex,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,male,In my current field/ field I was trained in,0.13440,71,454,0.10299,0.16581
1998,17-29 y.,male,Do something new,0.07557,36,454,0.05123,0.09991
1998,17-29 y.,male,Does not matter,0.13183,57,454,0.10067,0.16298
1998,17-29 y.,male,Does not apply/do not (yet) have a job,0.65821,290,454,0.61453,0.70189
1998,17-29 y.,female,In my current field/ field I was trained in,0.24522,137,577,0.21008,0.28035
1998,17-29 y.,female,Do something new,0.11328,61,577,0.08740,0.13916
1998,17-29 y.,female,Does not matter,0.14684,87,577,0.11793,0.17574
1998,17-29 y.,female,Does not apply/do not (yet) have a job,0.49467,292,577,0.45384,0.53550
1998,30-45 y.,male,In my current field/ field I was trained in,0.35173,72,190,0.28365,0.41980
1998,30-45 y.,male,Do something new,0.20477,38,190,0.14724,0.26230
1998,30-45 y.,male,Does not matter,0.39237,80,190,0.32276,0.46199
1998,30-45 y.,female,In my current field/ field I was trained in,0.38878,221,601,0.34977,0.42778
1998,30-45 y.,female,Do something new,0.18038,91,601,0.14961,0.21114
1998,30-45 y.,female,Does not matter,0.36257,243,601,0.32411,0.40104
1998,30-45 y.,female,Does not apply/do not (yet) have a job,0.06827,46,601,0.04809,0.08845
1998,46-65 y.,male,In my current field/ field I was trained in,0.40587,74,148,0.32648,0.48525
1998,46-65 y.,male,Does not matter,0.40202,74,148,0.32276,0.48128
1998,46-65 y.,female,In my current field/ field I was trained in,0.30971,56,149,0.23521,0.38420
1998,46-65 y.,female,Does not matter,0.45015,93,149,0.37000,0.53031
1999,17-29 y.,male,In my current field/ field I was trained in,0.15213,63,405,0.11711,0.18715
1999,17-29 y.,male,Do something new,0.11686,45,405,0.08554,0.14819
1999,17-29 y.,male,Does not matter,0.11044,47,405,0.07987,0.14100
1999,17-29 y.,male,Does not apply/do not (yet) have a job,0.62057,250,405,0.57325,0.66789
1999,17-29 y.,female,In my current field/ field I was trained in,0.17867,106,534,0.14615,0.21119
1999,17-29 y.,female,Do something new,0.10622,47,534,0.08006,0.13238
1999,17-29 y.,female,Does not matter,0.15967,86,534,0.12857,0.19077
1999,17-29 y.,female,Does not apply/do not (yet) have a job,0.55545,295,534,0.51326,0.59763
1999,30-45 y.,male,In my current field/ field I was trained in,0.38881,58,131,0.30501,0.47261
1999,30-45 y.,male,Does not matter,0.37934,73,131,0.29593,0.46275
1999,30-45 y.,female,In my current field/ field I was trained in,0.37753,183,519,0.33578,0.41927
1999,30-45 y.,female,Do something new,0.18458,88,519,0.15117,0.21799
1999,30-45 y.,female,Does not matter,0.37980,210,519,0.33800,0.42160
1999,30-45 y.,female,Does not apply/do not (yet) have a job,0.05810,38,519,0.03795,0.07824
1999,46-65 y.,male,In my current field/ field I was trained in,0.30320,41,111,0.21730,0.38910
1999,46-65 y.,male,Does not matter,0.54517,70,111,0.45211,0.63823
1999,46-65 y.,female,In my current field/ field I was trained in,0.24905,42,125,0.17293,0.32517
1999,46-65 y.,female,Does not matter,0.53435,83,125,0.44656,0.62215
2000,17-29 y.,male,In my current field/ field I was trained in,0.18190,120,675,0.15278,0.21103
2000,17-29 y.,male,Do something new,0.13163,79,675,0.10610,0.15715
2000,17-29 y.,male,Does not matter,0.09137,64,675,0.06961,0.11312
2000,17-29 y.,male,Does not apply/do not (yet) have a job,0.59510,412,675,0.55804,0.63216
2000,17-29 y.,female,In my current field/ field I was trained in,0.21668,187,869,0.18927,0.24408
2000,17-29 y.,female,Do something new,0.09456,76,869,0.07509,0.11402
2000,17-29 y.,female,Does not matter,0.13361,119,869,0.11098,0.15624
2000,17-29 y.,female,Does not apply/do not (yet) have a job,0.55516,487,869,0.52210,0.58822
2000,30-45 y.,male,In my current field/ field I was trained in,0.33028,95,292,0.27624,0.38431
2000,30-45 y.,male,Do something new,0.24052,64,292,0.19141,0.28963
2000,30-45 y.,male,Does not matter,0.31488,102,292,0.26151,0.36824
2000,30-45 y.,male,Does not apply/do not (yet) have a job,0.11433,31,292,0.07777,0.15089
2000,30-45 y.,female,In my current field/ field I was trained in,0.39197,379,980,0.36139,0.42255
2000,30-45 y.,female,Do something new,0.17595,160,980,0.15210,0.19980
2000,30-45 y.,female,Does not matter,0.36050,364,980,0.33042,0.39058
2000,30-45 y.,female,Does not apply/do not (yet) have a job,0.07158,77,980,0.05543,0.08773
2000,46-65 y.,male,In my current field/ field I was trained in,0.29876,69,227,0.23909,0.35844
2000,46-65 y.,male,Do something new,0.16193,35,227,0.11390,0.20996
2000,46-65 y.,male,Does not matter,0.48249,123,227,0.41734,0.54764
2000,46-65 y.,female,In my current field/ field I was trained in,0.28879,95,312,0.23842,0.33916
2000,46-65 y.,female,Do something new,0.15360,50,312,0.11352,0.19367
2000,46-65 y.,female,Does not matter,0.42267,130,312,0.36777,0.47757
2000,46-65 y.,female,Does not apply/do not (yet) have a job,0.13494,37,312,0.09697,0.17292
2001,17-29 y.,male,In my current field/ field I was trained in,0.15907,96,614,0.13012,0.18803
2001,17-29 y.,male,Do something new,0.08706,54,614,0.06474,0.10937
2001,17-29 y.,male,Does not matter,0.10833,62,614,0.08372,0.13293
2001,17-29 y.,male,Does not apply/do not (yet) have a job,0.64554,402,614,0.60768,0.68341
2001,17-29 y.,female,In my current field/ field I was trained in,0.21240,158,789,0.18384,0.24095
2001,17-29 y.,female,Do something new,0.10047,71,789,0.07948,0.12147
2001,17-29 y.,female,Does not matter,0.13150,103,789,0.10790,0.15509
2001,17-29 y.,female,Does not apply/do not (yet) have a job,0.55563,457,789,0.52094,0.59033
2001,30-45 y.,male,In my current field/ field I was trained in,0.33683,86,257,0.27894,0.39473
2001,30-45 y.,male,Do something new,0.16075,41,257,0.11576,0.20575
2001,30-45 y.,male,Does not matter,0.36427,96,257,0.30532,0.42322
2001,30-45 y.,male,Does not apply/do not (yet) have a job,0.13815,34,257,0.09588,0.18041
2001,30-45 y.,female,In my current field/ field I was trained in,0.41141,334,836,0.37804,0.44479
2001,30-45 y.,female,Do something new,0.20146,161,836,0.17425,0.22866
2001,30-45 y.,female,Does not matter,0.32210,285,836,0.29040,0.35379
2001,30-45 y.,female,Does not apply/do not (yet) have a job,0.06503,56,836,0.04831,0.08176
2001,46-65 y.,male,In my current field/ field I was trained in,0.33705,69,210,0.27296,0.40114
2001,46-65 y.,male,Do something new,0.14296,32,210,0.09550,0.19041
2001,46-65 y.,male,Does not matter,0.48735,109,210,0.41958,0.55512
2001,46-65 y.,female,In my current field/ field I was trained in,0.25209,66,254,0.19858,0.30559
2001,46-65 y.,female,Do something new,0.18454,48,254,0.13674,0.23234
2001,46-65 y.,female,Does not matter,0.45470,140,254,0.39334,0.51605
2003,17-29 y.,male,In my current field/ field I was trained in,0.14136,83,694,0.11542,0.16730
2003,17-29 y.,male,Do something new,0.12089,69,694,0.09661,0.14516
2003,17-29 y.,male,Does not matter,0.09546,60,694,0.07359,0.11734
2003,17-29 y.,male,Does not apply/do not (yet) have a job,0.64229,482,694,0.60660,0.67798
2003,17-29 y.,female,In my current field/ field I was trained in,0.16266,113,763,0.13646,0.18887
2003,17-29 y.,female,Do something new,0.06382,48,763,0.04647,0.08118
2003,17-29 y.,female,Does not matter,0.15589,95,763,0.13014,0.18165
2003,17-29 y.,female,Does not apply/do not (yet) have a job,0.61762,507,763,0.58311,0.65213
2003,30-45 y.,male,In my current field/ field I was trained in,0.31634,93,293,0.26300,0.36969
2003,30-45 y.,male,Do something new,0.14494,56,293,0.10456,0.18532
2003,30-45 y.,male,Does not matter,0.45413,144,293,0.39702,0.51124
2003,30-45 y.,female,In my current field/ field I was trained in,0.36582,266,738,0.33105,0.40060
2003,30-45 y.,female,Do something new,0.15958,114,738,0.13314,0.18602
2003,30-45 y.,female,Does not matter,0.39398,302,738,0.35870,0.42926
2003,30-45 y.,female,Does not apply/do not (yet) have a job,0.08061,56,738,0.06096,0.10027
2003,46-65 y.,male,In my current field/ field I was trained in,0.30193,74,224,0.24168,0.36219
2003,46-65 y.,male,Does not matter,0.59706,150,224,0.53268,0.66144
2003,46-65 y.,female,In my current field/ field I was trained in,0.17699,72,305,0.13408,0.21989
2003,46-65 y.,female,Do something new,0.13717,44,305,0.09850,0.17585
2003,46-65 y.,female,Does not matter,0.61834,189,305,0.56373,0.67295
2005,17-29 y.,male,In my current field/ field I was trained in,0.11812,60,572,0.09165,0.14460
2005,17-29 y.,male,Do something new,0.09937,49,572,0.07483,0.12390
2005,17-29 y.,male,Does not matter,0.19055,90,572,0.15834,0.22277
2005,17-29 y.,male,Does not apply/do not (yet) have a job,0.59195,373,572,0.55164,0.63227
2005,17-29 y.,female,In my current field/ field I was trained in,0.16407,90,665,0.13590,0.19223
2005,17-29 y.,female,Do something new,0.06146,36,665,0.04319,0.07973
2005,17-29 y.,female,Does not matter,0.14979,99,665,0.12264,0.17693
2005,17-29 y.,female,Does not apply/do not (yet) have a job,0.62469,440,665,0.58786,0.66152
2005,30-45 y.,male,In my current field/ field I was trained in,0.25023,65,233,0.19450,0.30597
2005,30-45 y.,male,Do something new,0.09974,31,233,0.06118,0.13830
2005,30-45 y.,male,Does not matter,0.54077,137,233,0.47664,0.60490
2005,30-45 y.,female,In my current field/ field I was trained in,0.30674,180,557,0.26841,0.34507
2005,30-45 y.,female,Do something new,0.11358,64,557,0.08721,0.13996
2005,30-45 y.,female,Does not matter,0.48301,271,557,0.44147,0.52455
2005,30-45 y.,female,Does not apply/do not (yet) have a job,0.09667,42,557,0.07210,0.12123
2005,46-65 y.,male,In my current field/ field I was trained in,0.21965,53,200,0.16213,0.27718
2005,46-65 y.,male,Does not matter,0.65606,147,200,0.59006,0.72206
2005,46-65 y.,female,In my current field/ field I was trained in,0.20900,58,243,0.15777,0.26023
2005,46-65 y.,female,Does not matter,0.62617,185,243,0.56521,0.68713
2007,17-29 y.,male,In my current field/ field I was trained in,0.11279,58,546,0.08623,0.13935
2007,17-29 y.,male,Do something new,0.09012,37,546,0.06608,0.11416
2007,17-29 y.,male,Does not matter,0.12568,65,546,0.09785,0.15351
2007,17-29 y.,male,Does not apply/do not (yet) have a job,0.67141,386,546,0.63197,0.71084
2007,17-29 y.,female,In my current field/ field I was trained in,0.20231,111,682,0.17214,0.23248
2007,17-29 y.,female,Do something new,0.09054,54,682,0.06899,0.11209
2007,17-29 y.,female,Does not matter,0.13427,92,682,0.10866,0.15987
2007,17-29 y.,female,Does not apply/do not (yet) have a job,0.57289,425,682,0.53573,0.61004
2007,30-45 y.,male,In my current field/ field I was trained in,0.16851,39,141,0.10650,0.23051
2007,30-45 y.,male,Does not matter,0.59560,102,141,0.51430,0.67690
2007,30-45 y.,female,In my current field/ field I was trained in,0.31638,202,583,0.27860,0.35416
2007,30-45 y.,female,Do something new,0.13352,80,583,0.10589,0.16116
2007,30-45 y.,female,Does not matter,0.45811,260,583,0.41764,0.49859
2007,30-45 y.,female,Does not apply/do not (yet) have a job,0.09198,41,583,0.06850,0.11546
2007,46-65 y.,male,In my current field/ field I was trained in,0.18741,50,185,0.13102,0.24380
2007,46-65 y.,male,Does not matter,0.63915,135,185,0.56976,0.70854
2007,46-65 y.,female,In my current field/ field I was trained in,0.17192,58,264,0.12632,0.21753
2007,46-65 y.,female,Does not matter,0.63231,206,264,0.57403,0.69058
2009,17-29 y.,male,In my current field/ field I was trained in,0.16205,77,485,0.12922,0.19488
2009,17-29 y.,male,Do something new,0.07987,38,485,0.05572,0.10403
2009,17-29 y.,male,Does not matter,0.12511,48,485,0.09564,0.15459
2009,17-29 y.,male,Does not apply/do not (yet) have a job,0.63296,322,485,0.59002,0.67590
2009,17-29 y.,female,In my current field/ field I was trained in,0.13012,78,505,0.10075,0.15949
2009,17-29 y.,female,Do something new,0.09370,41,505,0.06826,0.11914
2009,17-29 y.,female,Does not matter,0.15659,72,505,0.12486,0.18832
2009,17-29 y.,female,Does not apply/do not (yet) have a job,0.61959,314,505,0.57720,0.66197
2009,30-45 y.,male,In my current field/ field I was trained in,0.20649,38,123,0.13466,0.27832
2009,30-45 y.,male,Does not matter,0.54225,85,123,0.45384,0.63066
2009,30-45 y.,female,In my current field/ field I was trained in,0.34056,144,438,0.29613,0.38500
2009,30-45 y.,female,Do something new,0.11585,49,438,0.08584,0.14586
2009,30-45 y.,female,Does not matter,0.46486,213,438,0.41809,0.51162
2009,30-45 y.,female,Does not apply/do not (yet) have a job,0.07873,32,438,0.05348,0.10398
2009,46-65 y.,male,In my current field/ field I was trained in,0.26704,51,182,0.20259,0.33149
2009,46-65 y.,male,Does not matter,0.56997,131,182,0.49784,0.64209
2009,46-65 y.,female,In my current field/ field I was trained in,0.24603,63,200,0.18619,0.30587
2009,46-65 y.,female,Does not matter,0.54774,137,200,0.47859,0.61689
2011,17-29 y.,male,In my current field/ field I was trained in,0.16325,51,337,0.12373,0.20277
2011,17-29 y.,male,Does not matter,0.13854,34,337,0.10160,0.17548
2011,17-29 y.,male,Does not apply/do not (yet) have a job,0.61068,252,337,0.55855,0.66282
2011,17-29 y.,female,In my current field/ field I was trained in,0.15807,56,343,0.11941,0.19673
2011,17-29 y.,female,Does not matter,0.06831,33,343,0.04157,0.09504
2011,17-29 y.,female,Does not apply/do not (yet) have a job,0.72398,254,343,0.67661,0.77136
2011,30-45 y.,male,In my current field/ field I was trained in,0.21374,31,74,0.11970,0.30778
2011,30-45 y.,male,Does not matter,0.40474,43,74,0.29214,0.51734
2011,30-45 y.,female,In my current field/ field I was trained in,0.38070,132,323,0.32766,0.43374
2011,30-45 y.,female,Do something new,0.14039,47,323,0.10244,0.17833
2011,30-45 y.,female,Does not matter,0.38565,144,323,0.33248,0.43881
2011,46-65 y.,male,In my current field/ field I was trained in,0.26717,53,148,0.19564,0.33870
2011,46-65 y.,male,Does not matter,0.55787,95,148,0.47758,0.63815
2011,46-65 y.,female,In my current field/ field I was trained in,0.16119,41,227,0.11325,0.20913
2011,46-65 y.,female,Do something new,0.18199,44,227,0.13169,0.23230
2011,46-65 y.,female,Does not matter,0.60553,142,227,0.54181,0.66925
2013,17-29 y.,male,In my current field/ field I was trained in,0.16990,55,375,0.13184,0.20796
2013,17-29 y.,male,Does not matter,0.12764,37,375,0.09382,0.16146
2013,17-29 y.,male,Does not apply/do not (yet) have a job,0.63216,283,375,0.58329,0.68104
2013,17-29 y.,female,In my current field/ field I was trained in,0.17202,77,454,0.13727,0.20677
2013,17-29 y.,female,Do something new,0.13371,46,454,0.10237,0.16505
2013,17-29 y.,female,Does not matter,0.09022,48,454,0.06384,0.11660
2013,17-29 y.,female,Does not apply/do not (yet) have a job,0.60405,283,454,0.55901,0.64909
2013,30-45 y.,male,In my current field/ field I was trained in,0.25734,40,131,0.18219,0.33249
2013,30-45 y.,male,Do something new,0.25595,33,131,0.18093,0.33096
2013,30-45 y.,male,Does not matter,0.33125,58,131,0.25034,0.41216
2013,30-45 y.,female,In my current field/ field I was trained in,0.44949,167,388,0.39993,0.49905
2013,30-45 y.,female,Do something new,0.22188,82,388,0.18048,0.26328
2013,30-45 y.,female,Does not matter,0.27623,139,388,0.23168,0.32078
2013,46-65 y.,male,In my current field/ field I was trained in,0.25461,47,206,0.19498,0.31425
2013,46-65 y.,male,Do something new,0.14376,39,206,0.09573,0.19179
2013,46-65 y.,male,Does not matter,0.58247,120,206,0.51497,0.64998
2013,46-65 y.,female,In my current field/ field I was trained in,0.19547,67,291,0.14983,0.24111
2013,46-65 y.,female,Do something new,0.16134,59,291,0.11900,0.20367
2013,46-65 y.,female,Does not matter,0.56551,165,291,0.50846,0.62257
2015,17-29 y.,male,In my current field/ field I was trained in,0.14795,76,674,0.12113,0.17478
2015,17-29 y.,male,Do something new,0.07313,58,674,0.05346,0.09280
2015,17-29 y.,male,Does not matter,0.07441,54,674,0.05458,0.09424
2015,17-29 y.,male,Does not apply/do not (yet) have a job,0.70451,486,674,0.67004,0.73898
2015,17-29 y.,female,In my current field/ field I was trained in,0.21792,155,932,0.19140,0.24444
2015,17-29 y.,female,Do something new,0.09681,95,932,0.07781,0.11580
2015,17-29 y.,female,Does not matter,0.10750,127,932,0.08761,0.12740
2015,17-29 y.,female,Does not apply/do not (yet) have a job,0.57777,555,932,0.54604,0.60950
2015,30-45 y.,male,In my current field/ field I was trained in,0.29919,101,322,0.24910,0.34929
2015,30-45 y.,male,Do something new,0.26436,62,322,0.21611,0.31260
2015,30-45 y.,male,Does not matter,0.32717,159,322,0.27584,0.37850
2015,30-45 y.,female,In my current field/ field I was trained in,0.40772,433,1199,0.37990,0.43555
2015,30-45 y.,female,Do something new,0.16549,202,1199,0.14444,0.18653
2015,30-45 y.,female,Does not matter,0.34086,429,1199,0.31402,0.36770
2015,30-45 y.,female,Does not apply/do not (yet) have a job,0.08593,135,1199,0.07006,0.10180
2015,46-65 y.,male,In my current field/ field I was trained in,0.22445,77,314,0.17823,0.27067
2015,46-65 y.,male,Do something new,0.13242,48,314,0.09487,0.16997
2015,46-65 y.,male,Does not matter,0.62315,189,314,0.56946,0.67683
2015,46-65 y.,female,In my current field/ field I was trained in,0.13653,81,476,0.10565,0.16741
2015,46-65 y.,female,Do something new,0.23118,92,476,0.19327,0.26910
2015,46-65 y.,female,Does not matter,0.54715,266,476,0.50238,0.59191
2015,46-65 y.,female,Does not apply/do not (yet) have a job,0.08514,37,476,0.06004,0.11024
2017,17-29 y.,male,In my current field/ field I was trained in,0.14207,80,698,0.11615,0.16799
2017,17-29 y.,male,Do something new,0.13530,77,698,0.10991,0.16069
2017,17-29 y.,male,Does not matter,0.05550,49,698,0.03850,0.07250
2017,17-29 y.,male,Does not apply/do not (yet) have a job,0.66713,492,698,0.63214,0.70211
2017,17-29 y.,female,In my current field/ field I was trained in,0.19494,125,790,0.16730,0.22258
2017,17-29 y.,female,Do something new,0.09317,65,790,0.07289,0.11345
2017,17-29 y.,female,Does not matter,0.08463,76,790,0.06521,0.10406
2017,17-29 y.,female,Does not apply/do not (yet) have a job,0.62725,524,790,0.59351,0.66099
2017,30-45 y.,male,In my current field/ field I was trained in,0.22841,63,263,0.17758,0.27924
2017,30-45 y.,male,Do something new,0.25018,58,263,0.19773,0.30262
2017,30-45 y.,male,Does not matter,0.42858,106,263,0.36865,0.48850
2017,30-45 y.,male,Does not apply/do not (yet) have a job,0.09284,36,263,0.05770,0.12798
2017,30-45 y.,female,In my current field/ field I was trained in,0.42292,323,917,0.39093,0.45492
2017,30-45 y.,female,Do something new,0.17314,180,917,0.14864,0.19764
2017,30-45 y.,female,Does not matter,0.30784,322,917,0.27795,0.33773
2017,30-45 y.,female,Does not apply/do not (yet) have a job,0.09609,92,917,0.07701,0.11518
2017,46-65 y.,male,In my current field/ field I was trained in,0.23482,66,253,0.18248,0.28715
2017,46-65 y.,male,Do something new,0.18141,56,253,0.13383,0.22899
2017,46-65 y.,male,Does not matter,0.54610,131,253,0.48463,0.60757
2017,46-65 y.,female,In my current field/ field I was trained in,0.21576,80,403,0.17555,0.25597
2017,46-65 y.,female,Do something new,0.23432,106,403,0.19291,0.27573
2017,46-65 y.,female,Does not matter,0.47311,217,403,0.42430,0.52192
