,Unnamed: 0,year,age_gr,migback,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
19,19,1996,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.27016,35,1947,0.18069,0.39326
20,20,1996,17-29 y.,Direct migration background,Does not matter,0.20335,41,1947,0.16575,0.24244
21,21,1996,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.52648,83,1947,0.45235,0.61547
22,22,1996,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,115,1947,0.87197,1.1602
23,23,1996,30-45 y.,No migration background,In my current field/ field I was trained in,0.38645,207,1947,0.35543,0.41733
24,24,1996,30-45 y.,No migration background,Do something new,0.2593,115,1947,0.22217,0.30179
25,25,1996,30-45 y.,No migration background,Does not matter,0.35425,215,1947,0.32581,0.38648
26,26,1996,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.34319,41,1947,0.26333,0.42386
27,27,1996,30-45 y.,Direct migration background,Does not matter,0.45341,58,1947,0.33268,0.61986
28,28,1996,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.2034,47,1947,0.16287,0.25189
29,29,1996,46-65 y.,No migration background,In my current field/ field I was trained in,0.35983,93,1947,0.32062,0.41136
30,30,1996,46-65 y.,No migration background,Do something new,0.14852,33,1947,0.11254,0.19311
31,31,1996,46-65 y.,No migration background,Does not matter,0.49165,131,1947,0.42692,0.55614
32,32,1996,46-65 y.,Direct migration background,Does not matter,1.0,46,1947,0.76354,1.28411
33,33,1997,17-29 y.,No migration background,In my current field/ field I was trained in,0.23737,164,1904,0.21454,0.26106
34,34,1997,17-29 y.,No migration background,Do something new,0.13461,80,1904,0.11205,0.15757
35,35,1997,17-29 y.,No migration background,Does not matter,0.16858,104,1904,0.14441,0.193
36,36,1997,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.45944,308,1904,0.43025,0.49539
37,37,1997,17-29 y.,Direct migration background,Does not matter,0.28884,37,1904,0.20873,0.39025
38,38,1997,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.71116,91,1904,0.61287,0.81951
39,39,1997,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,120,1904,0.85214,1.17798
40,40,1997,30-45 y.,No migration background,In my current field/ field I was trained in,0.36335,199,1904,0.33013,0.40089
41,41,1997,30-45 y.,No migration background,Do something new,0.25066,102,1904,0.21644,0.28826
42,42,1997,30-45 y.,No migration background,Does not matter,0.38599,233,1904,0.3447,0.4265
43,43,1997,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.40174,43,1904,0.29826,0.52138
44,44,1997,30-45 y.,Direct migration background,Does not matter,0.3886,72,1904,0.31475,0.47781
45,45,1997,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.20966,45,1904,0.14402,0.27777
46,46,1997,46-65 y.,No migration background,In my current field/ field I was trained in,0.34477,86,1904,0.30434,0.38908
47,47,1997,46-65 y.,No migration background,Do something new,0.16046,37,1904,0.12227,0.2142
48,48,1997,46-65 y.,No migration background,Does not matter,0.49477,136,1904,0.42813,0.56579
49,49,1997,46-65 y.,Direct migration background,Does not matter,1.0,47,1904,0.69445,1.39618
50,50,1998,17-29 y.,No migration background,In my current field/ field I was trained in,0.21189,160,1986,0.18667,0.2404
51,51,1998,17-29 y.,No migration background,Do something new,0.0979,70,1986,0.08149,0.1142
52,52,1998,17-29 y.,No migration background,Does not matter,0.12619,92,1986,0.10558,0.15027
53,53,1998,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.56402,391,1986,0.53482,0.59581
54,54,1998,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.33528,31,1986,0.21508,0.45362
55,55,1998,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.66472,81,1986,0.55258,0.77652
56,56,1998,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,110,1986,0.84217,1.15253
57,57,1998,30-45 y.,No migration background,In my current field/ field I was trained in,0.4225,255,1986,0.39394,0.46006
58,58,1998,30-45 y.,No migration background,Do something new,0.19262,103,1986,0.16809,0.22272
59,59,1998,30-45 y.,No migration background,Does not matter,0.38488,265,1986,0.35148,0.41815
60,60,1998,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.27999,32,1986,0.18748,0.40648
61,61,1998,30-45 y.,Direct migration background,Does not matter,0.46223,56,1986,0.35624,0.56871
62,62,1998,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.25778,34,1986,0.19812,0.34727
63,63,1998,46-65 y.,No migration background,In my current field/ field I was trained in,0.37579,99,1986,0.323,0.43067
64,64,1998,46-65 y.,No migration background,Do something new,0.17569,40,1986,0.14207,0.21265
65,65,1998,46-65 y.,No migration background,Does not matter,0.44852,129,1986,0.38749,0.51401
66,66,1998,46-65 y.,Direct migration background,Does not matter,1.0,38,1986,0.76587,1.27709
67,67,1999,17-29 y.,No migration background,In my current field/ field I was trained in,0.17156,130,1679,0.14832,0.19167
68,68,1999,17-29 y.,No migration background,Do something new,0.1235,71,1679,0.10653,0.14382
69,69,1999,17-29 y.,No migration background,Does not matter,0.1374,93,1679,0.11854,0.15875
70,70,1999,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.56754,369,1679,0.53094,0.60888
71,71,1999,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,1.0,68,1679,0.84656,1.15378
72,72,1999,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,108,1679,0.89422,1.12239
73,73,1999,30-45 y.,No migration background,In my current field/ field I was trained in,0.40879,198,1679,0.3572,0.44876
74,74,1999,30-45 y.,No migration background,Do something new,0.1997,97,1679,0.1712,0.2316
75,75,1999,30-45 y.,No migration background,Does not matter,0.39151,222,1679,0.35614,0.42994
76,76,1999,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.44619,38,1679,0.32165,0.58941
77,77,1999,30-45 y.,Direct migration background,Does not matter,0.55381,58,1679,0.43478,0.67988
78,78,1999,46-65 y.,No migration background,In my current field/ field I was trained in,0.29441,66,1679,0.25473,0.34703
79,79,1999,46-65 y.,No migration background,Do something new,0.13418,31,1679,0.11042,0.16733
80,80,1999,46-65 y.,No migration background,Does not matter,0.57141,130,1679,0.48346,0.65319
81,81,2000,17-29 y.,No migration background,In my current field/ field I was trained in,0.21682,234,3164,0.2002,0.23499
82,82,2000,17-29 y.,No migration background,Do something new,0.12441,126,3164,0.11339,0.13619
83,83,2000,17-29 y.,No migration background,Does not matter,0.09848,120,3164,0.08927,0.11017
84,84,2000,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.56029,618,3164,0.53355,0.58323
85,85,2000,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.21703,43,3164,0.18299,0.24818
86,86,2000,17-29 y.,Direct migration background,Does not matter,0.19287,36,3164,0.14818,0.26186
87,87,2000,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.5901,122,3164,0.53492,0.64763
88,88,2000,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,158,3164,0.90176,1.13255
89,89,2000,30-45 y.,No migration background,In my current field/ field I was trained in,0.38278,385,3164,0.36119,0.40369
90,90,2000,30-45 y.,No migration background,Do something new,0.20353,189,3164,0.18688,0.21901
91,91,2000,30-45 y.,No migration background,Does not matter,0.35391,374,3164,0.33676,0.37371
92,92,2000,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.05978,54,3164,0.0531,0.06667
93,93,2000,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.36331,80,3164,0.30908,0.41441
94,94,2000,30-45 y.,Direct migration background,Do something new,0.13663,31,3164,0.10912,0.16461
95,95,2000,30-45 y.,Direct migration background,Does not matter,0.32117,81,3164,0.28034,0.36025
96,96,2000,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.17889,51,3164,0.15675,0.20305
97,97,2000,46-65 y.,No migration background,In my current field/ field I was trained in,0.31963,134,3164,0.29533,0.34572
98,98,2000,46-65 y.,No migration background,Do something new,0.17867,76,3164,0.16243,0.2007
99,99,2000,46-65 y.,No migration background,Does not matter,0.5017,216,3164,0.46615,0.53657
100,100,2000,46-65 y.,Direct migration background,Does not matter,1.0,36,3164,0.84653,1.12714
101,101,2001,17-29 y.,No migration background,In my current field/ field I was trained in,0.19628,191,2751,0.17786,0.21322
102,102,2001,17-29 y.,No migration background,Do something new,0.09903,93,2751,0.08671,0.11098
103,103,2001,17-29 y.,No migration background,Does not matter,0.11658,115,2751,0.10092,0.13253
104,104,2001,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.58811,622,2751,0.56079,0.61985
105,105,2001,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.2611,35,2751,0.20236,0.32333
106,106,2001,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.7389,92,2751,0.64774,0.84417
107,107,2001,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,145,2751,0.87447,1.11791
108,108,2001,30-45 y.,No migration background,In my current field/ field I was trained in,0.41334,349,2751,0.38394,0.44172
109,109,2001,30-45 y.,No migration background,Do something new,0.19856,171,2751,0.18194,0.22137
110,110,2001,30-45 y.,No migration background,Does not matter,0.33232,311,2751,0.30914,0.35817
111,111,2001,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.05578,41,2751,0.04854,0.06479
112,112,2001,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.37907,63,2751,0.31635,0.4476
113,113,2001,30-45 y.,Direct migration background,Does not matter,0.37795,58,2751,0.32381,0.43057
114,114,2001,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.24298,43,2751,0.20004,0.30114
115,115,2001,46-65 y.,No migration background,In my current field/ field I was trained in,0.30056,107,2751,0.26357,0.34482
116,116,2001,46-65 y.,No migration background,Do something new,0.17408,66,2751,0.15166,0.20066
117,117,2001,46-65 y.,No migration background,Does not matter,0.52536,214,2751,0.47296,0.57368
118,118,2001,46-65 y.,Direct migration background,Does not matter,1.0,35,2751,0.84046,1.17821
119,119,2003,17-29 y.,No migration background,In my current field/ field I was trained in,0.14727,149,2851,0.13188,0.16469
120,120,2003,17-29 y.,No migration background,Do something new,0.10754,97,2851,0.09184,0.12693
121,121,2003,17-29 y.,No migration background,Does not matter,0.11812,117,2851,0.105,0.13715
122,122,2003,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.62707,776,2851,0.58141,0.66817
123,123,2003,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,1.0,87,2851,0.84485,1.14009
124,124,2003,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,126,2851,0.87094,1.15363
125,125,2003,30-45 y.,No migration background,In my current field/ field I was trained in,0.366,299,2851,0.33391,0.39674
126,126,2003,30-45 y.,No migration background,Do something new,0.16764,142,2851,0.14522,0.18969
127,127,2003,30-45 y.,No migration background,Does not matter,0.4143,353,2851,0.38466,0.44403
128,128,2003,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.05207,35,2851,0.03936,0.06422
129,129,2003,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.33562,49,2851,0.27444,0.41128
130,130,2003,30-45 y.,Direct migration background,Does not matter,0.46649,74,2851,0.39248,0.53963
131,131,2003,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.19789,37,2851,0.15688,0.23806
132,132,2003,46-65 y.,No migration background,In my current field/ field I was trained in,0.23308,121,2851,0.19905,0.26503
133,133,2003,46-65 y.,No migration background,Do something new,0.11089,52,2851,0.09033,0.13025
134,134,2003,46-65 y.,No migration background,Does not matter,0.65603,287,2851,0.59982,0.71282
135,135,2003,46-65 y.,Direct migration background,Does not matter,1.0,50,2851,0.80349,1.19102
136,136,2005,17-29 y.,No migration background,In my current field/ field I was trained in,0.1427,118,2350,0.12354,0.16103
137,137,2005,17-29 y.,No migration background,Do something new,0.09005,75,2350,0.07254,0.10986
138,138,2005,17-29 y.,No migration background,Does not matter,0.16663,136,2350,0.13923,0.18729
139,139,2005,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.60062,626,2350,0.55841,0.64182
140,140,2005,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,1.0,67,2350,0.80004,1.19567
141,141,2005,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,120,2350,0.80372,1.16738
142,142,2005,30-45 y.,No migration background,In my current field/ field I was trained in,0.30214,199,2350,0.26953,0.3292
143,143,2005,30-45 y.,No migration background,Do something new,0.12442,86,2350,0.10656,0.14726
144,144,2005,30-45 y.,No migration background,Does not matter,0.50669,329,2350,0.46321,0.54799
145,145,2005,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.06675,31,2350,0.05087,0.08163
146,146,2005,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.34064,34,2350,0.25026,0.44046
147,147,2005,30-45 y.,Direct migration background,Does not matter,0.65936,62,2350,0.54515,0.7917
148,148,2005,46-65 y.,No migration background,In my current field/ field I was trained in,0.1986,94,2350,0.16413,0.22919
149,149,2005,46-65 y.,No migration background,Do something new,0.11284,43,2350,0.08749,0.14155
150,150,2005,46-65 y.,No migration background,Does not matter,0.68857,275,2350,0.62562,0.75506
151,151,2005,46-65 y.,Direct migration background,Does not matter,1.0,55,2350,0.80796,1.16704
152,152,2007,17-29 y.,No migration background,In my current field/ field I was trained in,0.15211,130,2285,0.13214,0.17343
153,153,2007,17-29 y.,No migration background,Do something new,0.08805,73,2285,0.06944,0.10586
154,154,2007,17-29 y.,No migration background,Does not matter,0.14134,125,2285,0.1232,0.15979
155,155,2007,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.6185,635,2285,0.57621,0.66273
156,156,2007,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,1.0,65,2285,0.85406,1.15929
157,157,2007,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,111,2285,0.84419,1.18611
158,158,2007,30-45 y.,No migration background,In my current field/ field I was trained in,0.297,190,2285,0.26132,0.33293
159,159,2007,30-45 y.,No migration background,Do something new,0.16196,86,2285,0.13458,0.19485
160,160,2007,30-45 y.,No migration background,Does not matter,0.54104,291,2285,0.48475,0.5941
161,161,2007,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.34606,39,2285,0.27466,0.43273
162,162,2007,30-45 y.,Direct migration background,Does not matter,0.65394,55,2285,0.53271,0.77675
163,163,2007,46-65 y.,No migration background,In my current field/ field I was trained in,0.1925,93,2285,0.15954,0.22623
164,164,2007,46-65 y.,No migration background,Do something new,0.13955,52,2285,0.10509,0.17212
165,165,2007,46-65 y.,No migration background,Does not matter,0.66794,287,2285,0.60513,0.73679
166,166,2007,46-65 y.,Direct migration background,Does not matter,1.0,53,2285,0.81722,1.18515
167,167,2009,17-29 y.,No migration background,In my current field/ field I was trained in,0.14391,122,1823,0.11984,0.16997
168,168,2009,17-29 y.,No migration background,Do something new,0.0909,65,1823,0.0726,0.11311
169,169,2009,17-29 y.,No migration background,Does not matter,0.13813,94,1823,0.1126,0.175
170,170,2009,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.62706,503,1823,0.5691,0.67918
171,171,2009,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,1.0,31,1823,0.75006,1.24573
172,172,2009,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,102,1823,0.82429,1.1344
173,173,2009,30-45 y.,No migration background,In my current field/ field I was trained in,0.33494,150,1823,0.28615,0.38949
174,174,2009,30-45 y.,No migration background,Do something new,0.15574,66,1823,0.12562,0.19813
175,175,2009,30-45 y.,No migration background,Does not matter,0.50932,224,1823,0.44629,0.57483
176,176,2009,30-45 y.,Direct migration background,Does not matter,1.0,59,1823,0.80441,1.19687
177,177,2009,46-65 y.,No migration background,In my current field/ field I was trained in,0.27824,97,1823,0.22807,0.33876
178,178,2009,46-65 y.,No migration background,Do something new,0.1357,44,1823,0.10275,0.17404
179,179,2009,46-65 y.,No migration background,Does not matter,0.58606,229,1823,0.52235,0.66162
180,180,2009,46-65 y.,Direct migration background,Does not matter,1.0,37,1823,0.78187,1.27474
181,181,2011,17-29 y.,No migration background,In my current field/ field I was trained in,0.15225,85,1399,0.11587,0.18889
182,182,2011,17-29 y.,No migration background,Do something new,0.08275,43,1399,0.05866,0.1056
183,183,2011,17-29 y.,No migration background,Does not matter,0.10107,51,1399,0.0686,0.14005
184,184,2011,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.66394,390,1399,0.59372,0.73887
185,185,2011,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,89,1399,0.75744,1.2601
186,186,2011,30-45 y.,No migration background,In my current field/ field I was trained in,0.39169,135,1399,0.31323,0.48876
187,187,2011,30-45 y.,No migration background,Do something new,0.20314,54,1399,0.14937,0.26866
188,188,2011,30-45 y.,No migration background,Does not matter,0.40517,143,1399,0.30738,0.50307
189,189,2011,30-45 y.,Direct migration background,Does not matter,1.0,35,1399,0.55259,1.4525
190,190,2011,46-65 y.,No migration background,In my current field/ field I was trained in,0.22707,77,1399,0.18561,0.27686
191,191,2011,46-65 y.,No migration background,Do something new,0.19106,62,1399,0.1537,0.23633
192,192,2011,46-65 y.,No migration background,Does not matter,0.58187,200,1399,0.52098,0.65537
193,193,2011,46-65 y.,Direct migration background,Does not matter,1.0,35,1399,0.74259,1.28296
194,194,2013,17-29 y.,No migration background,In my current field/ field I was trained in,0.16722,100,1659,0.13942,0.19893
195,195,2013,17-29 y.,No migration background,Do something new,0.09731,57,1659,0.07928,0.11481
196,196,2013,17-29 y.,No migration background,Does not matter,0.11069,67,1659,0.08336,0.13801
197,197,2013,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.62477,456,1659,0.56552,0.68597
198,198,2013,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,1.0,82,1659,0.79753,1.24973
199,199,2013,30-45 y.,No migration background,In my current field/ field I was trained in,0.41609,164,1659,0.34903,0.48652
200,200,2013,30-45 y.,No migration background,Do something new,0.27682,90,1659,0.22583,0.34811
201,201,2013,30-45 y.,No migration background,Does not matter,0.3071,142,1659,0.25185,0.3647
202,202,2013,30-45 y.,Direct migration background,Does not matter,1.0,39,1659,0.7283,1.39612
203,203,2013,46-65 y.,No migration background,In my current field/ field I was trained in,0.22521,95,1659,0.18523,0.26724
204,204,2013,46-65 y.,No migration background,Do something new,0.1573,85,1659,0.12907,0.18927
205,205,2013,46-65 y.,No migration background,Does not matter,0.61749,248,1659,0.55481,0.69263
206,206,2013,46-65 y.,Direct migration background,Does not matter,1.0,34,1659,0.57393,1.46605
207,207,2015,17-29 y.,No migration background,In my current field/ field I was trained in,0.19471,120,3784,0.15405,0.24015
208,208,2015,17-29 y.,No migration background,Do something new,0.07259,68,3784,0.05335,0.09443
209,209,2015,17-29 y.,No migration background,Does not matter,0.09017,72,3784,0.06671,0.11968
210,210,2015,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.64254,613,3784,0.58555,0.6972
211,211,2015,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.16323,66,3784,0.12725,0.19705
212,212,2015,17-29 y.,Direct migration background,Do something new,0.14082,58,3784,0.10873,0.18063
213,213,2015,17-29 y.,Direct migration background,Does not matter,0.16138,86,3784,0.11901,0.2156
214,214,2015,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.53458,185,3784,0.41425,0.68291
215,215,2015,17-29 y.,Indirect migration background,In my current field/ field I was trained in,0.1922,45,3784,0.11874,0.27446
216,216,2015,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,0.8078,243,3784,0.69311,0.92635
217,217,2015,30-45 y.,No migration background,In my current field/ field I was trained in,0.39751,263,3784,0.33107,0.47659
218,218,2015,30-45 y.,No migration background,Do something new,0.1996,128,3784,0.13974,0.25828
219,219,2015,30-45 y.,No migration background,Does not matter,0.33249,242,3784,0.28027,0.3883
220,220,2015,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.0704,43,3784,0.04108,0.10114
221,221,2015,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.31598,220,3784,0.27826,0.37555
222,222,2015,30-45 y.,Direct migration background,Do something new,0.18859,115,3784,0.1321,0.26277
223,223,2015,30-45 y.,Direct migration background,Does not matter,0.36653,296,3784,0.30228,0.42562
224,224,2015,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.1289,106,3784,0.10591,0.15483
225,225,2015,30-45 y.,Indirect migration background,In my current field/ field I was trained in,0.58882,51,3784,0.43842,0.83609
226,226,2015,30-45 y.,Indirect migration background,Does not matter,0.41118,50,3784,0.27961,0.56698
227,227,2015,46-65 y.,No migration background,In my current field/ field I was trained in,0.19755,108,3784,0.1632,0.24082
228,228,2015,46-65 y.,No migration background,Do something new,0.21214,116,3784,0.16502,0.26507
229,229,2015,46-65 y.,No migration background,Does not matter,0.59031,300,3784,0.51597,0.66961
230,230,2015,46-65 y.,Direct migration background,In my current field/ field I was trained in,0.19578,46,3784,0.13118,0.29337
231,231,2015,46-65 y.,Direct migration background,Does not matter,0.80422,144,3784,0.63008,1.02861
232,232,2017,17-29 y.,No migration background,In my current field/ field I was trained in,0.17413,128,3163,0.14212,0.204
233,233,2017,17-29 y.,No migration background,Do something new,0.10652,86,3163,0.08398,0.1377
234,234,2017,17-29 y.,No migration background,Does not matter,0.05115,59,3163,0.04,0.06219
235,235,2017,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.6682,674,3163,0.61645,0.72525
236,236,2017,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.15002,40,3163,0.09502,0.21667
237,237,2017,17-29 y.,Direct migration background,Does not matter,0.1576,39,3163,0.10394,0.21798
238,238,2017,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.69238,124,3163,0.51289,0.90103
239,239,2017,17-29 y.,Indirect migration background,In my current field/ field I was trained in,0.22283,37,3163,0.13149,0.31603
240,240,2017,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,0.77717,218,3163,0.66772,0.93907
241,241,2017,30-45 y.,No migration background,In my current field/ field I was trained in,0.40367,213,3163,0.33975,0.46332
242,242,2017,30-45 y.,No migration background,Do something new,0.20155,108,3163,0.14818,0.26032
243,243,2017,30-45 y.,No migration background,Does not matter,0.30845,201,3163,0.25539,0.37085
244,244,2017,30-45 y.,No migration background,Does not apply/do not (yet) have a job,0.08632,45,3163,0.05854,0.11387
245,245,2017,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.292,138,3163,0.23549,0.35071
246,246,2017,30-45 y.,Direct migration background,Do something new,0.18266,106,3163,0.13311,0.2441
247,247,2017,30-45 y.,Direct migration background,Does not matter,0.41005,188,3163,0.32912,0.49735
248,248,2017,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.11529,72,3163,0.08552,0.14625
249,249,2017,30-45 y.,Indirect migration background,In my current field/ field I was trained in,0.4949,35,3163,0.36279,0.67397
250,250,2017,30-45 y.,Indirect migration background,Does not matter,0.5051,39,3163,0.36242,0.68382
251,251,2017,46-65 y.,No migration background,In my current field/ field I was trained in,0.21602,90,3163,0.17324,0.26098
252,252,2017,46-65 y.,No migration background,Do something new,0.26872,134,3163,0.22558,0.32166
253,253,2017,46-65 y.,No migration background,Does not matter,0.51526,242,3163,0.43724,0.58515
254,254,2017,46-65 y.,Direct migration background,In my current field/ field I was trained in,0.34651,51,3163,0.2303,0.46575
255,255,2017,46-65 y.,Direct migration background,Does not matter,0.65349,96,3163,0.49593,0.81493
