year,migback,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Indirect migration background,Does not apply/do not (yet) have a job,0.58914,124,200,0.52078,0.65750
2007,No migration background,In my current field/ field I was trained in,0.19992,416,2019,0.18247,0.21736
2007,No migration background,Do something new,0.11921,213,2019,0.10507,0.13335
2007,No migration background,Does not matter,0.38180,717,2019,0.36060,0.40300
2007,No migration background,Does not apply/do not (yet) have a job,0.29907,673,2019,0.27910,0.31905
2007,Direct migration background,In my current field/ field I was trained in,0.18984,73,300,0.14539,0.23429
2007,Direct migration background,Does not matter,0.39473,122,300,0.33932,0.45013
2007,Direct migration background,Does not apply/do not (yet) have a job,0.33052,105,300,0.27720,0.38384
2007,Indirect migration background,In my current field/ field I was trained in,0.22588,34,191,0.16642,0.28534
2007,Indirect migration background,Does not matter,0.15169,35,191,0.10068,0.20270
2007,Indirect migration background,Does not apply/do not (yet) have a job,0.53305,122,191,0.46210,0.60399
2009,No migration background,In my current field/ field I was trained in,0.21948,371,1652,0.19951,0.23944
2009,No migration background,Do something new,0.11649,177,1652,0.10101,0.13196
2009,No migration background,Does not matter,0.34668,560,1652,0.32373,0.36964
2009,No migration background,Does not apply/do not (yet) have a job,0.31735,544,1652,0.29490,0.33980
2009,Direct migration background,In my current field/ field I was trained in,0.22037,47,210,0.16417,0.27656
2009,Direct migration background,Does not matter,0.43775,105,210,0.37049,0.50501
2009,Direct migration background,Does not apply/do not (yet) have a job,0.27049,58,210,0.21026,0.33071
2009,Indirect migration background,In my current field/ field I was trained in,0.19954,37,177,0.14049,0.25858
2009,Indirect migration background,Does not matter,0.21558,33,177,0.15482,0.27633
2009,Indirect migration background,Does not apply/do not (yet) have a job,0.53617,107,177,0.46249,0.60984
2011,No migration background,In my current field/ field I was trained in,0.21604,301,1280,0.19349,0.23860
2011,No migration background,Do something new,0.13715,160,1280,0.11830,0.15601
2011,No migration background,Does not matter,0.31028,403,1280,0.28492,0.33563
2011,No migration background,Does not apply/do not (yet) have a job,0.33652,416,1280,0.31063,0.36242
2011,Direct migration background,In my current field/ field I was trained in,0.22109,43,162,0.15699,0.28520
2011,Direct migration background,Does not matter,0.46384,77,162,0.38681,0.54088
2011,Direct migration background,Does not apply/do not (yet) have a job,0.22411,42,162,0.15970,0.28852
2011,Indirect migration background,Does not apply/do not (yet) have a job,0.52303,93,93,0.42096,0.62509
2013,No migration background,In my current field/ field I was trained in,0.23669,369,1575,0.21569,0.25769
2013,No migration background,Do something new,0.15876,244,1575,0.14071,0.17682
2013,No migration background,Does not matter,0.30821,473,1575,0.28540,0.33102
2013,No migration background,Does not apply/do not (yet) have a job,0.29633,489,1575,0.27377,0.31889
2013,Direct migration background,In my current field/ field I was trained in,0.29367,65,244,0.23640,0.35093
2013,Direct migration background,Do something new,0.12531,37,244,0.08368,0.16694
2013,Direct migration background,Does not matter,0.35676,89,244,0.29652,0.41699
2013,Direct migration background,Does not apply/do not (yet) have a job,0.22427,53,244,0.17182,0.27671
2013,Indirect migration background,In my current field/ field I was trained in,0.17654,32,125,0.10943,0.24365
2013,Indirect migration background,Does not apply/do not (yet) have a job,0.55407,93,125,0.46658,0.64156
2015,No migration background,In my current field/ field I was trained in,0.24938,499,2115,0.23094,0.26783
2015,No migration background,Do something new,0.14964,317,2115,0.13443,0.16484
2015,No migration background,Does not matter,0.30457,630,2115,0.28496,0.32419
2015,No migration background,Does not apply/do not (yet) have a job,0.29640,669,2115,0.27694,0.31587
2015,Direct migration background,In my current field/ field I was trained in,0.23048,336,1389,0.20833,0.25264
2015,Direct migration background,Do something new,0.16435,197,1389,0.14485,0.18385
2015,Direct migration background,Does not matter,0.36572,533,1389,0.34038,0.39106
2015,Direct migration background,Does not apply/do not (yet) have a job,0.23945,323,1389,0.21700,0.26190
2015,Indirect migration background,In my current field/ field I was trained in,0.21371,99,491,0.17741,0.25000
2015,Indirect migration background,Do something new,0.11378,49,491,0.08566,0.14189
2015,Indirect migration background,Does not matter,0.13593,84,491,0.10558,0.16627
2015,Indirect migration background,Does not apply/do not (yet) have a job,0.53659,259,491,0.49243,0.58074
2017,No migration background,In my current field/ field I was trained in,0.25245,449,2025,0.23352,0.27138
2017,No migration background,Do something new,0.17521,335,2025,0.15865,0.19177
2017,No migration background,Does not matter,0.24592,515,2025,0.22716,0.26468
2017,No migration background,Does not apply/do not (yet) have a job,0.32641,726,2025,0.30599,0.34684
2017,Direct migration background,In my current field/ field I was trained in,0.23573,231,945,0.20865,0.26280
2017,Direct migration background,Do something new,0.15260,159,945,0.12966,0.17554
2017,Direct migration background,Does not matter,0.37204,331,945,0.34121,0.40288
2017,Direct migration background,Does not apply/do not (yet) have a job,0.23963,224,945,0.21240,0.26686
2017,Indirect migration background,In my current field/ field I was trained in,0.20537,78,445,0.16779,0.24295
2017,Indirect migration background,Do something new,0.13280,57,445,0.10124,0.16437
2017,Indirect migration background,Does not matter,0.17583,77,445,0.14042,0.21124
2017,Indirect migration background,Does not apply/do not (yet) have a job,0.48600,233,445,0.43951,0.53249
