year,bula_h,regtyp,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,"Rhineland-Palatinate, Saarland",Urban regions,In my current field/ field I was trained in,0.24872,39,138,0.17633,0.32111
2001,"Rhineland-Palatinate, Saarland",Urban regions,Does not matter,0.27119,40,138,0.19675,0.34564
2001,"Rhineland-Palatinate, Saarland",Urban regions,Does not apply/do not (yet) have a job,0.37182,59,138,0.29089,0.45275
2001,Baden-Wuerttemberg,Urban regions,In my current field/ field I was trained in,0.29209,75,258,0.23650,0.34769
2001,Baden-Wuerttemberg,Urban regions,Does not matter,0.22447,62,258,0.17346,0.27548
2001,Baden-Wuerttemberg,Urban regions,Does not apply/do not (yet) have a job,0.37728,121,258,0.31802,0.43654
2001,Bavaria,Urban regions,In my current field/ field I was trained in,0.41574,67,121,0.32756,0.50393
2001,Bavaria,Urban regions,Does not apply/do not (yet) have a job,0.34993,54,121,0.26460,0.43527
2001,Bavaria,Rural regions,In my current field/ field I was trained in,0.30338,51,178,0.23565,0.37110
2001,Bavaria,Rural regions,Do something new,0.17462,34,178,0.11869,0.23055
2001,Bavaria,Rural regions,Does not matter,0.19621,36,178,0.13770,0.25471
2001,Bavaria,Rural regions,Does not apply/do not (yet) have a job,0.32580,57,178,0.25675,0.39485
2001,Berlin,Urban regions,In my current field/ field I was trained in,0.24648,34,84,0.15376,0.33919
2001,Berlin,Urban regions,Does not apply/do not (yet) have a job,0.37976,50,84,0.27535,0.48417
2001,Brandenburg,Rural regions,Does not matter,0.38496,57,90,0.28387,0.48605
2001,Brandenburg,Rural regions,Does not apply/do not (yet) have a job,0.19112,33,90,0.10943,0.27281
2001,Mecklenburg-Western Pomerania,Rural regions,Does not matter,0.47737,31,31,0.29863,0.65611
2001,Saxony,Urban regions,In my current field/ field I was trained in,0.24991,32,82,0.15562,0.34420
2001,Saxony,Urban regions,Does not matter,0.37064,50,82,0.26546,0.47583
2001,Saxony,Rural regions,In my current field/ field I was trained in,0.23865,34,127,0.16422,0.31308
2001,Saxony,Rural regions,Does not matter,0.44123,60,127,0.35453,0.52793
2001,Saxony,Rural regions,Does not apply/do not (yet) have a job,0.21919,33,127,0.14695,0.29143
2001,Saxony-Anhalt,Rural regions,In my current field/ field I was trained in,0.25199,34,129,0.17678,0.32721
2001,Saxony-Anhalt,Rural regions,Does not matter,0.38106,49,129,0.29692,0.46519
2001,Saxony-Anhalt,Rural regions,Does not apply/do not (yet) have a job,0.20610,46,129,0.13603,0.27618
2001,Thuringa,Rural regions,Does not matter,0.42375,54,54,0.29071,0.55679
2003,Lower Saxony,Urban regions,Does not apply/do not (yet) have a job,0.33370,47,47,0.19743,0.46997
2003,Lower Saxony,Rural regions,Does not matter,0.35888,38,78,0.25174,0.46602
2003,Lower Saxony,Rural regions,Does not apply/do not (yet) have a job,0.22974,40,78,0.13578,0.32371
2003,North Rhine-Westphalia,Urban regions,In my current field/ field I was trained in,0.24963,139,565,0.21391,0.28535
2003,North Rhine-Westphalia,Urban regions,Do something new,0.14004,69,565,0.11140,0.16868
2003,North Rhine-Westphalia,Urban regions,Does not matter,0.27534,147,565,0.23847,0.31220
2003,North Rhine-Westphalia,Urban regions,Does not apply/do not (yet) have a job,0.33500,210,565,0.29604,0.37395
2003,Hesse,Urban regions,In my current field/ field I was trained in,0.29682,40,146,0.22246,0.37118
2003,Hesse,Urban regions,Does not matter,0.29629,44,146,0.22197,0.37062
2003,Hesse,Urban regions,Does not apply/do not (yet) have a job,0.33764,62,146,0.26066,0.41461
2003,"Rhineland-Palatinate, Saarland",Urban regions,In my current field/ field I was trained in,0.20948,36,137,0.14109,0.27787
2003,"Rhineland-Palatinate, Saarland",Urban regions,Does not matter,0.26415,38,137,0.19006,0.33825
2003,"Rhineland-Palatinate, Saarland",Urban regions,Does not apply/do not (yet) have a job,0.41010,63,137,0.32743,0.49276
2003,Baden-Wuerttemberg,Urban regions,In my current field/ field I was trained in,0.22932,65,321,0.18326,0.27538
2003,Baden-Wuerttemberg,Urban regions,Do something new,0.10410,33,321,0.07064,0.13756
2003,Baden-Wuerttemberg,Urban regions,Does not matter,0.24693,71,321,0.19968,0.29417
2003,Baden-Wuerttemberg,Urban regions,Does not apply/do not (yet) have a job,0.41966,152,321,0.36559,0.47373
2003,Bavaria,Urban regions,In my current field/ field I was trained in,0.25696,53,173,0.19166,0.32226
2003,Bavaria,Urban regions,Does not matter,0.33021,52,173,0.25993,0.40050
2003,Bavaria,Urban regions,Does not apply/do not (yet) have a job,0.33148,68,173,0.26113,0.40183
2003,Bavaria,Rural regions,In my current field/ field I was trained in,0.34673,52,168,0.27454,0.41891
2003,Bavaria,Rural regions,Does not matter,0.32283,54,168,0.25191,0.39374
2003,Bavaria,Rural regions,Does not apply/do not (yet) have a job,0.23332,62,168,0.16917,0.29747
2003,Berlin,Urban regions,In my current field/ field I was trained in,0.28561,47,140,0.21052,0.36071
2003,Berlin,Urban regions,Does not matter,0.25214,32,140,0.17995,0.32433
2003,Berlin,Urban regions,Does not apply/do not (yet) have a job,0.38494,61,140,0.30405,0.46583
2003,Brandenburg,Rural regions,Does not matter,0.38059,51,84,0.27613,0.48504
2003,Brandenburg,Rural regions,Does not apply/do not (yet) have a job,0.21078,33,84,0.12303,0.29853
2003,Mecklenburg-Western Pomerania,Rural regions,Does not matter,0.50016,43,43,0.34895,0.65138
2003,Saxony,Urban regions,In my current field/ field I was trained in,0.20443,31,116,0.13072,0.27814
2003,Saxony,Urban regions,Does not matter,0.38531,54,116,0.29636,0.47426
2003,Saxony,Urban regions,Does not apply/do not (yet) have a job,0.21369,31,116,0.13877,0.28861
2003,Saxony,Rural regions,Does not matter,0.43286,64,103,0.33671,0.52902
2003,Saxony,Rural regions,Does not apply/do not (yet) have a job,0.23233,39,103,0.15037,0.31428
2003,Saxony-Anhalt,Rural regions,Does not matter,0.53435,69,113,0.44197,0.62674
2003,Saxony-Anhalt,Rural regions,Does not apply/do not (yet) have a job,0.24336,44,113,0.16389,0.32283
2003,Thuringa,Rural regions,Does not matter,0.57492,57,57,0.44544,0.70440
2005,Lower Saxony,Rural regions,Does not matter,0.32167,39,71,0.21224,0.43110
2005,Lower Saxony,Rural regions,Does not apply/do not (yet) have a job,0.24392,32,71,0.14332,0.34452
2005,North Rhine-Westphalia,Urban regions,In my current field/ field I was trained in,0.18632,90,488,0.15174,0.22090
2005,North Rhine-Westphalia,Urban regions,Do something new,0.08848,39,488,0.06325,0.11370
2005,North Rhine-Westphalia,Urban regions,Does not matter,0.38527,163,488,0.34205,0.42850
2005,North Rhine-Westphalia,Urban regions,Does not apply/do not (yet) have a job,0.33993,196,488,0.29786,0.38200
2005,Hesse,Urban regions,Does not apply/do not (yet) have a job,0.43227,49,49,0.29213,0.57242
2005,"Rhineland-Palatinate, Saarland",Urban regions,Does not matter,0.37040,38,84,0.26650,0.47429
2005,"Rhineland-Palatinate, Saarland",Urban regions,Does not apply/do not (yet) have a job,0.39825,46,84,0.29293,0.50357
2005,Baden-Wuerttemberg,Urban regions,In my current field/ field I was trained in,0.24521,57,238,0.19044,0.29998
2005,Baden-Wuerttemberg,Urban regions,Does not matter,0.25183,69,238,0.19657,0.30710
2005,Baden-Wuerttemberg,Urban regions,Does not apply/do not (yet) have a job,0.43554,112,238,0.37241,0.49867
2005,Bavaria,Urban regions,In my current field/ field I was trained in,0.21678,33,116,0.14147,0.29210
2005,Bavaria,Urban regions,Does not matter,0.34878,41,116,0.26167,0.43588
2005,Bavaria,Urban regions,Does not apply/do not (yet) have a job,0.32863,42,116,0.24278,0.41448
2005,Bavaria,Rural regions,Does not matter,0.36065,36,85,0.25796,0.46334
2005,Bavaria,Rural regions,Does not apply/do not (yet) have a job,0.28284,49,85,0.18653,0.37916
2005,Berlin,Urban regions,In my current field/ field I was trained in,0.30038,35,128,0.22065,0.38011
2005,Berlin,Urban regions,Does not matter,0.31057,40,128,0.23009,0.39105
2005,Berlin,Urban regions,Does not apply/do not (yet) have a job,0.32638,53,128,0.24483,0.40793
2005,Brandenburg,Rural regions,Does not matter,0.54915,72,72,0.43341,0.66489
2005,Mecklenburg-Western Pomerania,Rural regions,Does not matter,0.53323,38,38,0.37248,0.69399
2005,Saxony,Urban regions,Does not matter,0.41320,52,91,0.31146,0.51493
2005,Saxony,Urban regions,Does not apply/do not (yet) have a job,0.27510,39,91,0.18284,0.36736
2005,Saxony,Rural regions,Does not matter,0.58436,57,57,0.45528,0.71344
2005,Saxony-Anhalt,Rural regions,Does not matter,0.60738,56,101,0.51167,0.70310
2005,Saxony-Anhalt,Rural regions,Does not apply/do not (yet) have a job,0.28264,45,101,0.19438,0.37089
2005,Thuringa,Rural regions,Does not matter,0.56077,63,63,0.43723,0.68430
2007,Lower Saxony,Urban regions,Does not apply/do not (yet) have a job,0.38449,39,39,0.22981,0.53917
2007,Lower Saxony,Rural regions,Does not matter,0.45330,44,77,0.34138,0.56522
2007,Lower Saxony,Rural regions,Does not apply/do not (yet) have a job,0.34689,33,77,0.23988,0.45391
2007,North Rhine-Westphalia,Urban regions,In my current field/ field I was trained in,0.23315,108,497,0.19594,0.27037
2007,North Rhine-Westphalia,Urban regions,Do something new,0.13428,49,497,0.10427,0.16428
2007,North Rhine-Westphalia,Urban regions,Does not matter,0.30698,160,497,0.26639,0.34757
2007,North Rhine-Westphalia,Urban regions,Does not apply/do not (yet) have a job,0.32559,180,497,0.28435,0.36683
2007,Hesse,Urban regions,In my current field/ field I was trained in,0.18399,34,123,0.11524,0.25275
2007,Hesse,Urban regions,Does not matter,0.36081,36,123,0.27559,0.44603
2007,Hesse,Urban regions,Does not apply/do not (yet) have a job,0.30453,53,123,0.22286,0.38619
2007,"Rhineland-Palatinate, Saarland",Urban regions,Does not matter,0.29580,37,82,0.19640,0.39519
2007,"Rhineland-Palatinate, Saarland",Urban regions,Does not apply/do not (yet) have a job,0.45722,45,82,0.34873,0.56571
2007,Baden-Wuerttemberg,Urban regions,In my current field/ field I was trained in,0.17965,52,244,0.13139,0.22792
2007,Baden-Wuerttemberg,Urban regions,Does not matter,0.29882,67,244,0.24127,0.35638
2007,Baden-Wuerttemberg,Urban regions,Does not apply/do not (yet) have a job,0.44349,125,244,0.38103,0.50596
2007,Bavaria,Urban regions,In my current field/ field I was trained in,0.23251,46,148,0.16422,0.30080
2007,Bavaria,Urban regions,Does not matter,0.32691,41,148,0.25108,0.40274
2007,Bavaria,Urban regions,Does not apply/do not (yet) have a job,0.36960,61,148,0.29157,0.44763
2007,Bavaria,Rural regions,Does not matter,0.36115,50,104,0.26839,0.45392
2007,Bavaria,Rural regions,Does not apply/do not (yet) have a job,0.30482,54,104,0.21592,0.39373
2007,Berlin,Urban regions,In my current field/ field I was trained in,0.30778,34,68,0.19726,0.41831
2007,Berlin,Urban regions,Does not apply/do not (yet) have a job,0.28417,34,68,0.17617,0.39217
2007,Brandenburg,Rural regions,Does not matter,0.51654,64,96,0.41605,0.61704
2007,Brandenburg,Rural regions,Does not apply/do not (yet) have a job,0.23800,32,96,0.15236,0.32364
2007,Mecklenburg-Western Pomerania,Rural regions,Does not matter,0.53680,36,36,0.37160,0.70200
2007,Saxony,Urban regions,Does not matter,0.37165,38,38,0.21594,0.52737
2007,Saxony,Rural regions,Does not matter,0.56805,44,44,0.41999,0.71611
2007,Saxony-Anhalt,Rural regions,Does not matter,0.54779,56,90,0.44439,0.65120
2007,Saxony-Anhalt,Rural regions,Does not apply/do not (yet) have a job,0.25608,34,90,0.16540,0.34676
2007,Thuringa,Rural regions,Does not matter,0.60091,51,51,0.46517,0.73666
2009,North Rhine-Westphalia,Urban regions,In my current field/ field I was trained in,0.18608,88,394,0.14760,0.22456
2009,North Rhine-Westphalia,Urban regions,Do something new,0.10131,36,394,0.07147,0.13114
2009,North Rhine-Westphalia,Urban regions,Does not matter,0.29628,112,394,0.25114,0.34143
2009,North Rhine-Westphalia,Urban regions,Does not apply/do not (yet) have a job,0.41633,158,394,0.36759,0.46507
2009,Hesse,Urban regions,Does not matter,0.37809,37,73,0.26608,0.49009
2009,Hesse,Urban regions,Does not apply/do not (yet) have a job,0.24217,36,73,0.14321,0.34112
2009,"Rhineland-Palatinate, Saarland",Urban regions,Does not matter,0.45645,35,74,0.34218,0.57071
2009,"Rhineland-Palatinate, Saarland",Urban regions,Does not apply/do not (yet) have a job,0.34344,39,74,0.23451,0.45237
2009,Baden-Wuerttemberg,Urban regions,In my current field/ field I was trained in,0.24245,56,179,0.17949,0.30541
2009,Baden-Wuerttemberg,Urban regions,Does not matter,0.32684,55,179,0.25793,0.39575
2009,Baden-Wuerttemberg,Urban regions,Does not apply/do not (yet) have a job,0.31519,68,179,0.24694,0.38344
2009,Bavaria,Urban regions,Does not matter,0.33593,32,87,0.23611,0.43576
2009,Bavaria,Urban regions,Does not apply/do not (yet) have a job,0.37366,55,87,0.27141,0.47591
2009,Bavaria,Rural regions,In my current field/ field I was trained in,0.27407,31,121,0.19426,0.35387
2009,Bavaria,Rural regions,Does not matter,0.37141,39,121,0.28496,0.45786
2009,Bavaria,Rural regions,Does not apply/do not (yet) have a job,0.25822,51,121,0.17991,0.33653
2009,Berlin,Urban regions,Does not apply/do not (yet) have a job,0.38884,33,33,0.21993,0.55774
2009,Brandenburg,Rural regions,Does not matter,0.54406,55,55,0.41122,0.67690
2009,Saxony,Urban regions,Does not matter,0.34222,38,38,0.18934,0.49510
2009,Saxony,Rural regions,Does not matter,0.56651,38,38,0.40684,0.72619
