year,migback,sex,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,female,Does not matter,0.03811,340,1051,0.02653,0.04969
1998,No migration background,female,Does not apply/do not (yet) have a job,0.02939,234,1051,0.01917,0.03960
1998,Direct migration background,male,In my current field/ field I was trained in,0.03572,36,144,0.00530,0.06614
1998,Direct migration background,male,Does not matter,0.04780,54,144,0.01284,0.08277
1998,Direct migration background,male,Does not apply/do not (yet) have a job,0.03695,54,144,0.00603,0.06787
1998,Direct migration background,female,In my current field/ field I was trained in,0.04674,57,209,0.01805,0.07542
1998,Direct migration background,female,Does not matter,0.05326,70,209,0.02274,0.08378
1998,Direct migration background,female,Does not apply/do not (yet) have a job,0.04889,82,209,0.01958,0.07819
1998,Indirect migration background,male,Does not apply/do not (yet) have a job,0.08950,65,65,0.01956,0.15944
1998,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06487,47,47,-0.00631,0.13604
1999,No migration background,male,In my current field/ field I was trained in,0.01893,130,513,0.00713,0.03074
1999,No migration background,male,Do something new,0.01006,64,513,0.00142,0.01871
1999,No migration background,male,Does not matter,0.01833,141,513,0.00671,0.02995
1999,No migration background,male,Does not apply/do not (yet) have a job,0.02513,178,513,0.01157,0.03869
1999,No migration background,female,In my current field/ field I was trained in,0.03286,265,928,0.02139,0.04434
1999,No migration background,female,Do something new,0.01823,135,928,0.00962,0.02684
1999,No migration background,female,Does not matter,0.03779,304,928,0.02551,0.05006
1999,No migration background,female,Does not apply/do not (yet) have a job,0.02852,224,928,0.01781,0.03924
1999,Direct migration background,male,Does not matter,0.03420,39,75,-0.00721,0.07560
1999,Direct migration background,male,Does not apply/do not (yet) have a job,0.03376,36,75,-0.00739,0.07491
1999,Direct migration background,female,In my current field/ field I was trained in,0.04482,48,184,0.01484,0.07479
1999,Direct migration background,female,Does not matter,0.05196,65,184,0.01981,0.08412
1999,Direct migration background,female,Does not apply/do not (yet) have a job,0.04255,71,184,0.01331,0.07179
1999,Indirect migration background,male,Does not apply/do not (yet) have a job,0.07230,53,53,0.00191,0.14270
1999,Indirect migration background,female,Does not apply/do not (yet) have a job,0.07202,56,56,0.00370,0.14034
2000,No migration background,male,In my current field/ field I was trained in,0.01754,219,888,0.00890,0.02618
2000,No migration background,male,Do something new,0.01280,153,888,0.00540,0.02020
2000,No migration background,male,Does not matter,0.01499,211,888,0.00700,0.02299
2000,No migration background,male,Does not apply/do not (yet) have a job,0.02364,305,888,0.01364,0.03364
2000,No migration background,female,In my current field/ field I was trained in,0.03596,534,1668,0.02702,0.04490
2000,No migration background,female,Do something new,0.01692,240,1668,0.01073,0.02311
2000,No migration background,female,Does not matter,0.03324,502,1668,0.02463,0.04184
2000,No migration background,female,Does not apply/do not (yet) have a job,0.02700,392,1668,0.01922,0.03478
2000,Direct migration background,male,In my current field/ field I was trained in,0.03069,58,190,0.00610,0.05528
2000,Direct migration background,male,Does not matter,0.03406,65,190,0.00820,0.05991
2000,Direct migration background,male,Does not apply/do not (yet) have a job,0.03643,67,190,0.00972,0.06315
2000,Direct migration background,female,In my current field/ field I was trained in,0.04976,95,347,0.02685,0.07267
2000,Direct migration background,female,Do something new,0.01866,34,347,0.00440,0.03292
2000,Direct migration background,female,Does not matter,0.04314,88,347,0.02173,0.06454
2000,Direct migration background,female,Does not apply/do not (yet) have a job,0.06205,130,347,0.03663,0.08747
2000,Indirect migration background,male,Does not apply/do not (yet) have a job,0.08470,82,82,0.02406,0.14534
2000,Indirect migration background,female,In my current field/ field I was trained in,0.02642,32,111,-0.00355,0.05639
2000,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06626,79,111,0.01978,0.11274
2001,No migration background,male,In my current field/ field I was trained in,0.01881,200,837,0.00960,0.02802
2001,No migration background,male,Do something new,0.00915,105,837,0.00270,0.01561
2001,No migration background,male,Does not matter,0.01898,215,837,0.00973,0.02823
2001,No migration background,male,Does not apply/do not (yet) have a job,0.02579,317,837,0.01504,0.03653
2001,No migration background,female,In my current field/ field I was trained in,0.03518,448,1469,0.02575,0.04460
2001,No migration background,female,Do something new,0.01809,225,1469,0.01127,0.02491
2001,No migration background,female,Does not matter,0.03117,427,1469,0.02228,0.04006
2001,No migration background,female,Does not apply/do not (yet) have a job,0.02603,369,1469,0.01789,0.03418
2001,Direct migration background,male,In my current field/ field I was trained in,0.02729,43,146,0.00077,0.05381
2001,Direct migration background,male,Does not matter,0.03485,44,146,0.00500,0.06470
2001,Direct migration background,male,Does not apply/do not (yet) have a job,0.04375,59,146,0.01045,0.07704
2001,Direct migration background,female,In my current field/ field I was trained in,0.05322,82,288,0.02725,0.07919
2001,Direct migration background,female,Do something new,0.02787,36,288,0.00883,0.04691
2001,Direct migration background,female,Does not matter,0.04604,76,288,0.02179,0.07029
2001,Direct migration background,female,Does not apply/do not (yet) have a job,0.05512,94,288,0.02872,0.08152
2001,Indirect migration background,male,Does not apply/do not (yet) have a job,0.07324,71,71,0.01221,0.13427
2001,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06653,80,80,0.01158,0.12149
2003,No migration background,male,In my current field/ field I was trained in,0.01983,200,1002,0.01119,0.02846
2003,No migration background,male,Do something new,0.01212,124,1002,0.00534,0.01890
2003,No migration background,male,Does not matter,0.02572,277,1002,0.01592,0.03553
2003,No migration background,male,Does not apply/do not (yet) have a job,0.03006,401,1002,0.01948,0.04064
2003,No migration background,female,In my current field/ field I was trained in,0.02913,371,1445,0.02045,0.03780
2003,No migration background,female,Do something new,0.01384,167,1445,0.00781,0.01986
2003,No migration background,female,Does not matter,0.04218,486,1445,0.03181,0.05255
2003,No migration background,female,Does not apply/do not (yet) have a job,0.02835,421,1445,0.01979,0.03691
2003,Direct migration background,male,In my current field/ field I was trained in,0.03626,41,159,0.00711,0.06541
2003,Direct migration background,male,Does not matter,0.05802,64,159,0.02157,0.09448
2003,Direct migration background,male,Does not apply/do not (yet) have a job,0.04761,54,159,0.01441,0.08081
2003,Direct migration background,female,In my current field/ field I was trained in,0.04508,59,217,0.01741,0.07275
2003,Direct migration background,female,Does not matter,0.05833,78,217,0.02708,0.08959
2003,Direct migration background,female,Does not apply/do not (yet) have a job,0.05692,80,217,0.02602,0.08781
2003,Indirect migration background,male,Does not apply/do not (yet) have a job,0.05226,55,55,-0.00710,0.11162
2003,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06548,79,79,0.01058,0.12038
2005,No migration background,male,In my current field/ field I was trained in,0.01541,149,826,0.00700,0.02381
2005,No migration background,male,Do something new,0.00918,88,826,0.00267,0.01569
2005,No migration background,male,Does not matter,0.03298,290,826,0.02080,0.04517
2005,No migration background,male,Does not apply/do not (yet) have a job,0.02656,299,826,0.01559,0.03753
2005,No migration background,female,In my current field/ field I was trained in,0.02411,263,1199,0.01542,0.03279
2005,No migration background,female,Do something new,0.01097,115,1199,0.00507,0.01686
2005,No migration background,female,Does not matter,0.04224,454,1199,0.03085,0.05362
2005,No migration background,female,Does not apply/do not (yet) have a job,0.02950,367,1199,0.01992,0.03908
2005,Direct migration background,male,Does not matter,0.06785,71,116,0.02188,0.11381
2005,Direct migration background,male,Does not apply/do not (yet) have a job,0.04495,45,116,0.00708,0.08282
2005,Direct migration background,female,In my current field/ field I was trained in,0.03939,45,178,0.01073,0.06805
2005,Direct migration background,female,Does not matter,0.05584,74,178,0.02201,0.08966
2005,Direct migration background,female,Does not apply/do not (yet) have a job,0.04606,59,178,0.01518,0.07694
2005,Indirect migration background,male,Does not apply/do not (yet) have a job,0.05386,54,54,-0.00691,0.11464
2005,Indirect migration background,female,Does not apply/do not (yet) have a job,0.07182,70,70,0.01090,0.13274
2007,No migration background,male,In my current field/ field I was trained in,0.00983,116,767,0.00285,0.01682
2007,No migration background,male,Do something new,0.00991,78,767,0.00290,0.01692
2007,No migration background,male,Does not matter,0.02710,249,767,0.01560,0.03860
2007,No migration background,male,Does not apply/do not (yet) have a job,0.02797,324,767,0.01629,0.03965
2007,No migration background,female,In my current field/ field I was trained in,0.02701,300,1252,0.01803,0.03599
2007,No migration background,female,Do something new,0.01218,135,1252,0.00610,0.01826
2007,No migration background,female,Does not matter,0.04351,468,1252,0.03220,0.05481
2007,No migration background,female,Does not apply/do not (yet) have a job,0.02754,349,1252,0.01847,0.03661
2007,Direct migration background,male,Does not matter,0.06567,47,78,0.01034,0.12100
2007,Direct migration background,male,Does not apply/do not (yet) have a job,0.03512,31,78,-0.00600,0.07623
2007,Direct migration background,female,In my current field/ field I was trained in,0.03792,48,197,0.01118,0.06466
2007,Direct migration background,female,Does not matter,0.07248,75,197,0.03618,0.10878
2007,Direct migration background,female,Does not apply/do not (yet) have a job,0.07841,74,197,0.04078,0.11605
2007,Indirect migration background,male,Does not apply/do not (yet) have a job,0.07228,54,54,0.00256,0.14199
2007,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06178,68,68,0.00413,0.11943
2009,No migration background,male,In my current field/ field I was trained in,0.01516,134,689,0.00603,0.02429
2009,No migration background,male,Do something new,0.00953,73,689,0.00227,0.01679
2009,No migration background,male,Does not matter,0.02638,221,689,0.01441,0.03836
2009,No migration background,male,Does not apply/do not (yet) have a job,0.02962,261,689,0.01695,0.04228
2009,No migration background,female,In my current field/ field I was trained in,0.02332,237,963,0.01378,0.03286
2009,No migration background,female,Do something new,0.01093,104,963,0.00436,0.01751
2009,No migration background,female,Does not matter,0.03447,339,963,0.02294,0.04600
2009,No migration background,female,Does not apply/do not (yet) have a job,0.02624,283,963,0.01614,0.03634
2009,Direct migration background,male,Does not matter,0.05733,43,43,-0.01298,0.12765
2009,Direct migration background,female,Does not matter,0.06785,62,100,0.01831,0.11739
2009,Direct migration background,female,Does not apply/do not (yet) have a job,0.04563,38,100,0.00452,0.08674
2009,Indirect migration background,male,Does not apply/do not (yet) have a job,0.07468,57,57,0.00583,0.14354
2009,Indirect migration background,female,Does not apply/do not (yet) have a job,0.06513,50,50,-0.00396,0.13423
2011,No migration background,male,In my current field/ field I was trained in,0.01025,116,529,0.00166,0.01884
2011,No migration background,male,Do something new,0.00704,58,529,-0.00009,0.01416
2011,No migration background,male,Does not matter,0.01400,146,529,0.00398,0.02402
2011,No migration background,male,Does not apply/do not (yet) have a job,0.01660,209,529,0.00570,0.02749
2011,No migration background,female,In my current field/ field I was trained in,0.00987,185,751,0.00280,0.01695
2011,No migration background,female,Do something new,0.00576,102,751,0.00034,0.01117
2011,No migration background,female,Does not matter,0.01487,257,751,0.00621,0.02353
2011,No migration background,female,Does not apply/do not (yet) have a job,0.01477,207,751,0.00613,0.02340
2011,Direct migration background,female,Does not matter,0.03772,54,54,-0.01357,0.08901
2011,Indirect migration background,male,Does not apply/do not (yet) have a job,0.03124,42,42,-0.02201,0.08449
2011,Indirect migration background,female,Does not apply/do not (yet) have a job,0.02775,51,51,-0.01778,0.07328
2013,No migration background,male,In my current field/ field I was trained in,0.01503,125,651,0.00568,0.02438
2013,No migration background,male,Do something new,0.01063,92,651,0.00275,0.01851
2013,No migration background,male,Does not matter,0.02211,191,651,0.01081,0.03341
2013,No migration background,male,Does not apply/do not (yet) have a job,0.02269,243,651,0.01124,0.03413
2013,No migration background,female,In my current field/ field I was trained in,0.01805,244,924,0.00946,0.02664
2013,No migration background,female,Do something new,0.01158,152,924,0.00468,0.01848
2013,No migration background,female,Does not matter,0.02106,282,924,0.01180,0.03033
2013,No migration background,female,Does not apply/do not (yet) have a job,0.01888,246,924,0.01010,0.02766
2013,Direct migration background,female,In my current field/ field I was trained in,0.01994,46,142,-0.00313,0.04302
2013,Direct migration background,female,Does not matter,0.02586,62,142,-0.00034,0.05206
2013,Direct migration background,female,Does not apply/do not (yet) have a job,0.01273,34,142,-0.00577,0.03124
2013,Indirect migration background,male,Does not apply/do not (yet) have a job,0.02855,42,42,-0.02243,0.07953
2013,Indirect migration background,female,Does not apply/do not (yet) have a job,0.02657,51,51,-0.01801,0.07115
2015,No migration background,male,In my current field/ field I was trained in,0.01732,153,755,0.00801,0.02663
2015,No migration background,male,Do something new,0.01003,98,755,0.00292,0.01714
2015,No migration background,male,Does not matter,0.02213,208,755,0.01163,0.03264
2015,No migration background,male,Does not apply/do not (yet) have a job,0.02484,296,755,0.01373,0.03595
2015,No migration background,female,In my current field/ field I was trained in,0.02211,346,1360,0.01429,0.02992
2015,No migration background,female,Do something new,0.01361,219,1360,0.00745,0.01977
2015,No migration background,female,Does not matter,0.02605,422,1360,0.01758,0.03452
2015,No migration background,female,Does not apply/do not (yet) have a job,0.02219,373,1360,0.01436,0.03002
2015,Direct migration background,male,In my current field/ field I was trained in,0.02034,85,431,0.00700,0.03369
2015,Direct migration background,male,Do something new,0.01880,54,431,0.00596,0.03164
2015,Direct migration background,male,Does not matter,0.05061,189,431,0.02989,0.07133
2015,Direct migration background,male,Does not apply/do not (yet) have a job,0.03781,103,431,0.01978,0.05584
2015,Direct migration background,female,In my current field/ field I was trained in,0.05322,251,958,0.03900,0.06744
2015,Direct migration background,female,Do something new,0.03386,143,958,0.02240,0.04532
2015,Direct migration background,female,Does not matter,0.06700,344,958,0.05116,0.08284
2015,Direct migration background,female,Does not apply/do not (yet) have a job,0.03942,220,958,0.02709,0.05175
2015,Indirect migration background,male,Does not apply/do not (yet) have a job,0.07636,124,124,0.02942,0.12329
2015,Indirect migration background,female,In my current field/ field I was trained in,0.04358,74,273,0.01931,0.06784
2015,Indirect migration background,female,Does not matter,0.02507,64,273,0.00649,0.04365
2015,Indirect migration background,female,Does not apply/do not (yet) have a job,0.07290,135,273,0.04200,0.10379
2017,No migration background,male,In my current field/ field I was trained in,0.01322,142,771,0.00515,0.02129
2017,No migration background,male,Do something new,0.01269,116,771,0.00478,0.02060
2017,No migration background,male,Does not matter,0.01840,166,771,0.00891,0.02790
2017,No migration background,male,Does not apply/do not (yet) have a job,0.02614,347,771,0.01487,0.03741
2017,No migration background,female,In my current field/ field I was trained in,0.02509,307,1254,0.01643,0.03374
2017,No migration background,female,Do something new,0.01397,219,1254,0.00747,0.02046
2017,No migration background,female,Does not matter,0.01902,349,1254,0.01146,0.02659
2017,No migration background,female,Does not apply/do not (yet) have a job,0.02357,379,1254,0.01517,0.03197
2017,Direct migration background,male,In my current field/ field I was trained in,0.02469,62,290,0.00680,0.04258
2017,Direct migration background,male,Do something new,0.01512,47,290,0.00105,0.02919
2017,Direct migration background,male,Does not matter,0.04517,106,290,0.02123,0.06912
2017,Direct migration background,male,Does not apply/do not (yet) have a job,0.02675,75,290,0.00815,0.04535
2017,Direct migration background,female,In my current field/ field I was trained in,0.04358,169,655,0.02794,0.05923
2017,Direct migration background,female,Do something new,0.02900,112,655,0.01614,0.04187
2017,Direct migration background,female,Does not matter,0.06310,225,655,0.04446,0.08173
2017,Direct migration background,female,Does not apply/do not (yet) have a job,0.04279,149,655,0.02728,0.05830
2017,Indirect migration background,male,Do something new,0.02355,33,150,-0.00080,0.04790
2017,Indirect migration background,male,Does not apply/do not (yet) have a job,0.06859,117,150,0.02801,0.10918
2017,Indirect migration background,female,In my current field/ field I was trained in,0.03225,58,222,0.00896,0.05554
2017,Indirect migration background,female,Does not matter,0.02796,48,222,0.00622,0.04970
2017,Indirect migration background,female,Does not apply/do not (yet) have a job,0.05061,116,222,0.02171,0.07950
