,Unnamed: 0,year,age_gr,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
25,25,1997,30-45 y.,In my current field/ field I was trained in,0.34673,245,2113,0.3143,0.38183
26,26,1997,30-45 y.,Do something new,0.21995,122,2113,0.18766,0.25517
27,27,1997,30-45 y.,Does not matter,0.3615,308,2113,0.32608,0.40316
28,28,1997,30-45 y.,Does not apply/do not (yet) have a job,0.07182,74,2113,0.05431,0.0858
29,29,1997,46-65 y.,In my current field/ field I was trained in,0.31999,106,2113,0.27477,0.36434
30,30,1997,46-65 y.,Do something new,0.14539,47,2113,0.11203,0.18195
31,31,1997,46-65 y.,Does not matter,0.46139,183,2113,0.39837,0.54701
32,32,1997,46-65 y.,Does not apply/do not (yet) have a job,0.07322,35,2113,0.05182,0.09213
33,33,1998,17-29 y.,In my current field/ field I was trained in,0.19697,208,2213,0.17584,0.22163
34,34,1998,17-29 y.,Do something new,0.09688,97,2213,0.08441,0.11115
35,35,1998,17-29 y.,Does not matter,0.14036,144,2213,0.12145,0.15786
36,36,1998,17-29 y.,Does not apply/do not (yet) have a job,0.56579,582,2213,0.53613,0.60028
37,37,1998,30-45 y.,In my current field/ field I was trained in,0.37908,293,2213,0.35055,0.41844
38,38,1998,30-45 y.,Do something new,0.1871,129,2213,0.16153,0.21454
39,39,1998,30-45 y.,Does not matter,0.37043,323,2213,0.33886,0.40347
40,40,1998,30-45 y.,Does not apply/do not (yet) have a job,0.06339,60,2213,0.04893,0.07896
41,41,1998,46-65 y.,In my current field/ field I was trained in,0.35599,130,2213,0.31694,0.39794
42,42,1998,46-65 y.,Do something new,0.13609,45,2213,0.1118,0.161
43,43,1998,46-65 y.,Does not matter,0.42701,167,2213,0.37661,0.48136
44,44,1998,46-65 y.,Does not apply/do not (yet) have a job,0.08091,35,2213,0.06145,0.10222
45,45,1999,17-29 y.,In my current field/ field I was trained in,0.16658,169,1896,0.1459,0.18978
46,46,1999,17-29 y.,Do something new,0.11106,92,1896,0.09584,0.12664
47,47,1999,17-29 y.,Does not matter,0.13728,133,1896,0.12105,0.1601
48,48,1999,17-29 y.,Does not apply/do not (yet) have a job,0.58508,545,1896,0.54983,0.62442
49,49,1999,30-45 y.,In my current field/ field I was trained in,0.38084,241,1896,0.34732,0.41463
50,50,1999,30-45 y.,Do something new,0.17443,110,1896,0.15233,0.19812
51,51,1999,30-45 y.,Does not matter,0.37929,283,1896,0.34639,0.40559
52,52,1999,30-45 y.,Does not apply/do not (yet) have a job,0.06544,50,1896,0.05195,0.08333
53,53,1999,46-65 y.,In my current field/ field I was trained in,0.29279,83,1896,0.25899,0.34422
54,54,1999,46-65 y.,Do something new,0.12885,37,1896,0.10631,0.15641
55,55,1999,46-65 y.,Does not matter,0.57836,153,1896,0.51632,0.64731
56,56,2000,17-29 y.,In my current field/ field I was trained in,0.20082,307,3366,0.18902,0.21462
57,57,2000,17-29 y.,Do something new,0.11181,155,3366,0.10213,0.12461
58,58,2000,17-29 y.,Does not matter,0.11411,183,3366,0.10347,0.12702
59,59,2000,17-29 y.,Does not apply/do not (yet) have a job,0.57326,898,3366,0.55158,0.59749
60,60,2000,30-45 y.,In my current field/ field I was trained in,0.37707,474,3366,0.35753,0.39898
61,61,2000,30-45 y.,Do something new,0.19115,224,3366,0.17738,0.20634
62,62,2000,30-45 y.,Does not matter,0.34918,466,3366,0.33088,0.36942
63,63,2000,30-45 y.,Does not apply/do not (yet) have a job,0.0826,109,3366,0.07532,0.08962
64,64,2000,46-65 y.,In my current field/ field I was trained in,0.2932,164,3366,0.27296,0.31566
65,65,2000,46-65 y.,Do something new,0.15728,85,3366,0.14397,0.17318
66,66,2000,46-65 y.,Does not matter,0.44888,253,3366,0.41625,0.47856
67,67,2000,46-65 y.,Does not apply/do not (yet) have a job,0.10063,48,3366,0.08996,0.11174
68,68,2001,17-29 y.,In my current field/ field I was trained in,0.18767,254,2997,0.16972,0.20431
69,69,2001,17-29 y.,Do something new,0.09427,125,2997,0.0829,0.10629
70,70,2001,17-29 y.,Does not matter,0.12065,165,2997,0.10544,0.13559
71,71,2001,17-29 y.,Does not apply/do not (yet) have a job,0.59741,859,2997,0.57104,0.62769
72,72,2001,30-45 y.,In my current field/ field I was trained in,0.39225,420,2997,0.36952,0.41563
73,73,2001,30-45 y.,Do something new,0.19104,202,2997,0.17655,0.20753
74,74,2001,30-45 y.,Does not matter,0.3329,381,2997,0.31384,0.35521
75,75,2001,30-45 y.,Does not apply/do not (yet) have a job,0.0838,90,2997,0.07328,0.09637
76,76,2001,46-65 y.,In my current field/ field I was trained in,0.29113,135,2997,0.26137,0.32098
77,77,2001,46-65 y.,Do something new,0.16542,80,2997,0.14205,0.19017
78,78,2001,46-65 y.,Does not matter,0.46973,249,2997,0.43424,0.51055
79,79,2001,46-65 y.,Does not apply/do not (yet) have a job,0.07372,37,2997,0.05925,0.08877
80,80,2003,17-29 y.,In my current field/ field I was trained in,0.15197,196,3063,0.13376,0.17104
81,81,2003,17-29 y.,Do something new,0.09275,117,3063,0.07955,0.10646
82,82,2003,17-29 y.,Does not matter,0.12511,155,3063,0.11066,0.14019
83,83,2003,17-29 y.,Does not apply/do not (yet) have a job,0.63016,989,3063,0.59773,0.67038
84,84,2003,30-45 y.,In my current field/ field I was trained in,0.3497,359,3063,0.32081,0.37602
85,85,2003,30-45 y.,Do something new,0.15483,170,3063,0.13494,0.17503
86,86,2003,30-45 y.,Does not matter,0.4135,446,3063,0.38547,0.44206
87,87,2003,30-45 y.,Does not apply/do not (yet) have a job,0.08197,80,3063,0.07029,0.09763
88,88,2003,46-65 y.,In my current field/ field I was trained in,0.24346,146,3063,0.216,0.27523
89,89,2003,46-65 y.,Do something new,0.12135,66,3063,0.10125,0.14448
90,90,2003,46-65 y.,Does not matter,0.63519,339,3063,0.59193,0.69236
91,91,2005,17-29 y.,In my current field/ field I was trained in,0.14144,150,2542,0.12017,0.16384
92,92,2005,17-29 y.,Do something new,0.08013,85,2542,0.06672,0.09799
93,93,2005,17-29 y.,Does not matter,0.16977,189,2542,0.14989,0.19481
94,94,2005,17-29 y.,Does not apply/do not (yet) have a job,0.60867,813,2542,0.5711,0.64741
95,95,2005,30-45 y.,In my current field/ field I was trained in,0.28692,245,2542,0.26017,0.31581
96,96,2005,30-45 y.,Do something new,0.10846,95,2542,0.0929,0.1255
97,97,2005,30-45 y.,Does not matter,0.50343,408,2542,0.46558,0.54666
98,98,2005,30-45 y.,Does not apply/do not (yet) have a job,0.1012,64,2542,0.08208,0.12082
99,99,2005,46-65 y.,In my current field/ field I was trained in,0.22344,111,2542,0.19102,0.25997
100,100,2005,46-65 y.,Do something new,0.10814,50,2542,0.08332,0.12991
101,101,2005,46-65 y.,Does not matter,0.66842,332,2542,0.60122,0.72355
102,102,2007,17-29 y.,In my current field/ field I was trained in,0.16068,169,2531,0.13785,0.18384
103,103,2007,17-29 y.,Do something new,0.0902,91,2531,0.07343,0.10677
104,104,2007,17-29 y.,Does not matter,0.13027,157,2531,0.11513,0.14925
105,105,2007,17-29 y.,Does not apply/do not (yet) have a job,0.61885,811,2531,0.57935,0.66752
106,106,2007,30-45 y.,In my current field/ field I was trained in,0.27366,241,2531,0.24511,0.30722
107,107,2007,30-45 y.,Do something new,0.14491,108,2531,0.12222,0.16831
108,108,2007,30-45 y.,Does not matter,0.49656,362,2531,0.45987,0.53093
109,109,2007,30-45 y.,Does not apply/do not (yet) have a job,0.08487,54,2531,0.06586,0.10776
110,110,2007,46-65 y.,In my current field/ field I was trained in,0.17852,108,2531,0.15064,0.20857
111,111,2007,46-65 y.,Do something new,0.1035,56,2531,0.08381,0.12502
112,112,2007,46-65 y.,Does not matter,0.63494,341,2531,0.56936,0.6887
113,113,2007,46-65 y.,Does not apply/do not (yet) have a job,0.08304,33,2531,0.06385,0.10139
114,114,2009,17-29 y.,In my current field/ field I was trained in,0.14697,155,2049,0.12316,0.16946
115,115,2009,17-29 y.,Do something new,0.08639,79,2049,0.06747,0.10474
116,116,2009,17-29 y.,Does not matter,0.13996,120,2049,0.1169,0.16309
117,117,2009,17-29 y.,Does not apply/do not (yet) have a job,0.62668,636,2049,0.58091,0.67968
118,118,2009,30-45 y.,In my current field/ field I was trained in,0.2993,182,2049,0.25758,0.34298
119,119,2009,30-45 y.,Do something new,0.12731,77,2049,0.09945,0.1582
120,120,2009,30-45 y.,Does not matter,0.48869,298,2049,0.44442,0.53993
121,121,2009,30-45 y.,Does not apply/do not (yet) have a job,0.0847,41,2049,0.0598,0.11538
122,122,2009,46-65 y.,In my current field/ field I was trained in,0.25559,114,2049,0.21658,0.30704
123,123,2009,46-65 y.,Do something new,0.10296,47,2049,0.08069,0.12422
124,124,2009,46-65 y.,Does not matter,0.55751,268,2049,0.49026,0.61796
125,125,2009,46-65 y.,Does not apply/do not (yet) have a job,0.08393,32,2049,0.05721,0.11035
126,126,2011,17-29 y.,In my current field/ field I was trained in,0.16147,107,1571,0.12489,0.20417
127,127,2011,17-29 y.,Do something new,0.07036,46,1571,0.05117,0.09017
128,128,2011,17-29 y.,Does not matter,0.10698,67,1571,0.07834,0.1412
129,129,2011,17-29 y.,Does not apply/do not (yet) have a job,0.66119,506,1571,0.60906,0.72724
130,130,2011,30-45 y.,In my current field/ field I was trained in,0.32174,163,1571,0.25805,0.40729
131,131,2011,30-45 y.,Do something new,0.18607,65,1571,0.12695,0.25658
132,132,2011,30-45 y.,Does not matter,0.39511,187,1571,0.30606,0.50956
133,133,2011,30-45 y.,Does not apply/do not (yet) have a job,0.09707,32,1571,0.06149,0.1396
134,134,2011,46-65 y.,In my current field/ field I was trained in,0.21995,94,1571,0.17682,0.26867
135,135,2011,46-65 y.,Do something new,0.17888,67,1571,0.14071,0.22235
136,136,2011,46-65 y.,Does not matter,0.60117,237,1571,0.51554,0.67693
137,137,2013,17-29 y.,In my current field/ field I was trained in,0.17033,132,1914,0.14612,0.19898
138,138,2013,17-29 y.,Do something new,0.09918,73,1914,0.08352,0.12194
139,139,2013,17-29 y.,Does not matter,0.11126,85,1914,0.0847,0.13832
140,140,2013,17-29 y.,Does not apply/do not (yet) have a job,0.61923,566,1914,0.5689,0.6708
141,141,2013,30-45 y.,In my current field/ field I was trained in,0.37731,207,1914,0.32119,0.42417
142,142,2013,30-45 y.,Do something new,0.23453,115,1914,0.18682,0.28052
143,143,2013,30-45 y.,Does not matter,0.29657,197,1914,0.25418,0.33893
144,144,2013,30-45 y.,Does not apply/do not (yet) have a job,0.09159,42,1914,0.06517,0.12114
145,145,2013,46-65 y.,In my current field/ field I was trained in,0.23523,114,1914,0.19733,0.26959
146,146,2013,46-65 y.,Do something new,0.16116,98,1914,0.13581,0.19423
147,147,2013,46-65 y.,Does not matter,0.60361,285,1914,0.53367,0.67193
148,148,2015,17-29 y.,In my current field/ field I was trained in,0.18469,231,3954,0.15047,0.2176
149,149,2015,17-29 y.,Do something new,0.08432,153,3954,0.06505,0.10216
150,150,2015,17-29 y.,Does not matter,0.09089,181,3954,0.07272,0.11162
151,151,2015,17-29 y.,Does not apply/do not (yet) have a job,0.64011,1041,3954,0.58999,0.68553
152,152,2015,30-45 y.,In my current field/ field I was trained in,0.36846,534,3954,0.32383,0.41891
153,153,2015,30-45 y.,Do something new,0.2003,264,3954,0.16254,0.24125
154,154,2015,30-45 y.,Does not matter,0.33758,588,3954,0.29544,0.37869
155,155,2015,30-45 y.,Does not apply/do not (yet) have a job,0.09367,162,3954,0.07095,0.11932
156,156,2015,46-65 y.,In my current field/ field I was trained in,0.17879,158,3954,0.14787,0.21037
157,157,2015,46-65 y.,Do something new,0.1848,140,3954,0.15305,0.22403
158,158,2015,46-65 y.,Does not matter,0.58089,455,3954,0.5176,0.64938
159,159,2015,46-65 y.,Does not apply/do not (yet) have a job,0.05552,47,3954,0.03851,0.07553
160,160,2017,17-29 y.,In my current field/ field I was trained in,0.16852,205,3362,0.13628,0.19793
161,161,2017,17-29 y.,Do something new,0.11664,142,3362,0.09293,0.14199
162,162,2017,17-29 y.,Does not matter,0.06966,125,3362,0.05717,0.08303
163,163,2017,17-29 y.,Does not apply/do not (yet) have a job,0.64518,1016,3362,0.58835,0.69132
164,164,2017,30-45 y.,In my current field/ field I was trained in,0.36111,386,3362,0.31787,0.40568
165,165,2017,30-45 y.,Do something new,0.198,238,3362,0.15716,0.24692
166,166,2017,30-45 y.,Does not matter,0.34757,428,3362,0.30348,0.39347
167,167,2017,30-45 y.,Does not apply/do not (yet) have a job,0.09332,128,3362,0.07259,0.11357
168,168,2017,46-65 y.,In my current field/ field I was trained in,0.22517,146,3362,0.18444,0.2655
169,169,2017,46-65 y.,Do something new,0.20948,162,3362,0.17771,0.243
170,170,2017,46-65 y.,Does not matter,0.50648,348,3362,0.44742,0.57221
171,171,2017,46-65 y.,Does not apply/do not (yet) have a job,0.05887,38,3362,0.03801,0.08071
