year,migback,quintil_oecd,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.02604,84,152,0.00064,0.05144
1999,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.05643,32,148,0.01913,0.09373
1999,Direct migration background,1st Quintile,Does not matter,0.06820,54,148,0.02745,0.10895
1999,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.08176,62,148,0.03747,0.12606
1999,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.07713,42,42,-0.00454,0.15879
1999,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.08504,32,32,-0.01316,0.18323
2000,No migration background,1st Quintile,In my current field/ field I was trained in,0.03536,87,440,0.01809,0.05264
2000,No migration background,1st Quintile,Do something new,0.02884,64,440,0.01318,0.04449
2000,No migration background,1st Quintile,Does not matter,0.06409,175,440,0.04118,0.08700
2000,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.04559,114,440,0.02608,0.06510
2000,No migration background,2nd Quintile,In my current field/ field I was trained in,0.02842,96,331,0.01049,0.04635
2000,No migration background,2nd Quintile,Do something new,0.01569,45,331,0.00228,0.02909
2000,No migration background,2nd Quintile,Does not matter,0.03201,105,331,0.01302,0.05101
2000,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02800,85,331,0.01020,0.04579
2000,No migration background,3rd Quintile,In my current field/ field I was trained in,0.03094,99,295,0.01115,0.05073
2000,No migration background,3rd Quintile,Do something new,0.01322,37,295,0.00016,0.02628
2000,No migration background,3rd Quintile,Does not matter,0.02109,80,295,0.00467,0.03751
2000,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02528,79,295,0.00733,0.04322
2000,No migration background,4th Quintile,In my current field/ field I was trained in,0.02172,66,178,0.00024,0.04319
2000,No migration background,4th Quintile,Does not matter,0.01474,42,178,-0.00301,0.03249
2000,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.02075,70,178,-0.00025,0.04175
2000,No migration background,5th Quintile,In my current field/ field I was trained in,0.01903,56,127,-0.00483,0.04289
2000,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.02456,71,127,-0.00246,0.05159
2000,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.06042,41,137,0.02038,0.10046
2000,Direct migration background,1st Quintile,Does not matter,0.05848,40,137,0.01905,0.09792
2000,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06679,56,137,0.02483,0.10875
2000,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.08238,45,45,0.00114,0.16363
2000,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.09202,39,39,0.00011,0.18393
2001,No migration background,1st Quintile,In my current field/ field I was trained in,0.04060,145,698,0.02595,0.05525
2001,No migration background,1st Quintile,Do something new,0.02785,107,698,0.01564,0.04007
2001,No migration background,1st Quintile,Does not matter,0.06238,266,698,0.04443,0.08034
2001,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.04554,180,698,0.03006,0.06102
2001,No migration background,2nd Quintile,In my current field/ field I was trained in,0.02952,149,515,0.01488,0.04415
2001,No migration background,2nd Quintile,Do something new,0.01788,82,515,0.00642,0.02934
2001,No migration background,2nd Quintile,Does not matter,0.02765,144,515,0.01347,0.04182
2001,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02615,140,515,0.01236,0.03995
2001,No migration background,3rd Quintile,In my current field/ field I was trained in,0.02820,142,435,0.01262,0.04377
2001,No migration background,3rd Quintile,Do something new,0.01137,62,435,0.00140,0.02135
2001,No migration background,3rd Quintile,Does not matter,0.02201,103,435,0.00820,0.03581
2001,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02226,128,435,0.00838,0.03614
2001,No migration background,4th Quintile,In my current field/ field I was trained in,0.02094,113,377,0.00646,0.03541
2001,No migration background,4th Quintile,Do something new,0.00785,46,377,-0.00107,0.01678
2001,No migration background,4th Quintile,Does not matter,0.01372,83,377,0.00196,0.02547
2001,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.02313,135,377,0.00794,0.03832
2001,No migration background,5th Quintile,In my current field/ field I was trained in,0.02004,99,280,0.00359,0.03648
2001,No migration background,5th Quintile,Do something new,0.00722,33,280,-0.00272,0.01715
2001,No migration background,5th Quintile,Does not matter,0.00855,45,280,-0.00225,0.01936
2001,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01689,103,280,0.00177,0.03202
2001,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.05335,55,201,0.02220,0.08450
2001,Direct migration background,1st Quintile,Does not matter,0.05503,60,201,0.02343,0.08664
2001,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.08001,86,201,0.04240,0.11761
2001,Direct migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.04669,32,32,-0.02758,0.12096
2001,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06063,44,44,-0.01070,0.13197
2001,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.07324,48,48,-0.00124,0.14772
2003,No migration background,1st Quintile,In my current field/ field I was trained in,0.03306,109,671,0.01952,0.04660
2003,No migration background,1st Quintile,Do something new,0.02646,84,671,0.01430,0.03861
2003,No migration background,1st Quintile,Does not matter,0.09179,299,671,0.06993,0.11366
2003,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.05847,179,671,0.04070,0.07624
2003,No migration background,2nd Quintile,In my current field/ field I was trained in,0.03030,122,484,0.01501,0.04558
2003,No migration background,2nd Quintile,Do something new,0.01585,66,484,0.00471,0.02699
2003,No migration background,2nd Quintile,Does not matter,0.03719,172,484,0.02031,0.05406
2003,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02436,124,484,0.01061,0.03811
2003,No migration background,3rd Quintile,In my current field/ field I was trained in,0.02656,120,419,0.01114,0.04197
2003,No migration background,3rd Quintile,Do something new,0.01129,52,419,0.00116,0.02142
2003,No migration background,3rd Quintile,Does not matter,0.02272,118,419,0.00843,0.03700
2003,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02223,129,419,0.00809,0.03636
2003,No migration background,4th Quintile,In my current field/ field I was trained in,0.02088,104,389,0.00665,0.03511
2003,No migration background,4th Quintile,Do something new,0.00777,37,389,-0.00097,0.01651
2003,No migration background,4th Quintile,Does not matter,0.01781,87,389,0.00465,0.03098
2003,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.02264,161,389,0.00784,0.03744
2003,No migration background,5th Quintile,In my current field/ field I was trained in,0.01412,115,481,0.00357,0.02468
2003,No migration background,5th Quintile,Do something new,0.00693,52,481,-0.00049,0.01435
2003,No migration background,5th Quintile,Does not matter,0.01390,87,481,0.00343,0.02437
2003,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.02364,227,481,0.01005,0.03723
2003,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.05624,49,185,0.02295,0.08953
2003,Direct migration background,1st Quintile,Does not matter,0.08511,67,185,0.04479,0.12543
2003,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.09529,69,185,0.05286,0.13771
2003,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.07052,45,45,-0.00513,0.14617
2003,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.06326,31,31,-0.02385,0.15036
2005,No migration background,1st Quintile,In my current field/ field I was trained in,0.03922,107,655,0.02434,0.05410
2005,No migration background,1st Quintile,Do something new,0.02613,72,655,0.01390,0.03835
2005,No migration background,1st Quintile,Does not matter,0.10678,311,655,0.08311,0.13045
2005,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.05002,165,655,0.03331,0.06672
2005,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01849,75,415,0.00551,0.03147
2005,No migration background,2nd Quintile,Do something new,0.00966,40,415,0.00024,0.01908
2005,No migration background,2nd Quintile,Does not matter,0.04405,181,415,0.02429,0.06382
2005,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.03245,119,415,0.01538,0.04952
2005,No migration background,3rd Quintile,In my current field/ field I was trained in,0.02367,87,307,0.00664,0.04070
2005,No migration background,3rd Quintile,Does not matter,0.02445,106,307,0.00715,0.04176
2005,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02450,114,307,0.00718,0.04182
2005,No migration background,4th Quintile,In my current field/ field I was trained in,0.01303,66,277,-0.00035,0.02641
2005,No migration background,4th Quintile,Do something new,0.00582,31,277,-0.00316,0.01479
2005,No migration background,4th Quintile,Does not matter,0.01728,79,277,0.00191,0.03266
2005,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01975,101,277,0.00334,0.03617
2005,No migration background,5th Quintile,In my current field/ field I was trained in,0.00959,77,345,-0.00071,0.01989
2005,No migration background,5th Quintile,Do something new,0.00588,35,345,-0.00220,0.01396
2005,No migration background,5th Quintile,Does not matter,0.01189,66,345,0.00044,0.02335
2005,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01916,167,345,0.00467,0.03364
2005,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.05371,31,152,0.01775,0.08967
2005,Direct migration background,1st Quintile,Does not matter,0.09913,71,152,0.05147,0.14680
2005,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.07492,50,152,0.03293,0.11692
2005,Direct migration background,2nd Quintile,Does not matter,0.06324,39,39,-0.01415,0.14062
2005,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06745,36,36,-0.01564,0.15053
2005,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.08079,32,32,-0.01514,0.17672
2007,No migration background,1st Quintile,In my current field/ field I was trained in,0.03727,102,662,0.02283,0.05170
2007,No migration background,1st Quintile,Do something new,0.02568,73,662,0.01362,0.03774
2007,No migration background,1st Quintile,Does not matter,0.09574,316,662,0.07330,0.11817
2007,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06068,171,662,0.04248,0.07888
2007,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01399,74,367,0.00196,0.02602
2007,No migration background,2nd Quintile,Do something new,0.01169,46,367,0.00068,0.02270
2007,No migration background,2nd Quintile,Does not matter,0.04108,152,367,0.02075,0.06142
2007,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02498,95,367,0.00899,0.04097
2007,No migration background,3rd Quintile,In my current field/ field I was trained in,0.01579,73,314,0.00198,0.02960
2007,No migration background,3rd Quintile,Do something new,0.00925,31,314,-0.00136,0.01985
2007,No migration background,3rd Quintile,Does not matter,0.02506,98,314,0.00774,0.04238
2007,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02221,112,314,0.00589,0.03854
2007,No migration background,4th Quintile,In my current field/ field I was trained in,0.01926,92,305,0.00381,0.03471
2007,No migration background,4th Quintile,Does not matter,0.01687,80,305,0.00239,0.03135
2007,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01722,133,305,0.00260,0.03184
2007,No migration background,5th Quintile,In my current field/ field I was trained in,0.00987,75,342,-0.00062,0.02036
2007,No migration background,5th Quintile,Do something new,0.00626,37,342,-0.00211,0.01462
2007,No migration background,5th Quintile,Does not matter,0.01186,71,342,0.00037,0.02335
2007,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01967,159,342,0.00493,0.03440
2007,Direct migration background,1st Quintile,Does not matter,0.11828,61,115,0.05899,0.17756
2007,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.10333,54,115,0.04745,0.15921
2007,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.08765,46,46,0.00503,0.17027
2009,No migration background,1st Quintile,In my current field/ field I was trained in,0.02592,75,539,0.01249,0.03935
2009,No migration background,1st Quintile,Do something new,0.02340,63,539,0.01063,0.03618
2009,No migration background,1st Quintile,Does not matter,0.09071,257,539,0.06644,0.11497
2009,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.05535,144,539,0.03603,0.07467
2009,No migration background,2nd Quintile,In my current field/ field I was trained in,0.02798,81,306,0.00947,0.04649
2009,No migration background,2nd Quintile,Do something new,0.01375,37,306,0.00068,0.02682
2009,No migration background,2nd Quintile,Does not matter,0.02662,102,306,0.00855,0.04469
2009,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02627,86,306,0.00832,0.04422
2009,No migration background,3rd Quintile,In my current field/ field I was trained in,0.02032,76,273,0.00355,0.03708
2009,No migration background,3rd Quintile,Do something new,0.00829,33,273,-0.00249,0.01906
2009,No migration background,3rd Quintile,Does not matter,0.02028,81,273,0.00353,0.03703
2009,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02120,83,273,0.00408,0.03833
2009,No migration background,4th Quintile,In my current field/ field I was trained in,0.01378,67,233,-0.00122,0.02878
2009,No migration background,4th Quintile,Does not matter,0.01580,58,233,-0.00025,0.03184
2009,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01948,108,233,0.00169,0.03726
2009,No migration background,5th Quintile,In my current field/ field I was trained in,0.01027,71,256,-0.00210,0.02265
2009,No migration background,5th Quintile,Does not matter,0.01191,62,256,-0.00141,0.02522
2009,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.02301,123,256,0.00461,0.04141
2009,Direct migration background,1st Quintile,Does not matter,0.10769,58,90,0.04329,0.17209
2009,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.07841,32,90,0.02256,0.13426
2009,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.12785,51,51,0.03529,0.22041
2011,No migration background,1st Quintile,In my current field/ field I was trained in,0.02420,76,424,0.00955,0.03884
2011,No migration background,1st Quintile,Do something new,0.01760,60,424,0.00507,0.03014
2011,No migration background,1st Quintile,Does not matter,0.05681,184,424,0.03475,0.07887
2011,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.03557,104,424,0.01792,0.05322
2011,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01486,58,198,-0.00204,0.03176
2011,No migration background,2nd Quintile,Does not matter,0.01779,78,198,-0.00067,0.03624
2011,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.01921,62,198,0.00004,0.03838
2011,No migration background,3rd Quintile,In my current field/ field I was trained in,0.01228,56,220,-0.00231,0.02687
2011,No migration background,3rd Quintile,Do something new,0.00814,31,220,-0.00376,0.02004
2011,No migration background,3rd Quintile,Does not matter,0.01328,53,220,-0.00188,0.02843
2011,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.01588,80,220,-0.00068,0.03243
2011,No migration background,4th Quintile,In my current field/ field I was trained in,0.00924,63,187,-0.00451,0.02299
2011,No migration background,4th Quintile,Does not matter,0.00783,43,187,-0.00484,0.02050
2011,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01746,81,187,-0.00137,0.03628
2011,No migration background,5th Quintile,In my current field/ field I was trained in,0.00736,48,182,-0.00509,0.01982
2011,No migration background,5th Quintile,Does not matter,0.00576,45,182,-0.00526,0.01679
2011,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01661,89,182,-0.00201,0.03523
2011,Direct migration background,1st Quintile,Does not matter,0.05949,39,39,-0.01572,0.13470
2011,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.03699,38,38,-0.02383,0.09780
2013,No migration background,1st Quintile,In my current field/ field I was trained in,0.02829,109,602,0.01504,0.04155
2013,No migration background,1st Quintile,Do something new,0.02371,94,602,0.01154,0.03587
2013,No migration background,1st Quintile,Does not matter,0.06408,239,602,0.04450,0.08366
2013,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.03871,160,602,0.02329,0.05414
2013,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01587,74,268,0.00088,0.03085
2013,No migration background,2nd Quintile,Do something new,0.01411,42,268,-0.00004,0.02826
2013,No migration background,2nd Quintile,Does not matter,0.02419,89,268,0.00576,0.04262
2013,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.01480,63,268,0.00031,0.02928
2013,No migration background,3rd Quintile,In my current field/ field I was trained in,0.01875,70,252,0.00197,0.03553
2013,No migration background,3rd Quintile,Do something new,0.00939,42,252,-0.00254,0.02132
2013,No migration background,3rd Quintile,Does not matter,0.01390,62,252,-0.00059,0.02838
2013,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.01686,78,252,0.00093,0.03279
2013,No migration background,4th Quintile,In my current field/ field I was trained in,0.01448,66,196,-0.00229,0.03124
2013,No migration background,4th Quintile,Does not matter,0.01068,47,196,-0.00375,0.02510
2013,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01737,83,196,-0.00097,0.03570
2013,No migration background,5th Quintile,In my current field/ field I was trained in,0.00906,50,228,-0.00327,0.02138
2013,No migration background,5th Quintile,Do something new,0.00500,38,228,-0.00418,0.01417
2013,No migration background,5th Quintile,Does not matter,0.00581,36,228,-0.00408,0.01570
2013,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01988,104,228,0.00172,0.03803
2013,Direct migration background,1st Quintile,Does not matter,0.06338,55,86,0.01158,0.11517
2013,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.02878,31,86,-0.00676,0.06432
2013,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06238,31,31,-0.02416,0.14892
2015,No migration background,1st Quintile,In my current field/ field I was trained in,0.04131,147,826,0.02773,0.05489
