,Unnamed: 0,year,regtyp,sampreg,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
49,49,1998,Urban regions,West,Does not apply/do not (yet) have a job,0.32949,427,2194,0.30963,0.35224
50,50,1998,Urban regions,East,In my current field/ field I was trained in,0.33882,63,2194,0.28644,0.40276
51,51,1998,Urban regions,East,Does not matter,0.45283,73,2194,0.39019,0.51155
52,52,1998,Urban regions,East,Does not apply/do not (yet) have a job,0.20835,43,2194,0.17213,0.25599
53,53,1998,Rural regions,West,In my current field/ field I was trained in,0.29139,101,2194,0.2446,0.33946
54,54,1998,Rural regions,West,Do something new,0.15216,42,2194,0.12581,0.1958
55,55,1998,Rural regions,West,Does not matter,0.22745,74,2194,0.18786,0.26508
56,56,1998,Rural regions,West,Does not apply/do not (yet) have a job,0.32899,112,2194,0.28514,0.37847
57,57,1998,Rural regions,East,In my current field/ field I was trained in,0.3197,136,2194,0.28709,0.3492
58,58,1998,Rural regions,East,Do something new,0.13407,60,2194,0.11287,0.15671
59,59,1998,Rural regions,East,Does not matter,0.40117,205,2194,0.36483,0.44114
60,60,1998,Rural regions,East,Does not apply/do not (yet) have a job,0.14506,95,2194,0.1278,0.16157
61,61,1999,Urban regions,West,In my current field/ field I was trained in,0.26214,252,1898,0.23626,0.28331
62,62,1999,Urban regions,West,Do something new,0.12961,125,1898,0.11383,0.14679
63,63,1999,Urban regions,West,Does not matter,0.2577,260,1898,0.23328,0.28903
64,64,1999,Urban regions,West,Does not apply/do not (yet) have a job,0.35055,378,1898,0.33071,0.3748
65,65,1999,Urban regions,East,In my current field/ field I was trained in,0.32579,55,1898,0.25925,0.40033
66,66,1999,Urban regions,East,Does not matter,0.3874,63,1898,0.33674,0.45583
67,67,1999,Urban regions,East,Does not apply/do not (yet) have a job,0.28681,53,1898,0.2438,0.33747
68,68,1999,Rural regions,West,In my current field/ field I was trained in,0.27157,77,1898,0.23325,0.314
69,69,1999,Rural regions,West,Do something new,0.15249,38,1898,0.12184,0.18082
70,70,1999,Rural regions,West,Does not matter,0.25539,70,1898,0.21534,0.30261
71,71,1999,Rural regions,West,Does not apply/do not (yet) have a job,0.32054,96,1898,0.27157,0.37029
72,72,1999,Rural regions,East,In my current field/ field I was trained in,0.25427,111,1898,0.22575,0.28391
73,73,1999,Rural regions,East,Do something new,0.12689,53,1898,0.10764,0.1476
74,74,1999,Rural regions,East,Does not matter,0.44069,176,1898,0.3983,0.48326
75,75,1999,Rural regions,East,Does not apply/do not (yet) have a job,0.17815,91,1898,0.15274,0.20529
76,76,2000,Urban regions,West,In my current field/ field I was trained in,0.28561,527,3372,0.27009,0.29829
77,77,2000,Urban regions,West,Do something new,0.14195,241,3372,0.13243,0.15313
78,78,2000,Urban regions,West,Does not matter,0.21982,412,3372,0.20676,0.23406
79,79,2000,Urban regions,West,Does not apply/do not (yet) have a job,0.35261,647,3372,0.33829,0.36948
80,80,2000,Urban regions,East,In my current field/ field I was trained in,0.26654,83,3372,0.22949,0.30566
81,81,2000,Urban regions,East,Do something new,0.17689,51,3372,0.1532,0.20017
82,82,2000,Urban regions,East,Does not matter,0.29494,97,3372,0.26651,0.33195
83,83,2000,Urban regions,East,Does not apply/do not (yet) have a job,0.26164,86,3372,0.23141,0.30619
84,84,2000,Rural regions,West,In my current field/ field I was trained in,0.29998,174,3372,0.27367,0.32421
85,85,2000,Rural regions,West,Do something new,0.15219,80,3372,0.13153,0.17973
86,86,2000,Rural regions,West,Does not matter,0.24936,137,3372,0.22631,0.27331
87,87,2000,Rural regions,West,Does not apply/do not (yet) have a job,0.29847,174,3372,0.27349,0.32909
88,88,2000,Rural regions,East,In my current field/ field I was trained in,0.24948,162,3372,0.22644,0.27093
89,89,2000,Rural regions,East,Do something new,0.1572,94,3372,0.13881,0.17308
90,90,2000,Rural regions,East,Does not matter,0.39119,259,3372,0.36854,0.41595
91,91,2000,Rural regions,East,Does not apply/do not (yet) have a job,0.20212,148,3372,0.18453,0.22037
92,92,2001,Urban regions,West,In my current field/ field I was trained in,0.30209,461,3005,0.28522,0.32299
93,93,2001,Urban regions,West,Do something new,0.13112,208,3005,0.11817,0.14319
94,94,2001,Urban regions,West,Does not matter,0.22069,333,3005,0.20451,0.23741
95,95,2001,Urban regions,West,Does not apply/do not (yet) have a job,0.34609,588,3005,0.32844,0.36205
96,96,2001,Urban regions,East,In my current field/ field I was trained in,0.25236,67,3005,0.21903,0.29557
97,97,2001,Urban regions,East,Do something new,0.14087,36,3005,0.11831,0.16711
98,98,2001,Urban regions,East,Does not matter,0.33806,95,3005,0.30392,0.38346
99,99,2001,Urban regions,East,Does not apply/do not (yet) have a job,0.2687,77,3005,0.23221,0.31162
100,100,2001,Rural regions,West,In my current field/ field I was trained in,0.28454,146,3005,0.25612,0.31297
101,101,2001,Rural regions,West,Do something new,0.15221,77,3005,0.12836,0.18005
102,102,2001,Rural regions,West,Does not matter,0.23406,118,3005,0.20851,0.26239
103,103,2001,Rural regions,West,Does not apply/do not (yet) have a job,0.3292,174,3005,0.2976,0.36046
104,104,2001,Rural regions,East,In my current field/ field I was trained in,0.22146,137,3005,0.20194,0.24383
105,105,2001,Rural regions,East,Do something new,0.1704,86,3005,0.15048,0.19132
106,106,2001,Rural regions,East,Does not matter,0.4157,251,3005,0.38961,0.44313
107,107,2001,Rural regions,East,Does not apply/do not (yet) have a job,0.19244,151,3005,0.1781,0.20934
108,108,2003,Urban regions,West,In my current field/ field I was trained in,0.24582,404,3093,0.23085,0.26339
109,109,2003,Urban regions,West,Do something new,0.11493,179,3093,0.1022,0.12884
110,110,2003,Urban regions,West,Does not matter,0.2771,414,3093,0.25904,0.29831
111,111,2003,Urban regions,West,Does not apply/do not (yet) have a job,0.36214,673,3093,0.33974,0.38578
112,112,2003,Urban regions,East,In my current field/ field I was trained in,0.23522,73,3093,0.19731,0.27672
113,113,2003,Urban regions,East,Do something new,0.13031,45,3093,0.10566,0.15856
114,114,2003,Urban regions,East,Does not matter,0.34746,102,3093,0.30071,0.39435
115,115,2003,Urban regions,East,Does not apply/do not (yet) have a job,0.28701,98,3093,0.23386,0.33907
116,116,2003,Rural regions,West,In my current field/ field I was trained in,0.25927,105,3093,0.22283,0.29206
117,117,2003,Rural regions,West,Do something new,0.13421,66,3093,0.10848,0.16117
118,118,2003,Rural regions,West,Does not matter,0.36357,147,3093,0.32499,0.40082
119,119,2003,Rural regions,West,Does not apply/do not (yet) have a job,0.24295,157,3093,0.21149,0.28241
120,120,2003,Rural regions,East,In my current field/ field I was trained in,0.20035,121,3093,0.17329,0.22998
121,121,2003,Rural regions,East,Do something new,0.11482,63,3093,0.09142,0.138
122,122,2003,Rural regions,East,Does not matter,0.47641,284,3093,0.44291,0.5212
123,123,2003,Rural regions,East,Does not apply/do not (yet) have a job,0.20841,162,3093,0.18677,0.24445
124,124,2005,Urban regions,West,In my current field/ field I was trained in,0.20937,285,2538,0.1874,0.23199
125,125,2005,Urban regions,West,Do something new,0.07999,108,2538,0.06805,0.09178
126,126,2005,Urban regions,West,Does not matter,0.32949,409,2538,0.30085,0.35171
127,127,2005,Urban regions,West,Does not apply/do not (yet) have a job,0.38115,551,2538,0.35334,0.40871
128,128,2005,Urban regions,East,In my current field/ field I was trained in,0.2266,56,2538,0.18386,0.27348
129,129,2005,Urban regions,East,Does not matter,0.4646,110,2538,0.39319,0.54705
130,130,2005,Urban regions,East,Does not apply/do not (yet) have a job,0.3088,90,2538,0.24416,0.37139
131,131,2005,Rural regions,West,In my current field/ field I was trained in,0.24925,79,2538,0.21084,0.28969
132,132,2005,Rural regions,West,Do something new,0.13766,44,2538,0.10889,0.17485
133,133,2005,Rural regions,West,Does not matter,0.34843,129,2538,0.29888,0.39643
134,134,2005,Rural regions,West,Does not apply/do not (yet) have a job,0.26466,123,2538,0.22246,0.30444
135,135,2005,Rural regions,East,In my current field/ field I was trained in,0.15204,87,2538,0.12734,0.1809
136,136,2005,Rural regions,East,Do something new,0.09427,51,2538,0.07163,0.12092
137,137,2005,Rural regions,East,Does not matter,0.56825,286,2538,0.50616,0.62653
138,138,2005,Rural regions,East,Does not apply/do not (yet) have a job,0.18544,130,2538,0.15896,0.21494
139,139,2007,Urban regions,West,In my current field/ field I was trained in,0.20904,302,2554,0.18788,0.22968
140,140,2007,Urban regions,West,Do something new,0.11792,145,2554,0.09918,0.13319
141,141,2007,Urban regions,West,Does not matter,0.31156,397,2554,0.28993,0.33578
142,142,2007,Urban regions,West,Does not apply/do not (yet) have a job,0.36148,559,2554,0.33511,0.38602
143,143,2007,Urban regions,East,In my current field/ field I was trained in,0.25571,56,2554,0.18919,0.31171
144,144,2007,Urban regions,East,Do something new,0.17972,36,2554,0.13305,0.23089
145,145,2007,Urban regions,East,Does not matter,0.34019,80,2554,0.28558,0.40473
146,146,2007,Urban regions,East,Does not apply/do not (yet) have a job,0.22438,65,2554,0.18221,0.2706
147,147,2007,Rural regions,West,In my current field/ field I was trained in,0.18892,83,2554,0.14931,0.22604
148,148,2007,Rural regions,West,Do something new,0.08155,37,2554,0.05958,0.10928
149,149,2007,Rural regions,West,Does not matter,0.38403,146,2554,0.34112,0.43559
150,150,2007,Rural regions,West,Does not apply/do not (yet) have a job,0.3455,150,2554,0.28661,0.39074
151,151,2007,Rural regions,East,In my current field/ field I was trained in,0.15126,82,2554,0.12609,0.1849
152,152,2007,Rural regions,East,Do something new,0.07624,39,2554,0.05591,0.09794
153,153,2007,Rural regions,East,Does not matter,0.54998,251,2554,0.48714,0.60986
154,154,2007,Rural regions,East,Does not apply/do not (yet) have a job,0.22252,126,2554,0.19171,0.25496
155,155,2009,Urban regions,West,In my current field/ field I was trained in,0.2208,262,2040,0.19302,0.24444
156,156,2009,Urban regions,West,Do something new,0.09654,106,2040,0.08229,0.11386
157,157,2009,Urban regions,West,Does not matter,0.31704,309,2040,0.29113,0.35169
158,158,2009,Urban regions,West,Does not apply/do not (yet) have a job,0.36562,431,2040,0.33161,0.40438
159,159,2009,Urban regions,East,In my current field/ field I was trained in,0.25916,39,2040,0.18003,0.34472
160,160,2009,Urban regions,East,Does not matter,0.39139,75,2040,0.3304,0.43697
161,161,2009,Urban regions,East,Does not apply/do not (yet) have a job,0.34946,59,2040,0.25162,0.46499
162,162,2009,Rural regions,West,In my current field/ field I was trained in,0.20948,73,2040,0.15833,0.2557
163,163,2009,Rural regions,West,Do something new,0.09897,34,2040,0.07451,0.12569
164,164,2009,Rural regions,West,Does not matter,0.32477,115,2040,0.2782,0.38649
165,165,2009,Rural regions,West,Does not apply/do not (yet) have a job,0.36679,131,2040,0.30653,0.43806
166,166,2009,Rural regions,East,In my current field/ field I was trained in,0.21444,81,2040,0.16735,0.26376
167,167,2009,Rural regions,East,Do something new,0.09938,38,2040,0.07051,0.13867
168,168,2009,Rural regions,East,Does not matter,0.49952,199,2040,0.43699,0.56724
169,169,2009,Rural regions,East,Does not apply/do not (yet) have a job,0.18665,88,2040,0.15828,0.22545
170,170,2011,Urban regions,West,In my current field/ field I was trained in,0.20777,203,1545,0.17396,0.2437
171,171,2011,Urban regions,West,Do something new,0.12541,92,1545,0.09602,0.1554
172,172,2011,Urban regions,West,Does not matter,0.31306,250,1545,0.27273,0.3643
173,173,2011,Urban regions,West,Does not apply/do not (yet) have a job,0.35375,363,1545,0.31321,0.3906
174,174,2011,Urban regions,East,In my current field/ field I was trained in,0.27953,39,1545,0.18098,0.38647
175,175,2011,Urban regions,East,Does not matter,0.29926,46,1545,0.21967,0.40003
176,176,2011,Urban regions,East,Does not apply/do not (yet) have a job,0.42121,49,1545,0.32229,0.52813
177,177,2011,Rural regions,West,In my current field/ field I was trained in,0.26079,65,1545,0.18358,0.33281
178,178,2011,Rural regions,West,Does not matter,0.29314,79,1545,0.20063,0.40357
179,179,2011,Rural regions,West,Does not apply/do not (yet) have a job,0.44607,90,1545,0.33874,0.55144
180,180,2011,Rural regions,East,In my current field/ field I was trained in,0.23942,64,1545,0.1603,0.31813
181,181,2011,Rural regions,East,Do something new,0.11489,31,1545,0.08314,0.15312
182,182,2011,Rural regions,East,Does not matter,0.48863,125,1545,0.41008,0.55907
183,183,2011,Rural regions,East,Does not apply/do not (yet) have a job,0.15706,49,1545,0.11905,0.19788
184,184,2013,Urban regions,West,In my current field/ field I was trained in,0.2493,269,1957,0.22449,0.27896
185,185,2013,Urban regions,West,Do something new,0.16162,168,1957,0.13732,0.18979
186,186,2013,Urban regions,West,Does not matter,0.24514,270,1957,0.21568,0.27342
187,187,2013,Urban regions,West,Does not apply/do not (yet) have a job,0.34394,409,1957,0.30708,0.38254
188,188,2013,Urban regions,East,In my current field/ field I was trained in,0.29286,44,1957,0.21315,0.3684
189,189,2013,Urban regions,East,Does not matter,0.32031,49,1957,0.23286,0.4357
190,190,2013,Urban regions,East,Does not apply/do not (yet) have a job,0.38683,48,1957,0.3081,0.46868
191,191,2013,Rural regions,West,In my current field/ field I was trained in,0.22574,90,1957,0.17923,0.27344
192,192,2013,Rural regions,West,Do something new,0.16292,64,1957,0.12228,0.20418
193,193,2013,Rural regions,West,Does not matter,0.30551,128,1957,0.24559,0.35673
194,194,2013,Rural regions,West,Does not apply/do not (yet) have a job,0.30583,131,1957,0.25822,0.35675
195,195,2013,Rural regions,East,In my current field/ field I was trained in,0.21275,63,1957,0.16379,0.26099
196,196,2013,Rural regions,East,Do something new,0.10486,39,1957,0.08339,0.13011
197,197,2013,Rural regions,East,Does not matter,0.55705,138,1957,0.46558,0.66024
198,198,2013,Rural regions,East,Does not apply/do not (yet) have a job,0.12534,47,1957,0.08226,0.17953
199,199,2015,Urban regions,West,In my current field/ field I was trained in,0.2486,583,3995,0.2233,0.27558
200,200,2015,Urban regions,West,Do something new,0.14631,326,3995,0.12347,0.16965
201,201,2015,Urban regions,West,Does not matter,0.27239,697,3995,0.24311,0.30649
202,202,2015,Urban regions,West,Does not apply/do not (yet) have a job,0.33271,829,3995,0.31018,0.36624
203,203,2015,Urban regions,East,In my current field/ field I was trained in,0.26298,74,3995,0.20536,0.32358
204,204,2015,Urban regions,East,Do something new,0.13864,48,3995,0.10765,0.17471
205,205,2015,Urban regions,East,Does not matter,0.39369,86,3995,0.28495,0.51108
206,206,2015,Urban regions,East,Does not apply/do not (yet) have a job,0.2047,62,3995,0.15868,0.269
207,207,2015,Rural regions,West,In my current field/ field I was trained in,0.19663,171,3995,0.16035,0.23739
208,208,2015,Rural regions,West,Do something new,0.14871,128,3995,0.11882,0.1768
209,209,2015,Rural regions,West,Does not matter,0.28079,260,3995,0.23805,0.33789
210,210,2015,Rural regions,West,Does not apply/do not (yet) have a job,0.37387,270,3995,0.31562,0.43244
211,211,2015,Rural regions,East,In my current field/ field I was trained in,0.2644,106,3995,0.18958,0.34775
212,212,2015,Rural regions,East,Do something new,0.16466,61,3995,0.11329,0.24271
213,213,2015,Rural regions,East,Does not matter,0.41315,204,3995,0.35074,0.48622
214,214,2015,Rural regions,East,Does not apply/do not (yet) have a job,0.15779,90,3995,0.1232,0.20525
215,215,2017,Urban regions,West,In my current field/ field I was trained in,0.25657,476,3415,0.23211,0.27921
216,216,2017,Urban regions,West,Do something new,0.16435,320,3415,0.1433,0.18789
217,217,2017,Urban regions,West,Does not matter,0.24552,520,3415,0.22144,0.26652
218,218,2017,Urban regions,West,Does not apply/do not (yet) have a job,0.33356,763,3415,0.30636,0.36426
219,219,2017,Urban regions,East,In my current field/ field I was trained in,0.25707,65,3415,0.17174,0.33131
220,220,2017,Urban regions,East,Do something new,0.17817,53,3415,0.13984,0.2292
221,221,2017,Urban regions,East,Does not matter,0.27385,71,3415,0.19238,0.37799
222,222,2017,Urban regions,East,Does not apply/do not (yet) have a job,0.29091,85,3415,0.2162,0.37564
223,223,2017,Rural regions,West,In my current field/ field I was trained in,0.20577,135,3415,0.16062,0.25672
224,224,2017,Rural regions,West,Do something new,0.17343,121,3415,0.13814,0.22205
225,225,2017,Rural regions,West,Does not matter,0.2496,174,3415,0.21218,0.29281
226,226,2017,Rural regions,West,Does not apply/do not (yet) have a job,0.37119,233,3415,0.31634,0.42344
227,227,2017,Rural regions,East,In my current field/ field I was trained in,0.2198,82,3415,0.16904,0.27501
228,228,2017,Rural regions,East,Do something new,0.14448,57,3415,0.09909,0.22305
229,229,2017,Rural regions,East,Does not matter,0.42439,158,3415,0.33552,0.51327
230,230,2017,Rural regions,East,Does not apply/do not (yet) have a job,0.21133,102,3415,0.17584,0.2536
