year,quintil_oecd,regtyp,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03314,103,317,0.01341,0.05288
1996,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.03902,55,119,0.00408,0.07395
1996,2nd Quintile,Rural regions,Does not matter,0.04237,64,119,0.00603,0.07872
1996,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.03635,76,230,0.01211,0.06059
1996,3rd Quintile,Urban regions,Do something new,0.01769,34,230,0.00062,0.03477
1996,3rd Quintile,Urban regions,Does not matter,0.02476,55,230,0.00463,0.04488
1996,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02691,65,230,0.00595,0.04787
1996,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.03305,42,117,0.00052,0.06558
1996,3rd Quintile,Rural regions,Does not matter,0.02742,42,117,-0.00230,0.05714
1996,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02234,33,117,-0.00455,0.04924
1996,4th Quintile,Urban regions,In my current field/ field I was trained in,0.02206,61,160,-0.00077,0.04488
1996,4th Quintile,Urban regions,Does not matter,0.02121,41,160,-0.00119,0.04361
1996,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02370,58,160,0.00005,0.04734
1996,4th Quintile,Rural regions,In my current field/ field I was trained in,0.03078,44,76,-0.00831,0.06986
1996,4th Quintile,Rural regions,Does not matter,0.02278,32,76,-0.01099,0.05654
1996,5th Quintile,Urban regions,In my current field/ field I was trained in,0.02493,65,114,-0.00382,0.05367
1996,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02121,49,114,-0.00536,0.04778
1997,1st Quintile,Urban regions,In my current field/ field I was trained in,0.04155,85,460,0.02329,0.05980
1997,1st Quintile,Urban regions,Do something new,0.03474,62,460,0.01799,0.05149
1997,1st Quintile,Urban regions,Does not matter,0.07306,154,460,0.04925,0.09686
1997,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.04906,159,460,0.02930,0.06882
1997,1st Quintile,Rural regions,In my current field/ field I was trained in,0.04374,49,193,0.01481,0.07267
1997,1st Quintile,Rural regions,Does not matter,0.07123,108,193,0.03485,0.10761
1997,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02920,36,193,0.00539,0.05302
1997,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.03796,89,319,0.01696,0.05896
1997,2nd Quintile,Urban regions,Do something new,0.01558,34,319,0.00197,0.02920
1997,2nd Quintile,Urban regions,Does not matter,0.03251,83,319,0.01302,0.05201
1997,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03934,113,319,0.01797,0.06070
1997,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.03754,58,178,0.00954,0.06555
1997,2nd Quintile,Rural regions,Does not matter,0.04571,77,178,0.01494,0.07647
1997,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02228,43,178,0.00053,0.04402
1997,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.03684,73,255,0.01367,0.06000
1997,3rd Quintile,Urban regions,Do something new,0.02125,34,255,0.00351,0.03899
1997,3rd Quintile,Urban regions,Does not matter,0.02682,58,255,0.00695,0.04669
1997,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03298,90,255,0.01102,0.05495
1997,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.03353,46,130,0.00246,0.06459
1997,3rd Quintile,Rural regions,Does not matter,0.02734,45,130,-0.00080,0.05549
1997,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02384,39,130,-0.00248,0.05017
1997,4th Quintile,Urban regions,In my current field/ field I was trained in,0.02844,67,173,0.00360,0.05328
1997,4th Quintile,Urban regions,Does not matter,0.01592,46,173,-0.00279,0.03462
1997,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02507,60,173,0.00171,0.04844
1997,4th Quintile,Rural regions,In my current field/ field I was trained in,0.02925,31,31,-0.03105,0.08955
1997,5th Quintile,Urban regions,In my current field/ field I was trained in,0.01837,41,90,-0.00953,0.04628
1997,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02043,49,90,-0.00896,0.04982
1998,1st Quintile,Urban regions,In my current field/ field I was trained in,0.04395,103,448,0.02495,0.06295
1998,1st Quintile,Urban regions,Do something new,0.02716,60,448,0.01209,0.04223
1998,1st Quintile,Urban regions,Does not matter,0.07088,140,448,0.04709,0.09468
1998,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.05949,145,448,0.03756,0.08141
1998,1st Quintile,Rural regions,In my current field/ field I was trained in,0.04334,38,230,0.01697,0.06972
1998,1st Quintile,Rural regions,Do something new,0.03279,33,230,0.00972,0.05585
1998,1st Quintile,Rural regions,Does not matter,0.07590,97,230,0.04160,0.11020
1998,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.04478,62,230,0.01800,0.07157
1998,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.04114,82,240,0.01596,0.06632
1998,2nd Quintile,Urban regions,Does not matter,0.02929,65,240,0.00791,0.05067
1998,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03253,93,240,0.01004,0.05503
1998,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.03966,57,166,0.00988,0.06944
1998,2nd Quintile,Rural regions,Does not matter,0.04183,72,166,0.01128,0.07238
1998,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02595,37,166,0.00169,0.05020
1998,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02537,59,177,0.00214,0.04860
1998,3rd Quintile,Urban regions,Does not matter,0.01744,49,177,-0.00190,0.03679
1998,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02456,69,177,0.00169,0.04743
1998,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.04202,55,142,0.00890,0.07513
1998,3rd Quintile,Rural regions,Does not matter,0.02715,42,142,0.00032,0.05397
1998,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02749,45,142,0.00050,0.05447
1998,4th Quintile,Urban regions,In my current field/ field I was trained in,0.02389,56,145,-0.00105,0.04883
1998,4th Quintile,Urban regions,Does not matter,0.01419,32,145,-0.00513,0.03351
1998,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02647,57,145,0.00025,0.05269
1998,4th Quintile,Rural regions,In my current field/ field I was trained in,0.02986,34,34,-0.02821,0.08793
1998,5th Quintile,Urban regions,In my current field/ field I was trained in,0.02081,45,99,-0.00745,0.04907
1998,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02541,54,99,-0.00575,0.05656
1999,1st Quintile,Urban regions,In my current field/ field I was trained in,0.03593,84,414,0.01798,0.05388
1999,1st Quintile,Urban regions,Do something new,0.01929,46,414,0.00602,0.03255
1999,1st Quintile,Urban regions,Does not matter,0.05875,145,414,0.03607,0.08143
1999,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.05946,139,414,0.03665,0.08226
1999,1st Quintile,Rural regions,In my current field/ field I was trained in,0.04406,63,257,0.01892,0.06920
1999,1st Quintile,Rural regions,Do something new,0.02719,33,257,0.00726,0.04711
1999,1st Quintile,Rural regions,Does not matter,0.06063,91,257,0.03140,0.08987
1999,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.04696,70,257,0.02105,0.07288
1999,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.02950,74,286,0.00986,0.04915
1999,2nd Quintile,Urban regions,Do something new,0.01980,38,286,0.00363,0.03598
1999,2nd Quintile,Urban regions,Does not matter,0.03392,76,286,0.01290,0.05493
1999,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03411,98,286,0.01304,0.05519
1999,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.02370,43,153,-0.00048,0.04788
1999,2nd Quintile,Rural regions,Does not matter,0.03691,64,153,0.00694,0.06689
1999,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02708,46,153,0.00127,0.05288
1999,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.03413,74,198,0.00878,0.05948
1999,3rd Quintile,Urban regions,Does not matter,0.01844,47,198,-0.00035,0.03723
1999,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03106,77,198,0.00683,0.05529
1999,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.02667,39,89,-0.00699,0.06033
1999,3rd Quintile,Rural regions,Does not matter,0.03544,50,89,-0.00319,0.07407
1999,4th Quintile,Urban regions,In my current field/ field I was trained in,0.01602,47,133,-0.00540,0.03745
1999,4th Quintile,Urban regions,Does not matter,0.01378,35,133,-0.00611,0.03367
1999,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.01792,51,133,-0.00471,0.04055
1999,5th Quintile,Urban regions,In my current field/ field I was trained in,0.01612,31,97,-0.00907,0.04132
1999,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02464,66,97,-0.00637,0.05566
2000,1st Quintile,Urban regions,In my current field/ field I was trained in,0.04016,89,413,0.02120,0.05911
2000,1st Quintile,Urban regions,Do something new,0.02390,51,413,0.00915,0.03864
2000,1st Quintile,Urban regions,Does not matter,0.05178,122,413,0.03039,0.07318
2000,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.06306,151,413,0.03959,0.08653
2000,1st Quintile,Rural regions,In my current field/ field I was trained in,0.03384,51,219,0.00983,0.05784
2000,1st Quintile,Rural regions,Does not matter,0.06808,104,219,0.03464,0.10152
2000,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.03830,64,219,0.01282,0.06378
2000,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.02772,76,285,0.00863,0.04682
2000,2nd Quintile,Urban regions,Do something new,0.01516,33,285,0.00095,0.02937
2000,2nd Quintile,Urban regions,Does not matter,0.02620,75,285,0.00762,0.04478
2000,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03765,101,285,0.01551,0.05979
2000,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.02891,48,153,0.00227,0.05555
2000,2nd Quintile,Rural regions,Does not matter,0.03886,59,153,0.00814,0.06958
2000,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02773,46,153,0.00163,0.05384
2000,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02926,61,180,0.00457,0.05396
2000,3rd Quintile,Urban regions,Does not matter,0.01528,47,180,-0.00269,0.03325
2000,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03466,72,180,0.00786,0.06145
2000,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.02999,50,128,0.00033,0.05965
2000,3rd Quintile,Rural regions,Does not matter,0.02915,44,128,-0.00011,0.05840
2000,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01723,34,128,-0.00540,0.03987
2000,4th Quintile,Urban regions,In my current field/ field I was trained in,0.01528,45,101,-0.00876,0.03933
2000,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.01930,56,101,-0.00767,0.04626
2000,4th Quintile,Rural regions,In my current field/ field I was trained in,0.03370,31,62,-0.01159,0.07898
2000,4th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02516,31,62,-0.01414,0.06447
2000,5th Quintile,Urban regions,In my current field/ field I was trained in,0.01746,44,106,-0.00759,0.04251
2000,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02470,62,106,-0.00499,0.05439
2001,1st Quintile,Urban regions,In my current field/ field I was trained in,0.04852,151,625,0.03166,0.06537
2001,1st Quintile,Urban regions,Do something new,0.02247,85,625,0.01084,0.03410
2001,1st Quintile,Urban regions,Does not matter,0.04738,177,625,0.03071,0.06406
2001,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.05853,212,625,0.04011,0.07695
2001,1st Quintile,Rural regions,In my current field/ field I was trained in,0.02851,61,379,0.01173,0.04529
2001,1st Quintile,Rural regions,Do something new,0.03106,56,379,0.01357,0.04854
2001,1st Quintile,Rural regions,Does not matter,0.07135,164,379,0.04540,0.09730
2001,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.04511,98,379,0.02419,0.06603
2001,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.02878,120,413,0.01264,0.04492
2001,2nd Quintile,Urban regions,Do something new,0.01674,57,413,0.00435,0.02913
2001,2nd Quintile,Urban regions,Does not matter,0.02652,93,413,0.01101,0.04204
2001,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03647,143,413,0.01837,0.05457
2001,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.02994,72,285,0.01012,0.04976
2001,2nd Quintile,Rural regions,Do something new,0.02129,45,285,0.00450,0.03807
2001,2nd Quintile,Rural regions,Does not matter,0.03541,91,285,0.01391,0.05690
2001,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02547,77,285,0.00714,0.04379
2001,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02665,102,315,0.00883,0.04446
2001,3rd Quintile,Urban regions,Do something new,0.00873,35,315,-0.00156,0.01902
2001,3rd Quintile,Urban regions,Does not matter,0.01975,69,315,0.00436,0.03514
2001,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02566,109,315,0.00817,0.04315
2001,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.02690,58,212,0.00507,0.04874
2001,3rd Quintile,Rural regions,Do something new,0.01600,37,212,-0.00093,0.03294
2001,3rd Quintile,Rural regions,Does not matter,0.02839,55,212,0.00598,0.05080
2001,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02490,62,212,0.00388,0.04593
2001,4th Quintile,Urban regions,In my current field/ field I was trained in,0.01879,75,271,0.00260,0.03499
2001,4th Quintile,Urban regions,Do something new,0.00818,36,271,-0.00256,0.01892
2001,4th Quintile,Urban regions,Does not matter,0.01270,52,271,-0.00066,0.02605
2001,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02537,108,271,0.00661,0.04412
2001,4th Quintile,Rural regions,In my current field/ field I was trained in,0.02874,58,159,0.00269,0.05480
2001,4th Quintile,Rural regions,Does not matter,0.01627,42,159,-0.00346,0.03600
2001,4th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02568,59,159,0.00101,0.05034
2001,5th Quintile,Urban regions,In my current field/ field I was trained in,0.02048,82,246,0.00274,0.03821
2001,5th Quintile,Urban regions,Do something new,0.00800,31,246,-0.00316,0.01915
2001,5th Quintile,Urban regions,Does not matter,0.00773,37,246,-0.00324,0.01870
2001,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.01916,96,246,0.00200,0.03633
2001,5th Quintile,Rural regions,In my current field/ field I was trained in,0.02368,32,32,-0.02985,0.07720
2003,1st Quintile,Urban regions,In my current field/ field I was trained in,0.03958,117,599,0.02395,0.05521
2003,1st Quintile,Urban regions,Do something new,0.01938,62,599,0.00833,0.03043
2003,1st Quintile,Urban regions,Does not matter,0.06852,198,599,0.04827,0.08876
2003,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.08212,222,599,0.06011,0.10412
2003,1st Quintile,Rural regions,In my current field/ field I was trained in,0.03461,56,360,0.01570,0.05352
2003,1st Quintile,Rural regions,Do something new,0.02849,44,360,0.01128,0.04570
2003,1st Quintile,Rural regions,Does not matter,0.11634,189,360,0.08318,0.14951
2003,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.03643,71,360,0.01705,0.05581
2003,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.03340,96,378,0.01526,0.05154
2003,2nd Quintile,Urban regions,Do something new,0.01814,53,378,0.00467,0.03162
2003,2nd Quintile,Urban regions,Does not matter,0.03114,105,378,0.01361,0.04868
2003,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03147,124,378,0.01385,0.04910
2003,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.02557,53,216,0.00447,0.04668
2003,2nd Quintile,Rural regions,Does not matter,0.04895,102,216,0.02011,0.07779
2003,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02671,61,216,0.00516,0.04826
2003,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02253,85,317,0.00617,0.03889
2003,3rd Quintile,Urban regions,Do something new,0.01000,38,317,-0.00097,0.02096
2003,3rd Quintile,Urban regions,Does not matter,0.01984,76,317,0.00447,0.03522
2003,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02561,118,317,0.00819,0.04302
2003,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.03003,50,162,0.00367,0.05640
2003,3rd Quintile,Rural regions,Does not matter,0.02843,64,162,0.00276,0.05410
2003,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01942,48,162,-0.00190,0.04073
2003,4th Quintile,Urban regions,In my current field/ field I was trained in,0.02095,82,277,0.00405,0.03784
2003,4th Quintile,Urban regions,Does not matter,0.02139,67,277,0.00432,0.03846
2003,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02440,128,277,0.00620,0.04260
2003,4th Quintile,Rural regions,In my current field/ field I was trained in,0.02473,38,142,-0.00091,0.05036
2003,4th Quintile,Rural regions,Does not matter,0.02051,43,142,-0.00289,0.04390
2003,4th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02047,61,142,-0.00290,0.04384
2003,5th Quintile,Urban regions,In my current field/ field I was trained in,0.01345,97,392,0.00203,0.02487
2003,5th Quintile,Urban regions,Do something new,0.00672,44,392,-0.00138,0.01482
2003,5th Quintile,Urban regions,Does not matter,0.01251,71,392,0.00149,0.02352
2003,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02444,180,392,0.00914,0.03975
2003,5th Quintile,Rural regions,Does not matter,0.02036,32,107,-0.00653,0.04724
2003,5th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02531,75,107,-0.00459,0.05521
2005,1st Quintile,Urban regions,In my current field/ field I was trained in,0.03587,91,543,0.02021,0.05152
2005,1st Quintile,Urban regions,Do something new,0.01911,50,543,0.00758,0.03064
2005,1st Quintile,Urban regions,Does not matter,0.08300,210,543,0.05978,0.10623
2005,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.06892,192,543,0.04759,0.09025
2005,1st Quintile,Rural regions,In my current field/ field I was trained in,0.04576,55,341,0.02355,0.06798
2005,1st Quintile,Rural regions,Do something new,0.02565,33,341,0.00885,0.04246
2005,1st Quintile,Rural regions,Does not matter,0.12167,194,341,0.08692,0.15642
2005,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.03284,59,341,0.01389,0.05178
2005,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.01846,61,284,0.00277,0.03414
2005,2nd Quintile,Urban regions,Does not matter,0.03717,110,284,0.01513,0.05921
2005,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03938,113,284,0.01672,0.06204
2005,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.01868,33,211,0.00037,0.03699
2005,2nd Quintile,Rural regions,Does not matter,0.05765,118,211,0.02612,0.08917
2005,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.03073,60,211,0.00739,0.05408
2005,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02411,69,251,0.00510,0.04313
2005,3rd Quintile,Urban regions,Does not matter,0.02307,81,251,0.00446,0.04167
2005,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02971,101,251,0.00866,0.05075
2005,3rd Quintile,Rural regions,In my current field/ field I was trained in,0.02275,36,134,-0.00259,0.04809
2005,3rd Quintile,Rural regions,Does not matter,0.02922,50,134,0.00060,0.05784
2005,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02286,48,134,-0.00254,0.04826
2005,4th Quintile,Urban regions,In my current field/ field I was trained in,0.01448,50,200,-0.00212,0.03107
2005,4th Quintile,Urban regions,Does not matter,0.01627,60,200,-0.00131,0.03385
2005,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02227,90,200,0.00177,0.04277
2005,4th Quintile,Rural regions,Does not matter,0.02097,35,75,-0.01168,0.05362
2005,4th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01928,40,75,-0.01205,0.05061
2005,5th Quintile,Urban regions,In my current field/ field I was trained in,0.01081,70,271,-0.00152,0.02315
2005,5th Quintile,Urban regions,Does not matter,0.01055,57,271,-0.00164,0.02274
2005,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02166,144,271,0.00430,0.03903
2005,5th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01381,46,46,-0.02029,0.04791
2007,1st Quintile,Urban regions,In my current field/ field I was trained in,0.03678,90,553,0.02108,0.05248
2007,1st Quintile,Urban regions,Do something new,0.02831,67,553,0.01447,0.04215
2007,1st Quintile,Urban regions,Does not matter,0.07670,197,553,0.05450,0.09890
2007,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.08003,199,553,0.05740,0.10267
2007,1st Quintile,Rural regions,In my current field/ field I was trained in,0.04012,52,324,0.01872,0.06152
2007,1st Quintile,Rural regions,Does not matter,0.12411,200,324,0.08815,0.16006
2007,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.05621,72,324,0.03109,0.08132
2007,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.02312,67,296,0.00597,0.04027
2007,2nd Quintile,Urban regions,Do something new,0.01358,36,296,0.00037,0.02678
2007,2nd Quintile,Urban regions,Does not matter,0.03288,94,296,0.01253,0.05323
2007,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.03687,99,296,0.01537,0.05837
2007,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.01209,33,178,-0.00401,0.02819
2007,2nd Quintile,Rural regions,Does not matter,0.05537,95,178,0.02168,0.08907
2007,2nd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.03021,50,178,0.00499,0.05542
2007,3rd Quintile,Urban regions,In my current field/ field I was trained in,0.02280,71,226,0.00330,0.04231
2007,3rd Quintile,Urban regions,Does not matter,0.02594,64,226,0.00517,0.04671
2007,3rd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02582,91,226,0.00510,0.04654
2007,3rd Quintile,Rural regions,Does not matter,0.02693,52,105,-0.00418,0.05804
2007,3rd Quintile,Rural regions,Does not apply/do not (yet) have a job,0.02461,53,105,-0.00517,0.05439
2007,4th Quintile,Urban regions,In my current field/ field I was trained in,0.02017,74,234,0.00212,0.03822
2007,4th Quintile,Urban regions,Does not matter,0.01829,66,234,0.00108,0.03549
2007,4th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.01673,94,234,0.00026,0.03319
2007,4th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01855,57,57,-0.01679,0.05389
2007,5th Quintile,Urban regions,In my current field/ field I was trained in,0.00991,60,292,-0.00147,0.02130
2007,5th Quintile,Urban regions,Do something new,0.00775,35,292,-0.00233,0.01783
2007,5th Quintile,Urban regions,Does not matter,0.01135,56,292,-0.00082,0.02352
2007,5th Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02210,141,292,0.00521,0.03899
2007,5th Quintile,Rural regions,Does not apply/do not (yet) have a job,0.01664,41,41,-0.02300,0.05628
2009,1st Quintile,Urban regions,In my current field/ field I was trained in,0.03460,81,463,0.01793,0.05127
2009,1st Quintile,Urban regions,Do something new,0.01964,45,463,0.00698,0.03229
2009,1st Quintile,Urban regions,Does not matter,0.08017,174,463,0.05541,0.10494
2009,1st Quintile,Urban regions,Does not apply/do not (yet) have a job,0.07580,163,463,0.05167,0.09994
2009,1st Quintile,Rural regions,In my current field/ field I was trained in,0.02655,32,251,0.00662,0.04648
2009,1st Quintile,Rural regions,Does not matter,0.10460,155,251,0.06666,0.14253
2009,1st Quintile,Rural regions,Does not apply/do not (yet) have a job,0.05448,64,251,0.02635,0.08262
2009,2nd Quintile,Urban regions,In my current field/ field I was trained in,0.02544,59,208,0.00399,0.04689
2009,2nd Quintile,Urban regions,Does not matter,0.02629,73,208,0.00449,0.04809
2009,2nd Quintile,Urban regions,Does not apply/do not (yet) have a job,0.02984,76,208,0.00666,0.05302
2009,2nd Quintile,Rural regions,In my current field/ field I was trained in,0.03029,40,136,0.00138,0.05921
