year,bula_h,migback,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,North Rhine-Westphalia,Direct migration background,Does not matter,0.30546,36,36,0.15286,0.45805
1998,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.51129,35,35,0.34327,0.67932
1998,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.36090,51,123,0.27568,0.44613
1998,Baden-Wuerttemberg,No migration background,Does not matter,0.24814,33,123,0.17150,0.32479
1998,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.28509,39,123,0.20498,0.36520
1998,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.43992,49,49,0.29950,0.58035
1998,Bavaria,No migration background,In my current field/ field I was trained in,0.27528,68,206,0.21413,0.33642
1998,Bavaria,No migration background,Do something new,0.17595,31,206,0.12382,0.22807
1998,Bavaria,No migration background,Does not matter,0.21371,46,206,0.15760,0.26983
1998,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.33506,61,206,0.27045,0.39968
1998,Brandenburg,No migration background,Does not matter,0.37800,42,42,0.22957,0.52642
1998,Saxony,No migration background,In my current field/ field I was trained in,0.29062,55,181,0.22429,0.35696
1998,Saxony,No migration background,Does not matter,0.48757,93,181,0.41455,0.56060
1998,Saxony,No migration background,Does not apply/do not (yet) have a job,0.12595,33,181,0.07748,0.17443
1998,Saxony-Anhalt,No migration background,In my current field/ field I was trained in,0.33213,34,76,0.22554,0.43872
1998,Saxony-Anhalt,No migration background,Does not matter,0.39762,42,76,0.28685,0.50838
1998,Thuringa,No migration background,In my current field/ field I was trained in,0.38182,40,93,0.28254,0.48110
1998,Thuringa,No migration background,Does not matter,0.31503,53,93,0.22011,0.40996
1999,Lower Saxony,No migration background,Does not matter,0.39382,36,67,0.27595,0.51170
1999,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.30414,31,67,0.19315,0.41513
1999,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.26113,59,236,0.20497,0.31730
1999,North Rhine-Westphalia,No migration background,Do something new,0.14494,37,236,0.09993,0.18995
1999,North Rhine-Westphalia,No migration background,Does not matter,0.23103,57,236,0.17714,0.28492
1999,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.36289,83,236,0.30142,0.42437
1999,North Rhine-Westphalia,Direct migration background,Does not matter,0.32196,31,31,0.15477,0.48916
1999,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.36940,44,44,0.22514,0.51366
1999,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.32531,31,31,0.15766,0.49295
1999,Bavaria,No migration background,In my current field/ field I was trained in,0.30902,53,137,0.23136,0.38669
1999,Bavaria,No migration background,Does not matter,0.23504,46,137,0.16378,0.30631
1999,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.29628,38,137,0.21954,0.37302
1999,Brandenburg,No migration background,Does not matter,0.31585,31,31,0.14951,0.48220
1999,Saxony,No migration background,In my current field/ field I was trained in,0.24805,51,172,0.18332,0.31279
1999,Saxony,No migration background,Does not matter,0.43109,82,172,0.35687,0.50532
1999,Saxony,No migration background,Does not apply/do not (yet) have a job,0.16206,39,172,0.10683,0.21730
1999,Saxony-Anhalt,No migration background,Does not matter,0.49088,45,45,0.34317,0.63860
1999,Thuringa,No migration background,Does not matter,0.49303,52,52,0.35582,0.63024
2000,Lower Saxony,No migration background,In my current field/ field I was trained in,0.30916,58,183,0.24201,0.37630
2000,Lower Saxony,No migration background,Do something new,0.19383,32,183,0.13640,0.25126
2000,Lower Saxony,No migration background,Does not matter,0.23789,41,183,0.17603,0.29976
2000,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.25912,52,183,0.19546,0.32278
2000,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.30683,130,438,0.26359,0.35007
2000,North Rhine-Westphalia,No migration background,Do something new,0.12598,59,438,0.09486,0.15709
2000,North Rhine-Westphalia,No migration background,Does not matter,0.23802,106,438,0.19809,0.27795
2000,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.32917,143,438,0.28511,0.37323
2000,North Rhine-Westphalia,Direct migration background,In my current field/ field I was trained in,0.23510,40,143,0.16535,0.30484
2000,North Rhine-Westphalia,Direct migration background,Does not matter,0.29908,49,143,0.22377,0.37438
2000,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.35949,54,143,0.28057,0.43842
2000,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.63045,43,43,0.48447,0.77643
2000,Hesse,No migration background,In my current field/ field I was trained in,0.35551,51,128,0.27226,0.43876
2000,Hesse,No migration background,Does not matter,0.23014,34,128,0.15693,0.30334
2000,Hesse,No migration background,Does not apply/do not (yet) have a job,0.29117,43,128,0.21215,0.37018
2000,"Rhineland-Palatinate, Saarland",No migration background,In my current field/ field I was trained in,0.30407,43,114,0.21925,0.38888
2000,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.21305,31,114,0.13756,0.28855
2000,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.32092,40,114,0.23485,0.40700
2000,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.34173,83,199,0.27567,0.40780
2000,Baden-Wuerttemberg,No migration background,Does not matter,0.23572,52,199,0.17659,0.29484
2000,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.28179,64,199,0.21913,0.34445
2000,Baden-Wuerttemberg,Direct migration background,Does not matter,0.23148,31,80,0.13847,0.32449
2000,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.42749,49,80,0.31839,0.53658
2000,Baden-Wuerttemberg,Indirect migration background,Does not apply/do not (yet) have a job,0.48396,38,38,0.32293,0.64499
2000,Bavaria,No migration background,In my current field/ field I was trained in,0.31693,107,310,0.26505,0.36880
2000,Bavaria,No migration background,Do something new,0.20016,57,310,0.15555,0.24477
2000,Bavaria,No migration background,Does not matter,0.19322,69,310,0.14920,0.23725
2000,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.28969,77,310,0.23911,0.34027
2000,Berlin,No migration background,In my current field/ field I was trained in,0.29345,34,75,0.18970,0.39719
2000,Berlin,No migration background,Does not apply/do not (yet) have a job,0.35062,41,75,0.24190,0.45934
2000,Brandenburg,No migration background,In my current field/ field I was trained in,0.28900,40,141,0.21391,0.36409
2000,Brandenburg,No migration background,Does not matter,0.33763,62,141,0.25930,0.41597
2000,Brandenburg,No migration background,Does not apply/do not (yet) have a job,0.25256,39,141,0.18059,0.32453
2000,Saxony,No migration background,In my current field/ field I was trained in,0.27486,82,309,0.22500,0.32472
2000,Saxony,No migration background,Do something new,0.18880,51,309,0.14509,0.23251
2000,Saxony,No migration background,Does not matter,0.34123,111,309,0.28828,0.39418
2000,Saxony,No migration background,Does not apply/do not (yet) have a job,0.19511,65,309,0.15085,0.23937
2000,Saxony-Anhalt,No migration background,In my current field/ field I was trained in,0.23365,39,141,0.16356,0.30375
2000,Saxony-Anhalt,No migration background,Does not matter,0.43001,61,141,0.34800,0.51202
2000,Saxony-Anhalt,No migration background,Does not apply/do not (yet) have a job,0.19029,41,141,0.12527,0.25531
2000,Thuringa,No migration background,In my current field/ field I was trained in,0.18473,34,147,0.12178,0.24768
2000,Thuringa,No migration background,Does not matter,0.48693,76,147,0.40586,0.56801
2000,Thuringa,No migration background,Does not apply/do not (yet) have a job,0.17523,37,147,0.11356,0.23689
2001,Lower Saxony,No migration background,In my current field/ field I was trained in,0.35351,57,182,0.28386,0.42316
2001,Lower Saxony,No migration background,Do something new,0.20249,34,182,0.14395,0.26104
2001,Lower Saxony,No migration background,Does not matter,0.19403,40,182,0.13642,0.25164
2001,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.24997,51,182,0.18689,0.31305
2001,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.30474,120,393,0.25917,0.35031
2001,North Rhine-Westphalia,No migration background,Do something new,0.13634,54,393,0.10237,0.17031
2001,North Rhine-Westphalia,No migration background,Does not matter,0.23161,84,393,0.18985,0.27337
2001,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.32731,135,393,0.28086,0.37376
2001,North Rhine-Westphalia,Direct migration background,In my current field/ field I was trained in,0.27624,36,73,0.17296,0.37953
2001,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.36619,37,73,0.25490,0.47747
2001,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.63045,42,42,0.48270,0.77820
2001,Hesse,No migration background,In my current field/ field I was trained in,0.41023,48,89,0.30746,0.51301
2001,Hesse,No migration background,Does not apply/do not (yet) have a job,0.24062,41,89,0.15131,0.32993
2001,"Rhineland-Palatinate, Saarland",No migration background,In my current field/ field I was trained in,0.31198,40,119,0.22839,0.39557
2001,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.29289,36,119,0.21078,0.37500
2001,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.30571,43,119,0.22259,0.38884
2001,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.32137,58,168,0.25054,0.39221
2001,Baden-Wuerttemberg,No migration background,Does not matter,0.19679,38,168,0.13649,0.25708
2001,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.35861,72,168,0.28587,0.43135
2001,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.34521,33,33,0.18048,0.50994
2001,Baden-Wuerttemberg,Indirect migration background,Does not apply/do not (yet) have a job,0.58200,33,33,0.41110,0.75289
2001,Bavaria,No migration background,In my current field/ field I was trained in,0.36527,93,256,0.30617,0.42438
2001,Bavaria,No migration background,Do something new,0.13619,40,256,0.09409,0.17829
2001,Bavaria,No migration background,Does not matter,0.15319,45,256,0.10898,0.19740
2001,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.34535,78,256,0.28699,0.40371
2001,Berlin,No migration background,Does not apply/do not (yet) have a job,0.34674,38,38,0.19338,0.50010
2001,Brandenburg,No migration background,Does not matter,0.38422,57,90,0.28316,0.48527
2001,Brandenburg,No migration background,Does not apply/do not (yet) have a job,0.20010,33,90,0.11698,0.28322
2001,Saxony,No migration background,In my current field/ field I was trained in,0.25006,65,267,0.19802,0.30210
2001,Saxony,No migration background,Do something new,0.14644,37,267,0.10395,0.18893
2001,Saxony,No migration background,Does not matter,0.41341,108,267,0.35423,0.47259
2001,Saxony,No migration background,Does not apply/do not (yet) have a job,0.19009,57,267,0.14294,0.23724
2001,Saxony-Anhalt,No migration background,In my current field/ field I was trained in,0.23999,37,144,0.16999,0.30999
2001,Saxony-Anhalt,No migration background,Does not matter,0.39562,57,144,0.31548,0.47577
2001,Saxony-Anhalt,No migration background,Does not apply/do not (yet) have a job,0.20494,50,144,0.13878,0.27110
2001,Thuringa,No migration background,In my current field/ field I was trained in,0.14017,35,153,0.08498,0.19536
2001,Thuringa,No migration background,Does not matter,0.43752,75,153,0.35865,0.51638
2001,Thuringa,No migration background,Does not apply/do not (yet) have a job,0.20597,43,153,0.14168,0.27026
2003,Lower Saxony,No migration background,In my current field/ field I was trained in,0.24588,42,200,0.18605,0.30571
2003,Lower Saxony,No migration background,Do something new,0.16062,31,200,0.10960,0.21163
2003,Lower Saxony,No migration background,Does not matter,0.31065,52,200,0.24636,0.37495
2003,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.28285,75,200,0.22027,0.34542
2003,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.24788,110,411,0.20608,0.28968
2003,North Rhine-Westphalia,No migration background,Do something new,0.14159,49,411,0.10785,0.17534
2003,North Rhine-Westphalia,No migration background,Does not matter,0.29509,105,411,0.25095,0.33924
2003,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.31543,147,411,0.27045,0.36041
2003,North Rhine-Westphalia,Direct migration background,Does not matter,0.37357,42,75,0.26335,0.48379
2003,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.30681,33,75,0.20173,0.41188
2003,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.44584,35,35,0.27876,0.61292
2003,Hesse,No migration background,In my current field/ field I was trained in,0.29246,32,114,0.20859,0.37633
2003,Hesse,No migration background,Does not matter,0.31434,37,114,0.22874,0.39994
2003,Hesse,No migration background,Does not apply/do not (yet) have a job,0.28999,45,114,0.20632,0.37365
2003,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.29132,35,89,0.19638,0.38625
2003,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.38297,54,89,0.28141,0.48454
2003,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.26829,44,186,0.20444,0.33214
2003,Baden-Wuerttemberg,No migration background,Does not matter,0.23038,43,186,0.16970,0.29106
2003,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.39327,99,186,0.32288,0.46366
2003,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.42257,32,32,0.24868,0.59646
2003,Bavaria,No migration background,In my current field/ field I was trained in,0.30344,84,254,0.24679,0.36009
2003,Bavaria,No migration background,Does not matter,0.33772,78,254,0.27944,0.39600
2003,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.26028,92,254,0.20621,0.31434
2003,Berlin,No migration background,In my current field/ field I was trained in,0.32651,41,83,0.22501,0.42801
2003,Berlin,No migration background,Does not apply/do not (yet) have a job,0.33072,42,83,0.22889,0.43255
2003,Brandenburg,No migration background,Does not matter,0.36871,52,90,0.26848,0.46894
2003,Brandenburg,No migration background,Does not apply/do not (yet) have a job,0.23382,38,90,0.14588,0.32176
2003,Mecklenburg-Western Pomerania,No migration background,Does not matter,0.49647,44,44,0.34702,0.64591
2003,Saxony,No migration background,In my current field/ field I was trained in,0.21550,59,278,0.16708,0.26392
2003,Saxony,No migration background,Do something new,0.15595,37,278,0.11323,0.19868
2003,Saxony,No migration background,Does not matter,0.39582,112,278,0.33823,0.45341
2003,Saxony,No migration background,Does not apply/do not (yet) have a job,0.23272,70,278,0.18296,0.28249
2003,Saxony-Anhalt,No migration background,Does not matter,0.50267,79,130,0.41639,0.58895
2003,Saxony-Anhalt,No migration background,Does not apply/do not (yet) have a job,0.22882,51,130,0.15633,0.30131
2003,Thuringa,No migration background,Does not matter,0.58906,78,120,0.50066,0.67746
2003,Thuringa,No migration background,Does not apply/do not (yet) have a job,0.16515,42,120,0.09843,0.23186
2005,Lower Saxony,No migration background,In my current field/ field I was trained in,0.32371,40,134,0.24419,0.40323
2005,Lower Saxony,No migration background,Does not matter,0.24956,46,134,0.17601,0.32311
2005,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.34354,48,134,0.26283,0.42425
2005,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.22596,72,347,0.18189,0.27003
2005,North Rhine-Westphalia,No migration background,Do something new,0.08742,31,347,0.05766,0.11718
2005,North Rhine-Westphalia,No migration background,Does not matter,0.36997,110,347,0.31909,0.42084
2005,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.31666,134,347,0.26764,0.36567
2005,North Rhine-Westphalia,Direct migration background,Does not matter,0.54556,44,44,0.39674,0.69439
2005,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.57208,38,38,0.41265,0.73151
2005,Hesse,No migration background,Does not apply/do not (yet) have a job,0.41054,45,45,0.26519,0.55590
2005,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.43872,36,67,0.31900,0.55844
2005,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.32150,31,67,0.20882,0.43418
2005,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.23402,32,135,0.16233,0.30570
2005,Baden-Wuerttemberg,No migration background,Does not matter,0.27998,38,135,0.20395,0.35600
2005,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.40853,65,135,0.32530,0.49177
2005,Baden-Wuerttemberg,Indirect migration background,Does not apply/do not (yet) have a job,0.53528,32,32,0.35971,0.71086
2005,Bavaria,No migration background,In my current field/ field I was trained in,0.20485,52,181,0.14589,0.26381
2005,Bavaria,No migration background,Does not matter,0.36897,61,181,0.29848,0.43946
2005,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.26088,68,181,0.19673,0.32503
2005,Berlin,No migration background,Does not apply/do not (yet) have a job,0.33390,39,39,0.18395,0.48385
2005,Brandenburg,No migration background,Does not matter,0.53522,73,73,0.42001,0.65043
2005,Mecklenburg-Western Pomerania,No migration background,Does not matter,0.54980,41,41,0.39562,0.70398
2005,Saxony,No migration background,In my current field/ field I was trained in,0.17940,47,216,0.12811,0.23069
2005,Saxony,No migration background,Does not matter,0.49040,105,216,0.42357,0.55722
2005,Saxony,No migration background,Does not apply/do not (yet) have a job,0.22221,64,216,0.16664,0.27778
2005,Saxony-Anhalt,No migration background,Does not matter,0.57256,67,118,0.48292,0.66221
2005,Saxony-Anhalt,No migration background,Does not apply/do not (yet) have a job,0.27265,51,118,0.19196,0.35335
2005,Thuringa,No migration background,Does not matter,0.55880,84,121,0.46996,0.64764
2005,Thuringa,No migration background,Does not apply/do not (yet) have a job,0.15073,37,121,0.08671,0.21474
2007,Lower Saxony,No migration background,Does not matter,0.43443,58,111,0.34179,0.52706
2007,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.34691,53,111,0.25796,0.43586
2007,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.23472,85,367,0.19129,0.27814
2007,North Rhine-Westphalia,No migration background,Do something new,0.13929,35,367,0.10382,0.17477
2007,North Rhine-Westphalia,No migration background,Does not matter,0.33680,123,367,0.28838,0.38522
2007,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.28919,124,367,0.24274,0.33564
2007,North Rhine-Westphalia,Direct migration background,Does not matter,0.31843,33,64,0.20339,0.43347
2007,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.38083,31,64,0.26092,0.50074
2007,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.54302,36,36,0.37798,0.70805
2007,Hesse,No migration background,Does not apply/do not (yet) have a job,0.33186,43,43,0.18945,0.47427
2007,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.39763,39,76,0.28687,0.50840
2007,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.37751,37,76,0.26780,0.48722
2007,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.26187,42,169,0.19539,0.32836
2007,Baden-Wuerttemberg,No migration background,Does not matter,0.25086,42,169,0.18531,0.31642
2007,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.40518,85,169,0.33095,0.47942
2007,Bavaria,No migration background,In my current field/ field I was trained in,0.21624,61,218,0.16146,0.27101
2007,Bavaria,No migration background,Does not matter,0.35581,71,218,0.29211,0.41951
2007,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.32285,86,218,0.26064,0.38506
2007,Brandenburg,No migration background,Does not matter,0.51873,63,96,0.41825,0.61920
2007,Brandenburg,No migration background,Does not apply/do not (yet) have a job,0.25083,33,96,0.16366,0.33800
2007,Mecklenburg-Western Pomerania,No migration background,Does not matter,0.53031,38,38,0.36949,0.69112
2007,Saxony,No migration background,In my current field/ field I was trained in,0.16499,42,169,0.10887,0.22112
2007,Saxony,No migration background,Does not matter,0.48867,80,169,0.41308,0.56426
2007,Saxony,No migration background,Does not apply/do not (yet) have a job,0.21046,47,169,0.14882,0.27210
2007,Saxony-Anhalt,No migration background,Does not matter,0.47653,58,100,0.37814,0.57491
2007,Saxony-Anhalt,No migration background,Does not apply/do not (yet) have a job,0.26102,42,100,0.17451,0.34754
2007,Thuringa,No migration background,Does not matter,0.55659,69,104,0.46065,0.65254
2007,Thuringa,No migration background,Does not apply/do not (yet) have a job,0.21141,35,104,0.13255,0.29026
2009,Lower Saxony,No migration background,In my current field/ field I was trained in,0.25404,36,114,0.17377,0.33430
2009,Lower Saxony,No migration background,Does not matter,0.27468,36,114,0.19238,0.35698
2009,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.34508,42,114,0.25742,0.43273
2009,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.21909,72,259,0.16862,0.26957
2009,North Rhine-Westphalia,No migration background,Does not matter,0.26997,77,259,0.21580,0.32415
2009,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.39226,110,259,0.33268,0.45184
2009,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.70552,42,42,0.56600,0.84505
2009,Hesse,No migration background,Does not matter,0.34898,31,67,0.23399,0.46398
