year,age_gr,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,No School Attended,0.00639,82,3433,0.00372,0.00905
1985,46-65 y.,Secondary School Degree,0.72286,1948,3276,0.70753,0.73819
1985,46-65 y.,Intermediate School Degree,0.14160,382,3276,0.12966,0.15354
1985,46-65 y.,Technical School Degree,0.02534,69,3276,0.01996,0.03072
1985,46-65 y.,Upper Secondary Degree,0.06490,180,3276,0.05646,0.07333
1985,46-65 y.,Other Degree,0.02224,329,3276,0.01719,0.02729
1985,46-65 y.,"Dropout, No School Degree",0.01833,286,3276,0.01373,0.02292
1985,46-65 y.,No School Attended,0.00473,82,3276,0.00238,0.00708
1985,66 and older,Secondary School Degree,0.75148,826,1058,0.72542,0.77753
1985,66 and older,Intermediate School Degree,0.15823,169,1058,0.13623,0.18024
1985,66 and older,Upper Secondary Degree,0.05573,63,1058,0.04190,0.06956
1986,17-29 y.,Secondary School Degree,0.37835,1188,2969,0.36090,0.39580
1986,17-29 y.,Intermediate School Degree,0.31134,776,2969,0.29468,0.32800
1986,17-29 y.,Technical School Degree,0.04593,114,2969,0.03840,0.05347
1986,17-29 y.,Upper Secondary Degree,0.14936,364,2969,0.13653,0.16218
1986,17-29 y.,Other Degree,0.02687,195,2969,0.02106,0.03269
1986,17-29 y.,"Dropout, No School Degree",0.02653,136,2969,0.02075,0.03232
1986,17-29 y.,No School Degree Yet,0.06099,196,2969,0.05238,0.06960
1986,30-45 y.,Secondary School Degree,0.54215,1362,3230,0.52496,0.55933
1986,30-45 y.,Intermediate School Degree,0.20373,516,3230,0.18983,0.21762
1986,30-45 y.,Technical School Degree,0.03953,97,3230,0.03281,0.04626
1986,30-45 y.,Upper Secondary Degree,0.13294,343,3230,0.12123,0.14465
1986,30-45 y.,Other Degree,0.05276,602,3230,0.04505,0.06047
1986,30-45 y.,"Dropout, No School Degree",0.02327,244,3230,0.01807,0.02847
1986,30-45 y.,No School Attended,0.00563,66,3230,0.00305,0.00821
1986,46-65 y.,Secondary School Degree,0.71320,1867,3199,0.69753,0.72888
1986,46-65 y.,Intermediate School Degree,0.14886,380,3199,0.13653,0.16120
1986,46-65 y.,Technical School Degree,0.02423,67,3199,0.01890,0.02956
1986,46-65 y.,Upper Secondary Degree,0.06540,177,3199,0.05683,0.07396
1986,46-65 y.,Other Degree,0.02517,356,3199,0.01974,0.03060
1986,46-65 y.,"Dropout, No School Degree",0.01803,268,3199,0.01342,0.02264
1986,46-65 y.,No School Attended,0.00511,84,3199,0.00264,0.00758
1986,66 and older,Secondary School Degree,0.73600,752,979,0.70838,0.76363
1986,66 and older,Intermediate School Degree,0.16722,165,979,0.14383,0.19060
1986,66 and older,Upper Secondary Degree,0.05795,62,979,0.04330,0.07259
1987,17-29 y.,Secondary School Degree,0.37849,1186,2905,0.36085,0.39613
1987,17-29 y.,Intermediate School Degree,0.31225,771,2905,0.29540,0.32911
1987,17-29 y.,Technical School Degree,0.04446,104,2905,0.03696,0.05196
1987,17-29 y.,Upper Secondary Degree,0.15647,351,2905,0.14326,0.16968
1987,17-29 y.,Other Degree,0.02876,190,2905,0.02268,0.03484
1987,17-29 y.,"Dropout, No School Degree",0.02103,106,2905,0.01581,0.02625
1987,17-29 y.,No School Degree Yet,0.05801,197,2905,0.04951,0.06651
1987,30-45 y.,Secondary School Degree,0.52861,1307,3129,0.51112,0.54610
1987,30-45 y.,Intermediate School Degree,0.21028,517,3129,0.19600,0.22456
1987,30-45 y.,Technical School Degree,0.04058,95,3129,0.03367,0.04750
1987,30-45 y.,Upper Secondary Degree,0.13456,340,3129,0.12260,0.14652
1987,30-45 y.,Other Degree,0.05425,564,3129,0.04631,0.06219
1987,30-45 y.,"Dropout, No School Degree",0.02585,244,3129,0.02029,0.03142
1987,30-45 y.,No School Attended,0.00587,62,3129,0.00319,0.00855
1987,46-65 y.,Secondary School Degree,0.70962,1827,3179,0.69383,0.72540
1987,46-65 y.,Intermediate School Degree,0.14428,370,3179,0.13206,0.15649
1987,46-65 y.,Technical School Degree,0.02554,68,3179,0.02006,0.03103
1987,46-65 y.,Upper Secondary Degree,0.06637,176,3179,0.05771,0.07502
1987,46-65 y.,Other Degree,0.02872,380,3179,0.02291,0.03453
1987,46-65 y.,"Dropout, No School Degree",0.01945,272,3179,0.01465,0.02425
1987,46-65 y.,No School Attended,0.00603,86,3179,0.00334,0.00872
1987,66 and older,Secondary School Degree,0.73672,780,1016,0.70962,0.76381
1987,66 and older,Intermediate School Degree,0.16609,168,1016,0.14320,0.18899
1987,66 and older,Upper Secondary Degree,0.06289,68,1016,0.04796,0.07783
1988,17-29 y.,Secondary School Degree,0.38236,1147,2741,0.36416,0.40055
1988,17-29 y.,Intermediate School Degree,0.30961,735,2741,0.29230,0.32693
1988,17-29 y.,Technical School Degree,0.04059,91,2741,0.03320,0.04798
1988,17-29 y.,Upper Secondary Degree,0.16060,330,2741,0.14685,0.17435
1988,17-29 y.,Other Degree,0.02665,173,2741,0.02062,0.03269
1988,17-29 y.,"Dropout, No School Degree",0.01902,98,2741,0.01391,0.02414
1988,17-29 y.,No School Degree Yet,0.06059,167,2741,0.05166,0.06953
1988,30-45 y.,Secondary School Degree,0.52330,1225,2914,0.50516,0.54144
1988,30-45 y.,Intermediate School Degree,0.21575,502,2914,0.20081,0.23069
1988,30-45 y.,Technical School Degree,0.04310,98,2914,0.03573,0.05048
1988,30-45 y.,Upper Secondary Degree,0.14146,331,2914,0.12881,0.15412
1988,30-45 y.,Other Degree,0.04612,495,2914,0.03850,0.05374
1988,30-45 y.,"Dropout, No School Degree",0.02551,213,2914,0.01978,0.03123
1988,30-45 y.,No School Attended,0.00476,50,2914,0.00226,0.00726
1988,46-65 y.,Secondary School Degree,0.70741,1749,3081,0.69134,0.72348
1988,46-65 y.,Intermediate School Degree,0.14493,359,3081,0.13250,0.15736
1988,46-65 y.,Technical School Degree,0.02677,65,3081,0.02107,0.03247
1988,46-65 y.,Upper Secondary Degree,0.06874,176,3081,0.05980,0.07767
1988,46-65 y.,Other Degree,0.02887,388,3081,0.02295,0.03478
1988,46-65 y.,"Dropout, No School Degree",0.01737,256,3081,0.01275,0.02198
1988,46-65 y.,No School Attended,0.00592,88,3081,0.00321,0.00863
1988,66 and older,Secondary School Degree,0.73319,751,983,0.70553,0.76086
1988,66 and older,Intermediate School Degree,0.17161,168,983,0.14803,0.19520
1988,66 and older,Upper Secondary Degree,0.06100,64,983,0.04603,0.07597
1989,17-29 y.,Secondary School Degree,0.37230,1112,2698,0.35405,0.39054
1989,17-29 y.,Intermediate School Degree,0.30016,710,2698,0.28286,0.31746
1989,17-29 y.,Technical School Degree,0.04123,89,2698,0.03373,0.04874
1989,17-29 y.,Upper Secondary Degree,0.16909,354,2698,0.15495,0.18324
1989,17-29 y.,Other Degree,0.02576,157,2698,0.01978,0.03174
1989,17-29 y.,"Dropout, No School Degree",0.01922,98,2698,0.01404,0.02441
1989,17-29 y.,No School Degree Yet,0.07166,178,2698,0.06192,0.08139
1989,30-45 y.,Secondary School Degree,0.51533,1178,2802,0.49682,0.53383
1989,30-45 y.,Intermediate School Degree,0.21138,489,2802,0.19626,0.22650
1989,30-45 y.,Technical School Degree,0.04654,103,2802,0.03874,0.05434
1989,30-45 y.,Upper Secondary Degree,0.14677,326,2802,0.13366,0.15987
1989,30-45 y.,Other Degree,0.04891,462,2802,0.04093,0.05690
1989,30-45 y.,"Dropout, No School Degree",0.02637,198,2802,0.02043,0.03230
1989,30-45 y.,No School Attended,0.00471,46,2802,0.00218,0.00725
1989,46-65 y.,Secondary School Degree,0.69209,1632,2953,0.67544,0.70875
1989,46-65 y.,Intermediate School Degree,0.14907,345,2953,0.13622,0.16192
1989,46-65 y.,Technical School Degree,0.02788,66,2953,0.02194,0.03382
1989,46-65 y.,Upper Secondary Degree,0.07192,175,2953,0.06260,0.08124
1989,46-65 y.,Other Degree,0.03383,399,2953,0.02731,0.04035
1989,46-65 y.,"Dropout, No School Degree",0.01872,250,2953,0.01383,0.02361
1989,46-65 y.,No School Attended,0.00649,86,2953,0.00360,0.00939
1989,66 and older,Secondary School Degree,0.72823,730,965,0.70015,0.75632
1989,66 and older,Intermediate School Degree,0.17528,166,965,0.15128,0.19928
1989,66 and older,Upper Secondary Degree,0.06620,69,965,0.05050,0.08189
1990,17-29 y.,Secondary School Degree,0.31229,1175,3721,0.29740,0.32718
1990,17-29 y.,Intermediate School Degree,0.39503,1529,3721,0.37932,0.41074
1990,17-29 y.,Technical School Degree,0.03363,94,3721,0.02783,0.03942
1990,17-29 y.,Upper Secondary Degree,0.15998,476,3721,0.14820,0.17176
1990,17-29 y.,Other Degree,0.02438,157,3721,0.01942,0.02933
1990,17-29 y.,"Dropout, No School Degree",0.01737,91,3721,0.01317,0.02157
1990,17-29 y.,No School Degree Yet,0.05685,199,3721,0.04941,0.06429
1990,30-45 y.,Secondary School Degree,0.44032,1447,4251,0.42539,0.45524
1990,30-45 y.,Intermediate School Degree,0.29484,1406,4251,0.28113,0.30855
1990,30-45 y.,Technical School Degree,0.03957,107,4251,0.03371,0.04543
1990,30-45 y.,Upper Secondary Degree,0.15906,606,4251,0.14806,0.17006
1990,30-45 y.,Other Degree,0.04216,460,4251,0.03612,0.04820
1990,30-45 y.,"Dropout, No School Degree",0.02014,183,4251,0.01591,0.02436
1990,30-45 y.,No School Attended,0.00391,42,4251,0.00204,0.00579
1990,46-65 y.,Secondary School Degree,0.68788,2546,4228,0.67391,0.70184
1990,46-65 y.,Intermediate School Degree,0.15797,573,4228,0.14698,0.16896
1990,46-65 y.,Technical School Degree,0.02134,63,4228,0.01699,0.02570
1990,46-65 y.,Upper Secondary Degree,0.07592,286,4228,0.06793,0.08390
1990,46-65 y.,Other Degree,0.03336,423,4228,0.02795,0.03878
1990,46-65 y.,"Dropout, No School Degree",0.01777,253,4228,0.01379,0.02175
1990,46-65 y.,No School Attended,0.00576,84,4228,0.00348,0.00805
1990,66 and older,Secondary School Degree,0.74553,1091,1387,0.72260,0.76846
1990,66 and older,Intermediate School Degree,0.16257,215,1387,0.14315,0.18200
1990,66 and older,Upper Secondary Degree,0.05756,81,1387,0.04530,0.06982
1991,17-29 y.,Secondary School Degree,0.30357,1114,3527,0.28840,0.31875
1991,17-29 y.,Intermediate School Degree,0.40134,1420,3527,0.38516,0.41752
1991,17-29 y.,Technical School Degree,0.03664,105,3527,0.03044,0.04284
1991,17-29 y.,Upper Secondary Degree,0.15855,457,3527,0.14649,0.17060
1991,17-29 y.,Other Degree,0.02493,148,3527,0.01978,0.03007
1991,17-29 y.,"Dropout, No School Degree",0.02352,127,3527,0.01852,0.02852
1991,17-29 y.,No School Degree Yet,0.05081,156,3527,0.04356,0.05805
1991,30-45 y.,Secondary School Degree,0.42074,1442,4255,0.40591,0.43558
1991,30-45 y.,Intermediate School Degree,0.30460,1449,4255,0.29077,0.31843
1991,30-45 y.,Technical School Degree,0.04203,112,4255,0.03600,0.04806
1991,30-45 y.,Upper Secondary Degree,0.16485,609,4255,0.15370,0.17600
1991,30-45 y.,Other Degree,0.04162,421,4255,0.03561,0.04762
1991,30-45 y.,"Dropout, No School Degree",0.02230,184,4255,0.01786,0.02674
1991,30-45 y.,No School Attended,0.00386,38,4255,0.00200,0.00572
1991,46-65 y.,Secondary School Degree,0.66861,2391,4097,0.65420,0.68303
1991,46-65 y.,Intermediate School Degree,0.16431,583,4097,0.15296,0.17566
1991,46-65 y.,Technical School Degree,0.01993,58,4097,0.01565,0.02420
1991,46-65 y.,Upper Secondary Degree,0.08376,298,4097,0.07527,0.09224
1991,46-65 y.,Other Degree,0.03841,444,4097,0.03252,0.04429
1991,46-65 y.,"Dropout, No School Degree",0.01896,245,4097,0.01478,0.02314
1991,46-65 y.,No School Attended,0.00603,78,4097,0.00366,0.00840
1991,66 and older,Secondary School Degree,0.74808,1074,1366,0.72505,0.77111
1991,66 and older,Intermediate School Degree,0.16177,211,1366,0.14223,0.18130
1991,66 and older,Upper Secondary Degree,0.05852,81,1366,0.04607,0.07097
1992,17-29 y.,Secondary School Degree,0.29106,1061,3397,0.27578,0.30634
1992,17-29 y.,Intermediate School Degree,0.40207,1344,3397,0.38558,0.41856
1992,17-29 y.,Technical School Degree,0.03875,110,3397,0.03226,0.04524
1992,17-29 y.,Upper Secondary Degree,0.16292,437,3397,0.15050,0.17534
1992,17-29 y.,Other Degree,0.02670,147,3397,0.02128,0.03213
1992,17-29 y.,"Dropout, No School Degree",0.02208,111,3397,0.01714,0.02702
1992,17-29 y.,No School Degree Yet,0.05593,187,3397,0.04820,0.06366
1992,30-45 y.,Secondary School Degree,0.41402,1418,4205,0.39913,0.42891
1992,30-45 y.,Intermediate School Degree,0.30381,1449,4205,0.28990,0.31771
1992,30-45 y.,Technical School Degree,0.04333,115,4205,0.03718,0.04949
1992,30-45 y.,Upper Secondary Degree,0.17182,627,4205,0.16042,0.18323
1992,30-45 y.,Other Degree,0.04085,379,4205,0.03487,0.04683
1992,30-45 y.,"Dropout, No School Degree",0.02236,181,4205,0.01789,0.02683
1992,30-45 y.,No School Attended,0.00380,36,4205,0.00194,0.00566
1992,46-65 y.,Secondary School Degree,0.65585,2284,3992,0.64111,0.67059
1992,46-65 y.,Intermediate School Degree,0.16872,595,3992,0.15710,0.18033
1992,46-65 y.,Technical School Degree,0.02156,60,3992,0.01706,0.02607
1992,46-65 y.,Upper Secondary Degree,0.08262,290,3992,0.07408,0.09116
1992,46-65 y.,Other Degree,0.04437,455,3992,0.03798,0.05076
1992,46-65 y.,"Dropout, No School Degree",0.02043,233,3992,0.01604,0.02481
1992,46-65 y.,No School Attended,0.00645,75,3992,0.00397,0.00894
1992,66 and older,Secondary School Degree,0.74052,1074,1369,0.71729,0.76375
1992,66 and older,Intermediate School Degree,0.16975,216,1369,0.14986,0.18965
1992,66 and older,Upper Secondary Degree,0.05986,79,1369,0.04729,0.07243
1993,17-29 y.,Secondary School Degree,0.27939,990,3287,0.26405,0.29473
1993,17-29 y.,Intermediate School Degree,0.39842,1294,3287,0.38168,0.41516
1993,17-29 y.,Technical School Degree,0.04037,112,3287,0.03364,0.04710
1993,17-29 y.,Upper Secondary Degree,0.16772,450,3287,0.15495,0.18049
1993,17-29 y.,Other Degree,0.03029,152,3287,0.02443,0.03615
1993,17-29 y.,"Dropout, No School Degree",0.02505,108,3287,0.01971,0.03040
1993,17-29 y.,No School Degree Yet,0.05687,181,3287,0.04895,0.06479
1993,30-45 y.,Secondary School Degree,0.40166,1394,4142,0.38673,0.41659
1993,30-45 y.,Intermediate School Degree,0.31699,1465,4142,0.30282,0.33116
1993,30-45 y.,Technical School Degree,0.04380,118,4142,0.03756,0.05003
1993,30-45 y.,Upper Secondary Degree,0.17095,627,4142,0.15948,0.18241
1993,30-45 y.,Other Degree,0.03991,335,4142,0.03395,0.04587
1993,30-45 y.,"Dropout, No School Degree",0.02285,168,4142,0.01830,0.02740
1993,30-45 y.,No School Attended,0.00385,35,4142,0.00196,0.00573
1993,46-65 y.,Secondary School Degree,0.64619,2198,3910,0.63120,0.66118
1993,46-65 y.,Intermediate School Degree,0.16571,591,3910,0.15406,0.17737
1993,46-65 y.,Technical School Degree,0.02000,55,3910,0.01561,0.02439
1993,46-65 y.,Upper Secondary Degree,0.08973,303,3910,0.08078,0.09869
1993,46-65 y.,Other Degree,0.04811,456,3910,0.04140,0.05482
1993,46-65 y.,"Dropout, No School Degree",0.02332,236,3910,0.01859,0.02805
1993,46-65 y.,No School Attended,0.00694,71,3910,0.00434,0.00954
1993,66 and older,Secondary School Degree,0.73714,1088,1386,0.71396,0.76033
1993,66 and older,Intermediate School Degree,0.17427,220,1386,0.15429,0.19425
1993,66 and older,Upper Secondary Degree,0.05779,78,1386,0.04550,0.07008
1994,17-29 y.,Secondary School Degree,0.26599,896,3125,0.25049,0.28148
1994,17-29 y.,Intermediate School Degree,0.38400,1204,3125,0.36694,0.40105
1994,17-29 y.,Technical School Degree,0.04491,114,3125,0.03764,0.05217
1994,17-29 y.,Upper Secondary Degree,0.17780,464,3125,0.16439,0.19120
1994,17-29 y.,Other Degree,0.02822,130,3125,0.02242,0.03403
1994,17-29 y.,"Dropout, No School Degree",0.02111,87,3125,0.01607,0.02616
1994,17-29 y.,No School Degree Yet,0.07651,230,3125,0.06719,0.08583
1994,30-45 y.,Secondary School Degree,0.39216,1351,4077,0.37717,0.40715
1994,30-45 y.,Intermediate School Degree,0.31494,1467,4077,0.30068,0.32920
1994,30-45 y.,Technical School Degree,0.04495,129,4077,0.03859,0.05131
1994,30-45 y.,Upper Secondary Degree,0.18101,648,4077,0.16919,0.19283
1994,30-45 y.,Other Degree,0.04124,304,4077,0.03513,0.04734
1994,30-45 y.,"Dropout, No School Degree",0.02227,146,4077,0.01774,0.02680
1994,30-45 y.,No School Attended,0.00344,32,4077,0.00164,0.00524
1994,46-65 y.,Secondary School Degree,0.63484,2146,3848,0.61963,0.65006
1994,46-65 y.,Intermediate School Degree,0.17521,620,3848,0.16319,0.18722
1994,46-65 y.,Technical School Degree,0.02017,51,3848,0.01573,0.02461
1994,46-65 y.,Upper Secondary Degree,0.08936,301,3848,0.08035,0.09837
1994,46-65 y.,Other Degree,0.04860,433,3848,0.04180,0.05539
1994,46-65 y.,"Dropout, No School Degree",0.02447,230,3848,0.01958,0.02935
1994,46-65 y.,No School Attended,0.00736,67,3848,0.00466,0.01006
1994,66 and older,Secondary School Degree,0.73308,1098,1396,0.70987,0.75629
1994,66 and older,Intermediate School Degree,0.17255,218,1396,0.15272,0.19238
1994,66 and older,Upper Secondary Degree,0.05962,80,1396,0.04719,0.07204
1995,17-29 y.,Secondary School Degree,0.26104,852,3108,0.24559,0.27648
1995,17-29 y.,Intermediate School Degree,0.35358,1146,3108,0.33677,0.37039
1995,17-29 y.,Technical School Degree,0.04211,112,3108,0.03504,0.04917
1995,17-29 y.,Upper Secondary Degree,0.18920,488,3108,0.17543,0.20298
1995,17-29 y.,Other Degree,0.04620,169,3108,0.03882,0.05358
1995,17-29 y.,"Dropout, No School Degree",0.01513,62,3108,0.01084,0.01942
1995,17-29 y.,No School Degree Yet,0.09155,279,3108,0.08141,0.10170
1995,30-45 y.,Secondary School Degree,0.35430,1354,4334,0.34006,0.36855
1995,30-45 y.,Intermediate School Degree,0.32636,1574,4334,0.31240,0.34033
1995,30-45 y.,Technical School Degree,0.04770,149,4334,0.04135,0.05405
1995,30-45 y.,Upper Secondary Degree,0.18074,666,4334,0.16928,0.19219
1995,30-45 y.,Other Degree,0.06827,443,4334,0.06076,0.07578
1995,30-45 y.,"Dropout, No School Degree",0.02054,148,4334,0.01632,0.02476
1995,46-65 y.,Secondary School Degree,0.62584,2097,3917,0.61069,0.64100
1995,46-65 y.,Intermediate School Degree,0.17352,639,3917,0.16166,0.18539
1995,46-65 y.,Technical School Degree,0.02208,52,3917,0.01748,0.02668
1995,46-65 y.,Upper Secondary Degree,0.09191,324,3917,0.08286,0.10096
1995,46-65 y.,Other Degree,0.05701,501,3917,0.04975,0.06427
1995,46-65 y.,"Dropout, No School Degree",0.02345,241,3917,0.01871,0.02819
1995,46-65 y.,No School Attended,0.00586,63,3917,0.00347,0.00825
1995,66 and older,Secondary School Degree,0.72403,1091,1448,0.70100,0.74706
1995,66 and older,Intermediate School Degree,0.17211,223,1448,0.15266,0.19156
1995,66 and older,Upper Secondary Degree,0.06263,88,1448,0.05015,0.07512
1995,66 and older,Other Degree,0.01487,46,1448,0.00863,0.02111
1996,17-29 y.,Secondary School Degree,0.25991,796,2919,0.24400,0.27583
1996,17-29 y.,Intermediate School Degree,0.34299,1054,2919,0.32576,0.36021
1996,17-29 y.,Technical School Degree,0.03744,99,2919,0.03055,0.04433
1996,17-29 y.,Upper Secondary Degree,0.18991,470,2919,0.17568,0.20414
1996,17-29 y.,Other Degree,0.04859,157,2919,0.04079,0.05640
1996,17-29 y.,"Dropout, No School Degree",0.01375,54,2919,0.00953,0.01798
1996,17-29 y.,No School Degree Yet,0.10643,289,2919,0.09524,0.11762
1996,30-45 y.,Secondary School Degree,0.34721,1334,4319,0.33301,0.36141
1996,30-45 y.,Intermediate School Degree,0.33357,1622,4319,0.31950,0.34763
1996,30-45 y.,Technical School Degree,0.05206,161,4319,0.04543,0.05868
1996,30-45 y.,Upper Secondary Degree,0.18126,678,4319,0.16977,0.19275
1996,30-45 y.,Other Degree,0.06295,395,4319,0.05571,0.07019
1996,30-45 y.,"Dropout, No School Degree",0.02082,129,4319,0.01656,0.02508
1996,46-65 y.,Secondary School Degree,0.60320,2024,3858,0.58776,0.61864
1996,46-65 y.,Intermediate School Degree,0.19040,690,3858,0.17801,0.20279
1996,46-65 y.,Technical School Degree,0.02238,51,3858,0.01771,0.02705
1996,46-65 y.,Upper Secondary Degree,0.09640,334,3858,0.08708,0.10571
1996,46-65 y.,Other Degree,0.05881,483,3858,0.05138,0.06623
1996,46-65 y.,"Dropout, No School Degree",0.02321,223,3858,0.01845,0.02796
1996,46-65 y.,No School Attended,0.00561,53,3858,0.00325,0.00797
1996,66 and older,Secondary School Degree,0.72473,1107,1499,0.70211,0.74734
1996,66 and older,Intermediate School Degree,0.16591,217,1499,0.14707,0.18475
1996,66 and older,Upper Secondary Degree,0.06290,89,1499,0.05061,0.07520
1996,66 and older,Other Degree,0.01657,50,1499,0.01010,0.02303
1996,66 and older,"Dropout, No School Degree",0.00956,36,1499,0.00463,0.01449
1997,17-29 y.,Secondary School Degree,0.25091,751,2783,0.23480,0.26702
1997,17-29 y.,Intermediate School Degree,0.33819,989,2783,0.32061,0.35577
1997,17-29 y.,Technical School Degree,0.04244,92,2783,0.03495,0.04993
1997,17-29 y.,Upper Secondary Degree,0.19950,461,2783,0.18465,0.21435
1997,17-29 y.,Other Degree,0.04556,131,2783,0.03781,0.05331
1997,17-29 y.,"Dropout, No School Degree",0.01229,47,2783,0.00820,0.01639
1997,17-29 y.,No School Degree Yet,0.11045,312,2783,0.09880,0.12209
1997,30-45 y.,Secondary School Degree,0.33585,1297,4238,0.32163,0.35007
1997,30-45 y.,Intermediate School Degree,0.34419,1605,4238,0.32988,0.35849
1997,30-45 y.,Technical School Degree,0.05281,169,4238,0.04607,0.05954
1997,30-45 y.,Upper Secondary Degree,0.18573,688,4238,0.17402,0.19744
1997,30-45 y.,Other Degree,0.06026,366,4238,0.05309,0.06742
1997,30-45 y.,"Dropout, No School Degree",0.01900,113,4238,0.01489,0.02311
1997,46-65 y.,Secondary School Degree,0.59524,1951,3816,0.57966,0.61082
1997,46-65 y.,Intermediate School Degree,0.19335,733,3816,0.18082,0.20589
1997,46-65 y.,Technical School Degree,0.02206,52,3816,0.01740,0.02672
1997,46-65 y.,Upper Secondary Degree,0.09822,353,3816,0.08877,0.10766
1997,46-65 y.,Other Degree,0.05984,460,3816,0.05231,0.06737
1997,46-65 y.,"Dropout, No School Degree",0.02511,216,3816,0.02014,0.03007
1997,46-65 y.,No School Attended,0.00618,51,3816,0.00369,0.00867
1997,66 and older,Secondary School Degree,0.73273,1136,1530,0.71055,0.75491
1997,66 and older,Intermediate School Degree,0.15364,208,1530,0.13556,0.17171
1997,66 and older,Upper Secondary Degree,0.06172,90,1530,0.04966,0.07379
1997,66 and older,Other Degree,0.01793,58,1530,0.01128,0.02458
1997,66 and older,"Dropout, No School Degree",0.01097,38,1530,0.00575,0.01619
1998,17-29 y.,Secondary School Degree,0.24569,755,2879,0.22996,0.26142
1998,17-29 y.,Intermediate School Degree,0.34536,1028,2879,0.32799,0.36273
1998,17-29 y.,Technical School Degree,0.04338,106,2879,0.03594,0.05083
1998,17-29 y.,Upper Secondary Degree,0.19815,496,2879,0.18358,0.21271
1998,17-29 y.,Other Degree,0.04171,123,2879,0.03441,0.04902
1998,17-29 y.,"Dropout, No School Degree",0.01147,42,2879,0.00758,0.01536
1998,17-29 y.,No School Degree Yet,0.11374,329,2879,0.10214,0.12534
1998,30-45 y.,Secondary School Degree,0.31644,1386,4601,0.30300,0.32988
1998,30-45 y.,Intermediate School Degree,0.35727,1776,4601,0.34342,0.37111
1998,30-45 y.,Technical School Degree,0.05473,193,4601,0.04816,0.06130
1998,30-45 y.,Upper Secondary Degree,0.19236,801,4601,0.18097,0.20375
1998,30-45 y.,Other Degree,0.05900,343,4601,0.05219,0.06581
1998,30-45 y.,"Dropout, No School Degree",0.01799,102,4601,0.01415,0.02184
1998,46-65 y.,Secondary School Degree,0.57550,2191,4214,0.56057,0.59042
1998,46-65 y.,Intermediate School Degree,0.19541,832,4214,0.18343,0.20738
1998,46-65 y.,Technical School Degree,0.02468,68,4214,0.01999,0.02936
1998,46-65 y.,Upper Secondary Degree,0.10371,411,4214,0.09450,0.11292
1998,46-65 y.,Other Degree,0.06608,456,4214,0.05858,0.07358
