year,migback,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,No migration background,4th Quintile,Intermediate School Degree,0.23511,450,1634,0.21454,0.25568
1986,No migration background,4th Quintile,Technical School Degree,0.03012,56,1634,0.02183,0.03841
1986,No migration background,4th Quintile,Upper Secondary Degree,0.08958,181,1634,0.07572,0.10343
1986,No migration background,5th Quintile,Secondary School Degree,0.38394,747,1738,0.36107,0.40681
1986,No migration background,5th Quintile,Intermediate School Degree,0.27001,524,1738,0.24913,0.29089
1986,No migration background,5th Quintile,Technical School Degree,0.05079,101,1738,0.04047,0.06112
1986,No migration background,5th Quintile,Upper Secondary Degree,0.18226,366,1738,0.16410,0.20042
1986,Direct migration background,1st Quintile,Secondary School Degree,0.25575,139,704,0.22350,0.28800
1986,Direct migration background,1st Quintile,Other Degree,0.25117,317,704,0.21912,0.28323
1986,Direct migration background,1st Quintile,"Dropout, No School Degree",0.14216,183,704,0.11634,0.16797
1986,Direct migration background,1st Quintile,No School Attended,0.04953,65,704,0.03349,0.06556
1986,Direct migration background,2nd Quintile,Secondary School Degree,0.36551,152,631,0.32791,0.40312
1986,Direct migration background,2nd Quintile,Intermediate School Degree,0.08808,33,631,0.06595,0.11022
1986,Direct migration background,2nd Quintile,Other Degree,0.22225,263,631,0.18978,0.25472
1986,Direct migration background,2nd Quintile,"Dropout, No School Degree",0.10360,139,631,0.07980,0.12739
1986,Direct migration background,2nd Quintile,No School Attended,0.03427,44,631,0.02006,0.04847
1986,Direct migration background,3rd Quintile,Secondary School Degree,0.41733,127,469,0.37265,0.46200
1986,Direct migration background,3rd Quintile,Other Degree,0.23280,224,469,0.19451,0.27109
1986,Direct migration background,3rd Quintile,"Dropout, No School Degree",0.10333,118,469,0.07575,0.13091
1986,Direct migration background,4th Quintile,Secondary School Degree,0.35601,112,411,0.30966,0.40235
1986,Direct migration background,4th Quintile,Other Degree,0.22643,196,411,0.18592,0.26694
1986,Direct migration background,4th Quintile,"Dropout, No School Degree",0.12242,103,411,0.09069,0.15415
1986,Direct migration background,5th Quintile,Secondary School Degree,0.31411,55,250,0.25646,0.37176
1986,Direct migration background,5th Quintile,Intermediate School Degree,0.22603,39,250,0.17408,0.27798
1986,Direct migration background,5th Quintile,Other Degree,0.14167,111,250,0.09836,0.18498
1986,Direct migration background,5th Quintile,"Dropout, No School Degree",0.04985,45,250,0.02282,0.07688
1987,No migration background,1st Quintile,Secondary School Degree,0.61094,859,1097,0.58208,0.63981
1987,No migration background,1st Quintile,Intermediate School Degree,0.09675,150,1097,0.07924,0.11425
1987,No migration background,1st Quintile,Upper Secondary Degree,0.05629,88,1097,0.04264,0.06993
1987,No migration background,2nd Quintile,Secondary School Degree,0.58552,963,1265,0.55836,0.61268
1987,No migration background,2nd Quintile,Intermediate School Degree,0.13379,222,1265,0.11502,0.15256
1987,No migration background,2nd Quintile,Upper Secondary Degree,0.04416,80,1265,0.03283,0.05548
1987,No migration background,3rd Quintile,Secondary School Degree,0.54609,962,1472,0.52065,0.57153
1987,No migration background,3rd Quintile,Intermediate School Degree,0.17735,322,1472,0.15783,0.19687
1987,No migration background,3rd Quintile,Technical School Degree,0.02596,47,1472,0.01783,0.03408
1987,No migration background,3rd Quintile,Upper Secondary Degree,0.05831,108,1472,0.04633,0.07028
1987,No migration background,3rd Quintile,No School Degree Yet,0.01311,33,1472,0.00729,0.01892
1987,No migration background,4th Quintile,Secondary School Degree,0.48254,874,1597,0.45802,0.50705
1987,No migration background,4th Quintile,Intermediate School Degree,0.22590,427,1597,0.20538,0.24642
1987,No migration background,4th Quintile,Technical School Degree,0.03033,55,1597,0.02192,0.03874
1987,No migration background,4th Quintile,Upper Secondary Degree,0.11189,209,1597,0.09643,0.12736
1987,No migration background,4th Quintile,No School Degree Yet,0.01342,32,1597,0.00777,0.01906
1987,No migration background,5th Quintile,Secondary School Degree,0.38431,741,1716,0.36129,0.40733
1987,No migration background,5th Quintile,Intermediate School Degree,0.26576,519,1716,0.24486,0.28667
1987,No migration background,5th Quintile,Technical School Degree,0.05347,103,1716,0.04282,0.06411
1987,No migration background,5th Quintile,Upper Secondary Degree,0.17592,353,1716,0.15790,0.19394
1987,Direct migration background,1st Quintile,Secondary School Degree,0.27290,156,702,0.23993,0.30588
1987,Direct migration background,1st Quintile,Other Degree,0.27837,320,702,0.24519,0.31155
1987,Direct migration background,1st Quintile,"Dropout, No School Degree",0.13909,172,702,0.11347,0.16470
1987,Direct migration background,1st Quintile,No School Attended,0.04533,54,702,0.02993,0.06073
1987,Direct migration background,2nd Quintile,Secondary School Degree,0.36192,144,619,0.32403,0.39980
1987,Direct migration background,2nd Quintile,Intermediate School Degree,0.07826,32,619,0.05708,0.09943
1987,Direct migration background,2nd Quintile,Other Degree,0.23742,267,619,0.20388,0.27097
1987,Direct migration background,2nd Quintile,"Dropout, No School Degree",0.10375,130,619,0.07970,0.12779
1987,Direct migration background,2nd Quintile,No School Attended,0.04351,46,619,0.02743,0.05960
1987,Direct migration background,3rd Quintile,Secondary School Degree,0.38060,127,502,0.33808,0.42311
1987,Direct migration background,3rd Quintile,Intermediate School Degree,0.13556,32,502,0.10558,0.16554
1987,Direct migration background,3rd Quintile,Other Degree,0.22294,210,502,0.18650,0.25939
1987,Direct migration background,3rd Quintile,"Dropout, No School Degree",0.11460,133,502,0.08671,0.14250
1987,Direct migration background,4th Quintile,Secondary School Degree,0.39164,118,394,0.34338,0.43990
1987,Direct migration background,4th Quintile,Other Degree,0.21274,181,394,0.17228,0.25321
1987,Direct migration background,4th Quintile,"Dropout, No School Degree",0.10723,95,394,0.07664,0.13783
1987,Direct migration background,5th Quintile,Secondary School Degree,0.31029,65,254,0.25329,0.36730
1987,Direct migration background,5th Quintile,Intermediate School Degree,0.23218,35,254,0.18015,0.28421
1987,Direct migration background,5th Quintile,Other Degree,0.14301,111,254,0.09987,0.18615
1987,Direct migration background,5th Quintile,"Dropout, No School Degree",0.06574,43,254,0.03520,0.09628
1988,No migration background,1st Quintile,Secondary School Degree,0.59012,806,1032,0.56010,0.62014
1988,No migration background,1st Quintile,Intermediate School Degree,0.09590,139,1032,0.07792,0.11387
1988,No migration background,1st Quintile,Upper Secondary Degree,0.05814,87,1032,0.04386,0.07243
1988,No migration background,2nd Quintile,Secondary School Degree,0.58252,918,1251,0.55518,0.60986
1988,No migration background,2nd Quintile,Intermediate School Degree,0.13821,232,1251,0.11907,0.15734
1988,No migration background,2nd Quintile,Technical School Degree,0.01495,31,1251,0.00822,0.02167
1988,No migration background,2nd Quintile,Upper Secondary Degree,0.04359,70,1251,0.03227,0.05491
1988,No migration background,3rd Quintile,Secondary School Degree,0.53574,893,1398,0.50959,0.56190
1988,No migration background,3rd Quintile,Intermediate School Degree,0.17632,301,1398,0.15634,0.19630
1988,No migration background,3rd Quintile,Technical School Degree,0.02070,35,1398,0.01323,0.02817
1988,No migration background,3rd Quintile,Upper Secondary Degree,0.07240,134,1398,0.05881,0.08599
1988,No migration background,3rd Quintile,No School Degree Yet,0.01668,35,1398,0.00997,0.02340
1988,No migration background,4th Quintile,Secondary School Degree,0.50195,852,1476,0.47643,0.52746
1988,No migration background,4th Quintile,Intermediate School Degree,0.21786,398,1476,0.19679,0.23892
1988,No migration background,4th Quintile,Technical School Degree,0.03420,57,1476,0.02492,0.04347
1988,No migration background,4th Quintile,Upper Secondary Degree,0.09785,169,1476,0.08269,0.11301
1988,No migration background,5th Quintile,Secondary School Degree,0.37898,682,1620,0.35535,0.40261
1988,No migration background,5th Quintile,Intermediate School Degree,0.27280,500,1620,0.25111,0.29450
1988,No migration background,5th Quintile,Technical School Degree,0.05458,97,1620,0.04351,0.06564
1988,No migration background,5th Quintile,Upper Secondary Degree,0.18501,341,1620,0.16610,0.20393
1988,Direct migration background,1st Quintile,Secondary School Degree,0.30875,164,676,0.27390,0.34360
1988,Direct migration background,1st Quintile,Other Degree,0.24767,296,676,0.21511,0.28024
1988,Direct migration background,1st Quintile,"Dropout, No School Degree",0.12925,157,676,0.10394,0.15456
1988,Direct migration background,1st Quintile,No School Attended,0.04669,59,676,0.03077,0.06260
1988,Direct migration background,2nd Quintile,Secondary School Degree,0.36679,136,578,0.32746,0.40611
1988,Direct migration background,2nd Quintile,Intermediate School Degree,0.10381,34,578,0.07893,0.12870
1988,Direct migration background,2nd Quintile,Other Degree,0.23688,250,578,0.20218,0.27157
1988,Direct migration background,2nd Quintile,"Dropout, No School Degree",0.10833,124,578,0.08297,0.13369
1988,Direct migration background,2nd Quintile,No School Attended,0.03631,34,578,0.02105,0.05157
1988,Direct migration background,3rd Quintile,Secondary School Degree,0.42195,135,455,0.37652,0.46738
1988,Direct migration background,3rd Quintile,Other Degree,0.25731,210,455,0.21710,0.29752
1988,Direct migration background,3rd Quintile,"Dropout, No School Degree",0.09894,110,455,0.07147,0.12640
1988,Direct migration background,4th Quintile,Secondary School Degree,0.38446,123,422,0.33799,0.43093
1988,Direct migration background,4th Quintile,Intermediate School Degree,0.13880,34,422,0.10578,0.17183
1988,Direct migration background,4th Quintile,Other Degree,0.15929,170,422,0.12433,0.19424
1988,Direct migration background,4th Quintile,"Dropout, No School Degree",0.09719,95,422,0.06889,0.12548
1988,Direct migration background,5th Quintile,Secondary School Degree,0.32997,59,209,0.26607,0.39387
1988,Direct migration background,5th Quintile,Intermediate School Degree,0.21336,32,209,0.15768,0.26903
1988,Direct migration background,5th Quintile,Other Degree,0.11115,86,209,0.06844,0.15387
1988,Direct migration background,5th Quintile,"Dropout, No School Degree",0.04110,32,209,0.01412,0.06808
1989,No migration background,1st Quintile,Secondary School Degree,0.59163,752,980,0.56084,0.62242
1989,No migration background,1st Quintile,Intermediate School Degree,0.09292,138,980,0.07474,0.11111
1989,No migration background,1st Quintile,Upper Secondary Degree,0.06546,90,980,0.04996,0.08095
1989,No migration background,2nd Quintile,Secondary School Degree,0.55751,841,1163,0.52895,0.58607
1989,No migration background,2nd Quintile,Intermediate School Degree,0.15052,234,1163,0.12996,0.17108
1989,No migration background,2nd Quintile,Technical School Degree,0.02018,33,1163,0.01210,0.02827
1989,No migration background,2nd Quintile,Upper Secondary Degree,0.03417,55,1163,0.02372,0.04461
1989,No migration background,3rd Quintile,Secondary School Degree,0.54042,859,1310,0.51343,0.56742
1989,No migration background,3rd Quintile,Intermediate School Degree,0.16098,275,1310,0.14107,0.18089
1989,No migration background,3rd Quintile,Technical School Degree,0.02454,41,1310,0.01616,0.03292
1989,No migration background,3rd Quintile,Upper Secondary Degree,0.07764,135,1310,0.06315,0.09214
1989,No migration background,4th Quintile,Secondary School Degree,0.51221,851,1470,0.48665,0.53777
1989,No migration background,4th Quintile,Intermediate School Degree,0.22518,391,1470,0.20382,0.24654
1989,No migration background,4th Quintile,Technical School Degree,0.02954,53,1470,0.02088,0.03820
1989,No migration background,4th Quintile,Upper Secondary Degree,0.10003,175,1470,0.08469,0.11537
1989,No migration background,5th Quintile,Secondary School Degree,0.35321,631,1557,0.32946,0.37696
1989,No migration background,5th Quintile,Intermediate School Degree,0.26739,472,1557,0.24540,0.28938
1989,No migration background,5th Quintile,Technical School Degree,0.05433,96,1557,0.04307,0.06560
1989,No migration background,5th Quintile,Upper Secondary Degree,0.20224,358,1557,0.18228,0.22220
1989,Direct migration background,1st Quintile,Secondary School Degree,0.31440,169,718,0.28042,0.34839
1989,Direct migration background,1st Quintile,Intermediate School Degree,0.05022,31,718,0.03424,0.06621
1989,Direct migration background,1st Quintile,Other Degree,0.26131,307,718,0.22915,0.29347
1989,Direct migration background,1st Quintile,"Dropout, No School Degree",0.12479,155,718,0.10060,0.14898
1989,Direct migration background,1st Quintile,No School Attended,0.04498,56,718,0.02981,0.06015
1989,Direct migration background,2nd Quintile,Secondary School Degree,0.35195,148,611,0.31405,0.38985
1989,Direct migration background,2nd Quintile,Intermediate School Degree,0.10660,35,611,0.08211,0.13109
1989,Direct migration background,2nd Quintile,Other Degree,0.24438,255,611,0.21028,0.27848
1989,Direct migration background,2nd Quintile,"Dropout, No School Degree",0.10862,131,611,0.08393,0.13332
1989,Direct migration background,2nd Quintile,No School Attended,0.03482,42,611,0.02027,0.04937
1989,Direct migration background,3rd Quintile,Secondary School Degree,0.44673,132,393,0.39752,0.49595
1989,Direct migration background,3rd Quintile,Other Degree,0.16926,162,393,0.13214,0.20638
1989,Direct migration background,3rd Quintile,"Dropout, No School Degree",0.09943,99,393,0.06980,0.12905
1989,Direct migration background,4th Quintile,Secondary School Degree,0.36450,102,384,0.31630,0.41270
1989,Direct migration background,4th Quintile,Intermediate School Degree,0.12462,32,384,0.09154,0.15770
1989,Direct migration background,4th Quintile,Other Degree,0.24811,175,384,0.20485,0.29137
1989,Direct migration background,4th Quintile,"Dropout, No School Degree",0.09144,75,384,0.06257,0.12030
1989,Direct migration background,5th Quintile,Secondary School Degree,0.29565,48,157,0.22404,0.36726
1989,Direct migration background,5th Quintile,Other Degree,0.11416,77,157,0.06425,0.16406
1989,Direct migration background,5th Quintile,"Dropout, No School Degree",0.04498,32,157,0.01246,0.07751
1989,Indirect migration background,2nd Quintile,Secondary School Degree,0.08587,35,35,-0.00831,0.18005
1990,No migration background,1st Quintile,Secondary School Degree,0.60322,760,939,0.57191,0.63453
1990,No migration background,1st Quintile,Intermediate School Degree,0.09133,119,939,0.07289,0.10976
1990,No migration background,1st Quintile,Upper Secondary Degree,0.04542,60,939,0.03209,0.05874
1990,No migration background,2nd Quintile,Secondary School Degree,0.54126,819,1158,0.51254,0.56997
1990,No migration background,2nd Quintile,Intermediate School Degree,0.15469,255,1158,0.13385,0.17553
1990,No migration background,2nd Quintile,Upper Secondary Degree,0.05452,84,1158,0.04144,0.06760
1990,No migration background,3rd Quintile,Secondary School Degree,0.52209,796,1234,0.49421,0.54997
1990,No migration background,3rd Quintile,Intermediate School Degree,0.16515,262,1234,0.14442,0.18587
1990,No migration background,3rd Quintile,Technical School Degree,0.02302,41,1234,0.01465,0.03139
1990,No migration background,3rd Quintile,Upper Secondary Degree,0.08665,135,1234,0.07095,0.10236
1990,No migration background,4th Quintile,Secondary School Degree,0.50273,829,1458,0.47706,0.52841
1990,No migration background,4th Quintile,Intermediate School Degree,0.22274,381,1458,0.20137,0.24410
1990,No migration background,4th Quintile,Technical School Degree,0.03424,59,1458,0.02490,0.04358
1990,No migration background,4th Quintile,Upper Secondary Degree,0.11350,189,1458,0.09721,0.12979
1990,No migration background,5th Quintile,Secondary School Degree,0.34425,595,1507,0.32025,0.36824
1990,No migration background,5th Quintile,Intermediate School Degree,0.27139,465,1507,0.24894,0.29385
1990,No migration background,5th Quintile,Technical School Degree,0.06007,103,1507,0.04807,0.07207
1990,No migration background,5th Quintile,Upper Secondary Degree,0.19569,344,1507,0.17565,0.21573
1990,Direct migration background,1st Quintile,Secondary School Degree,0.30311,172,704,0.26914,0.33709
1990,Direct migration background,1st Quintile,Other Degree,0.28824,316,704,0.25475,0.32172
1990,Direct migration background,1st Quintile,"Dropout, No School Degree",0.13184,156,704,0.10683,0.15685
1990,Direct migration background,1st Quintile,No School Attended,0.05305,60,704,0.03648,0.06961
1990,Direct migration background,2nd Quintile,Secondary School Degree,0.36092,134,530,0.31999,0.40185
1990,Direct migration background,2nd Quintile,Intermediate School Degree,0.14010,39,530,0.11052,0.16967
1990,Direct migration background,2nd Quintile,Other Degree,0.21907,201,530,0.18382,0.25432
1990,Direct migration background,2nd Quintile,"Dropout, No School Degree",0.11318,119,530,0.08618,0.14018
1990,Direct migration background,2nd Quintile,No School Attended,0.04132,37,530,0.02436,0.05829
1990,Direct migration background,3rd Quintile,Secondary School Degree,0.45386,145,441,0.40734,0.50038
1990,Direct migration background,3rd Quintile,Other Degree,0.20458,208,441,0.16689,0.24228
1990,Direct migration background,3rd Quintile,"Dropout, No School Degree",0.07593,88,441,0.05118,0.10068
1990,Direct migration background,4th Quintile,Secondary School Degree,0.34606,91,310,0.29302,0.39910
1990,Direct migration background,4th Quintile,Other Degree,0.25096,152,310,0.20261,0.29930
1990,Direct migration background,4th Quintile,"Dropout, No School Degree",0.09998,67,310,0.06653,0.13342
1990,Direct migration background,5th Quintile,Secondary School Degree,0.27525,47,189,0.21141,0.33910
1990,Direct migration background,5th Quintile,Intermediate School Degree,0.25422,34,189,0.19198,0.31647
1990,Direct migration background,5th Quintile,Other Degree,0.11441,76,189,0.06891,0.15991
1990,Direct migration background,5th Quintile,"Dropout, No School Degree",0.04839,32,189,0.01772,0.07907
1990,Indirect migration background,1st Quintile,Secondary School Degree,0.07003,32,32,-0.01981,0.15986
1990,Indirect migration background,2nd Quintile,Secondary School Degree,0.07137,31,31,-0.02076,0.16349
1990,Indirect migration background,3rd Quintile,Secondary School Degree,0.08447,32,32,-0.01343,0.18236
1991,No migration background,1st Quintile,Secondary School Degree,0.58696,714,914,0.55502,0.61890
1991,No migration background,1st Quintile,Intermediate School Degree,0.10131,130,914,0.08174,0.12089
1991,No migration background,1st Quintile,Upper Secondary Degree,0.05663,70,914,0.04164,0.07162
1991,No migration background,2nd Quintile,Secondary School Degree,0.53608,791,1147,0.50720,0.56495
1991,No migration background,2nd Quintile,Intermediate School Degree,0.15295,240,1147,0.13211,0.17379
1991,No migration background,2nd Quintile,Technical School Degree,0.02244,33,1147,0.01387,0.03102
1991,No migration background,2nd Quintile,Upper Secondary Degree,0.05222,83,1147,0.03934,0.06510
1991,No migration background,3rd Quintile,Secondary School Degree,0.50153,800,1265,0.47396,0.52909
1991,No migration background,3rd Quintile,Intermediate School Degree,0.17747,286,1265,0.15641,0.19854
1991,No migration background,3rd Quintile,Technical School Degree,0.03322,48,1265,0.02334,0.04309
1991,No migration background,3rd Quintile,Upper Secondary Degree,0.08191,131,1265,0.06679,0.09703
1991,No migration background,4th Quintile,Secondary School Degree,0.47298,791,1422,0.44703,0.49894
1991,No migration background,4th Quintile,Intermediate School Degree,0.21793,370,1422,0.19646,0.23939
1991,No migration background,4th Quintile,Technical School Degree,0.03534,65,1422,0.02574,0.04494
1991,No migration background,4th Quintile,Upper Secondary Degree,0.11912,196,1422,0.10228,0.13596
1991,No migration background,5th Quintile,Secondary School Degree,0.35490,615,1511,0.33077,0.37904
1991,No migration background,5th Quintile,Intermediate School Degree,0.26083,453,1511,0.23868,0.28298
1991,No migration background,5th Quintile,Technical School Degree,0.05526,94,1511,0.04374,0.06679
1991,No migration background,5th Quintile,Upper Secondary Degree,0.20264,349,1511,0.18237,0.22292
1991,Direct migration background,1st Quintile,Secondary School Degree,0.29631,171,687,0.26214,0.33048
1991,Direct migration background,1st Quintile,Intermediate School Degree,0.06219,31,687,0.04412,0.08027
1991,Direct migration background,1st Quintile,Other Degree,0.27814,278,687,0.24461,0.31167
1991,Direct migration background,1st Quintile,"Dropout, No School Degree",0.14101,148,687,0.11497,0.16706
1991,Direct migration background,1st Quintile,No School Attended,0.05200,59,687,0.03539,0.06862
1991,Direct migration background,2nd Quintile,Secondary School Degree,0.39670,142,555,0.35596,0.43744
1991,Direct migration background,2nd Quintile,Intermediate School Degree,0.10377,32,555,0.07837,0.12916
