year,age_gr,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,46-65 y.,West,"Dropout, No School Degree",0.01793,268,3199,0.01333,0.02253
1986,46-65 y.,West,No School Attended,0.00508,84,3199,0.00262,0.00755
1986,66 and older,West,Secondary School Degree,0.73600,752,979,0.70838,0.76363
1986,66 and older,West,Intermediate School Degree,0.16722,165,979,0.14383,0.19060
1986,66 and older,West,Upper Secondary Degree,0.05795,62,979,0.04330,0.07259
1987,17-29 y.,West,Secondary School Degree,0.36834,1186,2905,0.35080,0.38588
1987,17-29 y.,West,Intermediate School Degree,0.30388,771,2905,0.28715,0.32060
1987,17-29 y.,West,Technical School Degree,0.04327,104,2905,0.03587,0.05067
1987,17-29 y.,West,Upper Secondary Degree,0.15227,351,2905,0.13921,0.16534
1987,17-29 y.,West,Other Degree,0.02799,190,2905,0.02199,0.03399
1987,17-29 y.,West,"Dropout, No School Degree",0.02046,106,2905,0.01532,0.02561
1987,17-29 y.,West,No School Degree Yet,0.05645,197,2905,0.04806,0.06485
1987,30-45 y.,West,Secondary School Degree,0.52582,1307,3129,0.50832,0.54331
1987,30-45 y.,West,Intermediate School Degree,0.20917,517,3129,0.19491,0.22342
1987,30-45 y.,West,Technical School Degree,0.04037,95,3129,0.03347,0.04726
1987,30-45 y.,West,Upper Secondary Degree,0.13385,340,3129,0.12191,0.14578
1987,30-45 y.,West,Other Degree,0.05396,564,3129,0.04604,0.06188
1987,30-45 y.,West,"Dropout, No School Degree",0.02572,244,3129,0.02017,0.03126
1987,30-45 y.,West,No School Attended,0.00584,62,3129,0.00317,0.00851
1987,46-65 y.,West,Secondary School Degree,0.70577,1827,3179,0.68993,0.72161
1987,46-65 y.,West,Intermediate School Degree,0.14349,370,3179,0.13131,0.15568
1987,46-65 y.,West,Technical School Degree,0.02540,68,3179,0.01993,0.03087
1987,46-65 y.,West,Upper Secondary Degree,0.06601,176,3179,0.05737,0.07464
1987,46-65 y.,West,Other Degree,0.02857,380,3179,0.02277,0.03436
1987,46-65 y.,West,"Dropout, No School Degree",0.01934,272,3179,0.01455,0.02413
1987,46-65 y.,West,No School Attended,0.00600,86,3179,0.00331,0.00868
1987,66 and older,West,Secondary School Degree,0.73625,780,1016,0.70914,0.76336
1987,66 and older,West,Intermediate School Degree,0.16599,168,1016,0.14310,0.18888
1987,66 and older,West,Upper Secondary Degree,0.06285,68,1016,0.04792,0.07778
1988,17-29 y.,West,Secondary School Degree,0.36916,1147,2741,0.35109,0.38723
1988,17-29 y.,West,Intermediate School Degree,0.29893,735,2741,0.28179,0.31607
1988,17-29 y.,West,Technical School Degree,0.03919,91,2741,0.03192,0.04645
1988,17-29 y.,West,Upper Secondary Degree,0.15506,330,2741,0.14150,0.16861
1988,17-29 y.,West,Other Degree,0.02573,173,2741,0.01981,0.03166
1988,17-29 y.,West,"Dropout, No School Degree",0.01837,98,2741,0.01334,0.02339
1988,17-29 y.,West,No School Degree Yet,0.05850,167,2741,0.04972,0.06729
1988,30-45 y.,West,Secondary School Degree,0.52007,1225,2914,0.50193,0.53822
1988,30-45 y.,West,Intermediate School Degree,0.21442,502,2914,0.19951,0.22932
1988,30-45 y.,West,Technical School Degree,0.04284,98,2914,0.03549,0.05019
1988,30-45 y.,West,Upper Secondary Degree,0.14059,331,2914,0.12797,0.15322
1988,30-45 y.,West,Other Degree,0.04584,495,2914,0.03824,0.05343
1988,30-45 y.,West,"Dropout, No School Degree",0.02535,213,2914,0.01964,0.03106
1988,30-45 y.,West,No School Attended,0.00473,50,2914,0.00224,0.00722
1988,46-65 y.,West,Secondary School Degree,0.70343,1749,3081,0.68730,0.71956
1988,46-65 y.,West,Intermediate School Degree,0.14411,359,3081,0.13171,0.15652
1988,46-65 y.,West,Technical School Degree,0.02662,65,3081,0.02093,0.03230
1988,46-65 y.,West,Upper Secondary Degree,0.06835,176,3081,0.05944,0.07726
1988,46-65 y.,West,Other Degree,0.02870,388,3081,0.02281,0.03460
1988,46-65 y.,West,"Dropout, No School Degree",0.01727,256,3081,0.01267,0.02187
1988,46-65 y.,West,No School Attended,0.00589,88,3081,0.00318,0.00859
1988,66 and older,West,Secondary School Degree,0.73255,751,983,0.70486,0.76023
1988,66 and older,West,Intermediate School Degree,0.17146,168,983,0.14789,0.19504
1988,66 and older,West,Upper Secondary Degree,0.06095,64,983,0.04598,0.07591
1989,17-29 y.,West,Secondary School Degree,0.35797,1112,2698,0.33988,0.37606
1989,17-29 y.,West,Intermediate School Degree,0.28861,710,2698,0.27151,0.30571
1989,17-29 y.,West,Technical School Degree,0.03965,89,2698,0.03228,0.04701
1989,17-29 y.,West,Upper Secondary Degree,0.16259,354,2698,0.14866,0.17651
1989,17-29 y.,West,Other Degree,0.02477,157,2698,0.01890,0.03064
1989,17-29 y.,West,"Dropout, No School Degree",0.01848,98,2698,0.01340,0.02357
1989,17-29 y.,West,No School Degree Yet,0.06890,178,2698,0.05934,0.07846
1989,30-45 y.,West,Secondary School Degree,0.51153,1178,2802,0.49302,0.53004
1989,30-45 y.,West,Intermediate School Degree,0.20982,489,2802,0.19474,0.22490
1989,30-45 y.,West,Technical School Degree,0.04619,103,2802,0.03842,0.05397
1989,30-45 y.,West,Upper Secondary Degree,0.14569,326,2802,0.13262,0.15875
1989,30-45 y.,West,Other Degree,0.04855,462,2802,0.04059,0.05651
1989,30-45 y.,West,"Dropout, No School Degree",0.02617,198,2802,0.02026,0.03208
1989,30-45 y.,West,No School Attended,0.00468,46,2802,0.00215,0.00720
1989,46-65 y.,West,Secondary School Degree,0.68814,1632,2953,0.67143,0.70485
1989,46-65 y.,West,Intermediate School Degree,0.14822,345,2953,0.13540,0.16103
1989,46-65 y.,West,Technical School Degree,0.02772,66,2953,0.02180,0.03364
1989,46-65 y.,West,Upper Secondary Degree,0.07151,175,2953,0.06221,0.08080
1989,46-65 y.,West,Other Degree,0.03363,399,2953,0.02713,0.04014
1989,46-65 y.,West,"Dropout, No School Degree",0.01861,250,2953,0.01374,0.02349
1989,46-65 y.,West,No School Attended,0.00646,86,2953,0.00357,0.00935
1989,66 and older,West,Secondary School Degree,0.72650,730,965,0.69836,0.75464
1989,66 and older,West,Intermediate School Degree,0.17486,166,965,0.15088,0.19884
1989,66 and older,West,Upper Secondary Degree,0.06604,69,965,0.05036,0.08172
1990,17-29 y.,West,Secondary School Degree,0.35430,1064,2582,0.33585,0.37275
1990,17-29 y.,West,Intermediate School Degree,0.28895,680,2582,0.27146,0.30644
1990,17-29 y.,West,Technical School Degree,0.04095,93,2582,0.03331,0.04860
1990,17-29 y.,West,Upper Secondary Degree,0.16369,337,2582,0.14942,0.17797
1990,17-29 y.,West,Other Degree,0.02868,152,2582,0.02224,0.03512
1990,17-29 y.,West,"Dropout, No School Degree",0.02091,89,2582,0.01539,0.02643
1990,17-29 y.,West,No School Degree Yet,0.06357,167,2582,0.05415,0.07298
1990,17-29 y.,East,Secondary School Degree,0.10591,111,1131,0.08797,0.12385
1990,17-29 y.,East,Intermediate School Degree,0.73820,849,1131,0.71257,0.76383
1990,17-29 y.,East,Upper Secondary Degree,0.12181,139,1131,0.10274,0.14088
1990,17-29 y.,East,No School Degree Yet,0.02282,32,1131,0.01411,0.03153
1990,30-45 y.,West,Secondary School Degree,0.49126,1135,2739,0.47254,0.50999
1990,30-45 y.,West,Intermediate School Degree,0.21540,490,2739,0.20000,0.23080
1990,30-45 y.,West,Technical School Degree,0.04885,107,2739,0.04078,0.05693
1990,30-45 y.,West,Upper Secondary Degree,0.15270,338,2739,0.13923,0.16618
1990,30-45 y.,West,Other Degree,0.04964,447,2739,0.04151,0.05778
1990,30-45 y.,West,"Dropout, No School Degree",0.02451,180,2739,0.01872,0.03030
1990,30-45 y.,West,No School Attended,0.00483,42,2739,0.00223,0.00743
1990,30-45 y.,East,Secondary School Degree,0.21124,312,1496,0.19055,0.23193
1990,30-45 y.,East,Intermediate School Degree,0.59999,916,1496,0.57516,0.62482
1990,30-45 y.,East,Upper Secondary Degree,0.17630,268,1496,0.15698,0.19562
1990,46-65 y.,West,Secondary School Degree,0.67601,1577,2885,0.65893,0.69309
1990,46-65 y.,West,Intermediate School Degree,0.15351,346,2885,0.14036,0.16667
1990,46-65 y.,West,Technical School Degree,0.02609,61,2885,0.02027,0.03191
1990,46-65 y.,West,Upper Secondary Degree,0.07353,172,2885,0.06400,0.08305
1990,46-65 y.,West,Other Degree,0.03665,398,2885,0.02979,0.04351
1990,46-65 y.,West,"Dropout, No School Degree",0.02082,247,2885,0.01561,0.02603
1990,46-65 y.,West,No School Attended,0.00714,84,2885,0.00407,0.01022
1990,46-65 y.,East,Secondary School Degree,0.71579,969,1310,0.69135,0.74022
1990,46-65 y.,East,Intermediate School Degree,0.17140,227,1310,0.15099,0.19182
1990,46-65 y.,East,Upper Secondary Degree,0.08337,114,1310,0.06840,0.09835
1990,66 and older,West,Secondary School Degree,0.72734,749,987,0.69954,0.75514
1990,66 and older,West,Intermediate School Degree,0.17274,166,987,0.14914,0.19633
1990,66 and older,West,Upper Secondary Degree,0.06601,72,987,0.05051,0.08150
1990,66 and older,East,Secondary School Degree,0.81402,342,391,0.77540,0.85263
1990,66 and older,East,Intermediate School Degree,0.11179,49,391,0.08052,0.14306
1991,17-29 y.,West,Secondary School Degree,0.34180,1025,2565,0.32344,0.36016
1991,17-29 y.,West,Intermediate School Degree,0.29552,696,2565,0.27786,0.31319
1991,17-29 y.,West,Technical School Degree,0.04439,105,2565,0.03642,0.05237
1991,17-29 y.,West,Upper Secondary Degree,0.16255,343,2565,0.14827,0.17684
1991,17-29 y.,West,Other Degree,0.02917,144,2565,0.02265,0.03568
1991,17-29 y.,West,"Dropout, No School Degree",0.02151,96,2565,0.01589,0.02712
1991,17-29 y.,West,No School Degree Yet,0.06155,156,2565,0.05225,0.07086
1991,17-29 y.,East,Secondary School Degree,0.10050,89,958,0.08145,0.11955
1991,17-29 y.,East,Intermediate School Degree,0.73746,724,958,0.70958,0.76533
1991,17-29 y.,East,Upper Secondary Degree,0.11421,114,958,0.09405,0.13436
1991,17-29 y.,East,"Dropout, No School Degree",0.02700,31,958,0.01673,0.03727
1991,30-45 y.,West,Secondary School Degree,0.47186,1161,2771,0.45327,0.49046
1991,30-45 y.,West,Intermediate School Degree,0.21796,507,2771,0.20258,0.23333
1991,30-45 y.,West,Technical School Degree,0.05202,112,2771,0.04375,0.06029
1991,30-45 y.,West,Upper Secondary Degree,0.16278,364,2771,0.14904,0.17653
1991,30-45 y.,West,Other Degree,0.04868,408,2771,0.04067,0.05670
1991,30-45 y.,West,"Dropout, No School Degree",0.02725,181,2771,0.02118,0.03331
1991,30-45 y.,West,No School Attended,0.00478,38,2771,0.00221,0.00734
1991,30-45 y.,East,Secondary School Degree,0.19272,281,1468,0.17254,0.21290
1991,30-45 y.,East,Intermediate School Degree,0.62711,942,1468,0.60236,0.65185
1991,30-45 y.,East,Upper Secondary Degree,0.16264,245,1468,0.14375,0.18152
1991,46-65 y.,West,Secondary School Degree,0.65722,1509,2827,0.63972,0.67472
1991,46-65 y.,West,Intermediate School Degree,0.15604,345,2827,0.14266,0.16942
1991,46-65 y.,West,Technical School Degree,0.02494,56,2827,0.01919,0.03069
1991,46-65 y.,West,Upper Secondary Degree,0.08052,176,2827,0.07048,0.09055
1991,46-65 y.,West,Other Degree,0.04458,424,2827,0.03697,0.05219
1991,46-65 y.,West,"Dropout, No School Degree",0.02271,239,2827,0.01722,0.02821
1991,46-65 y.,West,No School Attended,0.00767,78,2827,0.00445,0.01088
1991,46-65 y.,East,Secondary School Degree,0.69102,882,1242,0.66531,0.71673
1991,46-65 y.,East,Intermediate School Degree,0.18937,238,1242,0.16757,0.21117
1991,46-65 y.,East,Upper Secondary Degree,0.09304,122,1242,0.07688,0.10920
1991,66 and older,West,Secondary School Degree,0.72708,755,992,0.69934,0.75481
1991,66 and older,West,Intermediate School Degree,0.17141,166,992,0.14795,0.19488
1991,66 and older,West,Upper Secondary Degree,0.06627,71,992,0.05079,0.08176
1991,66 and older,East,Secondary School Degree,0.82584,319,364,0.78682,0.86485
1991,66 and older,East,Intermediate School Degree,0.11221,45,364,0.07974,0.14468
1992,17-29 y.,West,Secondary School Degree,0.32164,971,2504,0.30334,0.33994
1992,17-29 y.,West,Intermediate School Degree,0.29767,700,2504,0.27976,0.31558
1992,17-29 y.,West,Technical School Degree,0.04475,107,2504,0.03665,0.05285
1992,17-29 y.,West,Upper Secondary Degree,0.16855,336,2504,0.15389,0.18322
1992,17-29 y.,West,Other Degree,0.03024,140,2504,0.02353,0.03695
1992,17-29 y.,West,"Dropout, No School Degree",0.02354,99,2504,0.01760,0.02948
1992,17-29 y.,West,No School Degree Yet,0.05974,151,2504,0.05045,0.06902
1992,17-29 y.,East,Secondary School Degree,0.10482,90,871,0.08446,0.12517
1992,17-29 y.,East,Intermediate School Degree,0.71894,644,871,0.68907,0.74881
1992,17-29 y.,East,Upper Secondary Degree,0.10362,101,871,0.08337,0.12387
1992,17-29 y.,East,No School Degree Yet,0.02824,36,871,0.01724,0.03925
1992,30-45 y.,West,Secondary School Degree,0.46532,1165,2774,0.44676,0.48389
1992,30-45 y.,West,Intermediate School Degree,0.21811,533,2774,0.20274,0.23348
1992,30-45 y.,West,Technical School Degree,0.05332,115,2774,0.04496,0.06168
1992,30-45 y.,West,Upper Secondary Degree,0.16814,381,2774,0.15422,0.18206
1992,30-45 y.,West,Other Degree,0.04768,367,2774,0.03975,0.05562
1992,30-45 y.,West,"Dropout, No School Degree",0.02699,177,2774,0.02096,0.03302
1992,30-45 y.,West,No School Attended,0.00468,36,2774,0.00214,0.00722
1992,30-45 y.,East,Secondary School Degree,0.17831,253,1415,0.15836,0.19826
1992,30-45 y.,East,Intermediate School Degree,0.62932,916,1415,0.60414,0.65449
1992,30-45 y.,East,Upper Secondary Degree,0.17493,246,1415,0.15513,0.19473
1992,46-65 y.,West,Secondary School Degree,0.64443,1453,2763,0.62658,0.66228
1992,46-65 y.,West,Intermediate School Degree,0.15763,341,2763,0.14404,0.17122
1992,46-65 y.,West,Technical School Degree,0.02694,58,2763,0.02090,0.03298
1992,46-65 y.,West,Upper Secondary Degree,0.07947,173,2763,0.06939,0.08956
1992,46-65 y.,West,Other Degree,0.05162,436,2763,0.04337,0.05987
1992,46-65 y.,West,"Dropout, No School Degree",0.02433,227,2763,0.01858,0.03008
1992,46-65 y.,West,No School Attended,0.00818,75,2763,0.00482,0.01154
1992,46-65 y.,East,Secondary School Degree,0.67631,831,1202,0.64984,0.70277
1992,46-65 y.,East,Intermediate School Degree,0.20339,254,1202,0.18063,0.22616
1992,46-65 y.,East,Upper Secondary Degree,0.09136,117,1202,0.07507,0.10766
1992,66 and older,West,Secondary School Degree,0.71795,753,992,0.68993,0.74596
1992,66 and older,West,Intermediate School Degree,0.18088,171,992,0.15691,0.20484
1992,66 and older,West,Upper Secondary Degree,0.06721,68,992,0.05162,0.08280
1992,66 and older,East,Secondary School Degree,0.82883,321,366,0.79019,0.86747
1992,66 and older,East,Intermediate School Degree,0.11384,45,366,0.08126,0.14643
1993,17-29 y.,West,Secondary School Degree,0.30599,903,2441,0.28770,0.32427
1993,17-29 y.,West,Intermediate School Degree,0.29907,710,2441,0.28090,0.31723
1993,17-29 y.,West,Technical School Degree,0.04686,109,2441,0.03848,0.05525
1993,17-29 y.,West,Upper Secondary Degree,0.17004,343,2441,0.15514,0.18495
1993,17-29 y.,West,Other Degree,0.03461,147,2441,0.02736,0.04187
1993,17-29 y.,West,"Dropout, No School Degree",0.02723,100,2441,0.02077,0.03369
1993,17-29 y.,West,No School Degree Yet,0.05697,129,2441,0.04777,0.06617
1993,17-29 y.,East,Secondary School Degree,0.10159,87,830,0.08102,0.12215
1993,17-29 y.,East,Intermediate School Degree,0.69615,584,830,0.66485,0.72746
1993,17-29 y.,East,Upper Secondary Degree,0.11577,107,830,0.09399,0.13755
1993,17-29 y.,East,No School Degree Yet,0.04201,52,830,0.02836,0.05567
1993,30-45 y.,West,Secondary School Degree,0.45769,1177,2764,0.43911,0.47626
1993,30-45 y.,West,Intermediate School Degree,0.22760,558,2764,0.21196,0.24323
1993,30-45 y.,West,Technical School Degree,0.05416,118,2764,0.04573,0.06260
1993,30-45 y.,West,Upper Secondary Degree,0.16609,389,2764,0.15221,0.17996
1993,30-45 y.,West,Other Degree,0.04672,322,2764,0.03885,0.05459
1993,30-45 y.,West,"Dropout, No School Degree",0.02769,165,2764,0.02158,0.03381
1993,30-45 y.,West,No School Attended,0.00476,35,2764,0.00219,0.00732
1993,30-45 y.,East,Secondary School Degree,0.15423,217,1362,0.13505,0.17342
1993,30-45 y.,East,Intermediate School Degree,0.64937,907,1362,0.62402,0.67472
1993,30-45 y.,East,Upper Secondary Degree,0.17900,238,1362,0.15863,0.19937
1993,46-65 y.,West,Secondary School Degree,0.63324,1417,2725,0.61514,0.65134
1993,46-65 y.,West,Intermediate School Degree,0.15497,338,2725,0.14138,0.16856
1993,46-65 y.,West,Technical School Degree,0.02489,54,2725,0.01904,0.03075
1993,46-65 y.,West,Upper Secondary Degree,0.08606,178,2725,0.07553,0.09659
1993,46-65 y.,West,Other Degree,0.05619,438,2725,0.04754,0.06483
1993,46-65 y.,West,"Dropout, No School Degree",0.02765,229,2725,0.02149,0.03380
1993,46-65 y.,West,No School Attended,0.00875,71,2725,0.00525,0.01225
1993,46-65 y.,East,Secondary School Degree,0.67185,781,1159,0.64480,0.69889
1993,46-65 y.,East,Intermediate School Degree,0.19971,253,1159,0.17668,0.22274
1993,46-65 y.,East,Upper Secondary Degree,0.10024,125,1159,0.08295,0.11754
1993,66 and older,West,Secondary School Degree,0.71384,767,1009,0.68594,0.74174
1993,66 and older,West,Intermediate School Degree,0.18501,174,1009,0.16104,0.20898
1993,66 and older,West,Upper Secondary Degree,0.06461,68,1009,0.04943,0.07978
1993,66 and older,East,Secondary School Degree,0.83089,321,367,0.79249,0.86930
1993,66 and older,East,Intermediate School Degree,0.11907,46,367,0.08589,0.15225
1994,17-29 y.,West,Secondary School Degree,0.28829,815,2308,0.26981,0.30677
1994,17-29 y.,West,Intermediate School Degree,0.28702,664,2308,0.26856,0.30548
1994,17-29 y.,West,Technical School Degree,0.05118,109,2308,0.04219,0.06017
1994,17-29 y.,West,Upper Secondary Degree,0.17936,355,2308,0.16370,0.19501
1994,17-29 y.,West,Other Degree,0.03238,127,2308,0.02515,0.03960
1994,17-29 y.,West,"Dropout, No School Degree",0.02304,82,2308,0.01692,0.02916
1994,17-29 y.,West,No School Degree Yet,0.07429,156,2308,0.06359,0.08499
1994,17-29 y.,East,Secondary School Degree,0.10113,81,804,0.08027,0.12198
1994,17-29 y.,East,Intermediate School Degree,0.66447,540,804,0.63181,0.69713
1994,17-29 y.,East,Upper Secondary Degree,0.12118,109,804,0.09860,0.14375
1994,17-29 y.,East,No School Degree Yet,0.06375,74,804,0.04685,0.08065
1994,30-45 y.,West,Secondary School Degree,0.44455,1158,2738,0.42594,0.46317
1994,30-45 y.,West,Intermediate School Degree,0.22401,574,2738,0.20839,0.23963
1994,30-45 y.,West,Technical School Degree,0.05504,129,2738,0.04649,0.06358
1994,30-45 y.,West,Upper Secondary Degree,0.17597,407,2738,0.16170,0.19024
1994,30-45 y.,West,Other Degree,0.04884,294,2738,0.04077,0.05691
1994,30-45 y.,West,"Dropout, No School Degree",0.02710,144,2738,0.02101,0.03318
1994,30-45 y.,West,No School Attended,0.00421,32,2738,0.00179,0.00664
1994,30-45 y.,East,Secondary School Degree,0.14514,193,1327,0.12618,0.16410
1994,30-45 y.,East,Intermediate School Degree,0.65856,893,1327,0.63303,0.68408
1994,30-45 y.,East,Upper Secondary Degree,0.18609,241,1327,0.16514,0.20704
1994,46-65 y.,West,Secondary School Degree,0.61981,1379,2663,0.60137,0.63825
1994,46-65 y.,West,Intermediate School Degree,0.16563,351,2663,0.15150,0.17975
1994,46-65 y.,West,Technical School Degree,0.02489,49,2663,0.01897,0.03080
1994,46-65 y.,West,Upper Secondary Degree,0.08471,175,2663,0.07413,0.09528
1994,46-65 y.,West,Other Degree,0.05719,417,2663,0.04837,0.06601
1994,46-65 y.,West,"Dropout, No School Degree",0.02939,225,2663,0.02297,0.03580
1994,46-65 y.,West,No School Attended,0.00925,67,2663,0.00561,0.01288
1994,46-65 y.,East,Secondary School Degree,0.66604,767,1162,0.63891,0.69317
1994,46-65 y.,East,Intermediate School Degree,0.20416,269,1162,0.18097,0.22735
1994,46-65 y.,East,Upper Secondary Degree,0.10325,126,1162,0.08575,0.12076
1994,66 and older,West,Secondary School Degree,0.70913,773,1008,0.68108,0.73718
1994,66 and older,West,Intermediate School Degree,0.18114,167,1008,0.15735,0.20493
1994,66 and older,West,Upper Secondary Degree,0.06670,68,1008,0.05129,0.08211
1994,66 and older,East,Secondary School Degree,0.82642,325,376,0.78809,0.86476
1994,66 and older,East,Intermediate School Degree,0.12812,51,376,0.09429,0.16195
1995,17-29 y.,West,Secondary School Degree,0.28080,776,2305,0.26245,0.29915
1995,17-29 y.,West,Intermediate School Degree,0.25802,642,2305,0.24016,0.27589
1995,17-29 y.,West,Technical School Degree,0.04606,103,2305,0.03750,0.05462
1995,17-29 y.,West,Upper Secondary Degree,0.18877,372,2305,0.17279,0.20475
1995,17-29 y.,West,Other Degree,0.05285,164,2305,0.04371,0.06198
1995,17-29 y.,West,"Dropout, No School Degree",0.01672,58,2305,0.01148,0.02195
1995,17-29 y.,West,No School Degree Yet,0.08862,190,2305,0.07702,0.10023
1995,17-29 y.,East,Secondary School Degree,0.09994,76,785,0.07895,0.12094
1995,17-29 y.,East,Intermediate School Degree,0.63339,504,785,0.59966,0.66712
1995,17-29 y.,East,Upper Secondary Degree,0.13253,116,785,0.10880,0.15627
1995,17-29 y.,East,No School Degree Yet,0.07520,89,785,0.05674,0.09366
1995,30-45 y.,West,Secondary School Degree,0.39153,1165,3060,0.37424,0.40883
1995,30-45 y.,West,Intermediate School Degree,0.24588,726,3060,0.23062,0.26114
1995,30-45 y.,West,Technical School Degree,0.05726,149,3060,0.04902,0.06549
1995,30-45 y.,West,Upper Secondary Degree,0.17474,441,3060,0.16128,0.18820
