"pgpsbil","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Anderer Abschluss","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","54","0.021122123782476","0.0108722093114504","0.0313720382535016"
"Anderer Abschluss","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","733","0.495070934227388","0.465538222114785","0.524603646339991"
"Ohne Abschluss verlassen","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","193","0.428385219055989","0.399155583834868","0.45761485427711"
"Noch kein Abschluss","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","175","0.0765438467166232","0.0608395781680429","0.0922481152652035"
"Keine Schule besucht","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5156","0.960595485111753","0.955720748809761","0.965470221413744"
"Hauptschulabschluss","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","1779","1","1","1"
"Realschulabschluss","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","61","0.0918763012588747","0.0711762439262988","0.112576358591451"
"Realschulabschluss","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","184","0.268858803361281","0.238475555436214","0.299242051286347"
"Fachhochschulreife","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","120","0.173666219950748","0.146518539958507","0.200813899942989"
"Fachhochschulreife","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Abitur","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Abitur","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Abitur","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","462","0.675591719423398","0.643509857621841","0.707673581224956"
"Abitur","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","492","0.685171376405803","0.651887492136966","0.718455260674641"
"Abitur","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","963","0.0394045148882475","0.0345297785862564","0.0442792511902386"
"Anderer Abschluss","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","154","0.0512199646066983","0.0361131171127184","0.0663268121006781"
"Anderer Abschluss","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","54","0.0195001429056593","0.0095909118177684","0.0294093739935503"
"Anderer Abschluss","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","677","0.533598713505166","0.503206301155607","0.563991125854724"
"Ohne Abschluss verlassen","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","196","0.385868562901483","0.356211490353345","0.415525635449621"
"Noch kein Abschluss","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","162","0.0805327235933514","0.063954719277473","0.0971107279092298"
"Keine Schule besucht","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5091","0.95748520845011","0.952400357073572","0.962570059826648"
"Hauptschulabschluss","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Hauptschulabschluss","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","1765","1","1","1"
"Realschulabschluss","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Realschulabschluss","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Realschulabschluss","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","62","0.0890153131230708","0.068511865772901","0.109518760473241"
"Realschulabschluss","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","174","0.262100645589084","0.231395045256137","0.29280624592203"
"Fachhochschulreife","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","117","0.171043744170579","0.143931941738106","0.198155546603051"
"Fachhochschulreife","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
