year,age_gr,bula_h,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Bavaria,Intermediate School Degree,0.29451,151,482,0.25377,0.33524
1984,17-29 y.,Bavaria,Upper Secondary Degree,0.13307,75,482,0.10272,0.16343
1984,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.60174,77,112,0.51067,0.69282
1984,30-45 y.,Schleswig-Holstein,Intermediate School Degree,0.23576,35,112,0.15679,0.31473
1984,30-45 y.,Hamburg,Secondary School Degree,0.42732,33,33,0.25592,0.59872
1984,30-45 y.,Lower Saxony,Secondary School Degree,0.60729,198,354,0.55634,0.65823
1984,30-45 y.,Lower Saxony,Intermediate School Degree,0.20786,69,354,0.16553,0.25019
1984,30-45 y.,Lower Saxony,Upper Secondary Degree,0.11163,39,354,0.07878,0.14448
1984,30-45 y.,Lower Saxony,Other Degree,0.03176,48,354,0.01347,0.05005
1984,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.57992,473,1048,0.55002,0.60982
1984,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.16680,142,1048,0.14421,0.18938
1984,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.12460,97,1048,0.10459,0.14460
1984,30-45 y.,North Rhine-Westphalia,Other Degree,0.05312,191,1048,0.03954,0.06671
1984,30-45 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03407,114,1048,0.02308,0.04506
1984,30-45 y.,North Rhine-Westphalia,No School Attended,0.00942,31,1048,0.00357,0.01527
1984,30-45 y.,Hesse,Secondary School Degree,0.54803,136,318,0.49324,0.60281
1984,30-45 y.,Hesse,Intermediate School Degree,0.19555,46,318,0.15189,0.23922
1984,30-45 y.,Hesse,Other Degree,0.07889,100,318,0.04922,0.10857
1984,30-45 y.,Hesse,"Dropout, No School Degree",0.02022,36,318,0.00472,0.03571
1984,30-45 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.70917,116,116,0.62617,0.79218
1984,30-45 y.,Baden-Wuerttemberg,Secondary School Degree,0.60388,287,687,0.56727,0.64048
1984,30-45 y.,Baden-Wuerttemberg,Intermediate School Degree,0.15188,72,687,0.12502,0.17874
1984,30-45 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.09334,46,687,0.07157,0.11510
1984,30-45 y.,Baden-Wuerttemberg,Other Degree,0.06254,183,687,0.04442,0.08065
1984,30-45 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.03603,99,687,0.02209,0.04998
1984,30-45 y.,Bavaria,Secondary School Degree,0.58725,311,642,0.54914,0.62537
1984,30-45 y.,Bavaria,Intermediate School Degree,0.21421,116,642,0.18245,0.24597
1984,30-45 y.,Bavaria,Upper Secondary Degree,0.08601,49,642,0.06430,0.10771
1984,30-45 y.,Bavaria,Other Degree,0.05635,128,642,0.03850,0.07420
1984,30-45 y.,Bavaria,"Dropout, No School Degree",0.01399,38,642,0.00490,0.02308
1984,30-45 y.,Berlin,Secondary School Degree,0.41892,44,44,0.27145,0.56639
1984,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.69091,68,68,0.58025,0.80157
1984,46-65 y.,Hamburg,Secondary School Degree,0.71607,43,43,0.57970,0.85244
1984,46-65 y.,Lower Saxony,Secondary School Degree,0.75366,242,286,0.70363,0.80368
1984,46-65 y.,Lower Saxony,Intermediate School Degree,0.14138,44,286,0.10093,0.18183
1984,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.73390,536,857,0.70430,0.76351
1984,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.13107,97,857,0.10846,0.15367
1984,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.05852,43,857,0.04279,0.07424
1984,46-65 y.,North Rhine-Westphalia,Other Degree,0.02107,90,857,0.01145,0.03069
1984,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02248,91,857,0.01255,0.03241
1984,46-65 y.,Hesse,Secondary School Degree,0.69282,210,349,0.64435,0.74129
1984,46-65 y.,Hesse,Intermediate School Degree,0.15139,47,349,0.11373,0.18905
1984,46-65 y.,Hesse,Other Degree,0.02452,51,349,0.00827,0.04077
1984,46-65 y.,Hesse,"Dropout, No School Degree",0.01927,41,349,0.00482,0.03371
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.81545,208,208,0.76260,0.86830
1984,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.71923,323,596,0.68312,0.75533
1984,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.12455,55,596,0.09802,0.15109
1984,46-65 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.06580,31,596,0.04588,0.08572
1984,46-65 y.,Baden-Wuerttemberg,Other Degree,0.02835,90,596,0.01501,0.04168
1984,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02394,97,596,0.01166,0.03622
1984,46-65 y.,Bavaria,Secondary School Degree,0.71494,374,550,0.67717,0.75270
1984,46-65 y.,Bavaria,Intermediate School Degree,0.14975,80,550,0.11991,0.17960
1984,46-65 y.,Bavaria,Upper Secondary Degree,0.06404,34,550,0.04356,0.08451
1984,46-65 y.,Bavaria,Other Degree,0.02044,62,550,0.00860,0.03228
1984,46-65 y.,Berlin,Secondary School Degree,0.63343,63,63,0.51348,0.75338
1984,66 and older,Schleswig-Holstein,Secondary School Degree,0.81327,35,35,0.68228,0.94426
1984,66 and older,Hamburg,Secondary School Degree,0.76015,35,35,0.61663,0.90368
1984,66 and older,Lower Saxony,Secondary School Degree,0.74406,116,116,0.66430,0.82382
1984,66 and older,North Rhine-Westphalia,Secondary School Degree,0.80918,223,254,0.76076,0.85760
1984,66 and older,North Rhine-Westphalia,Intermediate School Degree,0.10795,31,254,0.06971,0.14619
1984,66 and older,Hesse,Secondary School Degree,0.71335,73,73,0.60890,0.81780
1984,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.83213,91,91,0.75491,0.90935
1984,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.75260,159,193,0.69157,0.81364
1984,66 and older,Baden-Wuerttemberg,Intermediate School Degree,0.16373,34,193,0.11139,0.21607
1984,66 and older,Bavaria,Secondary School Degree,0.72918,168,203,0.66789,0.79046
1984,66 and older,Bavaria,Intermediate School Degree,0.15799,35,203,0.10769,0.20828
1984,66 and older,Berlin,Secondary School Degree,0.70178,34,34,0.54569,0.85787
1985,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.37141,33,33,0.20400,0.53883
1985,17-29 y.,Lower Saxony,Secondary School Degree,0.35908,106,238,0.29800,0.42016
1985,17-29 y.,Lower Saxony,Intermediate School Degree,0.34427,94,238,0.28378,0.40476
1985,17-29 y.,Lower Saxony,Upper Secondary Degree,0.12654,38,238,0.08422,0.16887
1985,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.31979,279,836,0.28815,0.35142
1985,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.30913,216,836,0.27778,0.34047
1985,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.06085,41,836,0.04463,0.07706
1985,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.16505,121,836,0.13987,0.19023
1985,17-29 y.,North Rhine-Westphalia,Other Degree,0.02461,69,836,0.01410,0.03512
1985,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03001,45,836,0.01843,0.04158
1985,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.08899,65,836,0.06968,0.10830
1985,17-29 y.,Hesse,Secondary School Degree,0.28638,114,283,0.23362,0.33915
1985,17-29 y.,Hesse,Intermediate School Degree,0.32335,78,283,0.26876,0.37795
1985,17-29 y.,Hesse,Upper Secondary Degree,0.21234,51,283,0.16461,0.26007
1985,17-29 y.,Hesse,Other Degree,0.03893,40,283,0.01635,0.06151
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.50407,119,176,0.42999,0.57815
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.27182,57,176,0.20590,0.33774
1985,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.42131,275,547,0.37989,0.46272
1985,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.29786,131,547,0.25950,0.33622
1985,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10137,44,547,0.07606,0.12669
1985,17-29 y.,Baden-Wuerttemberg,Other Degree,0.03509,55,547,0.01965,0.05052
1985,17-29 y.,Baden-Wuerttemberg,No School Degree Yet,0.08628,42,547,0.06273,0.10983
1985,17-29 y.,Bavaria,Secondary School Degree,0.47866,238,446,0.43225,0.52508
1985,17-29 y.,Bavaria,Intermediate School Degree,0.30222,141,446,0.25955,0.34489
1985,17-29 y.,Bavaria,Upper Secondary Degree,0.12343,67,446,0.09286,0.15399
1985,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.59444,70,103,0.49916,0.68973
1985,30-45 y.,Schleswig-Holstein,Intermediate School Degree,0.25919,33,103,0.17415,0.34423
1985,30-45 y.,Lower Saxony,Secondary School Degree,0.58559,175,320,0.53153,0.63965
1985,30-45 y.,Lower Saxony,Intermediate School Degree,0.22770,69,320,0.18168,0.27372
1985,30-45 y.,Lower Saxony,Upper Secondary Degree,0.11221,36,320,0.07757,0.14685
1985,30-45 y.,Lower Saxony,Other Degree,0.03606,40,320,0.01560,0.05653
1985,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.55829,433,924,0.52625,0.59032
1985,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.17237,138,924,0.14800,0.19674
1985,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.14529,107,924,0.12256,0.16803
1985,30-45 y.,North Rhine-Westphalia,Other Degree,0.04974,160,924,0.03572,0.06377
1985,30-45 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03097,86,924,0.01980,0.04215
1985,30-45 y.,Hesse,Secondary School Degree,0.51688,123,255,0.45542,0.57833
1985,30-45 y.,Hesse,Intermediate School Degree,0.20531,45,255,0.15563,0.25498
1985,30-45 y.,Hesse,Other Degree,0.08186,87,255,0.04815,0.11558
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.69088,94,94,0.59696,0.78481
1985,30-45 y.,Baden-Wuerttemberg,Secondary School Degree,0.58277,247,593,0.54305,0.62249
1985,30-45 y.,Baden-Wuerttemberg,Intermediate School Degree,0.15775,68,593,0.12838,0.18711
1985,30-45 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10076,42,593,0.07651,0.12501
1985,30-45 y.,Baden-Wuerttemberg,Other Degree,0.06452,157,593,0.04473,0.08431
1985,30-45 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.03595,79,593,0.02095,0.05094
1985,30-45 y.,Bavaria,Secondary School Degree,0.56785,273,577,0.52740,0.60831
1985,30-45 y.,Bavaria,Intermediate School Degree,0.23241,113,577,0.19792,0.26690
1985,30-45 y.,Bavaria,Upper Secondary Degree,0.08854,46,577,0.06534,0.11174
1985,30-45 y.,Bavaria,Other Degree,0.05729,114,577,0.03831,0.07627
1985,30-45 y.,Bavaria,"Dropout, No School Degree",0.01351,31,577,0.00408,0.02294
1985,30-45 y.,Berlin,Secondary School Degree,0.36473,36,36,0.20526,0.52420
1985,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.70944,67,67,0.59991,0.81898
1985,46-65 y.,Hamburg,Secondary School Degree,0.67979,41,41,0.53520,0.82438
1985,46-65 y.,Lower Saxony,Secondary School Degree,0.74814,229,270,0.69626,0.80001
1985,46-65 y.,Lower Saxony,Intermediate School Degree,0.14340,41,270,0.10151,0.18528
1985,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.72301,500,814,0.69225,0.75377
1985,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.13678,95,814,0.11316,0.16040
1985,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.06311,45,814,0.04640,0.07983
1985,46-65 y.,North Rhine-Westphalia,Other Degree,0.02319,85,814,0.01285,0.03354
1985,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02522,89,814,0.01444,0.03600
1985,46-65 y.,Hesse,Secondary School Degree,0.68859,194,325,0.63817,0.73901
1985,46-65 y.,Hesse,Intermediate School Degree,0.15932,45,325,0.11947,0.19917
1985,46-65 y.,Hesse,Other Degree,0.02581,49,325,0.00854,0.04307
1985,46-65 y.,Hesse,"Dropout, No School Degree",0.02027,37,325,0.00492,0.03561
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.82666,197,197,0.77367,0.87966
1985,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.71588,299,524,0.67723,0.75453
1985,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.13037,54,524,0.10151,0.15922
1985,46-65 y.,Baden-Wuerttemberg,Other Degree,0.03157,86,524,0.01659,0.04656
1985,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02266,85,524,0.00990,0.03541
1985,46-65 y.,Bavaria,Secondary School Degree,0.70548,342,507,0.66576,0.74519
1985,46-65 y.,Bavaria,Intermediate School Degree,0.15699,79,507,0.12529,0.18869
1985,46-65 y.,Bavaria,Upper Secondary Degree,0.06540,32,507,0.04386,0.08694
1985,46-65 y.,Bavaria,Other Degree,0.02170,54,507,0.00900,0.03439
1985,46-65 y.,Berlin,Secondary School Degree,0.59989,55,55,0.46922,0.73056
1985,66 and older,Hamburg,Secondary School Degree,0.73770,33,33,0.58529,0.89012
1985,66 and older,Lower Saxony,Secondary School Degree,0.70992,92,92,0.61668,0.80316
1985,66 and older,North Rhine-Westphalia,Secondary School Degree,0.80407,196,196,0.74836,0.85978
1985,66 and older,Hesse,Secondary School Degree,0.70955,66,66,0.59918,0.81991
1985,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.80884,78,78,0.72101,0.89667
1985,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.75431,133,133,0.68087,0.82775
1985,66 and older,Bavaria,Secondary School Degree,0.71305,146,179,0.64660,0.77951
1985,66 and older,Bavaria,Intermediate School Degree,0.16761,33,179,0.11274,0.22248
1986,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.38949,34,34,0.22311,0.55586
1986,17-29 y.,Lower Saxony,Secondary School Degree,0.34529,114,263,0.28771,0.40286
1986,17-29 y.,Lower Saxony,Intermediate School Degree,0.38644,108,263,0.32748,0.44540
1986,17-29 y.,Lower Saxony,Upper Secondary Degree,0.14278,41,263,0.10042,0.18515
1986,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.30787,264,804,0.27594,0.33979
1986,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.31007,211,804,0.27808,0.34206
1986,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.06202,40,804,0.04534,0.07870
1986,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.17377,116,804,0.14756,0.19998
1986,17-29 y.,North Rhine-Westphalia,Other Degree,0.02197,55,804,0.01183,0.03211
1986,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03203,43,804,0.01985,0.04420
1986,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.09093,75,804,0.07104,0.11081
1986,17-29 y.,Hesse,Secondary School Degree,0.29211,106,259,0.23662,0.34760
1986,17-29 y.,Hesse,Intermediate School Degree,0.32653,73,259,0.26931,0.38375
1986,17-29 y.,Hesse,Upper Secondary Degree,0.22081,48,259,0.17020,0.27143
1986,17-29 y.,Hesse,Other Degree,0.03824,32,259,0.01484,0.06164
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.47227,112,171,0.39722,0.54731
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.30597,59,171,0.23669,0.37524
1986,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.42872,280,577,0.38830,0.46914
1986,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.31074,142,577,0.27295,0.34854
1986,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10435,44,577,0.07939,0.12932
1986,17-29 y.,Baden-Wuerttemberg,Other Degree,0.03413,46,577,0.01930,0.04896
1986,17-29 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.02302,31,577,0.01077,0.03527
1986,17-29 y.,Baden-Wuerttemberg,No School Degree Yet,0.05768,34,577,0.03864,0.07672
1986,17-29 y.,Bavaria,Secondary School Degree,0.47987,224,403,0.43104,0.52871
1986,17-29 y.,Bavaria,Intermediate School Degree,0.25290,113,403,0.21041,0.29539
1986,17-29 y.,Bavaria,Upper Secondary Degree,0.14130,66,403,0.10725,0.17535
1986,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.60488,64,64,0.48416,0.72560
1986,30-45 y.,Lower Saxony,Secondary School Degree,0.58887,158,294,0.53253,0.64521
1986,30-45 y.,Lower Saxony,Intermediate School Degree,0.21306,61,294,0.16617,0.25995
1986,30-45 y.,Lower Saxony,Upper Secondary Degree,0.11958,38,294,0.08242,0.15673
1986,30-45 y.,Lower Saxony,Other Degree,0.03601,37,294,0.01468,0.05735
1986,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.53985,395,874,0.50679,0.57292
1986,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.18053,138,874,0.15502,0.20605
1986,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.15462,118,874,0.13063,0.17860
1986,30-45 y.,North Rhine-Westphalia,Other Degree,0.04853,144,874,0.03427,0.06278
1986,30-45 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.03168,79,874,0.02006,0.04330
1986,30-45 y.,Hesse,Secondary School Degree,0.46291,107,267,0.40299,0.52283
1986,30-45 y.,Hesse,Intermediate School Degree,0.20402,43,267,0.15559,0.25244
1986,30-45 y.,Hesse,Upper Secondary Degree,0.17748,35,267,0.13156,0.22339
1986,30-45 y.,Hesse,Other Degree,0.07131,82,267,0.04038,0.10223
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.67474,99,99,0.58199,0.76749
1986,30-45 y.,Baden-Wuerttemberg,Secondary School Degree,0.54940,228,558,0.50808,0.59072
1986,30-45 y.,Baden-Wuerttemberg,Intermediate School Degree,0.16620,66,558,0.13528,0.19711
1986,30-45 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.12650,48,558,0.09889,0.15411
1986,30-45 y.,Baden-Wuerttemberg,Other Degree,0.06597,147,558,0.04536,0.08659
1986,30-45 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.03543,69,558,0.02007,0.05078
1986,30-45 y.,Bavaria,Secondary School Degree,0.54081,247,519,0.49790,0.58373
1986,30-45 y.,Bavaria,Intermediate School Degree,0.24868,115,519,0.21145,0.28590
1986,30-45 y.,Bavaria,Upper Secondary Degree,0.11055,55,519,0.08355,0.13756
1986,30-45 y.,Bavaria,Other Degree,0.05404,102,519,0.03457,0.07351
1986,30-45 y.,Berlin,Secondary School Degree,0.38698,33,33,0.21823,0.55574
1986,46-65 y.,Schleswig-Holstein,Secondary School Degree,0.69947,61,61,0.58346,0.81548
1986,46-65 y.,Hamburg,Secondary School Degree,0.67529,36,36,0.52015,0.83043
1986,46-65 y.,Lower Saxony,Secondary School Degree,0.72526,224,271,0.67201,0.77850
1986,46-65 y.,Lower Saxony,Intermediate School Degree,0.15428,47,271,0.11120,0.19737
1986,46-65 y.,North Rhine-Westphalia,Secondary School Degree,0.71040,482,806,0.67906,0.74173
1986,46-65 y.,North Rhine-Westphalia,Intermediate School Degree,0.14734,98,806,0.12286,0.17183
1986,46-65 y.,North Rhine-Westphalia,Upper Secondary Degree,0.06271,44,806,0.04596,0.07945
1986,46-65 y.,North Rhine-Westphalia,Other Degree,0.02606,96,806,0.01505,0.03706
1986,46-65 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02503,86,806,0.01424,0.03583
1986,46-65 y.,Hesse,Secondary School Degree,0.67139,169,286,0.61686,0.72592
1986,46-65 y.,Hesse,Intermediate School Degree,0.17229,40,286,0.12845,0.21614
1986,46-65 y.,Hesse,Other Degree,0.02684,43,286,0.00808,0.04561
1986,46-65 y.,Hesse,"Dropout, No School Degree",0.02170,34,286,0.00478,0.03861
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.82245,199,199,0.76922,0.87567
1986,46-65 y.,Baden-Wuerttemberg,Secondary School Degree,0.71368,302,533,0.67526,0.75209
1986,46-65 y.,Baden-Wuerttemberg,Intermediate School Degree,0.13483,57,533,0.10581,0.16386
1986,46-65 y.,Baden-Wuerttemberg,Other Degree,0.03509,99,533,0.01945,0.05073
1986,46-65 y.,Baden-Wuerttemberg,"Dropout, No School Degree",0.01878,75,533,0.00725,0.03032
1986,46-65 y.,Bavaria,Secondary School Degree,0.70174,316,481,0.66081,0.74267
1986,46-65 y.,Bavaria,Intermediate School Degree,0.15577,72,481,0.12333,0.18821
1986,46-65 y.,Bavaria,Upper Secondary Degree,0.07086,31,481,0.04791,0.09382
1986,46-65 y.,Bavaria,Other Degree,0.02539,62,481,0.01132,0.03947
1986,46-65 y.,Berlin,Secondary School Degree,0.60698,58,58,0.48018,0.73378
1986,66 and older,Hamburg,Secondary School Degree,0.75189,31,31,0.59733,0.90645
1986,66 and older,Lower Saxony,Secondary School Degree,0.71054,88,88,0.61524,0.80584
1986,66 and older,North Rhine-Westphalia,Secondary School Degree,0.77291,180,180,0.71154,0.83429
1986,66 and older,Hesse,Secondary School Degree,0.66952,61,61,0.55049,0.78854
1986,66 and older,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.77585,73,73,0.67952,0.87218
1986,66 and older,Baden-Wuerttemberg,Secondary School Degree,0.74647,116,116,0.66695,0.82598
1986,66 and older,Bavaria,Secondary School Degree,0.70471,128,161,0.63402,0.77539
1986,66 and older,Bavaria,Intermediate School Degree,0.17598,33,161,0.11698,0.23499
1987,17-29 y.,Schleswig-Holstein,Secondary School Degree,0.39027,39,39,0.23517,0.54537
1987,17-29 y.,Lower Saxony,Secondary School Degree,0.30846,105,267,0.25295,0.36396
1987,17-29 y.,Lower Saxony,Intermediate School Degree,0.39278,114,267,0.33409,0.45147
1987,17-29 y.,Lower Saxony,Upper Secondary Degree,0.18153,48,267,0.13521,0.22786
1987,17-29 y.,North Rhine-Westphalia,Secondary School Degree,0.30385,256,784,0.27163,0.33606
1987,17-29 y.,North Rhine-Westphalia,Intermediate School Degree,0.29658,202,784,0.26459,0.32857
1987,17-29 y.,North Rhine-Westphalia,Technical School Degree,0.06375,40,784,0.04664,0.08086
1987,17-29 y.,North Rhine-Westphalia,Upper Secondary Degree,0.19106,116,784,0.16353,0.21860
1987,17-29 y.,North Rhine-Westphalia,Other Degree,0.02238,54,784,0.01202,0.03274
1987,17-29 y.,North Rhine-Westphalia,"Dropout, No School Degree",0.02667,34,784,0.01538,0.03795
1987,17-29 y.,North Rhine-Westphalia,No School Degree Yet,0.09517,82,784,0.07462,0.11572
1987,17-29 y.,Hesse,Secondary School Degree,0.31184,111,256,0.25498,0.36870
1987,17-29 y.,Hesse,Intermediate School Degree,0.32768,73,256,0.27007,0.38529
1987,17-29 y.,Hesse,Upper Secondary Degree,0.19871,37,256,0.14974,0.24769
1987,17-29 y.,Hesse,Other Degree,0.04108,35,256,0.01672,0.06545
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.48116,111,167,0.40515,0.55717
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.29760,56,167,0.22805,0.36715
1987,17-29 y.,Baden-Wuerttemberg,Secondary School Degree,0.41336,274,505,0.37037,0.45635
1987,17-29 y.,Baden-Wuerttemberg,Intermediate School Degree,0.32634,141,505,0.28541,0.36728
1987,17-29 y.,Baden-Wuerttemberg,Upper Secondary Degree,0.10959,44,505,0.08231,0.13686
1987,17-29 y.,Baden-Wuerttemberg,Other Degree,0.04214,46,505,0.02460,0.05968
1987,17-29 y.,Bavaria,Secondary School Degree,0.49328,237,411,0.44488,0.54167
1987,17-29 y.,Bavaria,Intermediate School Degree,0.25766,114,411,0.21533,0.29999
1987,17-29 y.,Bavaria,Upper Secondary Degree,0.13281,60,411,0.09996,0.16566
1987,30-45 y.,Schleswig-Holstein,Secondary School Degree,0.56183,57,92,0.45989,0.66378
1987,30-45 y.,Schleswig-Holstein,Intermediate School Degree,0.33269,35,92,0.23588,0.42950
1987,30-45 y.,Lower Saxony,Secondary School Degree,0.59049,151,239,0.52802,0.65297
1987,30-45 y.,Lower Saxony,Intermediate School Degree,0.20698,57,239,0.15551,0.25846
1987,30-45 y.,Lower Saxony,Upper Secondary Degree,0.10598,31,239,0.06687,0.14508
1987,30-45 y.,North Rhine-Westphalia,Secondary School Degree,0.53147,389,870,0.49829,0.56465
1987,30-45 y.,North Rhine-Westphalia,Intermediate School Degree,0.19226,145,870,0.16605,0.21846
1987,30-45 y.,North Rhine-Westphalia,Upper Secondary Degree,0.15129,118,870,0.12747,0.17512
1987,30-45 y.,North Rhine-Westphalia,Other Degree,0.05001,140,870,0.03552,0.06450
