year,migback,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,No School Degree Yet,0.01090,36,2719,0.00700,0.01480
1986,Direct migration background,No School Attended,0.03341,160,2719,0.02665,0.04016
1986,Indirect migration background,Secondary School Degree,0.49352,81,81,0.38396,0.60308
1987,No migration background,Secondary School Degree,0.61416,4400,7392,0.60306,0.62525
1987,No migration background,Intermediate School Degree,0.21581,1640,7392,0.20644,0.22519
1987,No migration background,Technical School Degree,0.03416,257,7392,0.03001,0.03830
1987,No migration background,Upper Secondary Degree,0.10768,838,7392,0.10062,0.11475
1987,No migration background,Other Degree,0.00563,47,7392,0.00393,0.00734
1987,No migration background,"Dropout, No School Degree",0.00816,59,7392,0.00611,0.01021
1987,No migration background,No School Degree Yet,0.01438,151,7392,0.01167,0.01710
1987,Direct migration background,Secondary School Degree,0.37168,611,2702,0.35345,0.38990
1987,Direct migration background,Intermediate School Degree,0.11555,154,2702,0.10349,0.12761
1987,Direct migration background,Upper Secondary Degree,0.07568,83,2702,0.06570,0.08565
1987,Direct migration background,Other Degree,0.24887,1089,2702,0.23256,0.26517
1987,Direct migration background,"Dropout, No School Degree",0.12067,573,2702,0.10838,0.13295
1987,Direct migration background,No School Degree Yet,0.00911,35,2702,0.00552,0.01269
1987,Direct migration background,No School Attended,0.03510,157,2702,0.02816,0.04204
1987,Indirect migration background,Secondary School Degree,0.50704,89,121,0.41759,0.59650
1987,Indirect migration background,Intermediate School Degree,0.21595,32,121,0.14233,0.28958
1988,No migration background,Secondary School Degree,0.61083,4152,6989,0.59940,0.62227
1988,No migration background,Intermediate School Degree,0.21664,1570,6989,0.20698,0.22630
1988,No migration background,Technical School Degree,0.03439,243,6989,0.03012,0.03867
1988,No migration background,Upper Secondary Degree,0.11070,802,6989,0.10335,0.11806
1988,No migration background,Other Degree,0.00522,42,6989,0.00353,0.00691
1988,No migration background,"Dropout, No School Degree",0.00806,55,6989,0.00597,0.01016
1988,No migration background,No School Degree Yet,0.01412,125,6989,0.01136,0.01689
1988,Direct migration background,Secondary School Degree,0.39295,617,2530,0.37391,0.41199
1988,Direct migration background,Intermediate School Degree,0.11946,151,2530,0.10682,0.13210
1988,Direct migration background,Upper Secondary Degree,0.07903,81,2530,0.06852,0.08955
1988,Direct migration background,Other Degree,0.23052,1012,2530,0.21410,0.24693
1988,Direct migration background,"Dropout, No School Degree",0.11024,518,2530,0.09803,0.12245
1988,Direct migration background,No School Attended,0.03400,151,2530,0.02693,0.04106
1988,Indirect migration background,Secondary School Degree,0.47309,103,146,0.39182,0.55435
1988,Indirect migration background,Intermediate School Degree,0.21807,43,146,0.15086,0.28529
1989,No migration background,Secondary School Degree,0.60166,3935,6720,0.58996,0.61337
1989,No migration background,Intermediate School Degree,0.21643,1510,6720,0.20658,0.22628
1989,No migration background,Technical School Degree,0.03570,246,6720,0.03127,0.04014
1989,No migration background,Upper Secondary Degree,0.11668,813,6720,0.10900,0.12436
1989,No migration background,Other Degree,0.00499,39,6720,0.00331,0.00668
1989,No migration background,"Dropout, No School Degree",0.00816,56,6720,0.00601,0.01031
1989,No migration background,No School Degree Yet,0.01636,121,6720,0.01332,0.01939
1989,Direct migration background,Secondary School Degree,0.38288,599,2452,0.36363,0.40212
1989,Direct migration background,Intermediate School Degree,0.11853,150,2452,0.10573,0.13133
1989,Direct migration background,Upper Secondary Degree,0.08449,91,2452,0.07348,0.09550
1989,Direct migration background,Other Degree,0.23656,976,2452,0.21973,0.25338
1989,Direct migration background,"Dropout, No School Degree",0.10852,492,2452,0.09620,0.12083
1989,Direct migration background,No School Attended,0.03309,144,2452,0.02601,0.04018
1989,Indirect migration background,Secondary School Degree,0.44820,118,199,0.37893,0.51747
1989,Indirect migration background,Intermediate School Degree,0.20121,50,199,0.14536,0.25705
1989,Indirect migration background,No School Degree Yet,0.13920,31,199,0.09098,0.18741
1990,No migration background,Secondary School Degree,0.56050,5455,10805,0.55114,0.56986
1990,No migration background,Intermediate School Degree,0.26509,3492,10805,0.25677,0.27342
1990,No migration background,Technical School Degree,0.02860,247,10805,0.02545,0.03174
1990,No migration background,Upper Secondary Degree,0.11827,1320,10805,0.11218,0.12436
1990,No migration background,Other Degree,0.00739,92,10805,0.00577,0.00900
1990,No migration background,"Dropout, No School Degree",0.00747,67,10805,0.00585,0.00910
1990,No migration background,No School Degree Yet,0.01266,132,10805,0.01055,0.01477
1990,Direct migration background,Secondary School Degree,0.39229,668,2582,0.37345,0.41112
1990,Direct migration background,Intermediate School Degree,0.12661,178,2582,0.11378,0.13944
1990,Direct migration background,Technical School Degree,0.02463,33,2582,0.01865,0.03061
1990,Direct migration background,Upper Secondary Degree,0.08423,109,2582,0.07351,0.09494
1990,Direct migration background,Other Degree,0.22986,960,2582,0.21363,0.24609
1990,Direct migration background,"Dropout, No School Degree",0.10103,465,2582,0.08941,0.11266
1990,Direct migration background,No School Degree Yet,0.00930,31,2582,0.00560,0.01300
1990,Direct migration background,No School Attended,0.03205,138,2582,0.02525,0.03884
1990,Indirect migration background,Secondary School Degree,0.45274,136,225,0.38755,0.51792
1990,Indirect migration background,Intermediate School Degree,0.20847,53,225,0.15527,0.26166
1990,Indirect migration background,No School Degree Yet,0.13789,36,225,0.09273,0.18304
1991,No migration background,Secondary School Degree,0.55014,5211,10468,0.54061,0.55967
1991,No migration background,Intermediate School Degree,0.27100,3415,10468,0.26249,0.27952
1991,No migration background,Technical School Degree,0.03005,254,10468,0.02678,0.03332
1991,No migration background,Upper Secondary Degree,0.12222,1308,10468,0.11595,0.12850
1991,No migration background,Other Degree,0.00713,82,10468,0.00552,0.00874
1991,No migration background,"Dropout, No School Degree",0.00868,98,10468,0.00690,0.01046
1991,No migration background,No School Degree Yet,0.01076,100,10468,0.00879,0.01274
1991,Direct migration background,Secondary School Degree,0.38418,655,2512,0.36516,0.40321
1991,Direct migration background,Intermediate School Degree,0.13051,183,2512,0.11733,0.14368
1991,Direct migration background,Technical School Degree,0.02231,34,2512,0.01653,0.02808
1991,Direct migration background,Upper Secondary Degree,0.08729,110,2512,0.07625,0.09833
1991,Direct migration background,Other Degree,0.23210,940,2512,0.21558,0.24861
1991,Direct migration background,"Dropout, No School Degree",0.10286,459,2512,0.09098,0.11475
1991,Direct migration background,No School Attended,0.03189,131,2512,0.02502,0.03876
1991,Indirect migration background,Secondary School Degree,0.46390,155,255,0.40257,0.52523
1991,Indirect migration background,Intermediate School Degree,0.21162,65,255,0.16139,0.26185
1991,Indirect migration background,No School Degree Yet,0.09812,35,255,0.06153,0.13470
1992,No migration background,Secondary School Degree,0.54371,5019,10202,0.53404,0.55337
1992,No migration background,Intermediate School Degree,0.27403,3348,10202,0.26537,0.28268
1992,No migration background,Technical School Degree,0.03117,258,10202,0.02779,0.03454
1992,No migration background,Upper Secondary Degree,0.12524,1295,10202,0.11882,0.13166
1992,No migration background,Other Degree,0.00697,78,10202,0.00535,0.00858
1992,No migration background,"Dropout, No School Degree",0.00808,84,10202,0.00635,0.00982
1992,No migration background,No School Degree Yet,0.01079,120,10202,0.00879,0.01280
1992,Direct migration background,Secondary School Degree,0.37804,642,2443,0.35881,0.39727
1992,Direct migration background,Intermediate School Degree,0.12161,176,2443,0.10865,0.13458
1992,Direct migration background,Technical School Degree,0.02196,38,2443,0.01615,0.02778
1992,Direct migration background,Upper Secondary Degree,0.09098,111,2443,0.07957,0.10239
1992,Direct migration background,Other Degree,0.24198,911,2443,0.22499,0.25897
1992,Direct migration background,"Dropout, No School Degree",0.10557,442,2443,0.09338,0.11775
1992,Direct migration background,No School Attended,0.03156,123,2443,0.02462,0.03849
1992,Indirect migration background,Secondary School Degree,0.42662,176,307,0.37121,0.48204
1992,Indirect migration background,Intermediate School Degree,0.25826,80,307,0.20922,0.30730
1992,Indirect migration background,No School Degree Yet,0.13315,51,307,0.09509,0.17122
1993,No migration background,Secondary School Degree,0.53673,4851,9994,0.52695,0.54651
1993,No migration background,Intermediate School Degree,0.27832,3297,9994,0.26953,0.28710
1993,No migration background,Technical School Degree,0.03142,259,9994,0.02800,0.03484
1993,No migration background,Upper Secondary Degree,0.12805,1313,9994,0.12150,0.13460
1993,No migration background,Other Degree,0.00676,72,9994,0.00516,0.00837
1993,No migration background,"Dropout, No School Degree",0.00846,80,9994,0.00666,0.01025
1993,No migration background,No School Degree Yet,0.01024,122,9994,0.00827,0.01222
1993,Direct migration background,Secondary School Degree,0.36846,626,2379,0.34907,0.38785
1993,Direct migration background,Intermediate School Degree,0.11496,167,2379,0.10214,0.12778
1993,Direct migration background,Technical School Degree,0.02261,35,2379,0.01664,0.02859
1993,Direct migration background,Upper Secondary Degree,0.09634,112,2379,0.08448,0.10819
1993,Direct migration background,Other Degree,0.24858,886,2379,0.23121,0.26595
1993,Direct migration background,"Dropout, No School Degree",0.10779,429,2379,0.09532,0.12025
1993,Direct migration background,No School Attended,0.03473,124,2379,0.02737,0.04209
1993,Indirect migration background,Secondary School Degree,0.41528,193,380,0.36567,0.46489
1993,Indirect migration background,Intermediate School Degree,0.27616,106,380,0.23115,0.32117
1993,Indirect migration background,Upper Secondary Degree,0.08327,33,380,0.05546,0.11109
1993,Indirect migration background,No School Degree Yet,0.13535,48,380,0.10091,0.16979
1994,No migration background,Secondary School Degree,0.53103,4706,9857,0.52118,0.54088
1994,No migration background,Intermediate School Degree,0.27659,3242,9857,0.26776,0.28543
1994,No migration background,Technical School Degree,0.03327,270,9857,0.02973,0.03681
1994,No migration background,Upper Secondary Degree,0.13217,1348,9857,0.12548,0.13886
1994,No migration background,Other Degree,0.00631,65,9857,0.00475,0.00788
1994,No migration background,"Dropout, No School Degree",0.00773,68,9857,0.00600,0.00946
1994,No migration background,No School Degree Yet,0.01287,158,9857,0.01064,0.01509
1994,Direct migration background,Secondary School Degree,0.36382,595,2233,0.34386,0.38378
1994,Direct migration background,Intermediate School Degree,0.11251,158,2233,0.09940,0.12562
1994,Direct migration background,Technical School Degree,0.02269,37,2233,0.01652,0.02887
1994,Direct migration background,Upper Secondary Degree,0.10545,109,2233,0.09271,0.11819
1994,Direct migration background,Other Degree,0.24720,818,2233,0.22931,0.26510
1994,Direct migration background,"Dropout, No School Degree",0.10817,402,2233,0.09528,0.12105
1994,Direct migration background,No School Attended,0.03364,114,2233,0.02616,0.04112
1994,Indirect migration background,Secondary School Degree,0.39018,190,395,0.34202,0.43835
1994,Indirect migration background,Intermediate School Degree,0.26223,109,395,0.21880,0.30566
1994,Indirect migration background,Upper Secondary Degree,0.08923,36,395,0.06108,0.11738
1994,Indirect migration background,No School Degree Yet,0.17922,60,395,0.14135,0.21709
1995,No migration background,Secondary School Degree,0.52457,4577,9825,0.51470,0.53445
1995,No migration background,Intermediate School Degree,0.27674,3277,9825,0.26790,0.28559
1995,No migration background,Technical School Degree,0.03423,277,9825,0.03064,0.03783
1995,No migration background,Upper Secondary Degree,0.13696,1379,9825,0.13016,0.14376
1995,No migration background,Other Degree,0.00647,69,9825,0.00488,0.00805
1995,No migration background,"Dropout, No School Degree",0.00610,57,9825,0.00456,0.00763
1995,No migration background,No School Degree Yet,0.01490,189,9825,0.01250,0.01730
1995,Direct migration background,Secondary School Degree,0.31809,631,2636,0.30031,0.33587
1995,Direct migration background,Intermediate School Degree,0.10628,188,2636,0.09451,0.11804
1995,Direct migration background,Technical School Degree,0.02491,48,2636,0.01896,0.03086
1995,Direct migration background,Upper Secondary Degree,0.10249,144,2636,0.09091,0.11407
1995,Direct migration background,Other Degree,0.32053,1075,2636,0.30272,0.33835
1995,Direct migration background,"Dropout, No School Degree",0.08875,408,2636,0.07790,0.09961
1995,Direct migration background,No School Degree Yet,0.01745,38,2636,0.01245,0.02245
1995,Direct migration background,No School Attended,0.02149,104,2636,0.01596,0.02703
1995,Indirect migration background,Secondary School Degree,0.37432,186,399,0.32678,0.42187
1995,Indirect migration background,Intermediate School Degree,0.28267,117,399,0.23843,0.32691
1995,Indirect migration background,Upper Secondary Degree,0.09428,43,399,0.06557,0.12299
1995,Indirect migration background,No School Degree Yet,0.14488,53,399,0.11030,0.17946
1996,No migration background,Secondary School Degree,0.51683,4455,9724,0.50690,0.52676
1996,No migration background,Intermediate School Degree,0.27954,3280,9724,0.27062,0.28846
1996,No migration background,Technical School Degree,0.03433,274,9724,0.03071,0.03795
1996,No migration background,Upper Secondary Degree,0.13849,1382,9724,0.13162,0.14536
1996,No migration background,Other Degree,0.00639,70,9724,0.00480,0.00797
1996,No migration background,"Dropout, No School Degree",0.00669,56,9724,0.00507,0.00831
1996,No migration background,No School Degree Yet,0.01770,207,9724,0.01508,0.02032
1996,Direct migration background,Secondary School Degree,0.31617,607,2436,0.29770,0.33463
1996,Direct migration background,Intermediate School Degree,0.11016,176,2436,0.09773,0.12260
1996,Direct migration background,Technical School Degree,0.02842,51,2436,0.02182,0.03502
1996,Direct migration background,Upper Secondary Degree,0.09606,132,2436,0.08436,0.10777
1996,Direct migration background,Other Degree,0.32334,1002,2436,0.30476,0.34192
1996,Direct migration background,"Dropout, No School Degree",0.08944,375,2436,0.07810,0.10077
1996,Direct migration background,No School Attended,0.02127,93,2436,0.01554,0.02700
1996,Indirect migration background,Secondary School Degree,0.38112,199,436,0.33548,0.42676
1996,Indirect migration background,Intermediate School Degree,0.29218,127,436,0.24944,0.33491
1996,Indirect migration background,Upper Secondary Degree,0.13063,57,436,0.09896,0.16230
1996,Indirect migration background,No School Degree Yet,0.12192,53,436,0.09117,0.15267
1997,No migration background,Secondary School Degree,0.51192,4340,9593,0.50192,0.52192
1997,No migration background,Intermediate School Degree,0.27995,3230,9593,0.27097,0.28894
1997,No migration background,Technical School Degree,0.03580,277,9593,0.03208,0.03951
1997,No migration background,Upper Secondary Degree,0.14173,1405,9593,0.13475,0.14871
1997,No migration background,Other Degree,0.00610,64,9593,0.00455,0.00766
1997,No migration background,"Dropout, No School Degree",0.00667,57,9593,0.00504,0.00830
1997,No migration background,No School Degree Yet,0.01778,220,9593,0.01513,0.02042
1997,Direct migration background,Secondary School Degree,0.31890,586,2316,0.29991,0.33788
1997,Direct migration background,Intermediate School Degree,0.10945,176,2316,0.09673,0.12217
1997,Direct migration background,Technical School Degree,0.02912,50,2316,0.02227,0.03597
1997,Direct migration background,Upper Secondary Degree,0.09623,130,2316,0.08422,0.10824
1997,Direct migration background,Other Degree,0.31950,938,2316,0.30050,0.33849
1997,Direct migration background,"Dropout, No School Degree",0.09034,347,2316,0.07866,0.10201
1997,Direct migration background,No School Attended,0.02307,89,2316,0.01696,0.02919
1997,Indirect migration background,Secondary School Degree,0.39532,209,460,0.35059,0.44004
1997,Indirect migration background,Intermediate School Degree,0.28529,129,460,0.24398,0.32660
1997,Indirect migration background,Upper Secondary Degree,0.13469,57,460,0.10346,0.16592
1997,Indirect migration background,No School Degree Yet,0.12209,65,460,0.09214,0.15204
1998,No migration background,Secondary School Degree,0.49683,4819,10721,0.48737,0.50630
1998,No migration background,Intermediate School Degree,0.28692,3569,10721,0.27836,0.29548
1998,No migration background,Technical School Degree,0.03774,335,10721,0.03414,0.04135
1998,No migration background,Upper Secondary Degree,0.14569,1608,10721,0.13901,0.15237
1998,No migration background,Other Degree,0.00807,89,10721,0.00638,0.00976
1998,No migration background,"Dropout, No School Degree",0.00688,66,10721,0.00531,0.00844
1998,No migration background,No School Degree Yet,0.01780,235,10721,0.01529,0.02030
1998,Direct migration background,Secondary School Degree,0.31196,577,2212,0.29265,0.33127
1998,Direct migration background,Intermediate School Degree,0.10109,169,2212,0.08853,0.11366
1998,Direct migration background,Technical School Degree,0.02556,44,2212,0.01898,0.03214
1998,Direct migration background,Upper Secondary Degree,0.09545,138,2212,0.08320,0.10770
1998,Direct migration background,Other Degree,0.33081,885,2212,0.31120,0.35042
1998,Direct migration background,"Dropout, No School Degree",0.09660,317,2212,0.08429,0.10892
1998,Direct migration background,No School Attended,0.02470,82,2212,0.01823,0.03117
1998,Indirect migration background,Secondary School Degree,0.36893,210,484,0.32590,0.41196
1998,Indirect migration background,Intermediate School Degree,0.28554,140,484,0.24526,0.32582
1998,Indirect migration background,Upper Secondary Degree,0.14136,65,484,0.11029,0.17243
1998,Indirect migration background,No School Degree Yet,0.12915,69,484,0.09924,0.15905
1999,No migration background,Secondary School Degree,0.49531,4719,10629,0.48580,0.50482
1999,No migration background,Intermediate School Degree,0.28651,3558,10629,0.27792,0.29511
1999,No migration background,Technical School Degree,0.03654,326,10629,0.03297,0.04010
1999,No migration background,Upper Secondary Degree,0.14823,1636,10629,0.14148,0.15499
1999,No migration background,Other Degree,0.00844,91,10629,0.00670,0.01018
1999,No migration background,"Dropout, No School Degree",0.00734,69,10629,0.00572,0.00897
1999,No migration background,No School Degree Yet,0.01755,230,10629,0.01505,0.02004
1999,Direct migration background,Secondary School Degree,0.30913,548,2066,0.28919,0.32906
1999,Direct migration background,Intermediate School Degree,0.09523,156,2066,0.08257,0.10789
1999,Direct migration background,Technical School Degree,0.02694,43,2066,0.01996,0.03393
1999,Direct migration background,Upper Secondary Degree,0.09735,124,2066,0.08456,0.11013
1999,Direct migration background,Other Degree,0.33627,816,2066,0.31589,0.35665
1999,Direct migration background,"Dropout, No School Degree",0.10368,305,2066,0.09053,0.11683
1999,Direct migration background,No School Attended,0.02206,74,2066,0.01572,0.02839
1999,Indirect migration background,Secondary School Degree,0.37164,218,490,0.32881,0.41447
1999,Indirect migration background,Intermediate School Degree,0.27325,135,490,0.23375,0.31275
1999,Indirect migration background,Upper Secondary Degree,0.14835,72,490,0.11685,0.17986
1999,Indirect migration background,No School Degree Yet,0.13531,65,490,0.10499,0.16563
2000,No migration background,Secondary School Degree,0.46978,8727,19954,0.46286,0.47671
2000,No migration background,Intermediate School Degree,0.29332,6428,19954,0.28700,0.29964
2000,No migration background,Technical School Degree,0.04889,907,19954,0.04590,0.05189
2000,No migration background,Upper Secondary Degree,0.16080,3298,19954,0.15570,0.16589
2000,No migration background,Other Degree,0.00657,132,19954,0.00545,0.00769
2000,No migration background,"Dropout, No School Degree",0.00531,91,19954,0.00430,0.00631
2000,No migration background,No School Degree Yet,0.01534,371,19954,0.01363,0.01704
2000,Direct migration background,Secondary School Degree,0.26456,879,3271,0.24944,0.27968
2000,Direct migration background,Intermediate School Degree,0.10729,315,3271,0.09668,0.11789
2000,Direct migration background,Technical School Degree,0.02732,77,3271,0.02173,0.03290
2000,Direct migration background,Upper Secondary Degree,0.09764,253,3271,0.08747,0.10782
2000,Direct migration background,Other Degree,0.39386,1373,3271,0.37711,0.41061
2000,Direct migration background,"Dropout, No School Degree",0.08949,311,3271,0.07971,0.09927
2000,Direct migration background,No School Degree Yet,0.01786,63,3271,0.01332,0.02240
2000,Indirect migration background,Secondary School Degree,0.37454,324,789,0.34075,0.40834
2000,Indirect migration background,Intermediate School Degree,0.29992,238,789,0.26793,0.33191
2000,Indirect migration background,Technical School Degree,0.04585,32,789,0.03125,0.06045
2000,Indirect migration background,Upper Secondary Degree,0.15433,128,789,0.12910,0.17955
2000,Indirect migration background,No School Degree Yet,0.08297,67,789,0.06371,0.10223
2001,No migration background,Secondary School Degree,0.45731,7649,18147,0.45006,0.46456
2001,No migration background,Intermediate School Degree,0.29542,5924,18147,0.28878,0.30206
2001,No migration background,Technical School Degree,0.05018,853,18147,0.04700,0.05336
2001,No migration background,Upper Secondary Degree,0.16757,3105,18147,0.16213,0.17300
2001,No migration background,Other Degree,0.00622,103,18147,0.00507,0.00736
2001,No migration background,"Dropout, No School Degree",0.00558,85,18147,0.00449,0.00666
2001,No migration background,No School Degree Yet,0.01774,428,18147,0.01581,0.01966
2001,Direct migration background,Secondary School Degree,0.26385,785,2873,0.24774,0.27997
2001,Direct migration background,Intermediate School Degree,0.10747,285,2873,0.09614,0.11879
2001,Direct migration background,Technical School Degree,0.02930,72,2873,0.02313,0.03546
2001,Direct migration background,Upper Secondary Degree,0.09668,227,2873,0.08588,0.10749
2001,Direct migration background,Other Degree,0.41585,1239,2873,0.39783,0.43388
2001,Direct migration background,"Dropout, No School Degree",0.06724,219,2873,0.05808,0.07639
2001,Direct migration background,No School Degree Yet,0.01731,46,2873,0.01254,0.02208
2001,Indirect migration background,Secondary School Degree,0.37023,292,724,0.33503,0.40543
2001,Indirect migration background,Intermediate School Degree,0.28334,209,724,0.25049,0.31619
2001,Indirect migration background,Technical School Degree,0.04602,32,724,0.03075,0.06130
2001,Indirect migration background,Upper Secondary Degree,0.16854,125,724,0.14125,0.19583
2001,Indirect migration background,No School Degree Yet,0.09015,66,724,0.06927,0.11102
2002,No migration background,Secondary School Degree,0.45788,7348,19306,0.45085,0.46491
2002,No migration background,Intermediate School Degree,0.29969,6193,19306,0.29323,0.30616
2002,No migration background,Technical School Degree,0.04896,986,19306,0.04591,0.05200
2002,No migration background,Upper Secondary Degree,0.16417,4107,19306,0.15895,0.16940
2002,No migration background,Other Degree,0.00619,108,19306,0.00508,0.00729
2002,No migration background,"Dropout, No School Degree",0.00549,80,19306,0.00445,0.00654
2002,No migration background,No School Degree Yet,0.01762,484,19306,0.01576,0.01948
2002,Direct migration background,Secondary School Degree,0.26001,721,2748,0.24361,0.27641
2002,Direct migration background,Intermediate School Degree,0.10732,279,2748,0.09574,0.11889
2002,Direct migration background,Technical School Degree,0.02897,70,2748,0.02270,0.03524
2002,Direct migration background,Upper Secondary Degree,0.09005,234,2748,0.07934,0.10075
2002,Direct migration background,Other Degree,0.42103,1192,2748,0.40257,0.43950
2002,Direct migration background,"Dropout, No School Degree",0.06820,200,2748,0.05877,0.07763
2002,Direct migration background,No School Degree Yet,0.02233,52,2748,0.01681,0.02786
2002,Indirect migration background,Secondary School Degree,0.35999,255,723,0.32498,0.39501
2002,Indirect migration background,Intermediate School Degree,0.29472,212,723,0.26147,0.32798
2002,Indirect migration background,Technical School Degree,0.05038,34,723,0.03442,0.06633
2002,Indirect migration background,Upper Secondary Degree,0.15297,145,723,0.12672,0.17923
2002,Indirect migration background,No School Degree Yet,0.10827,77,723,0.08560,0.13093
2003,No migration background,Secondary School Degree,0.44639,6960,18568,0.43924,0.45354
2003,No migration background,Intermediate School Degree,0.30199,5978,18568,0.29539,0.30860
2003,No migration background,Technical School Degree,0.05046,953,18568,0.04731,0.05361
2003,No migration background,Upper Secondary Degree,0.16987,3981,18568,0.16447,0.17527
2003,No migration background,Other Degree,0.00658,110,18568,0.00542,0.00774
2003,No migration background,"Dropout, No School Degree",0.00639,89,18568,0.00524,0.00753
2003,No migration background,No School Degree Yet,0.01832,497,18568,0.01639,0.02025
2003,Direct migration background,Secondary School Degree,0.25798,684,2572,0.24106,0.27489
2003,Direct migration background,Intermediate School Degree,0.10306,258,2572,0.09131,0.11481
2003,Direct migration background,Technical School Degree,0.03303,69,2572,0.02612,0.03994
2003,Direct migration background,Upper Secondary Degree,0.09401,220,2572,0.08273,0.10530
2003,Direct migration background,Other Degree,0.42164,1111,2572,0.40255,0.44073
2003,Direct migration background,"Dropout, No School Degree",0.06787,179,2572,0.05815,0.07759
2003,Direct migration background,No School Degree Yet,0.02094,51,2572,0.01541,0.02648
2003,Indirect migration background,Secondary School Degree,0.37153,249,712,0.33601,0.40704
2003,Indirect migration background,Intermediate School Degree,0.29923,208,712,0.26557,0.33289
2003,Indirect migration background,Technical School Degree,0.05014,37,712,0.03410,0.06619
2003,Indirect migration background,Upper Secondary Degree,0.14803,148,712,0.12193,0.17414
2003,Indirect migration background,No School Degree Yet,0.09102,70,712,0.06987,0.11216
2004,No migration background,Secondary School Degree,0.44347,6632,18037,0.43622,0.45072
2004,No migration background,Intermediate School Degree,0.30185,5826,18037,0.29515,0.30855
2004,No migration background,Technical School Degree,0.05060,948,18037,0.04740,0.05380
2004,No migration background,Upper Secondary Degree,0.17123,3937,18037,0.16573,0.17673
2004,No migration background,Other Degree,0.00727,112,18037,0.00603,0.00851
2004,No migration background,"Dropout, No School Degree",0.00664,84,18037,0.00545,0.00782
2004,No migration background,No School Degree Yet,0.01895,498,18037,0.01696,0.02094
2004,Direct migration background,Secondary School Degree,0.25351,658,2486,0.23641,0.27062
2004,Direct migration background,Intermediate School Degree,0.10489,251,2486,0.09284,0.11693
2004,Direct migration background,Technical School Degree,0.03110,66,2486,0.02427,0.03792
2004,Direct migration background,Upper Secondary Degree,0.08619,216,2486,0.07516,0.09723
2004,Direct migration background,Other Degree,0.42903,1061,2486,0.40957,0.44849
2004,Direct migration background,"Dropout, No School Degree",0.06948,172,2486,0.05948,0.07948
