year,age_gr,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,male,Other Degree,0.03196,251,1762,0.02374,0.04017
1984,46-65 y.,male,"Dropout, No School Degree",0.01966,163,1762,0.01318,0.02615
1984,46-65 y.,male,No School Attended,0.00419,43,1762,0.00117,0.00721
1984,46-65 y.,female,Secondary School Degree,0.75674,1142,1745,0.73660,0.77687
1984,46-65 y.,female,Intermediate School Degree,0.15416,230,1745,0.13721,0.17111
1984,46-65 y.,female,Upper Secondary Degree,0.03705,54,1745,0.02819,0.04592
1984,46-65 y.,female,Other Degree,0.01175,108,1745,0.00669,0.01681
1984,46-65 y.,female,"Dropout, No School Degree",0.01666,158,1745,0.01066,0.02267
1984,46-65 y.,female,No School Attended,0.00507,53,1745,0.00174,0.00840
1984,66 and older,male,Secondary School Degree,0.73073,365,479,0.69096,0.77049
1984,66 and older,male,Intermediate School Degree,0.12709,64,479,0.09723,0.15695
1984,66 and older,male,Upper Secondary Degree,0.09115,50,479,0.06535,0.11695
1984,66 and older,female,Secondary School Degree,0.78544,597,714,0.75531,0.81558
1984,66 and older,female,Intermediate School Degree,0.15769,117,714,0.13094,0.18444
1985,17-29 y.,male,Secondary School Degree,0.39715,667,1579,0.37301,0.42129
1985,17-29 y.,male,Intermediate School Degree,0.24845,342,1579,0.22713,0.26977
1985,17-29 y.,male,Technical School Degree,0.04848,63,1579,0.03788,0.05907
1985,17-29 y.,male,Upper Secondary Degree,0.14651,208,1579,0.12906,0.16396
1985,17-29 y.,male,Other Degree,0.03042,123,1579,0.02195,0.03889
1985,17-29 y.,male,"Dropout, No School Degree",0.02742,62,1579,0.01936,0.03548
1985,17-29 y.,male,No School Degree Yet,0.08351,114,1579,0.06986,0.09716
1985,17-29 y.,female,Secondary School Degree,0.35353,545,1476,0.32913,0.37792
1985,17-29 y.,female,Intermediate School Degree,0.36451,452,1476,0.33995,0.38908
1985,17-29 y.,female,Technical School Degree,0.03493,47,1476,0.02556,0.04430
1985,17-29 y.,female,Upper Secondary Degree,0.12671,164,1476,0.10974,0.14369
1985,17-29 y.,female,Other Degree,0.02172,107,1476,0.01428,0.02915
1985,17-29 y.,female,"Dropout, No School Degree",0.02349,83,1476,0.01576,0.03122
1985,17-29 y.,female,No School Degree Yet,0.05588,78,1476,0.04415,0.06760
1985,30-45 y.,male,Secondary School Degree,0.53705,698,1670,0.51313,0.56098
1985,30-45 y.,male,Intermediate School Degree,0.17430,229,1670,0.15610,0.19250
1985,30-45 y.,male,Technical School Degree,0.05136,68,1670,0.04077,0.06195
1985,30-45 y.,male,Upper Secondary Degree,0.14794,192,1670,0.13091,0.16497
1985,30-45 y.,male,Other Degree,0.06488,371,1670,0.05306,0.07670
1985,30-45 y.,male,"Dropout, No School Degree",0.01827,112,1670,0.01185,0.02470
1985,30-45 y.,female,Secondary School Degree,0.58314,794,1744,0.55999,0.60629
1985,30-45 y.,female,Intermediate School Degree,0.22038,305,1744,0.20092,0.23984
1985,30-45 y.,female,Technical School Degree,0.02226,31,1744,0.01533,0.02919
1985,30-45 y.,female,Upper Secondary Degree,0.08774,120,1744,0.07446,0.10102
1985,30-45 y.,female,Other Degree,0.04173,272,1744,0.03234,0.05111
1985,30-45 y.,female,"Dropout, No School Degree",0.02799,159,1744,0.02025,0.03574
1985,30-45 y.,female,No School Attended,0.01001,63,1744,0.00534,0.01469
1985,46-65 y.,male,Secondary School Degree,0.68891,886,1638,0.66649,0.71134
1985,46-65 y.,male,Intermediate School Degree,0.12173,161,1638,0.10589,0.13757
1985,46-65 y.,male,Technical School Degree,0.03378,47,1638,0.02503,0.04253
1985,46-65 y.,male,Upper Secondary Degree,0.09304,126,1638,0.07897,0.10711
1985,46-65 y.,male,Other Degree,0.03341,234,1638,0.02470,0.04211
1985,46-65 y.,male,"Dropout, No School Degree",0.01943,145,1638,0.01274,0.02612
1985,46-65 y.,male,No School Attended,0.00504,39,1638,0.00161,0.00848
1985,46-65 y.,female,Secondary School Degree,0.74778,1062,1616,0.72660,0.76896
1985,46-65 y.,female,Intermediate School Degree,0.15851,221,1616,0.14070,0.17632
1985,46-65 y.,female,Upper Secondary Degree,0.03877,54,1616,0.02935,0.04818
1985,46-65 y.,female,Other Degree,0.01190,95,1616,0.00662,0.01719
1985,46-65 y.,female,"Dropout, No School Degree",0.01717,141,1616,0.01083,0.02350
1985,46-65 y.,female,No School Attended,0.00441,43,1616,0.00118,0.00764
1985,66 and older,male,Secondary School Degree,0.70760,310,415,0.66378,0.75141
1985,66 and older,male,Intermediate School Degree,0.14112,63,415,0.10758,0.17466
1985,66 and older,male,Upper Secondary Degree,0.08899,42,415,0.06157,0.11642
1985,66 and older,female,Secondary School Degree,0.77452,516,622,0.74165,0.80739
1985,66 and older,female,Intermediate School Degree,0.16752,106,622,0.13815,0.19689
1986,17-29 y.,male,Secondary School Degree,0.39043,666,1550,0.36613,0.41472
1986,17-29 y.,male,Intermediate School Degree,0.25149,333,1550,0.22989,0.27310
1986,17-29 y.,male,Technical School Degree,0.05096,66,1550,0.04001,0.06191
1986,17-29 y.,male,Upper Secondary Degree,0.15493,203,1550,0.13691,0.17295
1986,17-29 y.,male,Other Degree,0.02914,99,1550,0.02076,0.03751
1986,17-29 y.,male,"Dropout, No School Degree",0.02729,63,1550,0.01918,0.03541
1986,17-29 y.,male,No School Degree Yet,0.07262,120,1550,0.05969,0.08554
1986,17-29 y.,female,Secondary School Degree,0.34880,522,1419,0.32399,0.37360
1986,17-29 y.,female,Intermediate School Degree,0.36045,443,1419,0.33546,0.38545
1986,17-29 y.,female,Technical School Degree,0.03860,48,1419,0.02857,0.04863
1986,17-29 y.,female,Upper Secondary Degree,0.13684,161,1419,0.11895,0.15473
1986,17-29 y.,female,Other Degree,0.02330,96,1419,0.01545,0.03115
1986,17-29 y.,female,"Dropout, No School Degree",0.02456,73,1419,0.01650,0.03261
1986,17-29 y.,female,No School Degree Yet,0.04604,76,1419,0.03513,0.05695
1986,30-45 y.,male,Secondary School Degree,0.52289,631,1549,0.49801,0.54778
1986,30-45 y.,male,Intermediate School Degree,0.17844,220,1549,0.15937,0.19752
1986,30-45 y.,male,Technical School Degree,0.05346,65,1549,0.04225,0.06467
1986,30-45 y.,male,Upper Secondary Degree,0.16126,201,1549,0.14294,0.17958
1986,30-45 y.,male,Other Degree,0.06157,339,1549,0.04959,0.07354
1986,30-45 y.,male,"Dropout, No School Degree",0.01706,93,1549,0.01061,0.02351
1986,30-45 y.,female,Secondary School Degree,0.55671,731,1666,0.53285,0.58057
1986,30-45 y.,female,Intermediate School Degree,0.22748,296,1666,0.20735,0.24762
1986,30-45 y.,female,Technical School Degree,0.02507,32,1666,0.01756,0.03258
1986,30-45 y.,female,Upper Secondary Degree,0.10303,142,1666,0.08843,0.11763
1986,30-45 y.,female,Other Degree,0.04336,263,1666,0.03357,0.05314
1986,30-45 y.,female,"Dropout, No School Degree",0.02935,151,1666,0.02124,0.03746
1986,30-45 y.,female,No School Attended,0.00911,51,1666,0.00455,0.01367
1986,46-65 y.,male,Secondary School Degree,0.67846,856,1630,0.65578,0.70114
1986,46-65 y.,male,Intermediate School Degree,0.12732,165,1630,0.11113,0.14351
1986,46-65 y.,male,Technical School Degree,0.03189,46,1630,0.02336,0.04042
1986,46-65 y.,male,Upper Secondary Degree,0.09410,125,1630,0.07992,0.10828
1986,46-65 y.,male,Other Degree,0.03888,263,1630,0.02949,0.04827
1986,46-65 y.,male,"Dropout, No School Degree",0.01928,138,1630,0.01260,0.02596
1986,46-65 y.,male,No School Attended,0.00507,37,1630,0.00162,0.00852
1986,46-65 y.,female,Secondary School Degree,0.73779,1011,1548,0.71587,0.75971
1986,46-65 y.,female,Intermediate School Degree,0.16712,215,1548,0.14853,0.18571
1986,46-65 y.,female,Upper Secondary Degree,0.03838,52,1548,0.02880,0.04795
1986,46-65 y.,female,Other Degree,0.01232,93,1548,0.00683,0.01782
1986,46-65 y.,female,"Dropout, No School Degree",0.01670,130,1548,0.01031,0.02308
1986,46-65 y.,female,No School Attended,0.00509,47,1548,0.00155,0.00864
1986,66 and older,male,Secondary School Degree,0.68823,284,388,0.64208,0.73438
1986,66 and older,male,Intermediate School Degree,0.15097,62,388,0.11530,0.18664
1986,66 and older,male,Upper Secondary Degree,0.09395,42,388,0.06488,0.12302
1986,66 and older,female,Secondary School Degree,0.76289,468,571,0.72797,0.79781
1986,66 and older,female,Intermediate School Degree,0.17636,103,571,0.14507,0.20765
1987,17-29 y.,male,Secondary School Degree,0.39203,676,1515,0.36744,0.41663
1987,17-29 y.,male,Intermediate School Degree,0.24836,334,1515,0.22660,0.27013
1987,17-29 y.,male,Technical School Degree,0.05053,58,1515,0.03950,0.06157
1987,17-29 y.,male,Upper Secondary Degree,0.16847,203,1515,0.14962,0.18733
1987,17-29 y.,male,Other Degree,0.02863,95,1515,0.02023,0.03703
1987,17-29 y.,male,"Dropout, No School Degree",0.02308,45,1515,0.01551,0.03064
1987,17-29 y.,male,No School Degree Yet,0.05678,104,1515,0.04512,0.06844
1987,17-29 y.,female,Secondary School Degree,0.34412,510,1390,0.31913,0.36910
1987,17-29 y.,female,Intermediate School Degree,0.36062,437,1390,0.33537,0.38588
1987,17-29 y.,female,Technical School Degree,0.03584,46,1390,0.02606,0.04562
1987,17-29 y.,female,Upper Secondary Degree,0.13571,148,1390,0.11770,0.15372
1987,17-29 y.,female,Other Degree,0.02734,95,1390,0.01876,0.03591
1987,17-29 y.,female,"Dropout, No School Degree",0.01779,61,1390,0.01084,0.02475
1987,17-29 y.,female,No School Degree Yet,0.05612,93,1390,0.04402,0.06823
1987,30-45 y.,male,Secondary School Degree,0.51108,621,1517,0.48592,0.53625
1987,30-45 y.,male,Intermediate School Degree,0.18930,231,1517,0.16958,0.20902
1987,30-45 y.,male,Technical School Degree,0.05553,65,1517,0.04400,0.06705
1987,30-45 y.,male,Upper Secondary Degree,0.15487,194,1517,0.13666,0.17308
1987,30-45 y.,male,Other Degree,0.06104,307,1517,0.04898,0.07309
1987,30-45 y.,male,"Dropout, No School Degree",0.02114,99,1517,0.01390,0.02838
1987,30-45 y.,female,Secondary School Degree,0.54124,686,1568,0.51656,0.56591
1987,30-45 y.,female,Intermediate School Degree,0.22996,286,1568,0.20912,0.25079
1987,30-45 y.,female,Upper Secondary Degree,0.11185,146,1568,0.09624,0.12745
1987,30-45 y.,female,Other Degree,0.04656,257,1568,0.03613,0.05699
1987,30-45 y.,female,"Dropout, No School Degree",0.03050,145,1568,0.02199,0.03902
1987,30-45 y.,female,No School Attended,0.00928,48,1568,0.00453,0.01402
1987,46-65 y.,male,Secondary School Degree,0.67286,835,1619,0.65000,0.69573
1987,46-65 y.,male,Intermediate School Degree,0.12642,163,1619,0.11022,0.14261
1987,46-65 y.,male,Technical School Degree,0.03317,47,1619,0.02445,0.04190
1987,46-65 y.,male,Upper Secondary Degree,0.09272,124,1619,0.07859,0.10685
1987,46-65 y.,male,Other Degree,0.04339,274,1619,0.03346,0.05331
1987,46-65 y.,male,"Dropout, No School Degree",0.02091,139,1619,0.01394,0.02788
1987,46-65 y.,male,No School Attended,0.00573,37,1619,0.00205,0.00941
1987,46-65 y.,female,Secondary School Degree,0.73665,992,1539,0.71464,0.75866
1987,46-65 y.,female,Intermediate School Degree,0.15952,207,1539,0.14122,0.17782
1987,46-65 y.,female,Upper Secondary Degree,0.04094,52,1539,0.03103,0.05084
1987,46-65 y.,female,Other Degree,0.01466,106,1539,0.00865,0.02066
1987,46-65 y.,female,"Dropout, No School Degree",0.01787,133,1539,0.01125,0.02449
1987,46-65 y.,female,No School Attended,0.00625,49,1539,0.00231,0.01019
1987,66 and older,male,Secondary School Degree,0.69268,288,392,0.64694,0.73841
1987,66 and older,male,Intermediate School Degree,0.14405,59,392,0.10925,0.17886
1987,66 and older,male,Upper Secondary Degree,0.10292,45,392,0.07280,0.13303
1987,66 and older,female,Secondary School Degree,0.76035,492,601,0.72619,0.79451
1987,66 and older,female,Intermediate School Degree,0.17812,109,601,0.14751,0.20874
1988,17-29 y.,male,Secondary School Degree,0.40046,662,1427,0.37503,0.42590
1988,17-29 y.,male,Intermediate School Degree,0.23031,304,1427,0.20846,0.25216
1988,17-29 y.,male,Technical School Degree,0.04618,53,1427,0.03529,0.05707
1988,17-29 y.,male,Upper Secondary Degree,0.17319,196,1427,0.15355,0.19283
1988,17-29 y.,male,Other Degree,0.02455,86,1427,0.01651,0.03258
1988,17-29 y.,male,"Dropout, No School Degree",0.01858,35,1427,0.01157,0.02559
1988,17-29 y.,male,No School Degree Yet,0.06199,91,1427,0.04948,0.07451
1988,17-29 y.,female,Secondary School Degree,0.33564,485,1314,0.31010,0.36119
1988,17-29 y.,female,Intermediate School Degree,0.37240,431,1314,0.34625,0.39855
1988,17-29 y.,female,Technical School Degree,0.03170,38,1314,0.02223,0.04118
1988,17-29 y.,female,Upper Secondary Degree,0.13564,134,1314,0.11712,0.15416
1988,17-29 y.,female,Other Degree,0.02701,87,1314,0.01824,0.03577
1988,17-29 y.,female,"Dropout, No School Degree",0.01814,63,1314,0.01092,0.02536
1988,17-29 y.,female,No School Degree Yet,0.05476,76,1314,0.04246,0.06707
1988,30-45 y.,male,Secondary School Degree,0.51470,589,1415,0.48865,0.54075
1988,30-45 y.,male,Intermediate School Degree,0.18587,217,1415,0.16559,0.20614
1988,30-45 y.,male,Technical School Degree,0.05975,68,1415,0.04740,0.07211
1988,30-45 y.,male,Upper Secondary Degree,0.15621,184,1415,0.13729,0.17513
1988,30-45 y.,male,Other Degree,0.05219,268,1415,0.04060,0.06378
1988,30-45 y.,male,"Dropout, No School Degree",0.02375,89,1415,0.01581,0.03168
1988,30-45 y.,female,Secondary School Degree,0.52561,636,1457,0.49996,0.55126
1988,30-45 y.,female,Intermediate School Degree,0.24389,285,1457,0.22183,0.26594
1988,30-45 y.,female,Upper Secondary Degree,0.12447,147,1457,0.10752,0.14143
1988,30-45 y.,female,Other Degree,0.03928,227,1457,0.02930,0.04925
1988,30-45 y.,female,"Dropout, No School Degree",0.02700,124,1457,0.01868,0.03533
1988,30-45 y.,female,No School Attended,0.00735,38,1457,0.00296,0.01174
1988,46-65 y.,male,Secondary School Degree,0.66736,801,1564,0.64400,0.69072
1988,46-65 y.,male,Intermediate School Degree,0.13084,160,1564,0.11412,0.14756
1988,46-65 y.,male,Technical School Degree,0.03311,43,1564,0.02424,0.04198
1988,46-65 y.,male,Upper Secondary Degree,0.09850,127,1564,0.08373,0.11328
1988,46-65 y.,male,Other Degree,0.04280,276,1564,0.03276,0.05283
1988,46-65 y.,male,"Dropout, No School Degree",0.01702,123,1564,0.01060,0.02343
1988,46-65 y.,male,No School Attended,0.00532,34,1564,0.00171,0.00892
1988,46-65 y.,female,Secondary School Degree,0.73741,948,1495,0.71510,0.75973
1988,46-65 y.,female,Intermediate School Degree,0.15662,199,1495,0.13819,0.17505
1988,46-65 y.,female,Upper Secondary Degree,0.03994,49,1495,0.03001,0.04987
1988,46-65 y.,female,Other Degree,0.01543,112,1495,0.00918,0.02168
1988,46-65 y.,female,"Dropout, No School Degree",0.01751,133,1495,0.01086,0.02416
1988,46-65 y.,female,No School Attended,0.00642,54,1495,0.00237,0.01047
1988,66 and older,male,Secondary School Degree,0.69390,282,384,0.64774,0.74005
1988,66 and older,male,Intermediate School Degree,0.14199,58,384,0.10703,0.17695
1988,66 and older,male,Upper Secondary Degree,0.10460,44,384,0.07395,0.13525
1988,66 and older,female,Secondary School Degree,0.75437,469,579,0.71928,0.78947
1988,66 and older,female,Intermediate School Degree,0.18811,110,579,0.15625,0.21997
1989,17-29 y.,male,Secondary School Degree,0.38501,635,1394,0.35945,0.41056
1989,17-29 y.,male,Intermediate School Degree,0.22353,295,1394,0.20165,0.24540
1989,17-29 y.,male,Technical School Degree,0.04693,53,1394,0.03582,0.05803
1989,17-29 y.,male,Upper Secondary Degree,0.18359,210,1394,0.16326,0.20393
1989,17-29 y.,male,Other Degree,0.02150,72,1394,0.01388,0.02911
1989,17-29 y.,male,"Dropout, No School Degree",0.01761,37,1394,0.01070,0.02451
1989,17-29 y.,male,No School Degree Yet,0.07666,92,1394,0.06269,0.09063
1989,17-29 y.,female,Secondary School Degree,0.32945,477,1304,0.30393,0.35497
1989,17-29 y.,female,Intermediate School Degree,0.35726,415,1304,0.33124,0.38328
1989,17-29 y.,female,Technical School Degree,0.03197,36,1304,0.02241,0.04152
1989,17-29 y.,female,Upper Secondary Degree,0.14042,144,1304,0.12156,0.15929
1989,17-29 y.,female,Other Degree,0.02822,85,1304,0.01923,0.03721
1989,17-29 y.,female,"Dropout, No School Degree",0.01941,61,1304,0.01192,0.02690
1989,17-29 y.,female,No School Degree Yet,0.06072,86,1304,0.04775,0.07368
1989,30-45 y.,male,Secondary School Degree,0.50116,560,1348,0.47446,0.52786
1989,30-45 y.,male,Intermediate School Degree,0.18367,209,1348,0.16300,0.20435
1989,30-45 y.,male,Technical School Degree,0.06584,72,1348,0.05260,0.07909
1989,30-45 y.,male,Upper Secondary Degree,0.16264,182,1348,0.14294,0.18235
1989,30-45 y.,male,Other Degree,0.05447,247,1348,0.04235,0.06659
1989,30-45 y.,male,"Dropout, No School Degree",0.02244,78,1348,0.01453,0.03035
1989,30-45 y.,female,Secondary School Degree,0.52226,618,1443,0.49648,0.54805
1989,30-45 y.,female,Intermediate School Degree,0.23688,280,1443,0.21493,0.25882
1989,30-45 y.,female,Technical School Degree,0.02586,31,1443,0.01767,0.03405
1989,30-45 y.,female,Upper Secondary Degree,0.12814,144,1443,0.11088,0.14539
1989,30-45 y.,female,Other Degree,0.04243,215,1443,0.03203,0.05283
1989,30-45 y.,female,"Dropout, No School Degree",0.03004,120,1443,0.02123,0.03885
1989,30-45 y.,female,No School Attended,0.00720,35,1443,0.00284,0.01157
1989,46-65 y.,male,Secondary School Degree,0.65421,762,1518,0.63028,0.67815
1989,46-65 y.,male,Intermediate School Degree,0.13229,154,1518,0.11525,0.14934
1989,46-65 y.,male,Technical School Degree,0.03438,44,1518,0.02521,0.04354
1989,46-65 y.,male,Upper Secondary Degree,0.09976,123,1518,0.08468,0.11484
1989,46-65 y.,male,Other Degree,0.04945,280,1518,0.03854,0.06036
1989,46-65 y.,male,"Dropout, No School Degree",0.01834,122,1518,0.01159,0.02509
1989,46-65 y.,male,No School Attended,0.00588,33,1518,0.00203,0.00973
1989,46-65 y.,female,Secondary School Degree,0.72097,870,1413,0.69758,0.74437
1989,46-65 y.,female,Intermediate School Degree,0.16362,191,1413,0.14433,0.18292
1989,46-65 y.,female,Upper Secondary Degree,0.04417,52,1413,0.03345,0.05488
1989,46-65 y.,female,Other Degree,0.01833,119,1413,0.01133,0.02532
1989,46-65 y.,female,"Dropout, No School Degree",0.01888,128,1413,0.01178,0.02597
1989,46-65 y.,female,No School Attended,0.00702,53,1413,0.00266,0.01137
1989,66 and older,male,Secondary School Degree,0.68359,265,368,0.63601,0.73118
1989,66 and older,male,Intermediate School Degree,0.14618,56,368,0.11004,0.18233
1989,66 and older,male,Upper Secondary Degree,0.11756,47,368,0.08461,0.15052
1989,66 and older,female,Secondary School Degree,0.74999,465,575,0.71456,0.78541
1989,66 and older,female,Intermediate School Degree,0.19056,110,575,0.15843,0.22269
1990,17-29 y.,male,Secondary School Degree,0.32363,665,1888,0.30252,0.34474
1990,17-29 y.,male,Intermediate School Degree,0.32136,680,1888,0.30029,0.34243
1990,17-29 y.,male,Technical School Degree,0.04079,58,1888,0.03186,0.04971
1990,17-29 y.,male,Upper Secondary Degree,0.17648,262,1888,0.15928,0.19368
1990,17-29 y.,male,Other Degree,0.02220,71,1888,0.01555,0.02885
1990,17-29 y.,male,"Dropout, No School Degree",0.01799,37,1888,0.01199,0.02399
1990,17-29 y.,male,No School Degree Yet,0.06262,115,1888,0.05168,0.07355
1990,17-29 y.,female,Secondary School Degree,0.28000,510,1833,0.25944,0.30056
1990,17-29 y.,female,Intermediate School Degree,0.44787,849,1833,0.42510,0.47064
1990,17-29 y.,female,Technical School Degree,0.02383,36,1833,0.01684,0.03081
1990,17-29 y.,female,Upper Secondary Degree,0.13205,214,1833,0.11654,0.14755
1990,17-29 y.,female,Other Degree,0.02511,86,1833,0.01795,0.03228
1990,17-29 y.,female,"Dropout, No School Degree",0.01559,54,1833,0.00992,0.02126
1990,17-29 y.,female,No School Degree Yet,0.04703,84,1833,0.03734,0.05673
1990,30-45 y.,male,Secondary School Degree,0.43518,720,2076,0.41385,0.45651
1990,30-45 y.,male,Intermediate School Degree,0.26000,622,2076,0.24113,0.27887
1990,30-45 y.,male,Technical School Degree,0.05422,74,2076,0.04448,0.06396
1990,30-45 y.,male,Upper Secondary Degree,0.17297,338,2076,0.15670,0.18924
1990,30-45 y.,male,Other Degree,0.04590,248,2076,0.03689,0.05490
1990,30-45 y.,male,"Dropout, No School Degree",0.01765,74,2076,0.01198,0.02331
1990,30-45 y.,female,Secondary School Degree,0.43620,727,2133,0.41515,0.45725
1990,30-45 y.,female,Intermediate School Degree,0.32435,784,2133,0.30448,0.34422
1990,30-45 y.,female,Technical School Degree,0.02368,33,2133,0.01722,0.03013
1990,30-45 y.,female,Upper Secondary Degree,0.14138,268,2133,0.12659,0.15616
1990,30-45 y.,female,Other Degree,0.03742,212,2133,0.02936,0.04548
1990,30-45 y.,female,"Dropout, No School Degree",0.02227,109,2133,0.01600,0.02853
1990,46-65 y.,male,Secondary School Degree,0.64570,1171,2102,0.62525,0.66615
1990,46-65 y.,male,Intermediate School Degree,0.14753,279,2102,0.13236,0.16269
1990,46-65 y.,male,Technical School Degree,0.02565,41,2102,0.01889,0.03241
1990,46-65 y.,male,Upper Secondary Degree,0.10513,197,2102,0.09202,0.11825
1990,46-65 y.,male,Other Degree,0.04785,291,2102,0.03872,0.05698
1990,46-65 y.,male,"Dropout, No School Degree",0.01693,123,2102,0.01141,0.02245
1990,46-65 y.,female,Secondary School Degree,0.72122,1375,2074,0.70192,0.74052
1990,46-65 y.,female,Intermediate School Degree,0.16637,294,2074,0.15034,0.18240
1990,46-65 y.,female,Upper Secondary Degree,0.04648,89,2074,0.03741,0.05554
1990,46-65 y.,female,Other Degree,0.01881,132,2074,0.01296,0.02466
1990,46-65 y.,female,"Dropout, No School Degree",0.01838,130,2074,0.01260,0.02417
1990,46-65 y.,female,No School Attended,0.00627,54,2074,0.00287,0.00967
1990,66 and older,male,Secondary School Degree,0.69413,377,513,0.65422,0.73404
1990,66 and older,male,Intermediate School Degree,0.14558,79,513,0.11503,0.17612
1990,66 and older,male,Upper Secondary Degree,0.10873,57,513,0.08177,0.13570
1990,66 and older,female,Secondary School Degree,0.76857,714,850,0.74020,0.79694
1990,66 and older,female,Intermediate School Degree,0.17069,136,850,0.14538,0.19599
1991,17-29 y.,male,Secondary School Degree,0.31728,639,1795,0.29574,0.33882
1991,17-29 y.,male,Intermediate School Degree,0.32786,633,1795,0.30614,0.34958
1991,17-29 y.,male,Technical School Degree,0.04480,64,1795,0.03523,0.05437
1991,17-29 y.,male,Upper Secondary Degree,0.17304,251,1795,0.15553,0.19054
1991,17-29 y.,male,Other Degree,0.02475,73,1795,0.01756,0.03194
1991,17-29 y.,male,"Dropout, No School Degree",0.02085,50,1795,0.01424,0.02746
1991,17-29 y.,male,No School Degree Yet,0.04994,85,1795,0.03986,0.06001
1991,17-29 y.,female,Secondary School Degree,0.26606,475,1732,0.24525,0.28688
1991,17-29 y.,female,Intermediate School Degree,0.44736,787,1732,0.42394,0.47079
1991,17-29 y.,female,Technical School Degree,0.02533,41,1732,0.01793,0.03273
1991,17-29 y.,female,Upper Secondary Degree,0.13131,206,1732,0.11540,0.14722
1991,17-29 y.,female,Other Degree,0.02320,75,1732,0.01611,0.03029
1991,17-29 y.,female,"Dropout, No School Degree",0.02450,77,1732,0.01722,0.03178
1991,17-29 y.,female,No School Degree Yet,0.04783,71,1732,0.03778,0.05788
1991,30-45 y.,male,Secondary School Degree,0.42211,733,2071,0.40084,0.44339
1991,30-45 y.,male,Intermediate School Degree,0.26345,635,2071,0.24447,0.28243
1991,30-45 y.,male,Technical School Degree,0.05858,78,2071,0.04847,0.06870
1991,30-45 y.,male,Upper Secondary Degree,0.17707,331,2071,0.16062,0.19351
1991,30-45 y.,male,Other Degree,0.04331,219,2071,0.03454,0.05208
1991,30-45 y.,male,"Dropout, No School Degree",0.02025,75,2071,0.01418,0.02631
1991,30-45 y.,female,Secondary School Degree,0.40848,709,2146,0.38767,0.42928
1991,30-45 y.,female,Intermediate School Degree,0.33912,814,2146,0.31908,0.35915
1991,30-45 y.,female,Technical School Degree,0.02390,34,2146,0.01744,0.03037
1991,30-45 y.,female,Upper Secondary Degree,0.14802,278,2146,0.13299,0.16304
1991,30-45 y.,female,Other Degree,0.03880,202,2146,0.03062,0.04697
1991,30-45 y.,female,"Dropout, No School Degree",0.02384,109,2146,0.01739,0.03030
1991,46-65 y.,male,Secondary School Degree,0.62782,1106,2048,0.60688,0.64876
1991,46-65 y.,male,Intermediate School Degree,0.15068,276,2048,0.13518,0.16618
