year,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,No School Degree Yet,0.01247,167,9252,0.01021,0.01473
1990,West,No School Attended,0.00323,139,9252,0.00207,0.00438
1990,East,Secondary School Degree,0.34440,1734,4396,0.33036,0.35845
1990,East,Intermediate School Degree,0.32958,2041,4396,0.31568,0.34347
1990,East,Upper Secondary Degree,0.08452,530,4396,0.07630,0.09275
1990,East,Other Degree,0.01266,59,4396,0.00935,0.01596
1990,East,No School Degree Yet,0.00451,32,4396,0.00253,0.00649
1991,West,Secondary School Degree,0.45249,4450,9222,0.44233,0.46265
1991,West,Intermediate School Degree,0.17221,1714,9222,0.16450,0.17992
1991,West,Technical School Degree,0.02972,295,9222,0.02625,0.03318
1991,West,Upper Secondary Degree,0.09898,954,9222,0.09288,0.10507
1991,West,Other Degree,0.02882,989,9222,0.02540,0.03223
1991,West,"Dropout, No School Degree",0.01736,532,9222,0.01469,0.02003
1991,West,No School Degree Yet,0.01167,156,9222,0.00947,0.01386
1991,West,No School Attended,0.00339,132,9222,0.00221,0.00458
1991,East,Secondary School Degree,0.35365,1571,4100,0.33901,0.36828
1991,East,Intermediate School Degree,0.34318,1949,4100,0.32864,0.35771
1991,East,Upper Secondary Degree,0.08565,491,4100,0.07709,0.09422
1991,East,Other Degree,0.01078,48,4100,0.00762,0.01395
1991,East,"Dropout, No School Degree",0.00685,41,4100,0.00432,0.00937
1992,West,Secondary School Degree,0.44299,4342,9100,0.43279,0.45320
1992,West,Intermediate School Degree,0.17356,1745,9100,0.16578,0.18134
1992,West,Technical School Degree,0.03006,299,9100,0.02655,0.03357
1992,West,Upper Secondary Degree,0.10087,958,9100,0.09468,0.10706
1992,West,Other Degree,0.03071,959,9100,0.02716,0.03425
1992,West,"Dropout, No School Degree",0.01818,522,9100,0.01544,0.02093
1992,West,No School Degree Yet,0.01090,151,9100,0.00877,0.01303
1992,West,No School Attended,0.00350,124,9100,0.00229,0.00472
1992,East,Secondary School Degree,0.35311,1495,3912,0.33813,0.36808
1992,East,Intermediate School Degree,0.34425,1859,3912,0.32936,0.35914
1992,East,Upper Secondary Degree,0.08695,475,3912,0.07812,0.09579
1992,East,Other Degree,0.01097,47,3912,0.00770,0.01423
1992,East,No School Degree Yet,0.00514,36,3912,0.00290,0.00738
1993,West,Secondary School Degree,0.43549,4264,9018,0.42525,0.44572
1993,West,Intermediate School Degree,0.17554,1780,9018,0.16769,0.18339
1993,West,Technical School Degree,0.03037,302,9018,0.02683,0.03391
1993,West,Upper Secondary Degree,0.10178,978,9018,0.09554,0.10802
1993,West,Other Degree,0.03271,930,9018,0.02904,0.03638
1993,West,"Dropout, No School Degree",0.01952,510,9018,0.01667,0.02238
1993,West,No School Degree Yet,0.01013,129,9018,0.00807,0.01220
1993,West,No School Attended,0.00405,125,9018,0.00274,0.00536
1993,East,Secondary School Degree,0.34395,1406,3771,0.32878,0.35911
1993,East,Intermediate School Degree,0.34560,1790,3771,0.33042,0.36078
1993,East,Upper Secondary Degree,0.09323,480,3771,0.08395,0.10251
1993,East,Other Degree,0.01032,43,3771,0.00710,0.01355
1993,East,No School Degree Yet,0.00734,52,3771,0.00461,0.01006
1994,West,Secondary School Degree,0.42601,4125,8804,0.41568,0.43634
1994,West,Intermediate School Degree,0.17337,1756,8804,0.16546,0.18128
1994,West,Technical School Degree,0.03158,313,8804,0.02793,0.03524
1994,West,Upper Secondary Degree,0.10501,1005,8804,0.09861,0.11141
1994,West,Other Degree,0.03319,862,8804,0.02945,0.03694
1994,West,"Dropout, No School Degree",0.01930,472,8804,0.01643,0.02218
1994,West,No School Degree Yet,0.01248,156,8804,0.01016,0.01480
1994,West,No School Attended,0.00399,115,8804,0.00267,0.00531
1994,East,Secondary School Degree,0.34653,1366,3715,0.33122,0.36183
1994,East,Intermediate School Degree,0.34335,1753,3715,0.32808,0.35862
1994,East,Upper Secondary Degree,0.09687,488,3715,0.08736,0.10638
1994,East,Other Degree,0.00780,34,3715,0.00497,0.01063
1994,East,No School Degree Yet,0.01073,74,3715,0.00742,0.01404
1995,West,Secondary School Degree,0.40822,4086,9254,0.39821,0.41824
1995,West,Intermediate School Degree,0.17135,1880,9254,0.16367,0.17902
1995,West,Technical School Degree,0.03219,328,9254,0.02860,0.03579
1995,West,Upper Secondary Degree,0.10658,1072,9254,0.10029,0.11287
1995,West,Other Degree,0.04835,1126,9254,0.04397,0.05272
1995,West,"Dropout, No School Degree",0.01700,466,9254,0.01436,0.01963
1995,West,No School Degree Yet,0.01431,191,9254,0.01189,0.01673
1995,West,No School Attended,0.00297,105,9254,0.00186,0.00408
1995,East,Secondary School Degree,0.34905,1308,3626,0.33353,0.36457
1995,East,Intermediate School Degree,0.33859,1702,3626,0.32318,0.35399
1995,East,Upper Secondary Degree,0.10206,494,3626,0.09221,0.11192
1995,East,Other Degree,0.00768,33,3626,0.00484,0.01052
1995,East,No School Degree Yet,0.01239,89,3626,0.00879,0.01599
1996,West,Secondary School Degree,0.40386,3990,9029,0.39374,0.41398
1996,West,Intermediate School Degree,0.17364,1881,9029,0.16583,0.18146
1996,West,Technical School Degree,0.03241,323,9029,0.02876,0.03606
1996,West,Upper Secondary Degree,0.10719,1066,9029,0.10081,0.11357
1996,West,Other Degree,0.04767,1049,9029,0.04327,0.05206
1996,West,"Dropout, No School Degree",0.01735,429,9029,0.01465,0.02004
1996,West,No School Degree Yet,0.01557,197,9029,0.01302,0.01813
1996,West,No School Attended,0.00291,94,9029,0.00180,0.00402
1996,East,Secondary School Degree,0.33870,1271,3606,0.32325,0.35415
1996,East,Intermediate School Degree,0.34617,1702,3606,0.33064,0.36170
1996,East,Upper Secondary Degree,0.10389,505,3606,0.09393,0.11385
1996,East,Other Degree,0.00855,36,3606,0.00554,0.01155
1996,East,No School Degree Yet,0.01487,92,3606,0.01092,0.01882
1997,West,Secondary School Degree,0.40085,3900,8860,0.39065,0.41106
1997,West,Intermediate School Degree,0.17401,1880,8860,0.16612,0.18191
1997,West,Technical School Degree,0.03366,327,8860,0.02991,0.03742
1997,West,Upper Secondary Degree,0.10874,1074,8860,0.10226,0.11523
1997,West,Other Degree,0.04685,982,8860,0.04245,0.05125
1997,West,"Dropout, No School Degree",0.01734,400,8860,0.01462,0.02006
1997,West,No School Degree Yet,0.01513,207,8860,0.01258,0.01767
1997,West,No School Attended,0.00316,90,8860,0.00199,0.00433
1997,East,Secondary School Degree,0.33529,1235,3546,0.31974,0.35083
1997,East,Intermediate School Degree,0.34682,1655,3546,0.33115,0.36249
1997,East,Upper Secondary Degree,0.10935,518,3546,0.09907,0.11962
1997,East,Other Degree,0.00822,33,3546,0.00525,0.01119
1997,East,No School Degree Yet,0.01718,105,3546,0.01290,0.02146
1998,West,Secondary School Degree,0.37691,4329,9748,0.36729,0.38654
1998,West,Intermediate School Degree,0.17087,2116,9748,0.16339,0.17834
1998,West,Technical School Degree,0.03364,378,9748,0.03006,0.03722
1998,West,Upper Secondary Degree,0.11009,1285,9748,0.10388,0.11630
1998,West,Other Degree,0.04715,952,9748,0.04294,0.05136
1998,West,"Dropout, No School Degree",0.01756,380,9748,0.01495,0.02016
1998,West,No School Degree Yet,0.01534,225,9748,0.01290,0.01778
1998,West,No School Attended,0.00320,83,9748,0.00208,0.00432
1998,East,Secondary School Degree,0.32254,1277,3709,0.30749,0.33758
1998,East,Intermediate School Degree,0.35062,1762,3709,0.33526,0.36597
1998,East,Upper Secondary Degree,0.10192,526,3709,0.09218,0.11166
1998,East,Other Degree,0.00906,38,3709,0.00601,0.01211
1998,East,No School Degree Yet,0.01665,106,3709,0.01254,0.02077
1999,West,Secondary School Degree,0.38900,4239,9540,0.37922,0.39879
1999,West,Intermediate School Degree,0.17637,2101,9540,0.16872,0.18402
1999,West,Technical School Degree,0.03353,367,9540,0.02992,0.03714
1999,West,Upper Secondary Degree,0.11566,1289,9540,0.10924,0.12208
1999,West,Other Degree,0.04836,884,9540,0.04405,0.05266
1999,West,"Dropout, No School Degree",0.01904,371,9540,0.01630,0.02179
1999,West,No School Degree Yet,0.01528,214,9540,0.01282,0.01774
1999,West,No School Attended,0.00288,75,9540,0.00180,0.00395
1999,East,Secondary School Degree,0.32492,1246,3680,0.30978,0.34005
1999,East,Intermediate School Degree,0.36182,1748,3680,0.34630,0.37735
1999,East,Upper Secondary Degree,0.10747,543,3680,0.09747,0.11748
1999,East,Other Degree,0.00939,41,3680,0.00627,0.01250
1999,East,No School Degree Yet,0.01775,102,3680,0.01349,0.02202
2000,West,Secondary School Degree,0.37634,8051,18200,0.36931,0.38338
2000,West,Intermediate School Degree,0.18972,4296,18200,0.18402,0.19541
2000,West,Technical School Degree,0.04317,917,18200,0.04022,0.04612
2000,West,Upper Secondary Degree,0.12686,2744,18200,0.12202,0.13169
2000,West,Other Degree,0.05490,1443,18200,0.05159,0.05820
2000,West,"Dropout, No School Degree",0.01581,390,18200,0.01400,0.01762
2000,West,No School Degree Yet,0.01362,359,18200,0.01194,0.01531
2000,East,Secondary School Degree,0.31033,1879,5823,0.29845,0.32222
2000,East,Intermediate School Degree,0.36635,2685,5823,0.35398,0.37873
2000,East,Technical School Degree,0.01554,99,5823,0.01237,0.01872
2000,East,Upper Secondary Degree,0.12192,935,5823,0.11352,0.13033
2000,East,Other Degree,0.01207,83,5823,0.00927,0.01488
2000,East,No School Degree Yet,0.01802,142,5823,0.01461,0.02144
2001,West,Secondary School Degree,0.36624,7021,16370,0.35886,0.37362
2001,West,Intermediate School Degree,0.19178,3945,16370,0.18575,0.19781
2001,West,Technical School Degree,0.04382,854,16370,0.04068,0.04695
2001,West,Upper Secondary Degree,0.13100,2561,16370,0.12583,0.13617
2001,West,Other Degree,0.05665,1309,16370,0.05311,0.06019
2001,West,"Dropout, No School Degree",0.01289,295,16370,0.01117,0.01462
2001,West,No School Degree Yet,0.01541,385,16370,0.01352,0.01730
2001,East,Secondary School Degree,0.30526,1705,5385,0.29296,0.31756
2001,East,Intermediate School Degree,0.36699,2473,5385,0.35411,0.37986
2001,East,Technical School Degree,0.01816,103,5385,0.01460,0.02173
2001,East,Upper Secondary Degree,0.13015,896,5385,0.12117,0.13914
2001,East,Other Degree,0.00915,53,5385,0.00660,0.01169
2001,East,No School Degree Yet,0.01976,155,5385,0.01605,0.02348
2002,West,Secondary School Degree,0.36607,6715,17429,0.35892,0.37322
2002,West,Intermediate School Degree,0.19270,4255,17429,0.18685,0.19856
2002,West,Technical School Degree,0.04295,986,17429,0.03994,0.04596
2002,West,Upper Secondary Degree,0.12711,3473,17429,0.12216,0.13205
2002,West,Other Degree,0.05790,1270,17429,0.05443,0.06137
2002,West,"Dropout, No School Degree",0.01313,270,17429,0.01144,0.01482
2002,West,No School Degree Yet,0.01643,460,17429,0.01454,0.01832
2002,East,Secondary School Degree,0.30052,1609,5355,0.28824,0.31280
2002,East,Intermediate School Degree,0.37806,2429,5355,0.36507,0.39105
2002,East,Technical School Degree,0.01716,104,5355,0.01368,0.02063
2002,East,Upper Secondary Degree,0.12745,1013,5355,0.11852,0.13638
2002,East,Other Degree,0.00901,47,5355,0.00648,0.01155
2002,East,No School Degree Yet,0.01968,153,5355,0.01596,0.02340
2003,West,Secondary School Degree,0.35771,6353,16600,0.35042,0.36500
2003,West,Intermediate School Degree,0.19192,4053,16600,0.18593,0.19791
2003,West,Technical School Degree,0.04423,949,16600,0.04110,0.04736
2003,West,Upper Secondary Degree,0.13148,3341,16600,0.12634,0.13662
2003,West,Other Degree,0.05852,1193,16600,0.05494,0.06209
2003,West,"Dropout, No School Degree",0.01387,255,16600,0.01209,0.01565
2003,West,No School Degree Yet,0.01638,456,16600,0.01445,0.01831
2003,East,Secondary School Degree,0.29001,1540,5257,0.27775,0.30228
2003,East,Intermediate School Degree,0.38750,2391,5257,0.37433,0.40067
2003,East,Technical School Degree,0.01896,110,5257,0.01528,0.02265
2003,East,Upper Secondary Degree,0.12985,1008,5257,0.12076,0.13893
2003,East,Other Degree,0.00806,46,5257,0.00565,0.01048
2003,East,No School Degree Yet,0.02030,162,5257,0.01649,0.02412
2004,West,Secondary School Degree,0.35457,6069,16125,0.34719,0.36195
2004,West,Intermediate School Degree,0.19217,3963,16125,0.18608,0.19825
2004,West,Technical School Degree,0.04386,939,16125,0.04070,0.04703
2004,West,Upper Secondary Degree,0.13126,3294,16125,0.12604,0.13647
2004,West,Other Degree,0.06058,1140,16125,0.05689,0.06426
2004,West,"Dropout, No School Degree",0.01444,245,16125,0.01260,0.01628
2004,West,No School Degree Yet,0.01842,475,16125,0.01635,0.02050
2004,East,Secondary School Degree,0.28753,1468,5127,0.27514,0.29992
2004,East,Intermediate School Degree,0.38680,2319,5127,0.37346,0.40013
2004,East,Technical School Degree,0.01956,112,5127,0.01577,0.02335
2004,East,Upper Secondary Degree,0.13331,1011,5127,0.12401,0.14262
2004,East,Other Degree,0.00929,51,5127,0.00666,0.01191
2004,East,No School Degree Yet,0.02032,166,5127,0.01646,0.02418
2005,West,Secondary School Degree,0.34427,5689,15352,0.33676,0.35179
2005,West,Intermediate School Degree,0.19715,3800,15352,0.19086,0.20344
2005,West,Technical School Degree,0.04343,901,15352,0.04020,0.04665
2005,West,Upper Secondary Degree,0.13396,3151,15352,0.12857,0.13935
2005,West,Other Degree,0.06180,1076,15352,0.05799,0.06561
2005,West,"Dropout, No School Degree",0.01503,228,15352,0.01311,0.01696
2005,West,No School Degree Yet,0.02112,507,15352,0.01885,0.02340
2005,East,Secondary School Degree,0.27068,1382,4922,0.25827,0.28310
2005,East,Intermediate School Degree,0.38618,2221,4922,0.37257,0.39978
2005,East,Technical School Degree,0.02289,116,4922,0.01871,0.02707
2005,East,Upper Secondary Degree,0.14046,1006,4922,0.13076,0.15017
2005,East,Other Degree,0.01263,50,4922,0.00951,0.01575
2005,East,No School Degree Yet,0.02158,147,4922,0.01752,0.02564
2006,West,Secondary School Degree,0.33425,6147,16543,0.32706,0.34144
2006,West,Intermediate School Degree,0.19800,4127,16543,0.19193,0.20407
2006,West,Technical School Degree,0.04507,1000,16543,0.04191,0.04823
2006,West,Upper Secondary Degree,0.14090,3421,16543,0.13560,0.14621
2006,West,Other Degree,0.06327,1127,16543,0.05956,0.06698
2006,West,"Dropout, No School Degree",0.01426,216,16543,0.01245,0.01606
2006,West,No School Degree Yet,0.01926,505,16543,0.01717,0.02136
2006,East,Secondary School Degree,0.26587,1470,5239,0.25391,0.27784
2006,East,Intermediate School Degree,0.38940,2365,5239,0.37619,0.40260
2006,East,Technical School Degree,0.02092,121,5239,0.01705,0.02480
2006,East,Upper Secondary Degree,0.14404,1065,5239,0.13453,0.15355
2006,East,Other Degree,0.01795,71,5239,0.01435,0.02155
2006,East,No School Degree Yet,0.02003,147,5239,0.01624,0.02383
2007,West,Secondary School Degree,0.32576,5579,15385,0.31836,0.33317
2007,West,Intermediate School Degree,0.19956,3869,15385,0.19324,0.20588
2007,West,Technical School Degree,0.04661,932,15385,0.04327,0.04994
2007,West,Upper Secondary Degree,0.14876,3323,15385,0.14314,0.15439
2007,West,Other Degree,0.06286,1012,15385,0.05902,0.06669
2007,West,"Dropout, No School Degree",0.01356,192,15385,0.01173,0.01539
2007,West,No School Degree Yet,0.02107,478,15385,0.01880,0.02334
2007,East,Secondary School Degree,0.26055,1355,4951,0.24832,0.27278
2007,East,Intermediate School Degree,0.38805,2216,4951,0.37448,0.40163
2007,East,Technical School Degree,0.02381,126,4951,0.01956,0.02805
2007,East,Upper Secondary Degree,0.15101,1044,4951,0.14103,0.16098
2007,East,Other Degree,0.01595,58,4951,0.01246,0.01944
2007,East,No School Degree Yet,0.02374,152,4951,0.01949,0.02798
2008,West,Secondary School Degree,0.32368,5200,14380,0.31603,0.33133
2008,West,Intermediate School Degree,0.20309,3659,14380,0.19651,0.20966
2008,West,Technical School Degree,0.04755,893,14380,0.04407,0.05103
2008,West,Upper Secondary Degree,0.15198,3121,14380,0.14612,0.15785
2008,West,Other Degree,0.06087,892,14380,0.05697,0.06478
2008,West,"Dropout, No School Degree",0.01304,170,14380,0.01118,0.01489
2008,West,No School Degree Yet,0.02114,445,14380,0.01879,0.02349
2008,East,Secondary School Degree,0.25080,1274,4664,0.23836,0.26324
2008,East,Intermediate School Degree,0.39317,2112,4664,0.37915,0.40719
2008,East,Technical School Degree,0.02815,124,4664,0.02340,0.03289
2008,East,Upper Secondary Degree,0.14943,985,4664,0.13920,0.15967
2008,East,Other Degree,0.01270,54,4664,0.00948,0.01591
2008,East,No School Degree Yet,0.01994,115,4664,0.01592,0.02395
2009,West,Secondary School Degree,0.31662,4750,13305,0.30872,0.32453
2009,West,Intermediate School Degree,0.20577,3416,13305,0.19890,0.21264
2009,West,Technical School Degree,0.05092,845,13305,0.04718,0.05465
2009,West,Upper Secondary Degree,0.15818,2955,13305,0.15198,0.16438
2009,West,Other Degree,0.05718,762,13305,0.05323,0.06112
2009,West,"Dropout, No School Degree",0.01294,153,13305,0.01102,0.01486
2009,West,No School Degree Yet,0.02193,424,13305,0.01944,0.02442
2009,East,Secondary School Degree,0.23676,1197,4417,0.22423,0.24930
2009,East,Intermediate School Degree,0.39271,2016,4417,0.37830,0.40711
2009,East,Technical School Degree,0.02913,118,4417,0.02417,0.03410
2009,East,Upper Secondary Degree,0.15707,958,4417,0.14634,0.16780
2009,East,Other Degree,0.01035,46,4417,0.00737,0.01334
2009,East,No School Degree Yet,0.01695,82,4417,0.01315,0.02076
2010,West,Secondary School Degree,0.30306,5658,18405,0.29642,0.30970
2010,West,Intermediate School Degree,0.20540,4908,18405,0.19956,0.21124
2010,West,Technical School Degree,0.05193,1218,18405,0.04873,0.05514
2010,West,Upper Secondary Degree,0.16088,4189,18405,0.15557,0.16619
2010,West,Other Degree,0.06733,1487,18405,0.06371,0.07095
2010,West,"Dropout, No School Degree",0.01328,323,18405,0.01162,0.01493
2010,West,No School Degree Yet,0.02149,622,18405,0.01939,0.02358
2010,East,Secondary School Degree,0.23017,1220,5397,0.21894,0.24140
2010,East,Intermediate School Degree,0.40460,2573,5397,0.39150,0.41769
2010,East,Technical School Degree,0.03154,152,5397,0.02688,0.03621
2010,East,Upper Secondary Degree,0.16325,1226,5397,0.15339,0.17311
2010,East,Other Degree,0.01306,101,5397,0.01003,0.01609
2010,East,"Dropout, No School Degree",0.00468,37,5397,0.00286,0.00650
2010,East,No School Degree Yet,0.01004,88,5397,0.00738,0.01270
2011,West,Secondary School Degree,0.28978,6769,21824,0.28376,0.29580
2011,West,Intermediate School Degree,0.20171,5761,21824,0.19639,0.20704
2011,West,Technical School Degree,0.05216,1455,21824,0.04921,0.05511
2011,West,Upper Secondary Degree,0.16775,4932,21824,0.16279,0.17271
2011,West,Other Degree,0.07005,1749,21824,0.06666,0.07343
2011,West,"Dropout, No School Degree",0.01465,375,21824,0.01306,0.01625
2011,West,No School Degree Yet,0.02138,783,21824,0.01946,0.02330
2011,East,Secondary School Degree,0.22171,1428,6223,0.21139,0.23203
2011,East,Intermediate School Degree,0.40650,2951,6223,0.39430,0.41871
2011,East,Technical School Degree,0.02819,177,6223,0.02407,0.03230
2011,East,Upper Secondary Degree,0.16276,1370,6223,0.15359,0.17193
2011,East,Other Degree,0.01644,132,6223,0.01328,0.01960
2011,East,"Dropout, No School Degree",0.00716,54,6223,0.00506,0.00925
2011,East,No School Degree Yet,0.01060,111,6223,0.00806,0.01315
2012,West,Secondary School Degree,0.28297,6538,21349,0.27693,0.28901
2012,West,Intermediate School Degree,0.20308,5651,21349,0.19768,0.20848
2012,West,Technical School Degree,0.05246,1421,21349,0.04947,0.05545
2012,West,Upper Secondary Degree,0.16913,4854,21349,0.16410,0.17416
2012,West,Other Degree,0.07639,1716,21349,0.07283,0.07996
2012,West,"Dropout, No School Degree",0.01482,368,21349,0.01320,0.01644
2012,West,No School Degree Yet,0.02068,801,21349,0.01878,0.02259
2012,East,Secondary School Degree,0.22391,1413,6116,0.21346,0.23435
2012,East,Intermediate School Degree,0.39662,2863,6116,0.38436,0.40888
2012,East,Technical School Degree,0.03014,184,6116,0.02585,0.03442
2012,East,Upper Secondary Degree,0.16510,1353,6116,0.15580,0.17441
2012,East,Other Degree,0.01860,139,6116,0.01521,0.02199
2012,East,"Dropout, No School Degree",0.00705,55,6116,0.00495,0.00914
2012,East,No School Degree Yet,0.00940,109,6116,0.00698,0.01182
2013,West,Secondary School Degree,0.27327,6493,24241,0.26766,0.27888
2013,West,Intermediate School Degree,0.20223,5804,24241,0.19718,0.20729
2013,West,Technical School Degree,0.05438,1519,24241,0.05152,0.05723
2013,West,Upper Secondary Degree,0.17233,5098,24241,0.16758,0.17708
2013,West,Other Degree,0.08139,3776,24241,0.07795,0.08484
2013,West,"Dropout, No School Degree",0.01670,615,24241,0.01509,0.01832
2013,West,No School Degree Yet,0.02135,936,24241,0.01953,0.02317
2013,East,Secondary School Degree,0.21680,1304,6073,0.20643,0.22716
2013,East,Intermediate School Degree,0.40437,2742,6073,0.39203,0.41671
2013,East,Technical School Degree,0.02851,180,6073,0.02432,0.03269
2013,East,Upper Secondary Degree,0.15861,1273,6073,0.14942,0.16779
2013,East,Other Degree,0.02879,354,6073,0.02459,0.03300
2013,East,"Dropout, No School Degree",0.00896,71,6073,0.00659,0.01133
2013,East,No School Degree Yet,0.01159,149,6073,0.00889,0.01428
2014,West,Secondary School Degree,0.26442,5745,21210,0.25848,0.27036
2014,West,Intermediate School Degree,0.19866,5129,21210,0.19329,0.20403
2014,West,Technical School Degree,0.05709,1400,21210,0.05397,0.06021
2014,West,Upper Secondary Degree,0.18055,4663,21210,0.17537,0.18573
2014,West,Other Degree,0.08290,3006,21210,0.07919,0.08661
2014,West,"Dropout, No School Degree",0.01654,491,21210,0.01482,0.01825
2014,West,No School Degree Yet,0.01984,776,21210,0.01797,0.02172
2014,East,Secondary School Degree,0.21285,1208,5509,0.20204,0.22366
2014,East,Intermediate School Degree,0.39120,2486,5509,0.37831,0.40409
2014,East,Technical School Degree,0.03149,172,5509,0.02688,0.03610
2014,East,Upper Secondary Degree,0.15766,1179,5509,0.14804,0.16728
2014,East,Other Degree,0.02911,290,5509,0.02467,0.03355
2014,East,"Dropout, No School Degree",0.00967,58,5509,0.00709,0.01226
2014,East,No School Degree Yet,0.00965,116,5509,0.00707,0.01224
2015,West,Secondary School Degree,0.25422,5309,21022,0.24833,0.26011
2015,West,Intermediate School Degree,0.20127,4912,21022,0.19585,0.20669
2015,West,Technical School Degree,0.05741,1350,21022,0.05427,0.06056
2015,West,Upper Secondary Degree,0.18374,4544,21022,0.17850,0.18897
2015,West,Other Degree,0.08864,3717,21022,0.08479,0.09248
2015,West,"Dropout, No School Degree",0.01635,532,21022,0.01463,0.01806
2015,West,No School Degree Yet,0.01627,658,21022,0.01456,0.01798
2015,East,Secondary School Degree,0.20582,1124,5345,0.19498,0.21666
2015,East,Intermediate School Degree,0.39233,2366,5345,0.37924,0.40542
2015,East,Technical School Degree,0.02916,166,5345,0.02465,0.03367
2015,East,Upper Secondary Degree,0.16016,1138,5345,0.15032,0.16999
2015,East,Other Degree,0.03421,369,5345,0.02934,0.03909
2015,East,"Dropout, No School Degree",0.01001,61,5345,0.00734,0.01268
2015,East,No School Degree Yet,0.01115,121,5345,0.00833,0.01397
2016,West,Secondary School Degree,0.24832,4891,21313,0.24252,0.25412
2016,West,Intermediate School Degree,0.19843,4494,21313,0.19307,0.20378
2016,West,Technical School Degree,0.05781,1262,21313,0.05468,0.06094
2016,West,Upper Secondary Degree,0.18435,4261,21313,0.17914,0.18955
2016,West,Other Degree,0.09288,4377,21313,0.08898,0.09678
2016,West,"Dropout, No School Degree",0.01607,1053,21313,0.01438,0.01776
2016,West,No School Degree Yet,0.01699,760,21313,0.01526,0.01873
2016,West,No School Attended,0.00022,215,21313,0.00002,0.00042
2016,East,Secondary School Degree,0.18392,1009,5468,0.17365,0.19419
2016,East,Intermediate School Degree,0.38555,2227,5468,0.37265,0.39845
