year,migback,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.64840,77,77,0.54105,0.75575
1986,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.61635,41,93,0.51698,0.71571
1986,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.16842,52,93,0.09194,0.24489
1986,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.65350,40,40,0.50415,0.80285
1986,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.55679,36,36,0.39222,0.72137
1987,No migration background,Primary Level,"Dropout, No School Degree",0.66451,48,48,0.52952,0.79950
1987,No migration background,Lower Secondary Level,Secondary School Degree,0.82995,1482,1836,0.81276,0.84714
1987,No migration background,Lower Secondary Level,Intermediate School Degree,0.17005,354,1836,0.15286,0.18724
1987,No migration background,Upper Secondary Level,Secondary School Degree,0.67157,2673,3995,0.65701,0.68614
1987,No migration background,Upper Secondary Level,Intermediate School Degree,0.26363,1066,3995,0.24997,0.27730
1987,No migration background,Upper Secondary Level,Technical School Degree,0.00911,36,3995,0.00616,0.01205
1987,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04950,220,3995,0.04278,0.05623
1987,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.39267,70,171,0.31926,0.46609
1987,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.60586,101,171,0.53240,0.67932
1987,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.46596,230,498,0.42210,0.50982
1987,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.29932,160,498,0.25906,0.33958
1987,No migration background,First Stage of Tertiary Education,Technical School Degree,0.08205,43,498,0.05792,0.10617
1987,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.14426,65,498,0.11337,0.17515
1987,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.09392,59,619,0.07092,0.11692
1987,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.17697,108,619,0.14688,0.20705
1987,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.69761,452,619,0.66140,0.73383
1987,Direct migration background,Primary Level,"Dropout, No School Degree",0.73318,501,652,0.69921,0.76716
1987,Direct migration background,Primary Level,No School Attended,0.22543,151,652,0.19333,0.25753
1987,Direct migration background,Lower Secondary Level,Secondary School Degree,0.51247,313,937,0.48045,0.54449
1987,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10454,60,937,0.08494,0.12414
1987,Direct migration background,Lower Secondary Level,Other Degree,0.38299,564,937,0.35184,0.41413
1987,Direct migration background,Upper Secondary Level,Secondary School Degree,0.50012,273,815,0.46577,0.53447
1987,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.16751,73,815,0.14186,0.19316
1987,Direct migration background,Upper Secondary Level,Other Degree,0.23706,398,815,0.20784,0.26627
1987,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03747,71,815,0.02442,0.05052
1987,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.58479,73,73,0.47097,0.69861
1987,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.60833,40,84,0.50332,0.71335
1987,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.16240,44,84,0.08305,0.24175
1987,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.79878,42,42,0.67606,0.92150
1987,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.48055,42,42,0.32762,0.63349
1988,No migration background,Primary Level,"Dropout, No School Degree",0.68780,44,44,0.54929,0.82630
1988,No migration background,Lower Secondary Level,Secondary School Degree,0.82987,1387,1727,0.81215,0.84760
1988,No migration background,Lower Secondary Level,Intermediate School Degree,0.17013,340,1727,0.15240,0.18785
1988,No migration background,Upper Secondary Level,Secondary School Degree,0.67130,2537,3759,0.65628,0.68631
1988,No migration background,Upper Secondary Level,Intermediate School Degree,0.26501,1017,3759,0.25090,0.27912
1988,No migration background,Upper Secondary Level,Upper Secondary Degree,0.05024,205,3759,0.04325,0.05722
1988,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.38432,68,170,0.31098,0.45766
1988,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.61528,102,170,0.54193,0.68864
1988,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.47178,218,474,0.42679,0.51677
1988,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.29454,153,474,0.25346,0.33562
1988,No migration background,First Stage of Tertiary Education,Technical School Degree,0.08535,43,474,0.06017,0.11053
1988,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.13921,60,474,0.10802,0.17041
1988,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.10016,60,599,0.07609,0.12422
1988,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.17875,104,599,0.14805,0.20946
1988,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.69996,435,599,0.66323,0.73669
1988,Direct migration background,Primary Level,"Dropout, No School Degree",0.72148,454,599,0.68555,0.75741
1988,Direct migration background,Primary Level,No School Attended,0.23541,145,599,0.20140,0.26941
1988,Direct migration background,Lower Secondary Level,Secondary School Degree,0.52913,314,910,0.49669,0.56158
1988,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10136,58,910,0.08174,0.12098
1988,Direct migration background,Lower Secondary Level,Other Degree,0.36950,538,910,0.33813,0.40088
1988,Direct migration background,Upper Secondary Level,Secondary School Degree,0.51131,274,778,0.47617,0.54646
1988,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.18058,78,778,0.15353,0.20763
1988,Direct migration background,Upper Secondary Level,Other Degree,0.20950,363,778,0.18089,0.23812
1988,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03327,63,778,0.02066,0.04588
1988,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57118,70,70,0.45440,0.68796
1988,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.64520,37,70,0.53231,0.75809
1988,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.13886,33,70,0.05726,0.22045
1988,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.74672,51,51,0.62617,0.86726
1988,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.46649,47,47,0.32232,0.61066
1989,No migration background,Primary Level,"Dropout, No School Degree",0.72467,46,46,0.59416,0.85518
1989,No migration background,Lower Secondary Level,Secondary School Degree,0.82911,1284,1590,0.81060,0.84762
1989,No migration background,Lower Secondary Level,Intermediate School Degree,0.17089,306,1590,0.15238,0.18940
1989,No migration background,Upper Secondary Level,Secondary School Degree,0.66799,2436,3639,0.65269,0.68329
1989,No migration background,Upper Secondary Level,Intermediate School Degree,0.26799,999,3639,0.25360,0.28238
1989,No migration background,Upper Secondary Level,Upper Secondary Degree,0.05101,204,3639,0.04386,0.05816
1989,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.35842,71,191,0.29024,0.42661
1989,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.64119,120,191,0.57299,0.70939
1989,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.47178,207,455,0.42586,0.51770
1989,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.30101,151,455,0.25881,0.34320
1989,No migration background,First Stage of Tertiary Education,Technical School Degree,0.07815,40,455,0.05346,0.10283
1989,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.13898,57,455,0.10716,0.17080
1989,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.08719,54,592,0.06445,0.10994
1989,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.18696,106,592,0.15553,0.21839
1989,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.70694,432,592,0.67024,0.74364
1989,Direct migration background,Primary Level,"Dropout, No School Degree",0.73055,426,562,0.69383,0.76726
1989,Direct migration background,Primary Level,No School Attended,0.23194,136,562,0.19701,0.26686
1989,Direct migration background,Lower Secondary Level,Secondary School Degree,0.52571,299,874,0.49258,0.55883
1989,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09321,52,874,0.07393,0.11250
1989,Direct migration background,Lower Secondary Level,Other Degree,0.38108,523,874,0.34887,0.41330
1989,Direct migration background,Upper Secondary Level,Secondary School Degree,0.49612,272,799,0.46142,0.53081
1989,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.18696,84,799,0.15991,0.21402
1989,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.06350,33,799,0.04658,0.08042
1989,Direct migration background,Upper Secondary Level,Other Degree,0.21223,345,799,0.18386,0.24060
1989,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03453,65,799,0.02186,0.04720
1989,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57047,68,68,0.45194,0.68900
1989,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.63155,40,72,0.51934,0.74375
1989,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.13591,32,72,0.05620,0.21562
1989,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.71290,67,101,0.62423,0.80157
1989,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.24042,34,101,0.15667,0.32418
1989,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.45917,47,47,0.31516,0.60318
1990,No migration background,Primary Level,"Dropout, No School Degree",0.71169,54,54,0.58974,0.83365
1990,No migration background,Lower Secondary Level,Secondary School Degree,0.80732,1520,1977,0.78993,0.82471
1990,No migration background,Lower Secondary Level,Intermediate School Degree,0.18691,457,1977,0.16972,0.20410
1990,No migration background,Upper Secondary Level,Secondary School Degree,0.62881,3532,6039,0.61662,0.64100
1990,No migration background,Upper Secondary Level,Intermediate School Degree,0.31357,2219,6039,0.30187,0.32528
1990,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04518,246,6039,0.03994,0.05042
1990,No migration background,Upper Secondary Level,Other Degree,0.00541,42,6039,0.00356,0.00726
1990,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.32043,72,267,0.26435,0.37651
1990,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.67922,195,267,0.62312,0.73531
1990,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.45543,293,700,0.41851,0.49235
1990,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.34961,301,700,0.31426,0.38496
1990,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06187,38,700,0.04401,0.07973
1990,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12578,68,700,0.10120,0.15037
1990,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05927,110,1547,0.04750,0.07104
1990,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.23601,515,1547,0.21484,0.25717
1990,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11617,111,1547,0.10020,0.13215
1990,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.58314,811,1547,0.55856,0.60772
1990,Direct migration background,Primary Level,"Dropout, No School Degree",0.72355,407,537,0.68569,0.76142
1990,Direct migration background,Primary Level,No School Attended,0.23750,130,537,0.20147,0.27352
1990,Direct migration background,Lower Secondary Level,Secondary School Degree,0.51569,300,873,0.48252,0.54886
1990,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10176,52,873,0.08170,0.12183
1990,Direct migration background,Lower Secondary Level,Other Degree,0.38255,521,873,0.35029,0.41480
1990,Direct migration background,Upper Secondary Level,Secondary School Degree,0.52175,327,815,0.48743,0.55607
1990,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.18646,98,815,0.15970,0.21321
1990,Direct migration background,Upper Secondary Level,Other Degree,0.20522,333,815,0.17747,0.23296
1990,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03165,57,815,0.01963,0.04368
1990,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.54254,69,69,0.42412,0.66095
1990,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.60121,60,60,0.47626,0.72615
1990,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.70402,79,113,0.61948,0.78856
1990,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.26178,34,113,0.18036,0.34319
1990,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.47687,52,52,0.33979,0.61395
1991,No migration background,Primary Level,"Dropout, No School Degree",0.76507,85,85,0.67441,0.85574
1991,No migration background,Lower Secondary Level,Secondary School Degree,0.80839,1427,1858,0.79049,0.82629
1991,No migration background,Lower Secondary Level,Intermediate School Degree,0.18612,431,1858,0.16841,0.20382
1991,No migration background,Upper Secondary Level,Secondary School Degree,0.62063,3388,5878,0.60822,0.63303
1991,No migration background,Upper Secondary Level,Intermediate School Degree,0.32293,2183,5878,0.31098,0.33489
1991,No migration background,Upper Secondary Level,Technical School Degree,0.00620,31,5878,0.00419,0.00821
1991,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04207,238,5878,0.03693,0.04720
1991,No migration background,Upper Secondary Level,Other Degree,0.00549,38,5878,0.00360,0.00738
1991,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.30296,72,268,0.24784,0.35808
1991,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.69669,196,268,0.64156,0.75183
1991,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.44440,285,688,0.40725,0.48156
1991,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.35537,293,688,0.31958,0.39116
1991,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06393,40,688,0.04564,0.08222
1991,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12911,70,688,0.10404,0.15419
1991,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06352,111,1534,0.05131,0.07573
1991,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.23433,508,1534,0.21313,0.25553
1991,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11473,111,1534,0.09878,0.13068
1991,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.58257,804,1534,0.55788,0.60726
1991,Direct migration background,Primary Level,"Dropout, No School Degree",0.73345,404,528,0.69570,0.77120
1991,Direct migration background,Primary Level,No School Attended,0.23577,124,528,0.19953,0.27201
1991,Direct migration background,Lower Secondary Level,Secondary School Degree,0.50292,285,847,0.46922,0.53661
1991,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10735,57,847,0.08649,0.12821
1991,Direct migration background,Lower Secondary Level,Other Degree,0.38973,505,847,0.35687,0.42260
1991,Direct migration background,Upper Secondary Level,Secondary School Degree,0.52373,332,813,0.48937,0.55808
1991,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.18781,96,813,0.16095,0.21467
1991,Direct migration background,Upper Secondary Level,Other Degree,0.20627,331,813,0.17844,0.23411
1991,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03257,54,813,0.02036,0.04478
1991,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57345,70,70,0.45675,0.69015
1991,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.60266,59,59,0.47672,0.72859
1991,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.68451,88,130,0.60432,0.76470
1991,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.26101,42,130,0.18522,0.33680
1991,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.46125,62,62,0.33615,0.58635
1992,No migration background,Primary Level,"Dropout, No School Degree",0.74666,70,70,0.64404,0.84928
1992,No migration background,Lower Secondary Level,Secondary School Degree,0.80682,1354,1782,0.78849,0.82516
1992,No migration background,Lower Secondary Level,Intermediate School Degree,0.18865,428,1782,0.17048,0.20682
1992,No migration background,Upper Secondary Level,Secondary School Degree,0.61559,3278,5704,0.60296,0.62822
1992,No migration background,Upper Secondary Level,Intermediate School Degree,0.32511,2128,5704,0.31295,0.33726
1992,No migration background,Upper Secondary Level,Technical School Degree,0.00689,32,5704,0.00474,0.00903
1992,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04335,228,5704,0.03806,0.04863
1992,No migration background,Upper Secondary Level,Other Degree,0.00597,38,5704,0.00397,0.00796
1992,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.29697,74,274,0.24276,0.35117
1992,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.70266,200,274,0.64844,0.75688
1992,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.44155,281,692,0.40453,0.47858
1992,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.35988,295,692,0.32409,0.39567
1992,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06950,43,692,0.05054,0.08846
1992,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12342,73,692,0.09890,0.14794
1992,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06164,106,1506,0.04949,0.07379
1992,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.23538,497,1506,0.21395,0.25682
1992,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11331,109,1506,0.09729,0.12932
1992,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.58540,794,1506,0.56051,0.61029
1992,Direct migration background,Primary Level,"Dropout, No School Degree",0.74102,388,504,0.70273,0.77930
1992,Direct migration background,Primary Level,No School Attended,0.22512,116,504,0.18862,0.26162
1992,Direct migration background,Lower Secondary Level,Secondary School Degree,0.49736,275,821,0.46314,0.53158
1992,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10454,56,821,0.08360,0.12549
1992,Direct migration background,Lower Secondary Level,Other Degree,0.39810,490,821,0.36459,0.43160
1992,Direct migration background,Upper Secondary Level,Secondary School Degree,0.52079,327,788,0.48589,0.55569
1992,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.17248,88,788,0.14609,0.19888
1992,Direct migration background,Upper Secondary Level,Other Degree,0.22698,321,788,0.19772,0.25625
1992,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03290,52,788,0.02044,0.04536
1992,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57619,66,66,0.45605,0.69632
1992,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.59791,60,60,0.47280,0.72303
1992,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.63774,109,159,0.56279,0.71269
1992,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.33152,50,159,0.25812,0.40493
1992,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.43624,62,62,0.31179,0.56069
1993,No migration background,Primary Level,"Dropout, No School Degree",0.76398,67,67,0.66154,0.86643
1993,No migration background,Lower Secondary Level,Secondary School Degree,0.80939,1299,1688,0.79064,0.82813
1993,No migration background,Lower Secondary Level,Intermediate School Degree,0.18568,389,1688,0.16712,0.20424
1993,No migration background,Upper Secondary Level,Secondary School Degree,0.60954,3182,5599,0.59676,0.62232
1993,No migration background,Upper Secondary Level,Intermediate School Degree,0.33409,2141,5599,0.32174,0.34645
1993,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04216,242,5599,0.03690,0.04743
1993,No migration background,Upper Secondary Level,Other Degree,0.00556,34,5599,0.00362,0.00751
1993,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.31285,79,278,0.25825,0.36745
1993,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.68715,199,278,0.63255,0.74175
