year,migback,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Rural regions,Secondary School Degree,0.46619,2129,4326,0.45132,0.48105
1990,No migration background,Rural regions,Intermediate School Degree,0.23976,1658,4326,0.22704,0.25249
1990,No migration background,Rural regions,Technical School Degree,0.01588,55,4326,0.01215,0.01960
1990,No migration background,Rural regions,Upper Secondary Degree,0.06107,377,4326,0.05393,0.06821
1990,No migration background,Rural regions,Other Degree,0.01014,57,4326,0.00715,0.01312
1990,No migration background,Rural regions,No School Degree Yet,0.00990,50,4326,0.00695,0.01285
1990,Direct migration background,Urban regions,Secondary School Degree,0.35220,533,2116,0.33184,0.37255
1990,Direct migration background,Urban regions,Intermediate School Degree,0.10591,132,2116,0.09279,0.11902
1990,Direct migration background,Urban regions,Upper Secondary Degree,0.07820,88,2116,0.06676,0.08964
1990,Direct migration background,Urban regions,Other Degree,0.22517,826,2116,0.20737,0.24297
1990,Direct migration background,Urban regions,"Dropout, No School Degree",0.10159,416,2116,0.08872,0.11447
1990,Direct migration background,Urban regions,No School Attended,0.03245,121,2116,0.02490,0.04000
1990,Direct migration background,Rural regions,Secondary School Degree,0.41969,134,363,0.36885,0.47053
1990,Direct migration background,Rural regions,Intermediate School Degree,0.16985,46,363,0.13116,0.20853
1990,Direct migration background,Rural regions,Other Degree,0.16501,134,363,0.12677,0.20325
1990,Direct migration background,Rural regions,"Dropout, No School Degree",0.06109,49,363,0.03642,0.08576
1990,Indirect migration background,Urban regions,Secondary School Degree,0.07936,110,191,0.04092,0.11779
1990,Indirect migration background,Urban regions,Intermediate School Degree,0.03946,46,191,0.01178,0.06715
1990,Indirect migration background,Urban regions,No School Degree Yet,0.02800,35,191,0.00454,0.05146
1991,No migration background,Urban regions,Secondary School Degree,0.45192,3147,6165,0.43949,0.46434
1991,No migration background,Urban regions,Intermediate School Degree,0.21164,1738,6165,0.20144,0.22183
1991,No migration background,Urban regions,Technical School Degree,0.02935,201,6165,0.02513,0.03356
1991,No migration background,Urban regions,Upper Secondary Degree,0.11970,923,6165,0.11159,0.12780
1991,No migration background,Urban regions,Other Degree,0.00412,32,6165,0.00252,0.00572
1991,No migration background,Urban regions,"Dropout, No School Degree",0.00670,54,6165,0.00466,0.00874
1991,No migration background,Urban regions,No School Degree Yet,0.00931,70,6165,0.00691,0.01171
1991,No migration background,Rural regions,Secondary School Degree,0.46163,2037,4184,0.44653,0.47674
1991,No migration background,Rural regions,Intermediate School Degree,0.24467,1628,4184,0.23164,0.25770
1991,No migration background,Rural regions,Technical School Degree,0.01652,53,4184,0.01266,0.02039
1991,No migration background,Rural regions,Upper Secondary Degree,0.06473,374,4184,0.05727,0.07218
1991,No migration background,Rural regions,Other Degree,0.00926,49,4184,0.00636,0.01216
1991,No migration background,Rural regions,"Dropout, No School Degree",0.00803,43,4184,0.00533,0.01074
1991,Direct migration background,Urban regions,Secondary School Degree,0.34192,519,2081,0.32153,0.36231
1991,Direct migration background,Urban regions,Intermediate School Degree,0.11183,138,2081,0.09828,0.12537
1991,Direct migration background,Urban regions,Upper Secondary Degree,0.08152,91,2081,0.06976,0.09328
1991,Direct migration background,Urban regions,Other Degree,0.23228,809,2081,0.21413,0.25043
1991,Direct migration background,Urban regions,"Dropout, No School Degree",0.10548,411,2081,0.09228,0.11868
1991,Direct migration background,Urban regions,No School Attended,0.03234,113,2081,0.02474,0.03995
1991,Direct migration background,Rural regions,Secondary School Degree,0.44011,135,359,0.38868,0.49153
1991,Direct migration background,Rural regions,Intermediate School Degree,0.16852,45,359,0.12974,0.20729
1991,Direct migration background,Rural regions,Other Degree,0.15926,131,359,0.12136,0.19717
1991,Direct migration background,Rural regions,"Dropout, No School Degree",0.05993,48,359,0.03534,0.08452
1991,Indirect migration background,Urban regions,Secondary School Degree,0.08833,127,220,0.05075,0.12591
1991,Indirect migration background,Urban regions,Intermediate School Degree,0.04481,59,220,0.01741,0.07221
1991,Indirect migration background,Urban regions,No School Degree Yet,0.02290,34,220,0.00309,0.04272
1992,No migration background,Urban regions,Secondary School Degree,0.44375,3068,6080,0.43126,0.45624
1992,No migration background,Urban regions,Intermediate School Degree,0.21272,1728,6080,0.20243,0.22301
1992,No migration background,Urban regions,Technical School Degree,0.02997,204,6080,0.02568,0.03426
1992,No migration background,Urban regions,Upper Secondary Degree,0.12245,926,6080,0.11421,0.13069
1992,No migration background,Urban regions,Other Degree,0.00420,31,6080,0.00258,0.00583
1992,No migration background,Urban regions,"Dropout, No School Degree",0.00617,48,6080,0.00420,0.00813
1992,No migration background,Urban regions,No School Degree Yet,0.00893,75,6080,0.00656,0.01129
1992,No migration background,Rural regions,Secondary School Degree,0.45652,1918,4005,0.44109,0.47195
1992,No migration background,Rural regions,Intermediate School Degree,0.24744,1560,4005,0.23408,0.26081
1992,No migration background,Rural regions,Technical School Degree,0.01755,54,4005,0.01348,0.02161
1992,No migration background,Rural regions,Upper Secondary Degree,0.06275,347,4005,0.05523,0.07026
1992,No migration background,Rural regions,Other Degree,0.00875,46,4005,0.00587,0.01164
1992,No migration background,Rural regions,"Dropout, No School Degree",0.00759,35,4005,0.00490,0.01028
1992,No migration background,Rural regions,No School Degree Yet,0.00893,45,4005,0.00601,0.01184
1992,Direct migration background,Urban regions,Secondary School Degree,0.34021,504,2045,0.31967,0.36075
1992,Direct migration background,Urban regions,Intermediate School Degree,0.10474,134,2045,0.09147,0.11802
1992,Direct migration background,Urban regions,Technical School Degree,0.02366,34,2045,0.01707,0.03025
1992,Direct migration background,Urban regions,Upper Secondary Degree,0.08377,92,2045,0.07176,0.09578
1992,Direct migration background,Urban regions,Other Degree,0.24708,783,2045,0.22838,0.26578
1992,Direct migration background,Urban regions,"Dropout, No School Degree",0.10837,391,2045,0.09489,0.12184
1992,Direct migration background,Urban regions,No School Attended,0.03360,107,2045,0.02579,0.04141
1992,Direct migration background,Rural regions,Secondary School Degree,0.44100,137,358,0.38950,0.49251
1992,Direct migration background,Rural regions,Intermediate School Degree,0.16250,42,358,0.12423,0.20077
1992,Direct migration background,Rural regions,Other Degree,0.16019,128,358,0.12215,0.19824
1992,Direct migration background,Rural regions,"Dropout, No School Degree",0.06746,51,358,0.04144,0.09348
1992,Indirect migration background,Urban regions,Secondary School Degree,0.09931,144,259,0.06281,0.13580
1992,Indirect migration background,Urban regions,Intermediate School Degree,0.06382,69,259,0.03399,0.09364
1992,Indirect migration background,Urban regions,No School Degree Yet,0.03551,46,259,0.01293,0.05809
1992,Indirect migration background,Rural regions,Secondary School Degree,0.12536,32,32,0.00879,0.24192
1993,No migration background,Urban regions,Secondary School Degree,0.43692,2997,6014,0.42438,0.44946
1993,No migration background,Urban regions,Intermediate School Degree,0.21520,1745,6014,0.20481,0.22559
1993,No migration background,Urban regions,Technical School Degree,0.02945,201,6014,0.02518,0.03372
1993,No migration background,Urban regions,Upper Secondary Degree,0.12381,948,6014,0.11548,0.13213
1993,No migration background,Urban regions,"Dropout, No School Degree",0.00661,48,6014,0.00456,0.00865
1993,No migration background,Urban regions,No School Degree Yet,0.00833,75,6014,0.00603,0.01062
1993,No migration background,Rural regions,Secondary School Degree,0.44477,1854,3951,0.42927,0.46027
1993,No migration background,Rural regions,Intermediate School Degree,0.25289,1552,3951,0.23933,0.26645
1993,No migration background,Rural regions,Technical School Degree,0.01844,58,3951,0.01424,0.02264
1993,No migration background,Rural regions,Upper Secondary Degree,0.06777,365,3951,0.05993,0.07561
1993,No migration background,Rural regions,Other Degree,0.00836,43,3951,0.00552,0.01120
1993,No migration background,Rural regions,"Dropout, No School Degree",0.00756,32,3951,0.00486,0.01026
1993,No migration background,Rural regions,No School Degree Yet,0.00851,47,3951,0.00564,0.01137
1993,Direct migration background,Urban regions,Secondary School Degree,0.33099,488,1949,0.31009,0.35188
1993,Direct migration background,Urban regions,Intermediate School Degree,0.10126,126,1949,0.08786,0.11466
1993,Direct migration background,Urban regions,Upper Secondary Degree,0.08535,93,1949,0.07295,0.09776
1993,Direct migration background,Urban regions,Other Degree,0.25974,760,1949,0.24027,0.27921
1993,Direct migration background,Urban regions,"Dropout, No School Degree",0.11112,375,1949,0.09716,0.12508
1993,Direct migration background,Urban regions,No School Attended,0.03732,107,1949,0.02891,0.04574
1993,Direct migration background,Rural regions,Secondary School Degree,0.44676,138,359,0.39526,0.49826
1993,Direct migration background,Rural regions,Intermediate School Degree,0.14785,41,359,0.11108,0.18462
1993,Direct migration background,Rural regions,Other Degree,0.14765,126,359,0.11090,0.18440
1993,Direct migration background,Rural regions,"Dropout, No School Degree",0.07037,54,359,0.04388,0.09687
1993,Indirect migration background,Urban regions,Secondary School Degree,0.11378,157,289,0.07710,0.15045
1993,Indirect migration background,Urban regions,Intermediate School Degree,0.07931,88,289,0.04810,0.11052
1993,Indirect migration background,Urban regions,No School Degree Yet,0.04514,44,289,0.02116,0.06912
1993,Indirect migration background,Rural regions,Secondary School Degree,0.15624,36,36,0.03595,0.27652
1994,No migration background,Urban regions,Secondary School Degree,0.43320,2914,5953,0.42061,0.44579
1994,No migration background,Urban regions,Intermediate School Degree,0.21280,1722,5953,0.20240,0.22319
1994,No migration background,Urban regions,Technical School Degree,0.03076,210,5953,0.02637,0.03514
1994,No migration background,Urban regions,Upper Secondary Degree,0.12624,966,5953,0.11780,0.13467
1994,No migration background,Urban regions,"Dropout, No School Degree",0.00587,40,5953,0.00393,0.00781
1994,No migration background,Urban regions,No School Degree Yet,0.01124,101,5953,0.00856,0.01391
1994,No migration background,Rural regions,Secondary School Degree,0.43520,1792,3848,0.41954,0.45087
1994,No migration background,Rural regions,Intermediate School Degree,0.25206,1520,3848,0.23834,0.26578
1994,No migration background,Rural regions,Technical School Degree,0.02013,60,3848,0.01569,0.02456
1994,No migration background,Rural regions,Upper Secondary Degree,0.07192,382,3848,0.06376,0.08009
1994,No migration background,Rural regions,Other Degree,0.00686,37,3848,0.00425,0.00947
1994,No migration background,Rural regions,No School Degree Yet,0.00908,57,3848,0.00608,0.01208
1994,Direct migration background,Urban regions,Secondary School Degree,0.32366,466,1833,0.30224,0.34509
1994,Direct migration background,Urban regions,Intermediate School Degree,0.09495,116,1833,0.08153,0.10838
1994,Direct migration background,Urban regions,Upper Secondary Degree,0.09227,89,1833,0.07902,0.10552
1994,Direct migration background,Urban regions,Other Degree,0.25914,710,1833,0.23908,0.27921
1994,Direct migration background,Urban regions,"Dropout, No School Degree",0.11179,354,1833,0.09736,0.12622
1994,Direct migration background,Urban regions,No School Attended,0.03552,98,1833,0.02705,0.04400
1994,Direct migration background,Rural regions,Secondary School Degree,0.44305,129,327,0.38913,0.49698
1994,Direct migration background,Rural regions,Intermediate School Degree,0.15936,42,327,0.11963,0.19909
1994,Direct migration background,Rural regions,Other Degree,0.13039,108,327,0.09384,0.16694
1994,Direct migration background,Rural regions,"Dropout, No School Degree",0.06403,48,327,0.03745,0.09060
1994,Indirect migration background,Urban regions,Secondary School Degree,0.10909,154,335,0.07566,0.14253
1994,Indirect migration background,Urban regions,Intermediate School Degree,0.08041,93,335,0.05125,0.10958
1994,Indirect migration background,Urban regions,Upper Secondary Degree,0.02574,31,335,0.00876,0.04273
1994,Indirect migration background,Urban regions,No School Degree Yet,0.05921,57,335,0.03390,0.08452
1994,Indirect migration background,Rural regions,Secondary School Degree,0.15997,36,36,0.03852,0.28142
1995,No migration background,Urban regions,Secondary School Degree,0.42831,2816,5864,0.41565,0.44098
1995,No migration background,Urban regions,Intermediate School Degree,0.21221,1717,5864,0.20175,0.22268
1995,No migration background,Urban regions,Technical School Degree,0.03169,215,5864,0.02720,0.03617
1995,No migration background,Urban regions,Upper Secondary Degree,0.13168,967,5864,0.12302,0.14033
1995,No migration background,Urban regions,"Dropout, No School Degree",0.00451,34,5864,0.00280,0.00623
1995,No migration background,Urban regions,No School Degree Yet,0.01311,115,5864,0.01020,0.01603
1995,No migration background,Rural regions,Secondary School Degree,0.42909,1761,3909,0.41357,0.44461
1995,No migration background,Rural regions,Intermediate School Degree,0.25245,1560,3909,0.23883,0.26607
1995,No migration background,Rural regions,Technical School Degree,0.02091,62,3909,0.01643,0.02540
1995,No migration background,Rural regions,Upper Secondary Degree,0.07438,412,3909,0.06615,0.08260
1995,No migration background,Rural regions,Other Degree,0.00732,40,3909,0.00465,0.00999
1995,No migration background,Rural regions,No School Degree Yet,0.01039,74,3909,0.00721,0.01357
1995,Direct migration background,Urban regions,Secondary School Degree,0.26868,489,2189,0.25011,0.28726
1995,Direct migration background,Urban regions,Intermediate School Degree,0.08477,140,2189,0.07310,0.09644
1995,Direct migration background,Urban regions,Technical School Degree,0.02271,38,2189,0.01647,0.02895
1995,Direct migration background,Urban regions,Upper Secondary Degree,0.08373,116,2189,0.07212,0.09534
1995,Direct migration background,Urban regions,Other Degree,0.31816,923,2189,0.29865,0.33768
1995,Direct migration background,Urban regions,"Dropout, No School Degree",0.08643,359,2189,0.07466,0.09821
1995,Direct migration background,Urban regions,No School Degree Yet,0.01750,35,2189,0.01200,0.02299
1995,Direct migration background,Urban regions,No School Attended,0.02157,89,2189,0.01548,0.02765
1995,Direct migration background,Rural regions,Secondary School Degree,0.36023,142,391,0.31259,0.40788
1995,Direct migration background,Rural regions,Intermediate School Degree,0.14130,48,391,0.10673,0.17587
1995,Direct migration background,Rural regions,Other Degree,0.16445,152,391,0.12766,0.20124
1995,Direct migration background,Rural regions,"Dropout, No School Degree",0.05251,49,391,0.03037,0.07464
1995,Indirect migration background,Urban regions,Secondary School Degree,0.10124,150,335,0.06889,0.13360
1995,Indirect migration background,Urban regions,Intermediate School Degree,0.08378,102,335,0.05407,0.11350
1995,Indirect migration background,Urban regions,Upper Secondary Degree,0.02765,37,335,0.01006,0.04523
1995,Indirect migration background,Urban regions,No School Degree Yet,0.04349,46,335,0.02162,0.06537
1995,Indirect migration background,Rural regions,Secondary School Degree,0.14505,36,36,0.02838,0.26172
1996,No migration background,Urban regions,Secondary School Degree,0.42152,2727,5836,0.40885,0.43419
1996,No migration background,Urban regions,Intermediate School Degree,0.21493,1727,5836,0.20439,0.22547
1996,No migration background,Urban regions,Technical School Degree,0.03165,209,5836,0.02716,0.03615
1996,No migration background,Urban regions,Upper Secondary Degree,0.13390,984,5836,0.12516,0.14264
1996,No migration background,Urban regions,Other Degree,0.00442,31,5836,0.00272,0.00612
1996,No migration background,Urban regions,"Dropout, No School Degree",0.00438,31,5836,0.00268,0.00607
1996,No migration background,Urban regions,No School Degree Yet,0.01458,127,5836,0.01150,0.01765
1996,No migration background,Rural regions,Secondary School Degree,0.42635,1728,3863,0.41075,0.44194
1996,No migration background,Rural regions,Intermediate School Degree,0.25614,1553,3863,0.24238,0.26991
1996,No migration background,Rural regions,Technical School Degree,0.02118,65,3863,0.01664,0.02572
1996,No migration background,Rural regions,Upper Secondary Degree,0.07326,398,3863,0.06505,0.08148
1996,No migration background,Rural regions,Other Degree,0.00682,39,3863,0.00422,0.00941
1996,No migration background,Rural regions,No School Degree Yet,0.01433,80,3863,0.01058,0.01808
1996,Direct migration background,Urban regions,Secondary School Degree,0.26588,467,2001,0.24652,0.28525
1996,Direct migration background,Urban regions,Intermediate School Degree,0.08678,128,2001,0.07444,0.09911
1996,Direct migration background,Urban regions,Technical School Degree,0.02606,41,2001,0.01908,0.03304
1996,Direct migration background,Urban regions,Upper Secondary Degree,0.08321,109,2001,0.07111,0.09532
1996,Direct migration background,Urban regions,Other Degree,0.31833,851,2001,0.29792,0.33875
1996,Direct migration background,Urban regions,"Dropout, No School Degree",0.08682,325,2001,0.07448,0.09916
1996,Direct migration background,Urban regions,No School Attended,0.02173,80,2001,0.01534,0.02812
1996,Direct migration background,Rural regions,Secondary School Degree,0.36362,140,389,0.31575,0.41149
1996,Direct migration background,Rural regions,Intermediate School Degree,0.15123,48,389,0.11558,0.18688
1996,Direct migration background,Rural regions,Other Degree,0.17782,151,389,0.13977,0.21586
1996,Direct migration background,Rural regions,"Dropout, No School Degree",0.05431,50,389,0.03176,0.07687
1996,Indirect migration background,Urban regions,Secondary School Degree,0.10538,160,359,0.07357,0.13719
1996,Indirect migration background,Urban regions,Intermediate School Degree,0.08484,104,359,0.05597,0.11370
1996,Indirect migration background,Urban regions,Upper Secondary Degree,0.04220,51,359,0.02137,0.06303
1996,Indirect migration background,Urban regions,No School Degree Yet,0.03659,44,359,0.01714,0.05603
1996,Indirect migration background,Rural regions,Secondary School Degree,0.15918,39,39,0.04286,0.27551
1997,No migration background,Urban regions,Secondary School Degree,0.41848,2661,5724,0.40570,0.43126
1997,No migration background,Urban regions,Intermediate School Degree,0.21551,1702,5724,0.20486,0.22616
1997,No migration background,Urban regions,Technical School Degree,0.03331,213,5724,0.02866,0.03796
1997,No migration background,Urban regions,Upper Secondary Degree,0.13554,989,5724,0.12667,0.14440
1997,No migration background,Urban regions,"Dropout, No School Degree",0.00457,32,5724,0.00282,0.00631
1997,No migration background,Urban regions,No School Degree Yet,0.01442,127,5724,0.01133,0.01751
1997,No migration background,Rural regions,Secondary School Degree,0.41979,1679,3816,0.40413,0.43545
1997,No migration background,Rural regions,Intermediate School Degree,0.25552,1528,3816,0.24168,0.26936
1997,No migration background,Rural regions,Technical School Degree,0.02148,64,3816,0.01688,0.02609
1997,No migration background,Rural regions,Upper Secondary Degree,0.07751,415,3816,0.06902,0.08599
1997,No migration background,Rural regions,Other Degree,0.00671,37,3816,0.00412,0.00930
1997,No migration background,Rural regions,No School Degree Yet,0.01480,93,3816,0.01097,0.01863
1997,Direct migration background,Urban regions,Secondary School Degree,0.27146,457,1910,0.25151,0.29141
1997,Direct migration background,Urban regions,Intermediate School Degree,0.08828,128,1910,0.07556,0.10101
1997,Direct migration background,Urban regions,Technical School Degree,0.02703,43,1910,0.01975,0.03430
1997,Direct migration background,Urban regions,Upper Secondary Degree,0.08241,107,1910,0.07008,0.09475
