year,quintil_oecd,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,5th Quintile,female,Technical School Degree,0.03512,40,1131,0.02439,0.04585
1984,5th Quintile,female,Upper Secondary Degree,0.11162,135,1131,0.09326,0.12998
1984,5th Quintile,female,Other Degree,0.01040,62,1131,0.00449,0.01632
1984,5th Quintile,female,"Dropout, No School Degree",0.00514,33,1131,0.00097,0.00931
1985,1st Quintile,male,Secondary School Degree,0.45065,461,920,0.41848,0.48282
1985,1st Quintile,male,Intermediate School Degree,0.08074,81,920,0.06312,0.09835
1985,1st Quintile,male,Upper Secondary Degree,0.06233,63,920,0.04670,0.07796
1985,1st Quintile,male,Other Degree,0.05192,216,920,0.03757,0.06626
1985,1st Quintile,male,"Dropout, No School Degree",0.02562,99,920,0.01541,0.03584
1985,1st Quintile,female,Secondary School Degree,0.55161,631,1190,0.52334,0.57988
1985,1st Quintile,female,Intermediate School Degree,0.11803,147,1190,0.09969,0.13637
1985,1st Quintile,female,Upper Secondary Degree,0.04638,59,1190,0.03442,0.05833
1985,1st Quintile,female,Other Degree,0.02495,151,1190,0.01608,0.03382
1985,1st Quintile,female,"Dropout, No School Degree",0.03532,148,1190,0.02483,0.04581
1985,1st Quintile,female,No School Attended,0.00786,54,1190,0.00284,0.01288
1985,2nd Quintile,male,Secondary School Degree,0.53002,559,956,0.49837,0.56168
1985,2nd Quintile,male,Intermediate School Degree,0.09652,105,956,0.07779,0.11525
1985,2nd Quintile,male,Upper Secondary Degree,0.04843,56,956,0.03482,0.06205
1985,2nd Quintile,male,Other Degree,0.03688,169,956,0.02492,0.04883
1985,2nd Quintile,male,"Dropout, No School Degree",0.01907,67,956,0.01039,0.02774
1985,2nd Quintile,female,Secondary School Degree,0.58084,658,1084,0.55145,0.61023
1985,2nd Quintile,female,Intermediate School Degree,0.12441,141,1084,0.10476,0.14407
1985,2nd Quintile,female,Upper Secondary Degree,0.03998,47,1084,0.02831,0.05164
1985,2nd Quintile,female,Other Degree,0.02160,122,1084,0.01294,0.03026
1985,2nd Quintile,female,"Dropout, No School Degree",0.01419,85,1084,0.00714,0.02123
1985,2nd Quintile,female,No School Attended,0.00476,31,1084,0.00066,0.00885
1985,3rd Quintile,male,Secondary School Degree,0.50684,563,1030,0.47629,0.53739
1985,3rd Quintile,male,Intermediate School Degree,0.14113,161,1030,0.11986,0.16240
1985,3rd Quintile,male,Upper Secondary Degree,0.07373,90,1030,0.05776,0.08970
1985,3rd Quintile,male,Other Degree,0.03360,147,1030,0.02259,0.04461
1985,3rd Quintile,male,"Dropout, No School Degree",0.01623,69,1030,0.00851,0.02395
1985,3rd Quintile,female,Secondary School Degree,0.58598,632,1040,0.55603,0.61593
1985,3rd Quintile,female,Intermediate School Degree,0.18188,205,1040,0.15842,0.20534
1985,3rd Quintile,female,Upper Secondary Degree,0.03651,46,1040,0.02511,0.04792
1985,3rd Quintile,female,Other Degree,0.01172,84,1040,0.00517,0.01826
1985,3rd Quintile,female,"Dropout, No School Degree",0.01491,73,1040,0.00754,0.02228
1985,4th Quintile,male,Secondary School Degree,0.49282,553,1109,0.46338,0.52226
1985,4th Quintile,male,Intermediate School Degree,0.16436,188,1109,0.14254,0.18619
1985,4th Quintile,male,Technical School Degree,0.04196,47,1109,0.03016,0.05377
1985,4th Quintile,male,Upper Secondary Degree,0.10911,133,1109,0.09075,0.12747
1985,4th Quintile,male,Other Degree,0.02147,124,1109,0.01293,0.03000
1985,4th Quintile,male,"Dropout, No School Degree",0.01957,64,1109,0.01142,0.02773
1985,4th Quintile,female,Secondary School Degree,0.49874,539,1003,0.46778,0.52970
1985,4th Quintile,female,Intermediate School Degree,0.23874,255,1003,0.21234,0.26513
1985,4th Quintile,female,Upper Secondary Degree,0.07030,80,1003,0.05447,0.08613
1985,4th Quintile,female,Other Degree,0.01347,73,1003,0.00633,0.02061
1985,4th Quintile,female,"Dropout, No School Degree",0.00978,56,1003,0.00368,0.01587
1985,5th Quintile,male,Secondary School Degree,0.38170,425,1059,0.35243,0.41097
1985,5th Quintile,male,Intermediate School Degree,0.21958,259,1059,0.19463,0.24452
1985,5th Quintile,male,Technical School Degree,0.06926,76,1059,0.05396,0.08456
1985,5th Quintile,male,Upper Secondary Degree,0.19925,225,1059,0.17518,0.22332
1985,5th Quintile,male,Other Degree,0.01418,74,1059,0.00705,0.02130
1985,5th Quintile,female,Secondary School Degree,0.40661,456,1003,0.37620,0.43703
1985,5th Quintile,female,Intermediate School Degree,0.30713,335,1003,0.27857,0.33570
1985,5th Quintile,female,Technical School Degree,0.03575,38,1003,0.02426,0.04725
1985,5th Quintile,female,Upper Secondary Degree,0.11052,125,1003,0.09110,0.12993
1985,5th Quintile,female,Other Degree,0.01015,49,1003,0.00395,0.01636
1986,1st Quintile,male,Secondary School Degree,0.45812,414,825,0.42410,0.49214
1986,1st Quintile,male,Intermediate School Degree,0.06627,68,825,0.04928,0.08325
1986,1st Quintile,male,Upper Secondary Degree,0.07260,69,825,0.05488,0.09032
1986,1st Quintile,male,Other Degree,0.05399,190,825,0.03856,0.06942
1986,1st Quintile,male,"Dropout, No School Degree",0.02424,84,825,0.01374,0.03474
1986,1st Quintile,female,Secondary School Degree,0.55784,607,1094,0.52839,0.58728
1986,1st Quintile,female,Intermediate School Degree,0.10648,122,1094,0.08819,0.12476
1986,1st Quintile,female,Upper Secondary Degree,0.05108,58,1094,0.03803,0.06413
1986,1st Quintile,female,Other Degree,0.02499,140,1094,0.01574,0.03424
1986,1st Quintile,female,"Dropout, No School Degree",0.03386,125,1094,0.02314,0.04459
1986,1st Quintile,female,No School Attended,0.00715,42,1094,0.00215,0.01214
1986,2nd Quintile,male,Secondary School Degree,0.50909,552,949,0.47727,0.54092
1986,2nd Quintile,male,Intermediate School Degree,0.10442,112,949,0.08496,0.12389
1986,2nd Quintile,male,Upper Secondary Degree,0.04714,51,949,0.03365,0.06063
1986,2nd Quintile,male,Other Degree,0.03635,165,949,0.02444,0.04826
1986,2nd Quintile,male,"Dropout, No School Degree",0.02183,69,949,0.01253,0.03113
1986,2nd Quintile,female,Secondary School Degree,0.58429,607,1022,0.55406,0.61452
1986,2nd Quintile,female,Intermediate School Degree,0.14403,152,1022,0.12249,0.16557
1986,2nd Quintile,female,Upper Secondary Degree,0.02461,31,1022,0.01511,0.03411
1986,2nd Quintile,female,Other Degree,0.02232,113,1022,0.01326,0.03138
1986,2nd Quintile,female,"Dropout, No School Degree",0.01476,85,1022,0.00737,0.02216
1986,2nd Quintile,female,No School Attended,0.00524,34,1022,0.00081,0.00967
1986,3rd Quintile,male,Secondary School Degree,0.51468,525,997,0.48364,0.54571
1986,3rd Quintile,male,Intermediate School Degree,0.13849,144,997,0.11704,0.15995
1986,3rd Quintile,male,Technical School Degree,0.03371,37,997,0.02250,0.04492
1986,3rd Quintile,male,Upper Secondary Degree,0.07218,82,997,0.05611,0.08825
1986,3rd Quintile,male,Other Degree,0.03050,145,997,0.01982,0.04118
1986,3rd Quintile,male,"Dropout, No School Degree",0.01624,64,997,0.00839,0.02409
1986,3rd Quintile,female,Secondary School Degree,0.53628,578,987,0.50515,0.56740
1986,3rd Quintile,female,Intermediate School Degree,0.17353,193,987,0.14989,0.19717
1986,3rd Quintile,female,Upper Secondary Degree,0.05351,63,987,0.03947,0.06756
1986,3rd Quintile,female,Other Degree,0.01485,85,987,0.00730,0.02239
1986,3rd Quintile,female,"Dropout, No School Degree",0.01430,68,987,0.00689,0.02171
1986,4th Quintile,male,Secondary School Degree,0.48145,553,1117,0.45213,0.51077
1986,4th Quintile,male,Intermediate School Degree,0.18598,205,1117,0.16316,0.20881
1986,4th Quintile,male,Technical School Degree,0.04036,42,1117,0.02881,0.05190
1986,4th Quintile,male,Upper Secondary Degree,0.11064,130,1117,0.09224,0.12905
1986,4th Quintile,male,Other Degree,0.02553,125,1117,0.01627,0.03478
1986,4th Quintile,male,"Dropout, No School Degree",0.01815,62,1117,0.01032,0.02598
1986,4th Quintile,female,Secondary School Degree,0.48844,523,999,0.45742,0.51945
1986,4th Quintile,female,Intermediate School Degree,0.25804,273,999,0.23089,0.28519
1986,4th Quintile,female,Upper Secondary Degree,0.06628,73,999,0.05084,0.08171
1986,4th Quintile,female,Other Degree,0.01196,75,999,0.00522,0.01871
1986,4th Quintile,female,"Dropout, No School Degree",0.01171,55,999,0.00504,0.01839
1986,5th Quintile,male,Secondary School Degree,0.35869,393,1032,0.32941,0.38796
1986,5th Quintile,male,Intermediate School Degree,0.22530,251,1032,0.19980,0.25080
1986,5th Quintile,male,Technical School Degree,0.06277,73,1032,0.04796,0.07757
1986,5th Quintile,male,Upper Secondary Degree,0.21893,239,1032,0.19369,0.24417
1986,5th Quintile,male,Other Degree,0.01384,76,1032,0.00671,0.02098
1986,5th Quintile,female,Secondary School Degree,0.39303,416,961,0.36213,0.42393
1986,5th Quintile,female,Intermediate School Degree,0.30597,316,961,0.27682,0.33512
1986,5th Quintile,female,Technical School Degree,0.03833,37,961,0.02619,0.05048
1986,5th Quintile,female,Upper Secondary Degree,0.13457,149,961,0.11298,0.15616
1986,5th Quintile,female,Other Degree,0.00988,43,961,0.00362,0.01614
1987,1st Quintile,male,Secondary School Degree,0.46586,429,822,0.43174,0.49998
1987,1st Quintile,male,Intermediate School Degree,0.07144,73,822,0.05382,0.08906
1987,1st Quintile,male,Upper Secondary Degree,0.06245,60,822,0.04589,0.07900
1987,1st Quintile,male,Other Degree,0.05506,182,822,0.03946,0.07067
1987,1st Quintile,male,"Dropout, No School Degree",0.02194,78,822,0.01192,0.03197
1987,1st Quintile,female,Secondary School Degree,0.58437,607,1063,0.55473,0.61401
1987,1st Quintile,female,Intermediate School Degree,0.09720,113,1063,0.07939,0.11502
1987,1st Quintile,female,Upper Secondary Degree,0.04148,46,1063,0.02949,0.05347
1987,1st Quintile,female,Other Degree,0.02790,147,1063,0.01800,0.03781
1987,1st Quintile,female,"Dropout, No School Degree",0.03142,115,1063,0.02093,0.04191
1987,1st Quintile,female,No School Attended,0.00690,35,1063,0.00192,0.01188
1987,2nd Quintile,male,Secondary School Degree,0.51081,535,917,0.47844,0.54319
1987,2nd Quintile,male,Intermediate School Degree,0.09995,103,917,0.08052,0.11937
1987,2nd Quintile,male,Upper Secondary Degree,0.05083,52,917,0.03661,0.06506
1987,2nd Quintile,male,Other Degree,0.04033,169,917,0.02759,0.05307
1987,2nd Quintile,male,"Dropout, No School Degree",0.01860,58,917,0.00985,0.02735
1987,2nd Quintile,female,Secondary School Degree,0.56553,597,1028,0.53522,0.59585
1987,2nd Quintile,female,Intermediate School Degree,0.14327,156,1028,0.12184,0.16469
1987,2nd Quintile,female,Upper Secondary Degree,0.03544,45,1028,0.02413,0.04675
1987,2nd Quintile,female,Other Degree,0.02340,115,1028,0.01415,0.03264
1987,2nd Quintile,female,"Dropout, No School Degree",0.01430,83,1028,0.00704,0.02157
1987,2nd Quintile,female,No School Attended,0.00555,32,1028,0.00100,0.01009
1987,3rd Quintile,male,Secondary School Degree,0.50724,532,1001,0.47625,0.53822
1987,3rd Quintile,male,Intermediate School Degree,0.13782,153,1001,0.11645,0.15918
1987,3rd Quintile,male,Technical School Degree,0.03538,38,1001,0.02393,0.04683
1987,3rd Quintile,male,Upper Secondary Degree,0.06668,73,1001,0.05121,0.08214
1987,3rd Quintile,male,Other Degree,0.03175,134,1001,0.02088,0.04262
1987,3rd Quintile,male,"Dropout, No School Degree",0.01476,71,1001,0.00729,0.02224
1987,3rd Quintile,female,Secondary School Degree,0.52536,571,991,0.49425,0.55647
1987,3rd Quintile,female,Intermediate School Degree,0.19728,209,991,0.17249,0.22207
1987,3rd Quintile,female,Upper Secondary Degree,0.04867,50,991,0.03526,0.06207
1987,3rd Quintile,female,Other Degree,0.01859,88,991,0.01017,0.02700
1987,3rd Quintile,female,"Dropout, No School Degree",0.01349,73,991,0.00630,0.02067
1987,4th Quintile,male,Secondary School Degree,0.46621,520,1082,0.43647,0.49595
1987,4th Quintile,male,Intermediate School Degree,0.17797,197,1082,0.15517,0.20077
1987,4th Quintile,male,Technical School Degree,0.03421,36,1082,0.02337,0.04504
1987,4th Quintile,male,Upper Secondary Degree,0.13606,149,1082,0.11562,0.15649
1987,4th Quintile,male,Other Degree,0.02528,123,1082,0.01592,0.03464
1987,4th Quintile,male,"Dropout, No School Degree",0.02010,57,1082,0.01173,0.02847
1987,4th Quintile,female,Secondary School Degree,0.46928,496,958,0.43766,0.50090
1987,4th Quintile,female,Intermediate School Degree,0.24526,263,958,0.21800,0.27252
1987,4th Quintile,female,Upper Secondary Degree,0.08445,83,958,0.06683,0.10206
1987,4th Quintile,female,Other Degree,0.01176,63,958,0.00493,0.01859
1987,4th Quintile,female,"Dropout, No School Degree",0.01210,53,958,0.00518,0.01903
1987,5th Quintile,male,Secondary School Degree,0.35692,403,1046,0.32787,0.38597
1987,5th Quintile,male,Intermediate School Degree,0.22677,261,1046,0.20138,0.25216
1987,5th Quintile,male,Technical School Degree,0.07073,79,1046,0.05518,0.08627
1987,5th Quintile,male,Upper Secondary Degree,0.20535,231,1046,0.18086,0.22984
1987,5th Quintile,male,Other Degree,0.01460,72,1046,0.00733,0.02187
1987,5th Quintile,female,Secondary School Degree,0.39470,408,934,0.36334,0.42606
1987,5th Quintile,female,Intermediate School Degree,0.29884,298,934,0.26947,0.32821
1987,5th Quintile,female,Technical School Degree,0.03580,34,934,0.02388,0.04772
1987,5th Quintile,female,Upper Secondary Degree,0.13621,145,934,0.11420,0.15823
1987,5th Quintile,female,Other Degree,0.01155,49,934,0.00470,0.01841
1988,1st Quintile,male,Secondary School Degree,0.46307,425,794,0.42836,0.49777
1988,1st Quintile,male,Intermediate School Degree,0.06154,64,794,0.04482,0.07827
1988,1st Quintile,male,Upper Secondary Degree,0.06546,55,794,0.04825,0.08268
1988,1st Quintile,male,Other Degree,0.04957,177,794,0.03446,0.06468
1988,1st Quintile,male,"Dropout, No School Degree",0.02586,73,794,0.01482,0.03691
1988,1st Quintile,female,Secondary School Degree,0.56474,573,1025,0.53437,0.59511
1988,1st Quintile,female,Intermediate School Degree,0.10198,114,1025,0.08345,0.12052
1988,1st Quintile,female,Upper Secondary Degree,0.04510,50,1025,0.03239,0.05781
1988,1st Quintile,female,Other Degree,0.02974,135,1025,0.01934,0.04015
1988,1st Quintile,female,"Dropout, No School Degree",0.03317,113,1025,0.02220,0.04414
1988,1st Quintile,female,No School Attended,0.00747,40,1025,0.00220,0.01275
1988,2nd Quintile,male,Secondary School Degree,0.51584,499,860,0.48242,0.54926
1988,2nd Quintile,male,Intermediate School Degree,0.10996,117,860,0.08904,0.13088
1988,2nd Quintile,male,Upper Secondary Degree,0.04543,43,860,0.03151,0.05936
1988,2nd Quintile,male,Other Degree,0.03322,151,860,0.02124,0.04521
1988,2nd Quintile,male,"Dropout, No School Degree",0.01297,50,860,0.00540,0.02053
1988,2nd Quintile,female,Secondary School Degree,0.55279,579,978,0.52162,0.58397
1988,2nd Quintile,female,Intermediate School Degree,0.14546,162,978,0.12335,0.16757
1988,2nd Quintile,female,Upper Secondary Degree,0.04073,47,978,0.02833,0.05312
1988,2nd Quintile,female,Other Degree,0.01835,108,978,0.00993,0.02677
1988,2nd Quintile,female,"Dropout, No School Degree",0.01359,82,978,0.00633,0.02085
1988,3rd Quintile,male,Secondary School Degree,0.49497,511,932,0.46285,0.52709
1988,3rd Quintile,male,Intermediate School Degree,0.12806,134,932,0.10660,0.14953
1988,3rd Quintile,male,Upper Secondary Degree,0.08644,93,932,0.06839,0.10449
1988,3rd Quintile,male,Other Degree,0.03545,138,932,0.02357,0.04733
1988,3rd Quintile,male,"Dropout, No School Degree",0.01235,56,932,0.00526,0.01945
1988,3rd Quintile,female,Secondary School Degree,0.53319,542,940,0.50128,0.56510
1988,3rd Quintile,female,Intermediate School Degree,0.20338,200,940,0.17764,0.22913
1988,3rd Quintile,female,Upper Secondary Degree,0.04992,52,940,0.03599,0.06385
1988,3rd Quintile,female,Other Degree,0.01889,86,940,0.01018,0.02760
1988,3rd Quintile,female,"Dropout, No School Degree",0.01052,60,940,0.00399,0.01705
1988,4th Quintile,male,Secondary School Degree,0.48129,525,1046,0.45100,0.51159
1988,4th Quintile,male,Intermediate School Degree,0.17316,187,1046,0.15022,0.19610
1988,4th Quintile,male,Technical School Degree,0.04186,42,1046,0.02972,0.05400
1988,4th Quintile,male,Upper Secondary Degree,0.12199,130,1046,0.10215,0.14184
1988,4th Quintile,male,Other Degree,0.02149,110,1046,0.01270,0.03029
1988,4th Quintile,male,"Dropout, No School Degree",0.01720,52,1046,0.00932,0.02509
1988,4th Quintile,female,Secondary School Degree,0.48466,473,910,0.45217,0.51715
1988,4th Quintile,female,Intermediate School Degree,0.24488,250,910,0.21692,0.27283
1988,4th Quintile,female,Upper Secondary Degree,0.06985,65,910,0.05328,0.08642
1988,4th Quintile,female,Other Degree,0.01003,66,910,0.00355,0.01650
1988,4th Quintile,female,"Dropout, No School Degree",0.01078,56,910,0.00406,0.01749
1988,5th Quintile,male,Secondary School Degree,0.36324,373,973,0.33300,0.39347
1988,5th Quintile,male,Intermediate School Degree,0.22293,237,973,0.19677,0.24910
1988,5th Quintile,male,Technical School Degree,0.07047,73,973,0.05438,0.08656
1988,5th Quintile,male,Upper Secondary Degree,0.21683,230,973,0.19093,0.24274
1988,5th Quintile,male,Other Degree,0.01202,60,973,0.00517,0.01887
1988,5th Quintile,female,Secondary School Degree,0.38195,371,873,0.34970,0.41420
1988,5th Quintile,female,Intermediate School Degree,0.31418,299,873,0.28337,0.34499
1988,5th Quintile,female,Technical School Degree,0.03753,34,873,0.02491,0.05014
1988,5th Quintile,female,Upper Secondary Degree,0.14425,135,873,0.12093,0.16757
1988,5th Quintile,female,Other Degree,0.00801,34,873,0.00209,0.01392
1989,1st Quintile,male,Secondary School Degree,0.44597,400,775,0.41095,0.48099
1989,1st Quintile,male,Intermediate School Degree,0.06169,68,775,0.04474,0.07865
1989,1st Quintile,male,Upper Secondary Degree,0.07194,58,775,0.05373,0.09014
1989,1st Quintile,male,Other Degree,0.05949,187,775,0.04283,0.07615
1989,1st Quintile,male,"Dropout, No School Degree",0.01797,62,775,0.00861,0.02734
1989,1st Quintile,female,Secondary School Degree,0.57047,551,1001,0.53979,0.60115
1989,1st Quintile,female,Intermediate School Degree,0.09609,114,1001,0.07783,0.11436
1989,1st Quintile,female,Upper Secondary Degree,0.04848,47,1001,0.03517,0.06179
1989,1st Quintile,female,Other Degree,0.02797,133,1001,0.01775,0.03819
1989,1st Quintile,female,"Dropout, No School Degree",0.03459,116,1001,0.02326,0.04591
1989,1st Quintile,female,No School Attended,0.00739,40,1001,0.00208,0.01270
1989,2nd Quintile,male,Secondary School Degree,0.49290,480,843,0.45913,0.52667
1989,2nd Quintile,male,Intermediate School Degree,0.11149,112,843,0.09023,0.13275
1989,2nd Quintile,male,Upper Secondary Degree,0.03851,39,843,0.02551,0.05150
1989,2nd Quintile,male,Other Degree,0.04053,150,843,0.02721,0.05385
1989,2nd Quintile,male,"Dropout, No School Degree",0.01928,62,843,0.00999,0.02857
1989,2nd Quintile,female,Secondary School Degree,0.51997,544,956,0.48828,0.55166
1989,2nd Quintile,female,Intermediate School Degree,0.16201,170,956,0.13864,0.18538
1989,2nd Quintile,female,Upper Secondary Degree,0.03315,44,956,0.02180,0.04451
1989,2nd Quintile,female,Other Degree,0.02551,115,956,0.01551,0.03551
1989,2nd Quintile,female,"Dropout, No School Degree",0.01795,83,956,0.00953,0.02637
1989,3rd Quintile,male,Secondary School Degree,0.50050,501,919,0.46816,0.53285
1989,3rd Quintile,male,Intermediate School Degree,0.11930,128,919,0.09833,0.14027
1989,3rd Quintile,male,Technical School Degree,0.03417,35,919,0.02241,0.04592
1989,3rd Quintile,male,Upper Secondary Degree,0.09447,100,919,0.07555,0.11339
1989,3rd Quintile,male,Other Degree,0.02119,101,919,0.01188,0.03051
1989,3rd Quintile,male,"Dropout, No School Degree",0.01705,54,919,0.00868,0.02542
1989,3rd Quintile,female,Secondary School Degree,0.53494,515,877,0.50191,0.56797
1989,3rd Quintile,female,Intermediate School Degree,0.18466,182,877,0.15896,0.21035
1989,3rd Quintile,female,Upper Secondary Degree,0.05620,56,877,0.04095,0.07145
1989,3rd Quintile,female,Other Degree,0.01480,70,877,0.00680,0.02279
1989,3rd Quintile,female,"Dropout, No School Degree",0.01279,54,877,0.00535,0.02023
1989,4th Quintile,male,Secondary School Degree,0.49017,502,1001,0.45919,0.52116
1989,4th Quintile,male,Intermediate School Degree,0.17292,183,1001,0.14948,0.19636
1989,4th Quintile,male,Technical School Degree,0.03494,38,1001,0.02356,0.04632
1989,4th Quintile,male,Upper Secondary Degree,0.12107,126,1001,0.10085,0.14129
1989,4th Quintile,male,Other Degree,0.02737,113,1001,0.01726,0.03749
1989,4th Quintile,male,"Dropout, No School Degree",0.01146,39,1001,0.00486,0.01805
1989,4th Quintile,female,Secondary School Degree,0.49209,469,900,0.45941,0.52477
1989,4th Quintile,female,Intermediate School Degree,0.25780,249,900,0.22920,0.28639
1989,4th Quintile,female,Upper Secondary Degree,0.07153,68,900,0.05469,0.08838
1989,4th Quintile,female,Other Degree,0.01677,70,900,0.00837,0.02516
1989,4th Quintile,female,"Dropout, No School Degree",0.00834,44,900,0.00239,0.01428
1989,5th Quintile,male,Secondary School Degree,0.33044,339,927,0.30015,0.36074
1989,5th Quintile,male,Intermediate School Degree,0.22551,223,927,0.19860,0.25243
1989,5th Quintile,male,Technical School Degree,0.07405,73,927,0.05718,0.09091
1989,5th Quintile,male,Upper Secondary Degree,0.23840,239,927,0.21095,0.26584
1989,5th Quintile,male,Other Degree,0.01276,53,927,0.00553,0.01999
1989,5th Quintile,female,Secondary School Degree,0.36342,350,843,0.33093,0.39591
1989,5th Quintile,female,Intermediate School Degree,0.30445,281,843,0.27337,0.33554
1989,5th Quintile,female,Technical School Degree,0.03371,31,843,0.02152,0.04590
1989,5th Quintile,female,Upper Secondary Degree,0.16154,147,843,0.13668,0.18640
1989,5th Quintile,female,Other Degree,0.00883,34,843,0.00251,0.01515
1990,1st Quintile,male,Secondary School Degree,0.45675,408,765,0.42143,0.49207
1990,1st Quintile,male,Intermediate School Degree,0.05913,55,765,0.04241,0.07586
1990,1st Quintile,male,Upper Secondary Degree,0.05717,45,765,0.04070,0.07363
1990,1st Quintile,male,Other Degree,0.07021,192,765,0.05209,0.08833
1990,1st Quintile,male,"Dropout, No School Degree",0.02474,65,765,0.01373,0.03576
1990,1st Quintile,female,Secondary School Degree,0.57520,556,987,0.54435,0.60606
1990,1st Quintile,female,Intermediate School Degree,0.09345,99,987,0.07528,0.11161
1990,1st Quintile,female,Upper Secondary Degree,0.03215,38,987,0.02114,0.04316
1990,1st Quintile,female,Other Degree,0.03007,135,987,0.01941,0.04073
1990,1st Quintile,female,"Dropout, No School Degree",0.03913,120,987,0.02702,0.05123
1990,1st Quintile,female,No School Attended,0.00902,39,987,0.00312,0.01492
1990,2nd Quintile,male,Secondary School Degree,0.47630,460,817,0.44203,0.51057
1990,2nd Quintile,male,Intermediate School Degree,0.11212,116,817,0.09047,0.13377
1990,2nd Quintile,male,Upper Secondary Degree,0.05720,56,817,0.04127,0.07314
