"pgpsbil","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Anderer Abschluss","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","direkter Migrationshintergrund","905","0.289901261814336","0.269690632447486","0.310111891181185"
"Anderer Abschluss","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1984","66 und älter","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","kein Migrationshintergrund","45","0.014614389161329","0.010398183968013","0.0188305943546449"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","direkter Migrationshintergrund","232","0.121740451630217","0.104494778670017","0.138986124590418"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","direkter Migrationshintergrund","581","0.163436455531025","0.146965478952068","0.179907432109983"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","kein Migrationshintergrund","164","0.053467116772362","0.0455632514292155","0.0613709821155085"
"Noch kein Abschluss","1984","16-34 Jahre alt","direkter Migrationshintergrund","37","0.0216197733242988","0.0139491500599332","0.0292903965886645"
"Noch kein Abschluss","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","66 und älter","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","16-34 Jahre alt","direkter Migrationshintergrund","37","0.0205760321594953","0.0130888667035073","0.0280631976154833"
"Keine Schule besucht","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","35-65 Jahre alt","direkter Migrationshintergrund","171","0.0504127064203441","0.0406665614172607","0.0601588514234274"
"Keine Schule besucht","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","66 und älter","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","16-34 Jahre alt","kein Migrationshintergrund","1192","0.417852563188751","0.399799027258991","0.435906099118512"
"Hauptschulabschluss","1985","16-34 Jahre alt","direkter Migrationshintergrund","379","0.356334618479139","0.328211428542628","0.384457808415651"
"Hauptschulabschluss","1985","16-34 Jahre alt","indirekter Migrationshintergrund","62","0.488465752179982","0.397500921830355","0.579430582529608"
"Hauptschulabschluss","1985","35-65 Jahre alt","kein Migrationshintergrund","2845","0.718787878639504","0.704851687738149","0.73272406954086"
"Hauptschulabschluss","1985","35-65 Jahre alt","direkter Migrationshintergrund","168","0.321179324629725","0.299054776611712","0.343303872647737"
"Hauptschulabschluss","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","66 und älter","kein Migrationshintergrund","810","0.752110517124951","0.726286973855538","0.777934060394364"
"Hauptschulabschluss","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","16-34 Jahre alt","kein Migrationshintergrund","873","0.305883264324889","0.289016632673701","0.322749895976077"
"Realschulabschluss","1985","16-34 Jahre alt","direkter Migrationshintergrund","80","0.116946746092644","0.0980758286581656","0.135817663527122"
"Realschulabschluss","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","35-65 Jahre alt","kein Migrationshintergrund","671","0.165297428273177","0.153783444307841","0.176811412238512"
"Realschulabschluss","1985","35-65 Jahre alt","direkter Migrationshintergrund","59","0.110237572223494","0.0953978784979436","0.125077265949044"
"Realschulabschluss","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","66 und älter","kein Migrationshintergrund","166","0.159255815650229","0.137371874579741","0.181139756720718"
"Realschulabschluss","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","kein Migrationshintergrund","127","0.0447714513799095","0.0372015803906086","0.0523413223692104"
"Fachhochschulreife","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","35-65 Jahre alt","kein Migrationshintergrund","121","0.0294309942727578","0.0241920669656765","0.034669921579839"
"Fachhochschulreife","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","66 und älter","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Abitur","1985","16-34 Jahre alt","kein Migrationshintergrund","447","0.148816356349498","0.135788552446815","0.161844160252181"
"Abitur","1985","16-34 Jahre alt","direkter Migrationshintergrund","49","0.104703714647524","0.0867245325221055","0.122682896772943"
"Abitur","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1985","35-65 Jahre alt","kein Migrationshintergrund","334","0.0796945698032851","0.0712998335936847","0.0880893060128854"
"Abitur","1985","35-65 Jahre alt","direkter Migrationshintergrund","34","0.0620183850907625","0.0505901155218484","0.0734466546596766"
"Abitur","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1985","66 und älter","kein Migrationshintergrund","62","0.0570050189243416","0.0431388276058115","0.0708712102428716"
"Abitur","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Abitur","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","16-34 Jahre alt","direkter Migrationshintergrund","373","0.244235615615619","0.219006431619408","0.269464799611829"
"Anderer Abschluss","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","35-65 Jahre alt","direkter Migrationshintergrund","803","0.287825387095537","0.26637274046684","0.309278033724233"
"Anderer Abschluss","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","66 und älter","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","kein Migrationshintergrund","47","0.0173256569416417","0.0125494414983783","0.0221018723849051"
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","direkter Migrationshintergrund","161","0.102445541514727","0.0846388829611777","0.120252200068277"
"Ohne Abschluss verlassen","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","direkter Migrationshintergrund","491","0.1520647663569","0.135050284558859","0.169079248154942"
"Ohne Abschluss verlassen","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","kein Migrationshintergrund","155","0.056353238954371","0.0479121512512462","0.0647943266574958"
"Noch kein Abschluss","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","66 und älter","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","35-65 Jahre alt","direkter Migrationshintergrund","145","0.0483378791054392","0.0381751985741746","0.0585005596367037"
"Keine Schule besucht","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","66 und älter","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","16-34 Jahre alt","kein Migrationshintergrund","1135","0.405784402002112","0.387651205579288","0.423917598424937"
"Hauptschulabschluss","1986","16-34 Jahre alt","direkter Migrationshintergrund","396","0.380537104316176","0.351459440620342","0.40961476801201"
"Hauptschulabschluss","1986","16-34 Jahre alt","indirekter Migrationshintergrund","66","0.449087938141272","0.361540370528426","0.536635505754117"
"Hauptschulabschluss","1986","35-65 Jahre alt","kein Migrationshintergrund","2648","0.709641706629827","0.695136451270329","0.724146961989324"
"Hauptschulabschluss","1986","35-65 Jahre alt","direkter Migrationshintergrund","166","0.322079797958407","0.299574282962257","0.344585312954558"
"Hauptschulabschluss","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","66 und älter","kein Migrationshintergrund","734","0.735375947746562","0.707938555302481","0.762813340190643"
"Hauptschulabschluss","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","16-34 Jahre alt","kein Migrationshintergrund","855","0.307121887474586","0.290087031233268","0.324156743715904"
"Realschulabschluss","1986","16-34 Jahre alt","direkter Migrationshintergrund","89","0.125323109793278","0.10549447731623","0.145151742270326"
"Realschulabschluss","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","35-65 Jahre alt","kein Migrationshintergrund","644","0.17127002634376","0.159231151458054","0.183308901229466"
"Realschulabschluss","1986","35-65 Jahre alt","direkter Migrationshintergrund","58","0.111288511700583","0.0961416210833426","0.126435402317822"
"Realschulabschluss","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","66 und älter","kein Migrationshintergrund","163","0.172255818067785","0.148769848980273","0.195741787155296"
"Realschulabschluss","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","kein Migrationshintergrund","140","0.0513106708843151","0.0431632430595904","0.0594580987090399"
"Fachhochschulreife","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","35-65 Jahre alt","kein Migrationshintergrund","110","0.0282521787782196","0.0229574775803177","0.0335468799761214"
"Fachhochschulreife","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","66 und älter","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Abitur","1986","16-34 Jahre alt","kein Migrationshintergrund","464","0.161818324456042","0.148218365474588","0.175418283437495"
"Abitur","1986","16-34 Jahre alt","direkter Migrationshintergrund","48","0.105514041396569","0.0871149978109678","0.123913084982171"
"Abitur","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1986","35-65 Jahre alt","kein Migrationshintergrund","334","0.0838735353451436","0.0750156738628248","0.0927313968274624"
"Abitur","1986","35-65 Jahre alt","direkter Migrationshintergrund","37","0.0672190714907631","0.0551588854197519","0.0792792575617743"
"Abitur","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1986","66 und älter","kein Migrationshintergrund","61","0.0595031070872281","0.0447894045657293","0.0742168096087269"
"Abitur","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Abitur","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1986","16-34 Jahre alt","direkter Migrationshintergrund","320","0.21945068546385","0.194663797726835","0.244237573200865"
"Anderer Abschluss","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1986","35-65 Jahre alt","direkter Migrationshintergrund","800","0.293021962275297","0.271100426717542","0.314943497833052"
"Anderer Abschluss","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","66 und älter","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","kein Migrationshintergrund","47","0.0170811799566782","0.0122962847926433","0.0218660751207131"
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","direkter Migrationshintergrund","143","0.0979691099711616","0.0801654766126523","0.115772743329671"
"Ohne Abschluss verlassen","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","35-65 Jahre alt","direkter Migrationshintergrund","450","0.143344303734555","0.126466680099142","0.160221927369967"
"Ohne Abschluss verlassen","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","66 und älter","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","16-34 Jahre alt","kein Migrationshintergrund","147","0.0462126040830096","0.0384597666421892","0.0539654415238301"
"Noch kein Abschluss","1986","16-34 Jahre alt","direkter Migrationshintergrund","36","0.0325167077048127","0.0218941676818611","0.0431392477277643"
"Noch kein Abschluss","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","66 und älter","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1986","35-65 Jahre alt","direkter Migrationshintergrund","135","0.0459116879707192","0.0358313790270503","0.0559919969143882"
"Keine Schule besucht","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1986","66 und älter","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1987","16-34 Jahre alt","kein Migrationshintergrund","1103","0.400979249219017","0.382695071549788","0.419263426888246"
"Hauptschulabschluss","1987","16-34 Jahre alt","direkter Migrationshintergrund","415","0.391829976987474","0.362147396681722","0.421512557293225"
"Hauptschulabschluss","1987","16-34 Jahre alt","indirekter Migrationshintergrund","72","0.46322978295884","0.379730979910054","0.546728586007627"
"Hauptschulabschluss","1987","35-65 Jahre alt","kein Migrationshintergrund","2551","0.708891545543916","0.694125865230279","0.723657225857553"
"Hauptschulabschluss","1987","35-65 Jahre alt","direkter Migrationshintergrund","171","0.315539221831214","0.293230162960617","0.33784828070181"
"Hauptschulabschluss","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1987","66 und älter","kein Migrationshintergrund","761","0.736919907971339","0.709951689992067","0.763888125950612"
"Hauptschulabschluss","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1987","16-34 Jahre alt","kein Migrationshintergrund","857","0.310815789350581","0.293548954074315","0.328082624626847"
"Realschulabschluss","1987","16-34 Jahre alt","direkter Migrationshintergrund","91","0.136516912607194","0.115640279249664","0.157393545964725"
"Realschulabschluss","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1987","35-65 Jahre alt","kein Migrationshintergrund","621","0.168980137946745","0.156799790246335","0.181160485647156"
"Realschulabschluss","1987","35-65 Jahre alt","direkter Migrationshintergrund","58","0.105275375669545","0.0905424707516293","0.120008280587461"
"Realschulabschluss","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1987","66 und älter","kein Migrationshintergrund","166","0.172864752769595","0.14970469696838","0.196024808570811"
"Realschulabschluss","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","16-34 Jahre alt","kein Migrationshintergrund","134","0.0518829143503521","0.0436085104191616","0.0601573182815426"
"Fachhochschulreife","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","35-65 Jahre alt","kein Migrationshintergrund","104","0.0283595227495048","0.0229639393219417","0.0337551061770678"
"Fachhochschulreife","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","66 und älter","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Abitur","1987","16-34 Jahre alt","kein Migrationshintergrund","444","0.166007888272867","0.152126308793724","0.17988946775201"
"Abitur","1987","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0955330348598158","0.0776593762278174","0.113406693491814"
"Abitur","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1987","35-65 Jahre alt","kein Migrationshintergrund","334","0.0869082903129573","0.0777519071775837","0.0960646734483309"
"Abitur","1987","35-65 Jahre alt","direkter Migrationshintergrund","38","0.0649588767409727","0.0531280552874246","0.0767896981945208"
"Abitur","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Abitur","1987","66 und älter","kein Migrationshintergrund","65","0.0618400861488399","0.0470873834047533","0.0765927888929265"
"Abitur","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Abitur","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1987","16-34 Jahre alt","kein Migrationshintergrund","33","0.0119749174669141","0.00791690105242966","0.0160329338813986"
"Anderer Abschluss","1987","16-34 Jahre alt","direkter Migrationshintergrund","289","0.211996705946788","0.187144274178557","0.23684913771502"
"Anderer Abschluss","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1987","35-65 Jahre alt","direkter Migrationshintergrund","807","0.302259852660153","0.280214483252423","0.324305222067882"
"Anderer Abschluss","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1987","66 und älter","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","16-34 Jahre alt","kein Migrationshintergrund","38","0.0143106951741682","0.00987977488092589","0.0187416154674104"
"Ohne Abschluss verlassen","1987","16-34 Jahre alt","direkter Migrationshintergrund","127","0.0944685599463871","0.0766843027047786","0.112252817187995"
"Ohne Abschluss verlassen","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","35-65 Jahre alt","direkter Migrationshintergrund","447","0.144567410635499","0.127686013450382","0.161448807820615"
"Ohne Abschluss verlassen","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","66 und älter","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","16-34 Jahre alt","kein Migrationshintergrund","151","0.0440285461661005","0.036374639101878","0.051682453230323"
"Noch kein Abschluss","1987","16-34 Jahre alt","direkter Migrationshintergrund","36","0.0291140759605827","0.0188911332978294","0.039337018623336"
"Noch kein Abschluss","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","66 und älter","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1987","66 und älter","direkter Migrationshintergrund","","","",""
