year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Other Degree,0.02814,198,2425,0.02156,0.03472
1985,17-29 y.,Urban regions,"Dropout, No School Degree",0.02305,119,2425,0.01707,0.02902
1985,17-29 y.,Urban regions,No School Degree Yet,0.07251,155,2425,0.06219,0.08284
1985,17-29 y.,Rural regions,Secondary School Degree,0.47618,298,593,0.43595,0.51642
1985,17-29 y.,Rural regions,Intermediate School Degree,0.31572,184,593,0.27828,0.35317
1985,17-29 y.,Rural regions,Upper Secondary Degree,0.06372,42,593,0.04405,0.08340
1985,17-29 y.,Rural regions,Other Degree,0.02172,32,593,0.00997,0.03346
1985,17-29 y.,Rural regions,No School Degree Yet,0.06687,37,593,0.04675,0.08699
1985,30-45 y.,Urban regions,Secondary School Degree,0.53821,1102,2718,0.51946,0.55696
1985,30-45 y.,Urban regions,Intermediate School Degree,0.19840,411,2718,0.18341,0.21340
1985,30-45 y.,Urban regions,Technical School Degree,0.03836,79,2718,0.03114,0.04559
1985,30-45 y.,Urban regions,Upper Secondary Degree,0.13156,263,2718,0.11885,0.14427
1985,30-45 y.,Urban regions,Other Degree,0.05870,552,2718,0.04986,0.06754
1985,30-45 y.,Urban regions,"Dropout, No School Degree",0.02748,239,2718,0.02134,0.03363
1985,30-45 y.,Urban regions,No School Attended,0.00727,72,2718,0.00408,0.01047
1985,30-45 y.,Rural regions,Secondary School Degree,0.64275,390,685,0.60684,0.67866
1985,30-45 y.,Rural regions,Intermediate School Degree,0.19772,123,685,0.16787,0.22757
1985,30-45 y.,Rural regions,Upper Secondary Degree,0.07652,49,685,0.05660,0.09644
1985,30-45 y.,Rural regions,Other Degree,0.03719,91,685,0.02301,0.05137
1985,30-45 y.,Rural regions,"Dropout, No School Degree",0.00944,32,685,0.00220,0.01669
1985,46-65 y.,Urban regions,Secondary School Degree,0.70577,1455,2590,0.68821,0.72332
1985,46-65 y.,Urban regions,Intermediate School Degree,0.14934,309,2590,0.13561,0.16307
1985,46-65 y.,Urban regions,Technical School Degree,0.02607,55,2590,0.01993,0.03221
1985,46-65 y.,Urban regions,Upper Secondary Degree,0.06812,146,2590,0.05842,0.07783
1985,46-65 y.,Urban regions,Other Degree,0.02475,290,2590,0.01876,0.03073
1985,46-65 y.,Urban regions,"Dropout, No School Degree",0.02058,264,2590,0.01511,0.02605
1985,46-65 y.,Urban regions,No School Attended,0.00537,71,2590,0.00256,0.00819
1985,46-65 y.,Rural regions,Secondary School Degree,0.77704,493,639,0.74474,0.80934
1985,46-65 y.,Rural regions,Intermediate School Degree,0.11708,73,639,0.09213,0.14203
1985,46-65 y.,Rural regions,Upper Secondary Degree,0.05467,34,639,0.03703,0.07231
1985,46-65 y.,Rural regions,Other Degree,0.01431,39,639,0.00509,0.02353
1985,66 and older,Urban regions,Secondary School Degree,0.74004,597,782,0.70928,0.77080
1985,66 and older,Urban regions,Intermediate School Degree,0.16978,136,782,0.14345,0.19611
1985,66 and older,Urban regions,Upper Secondary Degree,0.05738,49,782,0.04107,0.07369
1985,66 and older,Rural regions,Secondary School Degree,0.78234,229,262,0.73228,0.83241
1985,66 and older,Rural regions,Intermediate School Degree,0.12710,33,262,0.08669,0.16751
1986,17-29 y.,Urban regions,Secondary School Degree,0.34932,895,2354,0.33006,0.36859
1986,17-29 y.,Urban regions,Intermediate School Degree,0.30839,599,2354,0.28973,0.32705
1986,17-29 y.,Urban regions,Technical School Degree,0.05058,95,2354,0.04173,0.05944
1986,17-29 y.,Urban regions,Upper Secondary Degree,0.17144,316,2354,0.15621,0.18666
1986,17-29 y.,Urban regions,Other Degree,0.02649,164,2354,0.02000,0.03297
1986,17-29 y.,Urban regions,"Dropout, No School Degree",0.02439,113,2354,0.01815,0.03062
1986,17-29 y.,Urban regions,No School Degree Yet,0.06871,172,2354,0.05849,0.07893
1986,17-29 y.,Rural regions,Secondary School Degree,0.46872,293,549,0.42694,0.51050
1986,17-29 y.,Rural regions,Intermediate School Degree,0.32051,177,549,0.28143,0.35958
1986,17-29 y.,Rural regions,Upper Secondary Degree,0.08061,48,549,0.05782,0.10341
1986,17-29 y.,Rural regions,Other Degree,0.02809,31,549,0.01425,0.04192
1986,30-45 y.,Urban regions,Secondary School Degree,0.51559,1004,2562,0.49623,0.53494
1986,30-45 y.,Urban regions,Intermediate School Degree,0.20476,402,2562,0.18913,0.22039
1986,30-45 y.,Urban regions,Technical School Degree,0.04226,80,2562,0.03446,0.05005
1986,30-45 y.,Urban regions,Upper Secondary Degree,0.14574,288,2562,0.13207,0.15940
1986,30-45 y.,Urban regions,Other Degree,0.05809,516,2562,0.04903,0.06715
1986,30-45 y.,Urban regions,"Dropout, No School Degree",0.02722,214,2562,0.02092,0.03352
1986,30-45 y.,Urban regions,No School Attended,0.00635,58,2562,0.00327,0.00942
1986,30-45 y.,Rural regions,Secondary School Degree,0.63017,358,613,0.59192,0.66841
1986,30-45 y.,Rural regions,Intermediate School Degree,0.20031,114,613,0.16860,0.23202
1986,30-45 y.,Rural regions,Upper Secondary Degree,0.09051,55,613,0.06778,0.11324
1986,30-45 y.,Rural regions,Other Degree,0.03508,86,613,0.02050,0.04966
1986,46-65 y.,Urban regions,Secondary School Degree,0.69877,1408,2538,0.68092,0.71662
1986,46-65 y.,Urban regions,Intermediate School Degree,0.15614,308,2538,0.14202,0.17027
1986,46-65 y.,Urban regions,Technical School Degree,0.02542,54,2538,0.01929,0.03154
1986,46-65 y.,Urban regions,Upper Secondary Degree,0.06766,144,2538,0.05789,0.07744
1986,46-65 y.,Urban regions,Other Degree,0.02666,308,2538,0.02040,0.03293
1986,46-65 y.,Urban regions,"Dropout, No School Degree",0.01966,243,2538,0.01426,0.02507
1986,46-65 y.,Urban regions,No School Attended,0.00568,73,2538,0.00275,0.00860
1986,46-65 y.,Rural regions,Secondary School Degree,0.76045,459,612,0.72661,0.79429
1986,46-65 y.,Rural regions,Intermediate School Degree,0.12503,72,612,0.09880,0.15126
1986,46-65 y.,Rural regions,Upper Secondary Degree,0.05798,33,612,0.03945,0.07651
1986,46-65 y.,Rural regions,Other Degree,0.02027,48,612,0.00910,0.03145
1986,66 and older,Urban regions,Secondary School Degree,0.72688,548,725,0.69442,0.75934
1986,66 and older,Urban regions,Intermediate School Degree,0.17666,131,725,0.14888,0.20444
1986,66 and older,Urban regions,Upper Secondary Degree,0.05632,46,725,0.03952,0.07311
1986,66 and older,Rural regions,Secondary School Degree,0.76177,204,238,0.70753,0.81601
1986,66 and older,Rural regions,Intermediate School Degree,0.14055,34,238,0.09630,0.18480
1987,17-29 y.,Urban regions,Secondary School Degree,0.35955,898,2286,0.33987,0.37923
1987,17-29 y.,Urban regions,Intermediate School Degree,0.30227,584,2286,0.28344,0.32110
1987,17-29 y.,Urban regions,Technical School Degree,0.04675,85,2286,0.03809,0.05540
1987,17-29 y.,Urban regions,Upper Secondary Degree,0.18025,306,2286,0.16449,0.19601
1987,17-29 y.,Urban regions,Other Degree,0.02547,153,2286,0.01901,0.03193
1987,17-29 y.,Urban regions,"Dropout, No School Degree",0.02047,90,2286,0.01467,0.02628
1987,17-29 y.,Urban regions,No School Degree Yet,0.06474,170,2286,0.05465,0.07483
1987,17-29 y.,Rural regions,Secondary School Degree,0.43850,288,557,0.39725,0.47975
1987,17-29 y.,Rural regions,Intermediate School Degree,0.34389,187,557,0.30440,0.38337
1987,17-29 y.,Rural regions,Upper Secondary Degree,0.08114,45,557,0.05845,0.10384
1987,17-29 y.,Rural regions,Other Degree,0.03919,37,557,0.02306,0.05532
1987,30-45 y.,Urban regions,Secondary School Degree,0.49846,964,2487,0.47880,0.51811
1987,30-45 y.,Urban regions,Intermediate School Degree,0.20928,400,2487,0.19329,0.22527
1987,30-45 y.,Urban regions,Technical School Degree,0.04421,79,2487,0.03613,0.05229
1987,30-45 y.,Urban regions,Upper Secondary Degree,0.15185,293,2487,0.13774,0.16596
1987,30-45 y.,Urban regions,Other Degree,0.05977,485,2487,0.05045,0.06909
1987,30-45 y.,Urban regions,"Dropout, No School Degree",0.02988,213,2487,0.02319,0.03657
1987,30-45 y.,Urban regions,No School Attended,0.00656,53,2487,0.00338,0.00973
1987,30-45 y.,Rural regions,Secondary School Degree,0.62903,343,617,0.59088,0.66718
1987,30-45 y.,Rural regions,Intermediate School Degree,0.21360,117,617,0.18124,0.24597
1987,30-45 y.,Rural regions,Upper Secondary Degree,0.07697,47,617,0.05592,0.09802
1987,30-45 y.,Rural regions,Other Degree,0.03585,79,617,0.02117,0.05053
1987,30-45 y.,Rural regions,"Dropout, No School Degree",0.01245,31,617,0.00369,0.02121
1987,46-65 y.,Urban regions,Secondary School Degree,0.69539,1383,2528,0.67744,0.71333
1987,46-65 y.,Urban regions,Intermediate School Degree,0.15205,300,2528,0.13805,0.16605
1987,46-65 y.,Urban regions,Technical School Degree,0.02616,55,2528,0.01994,0.03239
1987,46-65 y.,Urban regions,Upper Secondary Degree,0.06746,142,2528,0.05768,0.07724
1987,46-65 y.,Urban regions,Other Degree,0.03010,325,2528,0.02344,0.03677
1987,46-65 y.,Urban regions,"Dropout, No School Degree",0.02185,247,2528,0.01615,0.02756
1987,46-65 y.,Urban regions,No School Attended,0.00698,76,2528,0.00373,0.01023
1987,46-65 y.,Rural regions,Secondary School Degree,0.75674,444,603,0.72247,0.79102
1987,46-65 y.,Rural regions,Intermediate School Degree,0.11853,70,603,0.09270,0.14435
1987,46-65 y.,Rural regions,Upper Secondary Degree,0.06274,34,603,0.04337,0.08211
1987,46-65 y.,Rural regions,Other Degree,0.02414,55,603,0.01188,0.03640
1987,66 and older,Urban regions,Secondary School Degree,0.72466,570,756,0.69280,0.75652
1987,66 and older,Urban regions,Intermediate School Degree,0.17303,133,756,0.14605,0.20001
1987,66 and older,Urban regions,Upper Secondary Degree,0.06426,53,756,0.04677,0.08176
1987,66 and older,Rural regions,Secondary School Degree,0.77181,210,245,0.71915,0.82447
1987,66 and older,Rural regions,Intermediate School Degree,0.14590,35,245,0.10161,0.19020
1988,17-29 y.,Urban regions,Secondary School Degree,0.36248,888,2189,0.34234,0.38263
1988,17-29 y.,Urban regions,Intermediate School Degree,0.30696,574,2189,0.28763,0.32629
1988,17-29 y.,Urban regions,Technical School Degree,0.04216,75,2189,0.03374,0.05058
1988,17-29 y.,Urban regions,Upper Secondary Degree,0.18123,286,2189,0.16509,0.19738
1988,17-29 y.,Urban regions,Other Degree,0.02512,147,2189,0.01856,0.03168
1988,17-29 y.,Urban regions,"Dropout, No School Degree",0.01830,81,2189,0.01268,0.02392
1988,17-29 y.,Urban regions,No School Degree Yet,0.06320,138,2189,0.05301,0.07340
1988,17-29 y.,Rural regions,Secondary School Degree,0.44789,259,464,0.40259,0.49318
1988,17-29 y.,Rural regions,Intermediate School Degree,0.31836,161,464,0.27593,0.36080
1988,17-29 y.,Rural regions,Upper Secondary Degree,0.09256,44,464,0.06616,0.11895
1988,30-45 y.,Urban regions,Secondary School Degree,0.49399,906,2302,0.47356,0.51442
1988,30-45 y.,Urban regions,Intermediate School Degree,0.21148,380,2302,0.19480,0.22817
1988,30-45 y.,Urban regions,Technical School Degree,0.04667,81,2302,0.03805,0.05528
1988,30-45 y.,Urban regions,Upper Secondary Degree,0.16488,293,2302,0.14972,0.18004
1988,30-45 y.,Urban regions,Other Degree,0.04997,419,2302,0.04107,0.05888
1988,30-45 y.,Urban regions,"Dropout, No School Degree",0.02785,182,2302,0.02112,0.03457
1988,30-45 y.,Urban regions,No School Attended,0.00516,41,2302,0.00223,0.00809
1988,30-45 y.,Rural regions,Secondary School Degree,0.62031,319,586,0.58098,0.65964
1988,30-45 y.,Rural regions,Intermediate School Degree,0.22987,122,586,0.19578,0.26397
1988,30-45 y.,Rural regions,Upper Secondary Degree,0.06395,38,586,0.04412,0.08377
1988,30-45 y.,Rural regions,Other Degree,0.03336,76,586,0.01881,0.04791
1988,30-45 y.,Rural regions,"Dropout, No School Degree",0.01776,31,586,0.00706,0.02847
1988,46-65 y.,Urban regions,Secondary School Degree,0.69060,1325,2460,0.67233,0.70887
1988,46-65 y.,Urban regions,Intermediate School Degree,0.15115,287,2460,0.13699,0.16530
1988,46-65 y.,Urban regions,Technical School Degree,0.02718,52,2460,0.02076,0.03361
1988,46-65 y.,Urban regions,Upper Secondary Degree,0.07406,149,2460,0.06371,0.08441
1988,46-65 y.,Urban regions,Other Degree,0.03084,334,2460,0.02401,0.03768
1988,46-65 y.,Urban regions,"Dropout, No School Degree",0.01919,234,2460,0.01377,0.02461
1988,46-65 y.,Urban regions,No School Attended,0.00698,79,2460,0.00369,0.01027
1988,46-65 y.,Rural regions,Secondary School Degree,0.76273,424,550,0.72714,0.79832
1988,46-65 y.,Rural regions,Intermediate School Degree,0.12446,72,550,0.09685,0.15208
1988,46-65 y.,Rural regions,Other Degree,0.02237,54,550,0.01000,0.03474
1988,66 and older,Urban regions,Secondary School Degree,0.71790,553,739,0.68543,0.75037
1988,66 and older,Urban regions,Intermediate School Degree,0.18249,136,739,0.15462,0.21035
1988,66 and older,Urban regions,Upper Secondary Degree,0.06265,50,739,0.04517,0.08013
1988,66 and older,Rural regions,Secondary School Degree,0.77949,198,230,0.72580,0.83319
1988,66 and older,Rural regions,Intermediate School Degree,0.13870,32,230,0.09393,0.18346
1989,17-29 y.,Urban regions,Secondary School Degree,0.34655,853,2162,0.32649,0.36661
1989,17-29 y.,Urban regions,Intermediate School Degree,0.30304,559,2162,0.28366,0.32242
1989,17-29 y.,Urban regions,Technical School Degree,0.04184,73,2162,0.03340,0.05028
1989,17-29 y.,Urban regions,Upper Secondary Degree,0.19057,310,2162,0.17401,0.20713
1989,17-29 y.,Urban regions,Other Degree,0.02479,134,2162,0.01824,0.03135
1989,17-29 y.,Urban regions,"Dropout, No School Degree",0.01840,82,2162,0.01273,0.02407
1989,17-29 y.,Urban regions,No School Degree Yet,0.07415,151,2162,0.06310,0.08519
1989,17-29 y.,Rural regions,Secondary School Degree,0.45968,259,454,0.41378,0.50557
1989,17-29 y.,Rural regions,Intermediate School Degree,0.29037,151,454,0.24857,0.33218
1989,17-29 y.,Rural regions,Upper Secondary Degree,0.09619,44,454,0.06904,0.12334
1989,30-45 y.,Urban regions,Secondary School Degree,0.49110,890,2239,0.47039,0.51181
1989,30-45 y.,Urban regions,Intermediate School Degree,0.20382,373,2239,0.18713,0.22051
1989,30-45 y.,Urban regions,Technical School Degree,0.04959,84,2239,0.04059,0.05858
1989,30-45 y.,Urban regions,Upper Secondary Degree,0.16921,292,2239,0.15368,0.18474
1989,30-45 y.,Urban regions,Other Degree,0.05283,394,2239,0.04356,0.06210
1989,30-45 y.,Urban regions,"Dropout, No School Degree",0.02828,167,2239,0.02142,0.03515
1989,30-45 y.,Urban regions,No School Attended,0.00517,39,2239,0.00220,0.00814
1989,30-45 y.,Rural regions,Secondary School Degree,0.60102,288,537,0.55956,0.64247
1989,30-45 y.,Rural regions,Intermediate School Degree,0.23810,116,537,0.20204,0.27416
1989,30-45 y.,Rural regions,Upper Secondary Degree,0.06739,34,537,0.04617,0.08861
1989,30-45 y.,Rural regions,Other Degree,0.03507,68,537,0.01950,0.05064
1989,30-45 y.,Rural regions,"Dropout, No School Degree",0.01958,31,537,0.00785,0.03131
1989,46-65 y.,Urban regions,Secondary School Degree,0.67515,1239,2369,0.65628,0.69401
1989,46-65 y.,Urban regions,Intermediate School Degree,0.15446,273,2369,0.13990,0.16901
1989,46-65 y.,Urban regions,Technical School Degree,0.02848,54,2369,0.02178,0.03518
1989,46-65 y.,Urban regions,Upper Secondary Degree,0.07688,148,2369,0.06615,0.08761
1989,46-65 y.,Urban regions,Other Degree,0.03660,347,2369,0.02904,0.04416
1989,46-65 y.,Urban regions,"Dropout, No School Degree",0.02070,230,2369,0.01496,0.02643
1989,46-65 y.,Urban regions,No School Attended,0.00774,78,2369,0.00421,0.01127
1989,46-65 y.,Rural regions,Secondary School Degree,0.74948,393,517,0.71209,0.78686
1989,46-65 y.,Rural regions,Intermediate School Degree,0.13082,72,517,0.10173,0.15992
1989,46-65 y.,Rural regions,Other Degree,0.02445,52,517,0.01112,0.03777
1989,66 and older,Urban regions,Secondary School Degree,0.70939,535,725,0.67632,0.74247
1989,66 and older,Urban regions,Intermediate School Degree,0.19390,139,725,0.16510,0.22270
1989,66 and older,Urban regions,Upper Secondary Degree,0.06524,51,725,0.04725,0.08323
1989,66 and older,Rural regions,Secondary School Degree,0.78473,195,195,0.72689,0.84257
1990,17-29 y.,Urban regions,Secondary School Degree,0.32007,846,2409,0.30143,0.33870
1990,17-29 y.,Urban regions,Intermediate School Degree,0.34955,795,2409,0.33051,0.36860
1990,17-29 y.,Urban regions,Technical School Degree,0.03705,73,2409,0.02951,0.04460
1990,17-29 y.,Urban regions,Upper Secondary Degree,0.18754,349,2409,0.17195,0.20313
1990,17-29 y.,Urban regions,Other Degree,0.02575,128,2409,0.01942,0.03207
1990,17-29 y.,Urban regions,"Dropout, No School Degree",0.01906,73,2409,0.01360,0.02453
1990,17-29 y.,Urban regions,No School Degree Yet,0.06035,145,2409,0.05084,0.06986
1990,17-29 y.,Rural regions,Secondary School Degree,0.29777,326,1223,0.27213,0.32341
1990,17-29 y.,Rural regions,Intermediate School Degree,0.48684,718,1223,0.45881,0.51486
1990,17-29 y.,Rural regions,Upper Secondary Degree,0.10235,125,1223,0.08535,0.11934
1990,17-29 y.,Rural regions,No School Degree Yet,0.05020,54,1223,0.03796,0.06245
1990,30-45 y.,Urban regions,Secondary School Degree,0.44452,951,2693,0.42575,0.46329
1990,30-45 y.,Urban regions,Intermediate School Degree,0.24771,661,2693,0.23140,0.26402
1990,30-45 y.,Urban regions,Technical School Degree,0.04747,88,2693,0.03944,0.05551
1990,30-45 y.,Urban regions,Upper Secondary Degree,0.18293,424,2693,0.16833,0.19754
1990,30-45 y.,Urban regions,Other Degree,0.04901,382,2693,0.04085,0.05716
1990,30-45 y.,Urban regions,"Dropout, No School Degree",0.02386,153,2693,0.01809,0.02962
1990,30-45 y.,Urban regions,No School Attended,0.00450,34,2693,0.00197,0.00703
1990,30-45 y.,Rural regions,Secondary School Degree,0.43471,490,1464,0.40930,0.46011
1990,30-45 y.,Rural regions,Intermediate School Degree,0.40120,719,1464,0.37608,0.42632
1990,30-45 y.,Rural regions,Upper Secondary Degree,0.10225,177,1464,0.08672,0.11777
1990,30-45 y.,Rural regions,Other Degree,0.02643,78,1464,0.01821,0.03465
1990,46-65 y.,Urban regions,Secondary School Degree,0.66193,1496,2761,0.64428,0.67958
1990,46-65 y.,Urban regions,Intermediate School Degree,0.16202,355,2761,0.14827,0.17577
1990,46-65 y.,Urban regions,Technical School Degree,0.02372,49,2761,0.01804,0.02940
1990,46-65 y.,Urban regions,Upper Secondary Degree,0.08621,209,2761,0.07574,0.09668
1990,46-65 y.,Urban regions,Other Degree,0.03723,348,2761,0.03016,0.04429
1990,46-65 y.,Urban regions,"Dropout, No School Degree",0.02111,228,2761,0.01575,0.02647
1990,46-65 y.,Urban regions,No School Attended,0.00779,76,2761,0.00451,0.01107
1990,46-65 y.,Rural regions,Secondary School Degree,0.74381,1032,1395,0.72090,0.76673
1990,46-65 y.,Rural regions,Intermediate School Degree,0.14910,214,1395,0.13040,0.16779
1990,46-65 y.,Rural regions,Upper Secondary Degree,0.05317,74,1395,0.04139,0.06494
1990,46-65 y.,Rural regions,Other Degree,0.02535,75,1395,0.01710,0.03360
1990,66 and older,Urban regions,Secondary School Degree,0.71371,646,860,0.68348,0.74394
1990,66 and older,Urban regions,Intermediate School Degree,0.18353,155,860,0.15765,0.20942
1990,66 and older,Urban regions,Upper Secondary Degree,0.06435,59,860,0.04794,0.08076
1990,66 and older,Rural regions,Secondary School Degree,0.81151,441,501,0.77723,0.84579
1990,66 and older,Rural regions,Intermediate School Degree,0.11908,60,501,0.09069,0.14747
1991,17-29 y.,Urban regions,Secondary School Degree,0.30420,789,2294,0.28537,0.32303
1991,17-29 y.,Urban regions,Intermediate School Degree,0.36065,753,2294,0.34100,0.38031
1991,17-29 y.,Urban regions,Technical School Degree,0.04269,86,2294,0.03441,0.05096
1991,17-29 y.,Urban regions,Upper Secondary Degree,0.18317,328,2294,0.16734,0.19900
1991,17-29 y.,Urban regions,Other Degree,0.02926,124,2294,0.02236,0.03616
1991,17-29 y.,Urban regions,"Dropout, No School Degree",0.02267,89,2294,0.01657,0.02876
1991,17-29 y.,Urban regions,No School Degree Yet,0.05662,125,2294,0.04716,0.06608
1991,17-29 y.,Rural regions,Secondary School Degree,0.30675,323,1165,0.28025,0.33324
1991,17-29 y.,Rural regions,Intermediate School Degree,0.47736,649,1165,0.44866,0.50605
1991,17-29 y.,Rural regions,Upper Secondary Degree,0.10791,125,1165,0.09008,0.12573
1991,17-29 y.,Rural regions,"Dropout, No School Degree",0.02496,37,1165,0.01600,0.03393
1991,17-29 y.,Rural regions,No School Degree Yet,0.04028,31,1165,0.02898,0.05157
1991,30-45 y.,Urban regions,Secondary School Degree,0.42558,964,2698,0.40692,0.44424
1991,30-45 y.,Urban regions,Intermediate School Degree,0.25261,670,2698,0.23621,0.26901
1991,30-45 y.,Urban regions,Technical School Degree,0.05090,93,2698,0.04260,0.05919
1991,30-45 y.,Urban regions,Upper Secondary Degree,0.19123,437,2698,0.17639,0.20607
1991,30-45 y.,Urban regions,Other Degree,0.04804,349,2698,0.03997,0.05611
1991,30-45 y.,Urban regions,"Dropout, No School Degree",0.02679,153,2698,0.02069,0.03288
1991,30-45 y.,Urban regions,No School Attended,0.00486,32,2698,0.00224,0.00749
1991,30-45 y.,Rural regions,Secondary School Degree,0.41424,471,1492,0.38924,0.43924
1991,30-45 y.,Rural regions,Intermediate School Degree,0.41918,751,1492,0.39414,0.44423
1991,30-45 y.,Rural regions,Upper Secondary Degree,0.10402,168,1492,0.08852,0.11951
1991,30-45 y.,Rural regions,Other Degree,0.02689,71,1492,0.01868,0.03510
1991,30-45 y.,Rural regions,"Dropout, No School Degree",0.01215,31,1492,0.00659,0.01771
1991,46-65 y.,Urban regions,Secondary School Degree,0.64189,1398,2665,0.62368,0.66009
1991,46-65 y.,Urban regions,Intermediate School Degree,0.16741,356,2665,0.15323,0.18158
1991,46-65 y.,Urban regions,Technical School Degree,0.02155,44,2665,0.01604,0.02707
1991,46-65 y.,Urban regions,Upper Secondary Degree,0.09449,215,2665,0.08338,0.10560
1991,46-65 y.,Urban regions,Other Degree,0.04390,364,2665,0.03612,0.05168
1991,46-65 y.,Urban regions,"Dropout, No School Degree",0.02295,220,2665,0.01727,0.02864
1991,46-65 y.,Urban regions,No School Attended,0.00782,68,2665,0.00448,0.01117
1991,46-65 y.,Rural regions,Secondary School Degree,0.72273,980,1364,0.69897,0.74650
1991,46-65 y.,Rural regions,Intermediate School Degree,0.15776,224,1364,0.13841,0.17711
1991,46-65 y.,Rural regions,Upper Secondary Degree,0.06148,80,1364,0.04873,0.07423
1991,46-65 y.,Rural regions,Other Degree,0.02767,80,1364,0.01896,0.03638
1991,66 and older,Urban regions,Secondary School Degree,0.71557,642,857,0.68535,0.74579
1991,66 and older,Urban regions,Intermediate School Degree,0.18445,156,857,0.15847,0.21043
1991,66 and older,Urban regions,Upper Secondary Degree,0.06525,59,857,0.04871,0.08180
1991,66 and older,Rural regions,Secondary School Degree,0.81517,426,481,0.78044,0.84989
1991,66 and older,Rural regions,Intermediate School Degree,0.11484,55,481,0.08632,0.14336
1992,17-29 y.,Urban regions,Secondary School Degree,0.29697,760,2228,0.27799,0.31594
1992,17-29 y.,Urban regions,Intermediate School Degree,0.35596,722,2228,0.33607,0.37585
1992,17-29 y.,Urban regions,Technical School Degree,0.04693,92,2228,0.03814,0.05571
1992,17-29 y.,Urban regions,Upper Secondary Degree,0.18634,317,2228,0.17016,0.20251
1992,17-29 y.,Urban regions,Other Degree,0.03175,121,2228,0.02447,0.03903
1992,17-29 y.,Urban regions,"Dropout, No School Degree",0.02086,80,2228,0.01493,0.02680
1992,17-29 y.,Urban regions,No School Degree Yet,0.06071,136,2228,0.05079,0.07063
1992,17-29 y.,Rural regions,Secondary School Degree,0.28507,298,1059,0.25786,0.31227
1992,17-29 y.,Rural regions,Intermediate School Degree,0.48977,596,1059,0.45965,0.51990
1992,17-29 y.,Rural regions,Upper Secondary Degree,0.11215,114,1059,0.09314,0.13117
1992,17-29 y.,Rural regions,No School Degree Yet,0.04769,51,1059,0.03485,0.06053
1992,30-45 y.,Urban regions,Secondary School Degree,0.41747,956,2682,0.39880,0.43614
1992,30-45 y.,Urban regions,Intermediate School Degree,0.25714,688,2682,0.24060,0.27369
1992,30-45 y.,Urban regions,Technical School Degree,0.05036,93,2682,0.04208,0.05864
1992,30-45 y.,Urban regions,Upper Secondary Degree,0.19520,449,2682,0.18019,0.21020
1992,30-45 y.,Urban regions,Other Degree,0.04780,314,2682,0.03972,0.05588
1992,30-45 y.,Urban regions,"Dropout, No School Degree",0.02723,151,2682,0.02107,0.03339
