"pgpsbil","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Anderer Abschluss","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1984","AkademikerInnen","direkter Migrationshintergrund","56","0.162649988010008","0.097163951044067","0.22813602497595"
"Anderer Abschluss","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","(noch) kein Abschluss","kein Migrationshintergrund","67","0.308990997782549","0.249531824762856","0.368450170802241"
"Ohne Abschluss verlassen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","819","0.760490897618491","0.734870992891456","0.786110802345526"
"Ohne Abschluss verlassen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","(noch) kein Abschluss","kein Migrationshintergrund","164","0.690496066495297","0.631009652470915","0.749982480519679"
"Noch kein Abschluss","1984","(noch) kein Abschluss","direkter Migrationshintergrund","37","0.0424107501277435","0.0303132092956017","0.0545082909598853"
"Noch kein Abschluss","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","(noch) kein Abschluss","direkter Migrationshintergrund","210","0.197098352253765","0.173217921293385","0.220978783214146"
"Keine Schule besucht","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","Hauptschulabschluss","kein Migrationshintergrund","4828","0.992735709664222","0.990349682094041","0.995121737234404"
"Hauptschulabschluss","1985","Hauptschulabschluss","direkter Migrationshintergrund","550","0.627726761403323","0.603448679618858","0.652004843187787"
"Hauptschulabschluss","1985","Hauptschulabschluss","indirekter Migrationshintergrund","77","0.927772477978949","0.872081974385826","0.983462981572072"
"Hauptschulabschluss","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","Realschulabschluss","kein Migrationshintergrund","1650","1","1","1"
"Realschulabschluss","1985","Realschulabschluss","direkter Migrationshintergrund","138","1","1","1"
"Realschulabschluss","1985","Realschulabschluss","indirekter Migrationshintergrund","31","1","1","1"
"Realschulabschluss","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Realschulabschluss","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1985","AkademikerInnen","kein Migrationshintergrund","59","0.0958728168363646","0.07309861925354","0.118647014419189"
"Realschulabschluss","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","(Fach-)Abitur","kein Migrationshintergrund","158","0.292128737791834","0.254296164569781","0.329961311013888"
"Fachhochschulreife","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","AkademikerInnen","kein Migrationshintergrund","113","0.179767880553952","0.150064559324803","0.209471201783102"
"Fachhochschulreife","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abitur","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abitur","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Abitur","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1985","(Fach-)Abitur","kein Migrationshintergrund","395","0.707393885425582","0.669543182527145","0.74524458832402"
"Abitur","1985","(Fach-)Abitur","direkter Migrationshintergrund","43","0.381319069351214","0.318953088391968","0.443685050310461"
"Abitur","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abitur","1985","AkademikerInnen","kein Migrationshintergrund","448","0.685131480338499","0.649203553341397","0.721059407335601"
"Abitur","1985","AkademikerInnen","direkter Migrationshintergrund","42","0.610014939870879","0.519278690740787","0.70075118900097"
"Abitur","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","Hauptschulabschluss","kein Migrationshintergrund","38","0.00726429033577785","0.00487826276559611","0.0096503179059596"
"Anderer Abschluss","1985","Hauptschulabschluss","direkter Migrationshintergrund","973","0.372273238596677","0.347995156812213","0.396551320381142"
"Anderer Abschluss","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","(Fach-)Abitur","direkter Migrationshintergrund","156","0.43277090979824","0.369153144663858","0.496388674932621"
"Anderer Abschluss","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1985","AkademikerInnen","direkter Migrationshintergrund","51","0.183956950256425","0.111879197581598","0.256034702931252"
"Anderer Abschluss","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","(noch) kein Abschluss","kein Migrationshintergrund","70","0.329249934144142","0.267981457572377","0.390518410715908"
"Ohne Abschluss verlassen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","657","0.752858962436758","0.723996479290241","0.781721445583275"
"Ohne Abschluss verlassen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","(noch) kein Abschluss","kein Migrationshintergrund","155","0.670246620366035","0.608954334917703","0.731538905814366"
"Noch kein Abschluss","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","(noch) kein Abschluss","direkter Migrationshintergrund","173","0.19285020841548","0.1664509593839","0.219249457447059"
"Keine Schule besucht","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","Hauptschulabschluss","kein Migrationshintergrund","4501","0.99247232590985","0.989957791363844","0.994986860455855"
"Hauptschulabschluss","1986","Hauptschulabschluss","direkter Migrationshintergrund","572","0.645772679706358","0.621512218777386","0.67003314063533"
"Hauptschulabschluss","1986","Hauptschulabschluss","indirekter Migrationshintergrund","83","0.945590754461973","0.897928297596657","0.993253211327289"
"Hauptschulabschluss","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","Realschulabschluss","kein Migrationshintergrund","1603","1","1","1"
"Realschulabschluss","1986","Realschulabschluss","direkter Migrationshintergrund","145","1","1","1"
"Realschulabschluss","1986","Realschulabschluss","indirekter Migrationshintergrund","31","1","1","1"
"Realschulabschluss","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Realschulabschluss","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1986","AkademikerInnen","kein Migrationshintergrund","58","0.0975729867784019","0.0744931851621063","0.120652788394698"
"Realschulabschluss","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","(Fach-)Abitur","kein Migrationshintergrund","163","0.28697763714615","0.250036313503391","0.323918960788909"
"Fachhochschulreife","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","AkademikerInnen","kein Migrationshintergrund","111","0.180285317585079","0.150385209031865","0.210185426138293"
"Fachhochschulreife","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abitur","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abitur","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Abitur","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1986","(Fach-)Abitur","kein Migrationshintergrund","411","0.712578681108941","0.675620316063667","0.749537046154216"
"Abitur","1986","(Fach-)Abitur","direkter Migrationshintergrund","46","0.397666533630457","0.334824801201495","0.460508266059419"
"Abitur","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abitur","1986","AkademikerInnen","kein Migrationshintergrund","448","0.690157349249566","0.654190210805563","0.726124487693569"
"Abitur","1986","AkademikerInnen","direkter Migrationshintergrund","41","0.608405872013626","0.517190815326794","0.699620928700458"
"Abitur","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
