year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65879,32,32,0.49189,0.82569
1984,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.59638,121,164,0.52106,0.67170
1984,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.21793,43,164,0.15455,0.28131
1984,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.21362,43,172,0.15219,0.27505
1984,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.60892,129,172,0.53578,0.68207
1984,66 and older,Lower Secondary Level,Secondary School Degree,0.93281,481,513,0.91113,0.95450
1984,66 and older,Lower Secondary Level,Intermediate School Degree,0.06679,32,513,0.04516,0.08841
1984,66 and older,Upper Secondary Level,Secondary School Degree,0.76213,435,558,0.72677,0.79749
1984,66 and older,Upper Secondary Level,Intermediate School Degree,0.21788,123,558,0.18360,0.25216
1984,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.44839,39,39,0.29026,0.60652
1984,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.66073,41,41,0.51400,0.80745
1985,17-29 y.,Primary Level,"Dropout, No School Degree",0.74655,126,126,0.67030,0.82281
1985,17-29 y.,Lower Secondary Level,Secondary School Degree,0.48651,503,959,0.45486,0.51816
1985,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.48402,354,959,0.45237,0.51567
1985,17-29 y.,Lower Secondary Level,Other Degree,0.02947,102,959,0.01876,0.04018
1985,17-29 y.,Upper Secondary Level,Secondary School Degree,0.48253,682,1402,0.45637,0.50870
1985,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.30535,379,1402,0.28123,0.32947
1985,17-29 y.,Upper Secondary Level,Technical School Degree,0.02699,39,1402,0.01851,0.03548
1985,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.16286,217,1402,0.14353,0.18220
1985,17-29 y.,Upper Secondary Level,Other Degree,0.01803,85,1402,0.01106,0.02500
1985,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.46302,42,93,0.36113,0.56491
1985,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50530,51,93,0.40313,0.60746
1985,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.51258,59,59,0.38394,0.64122
1985,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.75603,84,84,0.66364,0.84843
1985,30-45 y.,Primary Level,"Dropout, No School Degree",0.67024,234,311,0.61791,0.72258
1985,30-45 y.,Primary Level,No School Attended,0.20500,77,311,0.16006,0.24994
1985,30-45 y.,Lower Secondary Level,Secondary School Degree,0.75683,318,679,0.72453,0.78912
1985,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.08859,38,679,0.06720,0.10998
1985,30-45 y.,Lower Secondary Level,Other Degree,0.15459,323,679,0.12737,0.18180
1985,30-45 y.,Upper Secondary Level,Secondary School Degree,0.69766,1065,1725,0.67598,0.71934
1985,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.24946,389,1725,0.22904,0.26989
1985,30-45 y.,Upper Secondary Level,Other Degree,0.03272,236,1725,0.02432,0.04112
1985,30-45 y.,Upper Secondary Level,"Dropout, No School Degree",0.00478,35,1725,0.00153,0.00804
1985,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.20430,45,45,0.08517,0.32344
1985,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.46463,103,177,0.39095,0.53832
1985,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31542,74,177,0.24676,0.38407
1985,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.09796,33,331,0.06589,0.13003
1985,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.15357,53,331,0.11467,0.19247
1985,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.71725,245,331,0.66866,0.76584
1985,46-65 y.,Primary Level,"Dropout, No School Degree",0.75083,256,335,0.70444,0.79722
1985,46-65 y.,Primary Level,No School Attended,0.20538,79,335,0.16206,0.24871
1985,46-65 y.,Lower Secondary Level,Secondary School Degree,0.90979,783,999,0.89201,0.92756
1985,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06118,54,999,0.04631,0.07605
1985,46-65 y.,Lower Secondary Level,Other Degree,0.02903,162,999,0.01862,0.03945
1985,46-65 y.,Upper Secondary Level,Secondary School Degree,0.77528,1042,1427,0.75362,0.79695
1985,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19469,259,1427,0.17414,0.21524
1985,46-65 y.,Upper Secondary Level,Other Degree,0.01835,126,1427,0.01139,0.02532
1985,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.58959,114,159,0.51289,0.66630
1985,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.23370,45,159,0.16771,0.29969
1985,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.20680,40,168,0.14537,0.26823
1985,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61257,128,168,0.53868,0.68646
1985,66 and older,Lower Secondary Level,Secondary School Degree,0.92667,394,394,0.90090,0.95245
1985,66 and older,Upper Secondary Level,Secondary School Degree,0.74938,387,503,0.71147,0.78729
1985,66 and older,Upper Secondary Level,Intermediate School Degree,0.22829,116,503,0.19158,0.26501
1985,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.45682,39,39,0.29844,0.61520
1985,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.63661,34,34,0.47250,0.80071
1986,17-29 y.,Primary Level,"Dropout, No School Degree",0.71273,121,121,0.63177,0.79369
1986,17-29 y.,Lower Secondary Level,Secondary School Degree,0.48876,515,948,0.45692,0.52059
1986,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.48295,346,948,0.45112,0.51478
1986,17-29 y.,Lower Secondary Level,Other Degree,0.02829,87,948,0.01773,0.03885
1986,17-29 y.,Upper Secondary Level,Secondary School Degree,0.45585,643,1373,0.42950,0.48221
1986,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.30368,378,1373,0.27935,0.32801
1986,17-29 y.,Upper Secondary Level,Technical School Degree,0.03464,44,1373,0.02496,0.04432
1986,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.18409,236,1373,0.16358,0.20460
1986,17-29 y.,Upper Secondary Level,Other Degree,0.01691,72,1373,0.01009,0.02373
1986,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.43812,41,89,0.33445,0.54178
1986,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52498,48,89,0.42064,0.62932
1986,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.44664,47,47,0.30298,0.59031
1986,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.72801,63,63,0.61725,0.83878
1986,30-45 y.,Primary Level,"Dropout, No School Degree",0.72424,213,274,0.67123,0.77725
1986,30-45 y.,Primary Level,No School Attended,0.19133,61,274,0.14467,0.23799
1986,30-45 y.,Lower Secondary Level,Secondary School Degree,0.73045,281,617,0.69541,0.76549
1986,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.10186,39,617,0.07798,0.12575
1986,30-45 y.,Lower Secondary Level,Other Degree,0.16769,297,617,0.13819,0.19719
1986,30-45 y.,Upper Secondary Level,Secondary School Degree,0.68896,992,1589,0.66619,0.71173
1986,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.25704,376,1589,0.23555,0.27853
1986,30-45 y.,Upper Secondary Level,Other Degree,0.03236,221,1589,0.02365,0.04106
1986,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.19526,46,46,0.07944,0.31108
1986,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.40517,84,159,0.32862,0.48172
1986,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.34389,75,159,0.26982,0.41796
1986,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.15673,53,316,0.11658,0.19688
1986,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.73877,263,316,0.69026,0.78729
1986,46-65 y.,Primary Level,"Dropout, No School Degree",0.73115,233,315,0.68211,0.78019
1986,46-65 y.,Primary Level,No School Attended,0.23033,82,315,0.18376,0.27691
1986,46-65 y.,Lower Secondary Level,Secondary School Degree,0.90025,718,949,0.88118,0.91933
1986,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06372,50,949,0.04817,0.07927
1986,46-65 y.,Lower Secondary Level,Other Degree,0.03603,181,949,0.02416,0.04789
1986,46-65 y.,Upper Secondary Level,Secondary School Degree,0.76296,1022,1452,0.74108,0.78484
1986,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.20677,265,1452,0.18593,0.22761
1986,46-65 y.,Upper Secondary Level,Other Degree,0.01961,130,1452,0.01247,0.02674
1986,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00639,35,1452,0.00229,0.01049
1986,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.62128,118,156,0.54491,0.69764
1986,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.20401,38,156,0.14057,0.26745
1986,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.19446,39,171,0.13496,0.25395
1986,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61414,132,171,0.54096,0.68732
1986,66 and older,Lower Secondary Level,Secondary School Degree,0.91599,360,360,0.88729,0.94468
1986,66 and older,Upper Secondary Level,Secondary School Degree,0.73744,353,465,0.69740,0.77748
1986,66 and older,Upper Secondary Level,Intermediate School Degree,0.24060,112,465,0.20171,0.27950
1986,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.46307,35,35,0.29546,0.63068
1986,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.62276,32,32,0.45213,0.79339
1987,17-29 y.,Primary Level,"Dropout, No School Degree",0.64518,93,93,0.54741,0.74295
1987,17-29 y.,Lower Secondary Level,Secondary School Degree,0.52497,524,924,0.49275,0.55719
1987,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.44455,316,924,0.41249,0.47661
1987,17-29 y.,Lower Secondary Level,Other Degree,0.03048,84,924,0.01939,0.04157
1987,17-29 y.,Upper Secondary Level,Secondary School Degree,0.43924,636,1376,0.41301,0.46547
1987,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.33174,407,1376,0.30686,0.35663
1987,17-29 y.,Upper Secondary Level,Technical School Degree,0.03117,40,1376,0.02198,0.04035
1987,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.17366,220,1376,0.15364,0.19369
1987,17-29 y.,Upper Secondary Level,Other Degree,0.01922,73,1376,0.01196,0.02648
1987,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.38794,37,89,0.28613,0.48975
1987,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.57403,52,89,0.47071,0.67734
1987,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47525,43,43,0.32421,0.62628
1987,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.76470,62,62,0.65825,0.87115
1987,30-45 y.,Primary Level,"Dropout, No School Degree",0.72688,211,270,0.67363,0.78012
1987,30-45 y.,Primary Level,No School Attended,0.18216,59,270,0.13603,0.22829
1987,30-45 y.,Lower Secondary Level,Secondary School Degree,0.71180,267,588,0.67516,0.74844
1987,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.11430,40,588,0.08856,0.14004
1987,30-45 y.,Lower Secondary Level,Other Degree,0.17390,281,588,0.14324,0.20457
1987,30-45 y.,Upper Secondary Level,Secondary School Degree,0.68293,956,1564,0.65986,0.70600
1987,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.26191,369,1564,0.24012,0.28371
1987,30-45 y.,Upper Secondary Level,Other Degree,0.03359,208,1564,0.02466,0.04252
1987,30-45 y.,Upper Secondary Level,"Dropout, No School Degree",0.00487,31,1564,0.00142,0.00832
1987,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.16162,40,40,0.04609,0.27715
1987,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.37716,79,162,0.30229,0.45203
1987,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.38272,83,162,0.30764,0.45780
1987,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.15263,49,309,0.11246,0.19279
1987,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.74135,260,309,0.69245,0.79026
1987,46-65 y.,Primary Level,"Dropout, No School Degree",0.71919,237,320,0.66987,0.76850
1987,46-65 y.,Primary Level,No School Attended,0.24317,83,320,0.19609,0.29024
1987,46-65 y.,Lower Secondary Level,Secondary School Degree,0.89251,672,919,0.87247,0.91255
1987,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06188,47,919,0.04629,0.07747
1987,46-65 y.,Lower Secondary Level,Other Degree,0.04561,200,919,0.03211,0.05911
1987,46-65 y.,Upper Secondary Level,Secondary School Degree,0.77012,1029,1455,0.74850,0.79175
1987,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19807,258,1455,0.17759,0.21856
1987,46-65 y.,Upper Secondary Level,Other Degree,0.02046,133,1455,0.01318,0.02774
1987,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00656,35,1455,0.00241,0.01071
1987,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.62722,118,155,0.55085,0.70359
1987,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.19490,37,155,0.13234,0.25747
1987,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.19800,40,176,0.13896,0.25705
1987,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61418,136,176,0.54205,0.68630
1987,66 and older,Lower Secondary Level,Secondary School Degree,0.92702,374,374,0.90062,0.95341
1987,66 and older,Upper Secondary Level,Secondary School Degree,0.72696,367,486,0.68731,0.76661
1987,66 and older,Upper Secondary Level,Intermediate School Degree,0.24807,119,486,0.20964,0.28651
1987,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.49288,35,35,0.32482,0.66093
1987,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.65089,37,37,0.49517,0.80661
1988,17-29 y.,Primary Level,"Dropout, No School Degree",0.64269,87,87,0.54141,0.74397
1988,17-29 y.,Lower Secondary Level,Secondary School Degree,0.53771,524,916,0.50541,0.57002
1988,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.43369,310,916,0.40158,0.46580
1988,17-29 y.,Lower Secondary Level,Other Degree,0.02860,82,916,0.01780,0.03939
1988,17-29 y.,Upper Secondary Level,Secondary School Degree,0.44112,601,1286,0.41397,0.46826
1988,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.33222,382,1286,0.30647,0.35797
1988,17-29 y.,Upper Secondary Level,Technical School Degree,0.02493,33,1286,0.01640,0.03345
1988,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.18084,210,1286,0.15980,0.20188
1988,17-29 y.,Upper Secondary Level,Other Degree,0.01807,60,1286,0.01078,0.02535
1988,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.38166,37,91,0.28129,0.48203
1988,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58841,54,91,0.48674,0.69009
1988,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48089,38,38,0.31990,0.64188
1988,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.72069,50,50,0.59506,0.84631
1988,30-45 y.,Primary Level,"Dropout, No School Degree",0.75832,185,233,0.70323,0.81340
1988,30-45 y.,Primary Level,No School Attended,0.15910,48,233,0.11203,0.20616
1988,30-45 y.,Lower Secondary Level,Secondary School Degree,0.71924,246,534,0.68109,0.75739
1988,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.12324,39,534,0.09534,0.15115
1988,30-45 y.,Lower Secondary Level,Other Degree,0.15751,249,534,0.12658,0.18844
1988,30-45 y.,Upper Secondary Level,Secondary School Degree,0.67381,896,1442,0.64960,0.69801
1988,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.27221,363,1442,0.24923,0.29520
1988,30-45 y.,Upper Secondary Level,Other Degree,0.02870,183,1442,0.02008,0.03732
1988,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.14021,38,38,0.02833,0.25209
1988,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.38781,79,158,0.31159,0.46402
1988,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.36104,79,158,0.28591,0.43617
1988,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.15514,50,303,0.11431,0.19597
1988,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.76377,253,303,0.71587,0.81168
1988,46-65 y.,Primary Level,"Dropout, No School Degree",0.69049,222,306,0.63861,0.74238
1988,46-65 y.,Primary Level,No School Attended,0.26614,84,306,0.21654,0.31574
1988,46-65 y.,Lower Secondary Level,Secondary School Degree,0.88747,635,890,0.86670,0.90824
1988,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06522,47,890,0.04899,0.08145
1988,46-65 y.,Lower Secondary Level,Other Degree,0.04731,208,890,0.03335,0.06126
1988,46-65 y.,Upper Secondary Level,Secondary School Degree,0.77363,997,1415,0.75181,0.79544
1988,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19519,248,1415,0.17454,0.21585
1988,46-65 y.,Upper Secondary Level,Other Degree,0.02071,136,1415,0.01329,0.02813
1988,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00700,34,1415,0.00265,0.01135
1988,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.61617,110,148,0.53756,0.69479
1988,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.21141,38,148,0.14540,0.27741
1988,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.20522,39,177,0.14555,0.26489
1988,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62343,138,177,0.55185,0.69502
1988,66 and older,Lower Secondary Level,Secondary School Degree,0.92237,347,347,0.89417,0.95057
1988,66 and older,Upper Secondary Level,Secondary School Degree,0.72509,364,482,0.68519,0.76499
1988,66 and older,Upper Secondary Level,Intermediate School Degree,0.25082,118,482,0.21208,0.28956
1988,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.52609,37,37,0.36298,0.68920
1988,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.63014,34,34,0.46542,0.79485
1989,17-29 y.,Primary Level,"Dropout, No School Degree",0.71618,87,87,0.62089,0.81147
1989,17-29 y.,Lower Secondary Level,Secondary School Degree,0.53964,496,858,0.50626,0.57301
1989,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.42805,285,858,0.39492,0.46117
1989,17-29 y.,Lower Secondary Level,Other Degree,0.03232,77,858,0.02048,0.04416
1989,17-29 y.,Upper Secondary Level,Secondary School Degree,0.43314,591,1275,0.40593,0.46035
1989,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.33347,384,1275,0.30758,0.35936
1989,17-29 y.,Upper Secondary Level,Technical School Degree,0.02570,32,1275,0.01701,0.03439
1989,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.18584,214,1275,0.16448,0.20720
1989,17-29 y.,Upper Secondary Level,Other Degree,0.01914,54,1275,0.01161,0.02666
1989,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.34132,38,107,0.25105,0.43158
1989,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.62809,69,107,0.53608,0.72010
1989,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.41859,36,36,0.25515,0.58203
1989,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.74798,55,55,0.63217,0.86378
1989,30-45 y.,Primary Level,"Dropout, No School Degree",0.74441,168,212,0.68556,0.80327
1989,30-45 y.,Primary Level,No School Attended,0.14958,44,212,0.10146,0.19770
1989,30-45 y.,Lower Secondary Level,Secondary School Degree,0.71281,231,498,0.67303,0.75259
1989,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.11426,35,498,0.08630,0.14223
1989,30-45 y.,Lower Secondary Level,Other Degree,0.17293,232,498,0.13968,0.20618
1989,30-45 y.,Upper Secondary Level,Secondary School Degree,0.67448,873,1396,0.64989,0.69907
1989,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.26647,354,1396,0.24326,0.28967
1989,30-45 y.,Upper Secondary Level,Other Degree,0.02982,169,1396,0.02089,0.03875
1989,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.11883,33,33,0.00671,0.23095
1989,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.36741,71,149,0.28974,0.44508
1989,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.38079,78,149,0.30255,0.45902
1989,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.16589,52,296,0.12344,0.20833
1989,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.75234,244,296,0.70308,0.80160
1989,46-65 y.,Primary Level,"Dropout, No School Degree",0.69675,216,298,0.64447,0.74903
1989,46-65 y.,Primary Level,No School Attended,0.26457,82,298,0.21441,0.31474
1989,46-65 y.,Lower Secondary Level,Secondary School Degree,0.87319,576,836,0.85062,0.89576
1989,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06769,44,836,0.05065,0.08473
1989,46-65 y.,Lower Secondary Level,Other Degree,0.05911,216,836,0.04312,0.07511
1989,46-65 y.,Upper Secondary Level,Secondary School Degree,0.76356,948,1363,0.74100,0.78613
1989,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.20261,243,1363,0.18126,0.22395
1989,46-65 y.,Upper Secondary Level,Other Degree,0.02332,138,1363,0.01531,0.03134
1989,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00677,34,1363,0.00241,0.01112
1989,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.61595,103,140,0.53509,0.69681
1989,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.22004,37,140,0.15117,0.28891
1989,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.21291,43,184,0.15360,0.27222
1989,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.63836,141,184,0.56875,0.70797
1989,66 and older,Lower Secondary Level,Secondary School Degree,0.92234,347,347,0.89414,0.95054
1989,66 and older,Upper Secondary Level,Secondary School Degree,0.71677,343,460,0.67555,0.75799
1989,66 and older,Upper Secondary Level,Intermediate School Degree,0.26431,117,460,0.22397,0.30466
1989,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.53268,37,37,0.36970,0.69566
1989,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.64762,35,35,0.48705,0.80820
1990,17-29 y.,Primary Level,"Dropout, No School Degree",0.67844,83,83,0.57734,0.77953
1990,17-29 y.,Lower Secondary Level,Secondary School Degree,0.47965,484,979,0.44834,0.51096
1990,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.48926,421,979,0.45793,0.52059
1990,17-29 y.,Lower Secondary Level,Other Degree,0.03109,74,979,0.02021,0.04197
1990,17-29 y.,Upper Secondary Level,Secondary School Degree,0.35377,663,1911,0.33233,0.37521
1990,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.45086,949,1911,0.42854,0.47317
1990,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.15891,245,1911,0.14252,0.17531
1990,17-29 y.,Upper Secondary Level,Other Degree,0.01646,54,1911,0.01076,0.02217
1990,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29697,39,149,0.22335,0.37058
1990,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66831,110,149,0.59245,0.74416
1990,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.50517,57,57,0.37422,0.63612
