year,migback,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,No migration background,West,Intermediate School Degree,0.21643,1510,6720,0.20658,0.22628
1989,No migration background,West,Technical School Degree,0.03570,246,6720,0.03127,0.04014
1989,No migration background,West,Upper Secondary Degree,0.11668,813,6720,0.10900,0.12436
1989,No migration background,West,Other Degree,0.00499,39,6720,0.00331,0.00668
1989,No migration background,West,"Dropout, No School Degree",0.00816,56,6720,0.00601,0.01031
1989,No migration background,West,No School Degree Yet,0.01636,121,6720,0.01332,0.01939
1989,Direct migration background,West,Secondary School Degree,0.38288,599,2452,0.36363,0.40212
1989,Direct migration background,West,Intermediate School Degree,0.11853,150,2452,0.10573,0.13133
1989,Direct migration background,West,Upper Secondary Degree,0.08449,91,2452,0.07348,0.09550
1989,Direct migration background,West,Other Degree,0.23656,976,2452,0.21973,0.25338
1989,Direct migration background,West,"Dropout, No School Degree",0.10852,492,2452,0.09620,0.12083
1989,Direct migration background,West,No School Attended,0.03309,144,2452,0.02601,0.04018
1989,Indirect migration background,West,Secondary School Degree,0.44820,118,199,0.37893,0.51747
1989,Indirect migration background,West,Intermediate School Degree,0.20121,50,199,0.14536,0.25705
1989,Indirect migration background,West,No School Degree Yet,0.13920,31,199,0.09098,0.18741
1990,No migration background,West,Secondary School Degree,0.59391,3801,6538,0.58200,0.60581
1990,No migration background,West,Intermediate School Degree,0.21969,1482,6538,0.20965,0.22972
1990,No migration background,West,Technical School Degree,0.03627,245,6538,0.03174,0.04080
1990,No migration background,West,Upper Secondary Degree,0.12132,812,6538,0.11341,0.12924
1990,No migration background,West,Other Degree,0.00540,40,6538,0.00362,0.00718
1990,No migration background,West,"Dropout, No School Degree",0.00887,57,6538,0.00660,0.01114
1990,No migration background,West,No School Degree Yet,0.01453,101,6538,0.01163,0.01743
1990,No migration background,East,Secondary School Degree,0.43792,1654,4255,0.42301,0.45283
1990,No migration background,East,Intermediate School Degree,0.43173,2010,4255,0.41684,0.44661
1990,No migration background,East,Upper Secondary Degree,0.10707,508,4255,0.09778,0.11636
1990,No migration background,East,Other Degree,0.01469,52,4255,0.01107,0.01830
1990,No migration background,East,No School Degree Yet,0.00581,31,4255,0.00352,0.00809
1990,Direct migration background,West,Secondary School Degree,0.37898,589,2409,0.35961,0.39836
1990,Direct migration background,West,Intermediate School Degree,0.12128,148,2409,0.10824,0.13432
1990,Direct migration background,West,Technical School Degree,0.02600,32,2409,0.01964,0.03235
1990,Direct migration background,West,Upper Secondary Degree,0.07911,87,2409,0.06833,0.08989
1990,Direct migration background,West,Other Degree,0.24330,953,2409,0.22616,0.26043
1990,Direct migration background,West,"Dropout, No School Degree",0.10716,462,2409,0.09481,0.11952
1990,Direct migration background,West,No School Attended,0.03456,138,2409,0.02727,0.04186
1990,Direct migration background,East,Secondary School Degree,0.56183,79,79,0.45172,0.67194
1990,Indirect migration background,West,Secondary School Degree,0.45339,135,223,0.38791,0.51888
1990,Indirect migration background,West,Intermediate School Degree,0.20551,52,223,0.15236,0.25867
1990,Indirect migration background,West,No School Degree Yet,0.13882,36,223,0.09334,0.18430
1991,No migration background,West,Secondary School Degree,0.58234,3718,6508,0.57036,0.59433
1991,No migration background,West,Intermediate School Degree,0.22346,1497,6508,0.21334,0.23358
1991,No migration background,West,Technical School Degree,0.03850,253,6508,0.03383,0.04318
1991,No migration background,West,Upper Secondary Degree,0.12724,840,6508,0.11915,0.13534
1991,No migration background,West,Other Degree,0.00572,40,6508,0.00389,0.00755
1991,No migration background,West,"Dropout, No School Degree",0.00889,60,6508,0.00661,0.01117
1991,No migration background,West,No School Degree Yet,0.01382,100,6508,0.01099,0.01666
1991,No migration background,East,Secondary School Degree,0.43686,1493,3959,0.42141,0.45232
1991,No migration background,East,Intermediate School Degree,0.43822,1918,3959,0.42276,0.45368
1991,No migration background,East,Upper Secondary Degree,0.10456,468,3959,0.09503,0.11409
1991,No migration background,East,Other Degree,0.01208,42,3959,0.00868,0.01548
1991,No migration background,East,"Dropout, No School Degree",0.00794,38,3959,0.00518,0.01071
1991,Direct migration background,West,Secondary School Degree,0.36885,578,2372,0.34943,0.38827
1991,Direct migration background,West,Intermediate School Degree,0.12408,153,2372,0.11081,0.13735
1991,Direct migration background,West,Technical School Degree,0.02388,33,2372,0.01774,0.03003
1991,Direct migration background,West,Upper Secondary Degree,0.08043,87,2372,0.06949,0.09138
1991,Direct migration background,West,Other Degree,0.24849,934,2372,0.23110,0.26589
1991,Direct migration background,West,"Dropout, No School Degree",0.10991,456,2372,0.09732,0.12250
1991,Direct migration background,West,No School Attended,0.03470,131,2372,0.02733,0.04207
1991,Direct migration background,East,Secondary School Degree,0.55807,77,77,0.44642,0.66973
1991,Indirect migration background,West,Secondary School Degree,0.46504,154,253,0.40346,0.52662
1991,Indirect migration background,West,Intermediate School Degree,0.20800,64,253,0.15789,0.25812
1991,Indirect migration background,West,No School Degree Yet,0.09887,35,253,0.06201,0.13572
1992,No migration background,West,Secondary School Degree,0.57514,3607,6414,0.56304,0.58724
1992,No migration background,West,Intermediate School Degree,0.22792,1523,6414,0.21765,0.23818
1992,No migration background,West,Technical School Degree,0.03946,254,6414,0.03470,0.04423
1992,No migration background,West,Upper Secondary Degree,0.13089,843,6414,0.12263,0.13914
1992,No migration background,West,Other Degree,0.00549,37,6414,0.00368,0.00730
1992,No migration background,West,"Dropout, No School Degree",0.00893,63,6414,0.00663,0.01124
1992,No migration background,West,No School Degree Yet,0.01215,87,6414,0.00946,0.01483
1992,No migration background,East,Secondary School Degree,0.43261,1412,3763,0.41678,0.44844
1992,No migration background,East,Intermediate School Degree,0.43701,1825,3763,0.42116,0.45286
1992,No migration background,East,Upper Secondary Degree,0.10528,452,3763,0.09547,0.11508
1992,No migration background,East,Other Degree,0.01219,41,3763,0.00868,0.01570
1992,No migration background,East,No School Degree Yet,0.00601,33,3763,0.00354,0.00848
1992,Direct migration background,West,Secondary School Degree,0.36224,562,2300,0.34260,0.38189
1992,Direct migration background,West,Intermediate School Degree,0.11436,146,2300,0.10135,0.12736
1992,Direct migration background,West,Technical School Degree,0.02350,37,2300,0.01731,0.02969
1992,Direct migration background,West,Upper Secondary Degree,0.08417,88,2300,0.07282,0.09552
1992,Direct migration background,West,Other Degree,0.25971,905,2300,0.24178,0.27763
1992,Direct migration background,West,"Dropout, No School Degree",0.11287,439,2300,0.09994,0.12581
1992,Direct migration background,West,No School Attended,0.03439,123,2300,0.02694,0.04184
1992,Direct migration background,East,Secondary School Degree,0.55398,80,80,0.44437,0.66360
1992,Indirect migration background,West,Secondary School Degree,0.43108,173,298,0.37476,0.48740
1992,Indirect migration background,West,Intermediate School Degree,0.25198,76,298,0.20260,0.30135
1992,Indirect migration background,West,No School Degree Yet,0.12899,49,298,0.09087,0.16711
1993,No migration background,West,Secondary School Degree,0.56959,3525,6345,0.55741,0.58178
1993,No migration background,West,Intermediate School Degree,0.23288,1543,6345,0.22248,0.24328
1993,No migration background,West,Technical School Degree,0.03996,255,6345,0.03514,0.04478
1993,No migration background,West,Upper Secondary Degree,0.13193,852,6345,0.12360,0.14026
1993,No migration background,West,Other Degree,0.00538,34,6345,0.00358,0.00718
1993,No migration background,West,"Dropout, No School Degree",0.00966,64,6345,0.00725,0.01207
1993,No migration background,West,No School Degree Yet,0.01057,72,6345,0.00806,0.01309
1993,No migration background,East,Secondary School Degree,0.42103,1326,3629,0.40497,0.43710
1993,No migration background,East,Intermediate School Degree,0.43829,1754,3629,0.42215,0.45444
1993,No migration background,East,Upper Secondary Degree,0.11440,461,3629,0.10404,0.12475
1993,No migration background,East,Other Degree,0.01163,38,3629,0.00814,0.01512
1993,No migration background,East,No School Degree Yet,0.00908,50,3629,0.00599,0.01216
1993,Direct migration background,West,Secondary School Degree,0.35150,548,2245,0.33174,0.37125
1993,Direct migration background,West,Intermediate School Degree,0.10756,139,2245,0.09474,0.12038
1993,Direct migration background,West,Technical School Degree,0.02405,34,2245,0.01771,0.03039
1993,Direct migration background,West,Upper Secondary Degree,0.09178,93,2245,0.07983,0.10372
1993,Direct migration background,West,Other Degree,0.26587,881,2245,0.24759,0.28415
1993,Direct migration background,West,"Dropout, No School Degree",0.11455,426,2245,0.10137,0.12773
1993,Direct migration background,West,No School Attended,0.03761,124,2245,0.02974,0.04548
1993,Direct migration background,East,Secondary School Degree,0.57343,78,78,0.46296,0.68390
1993,Indirect migration background,West,Secondary School Degree,0.42567,191,368,0.37508,0.47626
1993,Indirect migration background,West,Intermediate School Degree,0.26089,98,368,0.21597,0.30582
1993,Indirect migration background,West,Upper Secondary Degree,0.08614,33,368,0.05744,0.11485
1993,Indirect migration background,West,No School Degree Yet,0.13426,46,368,0.09937,0.16914
1994,No migration background,West,Secondary School Degree,0.56189,3422,6275,0.54962,0.57417
1994,No migration background,West,Intermediate School Degree,0.23252,1529,6275,0.22207,0.24297
1994,No migration background,West,Technical School Degree,0.04201,263,6275,0.03705,0.04697
1994,No migration background,West,Upper Secondary Degree,0.13598,880,6275,0.12750,0.14446
1994,No migration background,West,Other Degree,0.00572,36,6275,0.00386,0.00759
1994,No migration background,West,"Dropout, No School Degree",0.00909,58,6275,0.00674,0.01144
1994,No migration background,West,No School Degree Yet,0.01275,87,6275,0.00998,0.01553
1994,No migration background,East,Secondary School Degree,0.42109,1284,3536,0.40481,0.43737
1994,No migration background,East,Intermediate School Degree,0.43360,1713,3536,0.41726,0.44993
1994,No migration background,East,Upper Secondary Degree,0.11860,468,3536,0.10794,0.12926
1994,No migration background,East,No School Degree Yet,0.01328,71,3536,0.00950,0.01705
1994,Direct migration background,West,Secondary School Degree,0.34412,514,2093,0.32376,0.36448
1994,Direct migration background,West,Intermediate School Degree,0.10272,127,2093,0.08971,0.11573
1994,Direct migration background,West,Technical School Degree,0.02442,36,2093,0.01780,0.03103
1994,Direct migration background,West,Upper Secondary Degree,0.10218,90,2093,0.08921,0.11516
1994,Direct migration background,West,Other Degree,0.26688,813,2093,0.24793,0.28584
1994,Direct migration background,West,"Dropout, No School Degree",0.11631,399,2093,0.10257,0.13005
1994,Direct migration background,West,No School Attended,0.03674,114,2093,0.02868,0.04480
1994,Direct migration background,East,Secondary School Degree,0.57792,81,112,0.48604,0.66980
1994,Direct migration background,East,Intermediate School Degree,0.21893,31,112,0.14200,0.29586
1994,Indirect migration background,West,Secondary School Degree,0.40161,189,382,0.35239,0.45084
1994,Indirect migration background,West,Intermediate School Degree,0.24623,100,382,0.20297,0.28949
1994,Indirect migration background,West,Upper Secondary Degree,0.08971,35,382,0.06102,0.11840
1994,Indirect migration background,West,No School Degree Yet,0.18059,58,382,0.14197,0.21922
1995,No migration background,West,Secondary School Degree,0.55388,3352,6328,0.54163,0.56613
1995,No migration background,West,Intermediate School Degree,0.23498,1613,6328,0.22453,0.24542
1995,No migration background,West,Technical School Degree,0.04287,266,6328,0.03788,0.04786
1995,No migration background,West,Upper Secondary Degree,0.14026,904,6328,0.13170,0.14882
1995,No migration background,West,Other Degree,0.00598,41,6328,0.00408,0.00788
1995,No migration background,West,"Dropout, No School Degree",0.00717,48,6328,0.00509,0.00924
1995,No migration background,West,No School Degree Yet,0.01484,104,6328,0.01186,0.01782
1995,No migration background,East,Secondary School Degree,0.42021,1225,3449,0.40374,0.43669
1995,No migration background,East,Intermediate School Degree,0.42548,1664,3449,0.40898,0.44198
1995,No migration background,East,Upper Secondary Degree,0.12522,475,3449,0.11417,0.13626
1995,No migration background,East,No School Degree Yet,0.01512,85,3449,0.01105,0.01919
1995,Direct migration background,West,Secondary School Degree,0.29658,549,2496,0.27866,0.31450
1995,Direct migration background,West,Intermediate School Degree,0.09850,159,2496,0.08680,0.11019
1995,Direct migration background,West,Technical School Degree,0.02653,47,2496,0.02022,0.03283
1995,Direct migration background,West,Upper Secondary Degree,0.10061,126,2496,0.08880,0.11241
1995,Direct migration background,West,Other Degree,0.34247,1070,2496,0.32385,0.36109
1995,Direct migration background,West,"Dropout, No School Degree",0.09390,405,2496,0.08245,0.10534
1995,Direct migration background,West,No School Degree Yet,0.01829,36,2496,0.01303,0.02355
1995,Direct migration background,West,No School Attended,0.02313,104,2496,0.01723,0.02903
1995,Direct migration background,East,Secondary School Degree,0.60010,82,82,0.49342,0.70679
1995,Indirect migration background,West,Secondary School Degree,0.38570,185,386,0.33707,0.43432
1995,Indirect migration background,West,Intermediate School Degree,0.26947,108,386,0.22515,0.31379
1995,Indirect migration background,West,Upper Secondary Degree,0.09475,42,386,0.06550,0.12401
1995,Indirect migration background,West,No School Degree Yet,0.14282,51,386,0.10787,0.17777
1996,No migration background,West,Secondary School Degree,0.54757,3268,6244,0.53522,0.55991
1996,No migration background,West,Intermediate School Degree,0.23692,1613,6244,0.22637,0.24747
1996,No migration background,West,Technical School Degree,0.04275,260,6244,0.03773,0.04777
1996,No migration background,West,Upper Secondary Degree,0.14159,896,6244,0.13294,0.15023
1996,No migration background,West,Other Degree,0.00585,42,6244,0.00396,0.00774
1996,No migration background,West,"Dropout, No School Degree",0.00786,46,6244,0.00567,0.01005
1996,No migration background,West,No School Degree Yet,0.01743,119,6244,0.01419,0.02068
1996,No migration background,East,Secondary School Degree,0.40515,1187,3428,0.38871,0.42159
1996,No migration background,East,Intermediate School Degree,0.43440,1667,3428,0.41780,0.45100
1996,No migration background,East,Upper Secondary Degree,0.12724,486,3428,0.11608,0.13840
1996,No migration background,East,No School Degree Yet,0.01867,88,3428,0.01414,0.02321
1996,Direct migration background,West,Secondary School Degree,0.29438,525,2299,0.27575,0.31302
1996,Direct migration background,West,Intermediate School Degree,0.10296,148,2299,0.09053,0.11538
1996,Direct migration background,West,Technical School Degree,0.03025,50,2299,0.02325,0.03725
1996,Direct migration background,West,Upper Secondary Degree,0.09440,116,2299,0.08244,0.10635
1996,Direct migration background,West,Other Degree,0.34429,995,2299,0.32487,0.36372
1996,Direct migration background,West,"Dropout, No School Degree",0.09455,372,2299,0.08259,0.10652
1996,Direct migration background,West,No School Attended,0.02288,93,2299,0.01677,0.02899
1996,Direct migration background,East,Secondary School Degree,0.60354,82,82,0.49701,0.71007
1996,Indirect migration background,West,Secondary School Degree,0.39175,197,420,0.34501,0.43849
1996,Indirect migration background,West,Intermediate School Degree,0.28514,120,420,0.24191,0.32837
1996,Indirect migration background,West,Upper Secondary Degree,0.12829,54,420,0.09627,0.16031
1996,Indirect migration background,West,No School Degree Yet,0.12048,49,420,0.08931,0.15165
1997,No migration background,West,Secondary School Degree,0.54307,3185,6164,0.53063,0.55551
1997,No migration background,West,Intermediate School Degree,0.23801,1607,6164,0.22738,0.24864
1997,No migration background,West,Technical School Degree,0.04460,263,6164,0.03944,0.04975
1997,No migration background,West,Upper Secondary Degree,0.14422,906,6164,0.13545,0.15299
1997,No migration background,West,Other Degree,0.00557,38,6164,0.00371,0.00743
1997,No migration background,West,"Dropout, No School Degree",0.00773,46,6164,0.00555,0.00992
1997,No migration background,West,No School Degree Yet,0.01674,119,6164,0.01353,0.01994
1997,No migration background,East,Secondary School Degree,0.39890,1155,3378,0.38238,0.41541
1997,No migration background,East,Intermediate School Degree,0.43211,1623,3378,0.41541,0.44882
1997,No migration background,East,Upper Secondary Degree,0.13271,499,3378,0.12127,0.14415
1997,No migration background,East,No School Degree Yet,0.02156,101,3378,0.01666,0.02646
1997,Direct migration background,West,Secondary School Degree,0.29873,509,2189,0.27955,0.31791
1997,Direct migration background,West,Intermediate School Degree,0.10246,152,2189,0.08976,0.11517
1997,Direct migration background,West,Technical School Degree,0.03093,49,2189,0.02367,0.03818
1997,Direct migration background,West,Upper Secondary Degree,0.09359,114,2189,0.08139,0.10580
1997,Direct migration background,West,Other Degree,0.33981,932,2189,0.31996,0.35965
1997,Direct migration background,West,"Dropout, No School Degree",0.09533,344,2189,0.08302,0.10763
1997,Direct migration background,West,No School Attended,0.02478,89,2189,0.01826,0.03129
1997,Direct migration background,East,Secondary School Degree,0.59246,77,77,0.48198,0.70293
1997,Indirect migration background,West,Secondary School Degree,0.40535,206,442,0.35953,0.45118
1997,Indirect migration background,West,Intermediate School Degree,0.27681,121,442,0.23505,0.31857
1997,Indirect migration background,West,Upper Secondary Degree,0.13315,54,442,0.10144,0.16486
1997,Indirect migration background,West,No School Degree Yet,0.12198,61,442,0.09144,0.15253
1998,No migration background,West,Secondary School Degree,0.52707,3614,7116,0.51547,0.53867
1998,No migration background,West,Intermediate School Degree,0.24179,1837,7116,0.23184,0.25174
1998,No migration background,West,Technical School Degree,0.04686,319,7116,0.04195,0.05177
1998,No migration background,West,Upper Secondary Degree,0.15142,1101,7116,0.14309,0.15975
1998,No migration background,West,Other Degree,0.00764,57,7116,0.00562,0.00967
1998,No migration background,West,"Dropout, No School Degree",0.00804,55,7116,0.00597,0.01012
1998,No migration background,West,No School Degree Yet,0.01708,133,7116,0.01407,0.02009
1998,No migration background,East,Secondary School Degree,0.39068,1205,3578,0.37470,0.40667
1998,No migration background,East,Intermediate School Degree,0.44530,1732,3578,0.42901,0.46159
1998,No migration background,East,Upper Secondary Degree,0.12560,507,3578,0.11474,0.13646
1998,No migration background,East,Other Degree,0.00956,32,3578,0.00637,0.01275
1998,No migration background,East,No School Degree Yet,0.02032,102,3578,0.01570,0.02495
1998,Direct migration background,West,Secondary School Degree,0.29126,508,2100,0.27182,0.31069
1998,Direct migration background,West,Intermediate School Degree,0.09713,149,2100,0.08446,0.10980
1998,Direct migration background,West,Technical School Degree,0.02688,43,2100,0.01996,0.03380
1998,Direct migration background,West,Upper Secondary Degree,0.09332,124,2100,0.08087,0.10576
1998,Direct migration background,West,Other Degree,0.34926,880,2100,0.32887,0.36966
1998,Direct migration background,West,"Dropout, No School Degree",0.10113,314,2100,0.08823,0.11403
1998,Direct migration background,West,No School Attended,0.02630,82,2100,0.01946,0.03315
1998,Direct migration background,East,Secondary School Degree,0.63126,69,69,0.51659,0.74594
1998,Indirect migration background,West,Secondary School Degree,0.38146,207,462,0.33711,0.42580
1998,Indirect migration background,West,Intermediate School Degree,0.27885,130,462,0.23792,0.31979
1998,Indirect migration background,West,Upper Secondary Degree,0.13894,60,462,0.10736,0.17051
1998,Indirect migration background,West,No School Degree Yet,0.12421,65,462,0.09410,0.15432
1999,No migration background,West,Secondary School Degree,0.52603,3541,7043,0.51437,0.53769
1999,No migration background,West,Intermediate School Degree,0.24221,1835,7043,0.23221,0.25222
1999,No migration background,West,Technical School Degree,0.04476,309,7043,0.03994,0.04959
1999,No migration background,West,Upper Secondary Degree,0.15355,1111,7043,0.14512,0.16197
1999,No migration background,West,Other Degree,0.00824,58,7043,0.00613,0.01035
1999,No migration background,West,"Dropout, No School Degree",0.00864,58,7043,0.00647,0.01080
1999,No migration background,West,No School Degree Yet,0.01646,131,7043,0.01349,0.01943
1999,No migration background,East,Secondary School Degree,0.38385,1178,3558,0.36787,0.39983
1999,No migration background,East,Intermediate School Degree,0.44724,1723,3558,0.43090,0.46358
1999,No migration background,East,Upper Secondary Degree,0.12895,525,3558,0.11794,0.13997
1999,No migration background,East,Other Degree,0.00916,33,3558,0.00603,0.01229
1999,No migration background,East,No School Degree Yet,0.02148,99,3558,0.01671,0.02624
1999,Direct migration background,West,Secondary School Degree,0.29144,484,1961,0.27133,0.31156
1999,Direct migration background,West,Intermediate School Degree,0.09089,138,1961,0.07816,0.10361
1999,Direct migration background,West,Technical School Degree,0.02821,42,1961,0.02088,0.03554
1999,Direct migration background,West,Upper Secondary Degree,0.09530,111,1961,0.08230,0.10830
1999,Direct migration background,West,Other Degree,0.35261,810,1961,0.33146,0.37377
1999,Direct migration background,West,"Dropout, No School Degree",0.10828,302,1961,0.09452,0.12203
1999,Direct migration background,West,No School Attended,0.02337,74,1961,0.01668,0.03005
1999,Direct migration background,East,Secondary School Degree,0.60686,64,64,0.48625,0.72748
1999,Indirect migration background,West,Secondary School Degree,0.37669,214,471,0.33289,0.42050
1999,Indirect migration background,West,Intermediate School Degree,0.27249,128,471,0.23224,0.31274
1999,Indirect migration background,West,Upper Secondary Degree,0.14544,67,471,0.11356,0.17731
1999,Indirect migration background,West,No School Degree Yet,0.13339,62,471,0.10265,0.16412
2000,No migration background,West,Secondary School Degree,0.49974,6920,14285,0.49154,0.50794
2000,No migration background,West,Intermediate School Degree,0.25194,3777,14285,0.24482,0.25906
2000,No migration background,West,Technical School Degree,0.05734,810,14285,0.05352,0.06115
2000,No migration background,West,Upper Secondary Degree,0.16541,2387,14285,0.15932,0.17151
2000,No migration background,West,Other Degree,0.00597,83,14285,0.00470,0.00723
2000,No migration background,West,"Dropout, No School Degree",0.00577,73,14285,0.00453,0.00701
2000,No migration background,West,No School Degree Yet,0.01383,235,14285,0.01191,0.01574
2000,No migration background,East,Secondary School Degree,0.36268,1807,5651,0.35014,0.37521
2000,No migration background,East,Intermediate School Degree,0.44125,2651,5651,0.42830,0.45419
2000,No migration background,East,Technical School Degree,0.01871,97,5651,0.01518,0.02225
2000,No migration background,East,Upper Secondary Degree,0.14429,911,5651,0.13513,0.15345
2000,No migration background,East,Other Degree,0.00871,49,5651,0.00628,0.01113
2000,No migration background,East,No School Degree Yet,0.02073,136,5651,0.01702,0.02445
2000,Direct migration background,West,Secondary School Degree,0.25342,813,3122,0.23815,0.26868
2000,Direct migration background,West,Intermediate School Degree,0.10362,288,3122,0.09292,0.11431
2000,Direct migration background,West,Technical School Degree,0.02820,75,3122,0.02239,0.03401
2000,Direct migration background,West,Upper Secondary Degree,0.09649,235,3122,0.08613,0.10685
