"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1992","Sonstige","Westdeutschland","37240.07","32095.5","878","6548","17946","48382","84695","108313","35646.55","38833.59","0","117149","38291","42551"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","15117.2","11474","954","179","1393","24671","34324","54232","14167.44","16066.96","0","110225","11838","13850"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","28361.15","26498.5","2494","210","2556","46919","62275","98660","27364.31","29357.99","0","234657","27767","30309"
"1993","1-Pers.- Haushalt","Ostdeutschland","5247.79","237.5","300","3","73","9474","15946","40405","4312.86","6182.72","0","69472","224","825"
"1993","1-Pers.- Haushalt","Westdeutschland","13026.18","4160.5","1062","3","188","22864","34027","68247","11958.57","14093.79","0","222539","7260","13032"
"1993","Alleinerziehende","Ostdeutschland","13161.05","12768","297","161","4049","19587","25703","51027","12043.28","14278.82","0","51027","11760","14688"
"1993","Alleinerziehende","Westdeutschland","19882.76","17243","621","183","6488","29655","40547","70092","18587.64","21177.88","0","90358","16944","20135"
"1993","Paar mit Kind(ern)","Ostdeutschland","28199.33","26408","3299","12271","18150","36088","45221","68621","27679.96","28718.7","0","230173","26790","27967"
"1993","Paar mit Kind(ern)","Westdeutschland","44253.65","39754.5","7266","20432","27914","54886","73258","121792","43683.37","44823.93","0","425113","37320","38456"
"1993","Sonstige","Ostdeutschland","20931.43","18750","317","1380","8575","36125","41521","63368","19234.01","22628.85","0","63629","18794","23819"
"1993","Sonstige","Westdeutschland","34294.17","30701.5","918","3068","18674","47186","64384","104572","32616.13","35972.21","0","117188","36519","40781"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16942.73","11846","984","141","915","26894","39598","72834","15835.85","18049.61","0","141723","13120","16337"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","28908.09","25585","2554","175","3201","47111","64312","106880","27910.79","29905.39","0","241131","28264","31342"
"1994","1-Pers.- Haushalt","Ostdeutschland","6270.02","226.5","315","7","78","10258","20222","48342","5163.74","7376.3","0","90722","216","847"
"1994","1-Pers.- Haushalt","Westdeutschland","12845.48","4291.5","1047","17","186","22291","34203","67136","11704.61","13986.35","0","251659","6784","12026"
"1994","Alleinerziehende","Ostdeutschland","13286.36","11538.5","262","241","2939","19542","28712","53637","11854.5","14718.22","0","53637","10316","14163"
"1994","Alleinerziehende","Westdeutschland","23177.96","17761","620","196","8274","32772","47528","132393","21548.06","24807.86","0","132393","17175","21684"
"1994","Paar mit Kind(ern)","Ostdeutschland","31615.24","29805","3146","11889","18432","40484","51857","84414","30956.55","32273.93","0","189453","30016","31713"
"1994","Paar mit Kind(ern)","Westdeutschland","44577.5","40429","7020","21092","28997","54628","72377","129494","43982.86","45172.14","0","352605","38129","39037"
"1994","Sonstige","Ostdeutschland","26681.22","24626.5","325","5586","12607","34789","52118","72268","24541.67","28820.77","0","113456","23110","27556"
"1994","Sonstige","Westdeutschland","37171.72","34384.5","865","9216","19807","51884","68360","94275","35487.84","38855.6","0","141396","39830","46781"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18790.36","12879","994","124","462","29093","44275","97306","17531.25","20049.47","0","192953","13708","19134"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29756.07","25431.5","2660","237","3119","47451","66110","111276","28711.03","30801.11","0","305415","28675","31008"
"1995","1-Pers.- Haushalt","Ostdeutschland","6471.03","239.5","325","5","60","11595","21077","46757","5398.51","7543.55","0","73626","235","977"
"1995","1-Pers.- Haushalt","Westdeutschland","12948.6","4153.5","1079","0","186","22906","35023","70209","11903.33","13993.87","0","215036","6493","11803"
"1995","Alleinerziehende","Ostdeutschland","15515.2","14960","277","944","6136","22026","30895","63988","14116.96","16913.44","0","63988","12015","16644"
"1995","Alleinerziehende","Westdeutschland","20861.13","16591","665","833","5522","29549","44886","86562","19405.86","22316.4","0","90637","16412","19734"
"1995","Paar mit Kind(ern)","Ostdeutschland","32717.38","31368.5","2983","11581","19020","41933","55344","88274","32031.39","33403.37","0","204517","31840","33076"
"1995","Paar mit Kind(ern)","Westdeutschland","44471.37","40048","7540","18662","27738","53961","75487","154939","43865.56","45077.18","0","392067","37184","38127"
"1995","Sonstige","Ostdeutschland","30039.42","24361.5","282","5572","14545","42749","55437","92929","27614.44","32464.4","0","97593","21673","26689"
"1995","Sonstige","Westdeutschland","36611.32","32731.5","907","5589","19940","53697","65576","109170","34927.39","38295.25","0","132328","38186","41159"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17308.33","8382","1070","96","307","29178","45648","72945","16008.55","18608.11","0","210962","12452","17545"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","30690.18","24796","2612","167","2768","49370","68992","123480","29472.78","31907.58","0","554455","27231","30320"
"1996","1-Pers.- Haushalt","Ostdeutschland","6635.15","243","344","10","84","12368","22395","37733","5613.08","7657.22","0","51603","226","767"
"1996","1-Pers.- Haushalt","Westdeutschland","14127.93","4856","1089","8","191","24119","35775","73485","12802.77","15453.09","0","433780","7113","12610"
"1996","Alleinerziehende","Ostdeutschland","17765.42","18037.5","260","1969","8896","24182","32671","52765","16254.4","19276.44","0","62720","16170","18943"
"1996","Alleinerziehende","Westdeutschland","21735.01","16766","699","211","6235","31570","47040","77506","20267.18","23202.84","0","102744","16605","21424"
"1996","Paar mit Kind(ern)","Ostdeutschland","35543.16","32975","2828","13682","21829","45993","60504","96085","34818.19","36268.13","0","139398","33330","34606"
"1996","Paar mit Kind(ern)","Westdeutschland","46232.19","42140.5","7329","19838","28880","57221","77722","140454","45638.48","46825.9","0","324457","38446","40090"
"1996","Sonstige","Ostdeutschland","26613.93","21670","295","3751","9891","35117","63562","83316","24324.45","28903.41","0","91642","21732","24585"
"1996","Sonstige","Westdeutschland","42044.84","37670","813","3920","24956","56392","77837","135555","40015.31","44074.37","0","181149","41169","45002"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17409.1","9695.5","1096","103","307","29364","46175","79998","16105.72","18712.48","0","234939","12108","16759"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","30608.9","26158.5","2662","222","3068","49762","68865","117640","29550.87","31666.93","0","201360","28299","31802"
"1997","1-Pers.- Haushalt","Ostdeutschland","6631.19","254","349","15","84","12223","22244","34214","5618.24","7644.14","0","48827","256","1368"
"1997","1-Pers.- Haushalt","Westdeutschland","14114.71","5047.5","1053","1","209","24564","35450","76540","12912.13","15317.29","0","242616","7043","11724"
"1997","Alleinerziehende","Ostdeutschland","15269.91","11398","286","218","5113","22190","31466","63271","13716.78","16823.04","0","64199","11458","16903"
"1997","Alleinerziehende","Westdeutschland","21605.07","18735","681","146","6256","31243","48214","80733","20191.89","23018.25","0","109070","18252","21986"
"1997","Paar mit Kind(ern)","Ostdeutschland","36822.56","33870.5","2680","12424","21577","47668","61611","110759","35911.12","37734","0","379427","34835","36906"
"1997","Paar mit Kind(ern)","Westdeutschland","47277.05","42749","7126","20337","28878","58529","79675","152516","46640.65","47913.45","0","363043","39605","40763"
"1997","Sonstige","Ostdeutschland","28821.5","25149","272","4870","14725","36001","56587","86920","26449.45","31193.55","737","89799","24317","29767"
"1997","Sonstige","Westdeutschland","40951.6","37580","802","6939","22390","56752","76393","134623","39039.41","42863.79","0","162862","37573","43051"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16752.55","4092.5","1196","60","220","31181","45193","76080","15522.35","17982.75","0","211597","7567","14623"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","31490.53","27433","3162","241","2924","51021","71308","123456","30468","32513.06","0","253321","27527","30939"
"1998","1-Pers.- Haushalt","Ostdeutschland","6799.37","337.5","403","11","91","13197","22167","41482","5813.44","7785.3","0","61355","312","947"
"1998","1-Pers.- Haushalt","Westdeutschland","14083.63","4922","1303","0","174","25161","37590","72415","13002.65","15164.61","0","279339","6519","10813"
"1998","Alleinerziehende","Ostdeutschland","15605.53","14612","302","147","4154","22609","31648","61457","14141.86","17069.2","0","61457","11899","17336"
"1998","Alleinerziehende","Westdeutschland","21530.93","17968","803","189","6507","30171","47525","82727","20155.87","22905.99","0","104501","17788","20258"
"1998","Paar mit Kind(ern)","Ostdeutschland","38087.76","34580.5","2766","13690","22757","47934","65172","139522","37234.64","38940.88","0","254443","34798","36688"
"1998","Paar mit Kind(ern)","Westdeutschland","47217.61","42088.5","7816","18476","28980","59110","78503","145262","46550.56","47884.66","0","566257","39884","41033"
"1998","Sonstige","Ostdeutschland","31595.14","27832.5","267","8602","17149","45190","62460","85709","29116.46","34073.82","0","85709","26486","29093"
"1998","Sonstige","Westdeutschland","40134.86","37772.5","738","7405","23623","53845","69549","109909","38263.94","42005.78","0","164872","37789","43694"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17966.17","7368","1206","61","256","32643","48655","84269","16768.94","19163.4","0","122694","10975","16106"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","32484.98","26379.5","3106","167","3789","52144","71930","152093","31402.24","33567.72","0","230081","27592","31449"
"1999","1-Pers.- Haushalt","Ostdeutschland","7227.14","582","417","5","88","14429","23221","46034","6187.43","8266.85","0","61355","428","1619"
"1999","1-Pers.- Haushalt","Westdeutschland","14661.88","5610","1221","0","213","25185","38296","77614","13584.03","15739.73","0","225208","7331","12441"
"1999","Alleinerziehende","Ostdeutschland","15724.18","12750","339","786","4411","23640","33465","63506","14296.92","17151.44","0","63506","10603","15727"
"1999","Alleinerziehende","Westdeutschland","21548.13","18127","776","139","6303","30514","46376","78352","20200.99","22895.27","0","95611","17844","20956"
"1999","Paar mit Kind(ern)","Ostdeutschland","39587.34","34978","2655","14726","22657","47655","66509","230957","38577.21","40597.47","0","362881","35225","37797"
"1999","Paar mit Kind(ern)","Westdeutschland","48952.92","42977","7602","20022","30109","62195","82482","155260","48310.62","49595.22","0","428635","40403","41488"
"1999","Sonstige","Ostdeutschland","33492.97","29612.5","154","1947","13846","48616","78790","93086","29539.18","37446.76","0","93086","19406","35628"
"1999","Sonstige","Westdeutschland","39444.5","39947","512","3136","20890","55427","71325","113967","37158.47","41730.53","0","135008","38761","44298"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18239.13","6443.5","1930","63","233","31172","48114","119207","17156.37","19321.89","0","196553","7925","12755"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33590.07","26774.5","6006","165","3098","53218","74450","158396","32691.79","34488.35","0","533987","24542","27178"
"2000","1-Pers.- Haushalt","Ostdeutschland","8565.04","814.5","763","0","87","15226","25443","55381","7574.32","9555.76","0","194605","611","2111"
"2000","1-Pers.- Haushalt","Westdeutschland","16940.6","9365.5","2497","14","248","28225","41515","88929","16146.31","17734.89","0","224226","8740","12079"
"2000","Alleinerziehende","Ostdeutschland","17044.99","12825","528","0","3681","23740","35839","68971","14183.77","19906.21","0","498145","11283","14023"
"2000","Alleinerziehende","Westdeutschland","23255.16","19752.5","1383","826","6390","33266","50137","88137","22110.61","24399.71","0","150680","19235","22068"
"2000","Paar mit Kind(ern)","Ostdeutschland","41462.6","36656.5","3903","14424","23519","51563","69801","150604","40522.74","42402.46","0","668474","36736","38232"
"2000","Paar mit Kind(ern)","Westdeutschland","50017.53","44452","13599","21698","31623","62107","84696","166783","49507.96","50527.1","0","534522","43134","44128"
"2000","Sonstige","Ostdeutschland","27151.31","23503.5","233","104","4090","43586","59731","83900","23778.15","30524.47","0","122121","23252","31622"
"2000","Sonstige","Westdeutschland","39737.13","36048","965","3766","18585","56329","79636","126208","37877.94","41596.32","0","131799","35484","41215"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18268.61","5888.5","1850","67","256","32258","50580","91207","17226.36","19310.86","0","133153","8411","12824"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33011.06","24670.5","5328","136","2917","51970","75451","153694","32024.09","33998.03","0","508450","24071","26996"
"2001","1-Pers.- Haushalt","Ostdeutschland","8168.64","754","706","0","95","14022","26643","49314","7251.62","9085.66","0","89161","470","1534"
"2001","1-Pers.- Haushalt","Westdeutschland","16992.55","8641.5","2220","15","340","28581","40676","92332","16084.95","17900.15","0","429549","8641","11685"
"2001","Alleinerziehende","Ostdeutschland","16869.84","13805","484","147","2869","25769","37571","61662","15505.1","18234.58","0","83946","11572","15606"
"2001","Alleinerziehende","Westdeutschland","22237.96","20126.5","1277","148","6136","32347","45139","81981","21158.74","23317.18","0","131402","18896","22088"
"2001","Paar mit Kind(ern)","Ostdeutschland","40786.34","37036","3516","13851","24082","52561","69312","142404","39953.72","41618.96","0","221110","37030","38813"
"2001","Paar mit Kind(ern)","Westdeutschland","51394.2","45773.5","12282","21162","32572","63515","86120","166426","50813.87","51974.53","0","526806","44321","45321"
"2001","Sonstige","Ostdeutschland","32051.35","28923.5","182","214","7092","53031","64737","94466","28300.63","35802.07","0","94466","29219","37632"
"2001","Sonstige","Westdeutschland","40081.84","33742","883","2358","17802","57536","77072","134803","38029.42","42134.26","0","138261","36117","44128"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17854.48","4752","1866","75","280","30632","51404","107631","16353.87","19355.09","0","523524","8367","12790"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33292.39","22439.5","5938","207","3149","51174","75957","170409","31931.06","34653.72","0","940164","30904","33675"
"2002","1-Pers.- Haushalt","Ostdeutschland","8335.95","704.5","716","0","75","14199","26462","51506","7379.18","9292.72","0","83342","501","2131"
"2002","1-Pers.- Haushalt","Westdeutschland","17763.18","7967.5","2222","16","580","30000","43815","93713","16423.36","19103","0","568143","9412","13174"
"2002","Alleinerziehende","Ostdeutschland","17980.72","15295.5","458","110","4200","25914","39762","78700","16359.21","19602.23","0","89752","13639","16802"
"2002","Alleinerziehende","Westdeutschland","23162.53","19201","1312","850","5712","32259","48300","97546","21541.43","24783.63","0","363381","20735","24166"
"2002","Paar mit Kind(ern)","Ostdeutschland","40533.56","36300","3479","10334","24056","51139","69336","156400","39379.58","41687.54","0","272772","39764","42350"
"2002","Paar mit Kind(ern)","Westdeutschland","52261.37","44550.5","13107","21353","32119","61725","88318","200570","51355.56","53167.18","0","1022417","50582","51775"
"2002","Sonstige","Ostdeutschland","31721.66","24432.5","185","1650","5700","48337","80797","114408","27210.67","36232.65","3","114408","26456","43716"
"2002","Sonstige","Westdeutschland","36367.15","31072.5","833","1025","12534","52463","74685","171099","33817.79","38916.51","0","186944","36745","41373"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","19332.05","3635.5","1928","61","300","33833","53038","124079","17766.63","20897.47","0","361069","7653","12948"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33909.25","22091.5","5708","175","2830","54968","78933","164672","32582.15","35236.35","0","967766","30167","33618"
"2003","1-Pers.- Haushalt","Ostdeutschland","9126.15","765.5","706","0","95","15760","28503","62801","7953.19","10299.11","0","166411","624","1715"
"2003","1-Pers.- Haushalt","Westdeutschland","17885.83","7548.5","2213","1","419","30375","44729","91684","16673.56","19098.1","0","552739","8663","11939"
"2003","Alleinerziehende","Ostdeutschland","17834.29","14777","428","147","3652","28096","42100","61561","16112.37","19556.21","0","96502","13188","18000"
"2003","Alleinerziehende","Westdeutschland","22326.31","18297.5","1314","165","5000","33459","49933","86511","21011.71","23640.91","0","194396","17860","21231"
"2003","Paar mit Kind(ern)","Ostdeutschland","40179.28","36640.5","3300","10244","22800","52691","70900","134711","39042.95","41315.61","0","373548","39200","41016"
"2003","Paar mit Kind(ern)","Westdeutschland","53980.18","46827","12326","19779","33073","64441","91325","188481","53079.05","54881.31","0","1147759","52499","54220"
"2003","Sonstige","Ostdeutschland","30187.03","26947","185","3097","9616","47530","66200","107787","26216.91","34157.15","0","107787","27094","43536"
"2003","Sonstige","Westdeutschland","36925.87","31753","684","5594","15237","55229","72704","123431","34126.55","39725.19","0","199720","37070","44987"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","19301.28","4448.5","1898","55","258","33002","53035","122000","17822.93","20779.63","0","464316","8490","14661"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","35025.41","24098","5740","199","3420","53789","78531","162727","32624.31","37426.51","0","4126742","30618","33722"
"2004","1-Pers.- Haushalt","Ostdeutschland","8183.32","587","698","0","87","14400","27685","53791","7163.7","9202.94","0","81608","513","1320"
"2004","1-Pers.- Haushalt","Westdeutschland","17836.78","7179","2163","14","300","29285","45000","91712","15562.64","20110.92","0","1772709","7824","10274"
"2004","Alleinerziehende","Ostdeutschland","16527.64","14342.5","441","15","2243","28695","36742","64692","14816.06","18239.22","0","98425","9419","16422"
"2004","Alleinerziehende","Westdeutschland","21734.56","16958.5","1245","400","6217","31571","46256","82911","20355.02","23114.1","0","283929","17705","20516"
"2004","Paar mit Kind(ern)","Ostdeutschland","40144.66","37583.5","3154","8435","21920","54475","70591","130384","39025.93","41263.39","0","262208","40200","42261"
"2004","Paar mit Kind(ern)","Westdeutschland","52595.78","47025.5","11793","17620","32900","64761","87136","186800","51684.25","53507.31","0","1507379","51667","53000"
"2004","Sonstige","Ostdeutschland","28039.03","21645","187","688","5975","38910","83587","99113","23808.43","32269.63","39","105732","20726","35164"
