"year","quintil","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","19053.13","18348.5","3583","18414.5","19691.76"
"1999","2","Ostdeutschland","24868.81","24499","1624","23696","26041.62"
"1999","2","Westdeutschland","28935.73","30180.5","3679","28301.71","29569.75"
"1999","3","Ostdeutschland","29715.03","33448.5","954","28286.5","31143.56"
"1999","3","Westdeutschland","40021.44","40923.5","2709","39102.3","40940.58"
"1999","4","Ostdeutschland","46886.36","51419","406","44418.56","49354.16"
"1999","4","Westdeutschland","48401.42","51215.5","2032","47264.59","49538.25"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","91880.27","69992","112","80204.33","103556.21"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","73293.64","70933","1214","70789.97","75797.31"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","16406.17","13042","2588","15746.29","17066.05"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","20170.23","17520","6101","19652.12","20688.34"
"2000","2","Ostdeutschland","22839.85","23203.5","2342","22048.62","23631.08"
"2000","2","Westdeutschland","30177.57","31634","6372","29652.57","30702.57"
"2000","3","Ostdeutschland","31230.89","33846","1462","29892.49","32569.29"
"2000","3","Westdeutschland","38917.04","40765.5","5276","38231.12","39602.96"
"2000","4","Ostdeutschland","49560.65","49882","711","45633.1","53488.2"
"2000","4","Westdeutschland","49612.14","51518.5","4041","48692.91","50531.37"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","85529.58","75393","254","80515.82","90543.34"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","71620.94","68252.5","2660","69709.5","73532.38"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","14434.32","10785.5","2154","13731.36","15137.28"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","19321.01","15440.5","5123","18744.96","19897.06"
"2001","2","Ostdeutschland","22502.02","21714.5","2067","21683.74","23320.3"
"2001","2","Westdeutschland","31430.96","31682.5","5580","30742.6","32119.32"
"2001","3","Ostdeutschland","28865.1","29592.5","1472","27551.35","30178.85"
"2001","3","Westdeutschland","38354.92","38685","4833","37620.69","39089.15"
"2001","4","Ostdeutschland","46413.61","48986.5","768","44484.53","48342.69"
"2001","4","Westdeutschland","48010.88","48383","3868","47030.55","48991.21"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","80406.41","70946.5","277","76164.15","84648.67"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","71068.69","68881.5","2586","69054.13","73083.25"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","14760.67","10222.5","1876","13981.71","15539.63"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","20624.63","15429.5","4370","19910.26","21339"
"2002","2","Ostdeutschland","21298.19","20288.5","1766","20331.06","22265.32"
"2002","2","Westdeutschland","30620.8","31366","4814","29904.32","31337.28"
"2002","3","Ostdeutschland","27883.35","29262.5","1514","26581.74","29184.96"
"2002","3","Westdeutschland","35509.49","36788","4451","34757.13","36261.85"
"2002","4","Ostdeutschland","42182.94","45888","980","40308.96","44056.92"
"2002","4","Westdeutschland","46087.48","45540.5","4879","45063.66","47111.3"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","90128.08","76742.5","568","85742.39","94513.77"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","80558.37","71384","4898","78336.52","82780.22"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","14907.39","10445.5","1889","13918.17","15896.61"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","18559.09","13375.5","3891","17864.18","19254"
"2003","2","Ostdeutschland","22102.92","21459","1622","21033.45","23172.39"
"2003","2","Westdeutschland","29375.41","30207.5","4504","28687.14","30063.68"
"2003","3","Ostdeutschland","26440.66","26099","1495","25107.35","27773.97"
"2003","3","Westdeutschland","37735.37","40017.5","4637","36943.56","38527.18"
"2003","4","Ostdeutschland","42429.93","44378.5","1040","40457.1","44402.76"
"2003","4","Westdeutschland","47614.91","47218.5","4798","46640.69","48589.13"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","83982.3","77968","501","80172.25","87792.35"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","80553.7","73629.5","4415","78278.33","82829.07"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","15248.98","9903.5","1806","14437.14","16060.82"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","18156.07","10901.5","3759","17456.75","18855.39"
"2004","2","Ostdeutschland","20898.58","19571.5","1555","19828.17","21968.99"
"2004","2","Westdeutschland","30522.77","31513","4368","29779.61","31265.93"
"2004","3","Ostdeutschland","26821.9","25948.5","1436","25483.47","28160.33"
"2004","3","Westdeutschland","35642.15","37515","4451","34849.63","36434.67"
"2004","4","Ostdeutschland","38660.36","40853","1040","36858.57","40462.15"
"2004","4","Westdeutschland","46085.87","46209.5","4647","45105.73","47066.01"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","77015.62","72619.5","541","73220.52","80810.72"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","82312.55","71512.5","4328","78712.94","85912.16"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","13850.38","9605.5","1824","13101.57","14599.19"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","18995.52","10945.5","3563","15291.75","22699.29"
"2005","2","Ostdeutschland","20645.68","17426","1435","19481.59","21809.77"
"2005","2","Westdeutschland","28853.09","29993","4059","28133.61","29572.57"
"2005","3","Ostdeutschland","26388.64","25568.5","1365","25050.81","27726.47"
"2005","3","Westdeutschland","36236.84","38157","4174","35468.87","37004.81"
"2005","4","Ostdeutschland","40569.33","43051","963","38575.37","42563.29"
"2005","4","Westdeutschland","46536.94","47367","4492","45585.16","47488.72"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","78131.58","77327","564","74222.9","82040.26"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","77277.24","71499","4267","75155.57","79398.91"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","12457.02","6184.5","1889","11658.83","13255.21"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","15541.6","7924","3829","14282.33","16800.87"
"2006","2","Ostdeutschland","18905.33","15829.5","1505","17877.53","19933.13"
"2006","2","Westdeutschland","27745.39","28716.5","4424","27099.31","28391.47"
"2006","3","Ostdeutschland","26553.57","25484","1547","25288.75","27818.39"
"2006","3","Westdeutschland","37075.51","38622","4367","36146.03","38004.99"
"2006","4","Ostdeutschland","39196.97","41936.5","1075","37229.79","41164.15"
"2006","4","Westdeutschland","45813.46","46852.5","4983","44950.68","46676.24"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","70361.55","69236.5","524","65947.72","74775.38"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","82351.94","74806","4525","79944.38","84759.5"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","12938.4","5323","1565","12073.81","13802.99"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","15984.58","7772.5","3331","15192.98","16776.18"
"2007","2","Ostdeutschland","19524.74","14800","1539","18458.86","20590.62"
"2007","2","Westdeutschland","28136.58","27767","3874","27356.46","28916.7"
"2007","3","Ostdeutschland","25122.07","23070","1433","23825.32","26418.82"
"2007","3","Westdeutschland","36151.25","38059.5","4172","35273.81","37028.69"
"2007","4","Ostdeutschland","41835.36","44817.5","1032","40120.22","43550.5"
"2007","4","Westdeutschland","47497.92","47002.5","4704","46348.07","48647.77"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","77710.29","73577.5","554","73136.24","82284.34"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","81970.86","75616.5","4411","79817.43","84124.29"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","14586.65","6640.5","1430","13673.35","15499.95"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","16062.43","8127","2854","15240.77","16884.09"
"2008","2","Ostdeutschland","18583.69","15607.5","1351","17452.31","19715.07"
"2008","2","Westdeutschland","26963.71","26909.5","3325","26149.29","27778.13"
"2008","3","Ostdeutschland","25903","25405.5","1383","24594.82","27211.18"
"2008","3","Westdeutschland","36037.31","37757","4016","35103.51","36971.11"
"2008","4","Ostdeutschland","40581.56","42692","1072","38997.01","42166.11"
"2008","4","Westdeutschland","47657.86","47897","4476","46580.26","48735.46"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","75044.71","71371","585","69919.32","80170.1"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","85784.3","74786","4385","82998.07","88570.53"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","13210.61","7739.5","1223","12292.95","14128.27"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","16019.94","9190.5","2555","15218.11","16821.77"
"2009","2","Ostdeutschland","18788.76","15224.5","1326","17739.25","19838.27"
"2009","2","Westdeutschland","29023.23","28517.5","2982","27307.91","30738.55"
"2009","3","Ostdeutschland","26775.73","25370.5","1356","25411.93","28139.53"
"2009","3","Westdeutschland","35958.05","36170","3518","35001.32","36914.78"
"2009","4","Ostdeutschland","42026.96","43978","1096","40123.89","43930.03"
"2009","4","Westdeutschland","46225.3","45355","4257","45237.54","47213.06"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","76440.59","72606.5","581","72014.71","80866.47"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","81531.84","74905.5","4327","79122.38","83941.3"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","12398.61","5493.5","2224","11690.95","13106.27"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","13803.25","7418.5","5909","13307.63","14298.87"
"2010","2","Ostdeutschland","16886.1","14765.5","2015","16096.19","17676.01"
"2010","2","Westdeutschland","25029.67","23981","6344","24524.88","25534.46"
"2010","3","Ostdeutschland","24581.52","21837.5","1634","23425.35","25737.69"
"2010","3","Westdeutschland","35301.8","36185","5587","34598.01","36005.59"
"2010","4","Ostdeutschland","40689.97","43691.5","1349","39255.99","42123.95"
"2010","4","Westdeutschland","45976.88","45966","5956","45137.58","46816.18"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","78574.11","70387","708","74477.42","82670.8"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","78385.78","72007.5","5742","76643.5","80128.06"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","11964.06","5377.5","2449","11276.78","12651.34"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","17031.92","8414.5","6128","16378.8","17685.04"
"2011","2","Ostdeutschland","17081.37","12916.5","2104","16318.47","17844.27"
"2011","2","Westdeutschland","25946.88","22537.5","7165","25334.36","26559.4"
"2011","3","Ostdeutschland","24544.99","22670","1991","23582.04","25507.94"
"2011","3","Westdeutschland","34088.72","33465.5","6754","33486.5","34690.94"
"2011","4","Ostdeutschland","42202.45","44565.5","1675","40729.64","43675.26"
"2011","4","Westdeutschland","48013.39","47674","7621","47310.68","48716.1"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","73325.7","70582","927","70246.56","76404.84"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","81380.14","73657.5","7187","79712.28","83048"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","10421.93","4199.5","2095","9683.83","11160.03"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","15069.47","7430","5042","14547.04","15591.9"
"2012","2","Ostdeutschland","16331.31","12016","2051","15517.27","17145.35"
"2012","2","Westdeutschland","26269.03","22924","6520","25693.2","26844.86"
"2012","3","Ostdeutschland","25337.02","24705.5","2020","24368.3","26305.74"
"2012","3","Westdeutschland","32646.25","32729.5","6822","32010.25","33282.25"
"2012","4","Ostdeutschland","40689.61","43558.5","1657","39351.5","42027.72"
"2012","4","Westdeutschland","47376.27","46769","7664","46458.7","48293.84"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","76424.51","71232","1047","73545.09","79303.93"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","82252.07","75702","7487","80254.04","84250.1"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","10897.65","4800.5","2032","10158.51","11636.79"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","14846.72","7181.5","6749","14390.06","15303.38"
"2013","2","Ostdeutschland","16543.96","13309.5","2035","15799.41","17288.51"
"2013","2","Westdeutschland","26000.65","22550","7584","25517.93","26483.37"
"2013","3","Ostdeutschland","23220.55","21073","1784","22152.74","24288.36"
"2013","3","Westdeutschland","33667.81","33030","7562","32925.09","34410.53"
"2013","4","Ostdeutschland","40805.6","44622","1846","39558.26","42052.94"
"2013","4","Westdeutschland","46386.3","45583","8712","45731.42","47041.18"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","75417.8","70163.5","1139","72726.69","78108.91"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","83418.06","74552","8221","81535.55","85300.57"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","10354.75","3176","1515","9497.75","11211.75"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","13514.17","6077","5026","12975.29","14053.05"
"2014","2","Ostdeutschland","17275.02","15812","1822","16467.73","18082.31"
"2014","2","Westdeutschland","23922.13","21437.5","6023","23334.91","24509.35"
"2014","3","Ostdeutschland","22398.19","18439.5","1744","21326.96","23469.42"
"2014","3","Westdeutschland","33739.14","31211","6498","33108.45","34369.83"
"2014","4","Ostdeutschland","39823.1","42978.5","1854","38369.07","41277.13"
"2014","4","Westdeutschland","43936.36","43827","7783","43217.32","44655.4"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","74538.24","69992.5","1087","71773.74","77302.74"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","84334.54","74748.5","8155","82473.72","86195.36"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","10585.24","3383.5","1407","9622.49","11547.99"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","15835.63","7230","5160","15238.47","16432.79"
"2015","2","Ostdeutschland","16943.48","15346.5","1530","16115.6","17771.36"
"2015","2","Westdeutschland","21187.9","16562","5687","20635.77","21740.03"
"2015","3","Ostdeutschland","22754.56","20769.5","1786","21732.86","23776.26"
"2015","3","Westdeutschland","32565.05","31551","6192","31947.47","33182.63"
"2015","4","Ostdeutschland","37592.34","39526.5","1823","36287.68","38897"
"2015","4","Westdeutschland","43268.3","43094.5","7725","42548.18","43988.42"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","72745.18","68305.5","1177","70390","75100.36"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","81912.13","75163","8563","80422.24","83402.02"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","11112.67","4118","1202","10212.53","12012.81"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","14005.81","5394","3795","13288.1","14723.52"
"2016","2","Ostdeutschland","16934.88","15032","1325","15712.44","18157.32"
"2016","2","Westdeutschland","22380.65","17335","4858","21723.79","23037.51"
"2016","3","Ostdeutschland","24834.52","21992.5","1563","23601.69","26067.35"
"2016","3","Westdeutschland","32411.82","30530.5","5244","31521.38","33302.26"
"2016","4","Ostdeutschland","38765.33","39246","1849","36407.62","41123.04"
"2016","4","Westdeutschland","44510.34","43329.5","7415","43679.66","45341.02"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","79194.13","70944","1216","76001.5","82386.76"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","82982.7","75058","8323","81224.3","84741.1"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","10959.44","3697","1882","10268.7","11650.18"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","13011.47","5139","7164","12578.97","13443.97"
"2017","2","Ostdeutschland","17757.85","14940","1403","16796.47","18719.23"
"2017","2","Westdeutschland","23473.18","18197.5","4845","22774.79","24171.57"
"2017","3","Ostdeutschland","25607.82","24112.5","1626","24427.79","26787.85"
"2017","3","Westdeutschland","31947.36","30404.5","5709","31225.58","32669.14"
"2017","4","Ostdeutschland","37740.37","40276","2113","36528.78","38951.96"
"2017","4","Westdeutschland","45175.06","45104","8064","44455.7","45894.42"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","75304.47","68229.5","1625","72898.55","77710.39"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","83701.21","74737.5","10216","81992.78","85409.64"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","8829.26","2945","2151","8344.08","9314.44"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","13891.14","4819.5","8691","13332.02","14450.26"
"2018","2","Ostdeutschland","16080.6","13903.5","1290","15078.35","17082.85"
"2018","2","Westdeutschland","20068.31","12090.5","4873","19387.77","20748.85"
"2018","3","Ostdeutschland","24135.89","21970.5","1591","22959.3","25312.48"
"2018","3","Westdeutschland","31411.95","27636.5","5442","30590.48","32233.42"
"2018","4","Ostdeutschland","38277.52","41435.5","2270","37076.4","39478.64"
"2018","4","Westdeutschland","44162.98","43630","8096","43169.12","45156.84"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","72507.66","69151.5","1671","69902.33","75112.99"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","82426.4","74187.5","10411","80882.23","83970.57"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","8619.86","2391","1803","8033.89","9205.83"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","14634.98","5525","7342","13889.33","15380.63"
"2019","2","Ostdeutschland","15018.7","7528.5","1134","11079.29","18958.11"
"2019","2","Westdeutschland","20667.52","14579","4620","19885.46","21449.58"
"2019","3","Ostdeutschland","26290.57","22606","1408","24870.23","27710.91"
"2019","3","Westdeutschland","31675.16","27965","4802","30669.87","32680.45"
"2019","4","Ostdeutschland","38114.59","40775.5","2426","36646.35","39582.83"
"2019","4","Westdeutschland","44689.15","44656","7773","43680.44","45697.86"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","76251.83","69866","2589","71465.63","81038.03"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","86457.11","76934","13520","82070.71","90843.51"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","11068.97","4308","1634","10136.39","12001.55"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","14423.92","4799","6013","13939.1","14908.74"
"2020","2","Ostdeutschland","16723.28","10620","1082","15573.75","17872.81"
"2020","2","Westdeutschland","23032.72","14900","5354","22322.47","23742.97"
"2020","3","Ostdeutschland","26084.05","21133.5","1272","23916.7","28251.4"
"2020","3","Westdeutschland","30142.39","28318","4973","29162.53","31122.25"
"2020","4","Ostdeutschland","38496.75","39082.5","2238","36862.04","40131.46"
"2020","4","Westdeutschland","47185.61","45984","8218","46217.27","48153.95"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","71813.67","68113","2568","66446.85","77180.49"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","88626.21","78514.5","13198","83077.34","94175.08"
