,Unnamed: 0,year,hhtyp,rentown,pet_dog,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
86,86,2016,Single parent,Tenant,Yes,0.14495,159,14254,0.12113,0.17393
87,87,2016,Single parent,Tenant,No,0.85505,983,14254,0.78865,0.93648
88,88,2016,Couple with children,Owner,Yes,0.19906,537,14254,0.17616,0.21976
89,89,2016,Couple with children,Owner,No,0.80094,2125,14254,0.76022,0.83742
90,90,2016,Couple with children,Tenant,Yes,0.15528,355,14254,0.13435,0.17999
91,91,2016,Couple with children,Tenant,No,0.84472,1973,14254,0.79676,0.89421
92,92,2016,Multi-generational household,Owner,No,1.0,40,14254,0.68394,1.35471
93,93,2016,Multi-generational household,Tenant,No,1.0,45,14254,0.67789,1.46151
94,94,2016,Other Combinations,Owner,No,1.0,43,14254,0.69879,1.42219
95,95,2016,Other Combinations,Tenant,No,1.0,128,14254,0.83755,1.1608
96,96,2021,Single-person household,Owner,Yes,0.08015,85,10838,0.06505,0.09788
97,97,2021,Single-person household,Owner,No,0.91985,779,10838,0.86216,0.98398
98,98,2021,Single-person household,Tenant,Yes,0.05786,138,10838,0.04924,0.06902
99,99,2021,Single-person household,Tenant,No,0.94214,2191,10838,0.90896,0.98899
100,100,2021,Couple without children,Owner,Yes,0.14656,305,10838,0.12869,0.16751
101,101,2021,Couple without children,Owner,No,0.85344,1612,10838,0.81062,0.89569
102,102,2021,Couple without children,Tenant,Yes,0.11479,165,10838,0.09054,0.13326
103,103,2021,Couple without children,Tenant,No,0.88521,1315,10838,0.82915,0.94453
104,104,2021,Single parent,Owner,Yes,0.29218,75,10838,0.20361,0.38854
105,105,2021,Single parent,Owner,No,0.70782,173,10838,0.59349,0.81848
106,106,2021,Single parent,Tenant,Yes,0.19074,118,10838,0.15224,0.23891
107,107,2021,Single parent,Tenant,No,0.80926,528,10838,0.72188,0.90268
108,108,2021,Couple with children,Owner,Yes,0.22628,447,10838,0.20055,0.25305
109,109,2021,Couple with children,Owner,No,0.77372,1425,10838,0.71501,0.82564
110,110,2021,Couple with children,Tenant,Yes,0.13847,208,10838,0.11766,0.16859
111,111,2021,Couple with children,Tenant,No,0.86153,1057,10838,0.78476,0.92733
112,112,2021,Other Combinations,Owner,No,1.0,87,10838,0.7978,1.20812
113,113,2021,Other Combinations,Tenant,No,1.0,130,10838,0.81005,1.25961
