year,hhtyp,quintil_oecd_hh,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Single-person household,5th Quintile,Yes,0.06129,40,597,0.04204,0.08055
2006,Single-person household,5th Quintile,No,0.93871,557,597,0.91945,0.95796
2006,Couple without children,1st Quintile,Yes,0.10115,43,426,0.07248,0.12982
2006,Couple without children,1st Quintile,No,0.89885,383,426,0.87018,0.92752
2006,Couple without children,2nd Quintile,Yes,0.12815,94,664,0.10271,0.15360
2006,Couple without children,2nd Quintile,No,0.87185,570,664,0.84640,0.89729
2006,Couple without children,3rd Quintile,Yes,0.11140,97,770,0.08916,0.13364
2006,Couple without children,3rd Quintile,No,0.88860,673,770,0.86636,0.91084
2006,Couple without children,4th Quintile,Yes,0.11139,93,834,0.09003,0.13276
2006,Couple without children,4th Quintile,No,0.88861,741,834,0.86724,0.90997
2006,Couple without children,5th Quintile,Yes,0.12685,192,1463,0.10979,0.14391
2006,Couple without children,5th Quintile,No,0.87315,1271,1463,0.85609,0.89021
2006,Single parent,1st Quintile,Yes,0.18007,55,336,0.13893,0.22122
2006,Single parent,1st Quintile,No,0.81993,281,336,0.77878,0.86107
2006,Single parent,2nd Quintile,No,0.88322,137,137,0.82925,0.93720
2006,Single parent,3rd Quintile,No,0.85717,102,102,0.78893,0.92541
2006,Single parent,4th Quintile,No,0.91498,84,84,0.85498,0.97499
2006,Single parent,5th Quintile,No,0.86372,53,53,0.77047,0.95697
2006,Couple with children,1st Quintile,Yes,0.15918,82,459,0.12567,0.19268
2006,Couple with children,1st Quintile,No,0.84082,377,459,0.80732,0.87433
2006,Couple with children,2nd Quintile,Yes,0.18186,145,709,0.15345,0.21027
2006,Couple with children,2nd Quintile,No,0.81814,564,709,0.78973,0.84655
2006,Couple with children,3rd Quintile,Yes,0.22073,185,857,0.19295,0.24852
2006,Couple with children,3rd Quintile,No,0.77927,672,857,0.75148,0.80705
2006,Couple with children,4th Quintile,Yes,0.18611,173,920,0.16095,0.21127
2006,Couple with children,4th Quintile,No,0.81389,747,920,0.78873,0.83905
2006,Couple with children,5th Quintile,Yes,0.16080,158,892,0.13668,0.18492
2006,Couple with children,5th Quintile,No,0.83920,734,892,0.81508,0.86332
2011,Single-person household,1st Quintile,Yes,0.09129,81,1017,0.07358,0.10900
2011,Single-person household,1st Quintile,No,0.90871,936,1017,0.89100,0.92642
2011,Single-person household,2nd Quintile,Yes,0.08256,59,724,0.06250,0.10263
2011,Single-person household,2nd Quintile,No,0.91744,665,724,0.89737,0.93750
2011,Single-person household,3rd Quintile,Yes,0.08177,53,660,0.06085,0.10270
2011,Single-person household,3rd Quintile,No,0.91823,607,660,0.89730,0.93915
2011,Single-person household,4th Quintile,Yes,0.05804,32,546,0.03841,0.07767
2011,Single-person household,4th Quintile,No,0.94196,514,546,0.92233,0.96159
2011,Single-person household,5th Quintile,Yes,0.07610,48,560,0.05412,0.09808
2011,Single-person household,5th Quintile,No,0.92390,512,560,0.90192,0.94588
2011,Couple without children,1st Quintile,Yes,0.09127,48,475,0.06535,0.11720
2011,Couple without children,1st Quintile,No,0.90873,427,475,0.88280,0.93465
2011,Couple without children,2nd Quintile,Yes,0.10944,85,721,0.08664,0.13225
2011,Couple without children,2nd Quintile,No,0.89056,636,721,0.86775,0.91336
2011,Couple without children,3rd Quintile,Yes,0.12067,109,804,0.09814,0.14320
2011,Couple without children,3rd Quintile,No,0.87933,695,804,0.85680,0.90186
2011,Couple without children,4th Quintile,Yes,0.10857,107,955,0.08882,0.12831
2011,Couple without children,4th Quintile,No,0.89143,848,955,0.87169,0.91118
2011,Couple without children,5th Quintile,Yes,0.13801,185,1416,0.12004,0.15598
2011,Couple without children,5th Quintile,No,0.86199,1231,1416,0.84402,0.87996
2011,Single parent,1st Quintile,Yes,0.14298,48,323,0.10474,0.18121
2011,Single parent,1st Quintile,No,0.85702,275,323,0.81879,0.89526
2011,Single parent,2nd Quintile,No,0.82970,147,147,0.76872,0.89067
2011,Single parent,3rd Quintile,No,0.89315,121,121,0.83788,0.94842
2011,Single parent,4th Quintile,No,0.80844,72,72,0.71690,0.89998
2011,Single parent,5th Quintile,No,0.89495,52,52,0.81080,0.97910
2011,Couple with children,1st Quintile,Yes,0.14118,68,405,0.10722,0.17513
2011,Couple with children,1st Quintile,No,0.85882,337,405,0.82487,0.89278
2011,Couple with children,2nd Quintile,Yes,0.19160,106,584,0.15965,0.22355
2011,Couple with children,2nd Quintile,No,0.80840,478,584,0.77645,0.84035
2011,Couple with children,3rd Quintile,Yes,0.19477,147,734,0.16610,0.22343
2011,Couple with children,3rd Quintile,No,0.80523,587,734,0.77657,0.83390
2011,Couple with children,4th Quintile,Yes,0.21533,155,800,0.18683,0.24383
2011,Couple with children,4th Quintile,No,0.78467,645,800,0.75617,0.81317
2011,Couple with children,5th Quintile,Yes,0.19390,133,717,0.16494,0.22286
2011,Couple with children,5th Quintile,No,0.80610,584,717,0.77714,0.83506
2016,Single-person household,1st Quintile,Yes,0.07870,74,989,0.06191,0.09550
2016,Single-person household,1st Quintile,No,0.92130,915,989,0.90450,0.93809
2016,Single-person household,2nd Quintile,Yes,0.08752,56,728,0.06697,0.10806
2016,Single-person household,2nd Quintile,No,0.91248,672,728,0.89194,0.93303
2016,Single-person household,3rd Quintile,Yes,0.05390,34,633,0.03629,0.07150
2016,Single-person household,3rd Quintile,No,0.94610,599,633,0.92850,0.96371
2016,Single-person household,4th Quintile,Yes,0.07442,44,554,0.05255,0.09630
2016,Single-person household,4th Quintile,No,0.92558,510,554,0.90370,0.94745
2016,Single-person household,5th Quintile,No,0.94620,452,452,0.92538,0.96703
2016,Couple without children,1st Quintile,Yes,0.16253,59,434,0.12778,0.19728
2016,Couple without children,1st Quintile,No,0.83747,375,434,0.80272,0.87222
2016,Couple without children,2nd Quintile,Yes,0.10752,82,711,0.08474,0.13031
2016,Couple without children,2nd Quintile,No,0.89248,629,711,0.86969,0.91526
2016,Couple without children,3rd Quintile,Yes,0.14012,102,760,0.11543,0.16482
2016,Couple without children,3rd Quintile,No,0.85988,658,760,0.83518,0.88457
2016,Couple without children,4th Quintile,Yes,0.14299,126,928,0.12045,0.16552
2016,Couple without children,4th Quintile,No,0.85701,802,928,0.83448,0.87955
2016,Couple without children,5th Quintile,Yes,0.13686,164,1264,0.11791,0.15582
2016,Couple without children,5th Quintile,No,0.86314,1100,1264,0.84418,0.88209
2016,Single parent,1st Quintile,Yes,0.16863,121,653,0.13989,0.19737
2016,Single parent,1st Quintile,No,0.83137,532,653,0.80263,0.86011
2016,Single parent,2nd Quintile,Yes,0.14591,52,406,0.11153,0.18029
2016,Single parent,2nd Quintile,No,0.85409,354,406,0.81971,0.88847
2016,Single parent,3rd Quintile,Yes,0.19093,43,231,0.14014,0.24173
2016,Single parent,3rd Quintile,No,0.80907,188,231,0.75827,0.85986
2016,Single parent,4th Quintile,No,0.86957,135,135,0.81255,0.92659
2016,Single parent,5th Quintile,No,0.73335,67,67,0.62666,0.84004
2016,Couple with children,1st Quintile,Yes,0.17029,174,926,0.14606,0.19451
2016,Couple with children,1st Quintile,No,0.82971,752,926,0.80549,0.85394
2016,Couple with children,2nd Quintile,Yes,0.18438,205,1112,0.16158,0.20718
2016,Couple with children,2nd Quintile,No,0.81562,907,1112,0.79282,0.83842
2016,Couple with children,3rd Quintile,Yes,0.19158,191,1057,0.16784,0.21531
2016,Couple with children,3rd Quintile,No,0.80842,866,1057,0.78469,0.83216
2016,Couple with children,4th Quintile,Yes,0.17194,173,993,0.14846,0.19542
2016,Couple with children,4th Quintile,No,0.82806,820,993,0.80458,0.85154
2016,Couple with children,5th Quintile,Yes,0.18117,149,901,0.15600,0.20633
2016,Couple with children,5th Quintile,No,0.81883,752,901,0.79367,0.84400
2016,Other Combinations,1st Quintile,No,0.88513,54,54,0.79928,0.97098
2016,Other Combinations,2nd Quintile,No,0.85756,41,41,0.74925,0.96587
2016,Other Combinations,3rd Quintile,No,0.96365,37,37,0.90251,1.02479
2021,Single-person household,1st Quintile,Yes,0.05795,57,934,0.04296,0.07294
2021,Single-person household,1st Quintile,No,0.94205,877,934,0.92706,0.95704
2021,Single-person household,2nd Quintile,Yes,0.04849,43,626,0.03165,0.06533
2021,Single-person household,2nd Quintile,No,0.95151,583,626,0.93467,0.96835
2021,Single-person household,3rd Quintile,Yes,0.06547,35,558,0.04493,0.08601
2021,Single-person household,3rd Quintile,No,0.93453,523,558,0.91399,0.95507
2021,Single-person household,4th Quintile,Yes,0.07836,37,513,0.05508,0.10164
2021,Single-person household,4th Quintile,No,0.92164,476,513,0.89836,0.94492
2021,Single-person household,5th Quintile,Yes,0.08639,47,541,0.06270,0.11009
2021,Single-person household,5th Quintile,No,0.91361,494,541,0.88991,0.93730
2021,Couple without children,1st Quintile,Yes,0.17749,43,337,0.13663,0.21834
2021,Couple without children,1st Quintile,No,0.82251,294,337,0.78166,0.86337
2021,Couple without children,2nd Quintile,Yes,0.10605,75,562,0.08057,0.13153
2021,Couple without children,2nd Quintile,No,0.89395,487,562,0.86847,0.91943
2021,Couple without children,3rd Quintile,Yes,0.11552,75,563,0.08909,0.14195
2021,Couple without children,3rd Quintile,No,0.88448,488,563,0.85805,0.91091
2021,Couple without children,4th Quintile,Yes,0.14081,97,700,0.11503,0.16660
2021,Couple without children,4th Quintile,No,0.85919,603,700,0.83340,0.88497
2021,Couple without children,5th Quintile,Yes,0.14467,184,1250,0.12516,0.16417
2021,Couple without children,5th Quintile,No,0.85533,1066,1250,0.83583,0.87484
2021,Single parent,1st Quintile,Yes,0.26639,64,274,0.21395,0.31884
2021,Single parent,1st Quintile,No,0.73361,210,274,0.68116,0.78605
2021,Single parent,2nd Quintile,Yes,0.16859,51,278,0.12450,0.21268
2021,Single parent,2nd Quintile,No,0.83141,227,278,0.78732,0.87550
2021,Single parent,3rd Quintile,Yes,0.22004,34,142,0.15166,0.28842
2021,Single parent,3rd Quintile,No,0.77996,108,142,0.71158,0.84834
2021,Single parent,4th Quintile,No,0.73837,96,96,0.64999,0.82675
2021,Single parent,5th Quintile,No,0.82121,62,62,0.72505,0.91737
2021,Couple with children,1st Quintile,Yes,0.20841,83,405,0.16880,0.24802
2021,Couple with children,1st Quintile,No,0.79159,322,405,0.75198,0.83120
2021,Couple with children,2nd Quintile,Yes,0.18183,138,631,0.15171,0.21195
2021,Couple with children,2nd Quintile,No,0.81817,493,631,0.78805,0.84829
2021,Couple with children,3rd Quintile,Yes,0.19554,157,688,0.16588,0.22520
2021,Couple with children,3rd Quintile,No,0.80446,531,688,0.77480,0.83412
2021,Couple with children,4th Quintile,Yes,0.19576,126,669,0.16567,0.22585
2021,Couple with children,4th Quintile,No,0.80424,543,669,0.77415,0.83433
2021,Couple with children,5th Quintile,Yes,0.18508,156,769,0.15761,0.21254
2021,Couple with children,5th Quintile,No,0.81492,613,769,0.78746,0.84239
2021,Other Combinations,1st Quintile,No,0.76635,49,49,0.64664,0.88606
2021,Other Combinations,2nd Quintile,No,0.87117,46,46,0.77329,0.96906
2021,Other Combinations,3rd Quintile,No,0.93167,44,44,0.85625,1.00708
2021,Other Combinations,4th Quintile,No,0.94328,47,47,0.87643,1.01012
2021,Other Combinations,5th Quintile,No,0.72117,39,39,0.57859,0.86374
