year,bula_h,hhtyp,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Berlin,Couple without children,No,0.90448,102,102,0.84715,0.96180
2001,Berlin,Single parent,No,0.91133,41,41,0.82324,0.99943
2001,Berlin,Couple with children,No,0.86282,119,119,0.80074,0.92489
2001,Brandenburg,Single-person household,No,0.86746,103,103,0.80165,0.93326
2001,Brandenburg,Couple without children,Yes,0.22597,39,172,0.16328,0.28865
2001,Brandenburg,Couple without children,No,0.77403,133,172,0.71135,0.83672
2001,Brandenburg,Single parent,No,0.91984,31,31,0.82267,1.01701
2001,Brandenburg,Couple with children,Yes,0.31197,52,166,0.24128,0.38266
2001,Brandenburg,Couple with children,No,0.68803,114,166,0.61734,0.75872
2001,Mecklenburg-Western Pomerania,Single-person household,No,0.82689,72,72,0.73888,0.91489
2001,Mecklenburg-Western Pomerania,Couple without children,No,0.81663,69,69,0.72465,0.90861
2001,Mecklenburg-Western Pomerania,Couple with children,Yes,0.36265,32,88,0.26162,0.46367
2001,Mecklenburg-Western Pomerania,Couple with children,No,0.63735,56,88,0.53633,0.73838
2001,Saxony,Single-person household,No,0.94862,187,187,0.91689,0.98035
2001,Saxony,Couple without children,Yes,0.10023,33,289,0.06554,0.13491
2001,Saxony,Couple without children,No,0.89977,256,289,0.86509,0.93446
2001,Saxony,Single parent,No,0.75646,34,34,0.61001,0.90290
2001,Saxony,Couple with children,Yes,0.16911,53,299,0.12655,0.21167
2001,Saxony,Couple with children,No,0.83089,246,299,0.78833,0.87345
2001,Saxony-Anhalt,Single-person household,No,0.93635,98,98,0.88777,0.98494
2001,Saxony-Anhalt,Couple without children,Yes,0.26396,47,184,0.20009,0.32782
2001,Saxony-Anhalt,Couple without children,No,0.73604,137,184,0.67218,0.79991
2001,Saxony-Anhalt,Couple with children,Yes,0.33430,59,171,0.26338,0.40521
2001,Saxony-Anhalt,Couple with children,No,0.66570,112,171,0.59479,0.73662
2001,Thuringa,Single-person household,No,0.95376,115,115,0.91521,0.99231
2001,Thuringa,Couple without children,Yes,0.23141,35,149,0.16347,0.29936
2001,Thuringa,Couple without children,No,0.76859,114,149,0.70064,0.83653
2001,Thuringa,Couple with children,Yes,0.31216,55,177,0.24370,0.38062
2001,Thuringa,Couple with children,No,0.68784,122,177,0.61938,0.75630
2006,Schleswig-Holstein,Single-person household,No,0.96068,92,92,0.92074,1.00061
2006,Schleswig-Holstein,Couple without children,No,0.93273,137,137,0.89063,0.97483
2006,Schleswig-Holstein,Couple with children,No,0.74488,89,89,0.65380,0.83596
2006,Hamburg,Single-person household,No,0.99303,76,76,0.97421,1.01186
2006,Hamburg,Couple without children,No,0.95300,53,53,0.89547,1.01052
2006,Hamburg,Couple with children,No,0.98928,45,45,0.95886,1.01971
2006,Lower Saxony,Single-person household,No,0.92542,235,235,0.89176,0.95908
2006,Lower Saxony,Couple without children,Yes,0.13109,48,367,0.09652,0.16567
2006,Lower Saxony,Couple without children,No,0.86891,319,367,0.83433,0.90348
2006,Lower Saxony,Single parent,No,0.85989,59,59,0.77055,0.94922
2006,Lower Saxony,Couple with children,Yes,0.25220,92,356,0.20702,0.29737
2006,Lower Saxony,Couple with children,No,0.74780,264,356,0.70263,0.79298
2006,North Rhine-Westphalia,Single-person household,Yes,0.07447,48,648,0.05424,0.09470
2006,North Rhine-Westphalia,Single-person household,No,0.92553,600,648,0.90530,0.94576
2006,North Rhine-Westphalia,Couple without children,Yes,0.10085,98,896,0.08112,0.12058
2006,North Rhine-Westphalia,Couple without children,No,0.89915,798,896,0.87942,0.91888
2006,North Rhine-Westphalia,Single parent,No,0.87349,128,128,0.81568,0.93131
2006,North Rhine-Westphalia,Couple with children,Yes,0.15646,132,803,0.13132,0.18161
2006,North Rhine-Westphalia,Couple with children,No,0.84354,671,803,0.81839,0.86868
2006,Hesse,Single-person household,No,0.90722,203,203,0.86721,0.94723
2006,Hesse,Couple without children,Yes,0.11440,41,307,0.07873,0.15006
2006,Hesse,Couple without children,No,0.88560,266,307,0.84994,0.92127
2006,Hesse,Single parent,No,0.83005,37,37,0.70736,0.95274
2006,Hesse,Couple with children,Yes,0.18485,51,261,0.13766,0.23203
2006,Hesse,Couple with children,No,0.81515,210,261,0.76797,0.86234
2006,"Rhineland-Palatinate, Saarland",Single-person household,No,0.92367,191,191,0.88591,0.96143
2006,"Rhineland-Palatinate, Saarland",Couple without children,No,0.84437,187,187,0.79227,0.89646
2006,"Rhineland-Palatinate, Saarland",Single parent,No,0.87544,46,46,0.77896,0.97192
2006,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.16521,52,238,0.11793,0.21249
2006,"Rhineland-Palatinate, Saarland",Couple with children,No,0.83479,186,238,0.78751,0.88207
2006,Baden-Wuerttemberg,Single-person household,No,0.94346,364,364,0.91971,0.96722
2006,Baden-Wuerttemberg,Couple without children,Yes,0.10673,53,465,0.07863,0.13482
2006,Baden-Wuerttemberg,Couple without children,No,0.89327,412,465,0.86518,0.92137
2006,Baden-Wuerttemberg,Single parent,No,0.90053,81,81,0.83494,0.96611
2006,Baden-Wuerttemberg,Couple with children,Yes,0.14890,80,506,0.11785,0.17995
2006,Baden-Wuerttemberg,Couple with children,No,0.85110,426,506,0.82005,0.88215
2006,Bavaria,Single-person household,Yes,0.08146,32,435,0.05572,0.10719
2006,Bavaria,Single-person household,No,0.91854,403,435,0.89281,0.94428
2006,Bavaria,Couple without children,Yes,0.08598,48,566,0.06286,0.10909
2006,Bavaria,Couple without children,No,0.91402,518,566,0.89091,0.93714
2006,Bavaria,Single parent,No,0.86081,92,92,0.78968,0.93193
2006,Bavaria,Couple with children,Yes,0.17555,108,583,0.14464,0.20645
2006,Bavaria,Couple with children,No,0.82445,475,583,0.79355,0.85536
2006,Berlin,Single-person household,No,0.94800,171,171,0.91462,0.98137
2006,Berlin,Couple without children,No,0.93960,140,140,0.90000,0.97921
2006,Berlin,Single parent,No,0.87280,34,34,0.75912,0.98649
2006,Berlin,Couple with children,No,0.93227,104,104,0.88374,0.98080
2006,Brandenburg,Single-person household,No,0.87190,127,127,0.81354,0.93025
2006,Brandenburg,Couple without children,Yes,0.15624,35,187,0.10406,0.20842
2006,Brandenburg,Couple without children,No,0.84376,152,187,0.79158,0.89594
2006,Brandenburg,Single parent,No,0.75497,34,34,0.60823,0.90172
2006,Brandenburg,Couple with children,Yes,0.29099,39,153,0.21878,0.36320
2006,Brandenburg,Couple with children,No,0.70901,114,153,0.63680,0.78122
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.93908,80,80,0.88633,0.99182
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.69208,77,77,0.58829,0.79586
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.67177,61,61,0.55296,0.79059
2006,Saxony,Single-person household,No,0.93520,231,231,0.90339,0.96702
2006,Saxony,Couple without children,Yes,0.12441,43,323,0.08836,0.16046
2006,Saxony,Couple without children,No,0.87559,280,323,0.83954,0.91164
2006,Saxony,Single parent,No,0.78443,46,46,0.66428,0.90458
2006,Saxony,Couple with children,Yes,0.12462,37,244,0.08309,0.16614
2006,Saxony,Couple with children,No,0.87538,207,244,0.83386,0.91691
2006,Saxony-Anhalt,Single-person household,No,0.89442,115,115,0.83800,0.95083
2006,Saxony-Anhalt,Couple without children,Yes,0.26241,45,178,0.19760,0.32723
2006,Saxony-Anhalt,Couple without children,No,0.73759,133,178,0.67277,0.80240
2006,Saxony-Anhalt,Couple with children,Yes,0.30443,42,153,0.23127,0.37759
2006,Saxony-Anhalt,Couple with children,No,0.69557,111,153,0.62241,0.76873
2006,Thuringa,Single-person household,No,0.91124,125,125,0.86118,0.96130
2006,Thuringa,Couple without children,No,0.84440,143,143,0.78478,0.90402
2006,Thuringa,Couple with children,Yes,0.28476,43,160,0.21461,0.35491
2006,Thuringa,Couple with children,No,0.71524,117,160,0.64509,0.78539
2011,Schleswig-Holstein,Single-person household,No,0.96616,114,114,0.93282,0.99950
2011,Schleswig-Holstein,Couple without children,No,0.90508,155,155,0.85879,0.95137
2011,Schleswig-Holstein,Couple with children,No,0.53515,77,77,0.42301,0.64728
2011,Hamburg,Single-person household,No,0.97457,71,71,0.93769,1.01145
2011,Hamburg,Couple without children,No,0.90480,64,64,0.83232,0.97727
2011,Hamburg,Couple with children,No,0.67760,40,40,0.53091,0.82429
2011,Lower Saxony,Single-person household,No,0.92244,251,251,0.88928,0.95559
2011,Lower Saxony,Couple without children,Yes,0.10522,51,427,0.07609,0.13436
2011,Lower Saxony,Couple without children,No,0.89454,376,427,0.86538,0.92371
2011,Lower Saxony,Single parent,No,0.38415,49,49,0.24655,0.52175
2011,Lower Saxony,Couple with children,Yes,0.22161,72,307,0.17507,0.26814
2011,Lower Saxony,Couple with children,No,0.57720,235,307,0.52184,0.63255
2011,North Rhine-Westphalia,Single-person household,Yes,0.07838,48,631,0.05739,0.09937
2011,North Rhine-Westphalia,Single-person household,No,0.91825,583,631,0.89686,0.93965
2011,North Rhine-Westphalia,Couple without children,Yes,0.10988,92,847,0.08881,0.13096
2011,North Rhine-Westphalia,Couple without children,No,0.89012,755,847,0.86904,0.91119
2011,North Rhine-Westphalia,Single parent,No,0.44485,130,130,0.35910,0.53061
2011,North Rhine-Westphalia,Couple with children,Yes,0.13211,111,682,0.10667,0.15754
2011,North Rhine-Westphalia,Couple with children,No,0.68479,571,682,0.64989,0.71968
2011,Hesse,Single-person household,No,0.89761,211,211,0.85661,0.93862
2011,Hesse,Couple without children,Yes,0.15192,49,283,0.11003,0.19382
2011,Hesse,Couple without children,No,0.84808,234,283,0.80618,0.88997
2011,Hesse,Single parent,No,0.47780,54,54,0.34331,0.61228
2011,Hesse,Couple with children,Yes,0.19860,55,246,0.14864,0.24855
2011,Hesse,Couple with children,No,0.60446,191,246,0.54323,0.66569
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.93978,210,210,0.90753,0.97203
2011,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.17835,39,234,0.12919,0.22750
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.82165,195,234,0.77250,0.87081
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.53930,43,43,0.38855,0.69005
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.16532,45,188,0.11208,0.21857
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.61724,143,188,0.54757,0.68690
2011,Baden-Wuerttemberg,Single-person household,Yes,0.08309,32,399,0.05597,0.11021
2011,Baden-Wuerttemberg,Single-person household,No,0.91691,367,399,0.88979,0.94403
2011,Baden-Wuerttemberg,Couple without children,Yes,0.09461,49,486,0.06856,0.12066
2011,Baden-Wuerttemberg,Couple without children,No,0.90411,437,486,0.87790,0.93031
2011,Baden-Wuerttemberg,Single parent,No,0.49846,74,74,0.38376,0.61316
2011,Baden-Wuerttemberg,Couple with children,Yes,0.13321,60,407,0.10016,0.16627
2011,Baden-Wuerttemberg,Couple with children,No,0.64638,347,407,0.59987,0.69288
2011,Bavaria,Single-person household,Yes,0.08804,36,511,0.06345,0.11264
2011,Bavaria,Single-person household,No,0.90996,475,511,0.88512,0.93480
2011,Bavaria,Couple without children,Yes,0.08632,66,655,0.06479,0.10784
2011,Bavaria,Couple without children,No,0.91368,589,655,0.89216,0.93521
2011,Bavaria,Single parent,No,0.45621,93,93,0.35443,0.55799
2011,Bavaria,Couple with children,Yes,0.13394,97,531,0.10495,0.16294
2011,Bavaria,Couple with children,No,0.65703,434,531,0.61661,0.69744
2011,Berlin,Single-person household,No,0.94877,199,199,0.91806,0.97948
2011,Berlin,Couple without children,No,0.93736,155,155,0.89909,0.97563
2011,Berlin,Single parent,No,0.42172,33,33,0.25062,0.59283
2011,Berlin,Couple with children,No,0.77230,91,91,0.68566,0.85894
2011,Brandenburg,Single-person household,No,0.84732,133,133,0.78596,0.90868
2011,Brandenburg,Couple without children,Yes,0.20610,43,206,0.15072,0.26147
2011,Brandenburg,Couple without children,No,0.79390,163,206,0.73853,0.84928
2011,Brandenburg,Couple with children,No,0.61891,86,86,0.51566,0.72216
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.91675,90,90,0.85935,0.97414
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.84470,99,99,0.77299,0.91641
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.42976,38,38,0.27024,0.58927
2011,Saxony,Single-person household,No,0.89599,217,217,0.85528,0.93670
2011,Saxony,Couple without children,Yes,0.13097,35,306,0.09311,0.16883
2011,Saxony,Couple without children,No,0.86903,271,306,0.83117,0.90689
2011,Saxony,Single parent,No,0.57748,51,51,0.44056,0.71440
2011,Saxony,Couple with children,No,0.71069,179,179,0.64407,0.77730
2011,Saxony-Anhalt,Single-person household,No,0.89587,135,135,0.84415,0.94758
2011,Saxony-Anhalt,Couple without children,Yes,0.23646,35,185,0.17506,0.29785
2011,Saxony-Anhalt,Couple without children,No,0.76354,150,185,0.70215,0.82494
2011,Saxony-Anhalt,Couple with children,Yes,0.33466,40,130,0.25323,0.41609
2011,Saxony-Anhalt,Couple with children,No,0.47238,90,130,0.38623,0.55853
2011,Thuringa,Single-person household,No,0.94023,153,153,0.90255,0.97792
2011,Thuringa,Couple without children,No,0.85031,171,171,0.79667,0.90394
2011,Thuringa,Couple with children,No,0.61398,95,95,0.51556,0.71239
2016,Schleswig-Holstein,Single-person household,No,0.91983,115,115,0.86997,0.96968
2016,Schleswig-Holstein,Couple without children,No,0.86890,119,119,0.80800,0.92980
2016,Schleswig-Holstein,Single parent,No,0.83770,48,48,0.73228,0.94312
2016,Schleswig-Holstein,Couple with children,Yes,0.16504,38,176,0.11004,0.22003
2016,Schleswig-Holstein,Couple with children,No,0.82669,138,176,0.77060,0.88277
2016,Hamburg,Single-person household,No,0.93469,66,66,0.87463,0.99476
2016,Hamburg,Couple without children,No,0.89587,63,63,0.81984,0.97189
2016,Hamburg,Couple with children,No,0.89606,85,85,0.83080,0.96132
2016,Lower Saxony,Single-person household,Yes,0.11509,32,289,0.07824,0.15195
2016,Lower Saxony,Single-person household,No,0.87816,257,289,0.84039,0.91594
2016,Lower Saxony,Couple without children,Yes,0.15626,57,393,0.12031,0.19220
2016,Lower Saxony,Couple without children,No,0.84250,336,393,0.80644,0.87856
2016,Lower Saxony,Single parent,Yes,0.20262,37,155,0.13914,0.26611
2016,Lower Saxony,Single parent,No,0.79171,118,155,0.72757,0.85585
2016,Lower Saxony,Couple with children,Yes,0.25820,120,478,0.21893,0.29748
2016,Lower Saxony,Couple with children,No,0.73244,358,478,0.69271,0.77216
2016,Bremen,Couple with children,No,0.67362,31,31,0.50583,0.84141
2016,North Rhine-Westphalia,Single-person household,Yes,0.06546,37,607,0.04577,0.08515
2016,North Rhine-Westphalia,Single-person household,No,0.92678,570,607,0.90604,0.94752
2016,North Rhine-Westphalia,Couple without children,Yes,0.12696,96,785,0.10365,0.15026
2016,North Rhine-Westphalia,Couple without children,No,0.87224,689,785,0.84887,0.89560
2016,North Rhine-Westphalia,Single parent,Yes,0.12585,45,314,0.08910,0.16259
2016,North Rhine-Westphalia,Single parent,No,0.86634,269,314,0.82865,0.90404
2016,North Rhine-Westphalia,Couple with children,Yes,0.18355,197,1139,0.16106,0.20605
2016,North Rhine-Westphalia,Couple with children,No,0.80797,942,1139,0.78509,0.83086
2016,North Rhine-Westphalia,Other Combinations,No,0.88074,40,40,0.77903,0.98246
2016,Hesse,Single-person household,No,0.90958,190,190,0.86870,0.95047
2016,Hesse,Couple without children,Yes,0.16599,45,281,0.12241,0.20957
2016,Hesse,Couple without children,No,0.83335,236,281,0.78970,0.87700
2016,Hesse,Single parent,No,0.87992,90,90,0.81239,0.94745
2016,Hesse,Couple with children,Yes,0.24137,63,344,0.19608,0.28666
2016,Hesse,Couple with children,No,0.75298,281,344,0.70734,0.79862
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94857,195,195,0.91749,0.97965
2016,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.15372,36,239,0.10790,0.19954
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.84556,203,239,0.79965,0.89147
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.75997,63,63,0.65366,0.86628
2016,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.24459,66,296,0.19554,0.29365
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.74449,230,296,0.69472,0.79426
2016,Baden-Wuerttemberg,Single-person household,No,0.91911,326,326,0.88947,0.94875
2016,Baden-Wuerttemberg,Couple without children,Yes,0.09047,40,429,0.06329,0.11764
2016,Baden-Wuerttemberg,Couple without children,No,0.90904,389,429,0.88180,0.93629
2016,Baden-Wuerttemberg,Single parent,No,0.80960,125,125,0.74049,0.87870
2016,Baden-Wuerttemberg,Couple with children,Yes,0.12838,95,670,0.10303,0.15373
2016,Baden-Wuerttemberg,Couple with children,No,0.86608,575,670,0.84028,0.89189
2016,Bavaria,Single-person household,Yes,0.07660,36,518,0.05367,0.09952
2016,Bavaria,Single-person household,No,0.91995,482,518,0.89656,0.94334
2016,Bavaria,Couple without children,Yes,0.10210,68,638,0.07858,0.12561
2016,Bavaria,Couple without children,No,0.89735,570,638,0.87378,0.92092
2016,Bavaria,Single parent,No,0.85758,209,209,0.81009,0.90508
2016,Bavaria,Couple with children,Yes,0.12807,123,866,0.10580,0.15034
2016,Bavaria,Couple with children,No,0.86706,743,866,0.84443,0.88968
2016,Berlin,Single-person household,No,0.95808,218,218,0.93142,0.98475
2016,Berlin,Couple without children,No,0.92585,153,153,0.88419,0.96750
2016,Berlin,Single parent,No,0.77899,58,58,0.67127,0.88671
2016,Berlin,Couple with children,No,0.95173,130,130,0.91474,0.98872
2016,Brandenburg,Single-person household,No,0.90432,122,122,0.85191,0.95674
2016,Brandenburg,Couple without children,Yes,0.16456,41,213,0.11465,0.21448
2016,Brandenburg,Couple without children,No,0.83514,172,213,0.78519,0.88509
2016,Brandenburg,Single parent,No,0.81791,42,42,0.69978,0.93604
2016,Brandenburg,Couple with children,Yes,0.24978,45,150,0.18027,0.31928
2016,Brandenburg,Couple with children,No,0.74276,105,150,0.67257,0.81294
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.96213,96,96,0.92375,1.00052
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.69101,83,83,0.59100,0.79103
2016,Mecklenburg-Western Pomerania,Single parent,No,0.83860,33,33,0.71113,0.96607
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.68259,53,53,0.55607,0.80911
2016,Saxony,Single-person household,No,0.97057,220,220,0.94818,0.99295
2016,Saxony,Couple without children,Yes,0.13883,34,286,0.09869,0.17898
2016,Saxony,Couple without children,No,0.86072,252,286,0.82052,0.90092
2016,Saxony,Single parent,No,0.86658,79,79,0.79111,0.94204
2016,Saxony,Couple with children,Yes,0.11850,31,247,0.07811,0.15889
2016,Saxony,Couple with children,No,0.87308,216,247,0.83148,0.91468
2016,Saxony-Anhalt,Single-person household,No,0.87543,129,129,0.81822,0.93264
2016,Saxony-Anhalt,Couple without children,Yes,0.32997,33,155,0.25571,0.40424
2016,Saxony-Anhalt,Couple without children,No,0.66704,122,155,0.59261,0.74147
2016,Saxony-Anhalt,Single parent,No,0.82788,61,61,0.73237,0.92340
2016,Saxony-Anhalt,Couple with children,Yes,0.32352,41,133,0.24371,0.40333
2016,Saxony-Anhalt,Couple with children,No,0.65999,92,133,0.57918,0.74081
2016,Thuringa,Single-person household,No,0.92078,142,142,0.87620,0.96536
2016,Thuringa,Couple without children,No,0.82932,155,155,0.76990,0.88874
2016,Thuringa,Single parent,No,0.72608,40,40,0.58611,0.86605
2016,Thuringa,Couple with children,Yes,0.24632,31,150,0.17714,0.31550
2016,Thuringa,Couple with children,No,0.74655,119,150,0.67670,0.81640
2021,Schleswig-Holstein,Single-person household,No,0.90119,90,90,0.83920,0.96319
2021,Schleswig-Holstein,Couple without children,No,0.79583,100,100,0.71642,0.87523
2021,Schleswig-Holstein,Couple with children,Yes,0.14448,36,155,0.08895,0.20000
2021,Schleswig-Holstein,Couple with children,No,0.83296,119,155,0.77405,0.89187
2021,Hamburg,Single-person household,No,0.96372,80,80,0.92249,1.00495
2021,Hamburg,Couple without children,No,0.95675,84,84,0.91298,1.00051
2021,Hamburg,Couple with children,No,0.95567,57,57,0.90177,1.00958
2021,Lower Saxony,Single-person household,No,0.91931,264,264,0.88639,0.95223
