year,bula_h,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Bavaria,3rd Quintile,Not concerned at all,0.18048,74,365,0.14097,0.21999
1999,Bavaria,4th Quintile,Very concerned,0.36548,167,457,0.32128,0.40968
1999,Bavaria,4th Quintile,Somewhat concerned,0.45870,201,457,0.41297,0.50444
1999,Bavaria,4th Quintile,Not concerned at all,0.17582,89,457,0.14088,0.21076
1999,Bavaria,5th Quintile,Very concerned,0.35863,145,433,0.31340,0.40385
1999,Bavaria,5th Quintile,Somewhat concerned,0.45501,195,433,0.40805,0.50197
1999,Bavaria,5th Quintile,Not concerned at all,0.18637,93,433,0.14964,0.22309
1999,Berlin,1st Quintile,Very concerned,0.26813,35,79,0.16982,0.36644
1999,Berlin,1st Quintile,Somewhat concerned,0.42648,44,79,0.31673,0.53624
1999,Berlin,3rd Quintile,Very concerned,0.52818,53,98,0.42883,0.62752
1999,Berlin,3rd Quintile,Somewhat concerned,0.39543,45,98,0.29813,0.49273
1999,Berlin,4th Quintile,Very concerned,0.49983,65,99,0.40084,0.59883
1999,Berlin,4th Quintile,Somewhat concerned,0.25673,34,99,0.17024,0.34321
1999,Berlin,5th Quintile,Very concerned,0.35969,32,74,0.24960,0.46979
1999,Berlin,5th Quintile,Somewhat concerned,0.42116,42,74,0.30789,0.53443
1999,Brandenburg,1st Quintile,Very concerned,0.38077,49,100,0.28512,0.47642
1999,Brandenburg,1st Quintile,Somewhat concerned,0.48356,51,100,0.38512,0.58200
1999,Brandenburg,2nd Quintile,Very concerned,0.47926,74,140,0.39621,0.56231
1999,Brandenburg,2nd Quintile,Somewhat concerned,0.38760,66,140,0.30661,0.46860
1999,Brandenburg,3rd Quintile,Very concerned,0.29878,51,140,0.22268,0.37487
1999,Brandenburg,3rd Quintile,Somewhat concerned,0.61544,89,140,0.53457,0.69632
1999,Brandenburg,4th Quintile,Somewhat concerned,0.62067,57,57,0.49358,0.74775
1999,Mecklenburg-Western Pomerania,1st Quintile,Very concerned,0.37362,32,78,0.26557,0.48168
1999,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.48957,46,78,0.37791,0.60123
1999,Mecklenburg-Western Pomerania,2nd Quintile,Very concerned,0.31905,34,97,0.22581,0.41229
1999,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.54315,63,97,0.44351,0.64280
1999,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.65981,47,47,0.52290,0.79673
1999,Mecklenburg-Western Pomerania,5th Quintile,Somewhat concerned,0.54473,41,41,0.39040,0.69906
1999,Saxony,1st Quintile,Very concerned,0.40183,99,241,0.33980,0.46385
1999,Saxony,1st Quintile,Somewhat concerned,0.43097,103,241,0.36832,0.49362
1999,Saxony,1st Quintile,Not concerned at all,0.16721,39,241,0.11999,0.21442
1999,Saxony,2nd Quintile,Very concerned,0.46655,171,352,0.41436,0.51874
1999,Saxony,2nd Quintile,Somewhat concerned,0.42947,141,352,0.37769,0.48126
1999,Saxony,2nd Quintile,Not concerned at all,0.10398,40,352,0.07204,0.13591
1999,Saxony,3rd Quintile,Very concerned,0.44551,110,270,0.38612,0.50491
1999,Saxony,3rd Quintile,Somewhat concerned,0.40335,121,270,0.34472,0.46197
1999,Saxony,3rd Quintile,Not concerned at all,0.15114,39,270,0.10834,0.19394
1999,Saxony,4th Quintile,Very concerned,0.32165,69,200,0.25675,0.38655
1999,Saxony,4th Quintile,Somewhat concerned,0.49265,93,200,0.42319,0.56211
1999,Saxony,4th Quintile,Not concerned at all,0.18570,38,200,0.13167,0.23973
1999,Saxony,5th Quintile,Somewhat concerned,0.48456,39,39,0.32566,0.64346
1999,Saxony-Anhalt,1st Quintile,Very concerned,0.39721,64,137,0.31497,0.47945
1999,Saxony-Anhalt,1st Quintile,Somewhat concerned,0.42739,73,137,0.34424,0.51053
1999,Saxony-Anhalt,2nd Quintile,Very concerned,0.47864,76,155,0.39974,0.55754
1999,Saxony-Anhalt,2nd Quintile,Somewhat concerned,0.44429,79,155,0.36581,0.52277
1999,Saxony-Anhalt,3rd Quintile,Very concerned,0.42870,72,144,0.34759,0.50981
1999,Saxony-Anhalt,3rd Quintile,Somewhat concerned,0.40333,72,144,0.32293,0.48374
1999,Saxony-Anhalt,4th Quintile,Very concerned,0.41328,41,106,0.31909,0.50747
1999,Saxony-Anhalt,4th Quintile,Somewhat concerned,0.42751,65,106,0.33288,0.52214
1999,Thuringa,1st Quintile,Very concerned,0.46335,68,141,0.38075,0.54595
1999,Thuringa,1st Quintile,Somewhat concerned,0.40854,73,141,0.32712,0.48997
1999,Thuringa,2nd Quintile,Very concerned,0.33637,74,159,0.26270,0.41004
1999,Thuringa,2nd Quintile,Somewhat concerned,0.45420,85,159,0.37656,0.53184
1999,Thuringa,3rd Quintile,Very concerned,0.32296,67,171,0.25267,0.39326
1999,Thuringa,3rd Quintile,Somewhat concerned,0.53574,104,171,0.46077,0.61071
1999,Thuringa,4th Quintile,Somewhat concerned,0.53306,54,54,0.39874,0.66738
2000,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.41646,32,32,0.24292,0.58999
2000,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.46049,41,73,0.34536,0.57563
2000,Schleswig-Holstein,5th Quintile,Not concerned at all,0.30639,32,73,0.19990,0.41287
2000,Lower Saxony,1st Quintile,Very concerned,0.30879,52,186,0.24222,0.37537
2000,Lower Saxony,1st Quintile,Somewhat concerned,0.49756,89,186,0.42551,0.56961
2000,Lower Saxony,1st Quintile,Not concerned at all,0.19365,45,186,0.13670,0.25059
2000,Lower Saxony,2nd Quintile,Very concerned,0.30779,59,190,0.24199,0.37360
2000,Lower Saxony,2nd Quintile,Somewhat concerned,0.50439,93,190,0.43311,0.57567
2000,Lower Saxony,2nd Quintile,Not concerned at all,0.18782,38,190,0.13213,0.24350
2000,Lower Saxony,3rd Quintile,Very concerned,0.25311,64,248,0.19889,0.30734
2000,Lower Saxony,3rd Quintile,Somewhat concerned,0.53306,131,248,0.47084,0.59527
2000,Lower Saxony,3rd Quintile,Not concerned at all,0.21383,53,248,0.16270,0.26496
2000,Lower Saxony,4th Quintile,Very concerned,0.37317,72,235,0.31120,0.43514
2000,Lower Saxony,4th Quintile,Somewhat concerned,0.40249,106,235,0.33966,0.46533
2000,Lower Saxony,4th Quintile,Not concerned at all,0.22433,57,235,0.17089,0.27778
2000,Lower Saxony,5th Quintile,Very concerned,0.26068,69,245,0.20559,0.31576
2000,Lower Saxony,5th Quintile,Somewhat concerned,0.53565,124,245,0.47307,0.59823
2000,Lower Saxony,5th Quintile,Not concerned at all,0.20367,52,245,0.15314,0.25421
2000,North Rhine-Westphalia,1st Quintile,Very concerned,0.30209,130,489,0.26135,0.34283
2000,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.43084,228,489,0.38691,0.47478
2000,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.26707,131,489,0.22782,0.30632
2000,North Rhine-Westphalia,2nd Quintile,Very concerned,0.29774,158,531,0.25881,0.33667
2000,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.50442,265,531,0.46185,0.54699
2000,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.19784,108,531,0.16392,0.23175
2000,North Rhine-Westphalia,3rd Quintile,Very concerned,0.37009,166,446,0.32523,0.41495
2000,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.41295,197,446,0.36721,0.45870
2000,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.21695,83,446,0.17866,0.25525
2000,North Rhine-Westphalia,4th Quintile,Very concerned,0.32943,166,524,0.28915,0.36971
2000,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.45596,257,524,0.41328,0.49865
2000,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.21461,101,524,0.17942,0.24979
2000,North Rhine-Westphalia,5th Quintile,Very concerned,0.28716,169,608,0.25116,0.32315
2000,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.43499,269,608,0.39555,0.47443
2000,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.27785,170,608,0.24221,0.31348
2000,Hesse,1st Quintile,Very concerned,0.21379,34,152,0.14840,0.27918
2000,Hesse,1st Quintile,Somewhat concerned,0.43132,61,152,0.35232,0.51031
2000,Hesse,1st Quintile,Not concerned at all,0.35489,57,152,0.27857,0.43121
2000,Hesse,2nd Quintile,Very concerned,0.23806,41,161,0.17206,0.30405
2000,Hesse,2nd Quintile,Somewhat concerned,0.38832,59,161,0.31280,0.46384
2000,Hesse,2nd Quintile,Not concerned at all,0.37362,61,161,0.29866,0.44858
2000,Hesse,3rd Quintile,Very concerned,0.44314,62,132,0.35808,0.52821
2000,Hesse,3rd Quintile,Somewhat concerned,0.47270,70,132,0.38721,0.55820
2000,Hesse,4th Quintile,Very concerned,0.41384,78,202,0.34575,0.48193
2000,Hesse,4th Quintile,Somewhat concerned,0.38372,84,202,0.31649,0.45095
2000,Hesse,4th Quintile,Not concerned at all,0.20244,40,202,0.14689,0.25799
2000,Hesse,5th Quintile,Very concerned,0.26421,54,174,0.19850,0.32991
2000,Hesse,5th Quintile,Somewhat concerned,0.46666,72,174,0.39232,0.54100
2000,Hesse,5th Quintile,Not concerned at all,0.26913,48,174,0.20304,0.33522
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Very concerned,0.27377,37,146,0.20120,0.34635
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Somewhat concerned,0.42675,67,146,0.34624,0.50726
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Not concerned at all,0.29948,42,146,0.22492,0.37403
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Very concerned,0.21203,31,154,0.14726,0.27680
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Somewhat concerned,0.50309,75,154,0.42386,0.58231
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Not concerned at all,0.28488,48,154,0.21336,0.35640
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Somewhat concerned,0.49817,63,101,0.40017,0.59617
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Not concerned at all,0.31597,38,101,0.22485,0.40709
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Very concerned,0.30935,50,170,0.23966,0.37904
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Somewhat concerned,0.45559,80,170,0.38051,0.53068
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Not concerned at all,0.23505,40,170,0.17112,0.29899
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Very concerned,0.25064,36,122,0.17342,0.32787
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Somewhat concerned,0.55401,86,122,0.46544,0.64258
2000,Baden-Wuerttemberg,1st Quintile,Very concerned,0.21967,60,343,0.17579,0.26355
2000,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.52840,178,343,0.47550,0.58131
2000,Baden-Wuerttemberg,1st Quintile,Not concerned at all,0.25193,105,343,0.20592,0.29794
2000,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.27337,78,343,0.22614,0.32061
2000,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.47502,165,343,0.42209,0.52795
2000,Baden-Wuerttemberg,2nd Quintile,Not concerned at all,0.25161,100,343,0.20562,0.29760
2000,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.33063,85,299,0.27722,0.38404
2000,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.42419,134,299,0.36808,0.48030
2000,Baden-Wuerttemberg,3rd Quintile,Not concerned at all,0.24518,80,299,0.19634,0.29402
2000,Baden-Wuerttemberg,4th Quintile,Very concerned,0.34406,121,338,0.29334,0.39478
2000,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.42065,142,338,0.36794,0.47335
2000,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.23530,75,338,0.19001,0.28059
2000,Baden-Wuerttemberg,5th Quintile,Very concerned,0.25901,84,338,0.21223,0.30578
2000,Baden-Wuerttemberg,5th Quintile,Somewhat concerned,0.49776,167,338,0.44438,0.55114
2000,Baden-Wuerttemberg,5th Quintile,Not concerned at all,0.24323,87,338,0.19742,0.28904
2000,Bavaria,1st Quintile,Very concerned,0.27650,73,257,0.22171,0.33129
2000,Bavaria,1st Quintile,Somewhat concerned,0.47332,119,257,0.41216,0.53448
2000,Bavaria,1st Quintile,Not concerned at all,0.25018,65,257,0.19712,0.30324
2000,Bavaria,2nd Quintile,Very concerned,0.29791,96,292,0.24536,0.35046
2000,Bavaria,2nd Quintile,Somewhat concerned,0.50610,141,292,0.44866,0.56354
2000,Bavaria,2nd Quintile,Not concerned at all,0.19599,55,292,0.15038,0.24160
2000,Bavaria,3rd Quintile,Very concerned,0.30667,106,338,0.25744,0.35590
2000,Bavaria,3rd Quintile,Somewhat concerned,0.42355,142,338,0.37080,0.47631
2000,Bavaria,3rd Quintile,Not concerned at all,0.26978,90,338,0.22239,0.31717
2000,Bavaria,4th Quintile,Very concerned,0.30618,110,397,0.26079,0.35158
2000,Bavaria,4th Quintile,Somewhat concerned,0.43828,180,397,0.38941,0.48715
2000,Bavaria,4th Quintile,Not concerned at all,0.25554,107,397,0.21258,0.29850
2000,Bavaria,5th Quintile,Very concerned,0.24410,113,445,0.20414,0.28406
2000,Bavaria,5th Quintile,Somewhat concerned,0.46427,193,445,0.41788,0.51066
2000,Bavaria,5th Quintile,Not concerned at all,0.29163,139,445,0.24935,0.33391
2000,Berlin,1st Quintile,Somewhat concerned,0.50055,51,51,0.36196,0.63914
2000,Berlin,2nd Quintile,Somewhat concerned,0.49746,39,39,0.33849,0.65644
2000,Berlin,3rd Quintile,Somewhat concerned,0.50229,45,45,0.35455,0.65002
2000,Berlin,4th Quintile,Very concerned,0.52478,58,94,0.42328,0.62627
2000,Berlin,4th Quintile,Somewhat concerned,0.33618,36,94,0.24017,0.43219
2000,Berlin,5th Quintile,Somewhat concerned,0.38746,36,69,0.27166,0.50325
2000,Berlin,5th Quintile,Not concerned at all,0.34654,33,69,0.23344,0.45965
2000,Brandenburg,1st Quintile,Very concerned,0.46054,69,121,0.37136,0.54973
2000,Brandenburg,1st Quintile,Somewhat concerned,0.37306,52,121,0.28653,0.45959
2000,Brandenburg,2nd Quintile,Very concerned,0.41434,48,124,0.32728,0.50140
2000,Brandenburg,2nd Quintile,Somewhat concerned,0.46670,76,124,0.37853,0.55487
2000,Brandenburg,3rd Quintile,Very concerned,0.39639,52,107,0.30327,0.48950
2000,Brandenburg,3rd Quintile,Somewhat concerned,0.32864,55,107,0.23922,0.41806
2000,Brandenburg,4th Quintile,Very concerned,0.38757,39,93,0.28801,0.48713
2000,Brandenburg,4th Quintile,Somewhat concerned,0.40420,54,93,0.30392,0.50448
2000,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.48600,39,39,0.32708,0.64491
2000,Mecklenburg-Western Pomerania,2nd Quintile,Very concerned,0.28638,33,101,0.19778,0.37499
2000,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.56991,68,101,0.47288,0.66695
2000,Mecklenburg-Western Pomerania,3rd Quintile,Very concerned,0.36225,34,72,0.25044,0.47405
2000,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.49103,38,72,0.37475,0.60732
2000,Mecklenburg-Western Pomerania,4th Quintile,Somewhat concerned,0.53655,35,35,0.36893,0.70417
2000,Saxony,1st Quintile,Very concerned,0.33600,87,247,0.27697,0.39502
2000,Saxony,1st Quintile,Somewhat concerned,0.48268,118,247,0.42024,0.54513
2000,Saxony,1st Quintile,Not concerned at all,0.18132,42,247,0.13317,0.22947
2000,Saxony,2nd Quintile,Very concerned,0.39088,132,309,0.33638,0.44537
2000,Saxony,2nd Quintile,Somewhat concerned,0.43775,129,309,0.38234,0.49316
2000,Saxony,2nd Quintile,Not concerned at all,0.17137,48,309,0.12929,0.21346
2000,Saxony,3rd Quintile,Very concerned,0.36794,110,307,0.31391,0.42197
2000,Saxony,3rd Quintile,Somewhat concerned,0.50557,157,307,0.44955,0.56159
2000,Saxony,3rd Quintile,Not concerned at all,0.12649,40,307,0.08924,0.16373
2000,Saxony,4th Quintile,Very concerned,0.30569,57,187,0.23948,0.37190
2000,Saxony,4th Quintile,Somewhat concerned,0.39778,81,187,0.32744,0.46812
2000,Saxony,4th Quintile,Not concerned at all,0.29653,49,187,0.23089,0.36217
2000,Saxony,5th Quintile,Somewhat concerned,0.41777,37,37,0.25666,0.57887
2000,Saxony-Anhalt,1st Quintile,Very concerned,0.31535,59,129,0.23485,0.39585
2000,Saxony-Anhalt,1st Quintile,Somewhat concerned,0.50239,70,129,0.41577,0.58901
2000,Saxony-Anhalt,2nd Quintile,Very concerned,0.32685,50,156,0.25301,0.40070
2000,Saxony-Anhalt,2nd Quintile,Somewhat concerned,0.47515,74,156,0.39653,0.55377
2000,Saxony-Anhalt,2nd Quintile,Not concerned at all,0.19800,32,156,0.13526,0.26073
2000,Saxony-Anhalt,3rd Quintile,Very concerned,0.46092,67,148,0.38034,0.54150
2000,Saxony-Anhalt,3rd Quintile,Somewhat concerned,0.46577,81,148,0.38513,0.54641
2000,Saxony-Anhalt,4th Quintile,Somewhat concerned,0.48000,61,94,0.37846,0.58154
2000,Saxony-Anhalt,4th Quintile,Not concerned at all,0.30296,33,94,0.20957,0.39636
2000,Saxony-Anhalt,5th Quintile,Somewhat concerned,0.51574,41,41,0.36087,0.67062
2000,Thuringa,1st Quintile,Very concerned,0.31277,46,156,0.23978,0.38576
2000,Thuringa,1st Quintile,Somewhat concerned,0.50385,79,156,0.42514,0.58257
2000,Thuringa,1st Quintile,Not concerned at all,0.18338,31,156,0.12246,0.24430
2000,Thuringa,2nd Quintile,Very concerned,0.22459,43,129,0.15229,0.29688
2000,Thuringa,2nd Quintile,Somewhat concerned,0.51110,86,129,0.42450,0.59770
2000,Thuringa,3rd Quintile,Very concerned,0.33027,70,179,0.26118,0.39937
2000,Thuringa,3rd Quintile,Somewhat concerned,0.50944,109,179,0.43600,0.58288
2000,Thuringa,4th Quintile,Very concerned,0.21388,33,122,0.14082,0.28694
2000,Thuringa,4th Quintile,Somewhat concerned,0.46217,56,122,0.37334,0.55101
2000,Thuringa,4th Quintile,Not concerned at all,0.32395,33,122,0.24056,0.40733
2001,Schleswig-Holstein,1st Quintile,Somewhat concerned,0.48714,38,76,0.37402,0.60026
2001,Schleswig-Holstein,1st Quintile,Not concerned at all,0.39824,38,76,0.28744,0.50903
2001,Schleswig-Holstein,2nd Quintile,Somewhat concerned,0.53477,66,105,0.43891,0.63064
2001,Schleswig-Holstein,2nd Quintile,Not concerned at all,0.28529,39,105,0.19851,0.37208
2001,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.39298,42,87,0.28975,0.49620
2001,Schleswig-Holstein,3rd Quintile,Not concerned at all,0.34171,45,87,0.24147,0.44196
2001,Schleswig-Holstein,4th Quintile,Very concerned,0.28284,33,138,0.20742,0.35826
2001,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.43152,54,138,0.34858,0.51446
2001,Schleswig-Holstein,4th Quintile,Not concerned at all,0.28564,51,138,0.21000,0.36128
2001,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.44079,77,148,0.36053,0.52105
2001,Schleswig-Holstein,5th Quintile,Not concerned at all,0.41448,71,148,0.33484,0.49412
2001,Hamburg,5th Quintile,Somewhat concerned,0.56145,46,77,0.44989,0.67301
2001,Hamburg,5th Quintile,Not concerned at all,0.34938,31,77,0.24219,0.45657
2001,Lower Saxony,1st Quintile,Very concerned,0.29049,74,299,0.23895,0.34204
2001,Lower Saxony,1st Quintile,Somewhat concerned,0.39504,120,299,0.33953,0.45054
2001,Lower Saxony,1st Quintile,Not concerned at all,0.31447,105,299,0.26175,0.36719
2001,Lower Saxony,2nd Quintile,Very concerned,0.31201,94,311,0.26043,0.36359
