,Unnamed: 0,year,migback,sampreg,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
46,46,2002,No migration background,East,Very concerned,0.32808,1646,22777,0.3176,0.33795
47,47,2002,No migration background,East,Somewhat concerned,0.46977,2508,22777,0.4582,0.48366
48,48,2002,No migration background,East,Not concerned at all,0.20215,1095,22777,0.19317,0.20867
49,49,2002,Direct migration background,West,Very concerned,0.18439,464,22777,0.17284,0.19968
50,50,2002,Direct migration background,West,Somewhat concerned,0.47292,1286,22777,0.4516,0.49166
51,51,2002,Direct migration background,West,Not concerned at all,0.3427,892,22777,0.32724,0.36497
52,52,2002,Direct migration background,East,Very concerned,0.46411,36,22777,0.38697,0.55955
53,53,2002,Direct migration background,East,Somewhat concerned,0.53589,47,22777,0.44917,0.61953
54,54,2002,Indirect migration background,West,Very concerned,0.18018,114,22777,0.15459,0.21238
55,55,2002,Indirect migration background,West,Somewhat concerned,0.47241,342,22777,0.42614,0.50912
56,56,2002,Indirect migration background,West,Not concerned at all,0.34741,281,22777,0.31046,0.38568
57,57,2003,No migration background,West,Very concerned,0.28785,3540,21896,0.28186,0.29477
58,58,2003,No migration background,West,Somewhat concerned,0.46501,6222,21896,0.45703,0.47347
59,59,2003,No migration background,West,Not concerned at all,0.24714,3703,21896,0.2414,0.25436
60,60,2003,No migration background,East,Very concerned,0.28626,1414,21896,0.27473,0.29581
61,61,2003,No migration background,East,Somewhat concerned,0.48547,2536,21896,0.47108,0.50023
62,62,2003,No migration background,East,Not concerned at all,0.22827,1231,21896,0.21888,0.23668
63,63,2003,Direct migration background,West,Very concerned,0.16351,405,21896,0.1499,0.17676
64,64,2003,Direct migration background,West,Somewhat concerned,0.45652,1149,21896,0.43503,0.48066
65,65,2003,Direct migration background,West,Not concerned at all,0.37997,920,21896,0.35877,0.4004
66,66,2003,Direct migration background,East,Somewhat concerned,1.0,47,21896,0.83881,1.21191
67,67,2003,Indirect migration background,West,Very concerned,0.19381,120,21896,0.15981,0.22931
68,68,2003,Indirect migration background,West,Somewhat concerned,0.44283,336,21896,0.4023,0.48515
69,69,2003,Indirect migration background,West,Not concerned at all,0.36336,273,21896,0.33288,0.40111
70,70,2004,No migration background,West,Very concerned,0.3465,4205,21380,0.33851,0.35361
71,71,2004,No migration background,West,Somewhat concerned,0.44226,5873,21380,0.43364,0.45153
72,72,2004,No migration background,West,Not concerned at all,0.21124,3020,21380,0.20479,0.21758
73,73,2004,No migration background,East,Very concerned,0.36603,1733,21380,0.35473,0.37994
74,74,2004,No migration background,East,Somewhat concerned,0.43574,2283,21380,0.4214,0.44884
75,75,2004,No migration background,East,Not concerned at all,0.19822,1045,21380,0.18825,0.20873
76,76,2004,Direct migration background,West,Very concerned,0.21507,500,21380,0.20149,0.2319
77,77,2004,Direct migration background,West,Somewhat concerned,0.48048,1172,21380,0.45979,0.50267
78,78,2004,Direct migration background,West,Not concerned at all,0.30445,717,21380,0.28858,0.3236
79,79,2004,Direct migration background,East,Very concerned,0.38762,31,21380,0.33505,0.44618
80,80,2004,Direct migration background,East,Somewhat concerned,0.61238,48,21380,0.46996,0.7638
81,81,2004,Indirect migration background,West,Very concerned,0.28278,179,21380,0.24985,0.31704
82,82,2004,Indirect migration background,West,Somewhat concerned,0.4232,330,21380,0.37702,0.47034
83,83,2004,Indirect migration background,West,Not concerned at all,0.29402,244,21380,0.26445,0.33121
84,84,2005,No migration background,West,Very concerned,0.40482,4809,20489,0.39695,0.41319
85,85,2005,No migration background,West,Somewhat concerned,0.42081,5379,20489,0.41097,0.42869
86,86,2005,No migration background,West,Not concerned at all,0.17438,2327,20489,0.16844,0.1806
87,87,2005,No migration background,East,Very concerned,0.43114,1974,20489,0.41557,0.44733
88,88,2005,No migration background,East,Somewhat concerned,0.41389,2083,20489,0.40109,0.42885
89,89,2005,No migration background,East,Not concerned at all,0.15497,816,20489,0.14652,0.16179
90,90,2005,Direct migration background,West,Very concerned,0.279,592,20489,0.26076,0.29495
91,91,2005,Direct migration background,West,Somewhat concerned,0.44769,1051,20489,0.42419,0.47517
92,92,2005,Direct migration background,West,Not concerned at all,0.27331,595,20489,0.25429,0.28979
93,93,2005,Direct migration background,East,Very concerned,0.4636,43,20489,0.37198,0.57758
94,94,2005,Direct migration background,East,Somewhat concerned,0.5364,41,20489,0.42024,0.67422
95,95,2005,Indirect migration background,West,Very concerned,0.30972,219,20489,0.27027,0.35438
96,96,2005,Indirect migration background,West,Somewhat concerned,0.43979,348,20489,0.39218,0.47459
97,97,2005,Indirect migration background,West,Not concerned at all,0.25049,212,20489,0.21601,0.28236
98,98,2006,No migration background,West,Very concerned,0.3534,4578,21703,0.34598,0.36077
99,99,2006,No migration background,West,Somewhat concerned,0.44342,6083,21703,0.43509,0.45181
100,100,2006,No migration background,West,Not concerned at all,0.20318,2877,21703,0.19495,0.21086
101,101,2006,No migration background,East,Very concerned,0.37196,1801,21703,0.35776,0.38728
102,102,2006,No migration background,East,Somewhat concerned,0.42981,2260,21703,0.41581,0.44265
103,103,2006,No migration background,East,Not concerned at all,0.19823,1028,21703,0.19014,0.2099
104,104,2006,Direct migration background,West,Very concerned,0.25809,563,21703,0.2414,0.27392
105,105,2006,Direct migration background,West,Somewhat concerned,0.438,998,21703,0.41876,0.46183
106,106,2006,Direct migration background,West,Not concerned at all,0.3039,671,21703,0.28269,0.32343
107,107,2006,Direct migration background,East,Very concerned,0.35549,31,21703,0.28916,0.42292
108,108,2006,Direct migration background,East,Somewhat concerned,0.64451,53,21703,0.47377,0.83111
109,109,2006,Indirect migration background,West,Very concerned,0.29924,203,21703,0.26299,0.33478
110,110,2006,Indirect migration background,West,Somewhat concerned,0.41052,326,21703,0.36846,0.45597
111,111,2006,Indirect migration background,West,Not concerned at all,0.29023,231,21703,0.25582,0.32102
112,112,2007,No migration background,West,Very concerned,0.31852,3804,20233,0.30999,0.326
113,113,2007,No migration background,West,Somewhat concerned,0.44406,5686,20233,0.4348,0.45409
114,114,2007,No migration background,West,Not concerned at all,0.23743,3132,20233,0.22908,0.24402
115,115,2007,No migration background,East,Very concerned,0.3406,1556,20233,0.327,0.35401
116,116,2007,No migration background,East,Somewhat concerned,0.42761,2133,20233,0.41132,0.44528
117,117,2007,No migration background,East,Not concerned at all,0.23179,1153,20233,0.22075,0.24298
118,118,2007,Direct migration background,West,Very concerned,0.19954,395,20233,0.18166,0.21385
119,119,2007,Direct migration background,West,Somewhat concerned,0.46198,931,20233,0.43376,0.48404
120,120,2007,Direct migration background,West,Not concerned at all,0.33848,677,20233,0.31849,0.3573
121,121,2007,Direct migration background,East,Somewhat concerned,1.0,34,20233,0.6929,1.33642
122,122,2007,Indirect migration background,West,Very concerned,0.21937,169,20233,0.18883,0.25412
123,123,2007,Indirect migration background,West,Somewhat concerned,0.45463,318,20233,0.41122,0.49246
124,124,2007,Indirect migration background,West,Not concerned at all,0.326,245,20233,0.28209,0.37341
125,125,2008,No migration background,West,Very concerned,0.27504,3124,19126,0.26714,0.28363
126,126,2008,No migration background,West,Somewhat concerned,0.44886,5363,19126,0.43803,0.45874
127,127,2008,No migration background,West,Not concerned at all,0.2761,3442,19126,0.26801,0.28494
128,128,2008,No migration background,East,Very concerned,0.30766,1305,19126,0.292,0.32348
129,129,2008,No migration background,East,Somewhat concerned,0.43832,2112,19126,0.42152,0.45742
130,130,2008,No migration background,East,Not concerned at all,0.25402,1219,19126,0.23969,0.26719
131,131,2008,Direct migration background,West,Very concerned,0.16285,300,19126,0.14676,0.17663
132,132,2008,Direct migration background,West,Somewhat concerned,0.44136,777,19126,0.41636,0.46773
133,133,2008,Direct migration background,West,Not concerned at all,0.39579,729,19126,0.37386,0.4174
134,134,2008,Direct migration background,East,Somewhat concerned,1.0,35,19126,0.76606,1.33195
135,135,2008,Indirect migration background,West,Very concerned,0.19866,142,19126,0.17366,0.22438
136,136,2008,Indirect migration background,West,Somewhat concerned,0.45752,325,19126,0.4013,0.50711
137,137,2008,Indirect migration background,West,Not concerned at all,0.34382,253,19126,0.30473,0.38348
138,138,2009,No migration background,West,Very concerned,0.23345,2422,17828,0.22609,0.24168
139,139,2009,No migration background,West,Somewhat concerned,0.4272,4758,17828,0.41512,0.43732
140,140,2009,No migration background,West,Not concerned at all,0.33936,3974,17828,0.32832,0.3505
141,141,2009,No migration background,East,Very concerned,0.25745,1062,17828,0.24272,0.27101
142,142,2009,No migration background,East,Somewhat concerned,0.45345,2032,17828,0.43532,0.47065
143,143,2009,No migration background,East,Not concerned at all,0.28909,1313,17828,0.27411,0.30493
144,144,2009,Direct migration background,West,Very concerned,0.14505,212,17828,0.12823,0.16415
145,145,2009,Direct migration background,West,Somewhat concerned,0.42635,677,17828,0.39985,0.45583
146,146,2009,Direct migration background,West,Not concerned at all,0.4286,683,17828,0.39779,0.45522
147,147,2009,Direct migration background,East,Somewhat concerned,1.0,34,17828,0.76593,1.31228
148,148,2009,Indirect migration background,West,Very concerned,0.14963,110,17828,0.1274,0.18087
149,149,2009,Indirect migration background,West,Somewhat concerned,0.45968,274,17828,0.40495,0.51825
150,150,2009,Indirect migration background,West,Not concerned at all,0.39069,277,17828,0.33551,0.43886
151,151,2010,No migration background,West,Very concerned,0.22888,3147,23738,0.22029,0.23754
152,152,2010,No migration background,West,Somewhat concerned,0.42315,5970,23738,0.41296,0.4351
153,153,2010,No migration background,West,Not concerned at all,0.34797,5440,23738,0.33566,0.35814
154,154,2010,No migration background,East,Very concerned,0.25861,1299,23738,0.23973,0.27549
155,155,2010,No migration background,East,Somewhat concerned,0.42353,2207,23738,0.40429,0.44606
156,156,2010,No migration background,East,Not concerned at all,0.31786,1731,23738,0.30034,0.33539
157,157,2010,Direct migration background,West,Very concerned,0.17311,424,23738,0.1519,0.19227
158,158,2010,Direct migration background,West,Somewhat concerned,0.41012,1162,23738,0.38466,0.43972
159,159,2010,Direct migration background,West,Not concerned at all,0.41677,1188,23738,0.39071,0.4477
160,160,2010,Direct migration background,East,Somewhat concerned,0.45684,51,23738,0.35902,0.59336
161,161,2010,Direct migration background,East,Not concerned at all,0.54316,56,23738,0.33035,0.84973
162,162,2010,Indirect migration background,West,Very concerned,0.20234,193,23738,0.16072,0.25017
163,163,2010,Indirect migration background,West,Somewhat concerned,0.41044,416,23738,0.35623,0.47491
164,164,2010,Indirect migration background,West,Not concerned at all,0.38722,417,23738,0.33711,0.44982
165,165,2010,Indirect migration background,East,Not concerned at all,1.0,37,23738,0.6017,1.58787
166,166,2011,No migration background,West,Very concerned,0.24031,3002,20360,0.23358,0.24841
167,167,2011,No migration background,West,Somewhat concerned,0.42726,5528,20360,0.41717,0.43736
168,168,2011,No migration background,West,Not concerned at all,0.33244,4471,20360,0.32421,0.34193
169,169,2011,No migration background,East,Very concerned,0.30959,1324,20360,0.29141,0.32672
170,170,2011,No migration background,East,Somewhat concerned,0.40972,2030,20360,0.39388,0.42537
171,171,2011,No migration background,East,Not concerned at all,0.28069,1349,20360,0.26549,0.2953
172,172,2011,Direct migration background,West,Very concerned,0.15744,296,20360,0.14192,0.1789
173,173,2011,Direct migration background,West,Somewhat concerned,0.4475,847,20360,0.42092,0.47743
174,174,2011,Direct migration background,West,Not concerned at all,0.39506,733,20360,0.36865,0.42011
175,175,2011,Direct migration background,East,Somewhat concerned,1.0,38,20360,0.68876,1.37588
176,176,2011,Indirect migration background,West,Very concerned,0.16814,128,20360,0.13247,0.20109
177,177,2011,Indirect migration background,West,Somewhat concerned,0.45328,312,20360,0.39837,0.5172
178,178,2011,Indirect migration background,West,Not concerned at all,0.37858,302,20360,0.33509,0.42417
179,179,2012,No migration background,West,Very concerned,0.19157,2355,20302,0.18478,0.19867
180,180,2012,No migration background,West,Somewhat concerned,0.40237,5170,20302,0.39305,0.41244
181,181,2012,No migration background,West,Not concerned at all,0.40606,5427,20302,0.39593,0.41479
182,182,2012,No migration background,East,Very concerned,0.24405,1031,20302,0.22883,0.25805
183,183,2012,No migration background,East,Somewhat concerned,0.41896,2013,20302,0.40319,0.43636
184,184,2012,No migration background,East,Not concerned at all,0.33699,1629,20302,0.32298,0.35623
185,185,2012,Direct migration background,West,Very concerned,0.13554,250,20302,0.12137,0.15193
186,186,2012,Direct migration background,West,Somewhat concerned,0.42477,782,20302,0.39916,0.4542
187,187,2012,Direct migration background,West,Not concerned at all,0.43969,825,20302,0.4159,0.46395
188,188,2012,Direct migration background,East,Somewhat concerned,0.46964,40,20302,0.35672,0.61786
189,189,2012,Direct migration background,East,Not concerned at all,0.53036,48,20302,0.42441,0.72555
190,190,2012,Indirect migration background,West,Very concerned,0.13068,101,20302,0.10453,0.15783
191,191,2012,Indirect migration background,West,Somewhat concerned,0.38793,261,20302,0.3428,0.43027
192,192,2012,Indirect migration background,West,Not concerned at all,0.48139,370,20302,0.42271,0.54172
193,193,2013,No migration background,West,Very concerned,0.21945,2542,18664,0.21148,0.22741
194,194,2013,No migration background,West,Somewhat concerned,0.41258,4879,18664,0.40207,0.42269
195,195,2013,No migration background,West,Not concerned at all,0.36798,4614,18664,0.35727,0.37804
196,196,2013,No migration background,East,Very concerned,0.26428,1048,18664,0.24939,0.2809
197,197,2013,No migration background,East,Somewhat concerned,0.43345,1898,18664,0.40993,0.45029
198,198,2013,No migration background,East,Not concerned at all,0.30227,1367,18664,0.28506,0.31729
199,199,2013,Direct migration background,West,Very concerned,0.17803,280,18664,0.15992,0.19941
200,200,2013,Direct migration background,West,Somewhat concerned,0.39284,663,18664,0.36484,0.42114
201,201,2013,Direct migration background,West,Not concerned at all,0.42914,680,18664,0.40082,0.46616
202,202,2013,Direct migration background,East,Not concerned at all,1.0,35,18664,0.62039,1.61062
203,203,2013,Indirect migration background,West,Very concerned,0.18221,119,18664,0.14506,0.2288
204,204,2013,Indirect migration background,West,Somewhat concerned,0.3555,239,18664,0.30086,0.41083
205,205,2013,Indirect migration background,West,Not concerned at all,0.46229,300,18664,0.40151,0.51436
206,206,2014,No migration background,West,Very concerned,0.25843,3711,26856,0.24992,0.26781
207,207,2014,No migration background,West,Somewhat concerned,0.41352,6142,26856,0.40429,0.4224
208,208,2014,No migration background,West,Not concerned at all,0.32805,5079,26856,0.31889,0.33819
209,209,2014,No migration background,East,Very concerned,0.32213,1543,26856,0.3046,0.33814
210,210,2014,No migration background,East,Somewhat concerned,0.41247,2155,26856,0.39564,0.42904
211,211,2014,No migration background,East,Not concerned at all,0.2654,1415,26856,0.24771,0.28321
212,212,2014,Direct migration background,West,Very concerned,0.20422,1029,26856,0.18921,0.22161
213,213,2014,Direct migration background,West,Somewhat concerned,0.43286,2188,26856,0.40841,0.45904
214,214,2014,Direct migration background,West,Not concerned at all,0.36292,1583,26856,0.33886,0.38815
215,215,2014,Direct migration background,East,Very concerned,0.23603,78,26856,0.181,0.28124
216,216,2014,Direct migration background,East,Somewhat concerned,0.43436,152,26856,0.34506,0.52455
217,217,2014,Direct migration background,East,Not concerned at all,0.32961,126,26856,0.24327,0.42529
218,218,2014,Indirect migration background,West,Very concerned,0.24794,399,26856,0.21804,0.28399
219,219,2014,Indirect migration background,West,Somewhat concerned,0.39634,620,26856,0.35718,0.44225
220,220,2014,Indirect migration background,West,Not concerned at all,0.35572,597,26856,0.32122,0.39148
221,221,2014,Indirect migration background,East,Somewhat concerned,1.0,39,26856,0.67651,1.44172
222,222,2015,No migration background,West,Very concerned,0.31429,4267,24781,0.30359,0.32548
223,223,2015,No migration background,West,Somewhat concerned,0.422,6008,24781,0.41194,0.43308
224,224,2015,No migration background,West,Not concerned at all,0.26371,3837,24781,0.25471,0.27281
225,225,2015,No migration background,East,Very concerned,0.41347,1893,24781,0.3917,0.43466
226,226,2015,No migration background,East,Somewhat concerned,0.3977,1939,24781,0.37979,0.41722
227,227,2015,No migration background,East,Not concerned at all,0.18883,980,24781,0.17312,0.20283
228,228,2015,Direct migration background,West,Very concerned,0.28838,1176,24781,0.26963,0.30923
229,229,2015,Direct migration background,West,Somewhat concerned,0.42859,1811,24781,0.40318,0.45678
230,230,2015,Direct migration background,West,Not concerned at all,0.28303,1074,24781,0.25957,0.30654
231,231,2015,Direct migration background,East,Very concerned,0.3689,108,24781,0.26972,0.49269
232,232,2015,Direct migration background,East,Somewhat concerned,0.32217,113,24781,0.25269,0.38431
233,233,2015,Direct migration background,East,Not concerned at all,0.30893,82,24781,0.21434,0.42638
234,234,2015,Indirect migration background,West,Very concerned,0.27064,398,24781,0.23352,0.31029
235,235,2015,Indirect migration background,West,Somewhat concerned,0.41259,616,24781,0.36999,0.45744
236,236,2015,Indirect migration background,West,Not concerned at all,0.31677,445,24781,0.2858,0.34803
237,237,2015,Indirect migration background,East,Somewhat concerned,1.0,34,24781,0.65619,1.60972
238,238,2016,No migration background,West,Very concerned,0.44936,5696,24010,0.43597,0.45995
239,239,2016,No migration background,West,Somewhat concerned,0.39744,5274,24010,0.38519,0.41131
240,240,2016,No migration background,West,Not concerned at all,0.1532,2206,24010,0.14672,0.16013
241,241,2016,No migration background,East,Very concerned,0.57368,2458,24010,0.55082,0.59411
242,242,2016,No migration background,East,Somewhat concerned,0.31741,1535,24010,0.30041,0.33197
243,243,2016,No migration background,East,Not concerned at all,0.10891,552,24010,0.09627,0.12401
244,244,2016,Direct migration background,West,Very concerned,0.41482,1859,24010,0.3843,0.441
245,245,2016,Direct migration background,West,Somewhat concerned,0.4073,1862,24010,0.37882,0.43155
246,246,2016,Direct migration background,West,Not concerned at all,0.17788,769,24010,0.1627,0.19385
247,247,2016,Direct migration background,East,Very concerned,0.48823,166,24010,0.38316,0.59149
248,248,2016,Direct migration background,East,Somewhat concerned,0.36882,133,24010,0.2833,0.47731
249,249,2016,Direct migration background,East,Not concerned at all,0.14295,59,24010,0.09933,0.18916
250,250,2016,Indirect migration background,West,Very concerned,0.31673,496,24010,0.28364,0.34625
251,251,2016,Indirect migration background,West,Somewhat concerned,0.45757,567,24010,0.40658,0.50735
252,252,2016,Indirect migration background,West,Not concerned at all,0.2257,301,24010,0.19604,0.25659
253,253,2016,Indirect migration background,East,Very concerned,0.47602,42,24010,0.32425,0.6346
254,254,2016,Indirect migration background,East,Somewhat concerned,0.52398,35,24010,0.26347,0.83959
255,255,2017,No migration background,West,Very concerned,0.36656,5187,26357,0.35532,0.37669
256,256,2017,No migration background,West,Somewhat concerned,0.43523,6568,26357,0.42562,0.44394
257,257,2017,No migration background,West,Not concerned at all,0.19821,3201,26357,0.19204,0.20565
258,258,2017,No migration background,East,Very concerned,0.4801,2385,26357,0.46195,0.50106
259,259,2017,No migration background,East,Somewhat concerned,0.37678,1960,26357,0.35831,0.39669
260,260,2017,No migration background,East,Not concerned at all,0.14312,748,26357,0.1307,0.15623
261,261,2017,Direct migration background,West,Very concerned,0.35284,1563,26357,0.33052,0.3754
262,262,2017,Direct migration background,West,Somewhat concerned,0.44112,1940,26357,0.41091,0.46269
263,263,2017,Direct migration background,West,Not concerned at all,0.20604,831,26357,0.18856,0.22741
264,264,2017,Direct migration background,East,Very concerned,0.31196,149,26357,0.26232,0.36861
265,265,2017,Direct migration background,East,Somewhat concerned,0.46736,154,26357,0.37348,0.56366
266,266,2017,Direct migration background,East,Not concerned at all,0.22068,68,26357,0.16623,0.29537
267,267,2017,Indirect migration background,West,Very concerned,0.29191,462,26357,0.26207,0.31676
268,268,2017,Indirect migration background,West,Somewhat concerned,0.43209,653,26357,0.39569,0.46422
269,269,2017,Indirect migration background,West,Not concerned at all,0.27601,414,26357,0.24751,0.31248
270,270,2017,Indirect migration background,East,Very concerned,0.47871,35,26357,0.311,0.68351
271,271,2017,Indirect migration background,East,Somewhat concerned,0.52129,39,26357,0.33571,0.70781
272,272,2018,No migration background,West,Very concerned,0.29755,3969,25524,0.2892,0.30905
273,273,2018,No migration background,West,Somewhat concerned,0.43733,6350,25524,0.42677,0.44826
274,274,2018,No migration background,West,Not concerned at all,0.26512,4073,25524,0.2569,0.27514
275,275,2018,No migration background,East,Very concerned,0.42881,2047,25524,0.40858,0.45
276,276,2018,No migration background,East,Somewhat concerned,0.38831,2015,25524,0.36959,0.40723
277,277,2018,No migration background,East,Not concerned at all,0.18288,932,25524,0.16923,0.19551
278,278,2018,Direct migration background,West,Very concerned,0.2739,1239,25524,0.25479,0.29303
279,279,2018,Direct migration background,West,Somewhat concerned,0.46877,1897,25524,0.44226,0.49926
280,280,2018,Direct migration background,West,Not concerned at all,0.25733,1023,25524,0.23291,0.28303
281,281,2018,Direct migration background,East,Very concerned,0.22697,94,25524,0.17089,0.29349
282,282,2018,Direct migration background,East,Somewhat concerned,0.45846,156,25524,0.36466,0.54544
283,283,2018,Direct migration background,East,Not concerned at all,0.31457,104,25524,0.2268,0.42738
284,284,2018,Indirect migration background,West,Very concerned,0.22712,351,25524,0.20093,0.25419
285,285,2018,Indirect migration background,West,Somewhat concerned,0.45194,667,25524,0.41101,0.49411
286,286,2018,Indirect migration background,West,Not concerned at all,0.32094,494,25524,0.28749,0.35854
287,287,2018,Indirect migration background,East,Very concerned,0.24731,35,25524,0.17245,0.36251
288,288,2018,Indirect migration background,East,Somewhat concerned,0.41361,43,25524,0.27886,0.59427
289,289,2018,Indirect migration background,East,Not concerned at all,0.33908,35,25524,0.20899,0.57949
290,290,2019,No migration background,West,Very concerned,0.27565,3735,25496,0.26674,0.28481
291,291,2019,No migration background,West,Somewhat concerned,0.43595,6471,25496,0.42348,0.44868
292,292,2019,No migration background,West,Not concerned at all,0.2884,4709,25496,0.27813,0.29697
293,293,2019,No migration background,East,Very concerned,0.39622,1957,25496,0.37424,0.41745
294,294,2019,No migration background,East,Somewhat concerned,0.40987,2071,25496,0.38884,0.43692
295,295,2019,No migration background,East,Not concerned at all,0.19391,1081,25496,0.17715,0.20867
296,296,2019,Direct migration background,West,Very concerned,0.25312,994,25496,0.23184,0.27567
297,297,2019,Direct migration background,West,Somewhat concerned,0.4768,1688,25496,0.44419,0.51628
298,298,2019,Direct migration background,West,Not concerned at all,0.27008,936,25496,0.24934,0.29931
299,299,2019,Direct migration background,East,Very concerned,0.21479,82,25496,0.16068,0.27191
300,300,2019,Direct migration background,East,Somewhat concerned,0.45433,130,25496,0.33258,0.57967
301,301,2019,Direct migration background,East,Not concerned at all,0.33088,85,25496,0.23519,0.44092
302,302,2019,Indirect migration background,West,Very concerned,0.23394,352,25496,0.20209,0.26458
303,303,2019,Indirect migration background,West,Somewhat concerned,0.40664,604,25496,0.36513,0.45176
304,304,2019,Indirect migration background,West,Not concerned at all,0.35942,486,25496,0.31736,0.40372
305,305,2019,Indirect migration background,East,Very concerned,0.28758,34,25496,0.19777,0.39303
306,306,2019,Indirect migration background,East,Somewhat concerned,0.39028,44,25496,0.28022,0.56421
307,307,2019,Indirect migration background,East,Not concerned at all,0.32213,37,25496,0.15998,0.53107
308,308,2020,No migration background,West,Very concerned,0.24537,3034,25453,0.23562,0.25396
309,309,2020,No migration background,West,Somewhat concerned,0.40708,5493,25453,0.3956,0.41823
310,310,2020,No migration background,West,Not concerned at all,0.34755,5283,25453,0.33699,0.35921
311,311,2020,No migration background,East,Very concerned,0.36224,1642,25453,0.34338,0.3841
312,312,2020,No migration background,East,Somewhat concerned,0.40156,1810,25453,0.37968,0.42187
313,313,2020,No migration background,East,Not concerned at all,0.2362,1238,25453,0.2188,0.25058
314,314,2020,Direct migration background,West,Very concerned,0.21291,977,25453,0.18666,0.23857
315,315,2020,Direct migration background,West,Somewhat concerned,0.45937,2143,25453,0.42465,0.49723
316,316,2020,Direct migration background,West,Not concerned at all,0.32772,1849,25453,0.29927,0.36054
317,317,2020,Direct migration background,East,Very concerned,0.19918,91,25453,0.12201,0.26287
318,318,2020,Direct migration background,East,Somewhat concerned,0.40512,195,25453,0.30339,0.51223
