year,migback,pgisced97,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.13341,58,385,0.09940,0.16742
2000,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.43706,173,385,0.38745,0.48667
2000,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.42953,154,385,0.38001,0.47904
2000,Indirect migration background,Pre-primary Level,Not concerned at all,0.46050,32,32,0.28504,0.63596
2000,Indirect migration background,Lower Secondary Level,Very concerned,0.26122,53,257,0.20740,0.31503
2000,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.39093,100,257,0.33116,0.45071
2000,Indirect migration background,Lower Secondary Level,Not concerned at all,0.34785,104,257,0.28951,0.40620
2000,Indirect migration background,Upper Secondary Level,Very concerned,0.20321,67,337,0.16018,0.24623
2000,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.47888,175,337,0.42547,0.53230
2000,Indirect migration background,Upper Secondary Level,Not concerned at all,0.31791,95,337,0.26812,0.36770
2001,No migration background,No answer / don't know,Somewhat concerned,0.49875,39,39,0.33978,0.65773
2001,No migration background,Pre-primary Level,Very concerned,0.15820,65,424,0.12342,0.19298
2001,No migration background,Pre-primary Level,Somewhat concerned,0.45799,189,424,0.41051,0.50547
2001,No migration background,Pre-primary Level,Not concerned at all,0.38381,170,424,0.33746,0.43015
2001,No migration background,Primary Level,Somewhat concerned,0.38494,42,42,0.23600,0.53389
2001,No migration background,Lower Secondary Level,Very concerned,0.31316,635,2050,0.29308,0.33324
2001,No migration background,Lower Secondary Level,Somewhat concerned,0.46563,957,2050,0.44403,0.48723
2001,No migration background,Lower Secondary Level,Not concerned at all,0.22121,458,2050,0.20323,0.23918
2001,No migration background,Upper Secondary Level,Very concerned,0.28882,2977,10087,0.27998,0.29767
2001,No migration background,Upper Secondary Level,Somewhat concerned,0.49841,4995,10087,0.48866,0.50817
2001,No migration background,Upper Secondary Level,Not concerned at all,0.21276,2115,10087,0.20477,0.22075
2001,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.20130,160,768,0.17292,0.22968
2001,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.44858,337,768,0.41338,0.48378
2001,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.35012,271,768,0.31636,0.38388
2001,No migration background,First Stage of Tertiary Education,Very concerned,0.26026,380,1465,0.23779,0.28274
2001,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.49419,741,1465,0.46858,0.51980
2001,No migration background,First Stage of Tertiary Education,Not concerned at all,0.24554,344,1465,0.22350,0.26759
2001,No migration background,Second Stage of Tertiary Education,Very concerned,0.14575,471,3105,0.13334,0.15817
2001,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.43427,1346,3105,0.41684,0.45171
2001,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.41997,1288,3105,0.40261,0.43733
2001,Direct migration background,Primary Level,Somewhat concerned,0.51096,106,178,0.43731,0.58460
2001,Direct migration background,Primary Level,Not concerned at all,0.33408,72,178,0.26459,0.40357
2001,Direct migration background,Lower Secondary Level,Very concerned,0.15228,112,758,0.12668,0.17787
2001,Direct migration background,Lower Secondary Level,Somewhat concerned,0.44707,340,758,0.41165,0.48249
2001,Direct migration background,Lower Secondary Level,Not concerned at all,0.40065,306,758,0.36574,0.43556
2001,Direct migration background,Upper Secondary Level,Very concerned,0.17829,206,1073,0.15538,0.20121
2001,Direct migration background,Upper Secondary Level,Somewhat concerned,0.44161,497,1073,0.41188,0.47133
2001,Direct migration background,Upper Secondary Level,Not concerned at all,0.38010,370,1073,0.35104,0.40916
2001,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.13244,31,248,0.09016,0.17471
2001,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.45420,121,248,0.39210,0.51629
2001,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.41336,96,248,0.35195,0.47478
2001,Direct migration background,First Stage of Tertiary Education,Very concerned,0.20896,33,163,0.14635,0.27157
2001,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.43954,78,163,0.36311,0.51598
2001,Direct migration background,First Stage of Tertiary Education,Not concerned at all,0.35150,52,163,0.27798,0.42502
2001,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.12179,45,355,0.08772,0.15586
2001,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.42663,147,355,0.37510,0.47815
2001,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.45158,163,355,0.39974,0.50342
2001,Indirect migration background,Pre-primary Level,Not concerned at all,0.49649,33,33,0.32325,0.66972
2001,Indirect migration background,Lower Secondary Level,Very concerned,0.17245,35,230,0.12352,0.22137
2001,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.50195,115,230,0.43719,0.56671
2001,Indirect migration background,Lower Secondary Level,Not concerned at all,0.32560,80,230,0.26491,0.38630
2001,Indirect migration background,Upper Secondary Level,Very concerned,0.16635,59,305,0.12449,0.20822
2001,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.44865,135,305,0.39274,0.50456
2001,Indirect migration background,Upper Secondary Level,Not concerned at all,0.38500,111,305,0.33030,0.43970
2001,Indirect migration background,Second Stage of Tertiary Education,Not concerned at all,0.61922,31,31,0.44546,0.79299
2002,No migration background,No answer / don't know,Somewhat concerned,0.51950,68,103,0.42254,0.61646
2002,No migration background,No answer / don't know,Not concerned at all,0.26663,35,103,0.18082,0.35245
2002,No migration background,Pre-primary Level,Very concerned,0.19312,87,476,0.15762,0.22862
2002,No migration background,Pre-primary Level,Somewhat concerned,0.44663,206,476,0.40192,0.49134
2002,No migration background,Pre-primary Level,Not concerned at all,0.36026,183,476,0.31708,0.40343
2002,No migration background,Lower Secondary Level,Very concerned,0.34259,674,1966,0.32161,0.36357
2002,No migration background,Lower Secondary Level,Somewhat concerned,0.48259,924,1966,0.46050,0.50469
2002,No migration background,Lower Secondary Level,Not concerned at all,0.17482,368,1966,0.15803,0.19161
2002,No migration background,Upper Secondary Level,Very concerned,0.34795,3425,10163,0.33869,0.35721
2002,No migration background,Upper Secondary Level,Somewhat concerned,0.47858,4926,10163,0.46886,0.48829
2002,No migration background,Upper Secondary Level,Not concerned at all,0.17347,1812,10163,0.16611,0.18083
2002,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.20752,182,878,0.18068,0.23436
2002,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.45897,414,878,0.42599,0.49195
2002,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.33351,282,878,0.30230,0.36471
2002,No migration background,First Stage of Tertiary Education,Very concerned,0.29931,429,1535,0.27639,0.32223
2002,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.48731,772,1535,0.46230,0.51233
2002,No migration background,First Stage of Tertiary Education,Not concerned at all,0.21338,334,1535,0.19288,0.23388
2002,No migration background,Second Stage of Tertiary Education,Very concerned,0.17414,675,4083,0.16251,0.18577
2002,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.45161,1825,4083,0.43634,0.46687
2002,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.37425,1583,4083,0.35941,0.38910
2002,Direct migration background,Primary Level,Somewhat concerned,0.45874,92,156,0.38029,0.53718
2002,Direct migration background,Primary Level,Not concerned at all,0.33694,64,156,0.26253,0.41135
2002,Direct migration background,Lower Secondary Level,Very concerned,0.18352,120,695,0.15472,0.21232
2002,Direct migration background,Lower Secondary Level,Somewhat concerned,0.50638,352,695,0.46918,0.54358
2002,Direct migration background,Lower Secondary Level,Not concerned at all,0.31010,223,695,0.27568,0.34451
2002,Direct migration background,Upper Secondary Level,Very concerned,0.22913,212,1010,0.20320,0.25507
2002,Direct migration background,Upper Secondary Level,Somewhat concerned,0.46119,494,1010,0.43043,0.49195
2002,Direct migration background,Upper Secondary Level,Not concerned at all,0.30968,304,1010,0.28115,0.33820
2002,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.12927,31,237,0.08647,0.17208
2002,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.47845,118,237,0.41472,0.54218
2002,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.39228,88,237,0.32999,0.45457
2002,Direct migration background,First Stage of Tertiary Education,Very concerned,0.28005,44,157,0.20959,0.35051
2002,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.35738,61,157,0.28218,0.43258
2002,Direct migration background,First Stage of Tertiary Education,Not concerned at all,0.36257,52,157,0.28713,0.43801
2002,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.12171,54,388,0.08913,0.15428
2002,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.48642,184,388,0.43663,0.53622
2002,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.39187,150,388,0.34323,0.44051
2002,Indirect migration background,Pre-primary Level,Somewhat concerned,0.45702,32,69,0.33862,0.57542
2002,Indirect migration background,Pre-primary Level,Not concerned at all,0.43714,37,69,0.31924,0.55504
2002,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.51161,93,171,0.43647,0.58676
2002,Indirect migration background,Lower Secondary Level,Not concerned at all,0.32576,78,171,0.25531,0.39621
2002,Indirect migration background,Upper Secondary Level,Very concerned,0.21194,64,319,0.16702,0.25686
2002,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.50890,163,319,0.45396,0.56385
2002,Indirect migration background,Upper Secondary Level,Not concerned at all,0.27916,92,319,0.22985,0.32846
2002,Indirect migration background,Second Stage of Tertiary Education,Not concerned at all,0.44548,33,33,0.27327,0.61769
2003,No migration background,No answer / don't know,Very concerned,0.28007,47,171,0.21257,0.34757
2003,No migration background,No answer / don't know,Somewhat concerned,0.30828,65,171,0.23886,0.37770
2003,No migration background,No answer / don't know,Not concerned at all,0.41165,59,171,0.33767,0.48563
2003,No migration background,Pre-primary Level,Very concerned,0.19901,74,496,0.16384,0.23418
2003,No migration background,Pre-primary Level,Somewhat concerned,0.39458,203,496,0.35152,0.43763
2003,No migration background,Pre-primary Level,Not concerned at all,0.40641,219,496,0.36314,0.44968
2003,No migration background,Primary Level,Somewhat concerned,0.29188,31,31,0.12919,0.45457
2003,No migration background,Lower Secondary Level,Very concerned,0.33500,608,1864,0.31357,0.35643
2003,No migration background,Lower Secondary Level,Somewhat concerned,0.47926,874,1864,0.45657,0.50194
2003,No migration background,Lower Secondary Level,Not concerned at all,0.18574,382,1864,0.16808,0.20340
2003,No migration background,Upper Secondary Level,Very concerned,0.32508,3030,9746,0.31578,0.33438
2003,No migration background,Upper Secondary Level,Somewhat concerned,0.47698,4692,9746,0.46706,0.48689
2003,No migration background,Upper Secondary Level,Not concerned at all,0.19794,2024,9746,0.19003,0.20585
2003,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.19570,172,879,0.16945,0.22194
2003,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.48992,428,879,0.45686,0.52299
2003,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.31438,279,879,0.28367,0.34509
2003,No migration background,First Stage of Tertiary Education,Very concerned,0.29218,419,1501,0.26917,0.31520
2003,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.46429,725,1501,0.43905,0.48953
2003,No migration background,First Stage of Tertiary Education,Not concerned at all,0.24353,357,1501,0.22181,0.26525
2003,No migration background,Second Stage of Tertiary Education,Very concerned,0.15496,578,3904,0.14361,0.16632
2003,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.45573,1738,3904,0.44010,0.47135
2003,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.38931,1588,3904,0.37401,0.40460
2003,Direct migration background,Primary Level,Very concerned,0.19568,33,166,0.13514,0.25621
2003,Direct migration background,Primary Level,Somewhat concerned,0.37989,66,166,0.30583,0.45395
2003,Direct migration background,Primary Level,Not concerned at all,0.42443,67,166,0.34901,0.49985
2003,Direct migration background,Lower Secondary Level,Very concerned,0.15654,97,644,0.12846,0.18463
2003,Direct migration background,Lower Secondary Level,Somewhat concerned,0.51311,330,644,0.47448,0.55175
2003,Direct migration background,Lower Secondary Level,Not concerned at all,0.33035,217,644,0.29399,0.36670
2003,Direct migration background,Upper Secondary Level,Very concerned,0.18789,182,960,0.16317,0.21261
2003,Direct migration background,Upper Secondary Level,Somewhat concerned,0.44420,445,960,0.41276,0.47565
2003,Direct migration background,Upper Secondary Level,Not concerned at all,0.36791,333,960,0.33739,0.39843
2003,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.17591,35,222,0.12571,0.22611
2003,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.40111,96,222,0.33649,0.46573
2003,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.42298,91,222,0.35784,0.48811
2003,Direct migration background,First Stage of Tertiary Education,Very concerned,0.21054,32,141,0.14300,0.27807
2003,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.48794,66,141,0.40514,0.57074
2003,Direct migration background,First Stage of Tertiary Education,Not concerned at all,0.30152,43,141,0.22550,0.37754
2003,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.13790,47,361,0.10228,0.17352
2003,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.44411,161,361,0.39279,0.49544
2003,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.41799,153,361,0.36704,0.46894
2003,Indirect migration background,Pre-primary Level,Not concerned at all,0.44392,32,32,0.26902,0.61883
2003,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.39939,78,152,0.32127,0.47751
2003,Indirect migration background,Lower Secondary Level,Not concerned at all,0.41599,74,152,0.33737,0.49461
2003,Indirect migration background,Upper Secondary Level,Very concerned,0.18711,55,321,0.14438,0.22984
2003,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.50098,165,321,0.44619,0.55576
2003,Indirect migration background,Upper Secondary Level,Not concerned at all,0.31192,101,321,0.26116,0.36267
2003,Indirect migration background,Second Stage of Tertiary Education,Not concerned at all,0.53888,34,34,0.36880,0.70896
2004,No migration background,No answer / don't know,Very concerned,0.28495,55,183,0.21937,0.35053
2004,No migration background,No answer / don't know,Somewhat concerned,0.36724,69,183,0.29720,0.43727
2004,No migration background,No answer / don't know,Not concerned at all,0.34781,59,183,0.27862,0.41701
2004,No migration background,Pre-primary Level,Very concerned,0.24086,105,493,0.20308,0.27865
2004,No migration background,Pre-primary Level,Somewhat concerned,0.41063,209,493,0.36716,0.45410
2004,No migration background,Pre-primary Level,Not concerned at all,0.34851,179,493,0.30640,0.39061
2004,No migration background,Primary Level,Very concerned,0.58337,34,34,0.41517,0.75158
2004,No migration background,Lower Secondary Level,Very concerned,0.38447,653,1749,0.36167,0.40728
2004,No migration background,Lower Secondary Level,Somewhat concerned,0.43531,763,1749,0.41207,0.45856
2004,No migration background,Lower Secondary Level,Not concerned at all,0.18021,333,1749,0.16220,0.19823
2004,No migration background,Upper Secondary Level,Very concerned,0.39090,3600,9457,0.38106,0.40074
2004,No migration background,Upper Secondary Level,Somewhat concerned,0.44368,4237,9457,0.43367,0.45370
2004,No migration background,Upper Secondary Level,Not concerned at all,0.16542,1620,9457,0.15793,0.17290
2004,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.25524,225,881,0.22644,0.28405
2004,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.45826,420,881,0.42534,0.49118
2004,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.28650,236,881,0.25662,0.31637
2004,No migration background,First Stage of Tertiary Education,Very concerned,0.33742,473,1451,0.31308,0.36176
2004,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.47257,679,1451,0.44688,0.49827
2004,No migration background,First Stage of Tertiary Education,Not concerned at all,0.19001,299,1451,0.16981,0.21020
2004,No migration background,Second Stage of Tertiary Education,Very concerned,0.23476,794,3865,0.22139,0.24812
2004,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.42861,1750,3865,0.41301,0.44421
2004,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.33663,1321,3865,0.32173,0.35153
2004,Direct migration background,Pre-primary Level,Not concerned at all,0.49565,33,33,0.32242,0.66888
2004,Direct migration background,Primary Level,Somewhat concerned,0.41157,65,124,0.32460,0.49854
2004,Direct migration background,Primary Level,Not concerned at all,0.37853,59,124,0.29282,0.46425
2004,Direct migration background,Lower Secondary Level,Very concerned,0.22088,126,596,0.18755,0.25421
2004,Direct migration background,Lower Secondary Level,Somewhat concerned,0.48313,297,596,0.44298,0.52328
2004,Direct migration background,Lower Secondary Level,Not concerned at all,0.29599,173,596,0.25931,0.33267
2004,Direct migration background,Upper Secondary Level,Very concerned,0.23148,219,932,0.20439,0.25857
2004,Direct migration background,Upper Secondary Level,Somewhat concerned,0.49398,469,932,0.46187,0.52610
2004,Direct migration background,Upper Secondary Level,Not concerned at all,0.27454,244,932,0.24587,0.30320
2004,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.18422,41,220,0.13288,0.23556
2004,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.50690,111,220,0.44068,0.57312
2004,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.30888,68,220,0.24769,0.37007
2004,Direct migration background,First Stage of Tertiary Education,Very concerned,0.30059,37,138,0.22381,0.37737
2004,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.44345,65,138,0.36026,0.52664
2004,Direct migration background,First Stage of Tertiary Education,Not concerned at all,0.25597,36,138,0.18289,0.32905
2004,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.19844,70,354,0.15683,0.24004
2004,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.48130,171,354,0.42917,0.53342
2004,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.32027,113,354,0.27159,0.36894
2004,Indirect migration background,Pre-primary Level,Somewhat concerned,0.50030,40,40,0.34338,0.65723
2004,Indirect migration background,Lower Secondary Level,Very concerned,0.29412,49,183,0.22793,0.36032
2004,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.38467,70,183,0.31398,0.45535
2004,Indirect migration background,Lower Secondary Level,Not concerned at all,0.32121,64,183,0.25337,0.38905
2004,Indirect migration background,Upper Secondary Level,Very concerned,0.29289,87,323,0.24319,0.34260
2004,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.45386,150,323,0.39948,0.50824
2004,Indirect migration background,Upper Secondary Level,Not concerned at all,0.25324,86,323,0.20574,0.30074
2004,Indirect migration background,Second Stage of Tertiary Education,Not concerned at all,0.61832,31,31,0.44448,0.79216
2005,No migration background,No answer / don't know,Very concerned,0.31859,74,214,0.25601,0.38116
2005,No migration background,No answer / don't know,Somewhat concerned,0.40292,82,214,0.33705,0.46879
2005,No migration background,No answer / don't know,Not concerned at all,0.27849,58,214,0.21829,0.33869
2005,No migration background,Pre-primary Level,Very concerned,0.24504,104,499,0.20726,0.28282
2005,No migration background,Pre-primary Level,Somewhat concerned,0.42989,225,499,0.38641,0.47337
2005,No migration background,Pre-primary Level,Not concerned at all,0.32507,170,499,0.28393,0.36621
2005,No migration background,Primary Level,Very concerned,0.55377,39,39,0.39572,0.71183
2005,No migration background,Lower Secondary Level,Very concerned,0.46957,748,1630,0.44534,0.49381
2005,No migration background,Lower Secondary Level,Somewhat concerned,0.38575,635,1630,0.36211,0.40939
2005,No migration background,Lower Secondary Level,Not concerned at all,0.14468,247,1630,0.12759,0.16176
2005,No migration background,Upper Secondary Level,Very concerned,0.47089,4095,8978,0.46056,0.48122
2005,No migration background,Upper Secondary Level,Somewhat concerned,0.39991,3716,8978,0.38978,0.41005
2005,No migration background,Upper Secondary Level,Not concerned at all,0.12920,1167,8978,0.12226,0.13614
2005,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.27027,252,867,0.24069,0.29985
2005,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.47239,411,867,0.43914,0.50564
2005,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.25734,204,867,0.22822,0.28646
2005,No migration background,First Stage of Tertiary Education,Very concerned,0.40303,557,1380,0.37715,0.42892
2005,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.46161,615,1380,0.43530,0.48792
