year,migback,regtyp,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,Rural regions,Somewhat concerned,0.48223,224,452,0.43611,0.52835
2003,Direct migration background,Rural regions,Not concerned at all,0.30948,136,452,0.26681,0.35214
2003,Indirect migration background,Urban regions,Very concerned,0.19220,108,661,0.16214,0.22226
2003,Indirect migration background,Urban regions,Somewhat concerned,0.41423,295,661,0.37665,0.45181
2003,Indirect migration background,Urban regions,Not concerned at all,0.39357,258,661,0.35630,0.43084
2003,Indirect migration background,Rural regions,Somewhat concerned,0.58645,55,55,0.45509,0.71780
2004,No migration background,Urban regions,Very concerned,0.34660,3688,11515,0.33791,0.35530
2004,No migration background,Urban regions,Somewhat concerned,0.43094,5078,11515,0.42189,0.43998
2004,No migration background,Urban regions,Not concerned at all,0.22246,2749,11515,0.21486,0.23005
2004,No migration background,Rural regions,Very concerned,0.35890,2251,6642,0.34737,0.37044
2004,No migration background,Rural regions,Somewhat concerned,0.45952,3075,6642,0.44753,0.47151
2004,No migration background,Rural regions,Not concerned at all,0.18158,1316,6642,0.17231,0.19085
2004,Direct migration background,Urban regions,Very concerned,0.21359,437,2056,0.19587,0.23131
2004,Direct migration background,Urban regions,Somewhat concerned,0.47999,1011,2056,0.45839,0.50159
2004,Direct migration background,Urban regions,Not concerned at all,0.30642,608,2056,0.28648,0.32635
2004,Direct migration background,Rural regions,Very concerned,0.24078,94,432,0.20042,0.28115
2004,Direct migration background,Rural regions,Somewhat concerned,0.48544,209,432,0.43825,0.53262
2004,Direct migration background,Rural regions,Not concerned at all,0.27378,129,432,0.23169,0.31588
2004,Indirect migration background,Urban regions,Very concerned,0.27651,151,677,0.24280,0.31023
2004,Indirect migration background,Urban regions,Somewhat concerned,0.39879,295,677,0.36187,0.43570
2004,Indirect migration background,Urban regions,Not concerned at all,0.32470,231,677,0.28940,0.36000
2004,Indirect migration background,Rural regions,Very concerned,0.29157,36,87,0.19551,0.38763
2004,Indirect migration background,Rural regions,Somewhat concerned,0.50937,51,87,0.40371,0.61503
2005,No migration background,Urban regions,Very concerned,0.39308,4123,11024,0.38396,0.40220
2005,No migration background,Urban regions,Somewhat concerned,0.42187,4733,11024,0.41265,0.43109
2005,No migration background,Urban regions,Not concerned at all,0.18505,2168,11024,0.17780,0.19230
2005,No migration background,Rural regions,Very concerned,0.44383,2660,6361,0.43162,0.45604
2005,No migration background,Rural regions,Somewhat concerned,0.41412,2726,6361,0.40202,0.42623
2005,No migration background,Rural regions,Not concerned at all,0.14205,975,6361,0.13347,0.15063
2005,Direct migration background,Urban regions,Very concerned,0.27624,514,1936,0.25632,0.29616
2005,Direct migration background,Urban regions,Somewhat concerned,0.44235,901,1936,0.42022,0.46448
2005,Direct migration background,Urban regions,Not concerned at all,0.28141,521,1936,0.26137,0.30144
2005,Direct migration background,Rural regions,Very concerned,0.32571,121,397,0.27956,0.37187
2005,Direct migration background,Rural regions,Somewhat concerned,0.48479,191,397,0.43557,0.53402
2005,Direct migration background,Rural regions,Not concerned at all,0.18950,85,397,0.15090,0.22810
2005,Indirect migration background,Urban regions,Very concerned,0.30747,201,711,0.27353,0.34142
2005,Indirect migration background,Urban regions,Somewhat concerned,0.43285,319,711,0.39640,0.46929
2005,Indirect migration background,Urban regions,Not concerned at all,0.25968,191,711,0.22743,0.29193
2005,Indirect migration background,Rural regions,Somewhat concerned,0.49423,48,48,0.35129,0.63717
2006,No migration background,Urban regions,Very concerned,0.34527,3906,11760,0.33668,0.35386
2006,No migration background,Urban regions,Somewhat concerned,0.43418,5161,11760,0.42522,0.44314
2006,No migration background,Urban regions,Not concerned at all,0.22055,2693,11760,0.21305,0.22804
2006,No migration background,Rural regions,Very concerned,0.38114,2474,6865,0.36965,0.39263
2006,No migration background,Rural regions,Somewhat concerned,0.45131,3179,6865,0.43953,0.46308
2006,No migration background,Rural regions,Not concerned at all,0.16756,1212,6865,0.15872,0.17639
2006,Direct migration background,Urban regions,Very concerned,0.25294,480,1920,0.23349,0.27239
2006,Direct migration background,Urban regions,Somewhat concerned,0.44593,862,1920,0.42369,0.46817
2006,Direct migration background,Urban regions,Not concerned at all,0.30113,578,1920,0.28060,0.32165
2006,Direct migration background,Rural regions,Very concerned,0.28590,114,421,0.24268,0.32911
2006,Direct migration background,Rural regions,Somewhat concerned,0.41476,189,421,0.36764,0.46188
2006,Direct migration background,Rural regions,Not concerned at all,0.29934,118,421,0.25555,0.34314
2006,Indirect migration background,Urban regions,Very concerned,0.29541,186,685,0.26122,0.32960
2006,Indirect migration background,Urban regions,Somewhat concerned,0.41969,291,685,0.38270,0.45667
2006,Indirect migration background,Urban regions,Not concerned at all,0.28490,208,685,0.25107,0.31873
2006,Indirect migration background,Rural regions,Somewhat concerned,0.38471,54,86,0.28128,0.48814
2006,Indirect migration background,Rural regions,Not concerned at all,0.29863,32,86,0.20134,0.39593
2007,No migration background,Urban regions,Very concerned,0.31651,3288,10999,0.30782,0.32520
2007,No migration background,Urban regions,Somewhat concerned,0.42834,4802,10999,0.41909,0.43758
2007,No migration background,Urban regions,Not concerned at all,0.25516,2909,10999,0.24701,0.26330
2007,No migration background,Rural regions,Very concerned,0.33649,2071,6462,0.32496,0.34801
2007,No migration background,Rural regions,Somewhat concerned,0.46266,3015,6462,0.45051,0.47482
2007,No migration background,Rural regions,Not concerned at all,0.20085,1376,6462,0.19108,0.21062
2007,Direct migration background,Urban regions,Very concerned,0.19845,337,1705,0.17952,0.21739
2007,Direct migration background,Urban regions,Somewhat concerned,0.46771,780,1705,0.44402,0.49140
2007,Direct migration background,Urban regions,Not concerned at all,0.33384,588,1705,0.31145,0.35623
2007,Direct migration background,Rural regions,Very concerned,0.21421,86,388,0.17333,0.25509
2007,Direct migration background,Rural regions,Somewhat concerned,0.43690,185,388,0.38748,0.48632
2007,Direct migration background,Rural regions,Not concerned at all,0.34889,117,388,0.30140,0.39638
2007,Indirect migration background,Urban regions,Very concerned,0.23113,151,663,0.19901,0.26324
2007,Indirect migration background,Urban regions,Somewhat concerned,0.43364,283,663,0.39589,0.47140
2007,Indirect migration background,Urban regions,Not concerned at all,0.33523,229,663,0.29927,0.37119
2007,Indirect migration background,Rural regions,Very concerned,0.17742,31,82,0.09422,0.26062
2007,Indirect migration background,Rural regions,Somewhat concerned,0.56698,51,82,0.45908,0.67489
2008,No migration background,Urban regions,Very concerned,0.27217,2708,10444,0.26363,0.28070
2008,No migration background,Urban regions,Somewhat concerned,0.43492,4548,10444,0.42542,0.44443
2008,No migration background,Urban regions,Not concerned at all,0.29291,3188,10444,0.28418,0.30164
2008,No migration background,Rural regions,Very concerned,0.30125,1720,6119,0.28976,0.31275
2008,No migration background,Rural regions,Somewhat concerned,0.46879,2925,6119,0.45628,0.48129
2008,No migration background,Rural regions,Not concerned at all,0.22996,1474,6119,0.21941,0.24050
2008,Direct migration background,Urban regions,Very concerned,0.16428,256,1540,0.14576,0.18279
2008,Direct migration background,Urban regions,Somewhat concerned,0.43521,647,1540,0.41044,0.45998
2008,Direct migration background,Urban regions,Not concerned at all,0.40052,637,1540,0.37603,0.42500
2008,Direct migration background,Rural regions,Very concerned,0.17281,66,345,0.13285,0.21276
2008,Direct migration background,Rural regions,Somewhat concerned,0.46429,165,345,0.41159,0.51699
2008,Direct migration background,Rural regions,Not concerned at all,0.36290,114,345,0.31209,0.41372
2008,Indirect migration background,Urban regions,Very concerned,0.19796,126,651,0.16733,0.22860
2008,Indirect migration background,Urban regions,Somewhat concerned,0.46045,299,651,0.42213,0.49877
2008,Indirect migration background,Urban regions,Not concerned at all,0.34159,226,651,0.30513,0.37805
2008,Indirect migration background,Rural regions,Somewhat concerned,0.38862,44,83,0.28312,0.49413
2008,Indirect migration background,Rural regions,Not concerned at all,0.34589,39,83,0.24293,0.44884
2009,No migration background,Urban regions,Very concerned,0.23337,2115,9730,0.22496,0.24177
2009,No migration background,Urban regions,Somewhat concerned,0.41325,4035,9730,0.40347,0.42304
2009,No migration background,Urban regions,Not concerned at all,0.35338,3580,9730,0.34388,0.36288
2009,No migration background,Rural regions,Very concerned,0.24808,1368,5828,0.23699,0.25917
2009,No migration background,Rural regions,Somewhat concerned,0.46982,2753,5828,0.45701,0.48264
2009,No migration background,Rural regions,Not concerned at all,0.28210,1707,5828,0.27055,0.29366
2009,Direct migration background,Urban regions,Very concerned,0.15052,184,1333,0.13131,0.16972
2009,Direct migration background,Urban regions,Somewhat concerned,0.42594,558,1333,0.39939,0.45250
2009,Direct migration background,Urban regions,Not concerned at all,0.42354,591,1333,0.39701,0.45008
2009,Direct migration background,Rural regions,Very concerned,0.13695,47,313,0.09881,0.17510
2009,Direct migration background,Rural regions,Somewhat concerned,0.42589,153,313,0.37103,0.48076
2009,Direct migration background,Rural regions,Not concerned at all,0.43715,113,313,0.38211,0.49219
2009,Indirect migration background,Urban regions,Very concerned,0.15256,96,588,0.12347,0.18165
2009,Indirect migration background,Urban regions,Somewhat concerned,0.43805,241,588,0.39792,0.47819
2009,Indirect migration background,Urban regions,Not concerned at all,0.40938,251,588,0.36960,0.44916
2009,Indirect migration background,Rural regions,Somewhat concerned,0.51011,47,92,0.40740,0.61282
2009,Indirect migration background,Rural regions,Not concerned at all,0.30602,45,92,0.21133,0.40070
2010,No migration background,Urban regions,Very concerned,0.22203,2610,12353,0.21470,0.22936
2010,No migration background,Urban regions,Somewhat concerned,0.41060,4883,12353,0.40192,0.41927
2010,No migration background,Urban regions,Not concerned at all,0.36738,4860,12353,0.35887,0.37588
2010,No migration background,Rural regions,Very concerned,0.26089,1832,7420,0.25090,0.27089
2010,No migration background,Rural regions,Somewhat concerned,0.44747,3285,7420,0.43616,0.45879
2010,No migration background,Rural regions,Not concerned at all,0.29163,2303,7420,0.28129,0.30198
2010,Direct migration background,Urban regions,Very concerned,0.16769,356,2314,0.15246,0.18291
2010,Direct migration background,Urban regions,Somewhat concerned,0.41246,951,2314,0.39240,0.43252
2010,Direct migration background,Urban regions,Not concerned at all,0.41985,1007,2314,0.39974,0.43997
2010,Direct migration background,Rural regions,Very concerned,0.19245,95,625,0.16152,0.22338
2010,Direct migration background,Rural regions,Somewhat concerned,0.39932,280,625,0.36089,0.43775
2010,Direct migration background,Rural regions,Not concerned at all,0.40823,250,625,0.36966,0.44679
2010,Indirect migration background,Urban regions,Very concerned,0.19440,164,892,0.16842,0.22039
2010,Indirect migration background,Urban regions,Somewhat concerned,0.42268,358,892,0.39025,0.45512
2010,Indirect migration background,Urban regions,Not concerned at all,0.38291,370,892,0.35100,0.41483
2010,Indirect migration background,Rural regions,Very concerned,0.20313,39,190,0.14577,0.26049
2010,Indirect migration background,Rural regions,Somewhat concerned,0.36968,72,190,0.30086,0.43850
2010,Indirect migration background,Rural regions,Not concerned at all,0.42719,79,190,0.35666,0.49771
2011,No migration background,Urban regions,Very concerned,0.24085,2593,11076,0.23289,0.24881
2011,No migration background,Urban regions,Somewhat concerned,0.41385,4573,11076,0.40468,0.42303
2011,No migration background,Urban regions,Not concerned at all,0.34530,3910,11076,0.33644,0.35415
2011,No migration background,Rural regions,Very concerned,0.28291,1732,6621,0.27206,0.29376
2011,No migration background,Rural regions,Somewhat concerned,0.44222,2982,6621,0.43026,0.45419
2011,No migration background,Rural regions,Not concerned at all,0.27487,1907,6621,0.26411,0.28562
2011,Direct migration background,Urban regions,Very concerned,0.16408,245,1518,0.14544,0.18271
2011,Direct migration background,Urban regions,Somewhat concerned,0.44006,662,1518,0.41508,0.46504
2011,Direct migration background,Urban regions,Not concerned at all,0.39586,611,1518,0.37125,0.42047
2011,Direct migration background,Rural regions,Very concerned,0.16020,77,452,0.12635,0.19406
2011,Direct migration background,Rural regions,Somewhat concerned,0.46049,223,452,0.41449,0.50649
2011,Direct migration background,Rural regions,Not concerned at all,0.37931,152,452,0.33453,0.42409
2011,Indirect migration background,Urban regions,Very concerned,0.16353,105,651,0.13510,0.19196
2011,Indirect migration background,Urban regions,Somewhat concerned,0.41717,270,651,0.37926,0.45507
2011,Indirect migration background,Urban regions,Not concerned at all,0.41930,276,651,0.38137,0.45724
2011,Indirect migration background,Rural regions,Somewhat concerned,0.61653,69,109,0.52483,0.70823
2011,Indirect migration background,Rural regions,Not concerned at all,0.21040,40,109,0.13352,0.28727
2012,No migration background,Urban regions,Very concerned,0.19481,2046,10876,0.18737,0.20225
2012,No migration background,Urban regions,Somewhat concerned,0.38893,4223,10876,0.37977,0.39809
2012,No migration background,Urban regions,Not concerned at all,0.41626,4607,10876,0.40700,0.42553
2012,No migration background,Rural regions,Very concerned,0.21693,1336,6731,0.20708,0.22677
2012,No migration background,Rural regions,Somewhat concerned,0.43847,2956,6731,0.42661,0.45032
2012,No migration background,Rural regions,Not concerned at all,0.34461,2439,6731,0.33325,0.35596
2012,Direct migration background,Urban regions,Very concerned,0.14095,198,1484,0.12324,0.15866
2012,Direct migration background,Urban regions,Somewhat concerned,0.41331,604,1484,0.38825,0.43838
2012,Direct migration background,Urban regions,Not concerned at all,0.44574,682,1484,0.42044,0.47104
2012,Direct migration background,Rural regions,Very concerned,0.12629,71,494,0.09697,0.15561
2012,Direct migration background,Rural regions,Somewhat concerned,0.45322,222,494,0.40928,0.49716
2012,Direct migration background,Rural regions,Not concerned at all,0.42049,201,494,0.37691,0.46407
2012,Indirect migration background,Urban regions,Very concerned,0.12510,86,629,0.09922,0.15097
2012,Indirect migration background,Urban regions,Somewhat concerned,0.35756,212,629,0.32007,0.39504
2012,Indirect migration background,Urban regions,Not concerned at all,0.51734,331,629,0.47826,0.55643
2012,Indirect migration background,Rural regions,Somewhat concerned,0.52038,66,122,0.43137,0.60940
2012,Indirect migration background,Rural regions,Not concerned at all,0.30852,56,122,0.22622,0.39082
2013,No migration background,Urban regions,Very concerned,0.23022,2243,10134,0.22202,0.23842
2013,No migration background,Urban regions,Somewhat concerned,0.40545,4036,10134,0.39589,0.41501
2013,No migration background,Urban regions,Not concerned at all,0.36433,3855,10134,0.35496,0.37370
2013,No migration background,Rural regions,Very concerned,0.22748,1343,6200,0.21704,0.23791
2013,No migration background,Rural regions,Somewhat concerned,0.43987,2737,6200,0.42751,0.45223
2013,No migration background,Rural regions,Not concerned at all,0.33265,2120,6200,0.32092,0.34438
2013,Direct migration background,Urban regions,Very concerned,0.18131,227,1308,0.16042,0.20219
2013,Direct migration background,Urban regions,Somewhat concerned,0.39247,523,1308,0.36599,0.41894
2013,Direct migration background,Urban regions,Not concerned at all,0.42623,558,1308,0.39941,0.45304
2013,Direct migration background,Rural regions,Very concerned,0.17995,77,416,0.14299,0.21691
2013,Direct migration background,Rural regions,Somewhat concerned,0.38465,174,416,0.33785,0.43146
2013,Direct migration background,Rural regions,Not concerned at all,0.43540,165,416,0.38770,0.48310
2013,Indirect migration background,Urban regions,Very concerned,0.18402,104,560,0.15190,0.21614
2013,Indirect migration background,Urban regions,Somewhat concerned,0.34015,196,560,0.30087,0.37942
2013,Indirect migration background,Urban regions,Not concerned at all,0.47583,260,560,0.43443,0.51723
2013,Indirect migration background,Rural regions,Somewhat concerned,0.47381,61,110,0.38008,0.56755
2013,Indirect migration background,Rural regions,Not concerned at all,0.35436,49,110,0.26456,0.44415
2014,No migration background,Urban regions,Very concerned,0.26978,3147,12263,0.26192,0.27763
2014,No migration background,Urban regions,Somewhat concerned,0.39863,4915,12263,0.38997,0.40730
2014,No migration background,Urban regions,Not concerned at all,0.33159,4201,12263,0.32326,0.33992
2014,No migration background,Rural regions,Very concerned,0.27498,2096,7744,0.26503,0.28492
2014,No migration background,Rural regions,Somewhat concerned,0.44170,3371,7744,0.43064,0.45276
2014,No migration background,Rural regions,Not concerned at all,0.28332,2277,7744,0.27329,0.29336
2014,Direct migration background,Urban regions,Very concerned,0.19911,829,3909,0.18659,0.21163
2014,Direct migration background,Urban regions,Somewhat concerned,0.44240,1770,3909,0.42683,0.45797
2014,Direct migration background,Urban regions,Not concerned at all,0.35849,1310,3909,0.34345,0.37352
2014,Direct migration background,Rural regions,Very concerned,0.22866,293,1305,0.20586,0.25145
2014,Direct migration background,Rural regions,Somewhat concerned,0.40641,590,1305,0.37975,0.43307
2014,Direct migration background,Rural regions,Not concerned at all,0.36494,422,1305,0.33881,0.39107
2014,Indirect migration background,Urban regions,Very concerned,0.25443,338,1377,0.23142,0.27744
2014,Indirect migration background,Urban regions,Somewhat concerned,0.39261,525,1377,0.36681,0.41841
2014,Indirect migration background,Urban regions,Not concerned at all,0.35296,514,1377,0.32771,0.37821
2014,Indirect migration background,Rural regions,Very concerned,0.24792,76,307,0.19954,0.29631
2014,Indirect migration background,Rural regions,Somewhat concerned,0.39606,125,307,0.34127,0.45086
2014,Indirect migration background,Rural regions,Not concerned at all,0.35601,106,307,0.30236,0.40966
2015,No migration background,Urban regions,Very concerned,0.31852,3556,11544,0.31002,0.32702
2015,No migration background,Urban regions,Somewhat concerned,0.41162,4783,11544,0.40264,0.42060
2015,No migration background,Urban regions,Not concerned at all,0.26986,3205,11544,0.26176,0.27796
2015,No migration background,Rural regions,Very concerned,0.36561,2596,7340,0.35459,0.37663
2015,No migration background,Rural regions,Somewhat concerned,0.42775,3143,7340,0.41643,0.43906
2015,No migration background,Rural regions,Not concerned at all,0.20665,1601,7340,0.19738,0.21591
2015,Direct migration background,Urban regions,Very concerned,0.28260,947,3306,0.26724,0.29795
2015,Direct migration background,Urban regions,Somewhat concerned,0.42623,1449,3306,0.40937,0.44309
2015,Direct migration background,Urban regions,Not concerned at all,0.29118,910,3306,0.27569,0.30667
2015,Direct migration background,Rural regions,Very concerned,0.31747,353,1116,0.29015,0.34479
2015,Direct migration background,Rural regions,Somewhat concerned,0.42643,499,1116,0.39740,0.45546
2015,Direct migration background,Rural regions,Not concerned at all,0.25610,264,1116,0.23048,0.28172
2015,Indirect migration background,Urban regions,Very concerned,0.27240,329,1243,0.24764,0.29716
2015,Indirect migration background,Urban regions,Somewhat concerned,0.39820,525,1243,0.37098,0.42543
2015,Indirect migration background,Urban regions,Not concerned at all,0.32940,389,1243,0.30326,0.35554
2015,Indirect migration background,Rural regions,Very concerned,0.27362,91,291,0.22231,0.32493
2015,Indirect migration background,Rural regions,Somewhat concerned,0.46871,122,291,0.41128,0.52615
2015,Indirect migration background,Rural regions,Not concerned at all,0.25767,78,291,0.20733,0.30800
2016,No migration background,Urban regions,Very concerned,0.45222,4681,10810,0.44284,0.46161
2016,No migration background,Urban regions,Somewhat concerned,0.39109,4276,10810,0.38189,0.40029
2016,No migration background,Urban regions,Not concerned at all,0.15669,1853,10810,0.14984,0.16354
2016,No migration background,Rural regions,Very concerned,0.51983,3459,6865,0.50801,0.53165
2016,No migration background,Rural regions,Somewhat concerned,0.36095,2513,6865,0.34959,0.37231
2016,No migration background,Rural regions,Not concerned at all,0.11922,893,6865,0.11155,0.12688
2016,Direct migration background,Urban regions,Very concerned,0.41788,1487,3633,0.40184,0.43392
2016,Direct migration background,Urban regions,Somewhat concerned,0.41472,1532,3633,0.39870,0.43075
2016,Direct migration background,Urban regions,Not concerned at all,0.16740,614,3633,0.15526,0.17954
2016,Direct migration background,Rural regions,Very concerned,0.41751,557,1275,0.39043,0.44459
2016,Direct migration background,Rural regions,Somewhat concerned,0.37259,489,1275,0.34604,0.39914
2016,Direct migration background,Rural regions,Not concerned at all,0.20990,229,1275,0.18754,0.23226
2016,Indirect migration background,Urban regions,Very concerned,0.31505,414,1159,0.28829,0.34180
2016,Indirect migration background,Urban regions,Somewhat concerned,0.45136,484,1159,0.42270,0.48002
2016,Indirect migration background,Urban regions,Not concerned at all,0.23359,261,1159,0.20922,0.25796
2016,Indirect migration background,Rural regions,Very concerned,0.34640,119,289,0.29144,0.40135
2016,Indirect migration background,Rural regions,Somewhat concerned,0.46608,112,289,0.40847,0.52370
2016,Indirect migration background,Rural regions,Not concerned at all,0.18752,58,289,0.14244,0.23260
2017,No migration background,Urban regions,Very concerned,0.36613,4258,12230,0.35759,0.37467
2017,No migration background,Urban regions,Somewhat concerned,0.42739,5273,12230,0.41862,0.43616
2017,No migration background,Urban regions,Not concerned at all,0.20648,2699,12230,0.19931,0.21366
2017,No migration background,Rural regions,Very concerned,0.43495,3300,7772,0.42393,0.44597
2017,No migration background,Rural regions,Somewhat concerned,0.41573,3235,7772,0.40478,0.42669
2017,No migration background,Rural regions,Not concerned at all,0.14932,1237,7772,0.14139,0.15724
2017,Direct migration background,Urban regions,Very concerned,0.34756,1250,3524,0.33184,0.36329
2017,Direct migration background,Urban regions,Somewhat concerned,0.44927,1603,3524,0.43285,0.46570
2017,Direct migration background,Urban regions,Not concerned at all,0.20316,671,3524,0.18988,0.21645
2017,Direct migration background,Rural regions,Very concerned,0.36142,479,1243,0.33470,0.38813
2017,Direct migration background,Rural regions,Somewhat concerned,0.41450,515,1243,0.38710,0.44190
2017,Direct migration background,Rural regions,Not concerned at all,0.22408,249,1243,0.20089,0.24727
2017,Indirect migration background,Urban regions,Very concerned,0.29501,406,1330,0.27049,0.31953
2017,Indirect migration background,Urban regions,Somewhat concerned,0.42615,565,1330,0.39956,0.45274
