"plj0046","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","2000","Realschule","direkter Migrationshintergrund","76","0.31941390350461","0.261961754925839","0.376866052083381"
"Keine Sorgen","2000","Realschule","indirekter Migrationshintergrund","73","0.323016300361669","0.262317236550684","0.383715364172653"
"Keine Sorgen","2000","Realschule","kein Migrationshintergrund","1038","0.18929580249409","0.179172957034004","0.199418647954177"
"Einige Sorgen","2001","(Fach-)Abitur","direkter Migrationshintergrund","202","0.408596447711935","0.363228505844894","0.453964389578977"
"Einige Sorgen","2001","(Fach-)Abitur","indirekter Migrationshintergrund","51","0.46046114398377","0.371281583946654","0.549640704020886"
"Einige Sorgen","2001","(Fach-)Abitur","kein Migrationshintergrund","723","0.451339231296128","0.427196215970152","0.475482246622105"
"Einige Sorgen","2001","(noch) kein Abschluss","direkter Migrationshintergrund","132","0.477049335078317","0.417691828925842","0.536406841230791"
"Einige Sorgen","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2001","(noch) kein Abschluss","kein Migrationshintergrund","226","0.436076949539372","0.392996454139504","0.47915744493924"
"Einige Sorgen","2001","AkademikerIn","direkter Migrationshintergrund","147","0.426606763636445","0.3751581038911","0.478055423381791"
"Einige Sorgen","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2001","AkademikerIn","kein Migrationshintergrund","1346","0.434193824897613","0.41675998908658","0.451627660708645"
"Einige Sorgen","2001","Hauptschule","direkter Migrationshintergrund","718","0.451425774376654","0.426579707670196","0.476271841083113"
"Einige Sorgen","2001","Hauptschule","indirekter Migrationshintergrund","144","0.496768711440365","0.439713145433873","0.553824277446857"
"Einige Sorgen","2001","Hauptschule","kein Migrationshintergrund","3729","0.501351053315141","0.489996566175843","0.512705540454439"
"Einige Sorgen","2001","Realschule","direkter Migrationshintergrund","103","0.458432816829011","0.393756588291526","0.523109045366496"
"Einige Sorgen","2001","Realschule","indirekter Migrationshintergrund","87","0.419563566610873","0.351341278832968","0.487785854388777"
"Einige Sorgen","2001","Realschule","kein Migrationshintergrund","2586","0.4853433319408","0.471888028637702","0.498798635243898"
"Grosse Sorgen","2001","(Fach-)Abitur","direkter Migrationshintergrund","60","0.121496341789838","0.0913445442655565","0.15164813931412"
"Grosse Sorgen","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","(Fach-)Abitur","kein Migrationshintergrund","297","0.173053797505075","0.154700368789526","0.191407226220625"
"Grosse Sorgen","2001","(noch) kein Abschluss","direkter Migrationshintergrund","37","0.136843201137379","0.0959999693209897","0.177686432953768"
"Grosse Sorgen","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","(noch) kein Abschluss","kein Migrationshintergrund","86","0.190991849433529","0.156843236698208","0.22514046216885"
"Grosse Sorgen","2001","AkademikerIn","direkter Migrationshintergrund","45","0.121790614271935","0.08777017929654","0.15581104924733"
"Grosse Sorgen","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","AkademikerIn","kein Migrationshintergrund","471","0.145705964319841","0.13329631123986","0.158115617399823"
"Grosse Sorgen","2001","Hauptschule","direkter Migrationshintergrund","274","0.177895651600343","0.158801827797434","0.196989475403253"
"Grosse Sorgen","2001","Hauptschule","indirekter Migrationshintergrund","53","0.194386967923999","0.14922905130416","0.239544884543837"
"Grosse Sorgen","2001","Hauptschule","kein Migrationshintergrund","2324","0.310295720870285","0.299790179015129","0.32080126272544"
"Grosse Sorgen","2001","Realschule","direkter Migrationshintergrund","43","0.192229144754425","0.141080471365772","0.243377818143079"
"Grosse Sorgen","2001","Realschule","indirekter Migrationshintergrund","39","0.182071678504846","0.128722359090877","0.235420997918816"
"Grosse Sorgen","2001","Realschule","kein Migrationshintergrund","1533","0.28094468796275","0.268844232481244","0.293045143444256"
"Keine Sorgen","2001","(Fach-)Abitur","direkter Migrationshintergrund","189","0.469907210498226","0.423845313158263","0.51596910783819"
"Keine Sorgen","2001","(Fach-)Abitur","indirekter Migrationshintergrund","50","0.403045880548186","0.315284148037126","0.490807613059246"
"Keine Sorgen","2001","(Fach-)Abitur","kein Migrationshintergrund","612","0.375606971198796","0.352111516256993","0.3991024261406"
"Keine Sorgen","2001","(noch) kein Abschluss","direkter Migrationshintergrund","103","0.386107463784305","0.32824939757874","0.443965529989869"
"Keine Sorgen","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","36","0.454381093045997","0.342438303140141","0.566323882951853"
"Keine Sorgen","2001","(noch) kein Abschluss","kein Migrationshintergrund","197","0.372931201027099","0.330920381286576","0.414942020767621"
"Keine Sorgen","2001","AkademikerIn","direkter Migrationshintergrund","163","0.45160262209162","0.399834808054751","0.503370436128489"
"Keine Sorgen","2001","AkademikerIn","indirekter Migrationshintergrund","31","0.618934422020167","0.49173760138313","0.746131242657205"
"Keine Sorgen","2001","AkademikerIn","kein Migrationshintergrund","1288","0.420100210782546","0.402739391595455","0.437461029969637"
"Keine Sorgen","2001","Hauptschule","direkter Migrationshintergrund","549","0.370678574023002","0.346563879071289","0.394793268974716"
"Keine Sorgen","2001","Hauptschule","indirekter Migrationshintergrund","98","0.308844320635636","0.256121961723473","0.3615666795478"
"Keine Sorgen","2001","Hauptschule","kein Migrationshintergrund","1396","0.188353225814574","0.179474121288357","0.197232330340792"
"Keine Sorgen","2001","Realschule","direkter Migrationshintergrund","82","0.349338038416564","0.287453619801218","0.411222457031909"
"Keine Sorgen","2001","Realschule","indirekter Migrationshintergrund","75","0.398364754884281","0.330685253389139","0.466044256379423"
"Keine Sorgen","2001","Realschule","kein Migrationshintergrund","1181","0.23371198009645","0.222318755425324","0.245105204767576"
"Einige Sorgen","2002","(Fach-)Abitur","direkter Migrationshintergrund","197","0.428502884090661","0.381891925026858","0.475113843154465"
"Einige Sorgen","2002","(Fach-)Abitur","indirekter Migrationshintergrund","59","0.42013694867482","0.334962095691876","0.505311801657765"
"Einige Sorgen","2002","(Fach-)Abitur","kein Migrationshintergrund","855","0.436530023231362","0.414069407803001","0.458990638659722"
"Einige Sorgen","2002","(noch) kein Abschluss","direkter Migrationshintergrund","118","0.446344558949669","0.38533007963421","0.507359038265129"
"Einige Sorgen","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","37","0.476290137202128","0.37073483923291","0.581845435171345"
"Einige Sorgen","2002","(noch) kein Abschluss","kein Migrationshintergrund","235","0.426919861863793","0.38554440737095","0.468295316356635"
"Einige Sorgen","2002","AkademikerIn","direkter Migrationshintergrund","184","0.486372380777927","0.436639815057131","0.536104946498724"
"Einige Sorgen","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2002","AkademikerIn","kein Migrationshintergrund","1825","0.45166336906752","0.43639862716582","0.466928110969219"
"Einige Sorgen","2002","Hauptschule","direkter Migrationshintergrund","713","0.486512660090724","0.460470211570354","0.512555108611094"
"Einige Sorgen","2002","Hauptschule","indirekter Migrationshintergrund","119","0.512601493688318","0.451491314103435","0.573711673273201"
"Einige Sorgen","2002","Hauptschule","kein Migrationshintergrund","3563","0.493114399678792","0.481525178221903","0.504703621135681"
"Einige Sorgen","2002","Realschule","direkter Migrationshintergrund","106","0.459171934720851","0.394345454750664","0.523998414691037"
"Einige Sorgen","2002","Realschule","indirekter Migrationshintergrund","107","0.475742956004734","0.407709702742558","0.54377620926691"
"Einige Sorgen","2002","Realschule","kein Migrationshintergrund","2618","0.467818885789898","0.454660886445755","0.480976885134041"
"Grosse Sorgen","2002","(Fach-)Abitur","direkter Migrationshintergrund","70","0.158662609330718","0.12424929240238","0.193075926259056"
"Grosse Sorgen","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","(Fach-)Abitur","kein Migrationshintergrund","332","0.18709952093108","0.169437750729812","0.204761291132347"
"Grosse Sorgen","2002","(noch) kein Abschluss","direkter Migrationshintergrund","40","0.176532122279172","0.129735640518473","0.223328604039872"
"Grosse Sorgen","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","(noch) kein Abschluss","kein Migrationshintergrund","113","0.237130081337806","0.201552166678685","0.272707995996927"
"Grosse Sorgen","2002","AkademikerIn","direkter Migrationshintergrund","54","0.121697002252837","0.089166231664179","0.154227772841494"
"Grosse Sorgen","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","AkademikerIn","kein Migrationshintergrund","675","0.174088266681906","0.16245745645502","0.185719076908793"
"Grosse Sorgen","2002","Hauptschule","direkter Migrationshintergrund","275","0.214324438948079","0.192943472056098","0.235705405840061"
"Grosse Sorgen","2002","Hauptschule","indirekter Migrationshintergrund","49","0.192111306503469","0.143946063335873","0.240276549671064"
"Grosse Sorgen","2002","Hauptschule","kein Migrationshintergrund","2561","0.363833889769554","0.3526816452737","0.374986134265409"
"Grosse Sorgen","2002","Realschule","direkter Migrationshintergrund","56","0.252739442144738","0.196205703920311","0.309273180369165"
"Grosse Sorgen","2002","Realschule","indirekter Migrationshintergrund","39","0.234375787803556","0.176668970775875","0.292082604831236"
"Grosse Sorgen","2002","Realschule","kein Migrationshintergrund","1812","0.335561224442254","0.323109353066292","0.348013095818216"
"Keine Sorgen","2002","(Fach-)Abitur","direkter Migrationshintergrund","166","0.41283450657862","0.36646073691479","0.459208276242451"
"Keine Sorgen","2002","(Fach-)Abitur","indirekter Migrationshintergrund","57","0.467394587858253","0.381295636278557","0.553493539437949"
"Keine Sorgen","2002","(Fach-)Abitur","kein Migrationshintergrund","686","0.376370455837559","0.354429764611173","0.398311147063944"
"Keine Sorgen","2002","(noch) kein Abschluss","direkter Migrationshintergrund","97","0.377123318771158","0.317636501897278","0.436610135645038"
"Keine Sorgen","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.381404186078467","0.278745646558819","0.484062725598114"
"Keine Sorgen","2002","(noch) kein Abschluss","kein Migrationshintergrund","201","0.335950056798402","0.296440728145258","0.375459385451545"
"Keine Sorgen","2002","AkademikerIn","direkter Migrationshintergrund","150","0.391930616969236","0.343355551771659","0.440505682166813"
"Keine Sorgen","2002","AkademikerIn","indirekter Migrationshintergrund","33","0.445490109908858","0.323722498851564","0.567257720966152"
"Keine Sorgen","2002","AkademikerIn","kein Migrationshintergrund","1583","0.374248364250574","0.359404760469628","0.38909196803152"
"Keine Sorgen","2002","Hauptschule","direkter Migrationshintergrund","427","0.299162900961197","0.27530499729332","0.323020804629073"
"Keine Sorgen","2002","Hauptschule","indirekter Migrationshintergrund","89","0.295287199808213","0.239516008671312","0.351058390945115"
"Keine Sorgen","2002","Hauptschule","kein Migrationshintergrund","1025","0.143051710551654","0.134935575253271","0.151167845850036"
"Keine Sorgen","2002","Realschule","direkter Migrationshintergrund","65","0.288088623134411","0.229175617112627","0.347001629156196"
"Keine Sorgen","2002","Realschule","indirekter Migrationshintergrund","61","0.28988125619171","0.228074140993568","0.351688371389852"
"Keine Sorgen","2002","Realschule","kein Migrationshintergrund","1094","0.196619889767848","0.186139063600595","0.207100715935102"
"Einige Sorgen","2003","(Fach-)Abitur","direkter Migrationshintergrund","160","0.377843558253159","0.330329305056737","0.42535781144958"
"Einige Sorgen","2003","(Fach-)Abitur","indirekter Migrationshintergrund","70","0.538781343481067","0.454378826209171","0.623183860752962"
"Einige Sorgen","2003","(Fach-)Abitur","kein Migrationshintergrund","824","0.444079555217447","0.421468915662559","0.466690194772336"
"Einige Sorgen","2003","(noch) kein Abschluss","direkter Migrationshintergrund","95","0.445465174873031","0.381232580360055","0.509697769386008"
"Einige Sorgen","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.365453158401848","0.259263493928569","0.471642822875126"
"Einige Sorgen","2003","(noch) kein Abschluss","kein Migrationshintergrund","234","0.383742354368575","0.344028880546403","0.423455828190746"
"Einige Sorgen","2003","AkademikerIn","direkter Migrationshintergrund","161","0.44400837867319","0.392754799785627","0.495261957560753"
"Einige Sorgen","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2003","AkademikerIn","kein Migrationshintergrund","1738","0.45565986814392","0.440037432162016","0.471282304125823"
"Einige Sorgen","2003","Hauptschule","direkter Migrationshintergrund","665","0.495713368606955","0.468913267612967","0.522513469600942"
"Einige Sorgen","2003","Hauptschule","indirekter Migrationshintergrund","113","0.424298494483276","0.363517799629208","0.485079189337345"
"Einige Sorgen","2003","Hauptschule","kein Migrationshintergrund","3322","0.479714605590557","0.467828996176546","0.491600215004568"
"Einige Sorgen","2003","Realschule","direkter Migrationshintergrund","96","0.401124474676138","0.334834736035747","0.46741421331653"
"Einige Sorgen","2003","Realschule","indirekter Migrationshintergrund","98","0.446602330528914","0.377530540951172","0.515674120106656"
"Einige Sorgen","2003","Realschule","kein Migrationshintergrund","2566","0.482648387263292","0.469240865398659","0.496055909127925"
"Grosse Sorgen","2003","(Fach-)Abitur","direkter Migrationshintergrund","56","0.141454272947118","0.10730292527921","0.175605620615026"
"Grosse Sorgen","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2003","(Fach-)Abitur","kein Migrationshintergrund","342","0.191309163836087","0.173409895379154","0.20920843229302"
"Grosse Sorgen","2003","(noch) kein Abschluss","direkter Migrationshintergrund","40","0.156371931546622","0.109432364040846","0.203311499052398"
"Grosse Sorgen","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2003","(noch) kein Abschluss","kein Migrationshintergrund","104","0.24629785053582","0.211112082351888","0.281483618719752"
"Grosse Sorgen","2003","AkademikerIn","direkter Migrationshintergrund","47","0.137902051294388","0.102334156635651","0.173469945953125"
"Grosse Sorgen","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2003","AkademikerIn","kein Migrationshintergrund","578","0.154925961988232","0.143575784126852","0.166276139849613"
"Grosse Sorgen","2003","Hauptschule","direkter Migrationshintergrund","239","0.178470067877187","0.157945369789031","0.198994765965343"
"Grosse Sorgen","2003","Hauptschule","indirekter Migrationshintergrund","53","0.227395913524918","0.175849190507602","0.278942636542234"
"Grosse Sorgen","2003","Hauptschule","kein Migrationshintergrund","2273","0.349493769246686","0.338150072299854","0.360837466193518"
"Grosse Sorgen","2003","Realschule","direkter Migrationshintergrund","47","0.257949195778614","0.198776364081629","0.317122027475599"
"Grosse Sorgen","2003","Realschule","indirekter Migrationshintergrund","35","0.207423793118704","0.151089693933868","0.26375789230354"
"Grosse Sorgen","2003","Realschule","kein Migrationshintergrund","1603","0.303165966322619","0.290833637951664","0.315498294693573"
"Keine Sorgen","2003","(Fach-)Abitur","direkter Migrationshintergrund","184","0.480702168799723","0.431739577933082","0.529664759666364"
"Keine Sorgen","2003","(Fach-)Abitur","indirekter Migrationshintergrund","50","0.339622452380447","0.259438023874291","0.419806880886602"
"Keine Sorgen","2003","(Fach-)Abitur","kein Migrationshintergrund","689","0.364611280946466","0.342707911186539","0.386514650706393"
"Keine Sorgen","2003","(noch) kein Abschluss","direkter Migrationshintergrund","95","0.398162893580347","0.334899272656035","0.46142651450466"
"Keine Sorgen","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","34","0.412055856578938","0.303518153829465","0.520593559328412"
"Keine Sorgen","2003","(noch) kein Abschluss","kein Migrationshintergrund","238","0.369959795095605","0.330532385331031","0.409387204860179"
"Keine Sorgen","2003","AkademikerIn","direkter Migrationshintergrund","153","0.418089570032422","0.36720838383501","0.468970756229834"
"Keine Sorgen","2003","AkademikerIn","indirekter Migrationshintergrund","34","0.538756155295396","0.414672762291147","0.662839548299646"
"Keine Sorgen","2003","AkademikerIn","kein Migrationshintergrund","1588","0.389414169867848","0.374118361905274","0.404709977830422"
"Keine Sorgen","2003","Hauptschule","direkter Migrationshintergrund","433","0.325816563515858","0.300694344007893","0.350938783023824"
"Keine Sorgen","2003","Hauptschule","indirekter Migrationshintergrund","88","0.348305591991806","0.289714248901167","0.406896935082444"
"Keine Sorgen","2003","Hauptschule","kein Migrationshintergrund","1192","0.170791625162757","0.161838507505113","0.179744742820401"
"Keine Sorgen","2003","Realschule","direkter Migrationshintergrund","67","0.340926329545248","0.27681486525446","0.405037793836035"
"Keine Sorgen","2003","Realschule","indirekter Migrationshintergrund","66","0.345973876352382","0.279883115077147","0.412064637627616"
"Keine Sorgen","2003","Realschule","kein Migrationshintergrund","1167","0.214185646414089","0.20317797794568","0.225193314882498"
"Einige Sorgen","2004","(Fach-)Abitur","direkter Migrationshintergrund","190","0.462270272438458","0.412788437794323","0.511752107082593"
"Einige Sorgen","2004","(Fach-)Abitur","indirekter Migrationshintergrund","63","0.432009702607379","0.350246904869664","0.513772500345093"
"Einige Sorgen","2004","(Fach-)Abitur","kein Migrationshintergrund","839","0.449495653615955","0.426815800789201","0.472175506442709"
"Einige Sorgen","2004","(noch) kein Abschluss","direkter Migrationshintergrund","96","0.389500832939842","0.327021426426931","0.451980239452752"
"Einige Sorgen","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","40","0.428578837655368","0.32518366175127","0.531974013559467"
"Einige Sorgen","2004","(noch) kein Abschluss","kein Migrationshintergrund","238","0.380899058082452","0.341138134686509","0.420659981478395"
"Einige Sorgen","2004","AkademikerIn","direkter Migrationshintergrund","171","0.481260914942609","0.429212052518387","0.533309777366831"
