year,regtyp,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Rural regions,Not concerned at all,0.30521,2632,8235,0.29526,0.31515
2011,Urban regions,Very concerned,0.22650,2943,13245,0.21937,0.23363
2011,Urban regions,Somewhat concerned,0.41765,5505,13245,0.40925,0.42605
2011,Urban regions,Not concerned at all,0.35585,4797,13245,0.34770,0.36400
2011,Rural regions,Very concerned,0.26966,1838,7211,0.25941,0.27990
2011,Rural regions,Somewhat concerned,0.44776,3274,7211,0.43628,0.45924
2011,Rural regions,Not concerned at all,0.28258,2099,7211,0.27219,0.29298
2012,Urban regions,Very concerned,0.18346,2330,12989,0.17680,0.19012
2012,Urban regions,Somewhat concerned,0.39099,5039,12989,0.38260,0.39939
2012,Urban regions,Not concerned at all,0.42555,5620,12989,0.41704,0.43405
2012,Rural regions,Very concerned,0.20717,1431,7371,0.19791,0.21642
2012,Rural regions,Somewhat concerned,0.44174,3244,7371,0.43040,0.45308
2012,Rural regions,Not concerned at all,0.35109,2696,7371,0.34019,0.36199
2013,Urban regions,Very concerned,0.22372,2574,12002,0.21626,0.23117
2013,Urban regions,Somewhat concerned,0.40199,4755,12002,0.39322,0.41076
2013,Urban regions,Not concerned at all,0.37429,4673,12002,0.36564,0.38295
2013,Rural regions,Very concerned,0.22376,1445,6751,0.21382,0.23371
2013,Rural regions,Somewhat concerned,0.43731,2972,6751,0.42548,0.44914
2013,Rural regions,Not concerned at all,0.33893,2334,6751,0.32763,0.35022
2014,Urban regions,Very concerned,0.25727,4314,17549,0.25080,0.26374
2014,Urban regions,Somewhat concerned,0.40544,7210,17549,0.39818,0.41271
2014,Urban regions,Not concerned at all,0.33728,6025,17549,0.33029,0.34428
2014,Rural regions,Very concerned,0.26993,2465,9356,0.26093,0.27893
2014,Rural regions,Somewhat concerned,0.43721,4086,9356,0.42716,0.44727
2014,Rural regions,Not concerned at all,0.29286,2805,9356,0.28363,0.30208
2015,Urban regions,Very concerned,0.31024,4832,16093,0.30310,0.31739
2015,Urban regions,Somewhat concerned,0.41304,6757,16093,0.40543,0.42065
2015,Urban regions,Not concerned at all,0.27672,4504,16093,0.26980,0.28363
2015,Rural regions,Very concerned,0.35910,3040,8747,0.34905,0.36916
2015,Rural regions,Somewhat concerned,0.42871,3764,8747,0.41833,0.43908
2015,Rural regions,Not concerned at all,0.21219,1943,8747,0.20362,0.22076
2016,Urban regions,Very concerned,0.43754,6582,15602,0.42976,0.44533
2016,Urban regions,Somewhat concerned,0.39899,6292,15602,0.39131,0.40668
2016,Urban regions,Not concerned at all,0.16346,2728,15602,0.15766,0.16927
2016,Rural regions,Very concerned,0.50514,4135,8429,0.49447,0.51581
2016,Rural regions,Somewhat concerned,0.36493,3114,8429,0.35465,0.37521
2016,Rural regions,Not concerned at all,0.12993,1180,8429,0.12275,0.13711
2017,Urban regions,Very concerned,0.35805,5914,17084,0.35086,0.36524
2017,Urban regions,Somewhat concerned,0.43106,7441,17084,0.42363,0.43848
2017,Urban regions,Not concerned at all,0.21089,3729,17084,0.20478,0.21701
2017,Rural regions,Very concerned,0.42367,3867,9297,0.41362,0.43371
2017,Rural regions,Somewhat concerned,0.41736,3873,9297,0.40733,0.42738
2017,Rural regions,Not concerned at all,0.15898,1557,9297,0.15154,0.16641
2018,Urban regions,Very concerned,0.28931,4676,16629,0.28241,0.29620
2018,Urban regions,Somewhat concerned,0.43812,7203,16629,0.43058,0.44566
2018,Urban regions,Not concerned at all,0.27257,4750,16629,0.26581,0.27934
2018,Rural regions,Very concerned,0.35927,3059,8895,0.34930,0.36924
2018,Rural regions,Somewhat concerned,0.42719,3925,8895,0.41691,0.43747
2018,Rural regions,Not concerned at all,0.21354,1911,8895,0.20502,0.22206
2019,No answer / don't know,Very concerned,0.14154,78,551,0.11240,0.17067
2019,No answer / don't know,Somewhat concerned,0.35102,188,551,0.31113,0.39091
2019,No answer / don't know,Not concerned at all,0.50745,285,551,0.46566,0.54923
2019,Urban regions,Very concerned,0.27150,4220,16301,0.26467,0.27833
2019,Urban regions,Somewhat concerned,0.43805,7049,16301,0.43044,0.44567
2019,Urban regions,Not concerned at all,0.29045,5032,16301,0.28348,0.29742
2019,Rural regions,Very concerned,0.33538,2867,8720,0.32547,0.34529
2019,Rural regions,Somewhat concerned,0.43604,3790,8720,0.42563,0.44645
2019,Rural regions,Not concerned at all,0.22858,2063,8720,0.21977,0.23740
2020,Urban regions,Very concerned,0.23683,3587,16936,0.23043,0.24324
2020,Urban regions,Somewhat concerned,0.40710,6718,16936,0.39970,0.41450
2020,Urban regions,Not concerned at all,0.35607,6631,16936,0.34885,0.36328
2020,Rural regions,Very concerned,0.30657,2455,8540,0.29679,0.31635
2020,Rural regions,Somewhat concerned,0.42332,3518,8540,0.41284,0.43380
2020,Rural regions,Not concerned at all,0.27011,2567,8540,0.26069,0.27953
2021,Urban regions,Very concerned,0.21304,2072,11343,0.20550,0.22058
2021,Urban regions,Somewhat concerned,0.37367,4211,11343,0.36476,0.38257
2021,Urban regions,Not concerned at all,0.41329,5060,11343,0.40423,0.42236
2021,Rural regions,Very concerned,0.28181,1470,5756,0.27019,0.29343
2021,Rural regions,Somewhat concerned,0.41572,2359,5756,0.40299,0.42845
2021,Rural regions,Not concerned at all,0.30247,1927,5756,0.29060,0.31434
2022,Urban regions,Very concerned,0.21106,3375,17617,0.20503,0.21708
2022,Urban regions,Somewhat concerned,0.38986,6744,17617,0.38266,0.39706
2022,Urban regions,Not concerned at all,0.39908,7498,17617,0.39185,0.40632
2022,Rural regions,Very concerned,0.31635,2572,8363,0.30638,0.32632
2022,Rural regions,Somewhat concerned,0.39839,3259,8363,0.38790,0.40889
2022,Rural regions,Not concerned at all,0.28526,2532,8363,0.27558,0.29494
