year,regtyp,sampreg,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Rural regions,West,Somewhat concerned,0.50701,1920,3852,0.49121,0.52280
2001,Rural regions,West,Not concerned at all,0.21439,892,3852,0.20143,0.22735
2001,Rural regions,East,Very concerned,0.29233,1058,3659,0.27759,0.30707
2001,Rural regions,East,Somewhat concerned,0.47806,1794,3659,0.46187,0.49425
2001,Rural regions,East,Not concerned at all,0.22961,807,3659,0.21598,0.24324
2002,Urban regions,West,Very concerned,0.26790,3288,13412,0.26041,0.27540
2002,Urban regions,West,Somewhat concerned,0.46554,6282,13412,0.45709,0.47398
2002,Urban regions,West,Not concerned at all,0.26656,3842,13412,0.25908,0.27404
2002,Urban regions,East,Very concerned,0.30242,516,1757,0.28093,0.32390
2002,Urban regions,East,Somewhat concerned,0.45200,790,1757,0.42873,0.47528
2002,Urban regions,East,Not concerned at all,0.24558,451,1757,0.22545,0.26571
2002,Rural regions,West,Very concerned,0.31334,1170,4033,0.29902,0.32766
2002,Rural regions,West,Somewhat concerned,0.50025,2000,4033,0.48482,0.51568
2002,Rural regions,West,Not concerned at all,0.18641,863,4033,0.17439,0.19843
2002,Rural regions,East,Very concerned,0.34096,1174,3628,0.32553,0.35639
2002,Rural regions,East,Somewhat concerned,0.47384,1774,3628,0.45759,0.49009
2002,Rural regions,East,Not concerned at all,0.18521,680,3628,0.17256,0.19785
2003,Urban regions,West,Very concerned,0.25791,3027,12880,0.25036,0.26547
2003,Urban regions,West,Somewhat concerned,0.45138,5839,12880,0.44279,0.45998
2003,Urban regions,West,Not concerned at all,0.29071,4014,12880,0.28286,0.29855
2003,Urban regions,East,Very concerned,0.24951,429,1757,0.22927,0.26975
2003,Urban regions,East,Somewhat concerned,0.45265,798,1757,0.42937,0.47593
2003,Urban regions,East,Not concerned at all,0.29784,530,1757,0.27645,0.31923
2003,Rural regions,West,Very concerned,0.29105,1038,3788,0.27659,0.30552
2003,Rural regions,West,Somewhat concerned,0.50101,1868,3788,0.48509,0.51694
2003,Rural regions,West,Not concerned at all,0.20793,882,3788,0.19500,0.22086
2003,Rural regions,East,Very concerned,0.30349,1020,3558,0.28838,0.31859
2003,Rural regions,East,Somewhat concerned,0.49811,1797,3558,0.48168,0.51454
2003,Rural regions,East,Not concerned at all,0.19840,741,3558,0.18530,0.21151
2004,Urban regions,West,Very concerned,0.32239,3709,12496,0.31420,0.33059
2004,Urban regions,West,Somewhat concerned,0.43930,5643,12496,0.43060,0.44801
2004,Urban regions,West,Not concerned at all,0.23830,3144,12496,0.23083,0.24577
2004,Urban regions,East,Very concerned,0.32903,567,1752,0.30702,0.35104
2004,Urban regions,East,Somewhat concerned,0.41730,741,1752,0.39420,0.44040
2004,Urban regions,East,Not concerned at all,0.25367,444,1752,0.23329,0.27405
2004,Rural regions,West,Very concerned,0.32824,1175,3744,0.31319,0.34328
2004,Rural regions,West,Somewhat concerned,0.47327,1732,3744,0.45728,0.48927
2004,Rural regions,West,Not concerned at all,0.19849,837,3744,0.18571,0.21127
2004,Rural regions,East,Very concerned,0.38175,1206,3441,0.36552,0.39799
2004,Rural regions,East,Somewhat concerned,0.44511,1603,3441,0.42850,0.46172
2004,Rural regions,East,Not concerned at all,0.17314,632,3441,0.16049,0.18578
2005,Urban regions,West,Very concerned,0.36996,4216,11976,0.36131,0.37861
2005,Urban regions,West,Somewhat concerned,0.42527,5233,11976,0.41642,0.43413
2005,Urban regions,West,Not concerned at all,0.20477,2527,11976,0.19754,0.21199
2005,Urban regions,East,Very concerned,0.37669,622,1695,0.35361,0.39976
2005,Urban regions,East,Somewhat concerned,0.42887,720,1695,0.40530,0.45244
2005,Urban regions,East,Not concerned at all,0.19444,353,1695,0.17559,0.21329
2005,Rural regions,West,Very concerned,0.41715,1404,3556,0.40094,0.43336
2005,Rural regions,West,Somewhat concerned,0.42744,1545,3556,0.41118,0.44371
2005,Rural regions,West,Not concerned at all,0.15541,607,3556,0.14350,0.16732
2005,Rural regions,East,Very concerned,0.45880,1407,3307,0.44181,0.47579
2005,Rural regions,East,Somewhat concerned,0.40949,1420,3307,0.39273,0.42626
2005,Rural regions,East,Not concerned at all,0.13171,480,3307,0.12018,0.14323
2006,Urban regions,West,Very concerned,0.32741,4005,12632,0.31922,0.33559
2006,Urban regions,West,Somewhat concerned,0.43802,5585,12632,0.42937,0.44667
2006,Urban regions,West,Not concerned at all,0.23457,3042,12632,0.22718,0.24196
2006,Urban regions,East,Very concerned,0.33654,567,1733,0.31428,0.35879
2006,Urban regions,East,Somewhat concerned,0.40933,729,1733,0.38617,0.43249
2006,Urban regions,East,Not concerned at all,0.25413,437,1733,0.23363,0.27464
2006,Rural regions,West,Very concerned,0.36433,1339,3898,0.34922,0.37944
2006,Rural regions,West,Somewhat concerned,0.45053,1822,3898,0.43490,0.46615
2006,Rural regions,West,Not concerned at all,0.18515,737,3898,0.17295,0.19734
2006,Rural regions,East,Very concerned,0.38661,1279,3504,0.37048,0.40273
2006,Rural regions,East,Somewhat concerned,0.44250,1600,3504,0.42605,0.45895
2006,Rural regions,East,Not concerned at all,0.17089,625,3504,0.15843,0.18336
2007,Urban regions,West,Very concerned,0.29291,3289,11710,0.28466,0.30115
2007,Urban regions,West,Somewhat concerned,0.43834,5186,11710,0.42936,0.44733
2007,Urban regions,West,Not concerned at all,0.26875,3235,11710,0.26072,0.27678
2007,Urban regions,East,Very concerned,0.30382,487,1657,0.28167,0.32597
2007,Urban regions,East,Somewhat concerned,0.39893,679,1657,0.37534,0.42251
2007,Urban regions,East,Not concerned at all,0.29725,491,1657,0.27524,0.31926
2007,Rural regions,West,Very concerned,0.30305,1079,3647,0.28813,0.31797
2007,Rural regions,West,Somewhat concerned,0.47561,1749,3647,0.45940,0.49182
2007,Rural regions,West,Not concerned at all,0.22134,819,3647,0.20787,0.23482
2007,Rural regions,East,Very concerned,0.35602,1109,3314,0.33972,0.37233
2007,Rural regions,East,Somewhat concerned,0.44266,1502,3314,0.42575,0.45958
2007,Rural regions,East,Not concerned at all,0.20132,703,3314,0.18766,0.21497
2008,Urban regions,West,Very concerned,0.24969,2689,11023,0.24161,0.25777
2008,Urban regions,West,Somewhat concerned,0.43891,4794,11023,0.42965,0.44818
2008,Urban regions,West,Not concerned at all,0.31139,3540,11023,0.30275,0.32004
2008,Urban regions,East,Very concerned,0.27169,401,1612,0.24996,0.29341
2008,Urban regions,East,Somewhat concerned,0.41271,700,1612,0.38866,0.43675
2008,Urban regions,East,Not concerned at all,0.31561,511,1612,0.29291,0.33830
2008,Rural regions,West,Very concerned,0.26750,877,3432,0.25269,0.28231
2008,Rural regions,West,Somewhat concerned,0.47733,1671,3432,0.46062,0.49404
2008,Rural regions,West,Not concerned at all,0.25517,884,3432,0.24058,0.26976
2008,Rural regions,East,Very concerned,0.32746,938,3144,0.31105,0.34386
2008,Rural regions,East,Somewhat concerned,0.44898,1463,3144,0.43159,0.46637
2008,Rural regions,East,Not concerned at all,0.22356,743,3144,0.20900,0.23813
2009,Urban regions,West,Very concerned,0.21431,2049,10123,0.20632,0.22230
2009,Urban regions,West,Somewhat concerned,0.41700,4194,10123,0.40740,0.42661
2009,Urban regions,West,Not concerned at all,0.36869,3880,10123,0.35929,0.37808
2009,Urban regions,East,Very concerned,0.23821,346,1528,0.21684,0.25958
2009,Urban regions,East,Somewhat concerned,0.41240,640,1528,0.38771,0.43709
2009,Urban regions,East,Not concerned at all,0.34939,542,1528,0.32548,0.37331
2009,Rural regions,West,Very concerned,0.22000,695,3264,0.20579,0.23421
2009,Rural regions,West,Somewhat concerned,0.46539,1515,3264,0.44828,0.48251
2009,Rural regions,West,Not concerned at all,0.31461,1054,3264,0.29867,0.33054
2009,Rural regions,East,Very concerned,0.26731,743,2992,0.25145,0.28317
2009,Rural regions,East,Somewhat concerned,0.47140,1438,2992,0.45351,0.48929
2009,Rural regions,East,Not concerned at all,0.26130,811,2992,0.24555,0.27704
2010,Urban regions,West,Very concerned,0.21027,2731,13671,0.20344,0.21710
2010,Urban regions,West,Somewhat concerned,0.41448,5482,13671,0.40622,0.42273
2010,Urban regions,West,Not concerned at all,0.37526,5458,13671,0.36714,0.38337
2010,Urban regions,East,Very concerned,0.22994,399,1888,0.21095,0.24892
2010,Urban regions,East,Somewhat concerned,0.38364,710,1888,0.36170,0.40558
2010,Urban regions,East,Not concerned at all,0.38642,779,1888,0.36445,0.40839
2010,Rural regions,West,Very concerned,0.24351,1033,4686,0.23122,0.25580
2010,Rural regions,West,Somewhat concerned,0.43995,2066,4686,0.42574,0.45416
2010,Rural regions,West,Not concerned at all,0.31654,1587,4686,0.30322,0.32986
2010,Rural regions,East,Very concerned,0.27008,933,3549,0.25547,0.28469
2010,Rural regions,East,Somewhat concerned,0.44381,1571,3549,0.42747,0.46016
2010,Rural regions,East,Not concerned at all,0.28611,1045,3549,0.27124,0.30098
2011,Urban regions,West,Very concerned,0.22044,2512,11593,0.21289,0.22798
2011,Urban regions,West,Somewhat concerned,0.41847,4817,11593,0.40949,0.42745
2011,Urban regions,West,Not concerned at all,0.36110,4264,11593,0.35235,0.36984
2011,Urban regions,East,Very concerned,0.28418,431,1652,0.26242,0.30593
2011,Urban regions,East,Somewhat concerned,0.40988,688,1652,0.38616,0.43360
2011,Urban regions,East,Not concerned at all,0.30594,533,1652,0.28371,0.32817
2011,Rural regions,West,Very concerned,0.23897,914,4026,0.22579,0.25214
2011,Rural regions,West,Somewhat concerned,0.46942,1870,4026,0.45400,0.48483
2011,Rural regions,West,Not concerned at all,0.29162,1242,4026,0.27758,0.30566
2011,Rural regions,East,Very concerned,0.32201,924,3185,0.30578,0.33824
2011,Rural regions,East,Somewhat concerned,0.41082,1404,3185,0.39373,0.42790
2011,Rural regions,East,Not concerned at all,0.26718,857,3185,0.25181,0.28254
2012,Urban regions,West,Very concerned,0.17771,1978,11387,0.17069,0.18473
2012,Urban regions,West,Somewhat concerned,0.39269,4412,11387,0.38372,0.40166
2012,Urban regions,West,Not concerned at all,0.42960,4997,11387,0.42051,0.43870
2012,Urban regions,East,Very concerned,0.24003,352,1602,0.21910,0.26095
2012,Urban regions,East,Somewhat concerned,0.37433,627,1602,0.35063,0.39804
2012,Urban regions,East,Not concerned at all,0.38564,623,1602,0.36180,0.40949
2012,Rural regions,West,Very concerned,0.18732,728,4154,0.17546,0.19919
2012,Rural regions,West,Somewhat concerned,0.44146,1801,4154,0.42636,0.45656
2012,Rural regions,West,Not concerned at all,0.37121,1625,4154,0.35652,0.38591
2012,Rural regions,East,Very concerned,0.24224,703,3217,0.22743,0.25705
2012,Rural regions,East,Somewhat concerned,0.44223,1443,3217,0.42507,0.45940
2012,Rural regions,East,Not concerned at all,0.31553,1071,3217,0.29946,0.33159
2013,Urban regions,West,Very concerned,0.21893,2212,10498,0.21102,0.22684
2013,Urban regions,West,Somewhat concerned,0.40124,4133,10498,0.39187,0.41062
2013,Urban regions,West,Not concerned at all,0.37983,4153,10498,0.37054,0.38911
2013,Urban regions,East,Very concerned,0.26767,362,1504,0.24529,0.29006
2013,Urban regions,East,Somewhat concerned,0.40885,622,1504,0.38400,0.43371
2013,Urban regions,East,Not concerned at all,0.32347,520,1504,0.29982,0.34712
2013,Rural regions,West,Very concerned,0.20072,729,3818,0.18802,0.21343
2013,Rural regions,West,Somewhat concerned,0.43316,1648,3818,0.41744,0.44888
2013,Rural regions,West,Not concerned at all,0.36612,1441,3818,0.35083,0.38140
2013,Rural regions,East,Very concerned,0.26160,716,2933,0.24569,0.27750
2013,Rural regions,East,Somewhat concerned,0.44413,1324,2933,0.42614,0.46211
2013,Rural regions,East,Not concerned at all,0.29428,893,2933,0.27778,0.31077
2014,Urban regions,West,Very concerned,0.25130,3776,15628,0.24450,0.25810
2014,Urban regions,West,Somewhat concerned,0.40965,6465,15628,0.40194,0.41736
2014,Urban regions,West,Not concerned at all,0.33906,5387,15628,0.33163,0.34648
2014,Urban regions,East,Very concerned,0.31566,538,1921,0.29487,0.33645
2014,Urban regions,East,Somewhat concerned,0.36439,745,1921,0.34286,0.38591
2014,Urban regions,East,Not concerned at all,0.31996,638,1921,0.29909,0.34082
2014,Rural regions,West,Very concerned,0.24253,1363,5720,0.23142,0.25364
2014,Rural regions,West,Somewhat concerned,0.43545,2485,5720,0.42260,0.44830
2014,Rural regions,West,Not concerned at all,0.32202,1872,5720,0.30991,0.33413
2014,Rural regions,East,Very concerned,0.31914,1102,3636,0.30399,0.33430
2014,Rural regions,East,Somewhat concerned,0.44038,1601,3636,0.42424,0.45652
2014,Rural regions,East,Not concerned at all,0.24048,933,3636,0.22658,0.25437
2015,Urban regions,West,Very concerned,0.30170,4184,14267,0.29417,0.30923
2015,Urban regions,West,Somewhat concerned,0.41827,6059,14267,0.41017,0.42636
2015,Urban regions,West,Not concerned at all,0.28003,4024,14267,0.27266,0.28740
2015,Urban regions,East,Very concerned,0.39196,648,1826,0.36956,0.41436
2015,Urban regions,East,Somewhat concerned,0.36301,698,1826,0.34094,0.38507
2015,Urban regions,East,Not concerned at all,0.24503,480,1826,0.22530,0.26477
2015,Rural regions,West,Very concerned,0.32456,1657,5365,0.31203,0.33709
2015,Rural regions,West,Somewhat concerned,0.43701,2376,5365,0.42374,0.45029
2015,Rural regions,West,Not concerned at all,0.23842,1332,5365,0.22702,0.24983
2015,Rural regions,East,Very concerned,0.42168,1383,3382,0.40504,0.43833
2015,Rural regions,East,Somewhat concerned,0.41366,1388,3382,0.39706,0.43026
2015,Rural regions,East,Not concerned at all,0.16466,611,3382,0.15216,0.17716
2016,Urban regions,West,Very concerned,0.42827,5736,13854,0.42003,0.43651
2016,Urban regions,West,Somewhat concerned,0.40599,5677,13854,0.39781,0.41417
2016,Urban regions,West,Not concerned at all,0.16574,2441,13854,0.15955,0.17193
2016,Urban regions,East,Very concerned,0.52781,846,1748,0.50440,0.55122
2016,Urban regions,East,Somewhat concerned,0.33088,615,1748,0.30882,0.35295
2016,Urban regions,East,Not concerned at all,0.14131,287,1748,0.12497,0.15764
2016,Rural regions,West,Very concerned,0.45916,2315,5176,0.44558,0.47274
2016,Rural regions,West,Somewhat concerned,0.39136,2026,5176,0.37806,0.40466
2016,Rural regions,West,Not concerned at all,0.14948,835,5176,0.13977,0.15920
2016,Rural regions,East,Very concerned,0.58905,1820,3253,0.57214,0.60596
2016,Rural regions,East,Somewhat concerned,0.31670,1088,3253,0.30071,0.33269
2016,Rural regions,East,Not concerned at all,0.09425,345,3253,0.08421,0.10429
2017,Urban regions,West,Very concerned,0.35127,5133,15142,0.34367,0.35888
2017,Urban regions,West,Somewhat concerned,0.43658,6672,15142,0.42868,0.44448
2017,Urban regions,West,Not concerned at all,0.21214,3337,15142,0.20563,0.21866
2017,Urban regions,East,Very concerned,0.42460,781,1942,0.40261,0.44659
2017,Urban regions,East,Somewhat concerned,0.37678,769,1942,0.35523,0.39834
2017,Urban regions,East,Not concerned at all,0.19862,392,1942,0.18087,0.21637
2017,Rural regions,West,Very concerned,0.38359,2079,5677,0.37094,0.39624
2017,Rural regions,West,Somewhat concerned,0.43641,2489,5677,0.42351,0.44931
2017,Rural regions,West,Not concerned at all,0.18001,1109,5677,0.17001,0.19000
2017,Rural regions,East,Very concerned,0.49780,1788,3620,0.48151,0.51409
2017,Rural regions,East,Somewhat concerned,0.38212,1384,3620,0.36629,0.39795
2017,Rural regions,East,Not concerned at all,0.12008,448,3620,0.10949,0.13067
2018,Urban regions,West,Very concerned,0.28370,4004,14710,0.27642,0.29099
2018,Urban regions,West,Somewhat concerned,0.44169,6428,14710,0.43367,0.44972
2018,Urban regions,West,Not concerned at all,0.27460,4278,14710,0.26739,0.28182
2018,Urban regions,East,Very concerned,0.34431,672,1919,0.32305,0.36557
2018,Urban regions,East,Somewhat concerned,0.40303,775,1919,0.38108,0.42498
2018,Urban regions,East,Not concerned at all,0.25266,472,1919,0.23321,0.27211
2018,Rural regions,West,Very concerned,0.30531,1555,5353,0.29297,0.31765
2018,Rural regions,West,Somewhat concerned,0.44952,2486,5353,0.43620,0.46285
2018,Rural regions,West,Not concerned at all,0.24517,1312,5353,0.23364,0.25669
2018,Rural regions,East,Very concerned,0.46043,1504,3542,0.44402,0.47685
2018,Rural regions,East,Somewhat concerned,0.38532,1439,3542,0.36929,0.40135
2018,Rural regions,East,Not concerned at all,0.15424,599,3542,0.14235,0.16614
2019,No answer / don't know,Does not apply,Not concerned at all,0.58073,45,45,0.43493,0.72654
2019,No answer / don't know,West,Very concerned,0.12570,53,402,0.09326,0.15815
2019,No answer / don't know,West,Somewhat concerned,0.36207,145,402,0.31503,0.40911
2019,No answer / don't know,West,Not concerned at all,0.51222,204,402,0.46330,0.56115
2019,No answer / don't know,East,Not concerned at all,0.43480,36,36,0.27056,0.59903
2019,Urban regions,West,Very concerned,0.26440,3573,14409,0.25720,0.27160
2019,Urban regions,West,Somewhat concerned,0.44176,6324,14409,0.43365,0.44987
2019,Urban regions,West,Not concerned at all,0.29384,4512,14409,0.28640,0.30128
2019,Urban regions,East,Very concerned,0.34299,647,1892,0.32159,0.36439
2019,Urban regions,East,Somewhat concerned,0.40073,725,1892,0.37864,0.42281
2019,Urban regions,East,Not concerned at all,0.25628,520,1892,0.23661,0.27596
2019,Rural regions,West,Very concerned,0.29179,1455,5165,0.27939,0.30419
2019,Rural regions,West,Somewhat concerned,0.44488,2294,5165,0.43133,0.45844
2019,Rural regions,West,Not concerned at all,0.26333,1416,5165,0.25131,0.27534
2019,Rural regions,East,Very concerned,0.41495,1412,3555,0.39875,0.43115
2019,Rural regions,East,Somewhat concerned,0.41989,1496,3555,0.40366,0.43611
2019,Rural regions,East,Not concerned at all,0.16516,647,3555,0.15295,0.17737
2020,Urban regions,West,Very concerned,0.23205,3086,15046,0.22531,0.23880
2020,Urban regions,West,Somewhat concerned,0.40893,6013,15046,0.40107,0.41678
2020,Urban regions,West,Not concerned at all,0.35902,5947,15046,0.35135,0.36668
2020,Urban regions,East,Very concerned,0.28467,501,1890,0.26432,0.30502
2020,Urban regions,East,Somewhat concerned,0.38882,705,1890,0.36684,0.41080
2020,Urban regions,East,Not concerned at all,0.32651,684,1890,0.30536,0.34765
2020,Rural regions,West,Very concerned,0.26184,1200,5152,0.24983,0.27384
2020,Rural regions,West,Somewhat concerned,0.43076,2176,5152,0.41724,0.44429
2020,Rural regions,West,Not concerned at all,0.30740,1776,5152,0.29480,0.32000
2020,Rural regions,East,Very concerned,0.38897,1255,3388,0.37255,0.40539
2020,Rural regions,East,Somewhat concerned,0.40960,1342,3388,0.39304,0.42616
2020,Rural regions,East,Not concerned at all,0.20143,791,3388,0.18792,0.21494
2021,Urban regions,West,Very concerned,0.20713,1738,10006,0.19918,0.21507
2021,Urban regions,West,Somewhat concerned,0.37299,3722,10006,0.36351,0.38246
2021,Urban regions,West,Not concerned at all,0.41989,4546,10006,0.41021,0.42956
2021,Urban regions,East,Very concerned,0.27425,334,1337,0.25033,0.29817
2021,Urban regions,East,Somewhat concerned,0.38067,489,1337,0.35464,0.40671
2021,Urban regions,East,Not concerned at all,0.34508,514,1337,0.31959,0.37057
2021,Rural regions,West,Very concerned,0.23989,717,3487,0.22571,0.25406
2021,Rural regions,West,Somewhat concerned,0.41517,1440,3487,0.39881,0.43153
2021,Rural regions,West,Not concerned at all,0.34494,1330,3487,0.32916,0.36072
2021,Rural regions,East,Very concerned,0.36101,753,2269,0.34125,0.38078
2021,Rural regions,East,Somewhat concerned,0.41676,919,2269,0.39646,0.43705
2021,Rural regions,East,Not concerned at all,0.22223,597,2269,0.20512,0.23934
2022,Urban regions,West,Very concerned,0.20449,2830,15480,0.19814,0.21084
2022,Urban regions,West,Somewhat concerned,0.39124,5975,15480,0.38355,0.39893
2022,Urban regions,West,Not concerned at all,0.40427,6675,15480,0.39654,0.41200
2022,Urban regions,East,Very concerned,0.27450,545,2137,0.25558,0.29343
2022,Urban regions,East,Somewhat concerned,0.37649,769,2137,0.35595,0.39704
2022,Urban regions,East,Not concerned at all,0.34900,823,2137,0.32879,0.36922
2022,Rural regions,West,Very concerned,0.27202,1203,4932,0.25959,0.28444
2022,Rural regions,West,Somewhat concerned,0.40084,1969,4932,0.38716,0.41452
2022,Rural regions,West,Not concerned at all,0.32714,1760,4932,0.31405,0.34024
2022,Rural regions,East,Very concerned,0.40898,1369,3431,0.39253,0.42544
2022,Rural regions,East,Somewhat concerned,0.39328,1290,3431,0.37693,0.40962
2022,Rural regions,East,Not concerned at all,0.19774,772,3431,0.18441,0.21107
