"plj0046","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1999","Hauptschule","Berlin","61","0.504615165190963","0.416613933387725","0.592616396994201"
"Grosse Sorgen","1999","Hauptschule","Brandenburg","73","0.410817898972412","0.338133499250033","0.483502298694791"
"Grosse Sorgen","1999","Hauptschule","Mecklenburg-Vorpommern","25","","",""
"Grosse Sorgen","1999","Hauptschule","Sachsen","159","","",""
"Grosse Sorgen","1999","Hauptschule","Sachsen-Anhalt","108","","",""
"Grosse Sorgen","1999","Hauptschule","Thueringen","95","0.392944533396555","0.332643100309102","0.453245966484008"
"Grosse Sorgen","1999","Realschule","Schleswig-Holstein","24","","",""
"Grosse Sorgen","1999","Realschule","Hamburg","9","0.368419629717182","0.183003671595963","0.553835587838402"
"Grosse Sorgen","1999","Realschule","Niedersachsen","104","","",""
"Grosse Sorgen","1999","Realschule","Bremen","10","","",""
"Grosse Sorgen","1999","Realschule","Nordrhein-Westfalen","180","","",""
"Grosse Sorgen","1999","Realschule","Hessen","60","0.443850837474607","0.367811148357385","0.519890526591829"
"Grosse Sorgen","1999","Realschule","Rheinland-Pfalz,Saarland","39","0.289947515301037","0.211648165203297","0.368246865398776"
"Grosse Sorgen","1999","Realschule","Baden-Wuerttemberg","97","0.359212625712498","0.302815306260813","0.415609945164183"
"Grosse Sorgen","1999","Realschule","Bayern","132","","",""
"Grosse Sorgen","1999","Realschule","Saarland","","","",""
"Grosse Sorgen","1999","Realschule","Berlin","71","0.441556666057194","0.362353526737706","0.520759805376681"
"Grosse Sorgen","1999","Realschule","Brandenburg","88","0.366713724334487","0.302147584197506","0.431279864471469"
"Grosse Sorgen","1999","Realschule","Mecklenburg-Vorpommern","57","0.373016542542112","0.297609547438542","0.448423537645682"
"Grosse Sorgen","1999","Realschule","Sachsen","209","","",""
"Grosse Sorgen","1999","Realschule","Sachsen-Anhalt","102","","",""
"Grosse Sorgen","1999","Realschule","Thueringen","112","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Hamburg","4","0.256029667335772","0.0647556198570583","0.447303714814485"
"Grosse Sorgen","1999","(Fach-)Abitur","Niedersachsen","27","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Bremen","1","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Nordrhein-Westfalen","83","0.273571653225625","0.223866571725013","0.323276734726237"
"Grosse Sorgen","1999","(Fach-)Abitur","Hessen","18","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","0.209664833946317","0.0907296675372534","0.32860000035538"
"Grosse Sorgen","1999","(Fach-)Abitur","Baden-Wuerttemberg","29","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Bayern","29","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Saarland","","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Berlin","10","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Brandenburg","6","0.162924888989574","0.020974251100008","0.304875526879139"
"Grosse Sorgen","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","7","0.476034844363963","0.267342111861904","0.684727576866022"
"Grosse Sorgen","1999","(Fach-)Abitur","Sachsen","20","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Sachsen-Anhalt","10","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Thueringen","6","0.157983573223422","0.0274705914517719","0.288496554995073"
"Grosse Sorgen","1999","AkademikerIn","Schleswig-Holstein","4","0.11440417652614","0.00895267005373467","0.219855682998546"
"Grosse Sorgen","1999","AkademikerIn","Hamburg","2","","",""
"Grosse Sorgen","1999","AkademikerIn","Niedersachsen","28","","",""
"Grosse Sorgen","1999","AkademikerIn","Bremen","1","","",""
"Grosse Sorgen","1999","AkademikerIn","Nordrhein-Westfalen","65","0.197261164619604","0.152892456380183","0.241629872859025"
"Grosse Sorgen","1999","AkademikerIn","Hessen","18","","",""
"Grosse Sorgen","1999","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"Grosse Sorgen","1999","AkademikerIn","Baden-Wuerttemberg","20","","",""
"Grosse Sorgen","1999","AkademikerIn","Bayern","41","0.260027855831031","0.199834212532102","0.32022149912996"
"Grosse Sorgen","1999","AkademikerIn","Saarland","","","",""
"Grosse Sorgen","1999","AkademikerIn","Berlin","53","0.339283240680789","0.264260790995538","0.41430569036604"
"Grosse Sorgen","1999","AkademikerIn","Brandenburg","47","0.339449970306889","0.263418094973337","0.415481845640442"
"Grosse Sorgen","1999","AkademikerIn","Mecklenburg-Vorpommern","22","","",""
"Grosse Sorgen","1999","AkademikerIn","Sachsen","67","0.295411848292251","0.237931150600198","0.352892545984304"
"Grosse Sorgen","1999","AkademikerIn","Sachsen-Anhalt","45","0.332919061707253","0.256995630002773","0.408842493411733"
"Grosse Sorgen","1999","AkademikerIn","Thueringen","31","0.171587930452958","0.107512896131023","0.235662964774893"
"Einige Sorgen","1999","(noch) kein Abschluss","Schleswig-Holstein","8","0.406835190518786","0.15823617399517","0.655434207042402"
"Einige Sorgen","1999","(noch) kein Abschluss","Hamburg","2","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Niedersachsen","18","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Bremen","2","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Nordrhein-Westfalen","101","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Hessen","32","0.416065167306684","0.300597088098303","0.531533246515065"
"Einige Sorgen","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","20","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Baden-Wuerttemberg","78","0.388147597546972","0.313789562470249","0.462505632623694"
"Einige Sorgen","1999","(noch) kein Abschluss","Bayern","31","0.482157903864121","0.366739473452987","0.597576334275254"
"Einige Sorgen","1999","(noch) kein Abschluss","Saarland","","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Berlin","4","0.168784478690895","0.0219590890147193","0.315609868367072"
"Einige Sorgen","1999","(noch) kein Abschluss","Brandenburg","9","0.565052259390979","0.322139153352253","0.807965365429706"
"Einige Sorgen","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Sachsen","13","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Sachsen-Anhalt","16","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","Thueringen","11","","",""
"Einige Sorgen","1999","Hauptschule","Schleswig-Holstein","72","0.50677482769037","0.42454411529018","0.589005540090559"
"Einige Sorgen","1999","Hauptschule","Hamburg","26","","",""
"Einige Sorgen","1999","Hauptschule","Niedersachsen","249","","",""
"Einige Sorgen","1999","Hauptschule","Bremen","20","","",""
"Einige Sorgen","1999","Hauptschule","Nordrhein-Westfalen","546","0.437283966323395","0.409817741082548","0.464750191564243"
"Einige Sorgen","1999","Hauptschule","Hessen","189","","",""
"Einige Sorgen","1999","Hauptschule","Rheinland-Pfalz,Saarland","235","","",""
"Einige Sorgen","1999","Hauptschule","Baden-Wuerttemberg","416","0.441740730710921","0.409422606817947","0.474058854603895"
"Einige Sorgen","1999","Hauptschule","Bayern","424","0.462542685460515","0.430446300399727","0.494639070521303"
"Einige Sorgen","1999","Hauptschule","Saarland","","","",""
"Einige Sorgen","1999","Hauptschule","Berlin","48","0.399017468276929","0.31282603011632","0.485208906437539"
"Einige Sorgen","1999","Hauptschule","Brandenburg","81","0.465297902635364","0.391607106527665","0.538988698743062"
"Einige Sorgen","1999","Hauptschule","Mecklenburg-Vorpommern","69","0.65782367165352","0.56619967996301","0.749447663344031"
"Einige Sorgen","1999","Hauptschule","Sachsen","156","","",""
"Einige Sorgen","1999","Hauptschule","Sachsen-Anhalt","100","","",""
"Einige Sorgen","1999","Hauptschule","Thueringen","118","","",""
"Einige Sorgen","1999","Realschule","Schleswig-Holstein","43","0.468320097325872","0.364650930643173","0.571989264008571"
"Einige Sorgen","1999","Realschule","Hamburg","9","0.328896250001773","0.148309571273413","0.509482928730133"
"Einige Sorgen","1999","Realschule","Niedersachsen","154","","",""
"Einige Sorgen","1999","Realschule","Bremen","5","0.296985650731827","0.0797788303077235","0.514192471155931"
"Einige Sorgen","1999","Realschule","Nordrhein-Westfalen","241","","",""
"Einige Sorgen","1999","Realschule","Hessen","80","0.445350754656356","0.369285473215006","0.521416036097706"
"Einige Sorgen","1999","Realschule","Rheinland-Pfalz,Saarland","71","0.562321419221427","0.476711675721892","0.647931162720963"
"Einige Sorgen","1999","Realschule","Baden-Wuerttemberg","146","","",""
"Einige Sorgen","1999","Realschule","Bayern","181","","",""
"Einige Sorgen","1999","Realschule","Saarland","","","",""
"Einige Sorgen","1999","Realschule","Berlin","57","0.414917419771139","0.33633072279671","0.493504116745567"
"Einige Sorgen","1999","Realschule","Brandenburg","104","","",""
"Einige Sorgen","1999","Realschule","Mecklenburg-Vorpommern","83","0.512276224176669","0.434336545476512","0.590215902876826"
"Einige Sorgen","1999","Realschule","Sachsen","175","","",""
"Einige Sorgen","1999","Realschule","Sachsen-Anhalt","112","","",""
"Einige Sorgen","1999","Realschule","Thueringen","123","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Schleswig-Holstein","14","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Hamburg","5","0.19960486769373","0.0244303717110237","0.374779363676437"
"Einige Sorgen","1999","(Fach-)Abitur","Niedersachsen","52","0.475271421199446","0.381088008574358","0.569454833824533"
"Einige Sorgen","1999","(Fach-)Abitur","Bremen","3","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Nordrhein-Westfalen","135","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Hessen","48","0.522136172385284","0.418938285270522","0.625334059500045"
"Einige Sorgen","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","23","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Baden-Wuerttemberg","78","0.485672830161339","0.406991103898663","0.564354556424015"
"Einige Sorgen","1999","(Fach-)Abitur","Bayern","56","0.430611670264237","0.348294985828817","0.512928354699657"
"Einige Sorgen","1999","(Fach-)Abitur","Saarland","","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Berlin","16","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Brandenburg","14","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","12","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Sachsen","28","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Sachsen-Anhalt","13","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Thueringen","17","","",""
"Einige Sorgen","1999","AkademikerIn","Schleswig-Holstein","18","","",""
"Einige Sorgen","1999","AkademikerIn","Hamburg","8","0.537450482321761","0.276274992496459","0.798625972147063"
"Einige Sorgen","1999","AkademikerIn","Niedersachsen","56","0.445352299056278","0.358913905213979","0.531790692898576"
"Einige Sorgen","1999","AkademikerIn","Bremen","","","",""
"Einige Sorgen","1999","AkademikerIn","Nordrhein-Westfalen","135","","",""
"Einige Sorgen","1999","AkademikerIn","Hessen","61","0.49268000960374","0.403600285299775","0.581759733907705"
"Einige Sorgen","1999","AkademikerIn","Rheinland-Pfalz,Saarland","38","0.553621284652518","0.42887106990935","0.678371499395686"
"Einige Sorgen","1999","AkademikerIn","Baden-Wuerttemberg","75","0.436637302936598","0.357791104560195","0.515483501313002"
"Einige Sorgen","1999","AkademikerIn","Bayern","81","0.385703373280294","0.318907629350598","0.452499117209991"
"Einige Sorgen","1999","AkademikerIn","Saarland","","","",""
"Einige Sorgen","1999","AkademikerIn","Berlin","60","0.385757002525512","0.308625926180405","0.46288807887062"
"Einige Sorgen","1999","AkademikerIn","Brandenburg","75","0.494978447633087","0.414699243618157","0.575257651648017"
"Einige Sorgen","1999","AkademikerIn","Mecklenburg-Vorpommern","59","0.591379525021194","0.49405366335829","0.688705386684097"
"Einige Sorgen","1999","AkademikerIn","Sachsen","120","","",""
"Einige Sorgen","1999","AkademikerIn","Sachsen-Anhalt","68","0.438462755665864","0.358521149262094","0.518404362069635"
"Einige Sorgen","1999","AkademikerIn","Thueringen","65","0.493886745355205","0.408917881414957","0.578855609295453"
"Keine Sorgen","1999","(noch) kein Abschluss","Schleswig-Holstein","6","0.490982101673877","0.237992996746919","0.743971206600836"
"Keine Sorgen","1999","(noch) kein Abschluss","Hamburg","5","0.496455842247581","0.149988590476007","0.842923094019155"
"Keine Sorgen","1999","(noch) kein Abschluss","Niedersachsen","19","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Bremen","","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Nordrhein-Westfalen","51","0.251896131096087","0.193183689306223","0.310608572885952"
"Keine Sorgen","1999","(noch) kein Abschluss","Hessen","28","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Baden-Wuerttemberg","54","0.341305573353544","0.26895869389909","0.413652452807997"
"Keine Sorgen","1999","(noch) kein Abschluss","Bayern","19","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Saarland","","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Berlin","13","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Brandenburg","4","0.251936038376105","0.0392188352634043","0.464653241488805"
"Keine Sorgen","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","0.268923816414474","0.0445364442763752","0.493311188552573"
"Keine Sorgen","1999","(noch) kein Abschluss","Sachsen","11","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Thueringen","2","","",""
"Keine Sorgen","1999","Hauptschule","Schleswig-Holstein","34","0.180496180483387","0.117238477473145","0.243753883493629"
"Keine Sorgen","1999","Hauptschule","Hamburg","13","","",""
"Keine Sorgen","1999","Hauptschule","Niedersachsen","71","0.107516113294126","0.0811438668011073","0.133888359787145"
"Keine Sorgen","1999","Hauptschule","Bremen","4","0.0991216008545028","0.00980522269370507","0.1884379790153"
"Keine Sorgen","1999","Hauptschule","Nordrhein-Westfalen","180","","",""
"Keine Sorgen","1999","Hauptschule","Hessen","66","0.143628667621645","0.109845563897375","0.177411771345914"
"Keine Sorgen","1999","Hauptschule","Rheinland-Pfalz,Saarland","89","0.16416692554266","0.130784327793011","0.19754952329231"
"Keine Sorgen","1999","Hauptschule","Baden-Wuerttemberg","147","","",""
"Keine Sorgen","1999","Hauptschule","Bayern","125","","",""
"Keine Sorgen","1999","Hauptschule","Saarland","","","",""
"Keine Sorgen","1999","Hauptschule","Berlin","15","","",""
"Keine Sorgen","1999","Hauptschule","Brandenburg","22","","",""
"Keine Sorgen","1999","Hauptschule","Mecklenburg-Vorpommern","9","0.0993000108578514","0.0415443968295101","0.157055624886193"
"Keine Sorgen","1999","Hauptschule","Sachsen","37","0.108697523630426","0.0761813719428969","0.141213675317956"
"Keine Sorgen","1999","Hauptschule","Sachsen-Anhalt","27","","",""
"Keine Sorgen","1999","Hauptschule","Thueringen","39","0.157508998135813","0.112532758651862","0.202485237619764"
"Keine Sorgen","1999","Realschule","Schleswig-Holstein","22","","",""
"Keine Sorgen","1999","Realschule","Hamburg","8","0.302684120281044","0.126092125127397","0.479276115434692"
"Keine Sorgen","1999","Realschule","Niedersachsen","49","0.169915373777873","0.127905011557177","0.21192573599857"
"Keine Sorgen","1999","Realschule","Bremen","2","","",""
"Keine Sorgen","1999","Realschule","Nordrhein-Westfalen","94","0.215589366403577","0.18007288934735","0.251105843459804"
"Keine Sorgen","1999","Realschule","Hessen","24","","",""
"Keine Sorgen","1999","Realschule","Rheinland-Pfalz,Saarland","19","","",""
"Keine Sorgen","1999","Realschule","Baden-Wuerttemberg","35","0.111817897999385","0.074772662181524","0.148863133817246"
"Keine Sorgen","1999","Realschule","Bayern","64","0.156017706980361","0.119388203747882","0.19264721021284"
"Keine Sorgen","1999","Realschule","Saarland","","","",""
"Keine Sorgen","1999","Realschule","Berlin","23","","",""
"Keine Sorgen","1999","Realschule","Brandenburg","22","","",""
"Keine Sorgen","1999","Realschule","Mecklenburg-Vorpommern","18","","",""
"Keine Sorgen","1999","Realschule","Sachsen","51","0.112783966097456","0.0830575991288943","0.142510333066018"
"Keine Sorgen","1999","Realschule","Sachsen-Anhalt","20","","",""
"Keine Sorgen","1999","Realschule","Thueringen","38","0.15856176387099","0.11523291778969","0.201890609952291"
"Keine Sorgen","1999","(Fach-)Abitur","Schleswig-Holstein","17","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Hamburg","11","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Niedersachsen","29","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Bremen","5","0.313402365121498","0.0103420136012405","0.616462716641756"
"Keine Sorgen","1999","(Fach-)Abitur","Nordrhein-Westfalen","91","0.322222115822796","0.270115817607098","0.374328414038494"
"Keine Sorgen","1999","(Fach-)Abitur","Hessen","24","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Baden-Wuerttemberg","48","0.305939585445111","0.233396050132447","0.378483120757776"
"Keine Sorgen","1999","(Fach-)Abitur","Bayern","54","0.367876121434911","0.287709683199596","0.448042559670226"
"Keine Sorgen","1999","(Fach-)Abitur","Saarland","","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Berlin","18","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Brandenburg","6","0.286172687473426","0.11244377999851","0.459901594948343"
"Keine Sorgen","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Sachsen","17","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Sachsen-Anhalt","14","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Thueringen","7","0.176648705840791","0.0401793065355378","0.313118105146045"
"Keine Sorgen","1999","AkademikerIn","Schleswig-Holstein","13","","",""
"Keine Sorgen","1999","AkademikerIn","Hamburg","4","0.3170002532024","0.0732617447959184","0.560738761608882"
"Keine Sorgen","1999","AkademikerIn","Niedersachsen","43","0.316029777396426","0.235170690920129","0.396888863872723"
"Keine Sorgen","1999","AkademikerIn","Bremen","7","0.917449052069153","0.726747113450403","1.1081509906879"
"Keine Sorgen","1999","AkademikerIn","Nordrhein-Westfalen","109","","",""
"Keine Sorgen","1999","AkademikerIn","Hessen","42","0.356775579542929","0.271419545457993","0.442131613627865"
"Keine Sorgen","1999","AkademikerIn","Rheinland-Pfalz,Saarland","12","","",""
"Keine Sorgen","1999","AkademikerIn","Baden-Wuerttemberg","57","0.410450862227085","0.332249037380927","0.488652687073242"
"Keine Sorgen","1999","AkademikerIn","Bayern","82","0.354268770888675","0.288635305109236","0.419902236668113"
"Keine Sorgen","1999","AkademikerIn","Saarland","","","",""
"Keine Sorgen","1999","AkademikerIn","Berlin","40","0.274959756793698","0.204211132498167","0.34570838108923"
"Keine Sorgen","1999","AkademikerIn","Brandenburg","27","","",""
"Keine Sorgen","1999","AkademikerIn","Mecklenburg-Vorpommern","17","","",""
"Keine Sorgen","1999","AkademikerIn","Sachsen","55","0.23103818325504","0.177933273388541","0.284143093121538"
"Keine Sorgen","1999","AkademikerIn","Sachsen-Anhalt","35","0.228618182626883","0.16096202706008","0.296274338193686"
"Keine Sorgen","1999","AkademikerIn","Thueringen","37","0.334525324191837","0.254338587924551","0.414712060459123"
"Grosse Sorgen","2000","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Hamburg","1","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Niedersachsen","16","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Bremen","1","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Nordrhein-Westfalen","57","0.222530118943653","0.171577760019787","0.273482477867519"
"Grosse Sorgen","2000","(noch) kein Abschluss","Hessen","19","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Baden-Wuerttemberg","21","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Bayern","16","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Saarland","","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Berlin","10","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Brandenburg","2","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","5","0.237105367772125","0.0593839688138149","0.414826766730435"
"Grosse Sorgen","2000","(noch) kein Abschluss","Sachsen","8","0.173473259701272","0.0589567323484961","0.287989787054048"
"Grosse Sorgen","2000","(noch) kein Abschluss","Sachsen-Anhalt","4","0.17297140972102","0.0275900115834378","0.318352807858603"
"Grosse Sorgen","2000","(noch) kein Abschluss","Thueringen","4","0.110425227745909","-0.00566467736790539","0.226515132859724"
"Grosse Sorgen","2000","Hauptschule","Schleswig-Holstein","81","0.266079103039729","0.218898536527523","0.313259669551936"
"Grosse Sorgen","2000","Hauptschule","Hamburg","51","0.536046791445531","0.44199335783829","0.630100225052772"
"Grosse Sorgen","2000","Hauptschule","Niedersachsen","292","","",""
"Grosse Sorgen","2000","Hauptschule","Bremen","31","0.372769915406026","0.269974795819045","0.475565034993007"
"Grosse Sorgen","2000","Hauptschule","Nordrhein-Westfalen","859","0.361768825463287","0.342722410764379","0.380815240162196"
"Grosse Sorgen","2000","Hauptschule","Hessen","284","","",""
"Grosse Sorgen","2000","Hauptschule","Rheinland-Pfalz,Saarland","239","","",""
"Grosse Sorgen","2000","Hauptschule","Baden-Wuerttemberg","455","0.345495165787863","0.321077973013996","0.36991235856173"
"Grosse Sorgen","2000","Hauptschule","Bayern","581","0.335296064480848","0.313152153629326","0.357439975332369"
"Grosse Sorgen","2000","Hauptschule","Saarland","","","",""
"Grosse Sorgen","2000","Hauptschule","Berlin","78","0.409029022899569","0.338935590443995","0.479122455355143"
"Grosse Sorgen","2000","Hauptschule","Brandenburg","114","","",""
"Grosse Sorgen","2000","Hauptschule","Mecklenburg-Vorpommern","44","0.263640621777648","0.1940519086466","0.333229334908695"
"Grosse Sorgen","2000","Hauptschule","Sachsen","181","","",""
"Grosse Sorgen","2000","Hauptschule","Sachsen-Anhalt","126","","",""
"Grosse Sorgen","2000","Hauptschule","Thueringen","114","","",""
"Grosse Sorgen","2000","Realschule","Schleswig-Holstein","33","0.223367141875387","0.161481344515959","0.285252939234815"
"Grosse Sorgen","2000","Realschule","Hamburg","29","","",""
"Grosse Sorgen","2000","Realschule","Niedersachsen","166","","",""
"Grosse Sorgen","2000","Realschule","Bremen","13","","",""
"Grosse Sorgen","2000","Realschule","Nordrhein-Westfalen","355","0.350286809381251","0.321110147467529","0.379463471294973"
"Grosse Sorgen","2000","Realschule","Hessen","142","","",""
"Grosse Sorgen","2000","Realschule","Rheinland-Pfalz,Saarland","73","0.243024669349928","0.193402792533834","0.292646546166022"
"Grosse Sorgen","2000","Realschule","Baden-Wuerttemberg","167","","",""
"Grosse Sorgen","2000","Realschule","Bayern","220","","",""
"Grosse Sorgen","2000","Realschule","Saarland","","","",""
"Grosse Sorgen","2000","Realschule","Berlin","114","","",""
"Grosse Sorgen","2000","Realschule","Brandenburg","147","","",""
"Grosse Sorgen","2000","Realschule","Mecklenburg-Vorpommern","86","0.374744020229123","0.312321918975744","0.437166121482503"
"Grosse Sorgen","2000","Realschule","Sachsen","305","0.418369783233871","0.382212257366602","0.454527309101141"
"Grosse Sorgen","2000","Realschule","Sachsen-Anhalt","132","","",""
"Grosse Sorgen","2000","Realschule","Thueringen","180","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Schleswig-Holstein","4","0.0832789566855257","0.016619409154019","0.149938504217032"
"Grosse Sorgen","2000","(Fach-)Abitur","Hamburg","4","0.0941126333123048","-0.00126749555393463","0.189492762178544"
"Grosse Sorgen","2000","(Fach-)Abitur","Niedersachsen","43","0.189744365838761","0.135938641580374","0.243550090097148"
"Grosse Sorgen","2000","(Fach-)Abitur","Bremen","3","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Nordrhein-Westfalen","133","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Hessen","47","0.243749189399411","0.182700575586545","0.304797803212277"
"Grosse Sorgen","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","29","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Baden-Wuerttemberg","60","0.183621196425837","0.140728515805876","0.226513877045798"
"Grosse Sorgen","2000","(Fach-)Abitur","Bayern","36","0.127015701678937","0.0880818963390114","0.165949507018863"
"Grosse Sorgen","2000","(Fach-)Abitur","Saarland","","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Berlin","18","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Brandenburg","16","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","6","0.376192155156967","0.205663436998066","0.546720873315868"
