"plj0046","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2000","(noch) kein Abschluss","maennlich","94","0.243975426213093","0.202605102500962","0.285345749925224"
"Grosse Sorgen","2000","(noch) kein Abschluss","weiblich","84","0.188838100078447","0.153898079620857","0.223778120536038"
"Grosse Sorgen","2000","AkademikerIn","maennlich","408","0.191776000088568","0.175080075817284","0.208471924359853"
"Grosse Sorgen","2000","AkademikerIn","weiblich","283","","",""
"Grosse Sorgen","2000","Hauptschule","maennlich","1769","","",""
"Grosse Sorgen","2000","Hauptschule","weiblich","1761","","",""
"Grosse Sorgen","2000","Realschule","maennlich","1027","","",""
"Grosse Sorgen","2000","Realschule","weiblich","1135","","",""
"Keine Sorgen","2000","(Fach-)Abitur","maennlich","396","0.383210418037874","0.354545274521579","0.411875561554169"
"Keine Sorgen","2000","(Fach-)Abitur","weiblich","430","0.359473864714747","0.332591995121033","0.386355734308461"
"Keine Sorgen","2000","(noch) kein Abschluss","maennlich","144","","",""
"Keine Sorgen","2000","(noch) kein Abschluss","weiblich","191","","",""
"Keine Sorgen","2000","AkademikerIn","maennlich","827","0.396966592729567","0.376217690094773","0.417715495364361"
"Keine Sorgen","2000","AkademikerIn","weiblich","606","0.393626515543114","0.369974351186404","0.417278679899825"
"Keine Sorgen","2000","Hauptschule","maennlich","1034","","",""
"Keine Sorgen","2000","Hauptschule","weiblich","1040","","",""
"Keine Sorgen","2000","Realschule","maennlich","531","0.208339665399267","0.192995380055284","0.22368395074325"
"Keine Sorgen","2000","Realschule","weiblich","656","0.192643937644076","0.179658017032216","0.205629858255935"
"Einige Sorgen","2001","(Fach-)Abitur","maennlich","436","0.42782041019575","0.397590466760106","0.458050353631394"
"Einige Sorgen","2001","(Fach-)Abitur","weiblich","540","0.457569719356128","0.429071702201799","0.486067736510457"
"Einige Sorgen","2001","(noch) kein Abschluss","maennlich","172","","",""
"Einige Sorgen","2001","(noch) kein Abschluss","weiblich","213","","",""
"Einige Sorgen","2001","AkademikerIn","maennlich","822","0.426543904876696","0.404753908867724","0.448333900885668"
"Einige Sorgen","2001","AkademikerIn","weiblich","693","0.439088803710654","0.414278367878054","0.463899239543255"
"Einige Sorgen","2001","Hauptschule","maennlich","2165","","",""
"Einige Sorgen","2001","Hauptschule","weiblich","2426","","",""
"Einige Sorgen","2001","Realschule","maennlich","1142","","",""
"Einige Sorgen","2001","Realschule","weiblich","1634","","",""
"Grosse Sorgen","2001","(Fach-)Abitur","maennlich","186","","",""
"Grosse Sorgen","2001","(Fach-)Abitur","weiblich","190","","",""
"Grosse Sorgen","2001","(noch) kein Abschluss","maennlich","75","0.214415407893408","0.174043682422572","0.254787133364244"
"Grosse Sorgen","2001","(noch) kein Abschluss","weiblich","61","0.132849284428357","0.101832549515199","0.163866019341515"
"Grosse Sorgen","2001","AkademikerIn","maennlich","291","","",""
"Grosse Sorgen","2001","AkademikerIn","weiblich","228","","",""
"Grosse Sorgen","2001","Hauptschule","maennlich","1346","","",""
"Grosse Sorgen","2001","Hauptschule","weiblich","1305","","",""
"Grosse Sorgen","2001","Realschule","maennlich","766","0.302850953738573","0.284752142004845","0.320949765472302"
"Grosse Sorgen","2001","Realschule","weiblich","849","0.251279362619362","0.236373937323128","0.266184787915596"
"Keine Sorgen","2001","(Fach-)Abitur","maennlich","407","0.40291161090022","0.37294313835482","0.432880083445621"
"Keine Sorgen","2001","(Fach-)Abitur","weiblich","444","0.38876288423773","0.360878484548693","0.416647283926768"
"Keine Sorgen","2001","(noch) kein Abschluss","maennlich","150","","",""
"Keine Sorgen","2001","(noch) kein Abschluss","weiblich","186","","",""
"Keine Sorgen","2001","AkademikerIn","maennlich","866","0.432328124603776","0.410501799110681","0.454154450096871"
"Keine Sorgen","2001","AkademikerIn","weiblich","616","0.419119294636546","0.39445188987574","0.443786699397353"
"Keine Sorgen","2001","Hauptschule","maennlich","988","0.219611676114034","0.207514801220839","0.231708551007229"
"Keine Sorgen","2001","Hauptschule","weiblich","1055","","",""
"Keine Sorgen","2001","Realschule","maennlich","568","0.239546976297421","0.222735559597114","0.256358392997728"
"Keine Sorgen","2001","Realschule","weiblich","770","0.24742725242918","0.232598518615455","0.262255986242905"
"Einige Sorgen","2002","(Fach-)Abitur","maennlich","484","0.40062962797664","0.372108891807924","0.429150364145356"
"Einige Sorgen","2002","(Fach-)Abitur","weiblich","627","0.464996240420155","0.437893539012343","0.492098941827966"
"Einige Sorgen","2002","(noch) kein Abschluss","maennlich","186","","",""
"Einige Sorgen","2002","(noch) kein Abschluss","weiblich","204","","",""
"Einige Sorgen","2002","AkademikerIn","maennlich","1137","","",""
"Einige Sorgen","2002","AkademikerIn","weiblich","896","0.460817126210571","0.438664733677326","0.482969518743815"
"Einige Sorgen","2002","Hauptschule","maennlich","2038","","",""
"Einige Sorgen","2002","Hauptschule","weiblich","2357","","",""
"Einige Sorgen","2002","Realschule","maennlich","1111","","",""
"Einige Sorgen","2002","Realschule","weiblich","1720","","",""
"Grosse Sorgen","2002","(Fach-)Abitur","maennlich","214","","",""
"Grosse Sorgen","2002","(Fach-)Abitur","weiblich","201","","",""
"Grosse Sorgen","2002","(noch) kein Abschluss","maennlich","82","0.207534601604231","0.168750042578046","0.246319160630416"
"Grosse Sorgen","2002","(noch) kein Abschluss","weiblich","82","0.205340889393199","0.168821179840922","0.241860598945476"
"Grosse Sorgen","2002","AkademikerIn","maennlich","433","0.17585969097105","0.161198071624998","0.190521310317103"
"Grosse Sorgen","2002","AkademikerIn","weiblich","303","0.155070095462259","0.138983554988902","0.171156635935615"
"Grosse Sorgen","2002","Hauptschule","maennlich","1440","","",""
"Grosse Sorgen","2002","Hauptschule","weiblich","1445","","",""
"Grosse Sorgen","2002","Realschule","maennlich","904","0.353697662804326","0.335140483712862","0.372254841895791"
"Grosse Sorgen","2002","Realschule","weiblich","1003","","",""
"Keine Sorgen","2002","(Fach-)Abitur","maennlich","436","0.418068072622619","0.389360190292079","0.446775954953159"
"Keine Sorgen","2002","(Fach-)Abitur","weiblich","473","0.359383929640121","0.333311129004795","0.385456730275447"
"Keine Sorgen","2002","(noch) kein Abschluss","maennlich","152","","",""
"Keine Sorgen","2002","(noch) kein Abschluss","weiblich","184","","",""
"Keine Sorgen","2002","AkademikerIn","maennlich","1020","","",""
"Keine Sorgen","2002","AkademikerIn","weiblich","746","0.384112778327171","0.36249713017561","0.405728426478732"
"Keine Sorgen","2002","Hauptschule","maennlich","778","0.179860573464692","0.16832181418146","0.191399332747923"
"Keine Sorgen","2002","Hauptschule","weiblich","763","0.157208806246289","0.146649725047886","0.167767887444693"
"Keine Sorgen","2002","Realschule","maennlich","535","0.213511010797515","0.197605981898566","0.229416039696465"
"Keine Sorgen","2002","Realschule","weiblich","685","0.195992307170059","0.182664831059871","0.209319783280248"
"Einige Sorgen","2003","(Fach-)Abitur","maennlich","468","0.400215591352573","0.371249237436084","0.429181945269062"
"Einige Sorgen","2003","(Fach-)Abitur","weiblich","586","0.46616573076759","0.438943316876093","0.493388144659087"
"Einige Sorgen","2003","(noch) kein Abschluss","maennlich","165","","",""
"Einige Sorgen","2003","(noch) kein Abschluss","weiblich","194","","",""
"Einige Sorgen","2003","AkademikerIn","maennlich","1062","","",""
"Einige Sorgen","2003","AkademikerIn","weiblich","859","0.454963273252702","0.432459530894023","0.47746701561138"
"Einige Sorgen","2003","Hauptschule","maennlich","1918","","",""
"Einige Sorgen","2003","Hauptschule","weiblich","2182","","",""
"Einige Sorgen","2003","Realschule","maennlich","1112","","",""
"Einige Sorgen","2003","Realschule","weiblich","1648","","",""
"Grosse Sorgen","2003","(Fach-)Abitur","maennlich","207","","",""
"Grosse Sorgen","2003","(Fach-)Abitur","weiblich","205","","",""
"Grosse Sorgen","2003","(noch) kein Abschluss","maennlich","90","0.239658044307063","0.198686668583272","0.280629420030854"
"Grosse Sorgen","2003","(noch) kein Abschluss","weiblich","69","0.189513500530894","0.154006160933837","0.225020840127952"
"Grosse Sorgen","2003","AkademikerIn","maennlich","372","0.159156361884379","0.144658983054795","0.173653740713964"
"Grosse Sorgen","2003","AkademikerIn","weiblich","259","","",""
"Grosse Sorgen","2003","Hauptschule","maennlich","1280","","",""
"Grosse Sorgen","2003","Hauptschule","weiblich","1285","","",""
"Grosse Sorgen","2003","Realschule","maennlich","814","0.327966695616981","0.309410920657707","0.346522470576255"
"Grosse Sorgen","2003","Realschule","weiblich","871","0.27372333874611","0.25847855493224","0.28896812255998"
"Keine Sorgen","2003","(Fach-)Abitur","maennlich","424","0.408934470775071","0.379867891720352","0.438001049829791"
"Keine Sorgen","2003","(Fach-)Abitur","weiblich","499","0.366928110019454","0.340627232251766","0.393228987787141"
"Keine Sorgen","2003","(noch) kein Abschluss","maennlich","162","","",""
"Keine Sorgen","2003","(noch) kein Abschluss","weiblich","205","","",""
"Keine Sorgen","2003","AkademikerIn","maennlich","1012","","",""
"Keine Sorgen","2003","AkademikerIn","weiblich","763","0.402609277035912","0.38044646724665","0.424772086825174"
"Keine Sorgen","2003","Hauptschule","maennlich","863","0.208839443698753","0.19633771201503","0.221341175382475"
"Keine Sorgen","2003","Hauptschule","weiblich","850","0.186398140595173","0.174781412592138","0.198014868598207"
"Keine Sorgen","2003","Realschule","maennlich","533","0.215299740003571","0.199053888560875","0.231545591446266"
"Keine Sorgen","2003","Realschule","weiblich","767","0.231286897100084","0.216869994372303","0.245703799827865"
"Einige Sorgen","2004","(Fach-)Abitur","maennlich","478","0.416316847156752","0.386944744819255","0.445688949494249"
"Einige Sorgen","2004","(Fach-)Abitur","weiblich","614","0.483409070906044","0.456212829423808","0.51060531238828"
"Einige Sorgen","2004","(noch) kein Abschluss","maennlich","167","","",""
"Einige Sorgen","2004","(noch) kein Abschluss","weiblich","207","","",""
"Einige Sorgen","2004","AkademikerIn","maennlich","1073","","",""
"Einige Sorgen","2004","AkademikerIn","weiblich","869","0.440942875073108","0.418421485130898","0.463464265015319"
"Einige Sorgen","2004","Hauptschule","maennlich","1716","","",""
"Einige Sorgen","2004","Hauptschule","weiblich","1963","","",""
"Einige Sorgen","2004","Realschule","maennlich","960","0.39918603206114","0.379502644465169","0.418869419657111"
"Einige Sorgen","2004","Realschule","weiblich","1546","","",""
"Grosse Sorgen","2004","(Fach-)Abitur","maennlich","265","","",""
"Grosse Sorgen","2004","(Fach-)Abitur","weiblich","251","","",""
"Grosse Sorgen","2004","(noch) kein Abschluss","maennlich","103","","",""
"Grosse Sorgen","2004","(noch) kein Abschluss","weiblich","92","0.247601578002521","0.208989060831499","0.286214095173543"
"Grosse Sorgen","2004","AkademikerIn","maennlich","502","0.233280024129172","0.216402194282266","0.250157853976078"
"Grosse Sorgen","2004","AkademikerIn","weiblich","370","0.222684155954765","0.203812094112238","0.241556217797291"
"Grosse Sorgen","2004","Hauptschule","maennlich","1483","","",""
"Grosse Sorgen","2004","Hauptschule","weiblich","1465","","",""
"Grosse Sorgen","2004","Realschule","maennlich","962","0.416292016650595","0.39647952832495","0.436104504976241"
"Grosse Sorgen","2004","Realschule","weiblich","1076","","",""
"Keine Sorgen","2004","(Fach-)Abitur","maennlich","339","0.332078534997459","0.304016603304054","0.360140466690863"
"Keine Sorgen","2004","(Fach-)Abitur","weiblich","432","0.314716851493245","0.289442901138084","0.339990801848406"
"Keine Sorgen","2004","(noch) kein Abschluss","maennlich","145","","",""
"Keine Sorgen","2004","(noch) kein Abschluss","weiblich","181","","",""
"Keine Sorgen","2004","AkademikerIn","maennlich","837","0.339458061129467","0.32056063306139","0.358355489197543"
"Keine Sorgen","2004","AkademikerIn","weiblich","628","0.336372968972127","0.314941669250237","0.357804268694017"
"Keine Sorgen","2004","Hauptschule","maennlich","665","0.180441418825486","0.168316254033346","0.192566583617627"
"Keine Sorgen","2004","Hauptschule","weiblich","688","0.164402406133822","0.153079365050645","0.175725447216999"
"Keine Sorgen","2004","Realschule","maennlich","456","0.184521951288265","0.168931010481485","0.200112892095044"
"Keine Sorgen","2004","Realschule","weiblich","594","0.171763500569112","0.158727850461679","0.184799150676544"
"Einige Sorgen","2005","(Fach-)Abitur","maennlich","450","0.429531303711976","0.399197729015165","0.459864878408788"
"Einige Sorgen","2005","(Fach-)Abitur","weiblich","603","0.471766455819381","0.444213571746946","0.499319339891816"
"Einige Sorgen","2005","(noch) kein Abschluss","maennlich","172","","",""
"Einige Sorgen","2005","(noch) kein Abschluss","weiblich","223","","",""
"Einige Sorgen","2005","AkademikerIn","maennlich","1042","","",""
"Einige Sorgen","2005","AkademikerIn","weiblich","894","0.48431099639061","0.461507260307126","0.507114732474095"
"Einige Sorgen","2005","Hauptschule","maennlich","1433","","",""
"Einige Sorgen","2005","Hauptschule","weiblich","1660","","",""
"Einige Sorgen","2005","Realschule","maennlich","867","0.380517272940617","0.360570908456718","0.400463637424517"
"Einige Sorgen","2005","Realschule","weiblich","1416","","",""
"Grosse Sorgen","2005","(Fach-)Abitur","maennlich","285","","",""
"Grosse Sorgen","2005","(Fach-)Abitur","weiblich","306","0.261445958086945","0.237192556748364","0.285699359425526"
"Grosse Sorgen","2005","(noch) kein Abschluss","maennlich","113","","",""
"Grosse Sorgen","2005","(noch) kein Abschluss","weiblich","95","0.240608580814322","0.202328862544467","0.278888299084178"
"Grosse Sorgen","2005","AkademikerIn","maennlich","571","0.244804025216262","0.227216640664155","0.262391409768369"
"Grosse Sorgen","2005","AkademikerIn","weiblich","426","0.217758901960174","0.198926393139325","0.236591410781023"
"Grosse Sorgen","2005","Hauptschule","maennlich","1723","","",""
"Grosse Sorgen","2005","Hauptschule","weiblich","1702","","",""
"Grosse Sorgen","2005","Realschule","maennlich","1083","","",""
"Grosse Sorgen","2005","Realschule","weiblich","1232","","",""
"Keine Sorgen","2005","(Fach-)Abitur","maennlich","288","","",""
"Keine Sorgen","2005","(Fach-)Abitur","weiblich","352","0.266787586093674","0.24237643486734","0.291198737320007"
"Keine Sorgen","2005","(noch) kein Abschluss","maennlich","128","","",""
"Keine Sorgen","2005","(noch) kein Abschluss","weiblich","161","","",""
"Keine Sorgen","2005","AkademikerIn","maennlich","683","0.293091820209603","0.27447328537387","0.311710355045335"
"Keine Sorgen","2005","AkademikerIn","weiblich","525","0.297930101649216","0.277061311373313","0.318798891925119"
"Keine Sorgen","2005","Hauptschule","maennlich","474","0.137435170599039","0.126234614271199","0.14863572692688"
"Keine Sorgen","2005","Hauptschule","weiblich","501","0.128748416372012","0.118186846534444","0.13930998620958"
"Keine Sorgen","2005","Realschule","maennlich","326","0.136506611631504","0.122401766767232","0.150611456495776"
"Keine Sorgen","2005","Realschule","weiblich","432","0.144052181247478","0.131651192970997","0.156453169523959"
"Einige Sorgen","2006","(Fach-)Abitur","maennlich","480","0.448391867829846","0.418381863709323","0.47840187195037"
"Einige Sorgen","2006","(Fach-)Abitur","weiblich","678","0.49489228595621","0.468503871244535","0.521280700667885"
"Einige Sorgen","2006","(noch) kein Abschluss","maennlich","131","","",""
"Einige Sorgen","2006","(noch) kein Abschluss","weiblich","143","","",""
"Einige Sorgen","2006","AkademikerIn","maennlich","1123","","",""
"Einige Sorgen","2006","AkademikerIn","weiblich","959","0.456891888538019","0.43512562058078","0.478658156495257"
"Einige Sorgen","2006","Hauptschule","maennlich","1629","","",""
"Einige Sorgen","2006","Hauptschule","weiblich","1928","","",""
"Einige Sorgen","2006","Realschule","maennlich","981","0.405364881824343","0.385706262085309","0.425023501563377"
"Einige Sorgen","2006","Realschule","weiblich","1521","","",""
"Grosse Sorgen","2006","(Fach-)Abitur","maennlich","268","","",""
"Grosse Sorgen","2006","(Fach-)Abitur","weiblich","285","","",""
"Grosse Sorgen","2006","(noch) kein Abschluss","maennlich","73","0.256481924026995","0.207311843008911","0.30565200504508"
"Grosse Sorgen","2006","(noch) kein Abschluss","weiblich","69","0.238580871860636","0.19320991442724","0.283951829294032"
"Grosse Sorgen","2006","AkademikerIn","maennlich","552","0.217793180923056","0.201760659490032","0.233825702356081"
"Grosse Sorgen","2006","AkademikerIn","weiblich","412","0.20781564296211","0.190086556762135","0.225544729162085"
"Grosse Sorgen","2006","Hauptschule","maennlich","1652","","",""
"Grosse Sorgen","2006","Hauptschule","weiblich","1531","","",""
"Grosse Sorgen","2006","Realschule","maennlich","995","0.418744224047633","0.398989874248899","0.438498573846367"
"Grosse Sorgen","2006","Realschule","weiblich","1219","","",""
"Keine Sorgen","2006","(Fach-)Abitur","maennlich","307","0.300503218886789","0.272837670351441","0.328168767422137"
"Keine Sorgen","2006","(Fach-)Abitur","weiblich","416","0.294690342582257","0.270627949065577","0.318752736098938"
"Keine Sorgen","2006","(noch) kein Abschluss","maennlich","99","0.274532863981994","0.224283239698608","0.32478248826538"
"Keine Sorgen","2006","(noch) kein Abschluss","weiblich","127","","",""
"Keine Sorgen","2006","AkademikerIn","maennlich","871","0.354868234686089","0.33628263119366","0.373453838178519"
"Keine Sorgen","2006","AkademikerIn","weiblich","641","0.335292468499871","0.314664270006141","0.355920666993602"
"Keine Sorgen","2006","Hauptschule","maennlich","588","0.158411453960809","0.146906313522594","0.169916594399025"
"Keine Sorgen","2006","Hauptschule","weiblich","675","0.161622250742446","0.150401205798879","0.172843295686014"
"Keine Sorgen","2006","Realschule","maennlich","420","0.175890894128024","0.160646199864757","0.19113558839129"
"Keine Sorgen","2006","Realschule","weiblich","570","0.174206584916857","0.161285407627464","0.187127762206249"
"Einige Sorgen","2007","(Fach-)Abitur","maennlich","467","0.433900069754372","0.403865344786043","0.463934794722702"
"Einige Sorgen","2007","(Fach-)Abitur","weiblich","641","0.504417382561697","0.477249080484041","0.531585684639353"
"Einige Sorgen","2007","(noch) kein Abschluss","maennlich","101","","",""
"Einige Sorgen","2007","(noch) kein Abschluss","weiblich","130","","",""
"Einige Sorgen","2007","AkademikerIn","maennlich","947","0.393489028545085","0.373964696040258","0.413013361049913"
"Einige Sorgen","2007","AkademikerIn","weiblich","883","0.445489138608733","0.423496761282896","0.46748151593457"
"Einige Sorgen","2007","Hauptschule","maennlich","1551","","",""
"Einige Sorgen","2007","Hauptschule","weiblich","1780","","",""
"Einige Sorgen","2007","Realschule","maennlich","957","0.426281144747293","0.405896862075084","0.446665427419502"
"Einige Sorgen","2007","Realschule","weiblich","1470","","",""
"Grosse Sorgen","2007","(Fach-)Abitur","maennlich","226","","",""
"Grosse Sorgen","2007","(Fach-)Abitur","weiblich","214","","",""
"Grosse Sorgen","2007","(noch) kein Abschluss","maennlich","60","0.237414039846474","0.183693895444148","0.2911341842488"
"Grosse Sorgen","2007","(noch) kein Abschluss","weiblich","54","0.159545929380136","0.11871693269493","0.200374926065342"
"Grosse Sorgen","2007","AkademikerIn","maennlich","494","0.207820733859911","0.191604622302983","0.224036845416838"
"Grosse Sorgen","2007","AkademikerIn","weiblich","357","0.173531768121849","0.156774579131137","0.190288957112562"
"Grosse Sorgen","2007","Hauptschule","maennlich","1322","","",""
"Grosse Sorgen","2007","Hauptschule","weiblich","1247","","",""
"Grosse Sorgen","2007","Realschule","maennlich","841","0.378938167483921","0.358941878461295","0.398934456506547"
"Grosse Sorgen","2007","Realschule","weiblich","1030","","",""
"Keine Sorgen","2007","(Fach-)Abitur","maennlich","353","0.353534465930287","0.324562976944249","0.382505954916324"
"Keine Sorgen","2007","(Fach-)Abitur","weiblich","446","0.32667107107169","0.301186436066907","0.352155706076473"
"Keine Sorgen","2007","(noch) kein Abschluss","maennlich","80","0.283119173783871","0.226240731590046","0.339997615977695"
"Keine Sorgen","2007","(noch) kein Abschluss","weiblich","125","","",""
"Keine Sorgen","2007","AkademikerIn","maennlich","964","0.398690237595004","0.379121740197938","0.41825873499207"
"Keine Sorgen","2007","AkademikerIn","weiblich","722","0.380979093269417","0.35949080507659","0.402467381462245"
"Keine Sorgen","2007","Hauptschule","maennlich","656","0.195627459085375","0.182539685079748","0.208715233091002"
"Keine Sorgen","2007","Hauptschule","weiblich","688","0.190292122980881","0.177669684295827","0.202914561665934"
"Keine Sorgen","2007","Realschule","maennlich","463","0.194780687768786","0.178456640317206","0.211104735220366"
"Keine Sorgen","2007","Realschule","weiblich","609","0.196698320197855","0.182725714837547","0.210670925558162"
"Einige Sorgen","2008","(Fach-)Abitur","maennlich","384","0.397807066483285","0.366958220078547","0.428655912888024"
"Einige Sorgen","2008","(Fach-)Abitur","weiblich","549","0.445039270369006","0.416921054440206","0.473157486297806"
"Einige Sorgen","2008","(noch) kein Abschluss","maennlich","98","0.36109883703873","0.30167767857481","0.42051999550265"
"Einige Sorgen","2008","(noch) kein Abschluss","weiblich","106","","",""
"Einige Sorgen","2008","AkademikerIn","maennlich","916","0.39683115201359","0.376771318726691","0.416890985300488"
"Einige Sorgen","2008","AkademikerIn","weiblich","829","0.420013577924742","0.397779794938149","0.442247360911335"
"Einige Sorgen","2008","Hauptschule","maennlich","1474","","",""
"Einige Sorgen","2008","Hauptschule","weiblich","1676","","",""
"Einige Sorgen","2008","Realschule","maennlich","928","0.433953674188734","0.413023496549575","0.454883851827894"
"Einige Sorgen","2008","Realschule","weiblich","1470","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","maennlich","187","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","weiblich","172","","",""
"Grosse Sorgen","2008","(noch) kein Abschluss","maennlich","62","0.269451369699617","0.214563548258772","0.324339191140462"
"Grosse Sorgen","2008","(noch) kein Abschluss","weiblich","53","0.179133589036806","0.134999532370437","0.223267645703175"
"Grosse Sorgen","2008","AkademikerIn","maennlich","363","0.153010424950971","0.138249807257888","0.167771042644053"
"Grosse Sorgen","2008","AkademikerIn","weiblich","279","","",""
"Grosse Sorgen","2008","Hauptschule","maennlich","1098","","",""
"Grosse Sorgen","2008","Hauptschule","weiblich","1077","","",""
"Grosse Sorgen","2008","Realschule","maennlich","704","0.335954088364841","0.31600770047148","0.355900476258202"
"Grosse Sorgen","2008","Realschule","weiblich","795","0.269285950482903","0.253256917100319","0.285314983865487"
"Keine Sorgen","2008","(Fach-)Abitur","maennlich","396","0.425041149822584","0.393883210694023","0.456199088951144"
"Keine Sorgen","2008","(Fach-)Abitur","weiblich","479","0.410510617968384","0.382677769264599","0.43834346667217"
"Keine Sorgen","2008","(noch) kein Abschluss","maennlich","91","0.369449793261652","0.309739558262024","0.42916002826128"
"Keine Sorgen","2008","(noch) kein Abschluss","weiblich","131","","",""
"Keine Sorgen","2008","AkademikerIn","maennlich","1006","","",""
"Keine Sorgen","2008","AkademikerIn","weiblich","785","0.433004127233881","0.410683378901526","0.455324875566237"
"Keine Sorgen","2008","Hauptschule","maennlich","701","0.219983607388459","0.205792309609842","0.234174905167076"
"Keine Sorgen","2008","Hauptschule","weiblich","732","0.204685146649006","0.191289631781071","0.218080661516941"
"Keine Sorgen","2008","Realschule","maennlich","522","0.230092237446425","0.212317811869411","0.247866663023439"
"Keine Sorgen","2008","Realschule","weiblich","677","0.223761035114345","0.208701321689285","0.238820748539405"
"Einige Sorgen","2009","(Fach-)Abitur","maennlich","338","0.382313468334946","0.350315301758157","0.414311634911735"
"Einige Sorgen","2009","(Fach-)Abitur","weiblich","434","0.386352044913726","0.357707768569226","0.414996321258227"
"Einige Sorgen","2009","(noch) kein Abschluss","maennlich","94","0.374276223758314","0.313430171998467","0.435122275518161"
"Einige Sorgen","2009","(noch) kein Abschluss","weiblich","89","0.410732318525028","0.347832425095808","0.473632211954248"
"Einige Sorgen","2009","AkademikerIn","maennlich","783","0.350290883306077","0.330260310281639","0.370321456330516"
"Einige Sorgen","2009","AkademikerIn","weiblich","737","0.396776796968574","0.374416921565558","0.419136672371589"
"Einige Sorgen","2009","Hauptschule","maennlich","1348","","",""
"Einige Sorgen","2009","Hauptschule","weiblich","1539","","",""
"Einige Sorgen","2009","Realschule","maennlich","858","0.423168810496627","0.401596743592896","0.444740877400359"
"Einige Sorgen","2009","Realschule","weiblich","1373","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","maennlich","124","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","weiblich","141","","",""
"Grosse Sorgen","2009","(noch) kein Abschluss","maennlich","41","0.169335570522002","0.122180124317975","0.216491016726028"
"Grosse Sorgen","2009","(noch) kein Abschluss","weiblich","30","0.104755020917135","0.0656013459854529","0.143908695848817"
