"plj0046","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1999","AkademikerIn","1 Einkommensschwächstes Quintil","56","0.196990680749715","0.145701562326064","0.248279799173365"
"Grosse Sorgen","1999","AkademikerIn","2","107","0.242450920013105","0.202223502576584","0.282678337449626"
"Grosse Sorgen","1999","AkademikerIn","3","111","0.258750747705205","0.217404852760542","0.300096642649868"
"Grosse Sorgen","1999","AkademikerIn","4","103","0.243918769332304","0.203281334734989","0.284556203929619"
"Grosse Sorgen","1999","AkademikerIn","5 Einkommensstärkstes Quintil","78","0.21032171121326","0.17166710033831","0.248976322088209"
"Grosse Sorgen","1999","Hauptschule","1 Einkommensschwächstes Quintil","703","0.40148067928212","0.379316272441303","0.423645086122937"
"Grosse Sorgen","1999","Hauptschule","2","794","0.430780365413858","0.409029309377531","0.452531421450185"
"Grosse Sorgen","1999","Hauptschule","3","431","0.397351199679328","0.368628181718455","0.426074217640201"
"Grosse Sorgen","1999","Hauptschule","4","328","0.464932609605523","0.428751164666436","0.501114054544611"
"Grosse Sorgen","1999","Hauptschule","5 Einkommensstärkstes Quintil","116","0.397322807725835","0.340410912663611","0.454234702788059"
"Grosse Sorgen","1999","Realschule","1 Einkommensschwächstes Quintil","387","0.401650850887656","0.369834354301999","0.433467347473313"
"Grosse Sorgen","1999","Realschule","2","398","0.388986014841722","0.35902336743496","0.418948662248483"
"Grosse Sorgen","1999","Realschule","3","243","0.376593879927751","0.339113607690491","0.414074152165012"
"Grosse Sorgen","1999","Realschule","4","183","0.361361636036246","0.320805905186268","0.401917366886225"
"Grosse Sorgen","1999","Realschule","5 Einkommensstärkstes Quintil","83","0.305595592744595","0.249275766412562","0.361915419076627"
"Keine Sorgen","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","115","0.370012192661088","0.316524974388282","0.423499410933894"
"Keine Sorgen","1999","(Fach-)Abitur","2","92","0.357235341870398","0.302084481026376","0.412386202714419"
"Keine Sorgen","1999","(Fach-)Abitur","3","59","0.227682059772903","0.172520813309419","0.282843306236387"
"Keine Sorgen","1999","(Fach-)Abitur","4","60","0.319315645878932","0.254213101630182","0.384418190127682"
"Keine Sorgen","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","31","0.308819382496019","0.222871604733331","0.394767160258707"
"Keine Sorgen","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","105","0.304680541452103","0.256182456196794","0.353178626707413"
"Keine Sorgen","1999","(noch) kein Abschluss","2","68","0.261563789678065","0.20664438253159","0.316483196824539"
"Keine Sorgen","1999","(noch) kein Abschluss","3","27","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","4","21","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"Keine Sorgen","1999","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.270121685949505","0.21286225112717","0.327381120771839"
"Keine Sorgen","1999","AkademikerIn","2","109","0.273730269671147","0.231878364659024","0.31558217468327"
"Keine Sorgen","1999","AkademikerIn","3","120","0.280172639530608","0.23777550630647","0.322569772754745"
"Keine Sorgen","1999","AkademikerIn","4","143","0.331815574616368","0.287258568429244","0.376372580803491"
"Keine Sorgen","1999","AkademikerIn","5 Einkommensstärkstes Quintil","158","0.371480197590044","0.325648972098645","0.417311423081443"
"Keine Sorgen","1999","Hauptschule","1 Einkommensschwächstes Quintil","295","0.138474367006913","0.122857155321539","0.154091578692287"
"Keine Sorgen","1999","Hauptschule","2","278","0.117565632787662","0.103417671566622","0.131713594008703"
"Keine Sorgen","1999","Hauptschule","3","169","0.14212547704045","0.121629977391083","0.162620976689818"
"Keine Sorgen","1999","Hauptschule","4","96","0.118986771315618","0.095499789268826","0.14247375336241"
"Keine Sorgen","1999","Hauptschule","5 Einkommensstärkstes Quintil","40","0.129923865085944","0.0908206906537365","0.169027039518152"
"Keine Sorgen","1999","Realschule","1 Einkommensschwächstes Quintil","114","0.14003590609879","0.117513720449041","0.16255809174854"
"Keine Sorgen","1999","Realschule","2","144","0.144410122075694","0.122806864134399","0.166013380016989"
"Keine Sorgen","1999","Realschule","3","88","0.147291191807042","0.119877385515483","0.1747049980986"
"Keine Sorgen","1999","Realschule","4","99","0.193176510085448","0.159847675087238","0.226505345083658"
"Keine Sorgen","1999","Realschule","5 Einkommensstärkstes Quintil","44","0.170246160280179","0.124295175039909","0.216197145520448"
"Einige Sorgen","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","249","0.405462065544774","0.365777253549077","0.445146877540471"
"Einige Sorgen","2000","(Fach-)Abitur","2","248","0.444702487637123","0.403020404732514","0.486384570541731"
"Einige Sorgen","2000","(Fach-)Abitur","3","223","0.437149021953074","0.393670521519445","0.480627522386703"
"Einige Sorgen","2000","(Fach-)Abitur","4","203","0.476605379089179","0.429065370047027","0.524145388131332"
"Einige Sorgen","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","131","0.482470999691863","0.42297792725392","0.541964072129806"
"Einige Sorgen","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","154","0.387383470850561","0.339097094997375","0.435669846703748"
"Einige Sorgen","2000","(noch) kein Abschluss","2","111","0.406565382167913","0.346158993900902","0.466971770434925"
"Einige Sorgen","2000","(noch) kein Abschluss","3","61","0.461900849475118","0.377489425715551","0.546312273234685"
"Einige Sorgen","2000","(noch) kein Abschluss","4","36","0.481836334537087","0.368752452048146","0.594920217026027"
"Einige Sorgen","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"Einige Sorgen","2000","AkademikerIn","1 Einkommensschwächstes Quintil","206","0.465978284410873","0.418608043945199","0.513348524876548"
"Einige Sorgen","2000","AkademikerIn","2","330","0.460906307591602","0.423793832021184","0.49801878316202"
"Einige Sorgen","2000","AkademikerIn","3","340","0.416824161707853","0.381468090982502","0.452180232433204"
"Einige Sorgen","2000","AkademikerIn","4","361","0.406218123196768","0.373639398039706","0.438796848353831"
"Einige Sorgen","2000","AkademikerIn","5 Einkommensstärkstes Quintil","414","0.405276125703728","0.375352031139879","0.435200220267577"
"Einige Sorgen","2000","Hauptschule","1 Einkommensschwächstes Quintil","1506","0.457325958242157","0.440240664441932","0.474411252042383"
"Einige Sorgen","2000","Hauptschule","2","1670","0.481008873629732","0.464258728581159","0.497759018678306"
"Einige Sorgen","2000","Hauptschule","3","882","0.440363129848483","0.418346258545927","0.462380001151038"
"Einige Sorgen","2000","Hauptschule","4","612","0.442265510227842","0.415879464209768","0.468651556245916"
"Einige Sorgen","2000","Hauptschule","5 Einkommensstärkstes Quintil","266","0.501751388510452","0.459657815843908","0.543844961176996"
"Einige Sorgen","2000","Realschule","1 Einkommensschwächstes Quintil","623","0.43988640189448","0.414451254738698","0.465321549050262"
"Einige Sorgen","2000","Realschule","2","857","0.458303316697075","0.435487293763401","0.48111933963075"
"Einige Sorgen","2000","Realschule","3","625","0.487821202722822","0.460330403573673","0.515312001871971"
"Einige Sorgen","2000","Realschule","4","507","0.45582658338435","0.426012656360931","0.485640510407769"
"Einige Sorgen","2000","Realschule","5 Einkommensstärkstes Quintil","273","0.455686044922468","0.415735884803285","0.495636205041652"
"Grosse Sorgen","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","103","0.167129154269955","0.136973110446338","0.197285198093572"
"Grosse Sorgen","2000","(Fach-)Abitur","2","109","0.177595818796686","0.145539710774664","0.209651926818708"
"Grosse Sorgen","2000","(Fach-)Abitur","3","100","0.197153566166628","0.162281181330348","0.232025951002908"
"Grosse Sorgen","2000","(Fach-)Abitur","4","87","0.207336863860994","0.168749264930836","0.245924462791151"
"Grosse Sorgen","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","50","0.17300280807861","0.127968650903476","0.218036965253744"
"Grosse Sorgen","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","87","0.240981213425759","0.198589832089931","0.283372594761586"
"Grosse Sorgen","2000","(noch) kein Abschluss","2","46","0.201239941943239","0.15193431398885","0.250545569897629"
"Grosse Sorgen","2000","(noch) kein Abschluss","3","28","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","4","12","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Grosse Sorgen","2000","AkademikerIn","1 Einkommensschwächstes Quintil","78","0.147807733963353","0.114105346658558","0.181510121268148"
"Grosse Sorgen","2000","AkademikerIn","2","128","0.173443726808457","0.145253602871826","0.201633850745088"
"Grosse Sorgen","2000","AkademikerIn","3","153","0.202254201231199","0.173449138275515","0.231059264186883"
"Grosse Sorgen","2000","AkademikerIn","4","153","0.184160965080159","0.158448601488957","0.209873328671361"
"Grosse Sorgen","2000","AkademikerIn","5 Einkommensstärkstes Quintil","177","0.179399436787545","0.156012988804309","0.202785884770781"
"Grosse Sorgen","2000","Hauptschule","1 Einkommensschwächstes Quintil","1022","0.32144931140365","0.305432081898128","0.337466540909172"
"Grosse Sorgen","2000","Hauptschule","2","1143","0.348864685717647","0.332886546839899","0.364842824595395"
"Grosse Sorgen","2000","Hauptschule","3","685","0.362122118311646","0.340806729099183","0.383437507524109"
"Grosse Sorgen","2000","Hauptschule","4","499","0.379648082266978","0.353865364285395","0.405430800248561"
"Grosse Sorgen","2000","Hauptschule","5 Einkommensstärkstes Quintil","181","0.33988230405934","0.300005218313346","0.379759389805333"
"Grosse Sorgen","2000","Realschule","1 Einkommensschwächstes Quintil","561","0.363560864484084","0.338912226279034","0.388209502689135"
"Grosse Sorgen","2000","Realschule","2","642","0.344072822006585","0.322318860581008","0.365826783432161"
"Grosse Sorgen","2000","Realschule","3","421","0.328372591269102","0.30254440640666","0.354200776131544"
"Grosse Sorgen","2000","Realschule","4","355","0.339659373398847","0.311309148455132","0.368009598342562"
"Grosse Sorgen","2000","Realschule","5 Einkommensstärkstes Quintil","183","0.314886343447302","0.277628376713333","0.352144310181271"
"Keine Sorgen","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","236","0.427408780185271","0.387423191905773","0.467394368464768"
"Keine Sorgen","2000","(Fach-)Abitur","2","189","0.377701693566191","0.337036247053802","0.418367140078581"
"Keine Sorgen","2000","(Fach-)Abitur","3","177","0.365697411880298","0.323481879168273","0.407912944592323"
"Keine Sorgen","2000","(Fach-)Abitur","4","134","0.316057757049827","0.271803189244484","0.36031232485517"
"Keine Sorgen","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","90","0.344526192229527","0.287947586765641","0.401104797693412"
"Keine Sorgen","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","150","0.37163531572368","0.323736576157677","0.419534055289684"
"Keine Sorgen","2000","(noch) kein Abschluss","2","97","0.392194675888847","0.332151406805086","0.452237944972609"
"Keine Sorgen","2000","(noch) kein Abschluss","3","45","0.339337246222639","0.25916918716825","0.419505305277029"
"Keine Sorgen","2000","(noch) kein Abschluss","4","27","","",""
"Keine Sorgen","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","16","","",""
"Keine Sorgen","2000","AkademikerIn","1 Einkommensschwächstes Quintil","142","0.386213981625774","0.339979522320417","0.432448440931131"
"Keine Sorgen","2000","AkademikerIn","2","235","0.365649965599941","0.329792571369214","0.401507359830668"
"Keine Sorgen","2000","AkademikerIn","3","254","0.380921637060948","0.346097655522742","0.415745618599153"
"Keine Sorgen","2000","AkademikerIn","4","359","0.409620911723073","0.376999893556088","0.442241929890057"
"Keine Sorgen","2000","AkademikerIn","5 Einkommensstärkstes Quintil","443","0.415324437508727","0.385288649150325","0.445360225867129"
"Keine Sorgen","2000","Hauptschule","1 Einkommensschwächstes Quintil","738","0.221224730354193","0.206989551963451","0.235459908744934"
"Keine Sorgen","2000","Hauptschule","2","605","0.170126440652621","0.157529823397527","0.182723057907715"
"Keine Sorgen","2000","Hauptschule","3","386","0.197514751839871","0.179857818927056","0.215171684752686"
"Keine Sorgen","2000","Hauptschule","4","250","0.17808640750518","0.157760614601314","0.198412200409047"
"Keine Sorgen","2000","Hauptschule","5 Einkommensstärkstes Quintil","95","0.158366307430208","0.127630728380623","0.189101886479794"
"Keine Sorgen","2000","Realschule","1 Einkommensschwächstes Quintil","279","0.196552733621436","0.176189621111065","0.216915846131807"
"Keine Sorgen","2000","Realschule","2","333","0.19762386129634","0.179389353322048","0.215858369270631"
"Keine Sorgen","2000","Realschule","3","224","0.183806206008076","0.162504079474405","0.205108332541746"
"Keine Sorgen","2000","Realschule","4","210","0.204514043216802","0.180368970132081","0.228659116301523"
"Keine Sorgen","2000","Realschule","5 Einkommensstärkstes Quintil","141","0.22942761163023","0.195699619410084","0.263155603850375"
"Einige Sorgen","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","186","0.385988608468748","0.34243712723344","0.429540089704056"
"Einige Sorgen","2001","(Fach-)Abitur","2","268","0.45428551143563","0.413047163103636","0.495523859767624"
"Einige Sorgen","2001","(Fach-)Abitur","3","197","0.439190156157102","0.393588931568842","0.484791380745362"
"Einige Sorgen","2001","(Fach-)Abitur","4","195","0.462419814540395","0.414736845462829","0.510102783617961"
"Einige Sorgen","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","130","0.487686957716971","0.429958477547805","0.545415437886137"
"Einige Sorgen","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","144","0.444518282145559","0.390158804674161","0.498877759616957"
"Einige Sorgen","2001","(noch) kein Abschluss","2","122","0.45987520068994","0.398095593753108","0.521654807626772"
"Einige Sorgen","2001","(noch) kein Abschluss","3","59","0.383864769095865","0.30497897316468","0.46275056502705"
"Einige Sorgen","2001","(noch) kein Abschluss","4","41","0.502676763924744","0.399948209794226","0.605405318055263"
"Einige Sorgen","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","19","","",""
"Einige Sorgen","2001","AkademikerIn","1 Einkommensschwächstes Quintil","142","0.443364273530443","0.388677242539334","0.498051304521551"
"Einige Sorgen","2001","AkademikerIn","2","276","0.466631329339528","0.426410127031931","0.506852531647126"
"Einige Sorgen","2001","AkademikerIn","3","300","0.401916483080515","0.366079415033722","0.437753551127308"
"Einige Sorgen","2001","AkademikerIn","4","370","0.422695685779598","0.390386483761785","0.45500488779741"
"Einige Sorgen","2001","AkademikerIn","5 Einkommensstärkstes Quintil","427","0.437667969174099","0.406780661324718","0.468555277023481"
"Einige Sorgen","2001","Hauptschule","1 Einkommensschwächstes Quintil","1313","0.474144005339811","0.455535540347684","0.492752470331938"
"Einige Sorgen","2001","Hauptschule","2","1460","0.499133917227236","0.480844458720334","0.517423375734138"
"Einige Sorgen","2001","Hauptschule","3","936","0.503455747313629","0.480968036905454","0.525943457721805"
"Einige Sorgen","2001","Hauptschule","4","594","0.482069781571473","0.454179228122716","0.509960335020231"
"Einige Sorgen","2001","Hauptschule","5 Einkommensstärkstes Quintil","288","0.569167895469601","0.526441380852718","0.611894410086483"
"Einige Sorgen","2001","Realschule","1 Einkommensschwächstes Quintil","566","0.4613768415409","0.433495137394763","0.489258545687036"
"Einige Sorgen","2001","Realschule","2","796","0.496169957418034","0.47179270943912","0.520547205396949"
"Einige Sorgen","2001","Realschule","3","640","0.497166607789705","0.469415655206098","0.524917560373312"
"Einige Sorgen","2001","Realschule","4","503","0.486232995103006","0.455797979328601","0.516668010877412"
"Einige Sorgen","2001","Realschule","5 Einkommensstärkstes Quintil","271","0.450290876844041","0.410547671397868","0.490034082290215"
"Grosse Sorgen","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","88","0.159209029907299","0.126478326418819","0.191939733395779"
"Grosse Sorgen","2001","(Fach-)Abitur","2","88","0.144544489180493","0.115420318936904","0.173668659424082"
"Grosse Sorgen","2001","(Fach-)Abitur","3","87","0.187804717647237","0.151918649895257","0.223690785399217"
"Grosse Sorgen","2001","(Fach-)Abitur","4","66","0.170542535775935","0.134572831793635","0.206512239758235"
"Grosse Sorgen","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","47","0.141251061546868","0.101027472966237","0.181474650127499"
"Grosse Sorgen","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","54","0.171581417549762","0.130337907729818","0.212824927369705"
"Grosse Sorgen","2001","(noch) kein Abschluss","2","39","0.167212265357858","0.120955068422851","0.213469462292864"
"Grosse Sorgen","2001","(noch) kein Abschluss","3","24","","",""
"Grosse Sorgen","2001","(noch) kein Abschluss","4","9","","",""
"Grosse Sorgen","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","10","","",""
"Grosse Sorgen","2001","AkademikerIn","1 Einkommensschwächstes Quintil","52","0.149542026027573","0.110284175350108","0.188799876705039"
"Grosse Sorgen","2001","AkademikerIn","2","119","0.191106803526824","0.159408354281613","0.222805252772035"
"Grosse Sorgen","2001","AkademikerIn","3","106","0.141618843615076","0.116133866064669","0.167103821165482"
"Grosse Sorgen","2001","AkademikerIn","4","127","0.142282299440297","0.11943380719303","0.165130791687563"
"Grosse Sorgen","2001","AkademikerIn","5 Einkommensstärkstes Quintil","115","0.113288858254916","0.0935557296402718","0.133021986869561"
"Grosse Sorgen","2001","Hauptschule","1 Einkommensschwächstes Quintil","787","0.290366948203519","0.273450370394198","0.30728352601284"
"Grosse Sorgen","2001","Hauptschule","2","826","0.297488952067565","0.280766748926068","0.314211155209062"
"Grosse Sorgen","2001","Hauptschule","3","563","0.294462173856394","0.273961859676729","0.314962488036059"
"Grosse Sorgen","2001","Hauptschule","4","354","0.286151225790133","0.260924117753576","0.311378333826689"
"Grosse Sorgen","2001","Hauptschule","5 Einkommensstärkstes Quintil","121","0.23442139006043","0.197868917978509","0.270973862142352"
"Grosse Sorgen","2001","Realschule","1 Einkommensschwächstes Quintil","402","0.318483465407228","0.292426097123332","0.344540833691124"
"Grosse Sorgen","2001","Realschule","2","470","0.281116217611856","0.259198278993547","0.303034156230165"
"Grosse Sorgen","2001","Realschule","3","325","0.262885223130813","0.238452857975772","0.287317588285854"
"Grosse Sorgen","2001","Realschule","4","275","0.260322547274401","0.233602003241747","0.287043091307054"
"Grosse Sorgen","2001","Realschule","5 Einkommensstärkstes Quintil","143","0.228967625826065","0.195403665993651","0.262531585658478"
"Keine Sorgen","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","206","0.454802361623953","0.410255633553887","0.499349089694018"
"Keine Sorgen","2001","(Fach-)Abitur","2","204","0.401169999383877","0.360575230207958","0.441764768559795"
"Keine Sorgen","2001","(Fach-)Abitur","3","171","0.373005126195661","0.328569450558657","0.417440801832666"
"Keine Sorgen","2001","(Fach-)Abitur","4","159","0.36703764968367","0.320941177187917","0.413134122179423"
"Keine Sorgen","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","111","0.371061980736161","0.315269072389761","0.426854889082561"
"Keine Sorgen","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","123","0.383900300304679","0.330698013594564","0.437102587014795"
"Keine Sorgen","2001","(noch) kein Abschluss","2","89","0.372912533952202","0.312968545323746","0.432856522580658"
"Keine Sorgen","2001","(noch) kein Abschluss","3","63","0.384112918196162","0.305217520953772","0.463008315438551"
"Keine Sorgen","2001","(noch) kein Abschluss","4","41","0.394381822552572","0.293969898103435","0.494793747001708"
"Keine Sorgen","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","20","","",""
"Keine Sorgen","2001","AkademikerIn","1 Einkommensschwächstes Quintil","123","0.407093700441984","0.353010960811149","0.46117644007282"
"Keine Sorgen","2001","AkademikerIn","2","196","0.342261867133648","0.304009341155762","0.380514393111533"
"Keine Sorgen","2001","AkademikerIn","3","313","0.45646467330441","0.420056313035146","0.492873033573674"
"Keine Sorgen","2001","AkademikerIn","4","401","0.435022014780106","0.402596916343438","0.467447113216774"
"Keine Sorgen","2001","AkademikerIn","5 Einkommensstärkstes Quintil","449","0.449043172570984","0.418075105624349","0.48001123951762"
"Keine Sorgen","2001","Hauptschule","1 Einkommensschwächstes Quintil","666","0.23548904645667","0.219676594653259","0.251301498260081"
"Keine Sorgen","2001","Hauptschule","2","585","0.203377130705199","0.188653702679494","0.218100558730905"
"Keine Sorgen","2001","Hauptschule","3","400","0.202082078829977","0.184021626682431","0.220142530977523"
"Keine Sorgen","2001","Hauptschule","4","285","0.231778992638394","0.20822596847069","0.255332016806099"
"Keine Sorgen","2001","Hauptschule","5 Einkommensstärkstes Quintil","107","0.196410714469969","0.162132128640593","0.230689300299346"
"Keine Sorgen","2001","Realschule","1 Einkommensschwächstes Quintil","260","0.220139693051872","0.196965400025542","0.243313986078203"
"Keine Sorgen","2001","Realschule","2","350","0.222713824970109","0.202428056106337","0.242999593833882"
"Keine Sorgen","2001","Realschule","3","282","0.239948169079482","0.216245612646577","0.263650725512386"
"Keine Sorgen","2001","Realschule","4","258","0.253444457622593","0.226956975626856","0.27993193961833"
"Keine Sorgen","2001","Realschule","5 Einkommensstärkstes Quintil","188","0.320741497329894","0.283455568758361","0.358027425901427"
"Einige Sorgen","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","175","0.378795507141888","0.33326268697401","0.424328327309765"
"Einige Sorgen","2002","(Fach-)Abitur","2","225","0.432130160448257","0.388753019947668","0.475507300948846"
"Einige Sorgen","2002","(Fach-)Abitur","3","208","0.439360122576726","0.392827269267112","0.485892975886339"
"Einige Sorgen","2002","(Fach-)Abitur","4","240","0.473538715544594","0.429419629715097","0.51765780137409"
"Einige Sorgen","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","263","0.459123081590808","0.418177622446631","0.500068540734985"
"Einige Sorgen","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","128","0.413512849375413","0.356931232728925","0.470094466021902"
"Einige Sorgen","2002","(noch) kein Abschluss","2","112","0.475520168487802","0.410554482380769","0.540485854594836"
"Einige Sorgen","2002","(noch) kein Abschluss","3","57","0.437851986974234","0.357922645346445","0.517781328602024"
"Einige Sorgen","2002","(noch) kein Abschluss","4","50","0.405674565980755","0.31854426306971","0.4928048688918"
"Einige Sorgen","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","43","0.48404771796112","0.387064439193184","0.581030996729055"
"Einige Sorgen","2002","AkademikerIn","1 Einkommensschwächstes Quintil","150","0.46940721451953","0.414897274326637","0.523917154712423"
"Einige Sorgen","2002","AkademikerIn","2","230","0.438085265970372","0.393974511115788","0.482196020824956"
"Einige Sorgen","2002","AkademikerIn","3","332","0.485893657689774","0.448574178355451","0.523213137024098"
"Einige Sorgen","2002","AkademikerIn","4","448","0.441482525871941","0.411083385675617","0.471881666068265"
"Einige Sorgen","2002","AkademikerIn","5 Einkommensstärkstes Quintil","873","0.450321189612275","0.428587078006342","0.472055301218208"
"Einige Sorgen","2002","Hauptschule","1 Einkommensschwächstes Quintil","1141","0.478721467080208","0.458562861289291","0.498880072871125"
"Einige Sorgen","2002","Hauptschule","2","1289","0.492473815128423","0.473268041492947","0.511679588763899"
"Einige Sorgen","2002","Hauptschule","3","906","0.506210627473327","0.482991139965404","0.52943011498125"
"Einige Sorgen","2002","Hauptschule","4","711","0.511042008747185","0.484581789488246","0.537502228006124"
"Einige Sorgen","2002","Hauptschule","5 Einkommensstärkstes Quintil","348","0.465775489359743","0.429005914837469","0.502545063882017"
"Einige Sorgen","2002","Realschule","1 Einkommensschwächstes Quintil","478","0.41792569554291","0.388712451797329","0.447138939288491"
"Einige Sorgen","2002","Realschule","2","709","0.491497823615983","0.465532107541608","0.517463539690358"
"Einige Sorgen","2002","Realschule","3","608","0.458468883709327","0.431278215738704","0.485659551679951"
"Einige Sorgen","2002","Realschule","4","549","0.480413829386389","0.451588005522702","0.509239653250075"
"Einige Sorgen","2002","Realschule","5 Einkommensstärkstes Quintil","487","0.498728204711834","0.467660787474088","0.529795621949579"
"Grosse Sorgen","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","81","0.174499309633117","0.138873854339323","0.21012476492691"
