"plj0046","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2001","kein Migrationshintergrund","maennlich","2307","0.269542356375564","0.260189884930842","0.278894827820286"
"Keine Sorgen","2001","kein Migrationshintergrund","weiblich","2383","0.251261604297718","0.242499889537436","0.260023319058"
"Keine Sorgen","2001","direkter Migrationshintergrund","maennlich","533","0.395783451450945","0.370249518239326","0.421317384662564"
"Keine Sorgen","2001","direkter Migrationshintergrund","weiblich","564","0.404014962570222","0.378896242337086","0.429133682803358"
"Keine Sorgen","2001","indirekter Migrationshintergrund","maennlich","150","0.382374145105463","0.332857156787203","0.431891133423722"
"Keine Sorgen","2001","indirekter Migrationshintergrund","weiblich","144","0.396326795944608","0.347594118138643","0.445059473750572"
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2002","kein Migrationshintergrund","maennlich","2790","0.313679527307865","0.304273736758198","0.323085317857532"
"Grosse Sorgen","2002","kein Migrationshintergrund","weiblich","2736","0.299287186315029","0.290294962306768","0.308279410323289"
"Grosse Sorgen","2002","direkter Migrationshintergrund","maennlich","246","0.192015779448673","0.170918439446487","0.213113119450858"
"Grosse Sorgen","2002","direkter Migrationshintergrund","weiblich","254","0.18910187140138","0.168705752888525","0.209497989914235"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","maennlich","60","0.184852090045869","0.144919712289818","0.224784467801921"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","weiblich","62","0.180622691547634","0.142969306469346","0.218276076625921"
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2002","kein Migrationshintergrund","maennlich","4209","0.448616173907815","0.438534022525251","0.458698325290379"
"Einige Sorgen","2002","kein Migrationshintergrund","weiblich","4951","0.495985874156135","0.486168190505145","0.505803557807124"
"Einige Sorgen","2002","direkter Migrationshintergrund","maennlich","644","0.464983378003204","0.438268071935012","0.491698684071396"
"Einige Sorgen","2002","direkter Migrationshintergrund","weiblich","689","0.4734341361699","0.447428193585859","0.499440078753941"
"Einige Sorgen","2002","indirekter Migrationshintergrund","maennlich","145","0.443850359432422","0.392740004499745","0.4949607143651"
"Einige Sorgen","2002","indirekter Migrationshintergrund","weiblich","208","0.490838897983706","0.441909147646141","0.539768648321271"
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2002","kein Migrationshintergrund","maennlich","2349","0.23770429878432","0.229075129430621","0.246333468138019"
"Keine Sorgen","2002","kein Migrationshintergrund","weiblich","2276","0.204726939528836","0.196803775288988","0.212650103768685"
"Keine Sorgen","2002","direkter Migrationshintergrund","maennlich","449","0.343000842548124","0.3175742711614","0.368427413934847"
"Keine Sorgen","2002","direkter Migrationshintergrund","weiblich","473","0.33746399242872","0.31283566450125","0.362092320356189"
"Keine Sorgen","2002","indirekter Migrationshintergrund","maennlich","158","0.371297550521708","0.321595031890064","0.421000069153353"
"Keine Sorgen","2002","indirekter Migrationshintergrund","weiblich","131","0.328538410468661","0.282567874455313","0.374508946482008"
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2003","kein Migrationshintergrund","maennlich","2517","0.297326610362654","0.287881808007296","0.306771412718013"
"Grosse Sorgen","2003","kein Migrationshintergrund","weiblich","2437","0.278333131687444","0.269387874237078","0.28727838913781"
"Grosse Sorgen","2003","direkter Migrationshintergrund","maennlich","223","0.180494540563936","0.159173860892916","0.201815220234956"
"Grosse Sorgen","2003","direkter Migrationshintergrund","weiblich","209","0.156721992076981","0.137162256092229","0.176281728061734"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","maennlich","58","0.184677762677512","0.144923885246253","0.224431640108772"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","weiblich","70","0.199277019935142","0.160130978484842","0.238423061385443"
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2003","kein Migrationshintergrund","maennlich","4044","0.450991889003041","0.440709998447189","0.461273779558892"
"Einige Sorgen","2003","kein Migrationshintergrund","weiblich","4711","0.48708287204095","0.477106628615294","0.497059115466606"
"Einige Sorgen","2003","direkter Migrationshintergrund","maennlich","563","0.432201177572134","0.404739105589091","0.459663249555178"
"Einige Sorgen","2003","direkter Migrationshintergrund","weiblich","633","0.479317984206987","0.45243912821738","0.506196840196595"
"Einige Sorgen","2003","indirekter Migrationshintergrund","maennlich","165","0.442742349141535","0.3918548508549","0.493629847428171"
"Einige Sorgen","2003","indirekter Migrationshintergrund","weiblich","186","0.43073399349543","0.382207345347478","0.479260641643382"
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2003","kein Migrationshintergrund","maennlich","2436","0.251681500634305","0.242714068079464","0.260648933189147"
"Keine Sorgen","2003","kein Migrationshintergrund","weiblich","2495","0.234583996271606","0.226126535986347","0.243041456556865"
"Keine Sorgen","2003","direkter Migrationshintergrund","maennlich","464","0.38730428186393","0.360299438889178","0.414309124838681"
"Keine Sorgen","2003","direkter Migrationshintergrund","weiblich","485","0.363960023716031","0.338073026424279","0.389847021007783"
"Keine Sorgen","2003","indirekter Migrationshintergrund","maennlich","143","0.372579888180952","0.323046678536038","0.422113097825867"
"Keine Sorgen","2003","indirekter Migrationshintergrund","weiblich","144","0.369988986569428","0.322675324413253","0.417302648725602"
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2004","kein Migrationshintergrund","maennlich","3005","0.367256191715326","0.357148186939872","0.377364196490779"
"Grosse Sorgen","2004","kein Migrationshintergrund","weiblich","2932","0.335221804918723","0.325686327502503","0.344757282334943"
"Grosse Sorgen","2004","direkter Migrationshintergrund","maennlich","269","0.224996018540266","0.20131036835023","0.248681668730302"
"Grosse Sorgen","2004","direkter Migrationshintergrund","weiblich","262","0.212098613719736","0.189825250457897","0.234371976981575"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","maennlich","95","0.286525090259024","0.241065347453736","0.331984833064312"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","weiblich","94","0.271461598203561","0.228571850616678","0.314351345790443"
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2004","kein Migrationshintergrund","maennlich","3724","0.412753433507159","0.402430039251062","0.423076827763256"
"Einige Sorgen","2004","kein Migrationshintergrund","weiblich","4429","0.467482655000566","0.457404348572659","0.477560961428473"
"Einige Sorgen","2004","direkter Migrationshintergrund","maennlich","570","0.470190304737437","0.44188011935656","0.498500490118315"
"Einige Sorgen","2004","direkter Migrationshintergrund","weiblich","650","0.491062517337058","0.463824119145545","0.518300915528571"
"Einige Sorgen","2004","indirekter Migrationshintergrund","maennlich","157","0.403981631969642","0.354645292425337","0.453317971513947"
"Einige Sorgen","2004","indirekter Migrationshintergrund","weiblich","189","0.427987310507651","0.380268309500744","0.475706311514557"
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2004","kein Migrationshintergrund","maennlich","2008","0.219990374777515","0.211304396400526","0.228676353154504"
"Keine Sorgen","2004","kein Migrationshintergrund","weiblich","2054","0.197295540080711","0.18925705146874","0.205334028692682"
"Keine Sorgen","2004","direkter Migrationshintergrund","maennlich","355","0.304813676722296","0.278703262471757","0.330924090972835"
"Keine Sorgen","2004","direkter Migrationshintergrund","weiblich","382","0.296838868943206","0.271946354663729","0.321731383222683"
"Keine Sorgen","2004","indirekter Migrationshintergrund","maennlich","128","0.309493277771334","0.263013305700544","0.355973249842124"
"Keine Sorgen","2004","indirekter Migrationshintergrund","weiblich","130","0.300551091288789","0.256331958787782","0.344770223789795"
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2005","kein Migrationshintergrund","maennlich","3402","0.425269915386853","0.414654481341916","0.43588534943179"
"Grosse Sorgen","2005","kein Migrationshintergrund","weiblich","3380","0.396608280459532","0.386530140850816","0.406686420068248"
"Grosse Sorgen","2005","direkter Migrationshintergrund","maennlich","318","0.292944156859572","0.26603695588469","0.319851357834455"
"Grosse Sorgen","2005","direkter Migrationshintergrund","weiblich","317","0.277294024211619","0.25231694855824","0.302271099864998"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","maennlich","117","0.306538382294743","0.261128106157885","0.351948658431601"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","weiblich","115","0.310519517010104","0.266372912578436","0.354666121441772"
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2005","kein Migrationshintergrund","maennlich","3365","0.397989813462189","0.387479604308559","0.408500022615818"
"Einige Sorgen","2005","kein Migrationshintergrund","weiblich","4097","0.439771017194477","0.429545250096453","0.449996784292501"
"Einige Sorgen","2005","direkter Migrationshintergrund","maennlich","513","0.447760947735336","0.418361720915645","0.477160174555028"
"Einige Sorgen","2005","direkter Migrationshintergrund","weiblich","579","0.451473411570396","0.423707915166769","0.479238907974024"
"Einige Sorgen","2005","indirekter Migrationshintergrund","maennlich","168","0.442072460269507","0.393158128166433","0.490986792372582"
"Einige Sorgen","2005","indirekter Migrationshintergrund","weiblich","196","0.430994701017956","0.383746422869912","0.478242979166001"
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2005","kein Migrationshintergrund","maennlich","1565","0.176740271150958","0.168549785483342","0.184930756818575"
"Keine Sorgen","2005","kein Migrationshintergrund","weiblich","1574","0.16362070234599","0.155999551248176","0.171241853443804"
"Keine Sorgen","2005","direkter Migrationshintergrund","maennlich","268","0.259294895405091","0.233384806857561","0.285204983952622"
"Keine Sorgen","2005","direkter Migrationshintergrund","weiblich","338","0.271232564217985","0.246426611860168","0.296038516575802"
"Keine Sorgen","2005","indirekter Migrationshintergrund","maennlich","111","0.25138915743575","0.208662214000828","0.294116100870671"
"Keine Sorgen","2005","indirekter Migrationshintergrund","weiblich","111","0.258485781971939","0.216715256688024","0.300256307255855"
"Keine Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2006","kein Migrationshintergrund","maennlich","3212","0.373036431950984","0.362994760311922","0.383078103590046"
"Grosse Sorgen","2006","kein Migrationshintergrund","weiblich","3164","0.342595021348612","0.333156083378385","0.352033959318839"
"Grosse Sorgen","2006","direkter Migrationshintergrund","maennlich","295","0.275028062450541","0.248531787706114","0.301524337194969"
"Grosse Sorgen","2006","direkter Migrationshintergrund","weiblich","299","0.242661114619822","0.218896087915121","0.266426141324524"
"Grosse Sorgen","2006","indirekter Migrationshintergrund","maennlich","111","0.303473593857064","0.257548825648808","0.34939836206532"
"Grosse Sorgen","2006","indirekter Migrationshintergrund","weiblich","109","0.304963437062213","0.260933186343086","0.348993687781339"
"Grosse Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2006","kein Migrationshintergrund","maennlich","3793","0.418244569857687","0.408002337657656","0.428486802057718"
"Einige Sorgen","2006","kein Migrationshintergrund","weiblich","4547","0.46142737451167","0.451512438184917","0.471342310838423"
"Einige Sorgen","2006","direkter Migrationshintergrund","maennlich","482","0.43259184097076","0.403193510608161","0.46199017133336"
"Einige Sorgen","2006","direkter Migrationshintergrund","weiblich","569","0.447350992743879","0.419787009048391","0.474914976439368"
"Einige Sorgen","2006","indirekter Migrationshintergrund","maennlich","152","0.390973781937002","0.34223108686575","0.439716477008253"
"Einige Sorgen","2006","indirekter Migrationshintergrund","weiblich","193","0.428431910410625","0.381106069640086","0.475757751181163"
"Einige Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2006","kein Migrationshintergrund","maennlich","1905","0.208718998191329","0.200280685800897","0.217157310581761"
"Keine Sorgen","2006","kein Migrationshintergrund","weiblich","2000","0.195977604139717","0.188082580967403","0.203872627312032"
"Keine Sorgen","2006","direkter Migrationshintergrund","maennlich","314","0.292380096578698","0.265389676851973","0.319370516305423"
"Keine Sorgen","2006","direkter Migrationshintergrund","weiblich","382","0.309987892636298","0.284349322201791","0.335626463070806"
"Keine Sorgen","2006","indirekter Migrationshintergrund","maennlich","122","0.305552624205934","0.259539639455272","0.351565608956596"
"Keine Sorgen","2006","indirekter Migrationshintergrund","weiblich","118","0.266604652527163","0.224315753063525","0.3088935519908"
"Keine Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2007","kein Migrationshintergrund","maennlich","2692","0.336914974019316","0.32678976057591","0.347040187462722"
"Grosse Sorgen","2007","kein Migrationshintergrund","weiblich","2669","0.310982533831697","0.301465076434588","0.320499991228805"
"Grosse Sorgen","2007","direkter Migrationshintergrund","maennlich","225","0.226730620765182","0.200434656097011","0.253026585433353"
"Grosse Sorgen","2007","direkter Migrationshintergrund","weiblich","198","0.176557515033947","0.154217020280236","0.198898009787657"
"Grosse Sorgen","2007","indirekter Migrationshintergrund","maennlich","91","0.24890831570272","0.204611375529417","0.293205255876023"
"Grosse Sorgen","2007","indirekter Migrationshintergrund","weiblich","89","0.194298506556865","0.156046960286682","0.232550052827048"
"Grosse Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2007","kein Migrationshintergrund","maennlich","3548","0.41737710724134","0.406813372071816","0.427940842410864"
"Einige Sorgen","2007","kein Migrationshintergrund","weiblich","4271","0.462412008032129","0.452160750160272","0.472663265903987"
"Einige Sorgen","2007","direkter Migrationshintergrund","maennlich","432","0.451417169483796","0.420165101907429","0.482669237060163"
"Einige Sorgen","2007","direkter Migrationshintergrund","weiblich","533","0.472410189941614","0.443159179313648","0.50166120056958"
"Einige Sorgen","2007","indirekter Migrationshintergrund","maennlich","136","0.390629962885415","0.340645978462042","0.440613947308789"
"Einige Sorgen","2007","indirekter Migrationshintergrund","weiblich","196","0.505640876373009","0.457305005848259","0.553976746897759"
"Einige Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2007","kein Migrationshintergrund","maennlich","2131","0.245707918739344","0.236485628820778","0.254930208657909"
"Keine Sorgen","2007","kein Migrationshintergrund","weiblich","2147","0.226605458136174","0.217998026906621","0.235212889365727"
"Keine Sorgen","2007","direkter Migrationshintergrund","maennlich","317","0.321852209751022","0.292512282297538","0.351192137204505"
"Keine Sorgen","2007","direkter Migrationshintergrund","weiblich","388","0.351032295024439","0.323067082308891","0.378997507739987"
"Keine Sorgen","2007","indirekter Migrationshintergrund","maennlich","139","0.360461721411865","0.31127244926851","0.409650993555219"
"Keine Sorgen","2007","indirekter Migrationshintergrund","weiblich","126","0.300060617070126","0.2557546832702","0.344366550870052"
"Keine Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2008","kein Migrationshintergrund","maennlich","2248","0.29670399951819","0.286648018705082","0.306759980331298"
"Grosse Sorgen","2008","kein Migrationshintergrund","weiblich","2181","0.26870802388631","0.259357675544895","0.278058372227725"
"Grosse Sorgen","2008","direkter Migrationshintergrund","maennlich","164","0.190908339625068","0.164822719761113","0.216993959489023"
"Grosse Sorgen","2008","direkter Migrationshintergrund","weiblich","158","0.143059251518603","0.121497862276951","0.164620640760255"
"Grosse Sorgen","2008","indirekter Migrationshintergrund","maennlich","79","0.204712414723801","0.163375149590449","0.246049679857153"
"Grosse Sorgen","2008","indirekter Migrationshintergrund","weiblich","75","0.209881736364659","0.169924539096659","0.249838933632658"
"Grosse Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2008","kein Migrationshintergrund","maennlich","3376","0.421892477594293","0.411020742462458","0.432764212726129"
"Einige Sorgen","2008","kein Migrationshintergrund","weiblich","4099","0.470376318540391","0.45984825515193","0.480904381928853"
"Einige Sorgen","2008","direkter Migrationshintergrund","maennlich","354","0.402926296914253","0.370371377340126","0.43548121648838"
"Einige Sorgen","2008","direkter Migrationshintergrund","weiblich","458","0.476025586462641","0.445270740453006","0.506780432472277"
"Einige Sorgen","2008","indirekter Migrationshintergrund","maennlich","157","0.426212109362658","0.375548499599991","0.476875719125325"
"Einige Sorgen","2008","indirekter Migrationshintergrund","weiblich","184","0.466472015256634","0.417521976219999","0.515422054293269"
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2008","kein Migrationshintergrund","maennlich","2303","0.281403522887516","0.271504303053289","0.291302742721744"
"Keine Sorgen","2008","kein Migrationshintergrund","weiblich","2354","0.260915657573299","0.251652924677431","0.270178390469167"
"Keine Sorgen","2008","direkter Migrationshintergrund","maennlich","354","0.406165363460679","0.373568632069362","0.438762094851995"
"Keine Sorgen","2008","direkter Migrationshintergrund","weiblich","397","0.380915162018755","0.35101093492283","0.410819389114681"
"Keine Sorgen","2008","indirekter Migrationshintergrund","maennlich","130","0.369075475913541","0.319638278017063","0.418512673810019"
"Keine Sorgen","2008","indirekter Migrationshintergrund","weiblich","140","0.323646248378707","0.277738722953436","0.369553773803979"
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grosse Sorgen","2009","kein Migrationshintergrund","maennlich","1748","0.250932221373703","0.2410972758501","0.260767166897306"
"Grosse Sorgen","2009","kein Migrationshintergrund","weiblich","1735","0.227094639542949","0.217966969717065","0.236222309368833"
"Grosse Sorgen","2009","direkter Migrationshintergrund","maennlich","105","0.142918878162732","0.117937397129193","0.16790035919627"
"Grosse Sorgen","2009","direkter Migrationshintergrund","weiblich","126","0.152571966711174","0.128975094025485","0.176168839396863"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","maennlich","62","0.161342041601487","0.12224221397001","0.200441869232963"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","weiblich","57","0.146451927395546","0.110080837331966","0.182823017459125"
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2009","kein Migrationshintergrund","maennlich","3081","0.404163598447235","0.393031544588444","0.415295652306025"
"Einige Sorgen","2009","kein Migrationshintergrund","weiblich","3708","0.460996783749479","0.450136580657862","0.471856986841097"
"Einige Sorgen","2009","direkter Migrationshintergrund","maennlich","310","0.411370615098568","0.376246934397461","0.446494295799675"
"Einige Sorgen","2009","direkter Migrationshintergrund","weiblich","401","0.438878842282009","0.406312700565467","0.471444983998552"
