year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,Couple with children,East,,,,,,,,,,,,
1993,Multi-generational household,West,,,,,,,,,,,,
1993,Multi-generational household,East,,,,,,,,,,,,
1993,Other Combinations,West,,,,,,,,,,,,
1993,Other Combinations,East,,,,,,,,,,,,
1994,Single-person household,West,,,,,,,,,,,,
1994,Single-person household,East,,,,,,,,,,,,
1994,Couple without children,West,,,,,,,,,,,,
1994,Couple without children,East,,,,,,,,,,,,
1994,Single parent,West,,,,,,,,,,,,
1994,Single parent,East,,,,,,,,,,,,
1994,Couple with children,West,,,,,,,,,,,,
1994,Couple with children,East,,,,,,,,,,,,
1994,Multi-generational household,West,,,,,,,,,,,,
1994,Multi-generational household,East,,,,,,,,,,,,
1994,Other Combinations,West,,,,,,,,,,,,
1994,Other Combinations,East,,,,,,,,,,,,
1995,Single-person household,West,,,,,,,,,,,,
1995,Single-person household,East,,,,,,,,,,,,
1995,Couple without children,West,,,,,,,,,,,,
1995,Couple without children,East,,,,,,,,,,,,
1995,Single parent,West,,,,,,,,,,,,
1995,Single parent,East,,,,,,,,,,,,
1995,Couple with children,West,,,,,,,,,,,,
1995,Couple with children,East,,,,,,,,,,,,
1995,Multi-generational household,West,,,,,,,,,,,,
1995,Multi-generational household,East,,,,,,,,,,,,
1995,Other Combinations,West,,,,,,,,,,,,
1995,Other Combinations,East,,,,,,,,,,,,
1996,Single-person household,West,,,,,,,,,,,,
1996,Single-person household,East,,,,,,,,,,,,
1996,Couple without children,West,,,,,,,,,,,,
1996,Couple without children,East,,,,,,,,,,,,
1996,Single parent,West,,,,,,,,,,,,
1996,Single parent,East,,,,,,,,,,,,
1996,Couple with children,West,,,,,,,,,,,,
1996,Couple with children,East,,,,,,,,,,,,
1996,Multi-generational household,West,,,,,,,,,,,,
1996,Multi-generational household,East,,,,,,,,,,,,
1996,Other Combinations,West,,,,,,,,,,,,
1996,Other Combinations,East,,,,,,,,,,,,
1997,Single-person household,West,,,,,,,,,,,,
1997,Single-person household,East,,,,,,,,,,,,
1997,Couple without children,West,,,,,,,,,,,,
1997,Couple without children,East,,,,,,,,,,,,
1997,Single parent,West,,,,,,,,,,,,
1997,Single parent,East,,,,,,,,,,,,
1997,Couple with children,West,,,,,,,,,,,,
1997,Couple with children,East,,,,,,,,,,,,
1997,Multi-generational household,West,,,,,,,,,,,,
1997,Multi-generational household,East,,,,,,,,,,,,
1997,Other Combinations,West,,,,,,,,,,,,
1997,Other Combinations,East,,,,,,,,,,,,
1998,Single-person household,West,,,,,,,,,,,,
1998,Single-person household,East,,,,,,,,,,,,
1998,Couple without children,West,,,,,,,,,,,,
1998,Couple without children,East,,,,,,,,,,,,
1998,Single parent,West,,,,,,,,,,,,
1998,Single parent,East,,,,,,,,,,,,
1998,Couple with children,West,,,,,,,,,,,,
1998,Couple with children,East,,,,,,,,,,,,
1998,Multi-generational household,West,,,,,,,,,,,,
1998,Multi-generational household,East,,,,,,,,,,,,
1998,Other Combinations,West,,,,,,,,,,,,
1998,Other Combinations,East,,,,,,,,,,,,
1999,Single-person household,West,,,,,,,,,,,,
1999,Single-person household,East,,,,,,,,,,,,
1999,Couple without children,West,,,,,,,,,,,,
1999,Couple without children,East,,,,,,,,,,,,
1999,Single parent,West,,,,,,,,,,,,
1999,Single parent,East,,,,,,,,,,,,
1999,Couple with children,West,,,,,,,,,,,,
1999,Couple with children,East,,,,,,,,,,,,
1999,Multi-generational household,West,,,,,,,,,,,,
1999,Multi-generational household,East,,,,,,,,,,,,
1999,Other Combinations,West,,,,,,,,,,,,
1999,Other Combinations,East,,,,,,,,,,,,
2000,Single-person household,West,,,,,,,,,,,,
2000,Single-person household,East,,,,,,,,,,,,
2000,Couple without children,West,,,,,,,,,,,,
2000,Couple without children,East,,,,,,,,,,,,
2000,Single parent,West,,,,,,,,,,,,
2000,Single parent,East,,,,,,,,,,,,
2000,Couple with children,West,,,,,,,,,,,,
2000,Couple with children,East,,,,,,,,,,,,
2000,Multi-generational household,West,,,,,,,,,,,,
2000,Multi-generational household,East,,,,,,,,,,,,
2000,Other Combinations,West,,,,,,,,,,,,
2000,Other Combinations,East,,,,,,,,,,,,
2001,Single-person household,West,,,,,,,,,,,,
2001,Single-person household,East,,,,,,,,,,,,
2001,Couple without children,West,,,,,,,,,,,,
2001,Couple without children,East,,,,,,,,,,,,
2001,Single parent,West,,,,,,,,,,,,
2001,Single parent,East,,,,,,,,,,,,
2001,Couple with children,West,,,,,,,,,,,,
2001,Couple with children,East,,,,,,,,,,,,
2001,Multi-generational household,West,,,,,,,,,,,,
2001,Multi-generational household,East,,,,,,,,,,,,
2001,Other Combinations,West,,,,,,,,,,,,
2001,Other Combinations,East,,,,,,,,,,,,
2002,Single-person household,West,,,,,,,,,,,,
2002,Single-person household,East,,,,,,,,,,,,
2002,Couple without children,West,,,,,,,,,,,,
2002,Couple without children,East,,,,,,,,,,,,
2002,Single parent,West,,,,,,,,,,,,
2002,Single parent,East,,,,,,,,,,,,
2002,Couple with children,West,,,,,,,,,,,,
2002,Couple with children,East,,,,,,,,,,,,
2002,Multi-generational household,West,,,,,,,,,,,,
2002,Multi-generational household,East,,,,,,,,,,,,
2002,Other Combinations,West,,,,,,,,,,,,
2002,Other Combinations,East,,,,,,,,,,,,
2003,Single-person household,West,,,,,,,,,,,,
2003,Single-person household,East,,,,,,,,,,,,
2003,Couple without children,West,,,,,,,,,,,,
2003,Couple without children,East,,,,,,,,,,,,
2003,Single parent,West,,,,,,,,,,,,
2003,Single parent,East,,,,,,,,,,,,
2003,Couple with children,West,,,,,,,,,,,,
2003,Couple with children,East,,,,,,,,,,,,
2003,Multi-generational household,West,,,,,,,,,,,,
2003,Multi-generational household,East,,,,,,,,,,,,
2003,Other Combinations,West,,,,,,,,,,,,
2003,Other Combinations,East,,,,,,,,,,,,
2004,Single-person household,West,,,,,,,,,,,,
2004,Single-person household,East,,,,,,,,,,,,
2004,Couple without children,West,,,,,,,,,,,,
2004,Couple without children,East,,,,,,,,,,,,
2004,Single parent,West,,,,,,,,,,,,
2004,Single parent,East,,,,,,,,,,,,
2004,Couple with children,West,,,,,,,,,,,,
2004,Couple with children,East,,,,,,,,,,,,
2004,Multi-generational household,West,,,,,,,,,,,,
2004,Multi-generational household,East,,,,,,,,,,,,
2004,Other Combinations,West,,,,,,,,,,,,
2004,Other Combinations,East,,,,,,,,,,,,
2005,Single-person household,West,,,,,,,,,,,,
2005,Single-person household,East,,,,,,,,,,,,
2005,Couple without children,West,,,,,,,,,,,,
2005,Couple without children,East,,,,,,,,,,,,
2005,Single parent,West,,,,,,,,,,,,
2005,Single parent,East,,,,,,,,,,,,
2005,Couple with children,West,,,,,,,,,,,,
2005,Couple with children,East,,,,,,,,,,,,
2005,Multi-generational household,West,,,,,,,,,,,,
2005,Multi-generational household,East,,,,,,,,,,,,
2005,Other Combinations,West,,,,,,,,,,,,
2005,Other Combinations,East,,,,,,,,,,,,
2006,Single-person household,West,,,,,,,,,,,,
2006,Single-person household,East,,,,,,,,,,,,
2006,Couple without children,West,,,,,,,,,,,,
2006,Couple without children,East,,,,,,,,,,,,
2006,Single parent,West,,,,,,,,,,,,
2006,Single parent,East,,,,,,,,,,,,
2006,Couple with children,West,,,,,,,,,,,,
2006,Couple with children,East,,,,,,,,,,,,
2006,Multi-generational household,West,,,,,,,,,,,,
2006,Multi-generational household,East,,,,,,,,,,,,
2006,Other Combinations,West,,,,,,,,,,,,
2006,Other Combinations,East,,,,,,,,,,,,
2007,Single-person household,West,,,,,,,,,,,,
2007,Single-person household,East,,,,,,,,,,,,
2007,Couple without children,West,,,,,,,,,,,,
2007,Couple without children,East,,,,,,,,,,,,
2007,Single parent,West,,,,,,,,,,,,
2007,Single parent,East,,,,,,,,,,,,
2007,Couple with children,West,,,,,,,,,,,,
2007,Couple with children,East,,,,,,,,,,,,
2007,Multi-generational household,West,,,,,,,,,,,,
2007,Multi-generational household,East,,,,,,,,,,,,
2007,Other Combinations,West,,,,,,,,,,,,
2007,Other Combinations,East,,,,,,,,,,,,
2008,Single-person household,West,,,,,,,,,,,,
2008,Single-person household,East,,,,,,,,,,,,
2008,Couple without children,West,,,,,,,,,,,,
2008,Couple without children,East,,,,,,,,,,,,
2008,Single parent,West,,,,,,,,,,,,
2008,Single parent,East,,,,,,,,,,,,
2008,Couple with children,West,,,,,,,,,,,,
2008,Couple with children,East,,,,,,,,,,,,
2008,Multi-generational household,West,,,,,,,,,,,,
2008,Multi-generational household,East,,,,,,,,,,,,
2008,Other Combinations,West,,,,,,,,,,,,
2008,Other Combinations,East,,,,,,,,,,,,
2009,Single-person household,West,,,,,,,,,,,,
2009,Single-person household,East,,,,,,,,,,,,
2009,Couple without children,West,,,,,,,,,,,,
2009,Couple without children,East,,,,,,,,,,,,
2009,Single parent,West,,,,,,,,,,,,
2009,Single parent,East,,,,,,,,,,,,
2009,Couple with children,West,,,,,,,,,,,,
2009,Couple with children,East,,,,,,,,,,,,
2009,Multi-generational household,West,,,,,,,,,,,,
2009,Multi-generational household,East,,,,,,,,,,,,
2009,Other Combinations,West,,,,,,,,,,,,
2009,Other Combinations,East,,,,,,,,,,,,
2010,Single-person household,West,1197,42.60471,41.26439,43.94504,30.00000,40.00000,50.00000,10.00000,80.00000,,,
2010,Single-person household,East,489,33.05067,31.57369,34.52766,22.00000,30.00000,40.00000,1.00000,67.00000,,,
2010,Couple without children,West,937,58.65778,56.92745,60.38810,40.00000,54.44965,70.00000,8.00000,115.00000,,,
2010,Couple without children,East,429,47.48227,45.57522,49.38933,35.00000,45.00000,55.00000,7.00000,85.00000,,,
2010,Single parent,West,1083,64.18567,62.46497,65.90638,45.00000,60.00000,78.00000,12.00000,127.50000,,,
2010,Single parent,East,319,50.48890,48.20883,52.76896,37.00000,47.00000,60.00000,10.00000,94.50000,,,
2010,Couple with children,West,2011,77.15074,75.75827,78.54320,55.00000,70.00000,94.00000,10.00000,152.50000,,,
2010,Couple with children,East,549,64.54809,62.03747,67.05870,45.00000,60.00000,77.00000,10.00000,125.00000,,,
2010,Multi-generational household,West,,,,,,,,,,,,
2010,Multi-generational household,East,,,,,,,,,,,,
2010,Other Combinations,West,,,,,,,,,,,,
2010,Other Combinations,East,,,,,,,,,,,,
2011,Single-person household,West,1631,44.52382,43.46048,45.58715,30.00000,40.00000,51.00000,1.00000,82.50000,,,
2011,Single-person household,East,651,34.01481,32.80428,35.22534,25.00000,30.00000,40.00000,2.50000,62.50000,,,
2011,Couple without children,West,1223,62.38613,60.69178,64.08049,44.00000,57.00000,76.00000,12.00000,124.00000,,,
2011,Couple without children,East,529,48.65832,47.14886,50.16778,38.00000,47.00000,56.00000,11.00000,83.00000,,,
2011,Single parent,West,1317,65.66474,64.17428,67.15521,45.00000,60.00000,80.00000,10.00000,132.50000,,,
2011,Single parent,East,432,51.41737,49.29129,53.54344,39.00000,50.00000,60.00000,10.00000,91.50000,,,
2011,Couple with children,West,2000,83.95611,82.05344,85.85878,60.00000,78.80147,100.00000,4.00000,160.00000,,,
2011,Couple with children,East,556,65.51420,63.15311,67.87529,50.00000,61.00000,78.00000,12.00000,120.00000,,,
2011,Multi-generational household,West,,,,,,,,,,,,
2011,Multi-generational household,East,,,,,,,,,,,,
2011,Other Combinations,West,40,58.46521,48.11615,68.81428,35.00000,50.00000,70.00000,20.00000,122.50000,,,
2011,Other Combinations,East,,,,,,,,,,,,
2012,Single-person household,West,1732,44.48619,43.43482,45.53756,30.00000,40.00000,51.00000,4.00000,82.50000,,,
2012,Single-person household,East,704,35.20663,33.97464,36.43862,25.00000,31.00000,40.00000,5.00000,62.50000,,,
2012,Couple without children,West,1214,64.30525,62.52093,66.08957,45.00000,60.00000,80.00000,10.00000,132.50000,,,
2012,Couple without children,East,546,52.54329,50.81719,54.26938,40.00000,50.00000,60.00000,10.00000,90.00000,,,
2012,Single parent,West,1228,68.03325,66.28844,69.77805,48.00000,62.00000,80.00000,16.00000,128.00000,,,
2012,Single parent,East,415,52.31374,50.35561,54.27186,39.00000,50.00000,60.00000,18.00000,91.50000,,,
2012,Couple with children,West,1824,84.10562,82.46574,85.74550,60.00000,80.00000,100.00000,17.00000,160.00000,,,
2012,Couple with children,East,515,70.68848,68.21639,73.16057,50.00000,66.00000,80.00000,22.00000,125.00000,,,
2012,Multi-generational household,West,,,,,,,,,,,,
2012,Multi-generational household,East,,,,,,,,,,,,
2012,Other Combinations,West,35,59.55876,52.23163,66.88590,41.01670,60.00000,70.00000,20.00000,109.00000,,,
2012,Other Combinations,East,,,,,,,,,,,,
2013,Single-person household,West,1938,46.15714,45.16736,47.14691,30.00000,40.00000,55.00000,6.00000,92.50000,,,
2013,Single-person household,East,676,35.94258,34.88857,36.99659,27.00000,34.00000,42.00000,9.00000,64.50000,,,
2013,Couple without children,West,1450,66.12799,64.55155,67.70442,49.00000,60.00000,80.00000,2.50000,126.50000,,,
2013,Couple without children,East,552,54.72864,52.90925,56.54802,40.00000,50.00000,62.00000,10.00000,95.00000,,,
2013,Single parent,West,1315,72.28424,70.61312,73.95537,50.00000,70.00000,88.00000,15.00000,145.00000,,,
2013,Single parent,East,396,57.17952,55.23910,59.11994,43.78158,53.00000,67.84591,20.00000,103.94239,,,
2013,Couple with children,West,2546,86.45328,84.92832,87.97823,60.00000,80.00000,100.00000,18.00000,160.00000,,,
2013,Couple with children,East,553,70.08134,67.69581,72.46687,50.00000,68.00000,83.84184,15.00000,134.60461,,,
2013,Multi-generational household,West,46,91.49681,79.14888,103.84473,64.02420,83.13017,100.10413,40.00000,154.22401,,,
2013,Multi-generational household,East,,,,,,,,,,,,
2013,Other Combinations,West,220,77.27418,72.61313,81.93522,50.00000,70.00000,100.00000,20.00000,175.00000,,,
2013,Other Combinations,East,,,,,,,,,,,,
2014,Single-person household,West,1699,47.45598,46.40812,48.50383,32.00000,42.00000,57.35827,9.00000,95.39567,,,
2014,Single-person household,East,668,38.61950,37.30875,39.93026,28.00000,35.00000,46.26420,10.00000,73.66050,,,
2014,Couple without children,West,1307,70.35188,68.70996,71.99381,50.00000,65.00000,83.00000,4.00000,132.50000,,,
2014,Couple without children,East,572,57.09295,55.11115,59.07475,42.00000,52.00000,66.75174,5.00000,103.87934,,,
2014,Single parent,West,1013,75.39151,73.51724,77.26578,55.00000,70.00000,90.00000,19.00000,142.50000,,,
2014,Single parent,East,330,58.24858,55.95027,60.54688,42.00000,54.00000,70.00000,21.00000,112.00000,,,
2014,Couple with children,West,2029,89.22889,87.53477,90.92301,64.00000,80.00000,104.00000,18.00000,164.00000,,,
2014,Couple with children,East,485,80.32269,76.88556,83.75983,58.00000,72.00000,95.00000,20.00000,150.50000,,,
2014,Multi-generational household,West,38,83.10348,67.78523,98.42174,46.23924,72.97669,103.85316,40.00000,190.27404,,,
2014,Multi-generational household,East,,,,,,,,,,,,
2014,Other Combinations,West,152,72.82919,67.64486,78.01353,50.00000,68.87785,90.00000,0.00000,150.00000,,,
2014,Other Combinations,East,,,,,,,,,,,,
2015,Single-person household,West,1887,45.32402,44.19572,46.45231,30.00000,40.00000,53.00000,0.00000,87.50000,,,
2015,Single-person household,East,677,37.65212,36.27199,39.03224,26.00000,35.00000,45.00000,5.00000,73.50000,,,
2015,Couple without children,West,1475,67.66176,66.11518,69.20834,50.00000,60.00000,80.00000,5.00000,125.00000,,,
2015,Couple without children,East,564,55.15407,53.18887,57.11927,40.00000,51.00000,66.00000,1.00000,105.00000,,,
2015,Single parent,West,1004,70.26669,68.32176,72.21161,50.00000,65.00000,80.15046,5.00000,125.37614,,,
2015,Single parent,East,296,57.93369,55.26961,60.59777,42.00000,55.73099,70.00000,20.00000,112.00000,,,
2015,Couple with children,West,2246,87.36812,85.73052,89.00572,60.00000,80.00000,100.00000,20.00000,160.00000,,,
2015,Couple with children,East,473,77.17112,73.83105,80.51119,55.00000,70.00000,99.00000,6.00000,165.00000,,,
2015,Multi-generational household,West,63,93.32494,83.30523,103.34465,68.00000,80.00000,110.00000,36.00000,173.00000,,,
2015,Multi-generational household,East,,,,,,,,,,,,
2015,Other Combinations,West,153,73.00286,67.01873,78.98698,50.00000,70.00000,95.00000,1.00000,162.50000,,,
2015,Other Combinations,East,,,,,,,,,,,,
2016,Not included in this version of the questionnaire,West,,,,,,,,,,,,
2016,Not included in this version of the questionnaire,East,,,,,,,,,,,,
2016,Single-person household,West,1666,48.37520,47.19300,49.55739,33.02582,43.00000,60.00000,3.00000,100.46127,,,
2016,Single-person household,East,649,37.85843,36.58038,39.13647,28.00000,35.00000,45.00000,10.00000,70.50000,,,
2016,Couple without children,West,1286,70.32388,68.22260,72.42517,50.00000,63.00000,80.00000,15.00000,125.00000,,,
2016,Couple without children,East,529,55.91584,54.19298,57.63870,42.00000,52.00000,65.00000,10.00000,99.50000,,,
2016,Single parent,West,857,73.89749,71.82239,75.97259,50.00000,70.00000,89.00000,20.00000,147.50000,,,
2016,Single parent,East,268,59.31314,56.64999,61.97629,43.00000,59.71543,70.23046,20.00000,111.07615,,,
2016,Couple with children,West,1866,89.09932,87.34110,90.85755,60.00000,80.00000,105.00000,10.00000,172.50000,,,
2016,Couple with children,East,406,71.48972,68.41423,74.56522,50.00000,66.49062,80.00000,5.00000,125.00000,,,
2016,Multi-generational household,West,45,104.39286,93.20279,115.58293,87.55963,103.41935,118.31105,41.43250,164.43819,,,
2016,Multi-generational household,East,,,,,,,,,,,,
2016,Other Combinations,West,118,81.78872,74.30610,89.27134,50.74888,80.00000,100.00000,19.00000,173.87668,,,
2016,Other Combinations,East,,,,,,,,,,,,
2017,Single-person household,West,1899,48.48043,47.40996,49.55090,34.00000,45.00000,59.00000,5.00000,96.50000,,,
2017,Single-person household,East,755,39.26952,37.76665,40.77239,28.00000,35.00000,45.00000,8.00000,70.50000,,,
2017,Couple without children,West,1439,70.15181,68.24710,72.05653,50.00000,64.00000,85.00000,10.00000,137.50000,,,
2017,Couple without children,East,575,58.05993,56.07601,60.04384,41.00000,54.00000,70.00000,5.00000,113.50000,,,
2017,Single parent,West,844,72.22637,70.21530,74.23743,50.00000,65.00000,90.00000,20.00000,150.00000,,,
2017,Single parent,East,267,61.26760,58.60723,63.92797,46.42965,58.00000,70.00000,17.00000,105.35553,,,
2017,Couple with children,West,1861,87.38132,85.73207,89.03057,60.00000,80.00000,100.00000,10.00000,160.00000,,,
2017,Couple with children,East,427,72.65802,69.34161,75.97444,50.00000,68.00000,81.00000,20.00000,127.50000,,,
2017,Multi-generational household,West,43,124.65001,105.93696,143.36306,83.93077,110.00000,140.50289,38.00000,225.36108,,,
2017,Multi-generational household,East,,,,,,,,,,,,
2017,Other Combinations,West,132,78.84652,72.16675,85.52628,50.00000,70.00000,100.00000,20.00000,175.00000,,,
2017,Other Combinations,East,,,,,,,,,,,,
2018,Single-person household,West,2055,48.10537,47.10458,49.10616,34.00000,44.00000,59.36388,6.00000,97.40971,,,
2018,Single-person household,East,821,40.89044,39.37285,42.40803,30.00000,35.88153,49.00000,5.00000,77.50000,,,
2018,Couple without children,West,1438,67.61646,66.06948,69.16343,50.00000,60.00000,80.00000,10.00000,125.00000,,,
2018,Couple without children,East,582,56.77334,54.71839,58.82828,41.00000,51.45471,68.00000,14.00000,108.50000,,,
2018,Single parent,West,837,76.01076,73.46694,78.55458,50.00000,70.00000,90.00000,15.00000,150.00000,,,
2018,Single parent,East,266,57.23376,54.62960,59.83791,45.00000,52.00000,66.36345,16.00000,98.40863,,,
2018,Couple with children,West,1776,87.27529,85.69248,88.85809,60.00000,80.00000,100.00000,20.00000,160.00000,,,
2018,Couple with children,East,427,74.83172,71.99475,77.66869,55.00000,70.00000,86.35567,20.00000,133.38917,,,
2018,Multi-generational household,West,48,106.54580,91.12067,121.97094,75.93079,88.88777,130.00000,40.00000,211.10382,,,
2018,Multi-generational household,East,,,,,,,,,,,,
2018,Other Combinations,West,115,85.38765,78.32642,92.44887,60.00000,80.00000,115.70859,20.00000,199.27148,,,
2018,Other Combinations,East,,,,,,,,,,,,
2019,Single-person household,Does not apply,30,44.27668,37.34891,51.20444,30.89616,46.38579,55.50913,14.00000,80.00000,,,
2019,Single-person household,West,2031,48.05711,47.04814,49.06609,34.28173,45.00000,60.00000,5.00000,98.57741,,,
2019,Single-person household,East,770,41.71367,40.17301,43.25433,30.00000,36.00000,50.00000,10.00000,80.00000,,,
2019,Couple without children,Does not apply,,,,,,,,,,,,
2019,Couple without children,West,1456,68.81198,67.23126,70.39270,50.00000,63.00000,80.00000,5.00000,125.00000,,,
2019,Couple without children,East,570,59.76858,57.80077,61.73640,44.00000,54.00000,70.00000,20.00000,109.00000,,,
2019,Single parent,Does not apply,,,,,,,,,,,,
2019,Single parent,West,761,73.63368,71.35233,75.91502,50.00000,70.00000,89.00000,20.00000,147.50000,,,
2019,Single parent,East,240,57.06477,54.30943,59.82012,45.00000,54.00000,70.00000,7.50000,107.50000,,,
2019,Couple with children,Does not apply,,,,,,,,,,,,
2019,Couple with children,West,1545,87.52732,85.71094,89.34370,60.00000,80.00000,100.00000,20.00000,160.00000,,,
2019,Couple with children,East,382,74.17782,70.46081,77.89483,50.00000,65.00000,87.49967,20.00000,143.74917,,,
2019,Multi-generational household,West,39,86.11752,71.52654,100.70849,48.79297,75.00000,100.00000,35.00000,176.81054,,,
2019,Multi-generational household,East,,,,,,,,,,,,
2019,Other Combinations,Does not apply,,,,,,,,,,,,
2019,Other Combinations,West,99,83.15754,76.14170,90.17338,60.00000,79.20132,99.59408,6.00000,158.98520,,,
2019,Other Combinations,East,,,,,,,,,,,,
2020,Single-person household,West,3052,51.74639,50.55435,52.93843,35.00000,45.00000,60.00000,5.00000,97.50000,,,
2020,Single-person household,East,882,40.89872,39.57077,42.22667,30.00000,36.00000,48.00000,10.00000,75.00000,,,
2020,Couple without children,West,1838,69.88483,68.52631,71.24335,50.00000,65.00000,81.00000,12.00000,127.50000,,,
2020,Couple without children,East,587,57.13952,55.40911,58.86993,42.00000,53.98261,70.00000,20.00000,112.00000,,,
2020,Single parent,West,914,77.75506,75.47137,80.03875,55.00000,70.00000,90.00000,15.00000,142.50000,,,
2020,Single parent,East,269,63.63980,60.45778,66.82181,45.00000,60.00000,71.11168,20.00000,110.27919,,,
2020,Couple with children,West,3108,89.76428,88.39006,91.13850,63.00000,80.00000,107.00000,17.00000,173.00000,,,
2020,Couple with children,East,594,74.87929,72.16969,77.58888,50.00000,70.00000,85.37717,19.00000,138.44292,,,
2020,Multi-generational household,West,75,96.11882,88.80033,103.43731,67.93226,97.80344,120.00000,50.00000,198.10161,,,
2020,Multi-generational household,East,,,,,,,,,,,,
2020,Other Combinations,West,317,79.48908,75.75317,83.22499,50.00000,75.00000,100.00000,20.00000,175.00000,,,
2020,Other Combinations,East,38,62.24333,55.62172,68.86495,50.00000,60.00000,70.00000,25.00000,100.00000,,,
2021,No answer / don't know,West,35,61.35427,50.75967,71.94888,35.94941,60.00000,80.59613,10.00000,147.56622,,,
2021,No answer / don't know,East,,,,,,,,,,,,
2021,Single-person household,West,1958,52.09647,50.87624,53.31669,35.00000,48.00000,60.00000,5.00000,97.50000,,,
2021,Single-person household,East,604,42.98059,41.36389,44.59729,30.00000,40.00000,50.00000,7.00000,80.00000,,,
2021,Couple without children,West,1119,72.41760,70.30982,74.52538,50.00000,65.00000,83.00000,10.00000,132.50000,,,
2021,Couple without children,East,403,59.63688,57.01427,62.25950,45.00000,52.00000,67.00000,12.00000,100.00000,,,
2021,Single parent,West,553,80.75925,77.80133,83.71717,60.00000,71.00000,100.00000,17.00000,160.00000,,,
2021,Single parent,East,201,62.13665,58.85812,65.41518,45.00000,60.00000,75.00000,24.00000,120.00000,,,
2021,Couple with children,West,1707,92.95635,91.06978,94.84292,70.00000,90.00000,109.57689,10.63467,168.94222,,,
